,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
129,2,9:07.0,J. Leuer makes 2-pt layup at rim (assist by V. Carter),,39,19
130,2,8:51.0,,Turnover by B. Diaw (bad pass; steal by V. Carter),39,19
131,2,8:48.0,J. Leuer misses 2-pt layup from 1 ft (block by D. Green),,39,19
132,2,8:48.0,Offensive rebound by Team,,39,19
133,2,8:48.0,Official timeout,,39,19
134,2,8:48.0,C. Lee enters the game for V. Carter,,39,19
135,2,8:35.0,C. Lee misses 2-pt jump shot from 8 ft,,39,19
136,2,8:33.0,,Defensive rebound by T. Duncan,39,19
137,2,8:28.0,,B. Diaw makes 2-pt layup from 1 ft (assist by T. Duncan),39,21
138,2,8:17.0,M. Conley misses 3-pt jump shot from 23 ft,,39,21
139,2,8:16.0,Offensive rebound by M. Gasol,,39,21
140,2,8:06.0,N. Calathes makes 2-pt layup at rim (assist by M. Gasol),,41,21
141,2,8:04.0,,Personal foul by N. Calathes (drawn by C. Joseph),41,21
142,2,7:48.0,,C. Joseph misses 2-pt jump shot from 19 ft,41,21
143,2,7:46.0,Defensive rebound by M. Conley,,41,21
144,2,7:32.0,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Conley),,44,21
145,2,7:20.0,,B. Diaw misses 2-pt layup from 2 ft,44,21
146,2,7:19.0,,Offensive rebound by B. Diaw,44,21
147,2,7:19.0,,Shooting foul by J. Leuer (drawn by B. Diaw),44,21
148,2,7:19.0,,B. Diaw makes free throw 1 of 2,44,22
149,2,7:19.0,,M. Belinelli enters the game for D. Green,44,22
150,2,7:19.0,,B. Diaw makes free throw 2 of 2,44,23
151,2,6:59.0,Turnover by N. Calathes (bad pass; steal by T. Duncan),,44,23
152,2,6:53.0,,Turnover by T. Duncan (bad pass; steal by M. Gasol),44,23
153,2,6:47.0,J. Leuer misses 2-pt layup from 2 ft,,44,23
154,2,6:45.0,,Defensive rebound by T. Duncan,44,23
155,2,6:30.0,,K. Anderson makes 2-pt jump shot from 7 ft,44,25
156,2,6:30.0,,Shooting foul by M. Conley (drawn by K. Anderson),44,25
157,2,6:30.0,,K. Anderson makes free throw 1 of 1,44,26
158,2,6:23.0,Memphis full timeout,,44,26
159,2,6:23.0,Z. Randolph enters the game for J. Leuer,,44,26
160,2,6:13.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Conley),,46,26
161,2,5:53.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by T. Duncan),46,29
162,2,5:31.0,M. Conley misses 3-pt jump shot from 24 ft,,46,29
163,2,5:30.0,,Defensive rebound by K. Anderson,46,29
164,2,5:15.0,,K. Anderson misses 2-pt jump shot from 6 ft,46,29
165,2,5:14.0,Defensive rebound by M. Gasol,,46,29
166,2,5:03.0,M. Conley misses 2-pt layup at rim,,46,29
167,2,5:02.0,,Defensive rebound by M. Belinelli,46,29
168,2,4:55.0,,T. Duncan makes 2-pt dunk at rim (assist by M. Belinelli),46,31
169,2,4:25.0,N. Calathes misses 2-pt jump shot from 14 ft,,46,31
170,2,4:24.0,,Defensive rebound by T. Duncan,46,31
171,2,4:18.0,K. Koufos enters the game for M. Gasol,,46,31
172,2,4:18.0,,M. Ginóbili enters the game for C. Joseph,46,31
173,2,4:18.0,,T. Splitter enters the game for T. Duncan,46,31
174,2,4:18.0,Q. Pondexter enters the game for N. Calathes,,46,31
175,2,4:01.0,,B. Diaw misses 3-pt jump shot from 24 ft,46,31
176,2,3:59.0,Defensive rebound by K. Koufos,,46,31
177,2,3:50.0,K. Koufos makes 2-pt layup at rim (assist by M. Conley),,48,31
178,2,3:45.0,,Turnover by T. Splitter (bad pass; steal by Q. Pondexter),48,31
179,2,3:41.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,48,31
180,2,3:41.0,,Defensive rebound by M. Ginóbili,48,31
181,2,3:34.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by K. Anderson),48,34
182,2,3:16.0,Z. Randolph misses 2-pt jump shot from 5 ft (block by T. Splitter),,48,34
183,2,3:15.0,,Defensive rebound by B. Diaw,48,34
184,2,3:12.0,,Shooting block foul by M. Conley (drawn by M. Ginóbili),48,34
185,2,3:12.0,,M. Ginóbili makes free throw 1 of 2,48,35
186,2,3:12.0,B. Udrih enters the game for M. Conley,,48,35
187,2,3:12.0,,T. Duncan enters the game for B. Diaw,48,35
188,2,3:12.0,,M. Ginóbili misses free throw 2 of 2,48,35
189,2,3:11.0,Defensive rebound by K. Koufos,,48,35
190,2,2:52.0,Personal foul by T. Splitter (drawn by Z. Randolph),,48,35
191,2,2:52.0,,San Antonio full timeout,48,35
192,2,2:52.0,,D. Green enters the game for K. Anderson,48,35
193,2,2:52.0,V. Carter enters the game for Q. Pondexter,,48,35
194,2,2:37.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by B. Udrih),,50,35
195,2,2:20.0,,M. Belinelli misses 2-pt jump shot from 15 ft,50,35
196,2,2:19.0,Defensive rebound by K. Koufos,,50,35
197,2,2:14.0,Personal foul by T. Splitter (drawn by Z. Randolph),,50,35
198,2,2:04.0,V. Carter misses 3-pt jump shot from 24 ft,,50,35
199,2,2:02.0,,Defensive rebound by T. Duncan,50,35
200,2,1:55.0,,Shooting foul by K. Koufos (drawn by T. Duncan),50,35
201,2,1:55.0,,T. Duncan misses free throw 1 of 2,50,35
202,2,1:55.0,,Offensive rebound by Team,50,35
203,2,1:55.0,M. Gasol enters the game for K. Koufos,,50,35
204,2,1:55.0,,T. Duncan makes free throw 2 of 2,50,36
205,2,1:42.0,V. Carter misses 2-pt jump shot from 4 ft (block by T. Splitter),,50,36
206,2,1:40.0,,Defensive rebound by D. Green,50,36
207,2,1:37.0,,M. Ginóbili makes 2-pt dunk at rim (assist by D. Green),50,38
208,2,1:12.0,Turnover by M. Gasol (bad pass; steal by D. Green),,50,38
209,2,1:04.0,,M. Belinelli makes 2-pt layup from 1 ft,50,40
210,2,0:57.0,Memphis full timeout,,50,40
211,2,0:45.0,Shooting foul by T. Splitter (drawn by Z. Randolph),,50,40
212,2,0:45.0,Z. Randolph makes free throw 1 of 2,,51,40
213,2,0:45.0,,M. Bonner enters the game for T. Splitter,51,40
214,2,0:45.0,Q. Pondexter enters the game for V. Carter,,51,40
215,2,0:45.0,Z. Randolph makes free throw 2 of 2,,52,40
216,2,0:34.0,,M. Ginóbili makes 2-pt layup at rim,52,42
217,2,0:14.0,Z. Randolph misses 2-pt layup from 2 ft (block by D. Green),,52,42
218,2,0:12.0,,Defensive rebound by D. Green,52,42
219,2,0:01.0,,M. Ginóbili makes 3-pt jump shot from 25 ft,52,45
220,2,0:01.0,,Shooting foul by C. Lee (drawn by M. Ginóbili),52,45
221,2,0:01.0,,B. Diaw enters the game for M. Bonner,52,45
222,2,0:01.0,,M. Ginóbili misses free throw 1 of 1,52,45
223,2,0:00.0,,Offensive rebound by B. Diaw,52,45
224,3,11:43.0,,Turnover by M. Belinelli (bad pass; steal by M. Conley),52,45
225,3,11:38.0,C. Lee makes 2-pt jump shot from 11 ft,,54,45
226,3,11:20.0,,T. Duncan misses 2-pt layup from 1 ft,54,45
227,3,11:19.0,Defensive rebound by M. Gasol,,54,45
228,3,11:12.0,C. Lee misses 2-pt jump shot from 8 ft,,54,45
229,3,11:09.0,,Defensive rebound by T. Duncan,54,45
230,3,11:01.0,,M. Belinelli misses 2-pt jump shot from 21 ft,54,45
231,3,11:00.0,Defensive rebound by M. Conley,,54,45
232,3,10:38.0,Z. Randolph makes 2-pt jump shot from 20 ft (assist by C. Lee),,56,45
233,3,10:18.0,,M. Ginóbili misses 2-pt jump shot from 17 ft,56,45
234,3,10:17.0,Defensive rebound by Z. Randolph,,56,45
235,3,10:02.0,Z. Randolph misses 2-pt layup from 1 ft,,56,45
236,3,10:00.0,,Defensive rebound by D. Green,56,45
237,3,9:44.0,,Turnover by T. Duncan (lost ball; steal by Q. Pondexter),56,45
238,3,9:34.0,M. Gasol misses 2-pt jump shot from 16 ft,,56,45
239,3,9:34.0,Offensive rebound by Team,,56,45
240,3,9:34.0,,Loose ball foul by M. Bonner (drawn by Z. Randolph),56,45
241,3,9:17.0,Shooting foul by M. Bonner (drawn by M. Gasol),,56,45
242,3,9:17.0,M. Gasol makes free throw 1 of 2,,57,45
243,3,9:17.0,M. Gasol makes free throw 2 of 2,,58,45
244,3,9:03.0,,M. Belinelli misses 3-pt jump shot from 24 ft,58,45
245,3,9:02.0,Defensive rebound by M. Gasol,,58,45
246,3,8:51.0,M. Conley makes 2-pt jump shot from 16 ft,,60,45
247,3,8:51.0,,San Antonio full timeout,60,45
248,3,8:36.0,,Turnover by M. Bonner (bad pass; steal by Z. Randolph),60,45
249,3,8:18.0,Turnover by M. Gasol (traveling),,60,45
250,3,8:18.0,,C. Joseph enters the game for M. Ginóbili,60,45
251,3,7:59.0,,Personal foul by C. Lee (drawn by C. Joseph),60,45
252,3,7:52.0,,T. Duncan misses 2-pt jump shot from 8 ft (block by M. Gasol),60,45
253,3,7:52.0,,Offensive rebound by Team,60,45
254,3,7:44.0,,M. Belinelli misses 3-pt jump shot from 25 ft,60,45
255,3,7:44.0,Defensive rebound by Team,,60,45
256,3,7:34.0,Offensive foul by M. Conley (drawn by C. Joseph),,60,45
257,3,7:34.0,Turnover by M. Conley (offensive foul),,60,45
258,3,7:13.0,,D. Green misses 2-pt jump shot from 5 ft,60,45
259,3,7:12.0,Defensive rebound by Z. Randolph,,60,45
260,3,7:06.0,M. Conley makes 2-pt layup at rim,,62,45
261,3,6:55.0,,Personal foul by M. Gasol (drawn by T. Duncan),62,45
262,3,6:47.0,,D. Green misses 3-pt jump shot from 24 ft,62,45
263,3,6:46.0,,Offensive rebound by M. Belinelli,62,45
264,3,6:35.0,,T. Duncan makes 2-pt layup from 2 ft (assist by M. Belinelli),62,47
265,3,6:15.0,M. Gasol makes 2-pt dunk at rim,,64,47
266,3,5:58.0,,C. Joseph makes 2-pt jump shot from 17 ft (assist by D. Green),64,49
267,3,5:35.0,Z. Randolph misses 2-pt layup from 1 ft (block by D. Green),,64,49
268,3,5:34.0,Offensive rebound by Z. Randolph,,64,49
269,3,5:29.0,C. Lee misses 2-pt jump shot from 7 ft,,64,49
270,3,5:25.0,Offensive rebound by Q. Pondexter,,64,49
271,3,5:25.0,Q. Pondexter makes 2-pt layup at rim,,66,49
272,3,5:08.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by T. Duncan),66,51
273,3,4:49.0,Shooting foul by C. Joseph (drawn by M. Conley),,66,51
274,3,4:49.0,M. Conley makes free throw 1 of 2,,67,51
275,3,4:49.0,N. Calathes enters the game for C. Lee,,67,51
276,3,4:49.0,,B. Diaw enters the game for M. Bonner,67,51
277,3,4:49.0,,T. Splitter enters the game for T. Duncan,67,51
278,3,4:49.0,M. Conley makes free throw 2 of 2,,68,51
279,3,4:28.0,,D. Green makes 3-pt jump shot from 22 ft (assist by C. Joseph),68,54
280,3,4:04.0,,M. Ginóbili enters the game for D. Green,68,54
281,3,4:00.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,68,54
282,3,3:59.0,,Defensive rebound by C. Joseph,68,54
283,3,3:49.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by C. Joseph),68,57
284,3,3:48.0,Memphis full timeout,,68,57
285,3,3:47.0,Turnover by M. Conley (bad pass; steal by C. Joseph),,68,57
286,3,3:41.0,,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by C. Joseph),68,60
287,3,3:17.0,M. Conley misses 3-pt jump shot from 24 ft,,68,60
288,3,3:16.0,,Defensive rebound by T. Splitter,68,60
289,3,2:57.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,68,60
290,3,2:56.0,Defensive rebound by M. Gasol,,68,60
291,3,2:49.0,Memphis full timeout,,68,60
292,3,2:49.0,B. Udrih enters the game for N. Calathes,,68,60
293,3,2:49.0,,D. Green enters the game for M. Belinelli,68,60
294,3,2:49.0,V. Carter enters the game for M. Conley,,68,60
295,3,2:49.0,Personal foul by B. Diaw (drawn by Q. Pondexter),,68,60
296,3,2:41.0,B. Udrih misses 2-pt jump shot from 17 ft,,68,60
297,3,2:40.0,,Defensive rebound by T. Splitter,68,60
298,3,2:28.0,,Personal foul by Q. Pondexter (drawn by M. Ginóbili),68,60
299,3,2:28.0,C. Lee enters the game for Q. Pondexter,,68,60
300,3,2:21.0,,D. Green misses 3-pt jump shot from 22 ft,68,60
301,3,2:19.0,Defensive rebound by C. Lee,,68,60
302,3,2:04.0,Turnover by M. Gasol (3 sec),,68,60
303,3,1:49.0,,B. Diaw makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),68,63
304,3,1:34.0,Turnover by B. Udrih (bad pass),,68,63
305,3,1:34.0,K. Koufos enters the game for M. Gasol,,68,63
306,3,1:34.0,J. Leuer enters the game for Z. Randolph,,68,63
307,3,1:22.0,,B. Diaw misses 2-pt jump shot from 3 ft (block by K. Koufos),68,63
308,3,1:20.0,,Offensive rebound by M. Ginóbili,68,63
309,3,1:19.0,,Personal foul by V. Carter (drawn by D. Green),68,63
310,3,1:12.0,,T. Splitter makes 2-pt layup at rim (assist by M. Ginóbili),68,65
311,3,1:00.0,V. Carter makes 3-pt jump shot from 25 ft,,71,65
312,3,0:37.0,,D. Green makes 3-pt jump shot from 27 ft (assist by T. Splitter),71,68
313,3,0:13.0,K. Koufos makes 2-pt layup at rim (assist by B. Udrih),,73,68
314,3,0:01.0,,M. Ginóbili misses 2-pt jump shot from 19 ft,73,68
315,3,0:00.0,Defensive rebound by K. Koufos,,73,68
316,4,11:35.0,C. Lee misses 2-pt jump shot from 14 ft,,73,68
317,4,11:34.0,,Defensive rebound by D. Green,73,68
318,4,11:19.0,,D. Green makes 2-pt layup from 1 ft (assist by T. Splitter),73,70
319,4,10:58.0,K. Koufos makes 2-pt hook shot from 6 ft,,75,70
320,4,10:32.0,,C. Joseph misses 2-pt layup at rim,75,70
321,4,10:31.0,,Offensive rebound by B. Diaw,75,70
322,4,10:31.0,,B. Diaw makes 2-pt tip-in from 1 ft,75,72
323,4,10:09.0,V. Carter makes 2-pt layup at rim (assist by J. Leuer),,77,72
324,4,9:55.0,,C. Joseph makes 2-pt layup from 1 ft (assist by M. Ginóbili),77,74
325,4,9:35.0,Turnover by C. Lee (bad pass; steal by T. Splitter),,77,74
326,4,9:31.0,,Turnover by M. Ginóbili (bad pass),77,74
327,4,9:31.0,,M. Belinelli enters the game for M. Ginóbili,77,74
328,4,9:10.0,V. Carter misses 3-pt jump shot from 23 ft,,77,74
329,4,9:09.0,,Defensive rebound by C. Joseph,77,74
330,4,9:09.0,,Personal foul by K. Koufos (drawn by C. Joseph),77,74
331,4,8:53.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by C. Joseph),77,77
332,4,8:48.0,Memphis full timeout,,77,77
333,4,8:37.0,B. Udrih misses 3-pt jump shot from 25 ft,,77,77
334,4,8:36.0,,Defensive rebound by B. Diaw,77,77
335,4,8:29.0,,D. Green misses 2-pt layup at rim,77,77
336,4,8:27.0,,Offensive rebound by B. Diaw,77,77
337,4,8:27.0,,B. Diaw misses 2-pt tip-in at rim,77,77
338,4,8:26.0,,Offensive rebound by B. Diaw,77,77
339,4,8:21.0,,D. Green makes 3-pt jump shot from 24 ft (assist by C. Joseph),77,80
340,4,8:02.0,B. Udrih misses 3-pt jump shot from 22 ft,,77,80
341,4,8:01.0,Offensive rebound by J. Leuer,,77,80
342,4,7:46.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by B. Udrih),,79,80
343,4,7:24.0,,C. Joseph misses 2-pt jump shot from 7 ft,79,80
344,4,7:22.0,,Offensive rebound by T. Splitter,79,80
345,4,7:20.0,,T. Splitter misses 2-pt layup at rim,79,80
346,4,7:19.0,Defensive rebound by K. Koufos,,79,80
347,4,7:19.0,Personal foul by T. Splitter (drawn by K. Koufos),,79,80
348,4,7:19.0,M. Conley enters the game for B. Udrih,,79,80
349,4,7:01.0,J. Leuer misses 3-pt jump shot from 24 ft,,79,80
350,4,7:00.0,,Defensive rebound by M. Belinelli,79,80
351,4,6:46.0,,B. Diaw misses 2-pt layup at rim,79,80
352,4,6:42.0,,Offensive rebound by B. Diaw,79,80
353,4,6:42.0,,B. Diaw misses 2-pt layup from 2 ft (block by J. Leuer),79,80
354,4,6:40.0,,Offensive rebound by C. Joseph,79,80
355,4,6:36.0,,D. Green misses 3-pt jump shot from 25 ft,79,80
356,4,6:35.0,Defensive rebound by J. Leuer,,79,80
357,4,6:18.0,K. Koufos makes 2-pt layup at rim (assist by M. Conley),,81,80
358,4,6:18.0,,San Antonio full timeout,81,80
359,4,6:18.0,,T. Duncan enters the game for T. Splitter,81,80
360,4,6:18.0,N. Calathes enters the game for J. Leuer,,81,80
361,4,6:18.0,,M. Ginóbili enters the game for C. Joseph,81,80
362,4,6:11.0,,Personal foul by N. Calathes (drawn by M. Ginóbili),81,80
363,4,6:05.0,,Shooting foul by N. Calathes (drawn by M. Ginóbili),81,80
364,4,6:05.0,,M. Ginóbili makes free throw 1 of 2,81,81
365,4,6:05.0,M. Gasol enters the game for K. Koufos,,81,81
366,4,6:05.0,Z. Randolph enters the game for N. Calathes,,81,81
367,4,6:05.0,,M. Ginóbili misses free throw 2 of 2,81,81
368,4,6:03.0,Defensive rebound by Z. Randolph,,81,81
369,4,5:45.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Conley),,83,81
370,4,5:21.0,,M. Ginóbili misses 2-pt jump shot from 16 ft,83,81
371,4,5:20.0,Defensive rebound by Z. Randolph,,83,81
372,4,4:58.0,M. Gasol misses 2-pt jump shot from 15 ft,,83,81
373,4,4:56.0,Offensive rebound by V. Carter,,83,81
374,4,4:48.0,Z. Randolph misses 2-pt jump shot from 14 ft,,83,81
375,4,4:47.0,,Defensive rebound by M. Ginóbili,83,81
376,4,4:39.0,,Personal foul by Z. Randolph (drawn by T. Duncan),83,81
377,4,4:39.0,Q. Pondexter enters the game for V. Carter,,83,81
378,4,4:28.0,,T. Duncan makes 2-pt layup from 1 ft (assist by B. Diaw),83,83
379,4,4:06.0,Offensive foul by Z. Randolph (drawn by T. Duncan),,83,83
380,4,4:06.0,Turnover by Z. Randolph (offensive foul),,83,83
381,4,4:06.0,,T. Splitter enters the game for B. Diaw,83,83
382,4,3:43.0,,D. Green makes 2-pt jump shot from 9 ft,83,85
