,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
397,4,3:43.0,D. Favors makes 2-pt jump shot from 12 ft (assist by T. Burke),,73,76
398,4,3:27.0,,I. Thomas makes 3-pt jump shot from 25 ft,73,79
399,4,3:06.0,Turnover by T. Burke (bad pass),,73,79
400,4,2:46.0,,M. Smart misses 2-pt jump shot from 7 ft,73,79
401,4,2:45.0,Defensive rebound by T. Burke,,73,79
402,4,2:39.0,R. Gobert misses 2-pt layup from 1 ft (block by J. Crowder),,73,79
403,4,2:37.0,,Defensive rebound by J. Crowder,73,79
404,4,2:32.0,,I. Thomas makes 2-pt jump shot from 14 ft (assist by T. Zeller),73,81
405,4,2:17.0,Personal foul by A. Bradley (drawn by T. Burke),,73,81
406,4,2:17.0,Official timeout,,73,81
407,4,2:17.0,T. Burke makes free throw 1 of 2,,74,81
408,4,2:17.0,T. Burke makes free throw 2 of 2,,75,81
409,4,1:57.0,,T. Zeller misses 2-pt dunk at rim (block by R. Gobert),75,81
410,4,1:55.0,Defensive rebound by D. Favors,,75,81
411,4,1:44.0,G. Hayward makes 3-pt jump shot from 22 ft (assist by R. Gobert),,78,81
412,4,1:36.0,,Personal foul by D. Favors (drawn by I. Thomas),78,81
413,4,1:36.0,,I. Thomas makes free throw 1 of 2,78,82
414,4,1:36.0,,I. Thomas makes free throw 2 of 2,78,83
415,4,1:22.0,R. Hood makes 2-pt jump shot from 7 ft,,80,83
416,4,1:02.0,,J. Crowder misses 2-pt jump shot from 18 ft,80,83
417,4,1:01.0,Defensive rebound by R. Gobert,,80,83
418,4,0:55.0,T. Burke makes 2-pt jump shot from 7 ft,,82,83
419,4,0:32.0,,I. Thomas misses 3-pt jump shot from 25 ft,82,83
420,4,0:31.0,,Offensive rebound by J. Crowder,82,83
421,4,0:29.0,,J. Crowder misses 2-pt layup at rim (block by R. Gobert),82,83
422,4,0:26.0,Defensive rebound by R. Gobert,,82,83
423,4,0:11.0,T. Burke misses 2-pt jump shot from 5 ft,,82,83
424,4,0:10.0,Offensive rebound by Team,,82,83
425,4,0:10.0,,B. Bass enters the game for I. Thomas,82,83
426,4,0:10.0,Utah full timeout,,82,83
427,4,0:02.0,G. Hayward makes 2-pt jump shot from 13 ft,,84,83
428,4,0:02.0,,Boston full timeout,84,83
429,4,0:02.0,,I. Thomas enters the game for B. Bass,84,83
430,4,0:02.0,D. Exum enters the game for T. Burke,,84,83
431,4,0:02.0,,Boston full timeout,84,83
432,4,0:00.0,,T. Zeller makes 2-pt layup from 1 ft (assist by M. Smart),84,85
