,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
386,4,6:47.0,,P. Millsap enters the game for A. Horford,97,102
387,4,6:47.0,,D. Carroll enters the game for K. Korver,97,102
388,4,6:47.0,,J. Teague enters the game for D. Schröder,97,102
389,4,6:33.0,S. Curry misses 3-pt jump shot from 24 ft,,97,102
390,4,6:32.0,,Defensive rebound by K. Bazemore,97,102
391,4,6:13.0,,K. Bazemore misses 2-pt jump shot from 17 ft,97,102
392,4,6:10.0,Defensive rebound by H. Barnes,,97,102
393,4,6:06.0,K. Thompson misses 3-pt jump shot from 25 ft,,97,102
394,4,6:04.0,Offensive rebound by D. Green,,97,102
395,4,6:03.0,D. Green makes 2-pt layup at rim,,99,102
396,4,5:50.0,,Shooting foul by D. Green (drawn by P. Millsap),99,102
397,4,5:50.0,Technical foul by D. Green,,99,102
398,4,5:50.0,Official timeout,,99,102
399,4,5:50.0,,J. Teague makes technical free throw,99,103
400,4,5:50.0,,P. Millsap makes free throw 1 of 2,99,104
401,4,5:50.0,,P. Millsap misses free throw 2 of 2,99,104
402,4,5:48.0,Defensive rebound by D. Green,,99,104
403,4,5:33.0,S. Curry misses 2-pt jump shot from 22 ft,,99,104
404,4,5:30.0,,Defensive rebound by J. Teague,99,104
405,4,5:18.0,,J. Teague misses 2-pt layup at rim (block by K. Thompson),99,104
406,4,5:17.0,Defensive rebound by K. Thompson,,99,104
407,4,5:09.0,A. Iguodala misses 3-pt jump shot from 23 ft,,99,104
408,4,5:07.0,Offensive rebound by D. Green,,99,104
409,4,4:55.0,A. Iguodala misses 2-pt jump shot from 14 ft,,99,104
410,4,4:53.0,,Defensive rebound by P. Millsap,99,104
411,4,4:49.0,,J. Teague makes 2-pt layup from 1 ft (assist by P. Millsap),99,106
412,4,4:35.0,S. Curry makes 2-pt layup from 1 ft,,101,106
413,4,4:15.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Teague),101,109
414,4,4:05.0,,Violation by P. Millsap (kicked ball),101,109
415,4,4:05.0,,K. Korver enters the game for K. Bazemore,101,109
416,4,4:00.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,103,109
417,4,3:39.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),103,112
418,4,3:27.0,H. Barnes misses 3-pt jump shot from 25 ft,,103,112
419,4,3:25.0,,Defensive rebound by P. Millsap,103,112
420,4,3:15.0,,Shooting foul by D. Green (drawn by J. Teague),103,112
421,4,3:15.0,,J. Teague makes free throw 1 of 2,103,113
422,4,3:15.0,,A. Horford enters the game for M. Scott,103,113
423,4,3:15.0,Golden State full timeout,,103,113
424,4,3:15.0,,J. Teague makes free throw 2 of 2,103,114
425,4,3:03.0,H. Barnes misses 2-pt layup at rim,,103,114
426,4,3:01.0,Offensive rebound by D. Green,,103,114
427,4,3:01.0,D. Green misses 2-pt tip-in from 1 ft,,103,114
428,4,3:00.0,Offensive rebound by D. Green,,103,114
429,4,3:00.0,D. Green misses 2-pt tip-in from 1 ft,,103,114
430,4,3:00.0,Offensive rebound by Team,,103,114
431,4,2:58.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),,106,114
432,4,2:39.0,,A. Horford misses 2-pt jump shot from 20 ft,106,114
433,4,2:38.0,Defensive rebound by Team,,106,114
434,4,2:38.0,,Loose ball foul by D. Carroll (drawn by H. Barnes),106,114
435,4,2:24.0,K. Thompson makes 2-pt jump shot from 3 ft (assist by D. Green),,108,114
436,4,2:24.0,Shooting foul by P. Millsap (drawn by K. Thompson),,108,114
437,4,2:24.0,K. Thompson misses free throw 1 of 1,,108,114
438,4,2:21.0,,Defensive rebound by K. Korver,108,114
439,4,2:04.0,,A. Horford misses 3-pt jump shot from 23 ft,108,114
440,4,2:01.0,Defensive rebound by K. Thompson,,108,114
441,4,1:46.0,H. Barnes misses 3-pt jump shot from 23 ft,,108,114
442,4,1:44.0,,Defensive rebound by A. Horford,108,114
443,4,1:30.0,,D. Carroll makes 2-pt layup at rim (assist by P. Millsap),108,116
444,4,1:30.0,Golden State full timeout,,108,116
445,4,1:20.0,Turnover by K. Thompson (bad pass; steal by J. Teague),,108,116
446,4,1:16.0,,Shooting foul by D. Green (drawn by J. Teague),108,116
447,4,1:16.0,,J. Teague makes free throw 1 of 2,108,117
448,4,1:16.0,,J. Teague makes free throw 2 of 2,108,118
449,4,1:10.0,A. Iguodala makes 2-pt jump shot from 10 ft,,110,118
450,4,1:10.0,,Atlanta full timeout,110,118
451,4,0:55.0,,Turnover by P. Millsap (lost ball; steal by S. Curry),110,118
452,4,0:50.0,S. Curry makes 2-pt layup from 1 ft,,112,118
453,4,0:46.0,,Personal foul by H. Barnes (drawn by J. Teague),112,118
454,4,0:46.0,,J. Teague makes free throw 1 of 2,112,119
455,4,0:46.0,,J. Teague makes free throw 2 of 2,112,120
456,4,0:35.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,114,120
457,4,0:30.0,,Atlanta full timeout,114,120
458,4,0:30.0,J. McAdoo enters the game for D. Green,,114,120
459,4,0:30.0,,Atlanta full timeout,114,120
460,4,0:30.0,,Personal take foul by K. Thompson (drawn by J. Teague),114,120
461,4,0:30.0,,J. Teague makes free throw 1 of 2,114,121
462,4,0:30.0,D. Green enters the game for J. McAdoo,,114,121
463,4,0:30.0,,J. Teague makes free throw 2 of 2,114,122
464,4,0:30.0,Golden State full timeout,,114,122
465,4,0:25.0,A. Iguodala misses 3-pt jump shot from 25 ft,,114,122
466,4,0:23.0,Offensive rebound by D. Green,,114,122
467,4,0:20.0,K. Thompson misses 3-pt jump shot from 24 ft,,114,122
468,4,0:19.0,Offensive rebound by A. Iguodala,,114,122
469,4,0:16.0,A. Iguodala misses 3-pt jump shot from 25 ft,,114,122
470,4,0:14.0,Offensive rebound by H. Barnes,,114,122
471,4,0:14.0,H. Barnes makes 2-pt layup from 1 ft,,116,122
472,4,0:12.0,,Personal foul by H. Barnes (drawn by P. Millsap),116,122
473,4,0:12.0,,P. Millsap makes free throw 1 of 2,116,123
474,4,0:12.0,,P. Millsap makes free throw 2 of 2,116,124
475,4,0:07.0,Turnover by S. Curry (lost ball; steal by J. Teague),,116,124
