,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
37,1,6:38.0,,M. Thomas enters the game for H. Sims,10,8
38,1,6:27.0,,M. Thomas makes 2-pt layup from 2 ft (assist by M. Carter-Williams),10,10
39,1,6:15.0,K. Love makes 2-pt layup from 1 ft (assist by M. Miller),,12,10
40,1,6:01.0,,K. McDaniels misses 2-pt jump shot from 20 ft,12,10
41,1,6:00.0,,Offensive rebound by R. Covington,12,10
42,1,5:49.0,Violation by M. Dellavedova (kicked ball),,12,10
43,1,5:49.0,,Philadelphia full timeout,12,10
44,1,5:49.0,S. Marion enters the game for J. Harris,,12,10
45,1,5:38.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,12,10
46,1,5:35.0,Defensive rebound by M. Miller,,12,10
47,1,5:16.0,T. Thompson misses 2-pt layup from 1 ft (block by N. Noel),,12,10
48,1,5:14.0,,Defensive rebound by M. Thomas,12,10
49,1,5:07.0,,Offensive foul by N. Noel (drawn by M. Dellavedova),12,10
50,1,5:07.0,,Turnover by N. Noel (offensive foul),12,10
51,1,5:07.0,,T. Wroten enters the game for K. McDaniels,12,10
52,1,4:45.0,K. Love misses 3-pt jump shot from 27 ft,,12,10
53,1,4:43.0,,Defensive rebound by Team,12,10
54,1,4:25.0,,N. Noel misses 2-pt jump shot from 14 ft,12,10
55,1,4:24.0,Defensive rebound by M. Miller,,12,10
56,1,4:15.0,T. Thompson misses 2-pt layup from 2 ft,,12,10
57,1,4:14.0,,Defensive rebound by M. Carter-Williams,12,10
58,1,4:04.0,,R. Covington misses 3-pt jump shot from 25 ft,12,10
59,1,4:03.0,Defensive rebound by K. Love,,12,10
60,1,3:48.0,Turnover by K. Love (bad pass; steal by M. Thomas),,12,10
61,1,3:46.0,,Personal foul by M. Dellavedova (drawn by T. Wroten),12,10
62,1,3:46.0,,F. Aldemir enters the game for N. Noel,12,10
63,1,3:46.0,J. Jones enters the game for M. Miller,,12,10
64,1,3:46.0,A. Price enters the game for M. Dellavedova,,12,10
65,1,3:39.0,,Turnover by T. Wroten (lost ball),12,10
66,1,3:24.0,S. Marion makes 2-pt layup from 1 ft (assist by T. Thompson),,14,10
67,1,3:22.0,,Philadelphia full timeout,14,10
68,1,3:08.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft,14,12
69,1,2:47.0,K. Love makes 2-pt jump shot from 17 ft,,16,12
70,1,2:30.0,,M. Thomas misses 2-pt jump shot from 4 ft,16,12
71,1,2:28.0,Defensive rebound by K. Love,,16,12
72,1,2:08.0,A. Price misses 2-pt jump shot from 17 ft,,16,12
73,1,2:07.0,,Defensive rebound by R. Covington,16,12
74,1,1:59.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,16,12
75,1,1:58.0,,Offensive rebound by M. Thomas,16,12
76,1,1:54.0,,T. Wroten misses 2-pt layup from 1 ft,16,12
77,1,1:53.0,,Offensive rebound by Team,16,12
78,1,1:53.0,Cleveland full timeout,,16,12
79,1,1:53.0,,H. Sims enters the game for M. Thomas,16,12
80,1,1:53.0,B. Haywood enters the game for K. Love,,16,12
81,1,1:46.0,,H. Sims misses 2-pt jump shot from 14 ft,16,12
82,1,1:44.0,,Offensive rebound by F. Aldemir,16,12
83,1,1:28.0,,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by T. Wroten),16,15
84,1,1:08.0,A. Price makes 2-pt jump shot from 9 ft,,18,15
85,1,1:02.0,,T. Wroten makes 2-pt layup at rim (assist by M. Carter-Williams),18,17
86,1,0:36.0,A. Price misses 3-pt jump shot from 26 ft,,18,17
87,1,0:34.0,,Defensive rebound by M. Carter-Williams,18,17
88,1,0:30.0,,Shooting foul by J. Jones (drawn by R. Covington),18,17
89,1,0:30.0,,R. Covington makes free throw 1 of 2,18,18
90,1,0:30.0,,J. Grant enters the game for M. Carter-Williams,18,18
91,1,0:30.0,M. Dellavedova enters the game for T. Thompson,,18,18
92,1,0:30.0,,R. Covington makes free throw 2 of 2,18,19
93,1,0:29.0,Personal foul by R. Covington (drawn by M. Dellavedova),,18,19
94,1,0:29.0,,K. McDaniels enters the game for R. Covington,18,19
95,1,0:10.0,S. Marion makes 2-pt layup from 2 ft (assist by M. Dellavedova),,20,19
96,1,0:02.0,,T. Wroten misses 3-pt jump shot from 27 ft,20,19
97,1,0:00.0,Defensive rebound by S. Marion,,20,19
98,2,11:48.0,Turnover by A. Price (bad pass; steal by J. Grant),,20,19
99,2,11:24.0,,K. McDaniels makes 2-pt jump shot from 9 ft (assist by J. Grant),20,21
100,2,11:06.0,J. Jones misses 3-pt jump shot from 29 ft,,20,21
101,2,11:04.0,,Defensive rebound by F. Aldemir,20,21
102,2,10:55.0,,K. McDaniels makes 3-pt jump shot from 26 ft (assist by F. Aldemir),20,24
103,2,10:35.0,M. Dellavedova misses 2-pt jump shot from 21 ft,,20,24
104,2,10:33.0,,Defensive rebound by F. Aldemir,20,24
105,2,10:26.0,,N. Noel misses 2-pt jump shot from 8 ft (block by S. Marion),20,24
106,2,10:24.0,Defensive rebound by S. Marion,,20,24
107,2,10:21.0,S. Marion misses 2-pt layup from 2 ft (block by N. Noel),,20,24
108,2,10:17.0,Offensive rebound by A. Price,,20,24
109,2,10:04.0,,M. Thomas enters the game for F. Aldemir,20,24
110,2,10:02.0,Turnover by Team (shot clock),,20,24
111,2,9:54.0,,Offensive foul by K. McDaniels (drawn by J. Jones),20,24
112,2,9:54.0,,Turnover by K. McDaniels (offensive foul),20,24
113,2,9:54.0,J. Harris enters the game for B. Haywood,,20,24
114,2,9:54.0,K. Love enters the game for A. Price,,20,24
115,2,9:38.0,J. Jones makes 3-pt jump shot from 26 ft (assist by J. Harris),,23,24
116,2,9:33.0,,Shooting foul by S. Marion (drawn by T. Wroten),23,24
117,2,9:33.0,,T. Wroten misses free throw 1 of 2,23,24
118,2,9:33.0,,Offensive rebound by Team,23,24
119,2,9:33.0,,T. Wroten makes free throw 2 of 2,23,25
120,2,9:18.0,J. Harris makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,26,25
121,2,8:49.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by T. Wroten),26,28
122,2,8:37.0,Personal foul by K. McDaniels (drawn by J. Jones),,26,28
123,2,8:37.0,Official timeout,,26,28
124,2,8:37.0,,R. Covington enters the game for K. McDaniels,26,28
125,2,8:28.0,J. Jones makes 3-pt jump shot from 25 ft (assist by S. Marion),,29,28
126,2,8:15.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by T. Wroten),29,31
127,2,8:05.0,K. Love makes 2-pt dunk at rim (assist by J. Jones),,31,31
128,2,7:59.0,,T. Wroten makes 2-pt layup from 2 ft,31,33
129,2,7:41.0,J. Harris misses 2-pt layup from 1 ft,,31,33
130,2,7:40.0,Offensive rebound by S. Marion,,31,33
131,2,7:40.0,S. Marion misses 2-pt tip-in at rim,,31,33
132,2,7:40.0,Offensive rebound by K. Love,,31,33
133,2,7:40.0,Shooting foul by J. Grant (drawn by K. Love),,31,33
134,2,7:40.0,K. Love makes free throw 1 of 2,,32,33
135,2,7:40.0,,M. Carter-Williams enters the game for T. Wroten,32,33
136,2,7:40.0,T. Thompson enters the game for S. Marion,,32,33
137,2,7:40.0,K. Love makes free throw 2 of 2,,33,33
138,2,7:20.0,,R. Covington misses 2-pt jump shot from 20 ft,33,33
139,2,7:19.0,Defensive rebound by K. Love,,33,33
140,2,7:00.0,Turnover by J. Harris (bad pass; steal by M. Carter-Williams),,33,33
141,2,6:53.0,M. Miller enters the game for J. Jones,,33,33
142,2,6:53.0,,Turnover by J. Grant (lost ball; steal by K. Love),33,33
143,2,6:36.0,T. Thompson makes 2-pt hook shot from 3 ft (assist by M. Miller),,35,33
144,2,6:27.0,,Philadelphia full timeout,35,33
145,2,6:14.0,,N. Noel misses 2-pt jump shot from 18 ft,35,33
146,2,6:13.0,Defensive rebound by K. Love,,35,33
147,2,5:51.0,M. Miller misses 2-pt jump shot from 16 ft (block by J. Grant),,35,33
148,2,5:49.0,,Defensive rebound by M. Carter-Williams,35,33
149,2,5:43.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,35,33
150,2,5:40.0,Defensive rebound by K. Love,,35,33
151,2,5:31.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,37,33
152,2,5:15.0,,N. Noel misses 2-pt hook shot from 4 ft,37,33
153,2,5:14.0,Defensive rebound by T. Thompson,,37,33
154,2,5:05.0,K. Love misses 3-pt jump shot from 24 ft,,37,33
155,2,5:03.0,,Defensive rebound by R. Covington,37,33
156,2,4:54.0,,M. Thomas misses 3-pt jump shot from 26 ft,37,33
157,2,4:52.0,Defensive rebound by M. Miller,,37,33
158,2,4:46.0,J. Harris misses 3-pt jump shot from 25 ft,,37,33
159,2,4:44.0,Offensive rebound by T. Thompson,,37,33
160,2,4:44.0,T. Thompson makes 2-pt tip-in at rim,,39,33
161,2,4:26.0,,R. Covington misses 3-pt jump shot from 25 ft,39,33
162,2,4:24.0,Defensive rebound by J. Harris,,39,33
163,2,4:20.0,Turnover by K. Love (traveling),,39,33
164,2,4:20.0,,H. Sims enters the game for N. Noel,39,33
165,2,4:20.0,,T. Wroten enters the game for J. Grant,39,33
166,2,4:20.0,S. Marion enters the game for K. Love,,39,33
167,2,4:05.0,,Turnover by H. Sims (bad pass),39,33
168,2,4:05.0,,F. Aldemir enters the game for M. Thomas,39,33
169,2,4:05.0,J. Jones enters the game for J. Harris,,39,33
170,2,3:57.0,Personal foul by M. Carter-Williams (drawn by M. Dellavedova),,39,33
171,2,3:49.0,Shooting foul by F. Aldemir (drawn by T. Thompson),,39,33
172,2,3:49.0,T. Thompson makes free throw 1 of 2,,40,33
173,2,3:49.0,T. Thompson misses free throw 2 of 2,,40,33
174,2,3:46.0,,Defensive rebound by F. Aldemir,40,33
175,2,3:34.0,,T. Wroten misses 2-pt layup at rim,40,33
176,2,3:32.0,Defensive rebound by J. Jones,,40,33
177,2,3:25.0,M. Miller makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,43,33
178,2,3:05.0,,Turnover by T. Wroten (bad pass; steal by T. Thompson),43,33
179,2,2:48.0,S. Marion misses 2-pt jump shot from 3 ft,,43,33
180,2,2:45.0,Offensive rebound by T. Thompson,,43,33
181,2,2:45.0,T. Thompson misses 2-pt jump shot from 3 ft,,43,33
182,2,2:39.0,Offensive rebound by T. Thompson,,43,33
183,2,2:39.0,T. Thompson makes 2-pt tip-in from 1 ft,,45,33
184,2,2:28.0,,H. Sims misses 2-pt layup from 1 ft,45,33
185,2,2:27.0,,Offensive rebound by F. Aldemir,45,33
186,2,2:17.0,,Turnover by T. Wroten (lost ball; steal by M. Miller),45,33
187,2,2:13.0,Turnover by T. Thompson (bad pass),,45,33
188,2,2:13.0,Cleveland full timeout,,45,33
189,2,1:52.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),45,35
190,2,1:36.0,T. Thompson makes 2-pt layup from 2 ft,,47,35
191,2,1:36.0,Shooting foul by H. Sims (drawn by T. Thompson),,47,35
192,2,1:36.0,,K. McDaniels enters the game for H. Sims,47,35
193,2,1:36.0,T. Thompson misses free throw 1 of 1,,47,35
194,2,1:34.0,,Defensive rebound by R. Covington,47,35
195,2,1:23.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft,47,35
196,2,1:22.0,Defensive rebound by T. Thompson,,47,35
197,2,1:14.0,M. Miller misses 3-pt jump shot from 26 ft,,47,35
198,2,1:12.0,,Defensive rebound by M. Carter-Williams,47,35
199,2,1:04.0,,T. Wroten misses 2-pt layup from 1 ft,47,35
200,2,1:03.0,Defensive rebound by T. Thompson,,47,35
201,2,0:43.0,S. Marion misses 3-pt jump shot from 24 ft,,47,35
202,2,0:42.0,,Defensive rebound by F. Aldemir,47,35
203,2,0:26.0,,T. Wroten makes 2-pt layup from 1 ft (assist by R. Covington),47,37
204,2,0:21.0,Cleveland full timeout,,47,37
205,2,0:21.0,,J. Sampson enters the game for K. McDaniels,47,37
206,2,0:21.0,,J. Grant enters the game for F. Aldemir,47,37
207,2,0:05.0,J. Jones misses 3-pt jump shot from 26 ft,,47,37
208,2,0:03.0,Offensive rebound by M. Dellavedova,,47,37
209,2,0:01.0,M. Miller makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,50,37
210,2,0:01.0,,T. Wroten misses 3-pt jump shot from 55 ft,50,37
211,2,0:00.0,,Offensive rebound by Team,50,37
212,3,11:38.0,T. Thompson misses 2-pt jump shot from 14 ft,,50,37
213,3,11:36.0,,Defensive rebound by H. Sims,50,37
214,3,11:22.0,,N. Noel misses 2-pt jump shot from 7 ft,50,37
215,3,11:21.0,Defensive rebound by K. Love,,50,37
216,3,11:12.0,M. Dellavedova misses 2-pt jump shot from 10 ft (block by M. Carter-Williams),,50,37
217,3,11:10.0,Offensive rebound by T. Thompson,,50,37
218,3,11:10.0,T. Thompson misses 2-pt jump shot from 4 ft (block by K. McDaniels),,50,37
219,3,11:09.0,,Offensive rebound by Team,50,37
220,3,10:59.0,,Turnover by N. Noel (lost ball; steal by T. Thompson),50,37
221,3,10:55.0,T. Thompson makes 2-pt dunk at rim,,52,37
222,3,10:28.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,52,37
223,3,10:27.0,Defensive rebound by M. Dellavedova,,52,37
224,3,10:23.0,K. Love misses 3-pt jump shot from 23 ft,,52,37
225,3,10:21.0,,Defensive rebound by N. Noel,52,37
226,3,10:11.0,,Turnover by H. Sims (bad pass; steal by K. Love),52,37
227,3,9:47.0,K. Love misses 2-pt jump shot from 11 ft,,52,37
228,3,9:46.0,,Defensive rebound by H. Sims,52,37
229,3,9:37.0,,K. McDaniels misses 3-pt jump shot from 23 ft,52,37
230,3,9:36.0,Defensive rebound by Team,,52,37
231,3,9:23.0,Personal foul by R. Covington (drawn by T. Thompson),,52,37
232,3,9:15.0,Turnover by M. Dellavedova (lost ball),,52,37
233,3,9:03.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,52,37
234,3,9:02.0,Defensive rebound by K. Love,,52,37
235,3,8:53.0,K. Love makes 2-pt jump shot from 7 ft (assist by M. Dellavedova),,54,37
236,3,8:53.0,Shooting foul by R. Covington (drawn by K. Love),,54,37
237,3,8:53.0,K. Love misses free throw 1 of 1,,54,37
238,3,8:52.0,,Defensive rebound by H. Sims,54,37
239,3,8:42.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),54,39
240,3,8:25.0,Turnover by K. Love (traveling),,54,39
241,3,8:15.0,,N. Noel misses 2-pt jump shot from 4 ft,54,39
242,3,8:14.0,,Offensive rebound by N. Noel,54,39
243,3,8:12.0,,Shooting foul by K. Love (drawn by N. Noel),54,39
244,3,8:12.0,,N. Noel makes free throw 1 of 2,54,40
245,3,8:12.0,,N. Noel makes free throw 2 of 2,54,41
246,3,8:06.0,T. Thompson makes 2-pt dunk at rim (assist by J. Harris),,56,41
247,3,7:51.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),56,43
248,3,7:30.0,J. Harris makes 3-pt jump shot from 25 ft (assist by K. Love),,59,43
249,3,7:28.0,,Philadelphia full timeout,59,43
250,3,7:28.0,S. Marion enters the game for M. Miller,,59,43
251,3,7:28.0,,F. Aldemir enters the game for N. Noel,59,43
252,3,7:15.0,,M. Carter-Williams makes 2-pt jump shot from 19 ft (assist by H. Sims),59,45
253,3,6:49.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,62,45
254,3,6:27.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,62,45
255,3,6:26.0,Defensive rebound by S. Marion,,62,45
256,3,6:13.0,T. Thompson misses 2-pt jump shot from 7 ft,,62,45
257,3,6:11.0,Offensive rebound by T. Thompson,,62,45
258,3,6:08.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,62,45
259,3,6:06.0,,Defensive rebound by R. Covington,62,45
260,3,5:43.0,Offensive charge foul by K. McDaniels (drawn by K. Love),,62,45
261,3,5:43.0,,Turnover by K. McDaniels (offensive foul),62,45
262,3,5:43.0,,T. Wroten enters the game for K. McDaniels,62,45
263,3,5:43.0,,J. Grant enters the game for H. Sims,62,45
264,3,5:32.0,Offensive foul by T. Thompson (drawn by J. Grant),,62,45
265,3,5:32.0,Turnover by T. Thompson (offensive foul),,62,45
266,3,5:18.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,62,45
267,3,5:16.0,,Offensive rebound by M. Carter-Williams,62,45
268,3,5:09.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Wroten),62,48
269,3,4:47.0,T. Thompson misses 2-pt layup from 2 ft (block by J. Grant),,62,48
270,3,4:45.0,,Defensive rebound by F. Aldemir,62,48
271,3,4:39.0,,T. Wroten misses 2-pt layup at rim,62,48
272,3,4:38.0,,Offensive rebound by T. Wroten,62,48
273,3,4:38.0,,Shooting foul by J. Harris (drawn by T. Wroten),62,48
274,3,4:38.0,,T. Wroten makes free throw 1 of 2,62,49
275,3,4:38.0,J. Jones enters the game for T. Thompson,,62,49
276,3,4:38.0,,K. McDaniels enters the game for M. Carter-Williams,62,49
277,3,4:38.0,,T. Wroten makes free throw 2 of 2,62,50
278,3,4:24.0,K. Love misses 3-pt jump shot from 25 ft,,62,50
279,3,4:21.0,,Defensive rebound by K. McDaniels,62,50
280,3,4:15.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. Wroten),62,53
281,3,4:13.0,Cleveland full timeout,,62,53
282,3,4:07.0,Personal foul by T. Wroten (drawn by M. Dellavedova),,62,53
283,3,4:06.0,Personal foul by K. McDaniels (drawn by K. Love),,62,53
284,3,3:55.0,J. Harris misses 3-pt jump shot from 22 ft,,62,53
285,3,3:53.0,,Defensive rebound by F. Aldemir,62,53
286,3,3:45.0,,Turnover by J. Grant (lost ball; steal by M. Dellavedova),62,53
287,3,3:33.0,S. Marion misses 2-pt jump shot from 4 ft (block by K. McDaniels),,62,53
288,3,3:31.0,Offensive rebound by K. Love,,62,53
289,3,3:30.0,K. Love misses 2-pt layup from 2 ft (block by F. Aldemir),,62,53
290,3,3:29.0,,Defensive rebound by F. Aldemir,62,53
291,3,3:23.0,,T. Wroten makes 2-pt layup at rim,62,55
292,3,3:12.0,Personal foul by F. Aldemir (drawn by K. Love),,62,55
293,3,3:12.0,K. Love makes free throw 1 of 2,,63,55
294,3,3:12.0,,M. Carter-Williams enters the game for K. McDaniels,63,55
295,3,3:12.0,M. Miller enters the game for J. Harris,,63,55
296,3,3:12.0,K. Love makes free throw 2 of 2,,64,55
297,3,2:56.0,,T. Wroten misses 3-pt jump shot from 25 ft,64,55
298,3,2:54.0,Defensive rebound by K. Love,,64,55
299,3,2:38.0,Personal foul by F. Aldemir (drawn by K. Love),,64,55
300,3,2:38.0,K. Love makes free throw 1 of 2,,65,55
301,3,2:38.0,K. Love misses free throw 2 of 2,,65,55
302,3,2:37.0,,Defensive rebound by F. Aldemir,65,55
303,3,2:19.0,,T. Wroten misses 3-pt jump shot from 25 ft,65,55
304,3,2:16.0,,Offensive rebound by M. Carter-Williams,65,55
305,3,2:16.0,,Personal foul by M. Dellavedova (drawn by M. Carter-Williams),65,55
306,3,2:16.0,T. Thompson enters the game for K. Love,,65,55
307,3,2:09.0,,J. Grant makes 2-pt layup from 1 ft (assist by M. Carter-Williams),65,57
308,3,2:09.0,,Shooting foul by T. Thompson (drawn by J. Grant),65,57
309,3,2:09.0,A. Price enters the game for M. Dellavedova,,65,57
310,3,2:09.0,,J. Grant makes free throw 1 of 1,65,58
311,3,1:48.0,J. Jones misses 3-pt jump shot from 26 ft,,65,58
312,3,1:47.0,,Defensive rebound by J. Grant,65,58
313,3,1:44.0,,Turnover by T. Wroten (lost ball),65,58
314,3,1:26.0,Shooting foul by J. Grant (drawn by S. Marion),,65,58
315,3,1:26.0,S. Marion makes free throw 1 of 2,,66,58
316,3,1:26.0,,J. Sampson enters the game for R. Covington,66,58
317,3,1:26.0,S. Marion makes free throw 2 of 2,,67,58
318,3,1:07.0,,J. Sampson makes 2-pt layup from 2 ft (assist by J. Grant),67,60
319,3,0:51.0,T. Thompson misses 2-pt jump shot from 11 ft,,67,60
320,3,0:48.0,,Defensive rebound by J. Sampson,67,60
321,3,0:28.0,,Turnover by T. Wroten (bad pass; steal by S. Marion),67,60
322,3,0:09.0,A. Price misses 2-pt jump shot from 14 ft,,67,60
323,3,0:08.0,Offensive rebound by Team,,67,60
324,3,0:08.0,,Loose ball foul by J. Sampson (drawn by T. Thompson),67,60
325,3,0:08.0,T. Thompson misses free throw 1 of 2,,67,60
326,3,0:08.0,Offensive rebound by Team,,67,60
327,3,0:08.0,,R. Covington enters the game for J. Sampson,67,60
328,3,0:08.0,T. Thompson makes free throw 2 of 2,,68,60
329,3,0:02.0,,Turnover by M. Carter-Williams (lost ball),68,60
330,3,0:01.0,A. Price misses 3-pt jump shot from 27 ft,,68,60
331,3,0:00.0,Offensive rebound by Team,,68,60
332,4,11:50.0,,K. McDaniels makes 2-pt dunk at rim (assist by T. Wroten),68,62
333,4,11:25.0,A. Price makes 2-pt jump shot from 7 ft,,70,62
334,4,11:01.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by K. McDaniels),70,64
335,4,10:50.0,J. Harris enters the game for M. Miller,,70,64
336,4,10:45.0,J. Harris makes 2-pt jump shot from 15 ft (assist by A. Price),,72,64
337,4,10:36.0,,J. Grant makes 2-pt layup from 1 ft (assist by T. Wroten),72,66
338,4,10:21.0,J. Jones makes 3-pt jump shot from 22 ft (assist by J. Harris),,75,66
339,4,10:00.0,,T. Wroten misses 3-pt jump shot from 24 ft,75,66
340,4,9:58.0,Defensive rebound by A. Price,,75,66
341,4,9:50.0,A. Price misses 2-pt jump shot from 12 ft,,75,66
342,4,9:49.0,Offensive rebound by Team,,75,66
343,4,9:49.0,,N. Noel enters the game for F. Aldemir,75,66
344,4,9:47.0,J. Harris makes 2-pt layup from 1 ft (assist by A. Price),,77,66
345,4,9:32.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by K. McDaniels),77,68
346,4,9:32.0,,Shooting foul by J. Jones (drawn by M. Carter-Williams),77,68
347,4,9:32.0,,M. Carter-Williams makes free throw 1 of 1,77,69
348,4,9:12.0,T. Thompson makes 2-pt dunk at rim (assist by A. Price),,79,69
349,4,8:57.0,,J. Grant makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),79,71
350,4,8:33.0,Shooting foul by J. Grant (drawn by K. Love),,79,71
351,4,8:33.0,Official timeout,,79,71
352,4,8:33.0,M. Dellavedova enters the game for A. Price,,79,71
353,4,8:33.0,,R. Covington enters the game for T. Wroten,79,71
354,4,8:33.0,K. Love makes free throw 1 of 2,,80,71
355,4,8:33.0,K. Love makes free throw 2 of 2,,81,71
356,4,8:22.0,,R. Covington makes 3-pt jump shot from 26 ft,81,74
357,4,8:00.0,J. Harris makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,84,74
358,4,7:42.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,84,74
359,4,7:42.0,Defensive rebound by K. Love,,84,74
360,4,7:42.0,,Loose ball foul by N. Noel (drawn by K. Love),84,74
361,4,7:42.0,,H. Sims enters the game for J. Grant,84,74
362,4,7:29.0,J. Harris misses 2-pt layup from 2 ft,,84,74
363,4,7:28.0,,Defensive rebound by N. Noel,84,74
364,4,7:22.0,,K. McDaniels misses 2-pt layup from 2 ft,84,74
365,4,7:21.0,Defensive rebound by J. Jones,,84,74
366,4,7:20.0,Turnover by J. Jones (bad pass; steal by R. Covington),,84,74
367,4,7:19.0,,Personal foul by J. Harris (drawn by R. Covington),84,74
368,4,7:08.0,,M. Carter-Williams makes 2-pt jump shot from 16 ft,84,76
369,4,6:42.0,J. Harris misses 3-pt jump shot from 23 ft,,84,76
370,4,6:40.0,,Defensive rebound by H. Sims,84,76
371,4,6:17.0,,N. Noel misses 2-pt hook shot from 10 ft,84,76
372,4,6:16.0,Defensive rebound by K. Love,,84,76
373,4,6:07.0,Shooting foul by H. Sims (drawn by K. Love),,84,76
374,4,6:07.0,K. Love makes free throw 1 of 2,,85,76
375,4,6:07.0,K. Love makes free throw 2 of 2,,86,76
376,4,5:52.0,,H. Sims makes 2-pt layup from 2 ft (assist by M. Carter-Williams),86,78
377,4,5:35.0,T. Thompson misses 2-pt jump shot from 11 ft,,86,78
378,4,5:33.0,,Defensive rebound by N. Noel,86,78
379,4,5:26.0,,R. Covington misses 3-pt jump shot from 25 ft,86,78
380,4,5:24.0,Defensive rebound by K. Love,,86,78
381,4,5:06.0,J. Jones misses 2-pt jump shot from 17 ft,,86,78
382,4,5:04.0,,Defensive rebound by N. Noel,86,78
383,4,4:48.0,,M. Carter-Williams makes 2-pt jump shot from 20 ft (assist by H. Sims),86,80
384,4,4:45.0,Cleveland full timeout,,86,80
