,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DETROIT_ACTION,OKLAHOMA CITY_SCORE,DETROIT_SCORE
386,4,7:42.0,Defensive rebound by Team,,84,75
387,4,7:36.0,R. Westbrook misses 2-pt layup from 2 ft,,84,75
388,4,7:35.0,,Defensive rebound by C. Butler,84,75
389,4,7:26.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by C. Butler),84,78
390,4,7:08.0,Turnover by K. Perkins (traveling),,84,78
391,4,6:56.0,,Personal foul by N. Collison (drawn by A. Drummond),84,78
392,4,6:56.0,S. Ibaka enters the game for N. Collison,,84,78
393,4,6:45.0,,J. Smith misses 2-pt jump shot from 22 ft,84,78
394,4,6:43.0,Defensive rebound by R. Westbrook,,84,78
395,4,6:38.0,R. Westbrook makes 2-pt dunk at rim,,86,78
396,4,6:16.0,,J. Smith makes 2-pt hook shot from 4 ft (assist by K. Caldwell-Pope),86,80
397,4,5:50.0,J. Lamb makes 2-pt layup at rim,,88,80
398,4,5:35.0,,C. Butler makes 3-pt jump shot from 23 ft (assist by J. Smith),88,83
399,4,5:26.0,Oklahoma City full timeout,,88,83
400,4,5:26.0,,K. Singler enters the game for C. Butler,88,83
401,4,5:26.0,K. Durant enters the game for K. Perkins,,88,83
402,4,5:13.0,K. Durant makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,90,83
403,4,4:59.0,,B. Jennings enters the game for D. Augustin,90,83
404,4,4:50.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by B. Jennings),90,86
405,4,4:36.0,K. Durant makes 2-pt layup at rim (assist by R. Westbrook),,92,86
406,4,4:36.0,Shooting foul by A. Drummond (drawn by K. Durant),,92,86
407,4,4:36.0,K. Durant makes free throw 1 of 1,,93,86
408,4,4:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,93,86
409,4,4:17.0,Defensive rebound by R. Jackson,,93,86
410,4,3:58.0,J. Lamb misses 3-pt jump shot from 23 ft,,93,86
411,4,3:57.0,,Defensive rebound by J. Smith,93,86
412,4,3:53.0,,Shooting foul by J. Lamb (drawn by A. Drummond),93,86
413,4,3:53.0,,A. Drummond makes free throw 1 of 2,93,87
414,4,3:53.0,,A. Drummond misses free throw 2 of 2,93,87
415,4,3:52.0,Defensive rebound by R. Westbrook,,93,87
416,4,3:35.0,S. Ibaka misses 2-pt hook shot from 4 ft,,93,87
417,4,3:31.0,,Defensive rebound by A. Drummond,93,87
418,4,3:25.0,,J. Smith misses 2-pt hook shot from 5 ft,93,87
419,4,3:20.0,,Offensive rebound by A. Drummond,93,87
420,4,3:19.0,,A. Drummond makes 2-pt tip-in at rim,93,89
421,4,2:59.0,K. Durant misses 2-pt jump shot from 10 ft,,93,89
422,4,2:57.0,,Defensive rebound by A. Drummond,93,89
423,4,2:51.0,,J. Smith misses 2-pt jump shot from 4 ft,93,89
424,4,2:50.0,Defensive rebound by S. Ibaka,,93,89
425,4,2:34.0,R. Westbrook misses 2-pt jump shot from 18 ft,,93,89
426,4,2:33.0,,Defensive rebound by B. Jennings,93,89
427,4,2:28.0,,Personal foul by J. Lamb (drawn by B. Jennings),93,89
428,4,2:28.0,Official timeout,,93,89
429,4,2:28.0,S. Adams enters the game for J. Lamb,,93,89
430,4,2:18.0,,K. Singler makes 3-pt jump shot from 22 ft (assist by J. Smith),93,92
431,4,2:01.0,K. Durant makes 3-pt jump shot from 26 ft (assist by R. Jackson),,96,92
432,4,1:43.0,,A. Drummond misses 2-pt hook shot from 6 ft,96,92
433,4,1:42.0,Defensive rebound by R. Westbrook,,96,92
434,4,1:20.0,Turnover by S. Ibaka (bad pass),,96,92
435,4,1:04.0,,Turnover by J. Smith (lost ball),96,92
436,4,0:46.0,Turnover by K. Durant (bad pass; steal by A. Drummond),,96,92
437,4,0:32.0,,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),96,94
438,4,0:11.0,R. Westbrook misses 2-pt jump shot from 16 ft,,96,94
439,4,0:10.0,,Defensive rebound by B. Jennings,96,94
440,4,0:02.0,,J. Smith misses 3-pt jump shot from 26 ft,96,94
441,4,0:01.0,Defensive rebound by Team,,96,94
442,4,0:01.0,Oklahoma City full timeout,,96,94
443,4,0:01.0,A. Roberson enters the game for S. Ibaka,,96,94
444,4,0:01.0,A. Morrow enters the game for S. Adams,,96,94
445,4,0:01.0,,C. Martin enters the game for A. Drummond,96,94
446,4,0:01.0,Personal foul by K. Singler (drawn by K. Durant),,96,94
