,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
393,4,6:16.0,Shooting foul by D. West (drawn by S. Adams),,88,93
394,4,6:16.0,S. Adams misses free throw 1 of 2,,88,93
395,4,6:16.0,Offensive rebound by Team,,88,93
396,4,6:16.0,,L. Scola enters the game for D. West,88,93
397,4,6:16.0,S. Adams misses free throw 2 of 2,,88,93
398,4,6:12.0,Offensive rebound by S. Adams,,88,93
399,4,6:10.0,S. Adams misses 2-pt layup at rim,,88,93
400,4,6:09.0,,Defensive rebound by C. Miles,88,93
401,4,5:57.0,,Personal foul by R. Westbrook (drawn by L. Scola),88,93
402,4,5:57.0,Technical foul by R. Westbrook,,88,93
403,4,5:57.0,,C. Miles makes technical free throw,88,94
404,4,5:49.0,,G. Hill makes 2-pt jump shot from 11 ft,88,96
405,4,5:49.0,,Shooting foul by A. Morrow (drawn by G. Hill),88,96
406,4,5:49.0,E. Freedom enters the game for S. Adams,,88,96
407,4,5:49.0,,G. Hill makes free throw 1 of 1,88,97
408,4,5:38.0,R. Westbrook misses 3-pt jump shot from 26 ft,,88,97
409,4,5:36.0,,Defensive rebound by C. Miles,88,97
410,4,5:20.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Stuckey),88,100
411,4,5:19.0,Oklahoma City full timeout,,88,100
412,4,5:19.0,D. Augustin enters the game for N. Collison,,88,100
413,4,5:12.0,D. Augustin misses 3-pt jump shot from 24 ft,,88,100
414,4,5:10.0,Offensive rebound by E. Freedom,,88,100
415,4,5:09.0,Shooting foul by I. Mahinmi (drawn by E. Freedom),,88,100
416,4,5:09.0,E. Freedom makes 2-pt layup from 1 ft,,90,100
417,4,5:09.0,E. Freedom misses free throw 1 of 1,,90,100
418,4,5:09.0,,Defensive rebound by L. Scola,90,100
419,4,4:49.0,,Shooting foul by R. Westbrook (drawn by I. Mahinmi),90,100
420,4,4:49.0,,I. Mahinmi misses free throw 1 of 2,90,100
421,4,4:49.0,,Offensive rebound by Team,90,100
422,4,4:49.0,Violation by D. Waiters (lane),,90,100
423,4,4:49.0,,I. Mahinmi misses free throw 2 of 2,90,100
424,4,4:49.0,Defensive rebound by A. Morrow,,90,100
425,4,4:40.0,Shooting foul by I. Mahinmi (drawn by R. Westbrook),,90,100
426,4,4:40.0,R. Westbrook makes free throw 1 of 2,,91,100
427,4,4:40.0,,R. Hibbert enters the game for I. Mahinmi,91,100
428,4,4:40.0,R. Westbrook misses free throw 2 of 2,,91,100
429,4,4:40.0,,Defensive rebound by G. Hill,91,100
430,4,4:24.0,,L. Scola makes 2-pt layup at rim (assist by R. Hibbert),91,102
431,4,4:14.0,R. Westbrook makes 2-pt jump shot from 11 ft,,93,102
432,4,4:14.0,Shooting foul by G. Hill (drawn by R. Westbrook),,93,102
433,4,4:14.0,R. Westbrook makes free throw 1 of 1,,94,102
434,4,3:55.0,,L. Scola misses 2-pt layup from 2 ft (block by D. Waiters),94,102
435,4,3:54.0,Defensive rebound by A. Morrow,,94,102
436,4,3:46.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Waiters),,97,102
437,4,3:20.0,,R. Stuckey misses 3-pt jump shot from 26 ft,97,102
438,4,3:19.0,Defensive rebound by R. Westbrook,,97,102
439,4,3:13.0,R. Westbrook makes 2-pt layup from 2 ft,,99,102
440,4,3:12.0,,Indiana full timeout,99,102
441,4,3:12.0,,D. West enters the game for L. Scola,99,102
442,4,2:59.0,,Personal foul by D. Augustin (drawn by D. West),99,102
443,4,2:48.0,,R. Stuckey misses 2-pt jump shot from 11 ft,99,102
444,4,2:46.0,Defensive rebound by R. Westbrook,,99,102
445,4,2:36.0,R. Westbrook misses 3-pt jump shot from 26 ft,,99,102
446,4,2:35.0,,Defensive rebound by R. Hibbert,99,102
447,4,2:15.0,,Shooting foul by D. Waiters (drawn by D. West),99,102
448,4,2:15.0,,D. West misses free throw 1 of 2,99,102
449,4,2:15.0,,Offensive rebound by Team,99,102
450,4,2:15.0,N. Collison enters the game for D. Augustin,,99,102
451,4,2:15.0,,D. West misses free throw 2 of 2,99,102
452,4,2:15.0,Defensive rebound by R. Westbrook,,99,102
453,4,2:05.0,R. Westbrook misses 2-pt jump shot from 4 ft,,99,102
454,4,2:04.0,,Defensive rebound by Team,99,102
455,4,1:48.0,,R. Hibbert makes 2-pt dunk at rim (assist by G. Hill),99,104
456,4,1:37.0,Shooting foul by R. Stuckey (drawn by N. Collison),,99,104
457,4,1:37.0,N. Collison misses free throw 1 of 2,,99,104
458,4,1:37.0,Offensive rebound by Team,,99,104
459,4,1:37.0,N. Collison makes free throw 2 of 2,,100,104
460,4,1:26.0,,Personal foul by E. Freedom (drawn by G. Hill),100,104
461,4,1:26.0,,G. Hill makes free throw 1 of 2,100,105
462,4,1:26.0,,G. Hill makes free throw 2 of 2,100,106
463,4,1:19.0,R. Westbrook makes 3-pt jump shot from 28 ft,,103,106
464,4,1:04.0,,G. Hill makes 2-pt jump shot from 8 ft,103,108
465,4,1:04.0,Oklahoma City full timeout,,103,108
466,4,1:01.0,Personal foul by G. Hill (drawn by R. Westbrook),,103,108
467,4,1:01.0,R. Westbrook misses free throw 1 of 2,,103,108
468,4,1:01.0,Offensive rebound by Team,,103,108
469,4,1:01.0,R. Westbrook makes free throw 2 of 2,,104,108
470,4,0:49.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by D. West),104,111
471,4,0:43.0,R. Westbrook misses 3-pt jump shot from 26 ft,,104,111
472,4,0:42.0,,Defensive rebound by C. Miles,104,111
473,4,0:41.0,,Personal take foul by R. Westbrook (drawn by C. Miles),104,111
474,4,0:41.0,,C. Miles makes free throw 1 of 2,104,112
475,4,0:41.0,,C. Miles misses free throw 2 of 2,104,112
476,4,0:39.0,,Offensive rebound by R. Hibbert,104,112
477,4,0:34.0,,Personal take foul by D. Waiters (drawn by G. Hill),104,112
478,4,0:34.0,,G. Hill makes free throw 1 of 2,104,113
479,4,0:34.0,,G. Hill makes free throw 2 of 2,104,114
480,4,0:31.0,Turnover by R. Westbrook (dbl dribble),,104,114
481,4,0:31.0,A. Roberson enters the game for R. Westbrook,,104,114
482,4,0:26.0,,Personal take foul by N. Collison (drawn by G. Hill),104,114
483,4,0:26.0,,G. Hill misses free throw 1 of 2,104,114
484,4,0:26.0,,Offensive rebound by Team,104,114
485,4,0:26.0,,G. Hill misses free throw 2 of 2,104,114
486,4,0:26.0,Defensive rebound by N. Collison,,104,114
487,4,0:19.0,D. Waiters misses 3-pt jump shot from 27 ft,,104,114
488,4,0:18.0,Offensive rebound by E. Freedom,,104,114
489,4,0:16.0,E. Freedom misses 2-pt jump shot from 8 ft,,104,114
490,4,0:15.0,,Defensive rebound by R. Hibbert,104,114
491,4,0:15.0,,Personal take foul by E. Freedom (drawn by R. Hibbert),104,114
492,4,0:15.0,,R. Hibbert makes free throw 1 of 2,104,115
493,4,0:15.0,,R. Hibbert makes free throw 2 of 2,104,116
494,4,0:09.0,D. Waiters misses 2-pt layup from 2 ft,,104,116
495,4,0:08.0,,Defensive rebound by R. Hibbert,104,116
