,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
110,2,10:56.0,Defensive rebound by P. Tucker,,32,27
111,2,10:47.0,G. Green makes 3-pt jump shot from 23 ft (assist by P. Tucker),,35,27
112,2,10:28.0,,D. Rudež misses 3-pt jump shot from 26 ft,35,27
113,2,10:26.0,,Offensive rebound by I. Mahinmi,35,27
114,2,10:10.0,,D. Rudež makes 2-pt jump shot from 17 ft (assist by I. Mahinmi),35,29
115,2,9:54.0,P. Tucker misses 3-pt jump shot from 26 ft,,35,29
116,2,9:53.0,,Defensive rebound by I. Mahinmi,35,29
117,2,9:47.0,,Turnover by R. Stuckey (offensive foul),35,29
118,2,9:47.0,Offensive charge foul by R. Stuckey (drawn by G. Green),,35,29
119,2,9:47.0,,S. Hill enters the game for R. Stuckey,35,29
120,2,9:29.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by G. Green),,38,29
121,2,9:23.0,,Indiana full timeout,38,29
122,2,9:23.0,,R. Hibbert enters the game for I. Mahinmi,38,29
123,2,9:09.0,,L. Allen misses 2-pt jump shot from 22 ft,38,29
124,2,9:08.0,Defensive rebound by I. Thomas,,38,29
125,2,8:52.0,A. Tolliver misses 3-pt jump shot from 23 ft,,38,29
126,2,8:51.0,Offensive rebound by M. Plumlee,,38,29
127,2,8:47.0,M. Plumlee makes 2-pt hook shot from 9 ft,,40,29
128,2,8:25.0,,D. Rudež misses 2-pt jump shot from 11 ft,40,29
129,2,8:24.0,Defensive rebound by P. Tucker,,40,29
130,2,8:19.0,P. Tucker misses 2-pt layup from 1 ft (block by D. Rudež),,40,29
131,2,8:17.0,,Defensive rebound by R. Hibbert,40,29
132,2,8:12.0,,L. Allen makes 2-pt dunk at rim (assist by D. Rudež),40,31
133,2,7:49.0,Personal foul by S. Hill (drawn by G. Green),,40,31
134,2,7:49.0,,I. Mahinmi enters the game for R. Hibbert,40,31
135,2,7:39.0,G. Green makes 3-pt jump shot from 26 ft,,43,31
136,2,7:23.0,,S. Hill misses 2-pt jump shot from 8 ft,43,31
137,2,7:21.0,Defensive rebound by Team,,43,31
138,2,7:07.0,G. Green misses 3-pt jump shot from 26 ft,,43,31
139,2,7:06.0,,Defensive rebound by I. Mahinmi,43,31
140,2,7:06.0,,Personal foul by G. Green (drawn by S. Hill),43,31
141,2,7:06.0,E. Bledsoe enters the game for G. Green,,43,31
142,2,6:47.0,,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by L. Allen),43,33
143,2,6:28.0,,Violation by S. Hill (kicked ball),43,33
144,2,6:28.0,M. Morris enters the game for P. Tucker,,43,33
145,2,6:20.0,I. Thomas makes 2-pt jump shot from 18 ft,,45,33
146,2,5:57.0,,S. Hill misses 2-pt jump shot from 3 ft,45,33
147,2,5:56.0,,Offensive rebound by S. Hill,45,33
148,2,5:54.0,,S. Hill makes 2-pt layup at rim,45,35
149,2,5:50.0,Turnover by M. Plumlee (bad pass; steal by S. Hill),,45,35
150,2,5:34.0,,A. Price misses 3-pt jump shot from 26 ft,45,35
151,2,5:33.0,,Offensive rebound by S. Hill,45,35
152,2,5:30.0,,S. Hill makes 2-pt layup from 1 ft,45,37
153,2,5:22.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,48,37
154,2,5:05.0,,A. Price misses 2-pt jump shot from 4 ft,48,37
155,2,5:04.0,Defensive rebound by M. Plumlee,,48,37
156,2,5:03.0,Turnover by M. Plumlee (lost ball; steal by I. Mahinmi),,48,37
157,2,5:01.0,,I. Mahinmi makes 2-pt layup at rim,48,39
158,2,4:45.0,M. Morris misses 2-pt jump shot from 18 ft,,48,39
159,2,4:44.0,,Defensive rebound by L. Allen,48,39
160,2,4:32.0,,L. Allen makes 2-pt jump shot from 6 ft (assist by A. Price),48,41
161,2,4:22.0,Phoenix full timeout,,48,41
162,2,4:22.0,,L. Scola enters the game for L. Allen,48,41
163,2,4:22.0,,D. Sloan enters the game for A. Price,48,41
164,2,4:22.0,M. Morris enters the game for A. Tolliver,,48,41
165,2,4:13.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,48,41
166,2,4:12.0,,Defensive rebound by L. Scola,48,41
167,2,4:01.0,,Personal foul by M. Morris (drawn by D. Rudež),48,41
168,2,3:57.0,,D. Rudež misses 2-pt layup from 2 ft (block by M. Morris),48,41
169,2,3:56.0,Defensive rebound by E. Bledsoe,,48,41
170,2,3:50.0,M. Morris misses 2-pt jump shot from 21 ft,,48,41
171,2,3:49.0,Offensive rebound by M. Plumlee,,48,41
172,2,3:42.0,E. Bledsoe misses 2-pt layup at rim,,48,41
173,2,3:41.0,,Defensive rebound by L. Scola,48,41
174,2,3:33.0,,S. Hill makes 2-pt jump shot from 6 ft,48,43
175,2,3:09.0,I. Thomas misses 2-pt jump shot from 18 ft,,48,43
176,2,3:08.0,,Defensive rebound by L. Scola,48,43
177,2,2:52.0,,D. Sloan misses 2-pt jump shot from 20 ft,48,43
178,2,2:51.0,Defensive rebound by E. Bledsoe,,48,43
179,2,2:51.0,Personal block foul by L. Scola (drawn by E. Bledsoe),,48,43
180,2,2:51.0,Official timeout,,48,43
181,2,2:51.0,G. Dragić enters the game for M. Morris,,48,43
182,2,2:51.0,P. Tucker enters the game for M. Plumlee,,48,43
183,2,2:51.0,A. Len enters the game for I. Thomas,,48,43
184,2,2:51.0,,C. Copeland enters the game for D. Rudež,48,43
185,2,2:29.0,G. Dragić misses 3-pt jump shot from 26 ft,,48,43
186,2,2:27.0,Offensive rebound by E. Bledsoe,,48,43
187,2,2:13.0,A. Len makes 2-pt jump shot from 12 ft,,50,43
188,2,1:56.0,,D. Sloan makes 3-pt jump shot from 27 ft (assist by S. Hill),50,46
189,2,1:41.0,,Violation by I. Mahinmi (kicked ball),50,46
190,2,1:36.0,Personal foul by I. Mahinmi (drawn by A. Len),,50,46
191,2,1:36.0,,L. Allen enters the game for I. Mahinmi,50,46
192,2,1:30.0,E. Bledsoe makes 2-pt layup at rim,,52,46
193,2,1:14.0,,D. Sloan misses 2-pt jump shot from 19 ft,52,46
194,2,1:14.0,,Offensive rebound by L. Scola,52,46
195,2,1:10.0,,Turnover by L. Allen (lost ball; steal by A. Len),52,46
196,2,1:08.0,E. Bledsoe makes 2-pt jump shot from 5 ft,,54,46
197,2,1:08.0,Shooting foul by D. Sloan (drawn by E. Bledsoe),,54,46
198,2,1:08.0,E. Bledsoe makes free throw 1 of 1,,55,46
199,2,0:49.0,,S. Hill makes 2-pt jump shot from 13 ft,55,48
200,2,0:32.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,55,48
201,2,0:31.0,,Defensive rebound by L. Scola,55,48
202,2,0:23.0,,Indiana full timeout,55,48
203,2,0:23.0,,R. Stuckey enters the game for L. Scola,55,48
204,2,0:07.0,,R. Stuckey misses 2-pt jump shot from 16 ft,55,48
205,2,0:06.0,Defensive rebound by E. Bledsoe,,55,48
206,2,0:00.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,55,48
207,2,0:00.0,Offensive rebound by G. Dragić,,55,48
208,3,11:36.0,Turnover by Team (shot clock),,55,48
209,3,11:24.0,,Turnover by I. Mahinmi (offensive foul),55,48
210,3,11:24.0,,Offensive foul by I. Mahinmi (drawn by M. Morris),55,48
211,3,11:09.0,Turnover by M. Morris (bad pass),,55,48
212,3,10:52.0,,D. Sloan misses 2-pt layup from 2 ft (block by M. Plumlee),55,48
213,3,10:51.0,Defensive rebound by E. Bledsoe,,55,48
214,3,10:47.0,Turnover by E. Bledsoe (bad pass; steal by I. Mahinmi),,55,48
215,3,10:40.0,,Turnover by I. Mahinmi (bad pass; steal by M. Morris),55,48
216,3,10:35.0,G. Dragić makes 2-pt jump shot from 6 ft,,57,48
217,3,10:17.0,,S. Hill makes 2-pt layup at rim,57,50
218,3,10:08.0,M. Morris misses 2-pt jump shot from 10 ft,,57,50
219,3,10:07.0,Offensive rebound by M. Plumlee,,57,50
220,3,9:55.0,G. Dragić makes 2-pt layup from 1 ft,,59,50
221,3,9:35.0,,Shooting foul by E. Bledsoe (drawn by I. Mahinmi),59,50
222,3,9:35.0,,I. Mahinmi makes free throw 1 of 2,59,51
223,3,9:35.0,,I. Mahinmi misses free throw 2 of 2,59,51
224,3,9:33.0,Defensive rebound by Team,,59,51
225,3,9:20.0,Personal block foul by C. Copeland (drawn by M. Morris),,59,51
226,3,9:14.0,G. Dragić misses 2-pt jump shot from 19 ft,,59,51
227,3,9:13.0,,Defensive rebound by D. Sloan,59,51
228,3,8:54.0,,Turnover by S. Hill (lost ball; steal by G. Dragić),59,51
229,3,8:51.0,G. Dragić makes 2-pt layup from 1 ft,,61,51
230,3,8:28.0,,S. Hill misses 3-pt jump shot from 23 ft,61,51
231,3,8:26.0,Defensive rebound by M. Morris,,61,51
232,3,8:22.0,Turnover by E. Bledsoe (lost ball; steal by D. Sloan),,61,51
233,3,8:07.0,,I. Mahinmi makes 2-pt hook shot from 5 ft,61,53
234,3,7:45.0,M. Morris misses 2-pt jump shot from 18 ft,,61,53
235,3,7:44.0,,Defensive rebound by I. Mahinmi,61,53
236,3,7:31.0,,L. Scola misses 2-pt jump shot from 17 ft,61,53
237,3,7:29.0,Defensive rebound by E. Bledsoe,,61,53
238,3,7:26.0,Shooting foul by L. Scola (drawn by M. Morris),,61,53
239,3,7:26.0,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),,63,53
240,3,7:26.0,,R. Stuckey enters the game for C. Copeland,63,53
241,3,7:26.0,M. Morris makes free throw 1 of 1,,64,53
242,3,7:14.0,,D. Sloan misses 2-pt jump shot from 20 ft,64,53
243,3,7:12.0,,Offensive rebound by I. Mahinmi,64,53
244,3,7:12.0,,I. Mahinmi misses 2-pt tip-in from 1 ft,64,53
245,3,7:11.0,Defensive rebound by M. Plumlee,,64,53
246,3,7:06.0,,Violation by S. Hill (def goaltending),64,53
247,3,7:06.0,G. Dragić makes 2-pt layup from 1 ft,,66,53
248,3,7:06.0,,Indiana full timeout,66,53
249,3,6:48.0,,R. Stuckey misses 2-pt jump shot from 11 ft,66,53
250,3,6:47.0,Defensive rebound by M. Morris,,66,53
251,3,6:42.0,G. Dragić misses 2-pt layup at rim (block by I. Mahinmi),,66,53
252,3,6:40.0,,Defensive rebound by D. Sloan,66,53
253,3,6:33.0,,Turnover by L. Scola (bad pass),66,53
254,3,6:20.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,66,53
255,3,6:20.0,Offensive rebound by M. Morris,,66,53
256,3,6:20.0,Shooting foul by L. Scola (drawn by M. Morris),,66,53
257,3,6:20.0,M. Morris makes free throw 1 of 2,,67,53
258,3,6:20.0,,L. Allen enters the game for L. Scola,67,53
259,3,6:20.0,G. Green enters the game for M. Morris,,67,53
260,3,6:20.0,M. Morris makes free throw 2 of 2,,68,53
261,3,6:01.0,,I. Mahinmi makes 2-pt dunk at rim (assist by S. Hill),68,55
262,3,5:43.0,M. Morris misses 2-pt jump shot from 14 ft,,68,55
263,3,5:42.0,,Defensive rebound by I. Mahinmi,68,55
264,3,5:37.0,,D. Sloan misses 2-pt layup from 1 ft,68,55
265,3,5:34.0,,Offensive rebound by L. Allen,68,55
266,3,5:34.0,,L. Allen makes 2-pt layup from 1 ft,68,57
267,3,5:21.0,M. Morris makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),,70,57
268,3,5:21.0,Shooting foul by I. Mahinmi (drawn by M. Morris),,70,57
269,3,5:21.0,,C. Copeland enters the game for I. Mahinmi,70,57
270,3,5:21.0,M. Morris makes free throw 1 of 1,,71,57
271,3,5:07.0,,R. Stuckey misses 2-pt layup from 2 ft,71,57
272,3,5:05.0,Defensive rebound by M. Plumlee,,71,57
273,3,5:02.0,M. Morris makes 2-pt layup at rim (assist by E. Bledsoe),,73,57
274,3,4:43.0,,D. Sloan misses 2-pt jump shot from 9 ft,73,57
275,3,4:42.0,Defensive rebound by M. Plumlee,,73,57
276,3,4:35.0,G. Green misses 3-pt jump shot from 26 ft,,73,57
277,3,4:34.0,,Defensive rebound by S. Hill,73,57
278,3,4:24.0,,S. Hill makes 3-pt jump shot from 28 ft (assist by R. Stuckey),73,60
279,3,4:04.0,G. Dragić misses 2-pt jump shot from 19 ft,,73,60
280,3,4:03.0,,Defensive rebound by L. Allen,73,60
281,3,3:53.0,,Personal foul by G. Dragić (drawn by C. Copeland),73,60
282,3,3:53.0,P. Tucker enters the game for G. Dragić,,73,60
283,3,3:43.0,,L. Allen misses 2-pt jump shot from 21 ft,73,60
284,3,3:42.0,Defensive rebound by P. Tucker,,73,60
285,3,3:23.0,Turnover by E. Bledsoe (bad pass; steal by S. Hill),,73,60
286,3,3:19.0,,D. Sloan makes 2-pt layup at rim (assist by S. Hill),73,62
287,3,3:18.0,Phoenix full timeout,,73,62
288,3,3:18.0,A. Len enters the game for M. Plumlee,,73,62
289,3,3:06.0,G. Green makes 3-pt jump shot from 23 ft (assist by M. Morris),,76,62
290,3,2:43.0,,C. Copeland misses 3-pt jump shot from 27 ft,76,62
291,3,2:42.0,Defensive rebound by G. Green,,76,62
292,3,2:26.0,Shooting foul by C. Copeland (drawn by E. Bledsoe),,76,62
293,3,2:26.0,E. Bledsoe makes free throw 1 of 2,,77,62
294,3,2:26.0,A. Tolliver enters the game for M. Morris,,77,62
295,3,2:26.0,E. Bledsoe makes free throw 2 of 2,,78,62
296,3,2:12.0,,Turnover by S. Hill (bad pass; steal by P. Tucker),78,62
297,3,2:07.0,E. Bledsoe misses 2-pt layup at rim,,78,62
298,3,2:06.0,,Defensive rebound by L. Allen,78,62
299,3,2:01.0,,S. Hill misses 3-pt jump shot from 25 ft,78,62
300,3,2:01.0,Defensive rebound by P. Tucker,,78,62
301,3,1:39.0,Turnover by E. Bledsoe (lost ball; steal by C. Copeland),,78,62
302,3,1:38.0,,Personal take foul by P. Tucker (drawn by R. Stuckey),78,62
303,3,1:38.0,I. Thomas enters the game for E. Bledsoe,,78,62
304,3,1:25.0,,D. Sloan misses 3-pt jump shot from 25 ft,78,62
305,3,1:24.0,Defensive rebound by Team,,78,62
306,3,1:24.0,,A. Price enters the game for D. Sloan,78,62
307,3,1:09.0,G. Green misses 2-pt jump shot from 19 ft,,78,62
308,3,1:07.0,Offensive rebound by A. Len,,78,62
309,3,0:58.0,G. Green misses 2-pt jump shot from 10 ft,,78,62
310,3,0:57.0,,Defensive rebound by R. Stuckey,78,62
311,3,0:52.0,,Shooting foul by A. Len (drawn by R. Stuckey),78,62
312,3,0:52.0,,R. Stuckey makes free throw 1 of 2,78,63
313,3,0:52.0,,R. Stuckey makes free throw 2 of 2,78,64
314,3,0:36.0,I. Thomas misses 3-pt jump shot from 26 ft,,78,64
315,3,0:35.0,,Defensive rebound by R. Stuckey,78,64
316,3,0:27.0,,Turnover by R. Stuckey (lost ball),78,64
317,3,0:06.0,I. Thomas makes 2-pt jump shot from 18 ft,,80,64
318,4,11:45.0,,Turnover by L. Allen (bad pass; steal by A. Len),80,64
319,4,11:33.0,G. Green misses 2-pt layup from 1 ft (block by L. Allen),,80,64
320,4,11:31.0,Offensive rebound by G. Green,,80,64
321,4,11:28.0,A. Tolliver misses 3-pt jump shot from 26 ft,,80,64
322,4,11:27.0,,Defensive rebound by R. Stuckey,80,64
323,4,11:21.0,,Shooting block foul by P. Tucker (drawn by R. Stuckey),80,64
324,4,11:21.0,,R. Stuckey makes free throw 1 of 2,80,65
325,4,11:21.0,,R. Stuckey misses free throw 2 of 2,80,65
326,4,11:21.0,Defensive rebound by A. Len,,80,65
327,4,11:06.0,A. Tolliver misses 3-pt jump shot from 26 ft,,80,65
328,4,11:05.0,,Defensive rebound by S. Hill,80,65
329,4,10:57.0,,A. Price misses 2-pt jump shot from 17 ft,80,65
330,4,10:56.0,,Offensive rebound by S. Hill,80,65
331,4,10:56.0,,S. Hill misses 2-pt tip-in from 1 ft,80,65
332,4,10:55.0,Defensive rebound by A. Tolliver,,80,65
333,4,10:45.0,Shooting foul by C. Copeland (drawn by A. Tolliver),,80,65
334,4,10:45.0,A. Tolliver makes free throw 1 of 2,,81,65
335,4,10:45.0,A. Tolliver makes free throw 2 of 2,,82,65
336,4,10:34.0,,S. Hill misses 3-pt jump shot from 26 ft,82,65
337,4,10:33.0,Defensive rebound by P. Tucker,,82,65
338,4,10:26.0,Shooting foul by S. Hill (drawn by I. Thomas),,82,65
339,4,10:26.0,I. Thomas makes free throw 1 of 2,,83,65
340,4,10:26.0,,L. Scola enters the game for L. Allen,83,65
341,4,10:26.0,,I. Mahinmi enters the game for S. Hill,83,65
342,4,10:26.0,I. Thomas makes free throw 2 of 2,,84,65
343,4,10:15.0,,C. Copeland misses 2-pt layup from 2 ft,84,65
344,4,10:14.0,,Offensive rebound by C. Copeland,84,65
345,4,10:14.0,,Personal foul by A. Len (drawn by C. Copeland),84,65
346,4,9:59.0,,A. Price misses 2-pt jump shot from 8 ft,84,65
347,4,9:57.0,,Offensive rebound by L. Scola,84,65
348,4,9:57.0,,L. Scola misses 2-pt tip-in at rim,84,65
349,4,9:56.0,Defensive rebound by A. Tolliver,,84,65
350,4,9:44.0,I. Thomas misses 2-pt jump shot from 19 ft,,84,65
351,4,9:43.0,,Defensive rebound by R. Stuckey,84,65
352,4,9:30.0,,C. Copeland misses 3-pt jump shot from 24 ft,84,65
353,4,9:29.0,Defensive rebound by A. Tolliver,,84,65
354,4,9:11.0,I. Thomas misses 3-pt jump shot from 26 ft,,84,65
355,4,9:11.0,,Defensive rebound by Team,84,65
356,4,9:00.0,,L. Scola misses 2-pt jump shot from 18 ft,84,65
357,4,8:59.0,Defensive rebound by G. Green,,84,65
358,4,8:45.0,G. Green makes 2-pt jump shot from 7 ft,,86,65
359,4,8:45.0,Shooting foul by I. Mahinmi (drawn by G. Green),,86,65
360,4,8:45.0,Official timeout,,86,65
361,4,8:45.0,,S. Hill enters the game for A. Price,86,65
362,4,8:45.0,G. Green misses free throw 1 of 1,,86,65
363,4,8:45.0,,Defensive rebound by I. Mahinmi,86,65
364,4,8:36.0,,Personal foul by P. Tucker (drawn by C. Copeland),86,65
365,4,8:27.0,,R. Stuckey misses 2-pt jump shot from 10 ft,86,65
366,4,8:27.0,,Offensive rebound by L. Scola,86,65
367,4,8:27.0,,Shooting foul by A. Len (drawn by L. Scola),86,65
368,4,8:27.0,,L. Scola misses free throw 1 of 2,86,65
369,4,8:27.0,,Offensive rebound by Team,86,65
370,4,8:27.0,,L. Scola makes free throw 2 of 2,86,66
371,4,8:13.0,P. Tucker makes 2-pt jump shot from 19 ft (assist by A. Tolliver),,88,66
372,4,7:57.0,,Turnover by C. Copeland (bad pass; steal by A. Len),88,66
373,4,7:52.0,I. Thomas misses 2-pt layup at rim (block by L. Scola),,88,66
374,4,7:51.0,,Defensive rebound by C. Copeland,88,66
375,4,7:38.0,,R. Stuckey makes 2-pt jump shot from 11 ft,88,68
376,4,7:19.0,Shooting foul by S. Hill (drawn by P. Tucker),,88,68
377,4,7:19.0,P. Tucker makes free throw 1 of 2,,89,68
378,4,7:19.0,P. Tucker misses free throw 2 of 2,,89,68
379,4,7:18.0,,Defensive rebound by I. Mahinmi,89,68
380,4,6:53.0,,R. Stuckey misses 3-pt jump shot from 26 ft,89,68
381,4,6:52.0,Defensive rebound by P. Tucker,,89,68
382,4,6:48.0,I. Thomas makes 2-pt layup at rim (assist by P. Tucker),,91,68
383,4,6:45.0,,Indiana full timeout,91,68
384,4,6:45.0,,S. Whittington enters the game for C. Copeland,91,68
385,4,6:45.0,,D. Rudež enters the game for I. Mahinmi,91,68
