,QUARTER,TIME_REMAINING,BOSTON_ACTION,ORLANDO_ACTION,BOSTON_SCORE,ORLANDO_SCORE
63,1,5:50.0,K. Olynyk misses 3-pt jump shot from 26 ft,,17,9
64,1,5:49.0,,Defensive rebound by V. Oladipo,17,9
65,1,5:26.0,,T. Harris misses 2-pt jump shot from 15 ft,17,9
66,1,5:25.0,Defensive rebound by J. Crowder,,17,9
67,1,5:14.0,I. Thomas misses 3-pt jump shot from 26 ft,,17,9
68,1,5:13.0,,Defensive rebound by D. Dedmon,17,9
69,1,5:05.0,,E. Payton misses 2-pt layup from 1 ft,17,9
70,1,5:04.0,Defensive rebound by B. Bass,,17,9
71,1,4:55.0,M. Smart misses 3-pt jump shot from 26 ft,,17,9
72,1,4:53.0,Offensive rebound by J. Crowder,,17,9
73,1,4:49.0,J. Crowder misses 3-pt jump shot from 23 ft,,17,9
74,1,4:48.0,Offensive rebound by B. Bass,,17,9
75,1,4:39.0,,K. O'Quinn enters the game for D. Dedmon,17,9
76,1,4:39.0,,B. Gordon enters the game for E. Payton,17,9
77,1,4:32.0,I. Thomas makes 2-pt jump shot from 16 ft,,19,9
78,1,4:17.0,,Offensive foul by K. O'Quinn (drawn by M. Smart),19,9
79,1,4:17.0,,Turnover by K. O'Quinn (offensive foul),19,9
80,1,4:03.0,B. Bass misses 2-pt layup from 2 ft (block by A. Nicholson),,19,9
81,1,4:01.0,Offensive rebound by K. Olynyk,,19,9
82,1,3:59.0,K. Olynyk makes 2-pt layup from 1 ft,,21,9
83,1,3:48.0,,Turnover by V. Oladipo (lost ball; steal by M. Smart),21,9
84,1,3:42.0,Turnover by B. Bass (offensive foul),,21,9
85,1,3:42.0,Offensive foul by B. Bass (drawn by V. Oladipo),,21,9
86,1,3:28.0,,A. Nicholson makes 2-pt jump shot from 22 ft (assist by B. Gordon),21,11
87,1,3:12.0,B. Bass makes 2-pt jump shot from 14 ft (assist by I. Thomas),,23,11
88,1,2:57.0,,A. Nicholson misses 2-pt jump shot from 20 ft,23,11
89,1,2:55.0,,Offensive rebound by K. O'Quinn,23,11
90,1,2:43.0,,Turnover by A. Nicholson (bad pass; steal by M. Smart),23,11
91,1,2:38.0,J. Crowder makes 2-pt dunk at rim (assist by I. Thomas),,25,11
92,1,2:09.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by A. Nicholson),25,14
93,1,1:55.0,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Bass),,28,14
94,1,1:28.0,,B. Gordon misses 3-pt jump shot from 27 ft,28,14
95,1,1:26.0,,Offensive rebound by K. O'Quinn,28,14
96,1,1:20.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Gordon),28,17
97,1,0:56.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,31,17
98,1,0:41.0,,Turnover by A. Nicholson (bad pass),31,17
99,1,0:41.0,Boston full timeout,,31,17
100,1,0:41.0,E. Turner enters the game for J. Crowder,,31,17
101,1,0:41.0,J. Jerebko enters the game for B. Bass,,31,17
102,1,0:41.0,,A. Gordon enters the game for T. Harris,31,17
103,1,0:41.0,,E. Payton enters the game for V. Oladipo,31,17
104,1,0:32.0,K. Olynyk misses 2-pt layup from 2 ft,,31,17
105,1,0:30.0,,Defensive rebound by E. Payton,31,17
106,1,0:17.0,,Turnover by B. Gordon (traveling),31,17
107,1,0:03.0,I. Thomas misses 3-pt jump shot from 25 ft,,31,17
108,1,0:01.0,,Defensive rebound by K. O'Quinn,31,17
109,2,11:37.0,,Turnover by A. Nicholson (lost ball; steal by J. Jerebko),31,17
110,2,11:36.0,Clear path foul by C. Frye,,31,17
111,2,11:36.0,E. Turner makes clear path free throw 1 of 2,,32,17
112,2,11:36.0,E. Turner makes clear path free throw 2 of 2,,33,17
113,2,11:20.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by I. Thomas),,36,17
114,2,11:00.0,,Turnover by B. Gordon (bad pass; steal by I. Thomas),36,17
115,2,10:57.0,Shooting block foul by C. Frye (drawn by J. Jerebko),,36,17
116,2,10:57.0,J. Jerebko makes free throw 1 of 2,,37,17
117,2,10:57.0,,V. Oladipo enters the game for B. Gordon,37,17
118,2,10:57.0,,T. Harris enters the game for C. Frye,37,17
119,2,10:57.0,J. Jerebko misses free throw 2 of 2,,37,17
120,2,10:55.0,,Defensive rebound by T. Harris,37,17
121,2,10:43.0,,A. Nicholson makes 2-pt dunk at rim (assist by E. Payton),37,19
122,2,10:24.0,Turnover by I. Thomas (bad pass),,37,19
123,2,10:12.0,,A. Nicholson makes 2-pt jump shot from 13 ft (assist by E. Payton),37,21
124,2,9:54.0,E. Turner misses 2-pt jump shot from 8 ft,,37,21
125,2,9:53.0,,Defensive rebound by E. Payton,37,21
126,2,9:46.0,,A. Nicholson misses 3-pt jump shot from 25 ft,37,21
127,2,9:45.0,Defensive rebound by E. Turner,,37,21
128,2,9:35.0,J. Young misses 3-pt jump shot from 25 ft,,37,21
129,2,9:34.0,Offensive rebound by J. Young,,37,21
130,2,9:17.0,T. Zeller misses 2-pt jump shot from 8 ft (block by T. Harris),,37,21
131,2,9:15.0,Offensive rebound by T. Zeller,,37,21
132,2,9:13.0,T. Zeller misses 2-pt jump shot from 6 ft,,37,21
133,2,9:12.0,,Defensive rebound by A. Nicholson,37,21
134,2,9:04.0,,T. Harris misses 3-pt jump shot from 25 ft,37,21
135,2,9:03.0,Defensive rebound by T. Zeller,,37,21
136,2,8:56.0,I. Thomas misses 2-pt jump shot from 22 ft,,37,21
137,2,8:54.0,Offensive rebound by E. Turner,,37,21
138,2,8:53.0,E. Turner makes 2-pt jump shot from 8 ft,,39,21
139,2,8:53.0,,Orlando full timeout,39,21
140,2,8:53.0,,M. Harkless enters the game for A. Nicholson,39,21
141,2,8:53.0,,D. Dedmon enters the game for A. Gordon,39,21
142,2,8:35.0,,T. Harris makes 2-pt layup from 2 ft (assist by V. Oladipo),39,23
143,2,8:12.0,Turnover by T. Zeller (lost ball; steal by T. Harris),,39,23
144,2,7:58.0,,M. Harkless makes 2-pt hook shot from 8 ft (assist by V. Oladipo),39,25
145,2,7:43.0,E. Turner misses 2-pt jump shot from 11 ft,,39,25
146,2,7:41.0,,Defensive rebound by D. Dedmon,39,25
147,2,7:32.0,M. Smart enters the game for I. Thomas,,39,25
148,2,7:20.0,,E. Payton makes 2-pt jump shot from 9 ft,39,27
149,2,6:56.0,M. Smart misses 3-pt jump shot from 26 ft,,39,27
150,2,6:52.0,,Defensive rebound by M. Harkless,39,27
151,2,6:47.0,,Turnover by E. Payton (bad pass; steal by E. Turner),39,27
152,2,6:47.0,Personal foul by E. Payton (drawn by E. Turner),,39,27
153,2,6:26.0,J. Young misses 2-pt jump shot from 21 ft,,39,27
154,2,6:25.0,,Defensive rebound by E. Payton,39,27
155,2,6:12.0,,D. Dedmon makes 2-pt dunk at rim (assist by T. Harris),39,29
156,2,6:09.0,Boston full timeout,,39,29
157,2,6:09.0,J. Crowder enters the game for J. Jerebko,,39,29
158,2,6:09.0,B. Bass enters the game for J. Young,,39,29
159,2,5:55.0,T. Zeller makes 2-pt layup at rim (assist by E. Turner),,41,29
160,2,5:31.0,,E. Payton makes 2-pt layup from 2 ft,41,31
161,2,5:17.0,Turnover by E. Turner (bad pass; steal by E. Payton),,41,31
162,2,5:16.0,,Personal foul by B. Bass (drawn by E. Payton),41,31
163,2,5:01.0,,T. Harris makes 2-pt jump shot from 19 ft,41,33
164,2,4:40.0,J. Crowder misses 3-pt jump shot from 26 ft,,41,33
165,2,4:38.0,,Defensive rebound by D. Dedmon,41,33
166,2,4:15.0,,E. Payton misses 2-pt jump shot from 19 ft,41,33
167,2,4:13.0,Defensive rebound by B. Bass,,41,33
168,2,4:02.0,E. Turner makes 3-pt jump shot from 25 ft (assist by M. Smart),,44,33
169,2,3:50.0,,E. Payton makes 2-pt jump shot from 9 ft,44,35
170,2,3:24.0,J. Crowder misses 2-pt jump shot from 19 ft,,44,35
171,2,3:22.0,Offensive rebound by B. Bass,,44,35
172,2,3:13.0,Turnover by M. Smart (lost ball; steal by M. Harkless),,44,35
173,2,3:10.0,,Shooting foul by E. Turner (drawn by V. Oladipo),44,35
174,2,3:10.0,,V. Oladipo makes free throw 1 of 2,44,36
175,2,3:10.0,K. Olynyk enters the game for T. Zeller,,44,36
176,2,3:10.0,I. Thomas enters the game for E. Turner,,44,36
177,2,3:10.0,,V. Oladipo makes free throw 2 of 2,44,37
178,2,2:53.0,K. Olynyk misses 2-pt layup from 1 ft (block by T. Harris),,44,37
179,2,2:51.0,Offensive rebound by B. Bass,,44,37
180,2,2:51.0,Turnover by B. Bass (bad pass; steal by V. Oladipo),,44,37
181,2,2:46.0,,E. Payton misses 2-pt layup from 2 ft,44,37
182,2,2:44.0,,Offensive rebound by D. Dedmon,44,37
183,2,2:44.0,,D. Dedmon makes 2-pt dunk at rim,44,39
184,2,2:19.0,Turnover by Team (shot clock),,44,39
185,2,2:19.0,Official timeout,,44,39
186,2,2:10.0,,T. Harris makes 2-pt jump shot from 18 ft (assist by E. Payton),44,41
187,2,1:57.0,I. Thomas makes 2-pt jump shot from 18 ft,,46,41
188,2,1:29.0,,T. Harris misses 3-pt jump shot from 25 ft,46,41
189,2,1:28.0,Defensive rebound by I. Thomas,,46,41
190,2,1:27.0,Personal foul by E. Payton (drawn by I. Thomas),,46,41
191,2,1:08.0,I. Thomas misses 2-pt layup from 2 ft (block by D. Dedmon),,46,41
192,2,1:06.0,Offensive rebound by B. Bass,,46,41
193,2,1:03.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by B. Bass),,49,41
194,2,0:50.0,,M. Harkless misses 3-pt jump shot from 23 ft,49,41
195,2,0:49.0,Defensive rebound by B. Bass,,49,41
196,2,0:31.0,J. Crowder misses 2-pt jump shot from 10 ft,,49,41
197,2,0:29.0,Offensive rebound by M. Smart,,49,41
198,2,0:24.0,M. Smart misses 3-pt jump shot from 24 ft,,49,41
199,2,0:23.0,,Defensive rebound by M. Harkless,49,41
200,2,0:23.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by M. Harkless),49,43
201,3,11:47.0,,D. Dedmon misses 2-pt hook shot from 7 ft,49,43
202,3,11:46.0,Defensive rebound by J. Crowder,,49,43
203,3,11:32.0,T. Zeller misses 2-pt hook shot from 8 ft,,49,43
204,3,11:31.0,,Defensive rebound by D. Dedmon,49,43
205,3,11:16.0,,M. Harkless misses 2-pt jump shot from 4 ft,49,43
206,3,11:14.0,Defensive rebound by T. Zeller,,49,43
207,3,11:01.0,M. Smart misses 2-pt jump shot from 9 ft,,49,43
208,3,10:59.0,Offensive rebound by B. Bass,,49,43
209,3,10:57.0,B. Bass misses 2-pt layup from 1 ft,,49,43
210,3,10:54.0,,Defensive rebound by D. Dedmon,49,43
211,3,10:43.0,,T. Harris misses 2-pt jump shot from 3 ft,49,43
212,3,10:42.0,,Offensive rebound by D. Dedmon,49,43
213,3,10:42.0,,D. Dedmon misses 2-pt dunk at rim,49,43
214,3,10:41.0,Defensive rebound by M. Smart,,49,43
215,3,10:41.0,Turnover by E. Turner (bad pass),,49,43
216,3,10:23.0,,D. Dedmon makes 2-pt jump shot from 8 ft (assist by E. Payton),49,45
217,3,10:08.0,M. Smart makes 2-pt layup from 2 ft,,51,45
218,3,9:53.0,,T. Harris misses 3-pt jump shot from 26 ft,51,45
219,3,9:52.0,,Offensive rebound by D. Dedmon,51,45
220,3,9:44.0,,E. Payton misses 2-pt layup from 2 ft,51,45
221,3,9:43.0,Defensive rebound by Team,,51,45
222,3,9:26.0,Turnover by J. Crowder (bad pass; steal by M. Harkless),,51,45
223,3,9:20.0,,V. Oladipo misses 2-pt layup from 2 ft,51,45
224,3,9:19.0,,Offensive rebound by D. Dedmon,51,45
225,3,9:11.0,,Personal foul by J. Crowder (drawn by E. Payton),51,45
226,3,8:56.0,,T. Harris misses 2-pt jump shot from 22 ft,51,45
227,3,8:54.0,Defensive rebound by T. Zeller,,51,45
228,3,8:48.0,,Violation by T. Harris (kicked ball),51,45
229,3,8:37.0,J. Crowder misses 2-pt jump shot from 13 ft,,51,45
230,3,8:35.0,Offensive rebound by M. Smart,,51,45
231,3,8:35.0,M. Smart makes 2-pt layup from 2 ft,,53,45
232,3,8:19.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by V. Oladipo),53,48
233,3,7:56.0,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),,55,48
234,3,7:37.0,,Personal foul by T. Zeller (drawn by D. Dedmon),55,48
235,3,7:30.0,,V. Oladipo makes 2-pt jump shot from 6 ft,55,50
236,3,7:30.0,,Shooting foul by B. Bass (drawn by V. Oladipo),55,50
237,3,7:30.0,,V. Oladipo makes free throw 1 of 1,55,51
238,3,7:10.0,J. Crowder misses 2-pt jump shot from 20 ft,,55,51
239,3,7:08.0,Offensive rebound by B. Bass,,55,51
240,3,7:08.0,B. Bass misses 2-pt dunk at rim,,55,51
241,3,7:06.0,,Defensive rebound by E. Payton,55,51
242,3,6:59.0,,V. Oladipo misses 3-pt jump shot from 25 ft,55,51
243,3,6:58.0,Defensive rebound by M. Smart,,55,51
244,3,6:54.0,E. Turner misses 2-pt layup from 2 ft,,55,51
245,3,6:52.0,,Defensive rebound by V. Oladipo,55,51
246,3,6:47.0,,T. Harris misses 3-pt jump shot from 23 ft,55,51
247,3,6:46.0,Defensive rebound by T. Zeller,,55,51
248,3,6:37.0,M. Smart misses 2-pt layup from 2 ft,,55,51
249,3,6:34.0,Offensive rebound by T. Zeller,,55,51
250,3,6:34.0,T. Zeller misses 2-pt jump shot from 4 ft (block by M. Harkless),,55,51
251,3,6:31.0,,Defensive rebound by E. Payton,55,51
252,3,6:30.0,,Shooting foul by E. Turner (drawn by E. Payton),55,51
253,3,6:30.0,,E. Payton makes free throw 1 of 2,55,52
254,3,6:30.0,I. Thomas enters the game for M. Smart,,55,52
255,3,6:30.0,K. Olynyk enters the game for T. Zeller,,55,52
256,3,6:30.0,,E. Payton misses free throw 2 of 2,55,52
257,3,6:29.0,Defensive rebound by B. Bass,,55,52
258,3,6:13.0,Shooting foul by V. Oladipo (drawn by I. Thomas),,55,52
259,3,6:13.0,I. Thomas makes free throw 1 of 2,,56,52
260,3,6:13.0,I. Thomas makes free throw 2 of 2,,57,52
261,3,5:49.0,,T. Harris makes 2-pt hook shot from 5 ft (assist by V. Oladipo),57,54
262,3,5:30.0,Turnover by I. Thomas (bad pass; steal by V. Oladipo),,57,54
263,3,5:21.0,,E. Payton makes 2-pt jump shot from 5 ft,57,56
264,3,5:05.0,B. Bass makes 2-pt jump shot from 19 ft (assist by I. Thomas),,59,56
265,3,4:51.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by M. Harkless),59,58
266,3,4:51.0,,Shooting foul by J. Crowder (drawn by V. Oladipo),59,58
267,3,4:51.0,,Orlando full timeout,59,58
268,3,4:51.0,,C. Frye enters the game for D. Dedmon,59,58
269,3,4:51.0,,A. Gordon enters the game for M. Harkless,59,58
270,3,4:51.0,,V. Oladipo makes free throw 1 of 1,59,59
271,3,4:33.0,J. Crowder misses 3-pt jump shot from 26 ft,,59,59
272,3,4:32.0,,Defensive rebound by T. Harris,59,59
273,3,4:12.0,,V. Oladipo makes 2-pt layup from 1 ft,59,61
274,3,4:02.0,E. Turner misses 2-pt jump shot from 21 ft,,59,61
275,3,4:01.0,,Defensive rebound by E. Payton,59,61
276,3,3:54.0,,E. Payton makes 2-pt jump shot from 5 ft,59,63
277,3,3:41.0,B. Bass makes 2-pt jump shot from 15 ft (assist by I. Thomas),,61,63
278,3,3:24.0,,C. Frye misses 3-pt jump shot from 25 ft,61,63
279,3,3:22.0,Defensive rebound by I. Thomas,,61,63
280,3,3:04.0,I. Thomas misses 3-pt jump shot from 25 ft,,61,63
281,3,3:02.0,,Defensive rebound by V. Oladipo,61,63
282,3,2:54.0,,T. Harris misses 2-pt jump shot from 5 ft,61,63
283,3,2:53.0,Defensive rebound by K. Olynyk,,61,63
284,3,2:42.0,K. Olynyk misses 2-pt layup from 1 ft,,61,63
285,3,2:41.0,,Defensive rebound by V. Oladipo,61,63
286,3,2:29.0,,V. Oladipo makes 3-pt jump shot from 25 ft,61,66
287,3,2:22.0,Boston full timeout,,61,66
288,3,2:22.0,J. Jerebko enters the game for J. Crowder,,61,66
289,3,2:22.0,M. Smart enters the game for E. Turner,,61,66
290,3,2:22.0,L. Datome enters the game for K. Olynyk,,61,66
291,3,2:22.0,,M. Harkless enters the game for E. Payton,61,66
292,3,2:16.0,I. Thomas misses 3-pt jump shot from 25 ft,,61,66
293,3,2:14.0,,Defensive rebound by T. Harris,61,66
294,3,1:58.0,,V. Oladipo misses 2-pt layup from 2 ft (block by L. Datome),61,66
295,3,1:58.0,,Offensive rebound by Team,61,66
296,3,1:53.0,,C. Frye misses 2-pt jump shot from 19 ft,61,66
297,3,1:52.0,Defensive rebound by I. Thomas,,61,66
298,3,1:45.0,L. Datome makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,64,66
299,3,1:34.0,,Offensive foul by M. Harkless (drawn by I. Thomas),64,66
300,3,1:34.0,,Turnover by M. Harkless (offensive foul),64,66
301,3,1:25.0,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),,67,66
302,3,1:00.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Harkless),67,69
303,3,0:48.0,J. Jerebko misses 2-pt jump shot from 12 ft,,67,69
304,3,0:46.0,,Defensive rebound by A. Gordon,67,69
305,3,0:30.0,,V. Oladipo misses 2-pt hook shot from 9 ft,67,69
306,3,0:29.0,Defensive rebound by B. Bass,,67,69
307,3,0:24.0,Shooting foul by M. Harkless (drawn by I. Thomas),,67,69
308,3,0:24.0,I. Thomas misses free throw 1 of 3,,67,69
309,3,0:24.0,Offensive rebound by Team,,67,69
310,3,0:24.0,I. Thomas makes free throw 2 of 3,,68,69
311,3,0:24.0,,B. Gordon enters the game for A. Gordon,68,69
312,3,0:24.0,I. Thomas makes free throw 3 of 3,,69,69
313,3,0:02.0,,V. Oladipo misses 2-pt jump shot from 8 ft,69,69
314,3,0:01.0,,Offensive rebound by M. Harkless,69,69
315,3,0:00.0,,M. Harkless misses 2-pt layup from 2 ft,69,69
316,3,0:00.0,,Offensive rebound by Team,69,69
317,4,11:45.0,L. Datome misses 2-pt jump shot from 22 ft,,69,69
318,4,11:43.0,,Defensive rebound by A. Gordon,69,69
319,4,11:25.0,,B. Gordon misses 2-pt jump shot from 18 ft,69,69
320,4,11:24.0,Defensive rebound by M. Smart,,69,69
321,4,10:59.0,T. Zeller misses 2-pt jump shot from 13 ft (block by C. Frye),,69,69
322,4,10:54.0,,Defensive rebound by C. Frye,69,69
323,4,10:50.0,,A. Gordon misses 3-pt jump shot from 24 ft,69,69
324,4,10:49.0,Defensive rebound by I. Thomas,,69,69
325,4,10:39.0,L. Datome makes 2-pt dunk at rim (assist by I. Thomas),,71,69
326,4,10:26.0,,Personal foul by I. Thomas (drawn by B. Gordon),71,69
327,4,10:19.0,,E. Payton makes 2-pt layup from 1 ft,71,71
328,4,10:08.0,Personal foul by A. Gordon (drawn by I. Thomas),,71,71
329,4,9:58.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by I. Thomas),,74,71
330,4,9:40.0,,A. Gordon makes 2-pt hook shot from 5 ft,74,73
331,4,9:11.0,Turnover by Team (shot clock),,74,73
332,4,8:59.0,,Personal foul by T. Zeller (drawn by E. Payton),74,73
333,4,8:59.0,Official timeout,,74,73
334,4,8:51.0,,E. Payton misses 2-pt jump shot from 9 ft,74,73
335,4,8:50.0,,Offensive rebound by B. Gordon,74,73
336,4,8:45.0,,B. Gordon misses 2-pt jump shot from 11 ft,74,73
337,4,8:44.0,,Offensive rebound by C. Frye,74,73
338,4,8:44.0,,C. Frye misses 2-pt tip-in at rim,74,73
339,4,8:42.0,,Offensive rebound by E. Payton,74,73
340,4,8:34.0,,Shooting foul by T. Zeller (drawn by B. Gordon),74,73
341,4,8:34.0,,B. Gordon misses free throw 1 of 2,74,73
342,4,8:34.0,,Offensive rebound by Team,74,73
343,4,8:34.0,B. Bass enters the game for T. Zeller,,74,73
344,4,8:34.0,,B. Gordon misses free throw 2 of 2,74,73
345,4,8:33.0,Defensive rebound by L. Datome,,74,73
346,4,8:15.0,I. Thomas misses 3-pt jump shot from 26 ft,,74,73
347,4,8:13.0,,Defensive rebound by C. Frye,74,73
348,4,8:05.0,,A. Gordon misses 3-pt jump shot from 23 ft,74,73
349,4,8:04.0,Defensive rebound by I. Thomas,,74,73
350,4,8:02.0,Shooting foul by E. Payton (drawn by I. Thomas),,74,73
351,4,8:02.0,I. Thomas makes free throw 1 of 3,,75,73
352,4,8:02.0,I. Thomas makes free throw 2 of 3,,76,73
353,4,8:02.0,,T. Harris enters the game for A. Gordon,76,73
354,4,8:02.0,,D. Dedmon enters the game for C. Frye,76,73
355,4,8:02.0,,V. Oladipo enters the game for B. Gordon,76,73
356,4,8:02.0,I. Thomas makes free throw 3 of 3,,77,73
357,4,7:44.0,,V. Oladipo misses 2-pt layup from 2 ft (block by M. Smart),77,73
358,4,7:43.0,,Offensive rebound by V. Oladipo,77,73
359,4,7:39.0,,M. Harkless makes 2-pt dunk at rim,77,75
360,4,7:39.0,,Shooting foul by L. Datome (drawn by M. Harkless),77,75
361,4,7:39.0,,M. Harkless misses free throw 1 of 1,77,75
362,4,7:38.0,Defensive rebound by J. Jerebko,,77,75
363,4,7:24.0,L. Datome makes 3-pt jump shot from 25 ft (assist by M. Smart),,80,75
364,4,7:05.0,,M. Harkless misses 2-pt layup from 2 ft,80,75
365,4,7:03.0,,Offensive rebound by M. Harkless,80,75
366,4,7:03.0,,M. Harkless misses 2-pt tip-in from 1 ft,80,75
367,4,7:02.0,Defensive rebound by J. Jerebko,,80,75
368,4,7:01.0,Turnover by J. Jerebko (lost ball; steal by T. Harris),,80,75
369,4,7:01.0,,Shooting foul by J. Jerebko (drawn by T. Harris),80,75
370,4,7:01.0,,T. Harris makes free throw 1 of 2,80,76
371,4,7:01.0,,T. Harris makes free throw 2 of 2,80,77
372,4,6:45.0,Personal foul by E. Payton (drawn by B. Bass),,80,77
373,4,6:30.0,J. Jerebko misses 3-pt jump shot from 25 ft,,80,77
374,4,6:29.0,Offensive rebound by B. Bass,,80,77
375,4,6:29.0,Personal foul by V. Oladipo (drawn by B. Bass),,80,77
376,4,6:19.0,B. Bass misses 2-pt layup from 2 ft (block by D. Dedmon),,80,77
377,4,6:16.0,,Defensive rebound by E. Payton,80,77
378,4,6:12.0,,E. Payton misses 2-pt layup from 2 ft (block by L. Datome),80,77
379,4,6:12.0,,Offensive rebound by D. Dedmon,80,77
380,4,6:12.0,,Personal foul by B. Bass (drawn by D. Dedmon),80,77
381,4,6:12.0,,D. Dedmon misses free throw 1 of 2,80,77
382,4,6:12.0,,Offensive rebound by Team,80,77
383,4,6:12.0,J. Crowder enters the game for L. Datome,,80,77
384,4,6:12.0,E. Turner enters the game for I. Thomas,,80,77
385,4,6:12.0,,D. Dedmon makes free throw 2 of 2,80,78
386,4,5:53.0,M. Smart misses 3-pt jump shot from 26 ft,,80,78
387,4,5:52.0,,Defensive rebound by D. Dedmon,80,78
