,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW ORLEANS_ACTION,CHARLOTTE_SCORE,NEW ORLEANS_SCORE
36,1,6:59.0,,E. Gordon makes free throw 2 of 2,11,10
37,1,6:44.0,Turnover by L. Stephenson (lost ball),,11,10
38,1,6:33.0,,Shooting foul by G. Henderson (drawn by E. Gordon),11,10
39,1,6:33.0,,E. Gordon makes free throw 1 of 2,11,11
40,1,6:33.0,,E. Gordon makes free throw 2 of 2,11,12
41,1,6:19.0,K. Walker misses 2-pt layup from 1 ft,,11,12
42,1,6:18.0,,Defensive rebound by A. Rivers,11,12
43,1,6:12.0,,E. Gordon misses 2-pt layup from 2 ft,11,12
44,1,6:10.0,,Offensive rebound by Team,11,12
45,1,5:54.0,,A. Rivers misses 2-pt jump shot from 6 ft,11,12
46,1,5:53.0,Defensive rebound by M. Williams,,11,12
47,1,5:41.0,A. Jefferson misses 2-pt jump shot from 3 ft (block by A. Davis),,11,12
48,1,5:40.0,,Defensive rebound by Ö. Aşık,11,12
49,1,5:25.0,,E. Gordon misses 3-pt jump shot from 26 ft,11,12
50,1,5:24.0,Defensive rebound by A. Jefferson,,11,12
51,1,5:13.0,L. Stephenson misses 2-pt jump shot from 16 ft,,11,12
52,1,5:12.0,Offensive rebound by M. Williams,,11,12
53,1,5:02.0,Turnover by L. Stephenson (bad pass; steal by Ö. Aşık),,11,12
54,1,4:56.0,,A. Rivers makes 2-pt layup from 1 ft (assist by J. Holiday),11,14
55,1,4:49.0,Charlotte full timeout,,11,14
56,1,4:49.0,C. Zeller enters the game for M. Williams,,11,14
57,1,4:49.0,P. Hairston enters the game for G. Henderson,,11,14
58,1,4:34.0,K. Walker makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,14,14
59,1,4:14.0,,A. Davis makes 2-pt dunk at rim (assist by Ö. Aşık),14,16
60,1,3:56.0,K. Walker misses 2-pt layup from 1 ft (block by J. Holiday),,14,16
61,1,3:55.0,,Defensive rebound by E. Gordon,14,16
62,1,3:47.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Rivers),14,19
63,1,3:31.0,K. Walker misses 3-pt jump shot from 22 ft,,14,19
64,1,3:30.0,,Defensive rebound by A. Davis,14,19
65,1,3:21.0,,J. Holiday misses 2-pt layup from 2 ft,14,19
66,1,3:20.0,,Offensive rebound by Ö. Aşık,14,19
67,1,3:20.0,,Shooting foul by K. Walker (drawn by Ö. Aşık),14,19
68,1,3:20.0,,Ö. Aşık makes free throw 1 of 2,14,20
69,1,3:20.0,,R. Anderson enters the game for J. Holiday,14,20
70,1,3:20.0,G. Neal enters the game for A. Jefferson,,14,20
71,1,3:20.0,J. Maxiell enters the game for L. Stephenson,,14,20
72,1,3:20.0,B. Roberts enters the game for K. Walker,,14,20
73,1,3:20.0,,J. Fredette enters the game for A. Davis,14,20
74,1,3:20.0,,Ö. Aşık makes free throw 2 of 2,14,21
75,1,2:55.0,G. Neal makes 3-pt jump shot from 25 ft,,17,21
76,1,2:31.0,,A. Rivers misses 3-pt jump shot from 22 ft,17,21
77,1,2:30.0,,Offensive rebound by Ö. Aşık,17,21
78,1,2:26.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by Ö. Aşık),17,24
79,1,2:01.0,J. Maxiell makes 2-pt jump shot from 17 ft (assist by B. Roberts),,19,24
80,1,1:54.0,,New Orleans full timeout,19,24
81,1,1:54.0,,A. Ajinça enters the game for Ö. Aşık,19,24
82,1,1:39.0,,A. Ajinça misses 2-pt jump shot from 16 ft,19,24
83,1,1:38.0,Defensive rebound by G. Neal,,19,24
84,1,1:30.0,G. Neal misses 3-pt jump shot from 25 ft,,19,24
85,1,1:26.0,,Defensive rebound by A. Rivers,19,24
86,1,1:20.0,,Turnover by A. Ajinça (lost ball; steal by G. Neal),19,24
87,1,1:11.0,Turnover by J. Maxiell (bad pass; steal by A. Rivers),,19,24
88,1,1:07.0,,Shooting foul by P. Hairston (drawn by A. Rivers),19,24
89,1,1:07.0,,A. Rivers makes free throw 1 of 2,19,25
90,1,1:07.0,,A. Rivers makes free throw 2 of 2,19,26
91,1,0:56.0,Turnover by P. Hairston (lost ball; steal by E. Gordon),,19,26
92,1,0:51.0,,R. Smith enters the game for E. Gordon,19,26
93,1,0:51.0,,Turnover by J. Fredette (bad pass),19,26
94,1,0:41.0,Personal foul by A. Ajinça (drawn by B. Roberts),,19,26
95,1,0:39.0,Personal foul by R. Smith (drawn by B. Roberts),,19,26
96,1,0:39.0,B. Roberts makes free throw 1 of 2,,20,26
97,1,0:39.0,B. Roberts makes free throw 2 of 2,,21,26
98,1,0:25.0,,R. Smith misses 3-pt jump shot from 24 ft,21,26
99,1,0:23.0,Defensive rebound by C. Zeller,,21,26
100,1,0:01.0,G. Neal misses 2-pt layup from 1 ft,,21,26
101,1,0:01.0,,Defensive rebound by A. Rivers,21,26
102,2,11:49.0,,Turnover by R. Smith (bad pass),21,26
103,2,11:38.0,C. Zeller makes 2-pt layup from 2 ft (assist by B. Roberts),,23,26
104,2,11:17.0,,R. Anderson makes 2-pt jump shot from 15 ft,23,28
105,2,11:04.0,Shooting foul by A. Ajinça (drawn by C. Zeller),,23,28
106,2,11:04.0,C. Zeller misses free throw 1 of 2,,23,28
107,2,11:04.0,Offensive rebound by Team,,23,28
108,2,11:04.0,C. Zeller makes free throw 2 of 2,,24,28
109,2,10:48.0,,R. Anderson misses 2-pt jump shot from 16 ft,24,28
110,2,10:47.0,,Offensive rebound by A. Ajinça,24,28
111,2,10:44.0,,A. Ajinça misses 2-pt layup from 2 ft,24,28
112,2,10:43.0,Defensive rebound by L. Stephenson,,24,28
113,2,10:34.0,C. Zeller misses 2-pt layup from 2 ft,,24,28
114,2,10:33.0,,Defensive rebound by A. Ajinça,24,28
115,2,10:27.0,,A. Rivers misses 2-pt layup from 2 ft,24,28
116,2,10:27.0,Defensive rebound by Team,,24,28
117,2,10:27.0,,Loose ball foul by R. Anderson (drawn by G. Neal),24,28
118,2,10:10.0,G. Neal makes 2-pt jump shot from 13 ft (assist by C. Zeller),,26,28
119,2,9:52.0,,A. Ajinça makes 2-pt jump shot from 12 ft,26,30
120,2,9:35.0,C. Zeller makes 2-pt jump shot from 19 ft (assist by L. Stephenson),,28,30
121,2,9:19.0,,Offensive foul by A. Ajinça (drawn by L. Stephenson),28,30
122,2,9:19.0,,Turnover by A. Ajinça (offensive foul),28,30
123,2,9:19.0,M. Williams enters the game for J. Maxiell,,28,30
124,2,9:19.0,,A. Davis enters the game for A. Ajinça,28,30
125,2,9:04.0,B. Roberts makes 2-pt jump shot from 3 ft,,30,30
126,2,8:54.0,Offensive charge foul by R. Smith (drawn by B. Roberts),,30,30
127,2,8:54.0,,Turnover by R. Smith (offensive foul),30,30
128,2,8:54.0,Official timeout,,30,30
129,2,8:54.0,,T. Evans enters the game for R. Smith,30,30
130,2,8:43.0,C. Zeller makes 2-pt dunk at rim (assist by B. Roberts),,32,30
131,2,8:22.0,,T. Evans misses 2-pt layup from 2 ft,32,30
132,2,8:21.0,,Offensive rebound by R. Anderson,32,30
133,2,8:21.0,,R. Anderson makes 2-pt tip-in from 3 ft,32,32
134,2,8:07.0,Turnover by G. Neal (traveling),,32,32
135,2,7:56.0,,R. Anderson misses 3-pt jump shot from 26 ft,32,32
136,2,7:54.0,Defensive rebound by G. Neal,,32,32
137,2,7:37.0,G. Neal misses 2-pt jump shot from 10 ft,,32,32
138,2,7:36.0,,Defensive rebound by A. Davis,32,32
139,2,7:26.0,,A. Rivers makes 2-pt layup from 1 ft,32,34
140,2,7:07.0,L. Stephenson misses 2-pt jump shot from 3 ft (block by A. Davis),,32,34
141,2,7:06.0,,Defensive rebound by J. Fredette,32,34
142,2,7:00.0,,T. Evans misses 2-pt layup from 1 ft,32,34
143,2,6:59.0,,Offensive rebound by A. Rivers,32,34
144,2,6:56.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Rivers),32,37
145,2,6:50.0,Charlotte full timeout,,32,37
146,2,6:50.0,A. Jefferson enters the game for C. Zeller,,32,37
147,2,6:50.0,G. Henderson enters the game for G. Neal,,32,37
148,2,6:50.0,,J. Holiday enters the game for J. Fredette,32,37
149,2,6:36.0,M. Williams misses 3-pt jump shot from 22 ft,,32,37
150,2,6:35.0,Offensive rebound by A. Jefferson,,32,37
151,2,6:31.0,A. Jefferson misses 2-pt jump shot from 5 ft,,32,37
152,2,6:30.0,Offensive rebound by M. Williams,,32,37
153,2,6:30.0,M. Williams makes 2-pt tip-in from 1 ft,,34,37
154,2,6:16.0,,Turnover by T. Evans (bad pass; steal by M. Williams),34,37
155,2,6:10.0,G. Henderson makes 2-pt layup from 1 ft (assist by M. Williams),,36,37
156,2,5:52.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),36,39
157,2,5:36.0,A. Jefferson makes 2-pt layup from 2 ft (assist by B. Roberts),,38,39
158,2,5:24.0,,A. Davis misses 2-pt jump shot from 17 ft,38,39
159,2,5:21.0,Defensive rebound by G. Henderson,,38,39
160,2,5:16.0,B. Roberts misses 3-pt jump shot from 24 ft,,38,39
161,2,5:15.0,,Defensive rebound by T. Evans,38,39
162,2,5:00.0,,A. Rivers makes 2-pt jump shot from 3 ft (assist by T. Evans),38,41
163,2,4:46.0,A. Jefferson makes 2-pt layup from 2 ft (assist by L. Stephenson),,40,41
164,2,4:35.0,,Personal foul by A. Jefferson (drawn by A. Davis),40,41
165,2,4:35.0,,Ö. Aşık enters the game for R. Anderson,40,41
166,2,4:35.0,,E. Gordon enters the game for A. Rivers,40,41
167,2,4:35.0,K. Walker enters the game for B. Roberts,,40,41
168,2,4:20.0,,Turnover by E. Gordon (lost ball; steal by G. Henderson),40,41
169,2,4:10.0,A. Jefferson misses 2-pt jump shot from 15 ft,,40,41
170,2,4:09.0,,Defensive rebound by T. Evans,40,41
171,2,4:04.0,,Personal foul by M. Williams (drawn by A. Davis),40,41
172,2,4:04.0,C. Zeller enters the game for M. Williams,,40,41
173,2,4:04.0,Violation by Team (delay of game),,40,41
174,2,3:55.0,,A. Davis misses 2-pt jump shot from 14 ft,40,41
175,2,3:54.0,Defensive rebound by L. Stephenson,,40,41
176,2,3:34.0,A. Jefferson misses 2-pt layup from 1 ft,,40,41
177,2,3:32.0,,Defensive rebound by T. Evans,40,41
178,2,3:27.0,,T. Evans misses 2-pt layup from 2 ft,40,41
179,2,3:25.0,Defensive rebound by C. Zeller,,40,41
180,2,3:17.0,K. Walker misses 2-pt jump shot from 3 ft (block by Ö. Aşık),,40,41
181,2,3:16.0,,Defensive rebound by Ö. Aşık,40,41
182,2,3:13.0,,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),40,43
183,2,2:53.0,K. Walker misses 3-pt jump shot from 24 ft,,40,43
184,2,2:52.0,Offensive rebound by L. Stephenson,,40,43
185,2,2:51.0,L. Stephenson misses 2-pt layup from 1 ft (block by A. Davis),,40,43
186,2,2:51.0,,Defensive rebound by A. Davis,40,43
187,2,2:47.0,,Shooting foul by G. Henderson (drawn by J. Holiday),40,43
188,2,2:47.0,,New Orleans full timeout,40,43
189,2,2:47.0,G. Neal enters the game for L. Stephenson,,40,43
190,2,2:47.0,,J. Holiday makes free throw 1 of 2,40,44
191,2,2:47.0,,J. Holiday makes free throw 2 of 2,40,45
192,2,2:25.0,A. Jefferson makes 2-pt layup from 2 ft (assist by K. Walker),,42,45
193,2,2:10.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by T. Evans),42,47
194,2,1:54.0,A. Jefferson makes 2-pt layup from 2 ft (assist by K. Walker),,44,47
195,2,1:35.0,,T. Evans misses 2-pt jump shot from 17 ft,44,47
196,2,1:34.0,,Offensive rebound by Ö. Aşık,44,47
197,2,1:27.0,,Personal foul by C. Zeller (drawn by A. Davis),44,47
198,2,1:27.0,B. Roberts enters the game for K. Walker,,44,47
199,2,1:27.0,J. Maxiell enters the game for A. Jefferson,,44,47
200,2,1:11.0,,A. Davis misses 2-pt jump shot from 15 ft,44,47
201,2,1:11.0,Defensive rebound by Team,,44,47
202,2,1:11.0,,Loose ball foul by Ö. Aşık (drawn by J. Maxiell),44,47
203,2,1:11.0,,A. Rivers enters the game for T. Evans,44,47
204,2,1:02.0,G. Neal makes 2-pt jump shot from 16 ft,,46,47
205,2,0:57.0,,E. Gordon misses 2-pt layup from 1 ft (block by C. Zeller),46,47
206,2,0:53.0,Defensive rebound by C. Zeller,,46,47
207,2,0:39.0,J. Maxiell misses 2-pt jump shot from 7 ft,,46,47
208,2,0:37.0,,Defensive rebound by A. Davis,46,47
209,2,0:25.0,,Turnover by E. Gordon (lost ball; steal by G. Henderson),46,47
210,2,0:22.0,Shooting foul by E. Gordon (drawn by G. Henderson),,46,47
211,2,0:22.0,G. Henderson makes free throw 1 of 2,,47,47
212,2,0:22.0,,R. Anderson enters the game for Ö. Aşık,47,47
213,2,0:22.0,G. Henderson makes free throw 2 of 2,,48,47
214,2,0:02.0,,J. Holiday misses 2-pt jump shot from 17 ft,48,47
215,2,0:01.0,Defensive rebound by C. Zeller,,48,47
216,3,11:44.0,,A. Davis misses 2-pt jump shot from 5 ft,48,47
217,3,11:43.0,Defensive rebound by L. Stephenson,,48,47
218,3,11:23.0,A. Jefferson misses 2-pt jump shot from 10 ft,,48,47
219,3,11:22.0,,Defensive rebound by A. Davis,48,47
220,3,11:10.0,,J. Holiday makes 2-pt jump shot from 9 ft (assist by T. Evans),48,49
221,3,10:51.0,M. Williams misses 3-pt jump shot from 25 ft,,48,49
222,3,10:50.0,Offensive rebound by L. Stephenson,,48,49
223,3,10:47.0,Turnover by L. Stephenson (bad pass),,48,49
224,3,10:33.0,,E. Gordon misses 3-pt jump shot from 25 ft,48,49
225,3,10:32.0,Defensive rebound by L. Stephenson,,48,49
226,3,10:23.0,,Violation by J. Holiday (kicked ball),48,49
227,3,10:10.0,G. Henderson misses 2-pt jump shot from 20 ft,,48,49
228,3,10:09.0,,Defensive rebound by T. Evans,48,49
229,3,10:01.0,,Def 3 sec tech foul by A. Jefferson,48,49
230,3,10:01.0,,J. Holiday makes technical free throw,48,50
231,3,9:47.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),48,52
232,3,9:29.0,M. Williams misses 3-pt jump shot from 24 ft,,48,52
233,3,9:28.0,,Defensive rebound by A. Davis,48,52
234,3,9:19.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),48,54
235,3,8:53.0,A. Jefferson misses 2-pt layup from 2 ft,,48,54
236,3,8:52.0,,Defensive rebound by Ö. Aşık,48,54
237,3,8:42.0,,T. Evans misses 2-pt layup from 2 ft,48,54
238,3,8:41.0,,Offensive rebound by Ö. Aşık,48,54
239,3,8:38.0,,Ö. Aşık misses 2-pt layup from 2 ft,48,54
240,3,8:37.0,Defensive rebound by A. Jefferson,,48,54
241,3,8:16.0,K. Walker misses 3-pt jump shot from 27 ft,,48,54
242,3,8:15.0,,Defensive rebound by A. Davis,48,54
243,3,8:06.0,,E. Gordon misses 2-pt jump shot from 12 ft,48,54
244,3,8:05.0,Defensive rebound by M. Williams,,48,54
245,3,7:51.0,Shooting foul by Ö. Aşık (drawn by A. Jefferson),,48,54
246,3,7:51.0,A. Jefferson makes free throw 1 of 2,,49,54
247,3,7:51.0,A. Jefferson makes free throw 2 of 2,,50,54
248,3,7:30.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Gordon),50,56
249,3,7:04.0,Personal foul by E. Gordon (drawn by A. Jefferson),,50,56
250,3,6:59.0,Turnover by L. Stephenson (traveling),,50,56
251,3,6:46.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),50,58
252,3,6:46.0,Charlotte full timeout,,50,58
253,3,6:46.0,G. Neal enters the game for L. Stephenson,,50,58
254,3,6:27.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by K. Walker),,52,58
255,3,6:04.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by A. Davis),52,61
256,3,5:41.0,Turnover by G. Neal (bad pass; steal by A. Davis),,52,61
257,3,5:37.0,,Turnover by A. Davis (bad pass; steal by K. Walker),52,61
258,3,5:36.0,K. Walker misses 3-pt jump shot from 40 ft,,52,61
259,3,5:33.0,,Defensive rebound by T. Evans,52,61
260,3,5:20.0,,J. Holiday misses 3-pt jump shot from 22 ft,52,61
261,3,5:18.0,Defensive rebound by G. Neal,,52,61
262,3,5:04.0,G. Neal makes 2-pt jump shot from 15 ft,,54,61
263,3,4:46.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by J. Holiday),54,63
264,3,4:20.0,A. Jefferson misses 2-pt jump shot from 14 ft,,54,63
265,3,4:19.0,,Defensive rebound by J. Holiday,54,63
266,3,4:14.0,,Personal foul by G. Henderson (drawn by T. Evans),54,63
267,3,4:14.0,C. Zeller enters the game for M. Williams,,54,63
268,3,4:14.0,,A. Rivers enters the game for E. Gordon,54,63
269,3,4:05.0,,J. Holiday misses 2-pt jump shot from 9 ft,54,63
270,3,4:04.0,Defensive rebound by G. Neal,,54,63
271,3,3:56.0,G. Neal makes 2-pt jump shot from 16 ft,,56,63
272,3,3:35.0,,T. Evans makes 2-pt jump shot from 18 ft,56,65
273,3,3:19.0,K. Walker misses 2-pt jump shot from 14 ft,,56,65
274,3,3:18.0,,Defensive rebound by A. Davis,56,65
275,3,3:08.0,,T. Evans misses 2-pt layup from 1 ft,56,65
276,3,3:07.0,Defensive rebound by A. Jefferson,,56,65
277,3,3:02.0,Turnover by K. Walker (bad pass),,56,65
278,3,3:02.0,J. Maxiell enters the game for A. Jefferson,,56,65
279,3,3:02.0,P. Hairston enters the game for G. Henderson,,56,65
280,3,3:02.0,,New Orleans full timeout,56,65
281,3,3:02.0,,R. Anderson enters the game for Ö. Aşık,56,65
282,3,2:41.0,,T. Evans misses 2-pt jump shot from 17 ft,56,65
283,3,2:40.0,Defensive rebound by P. Hairston,,56,65
284,3,2:31.0,K. Walker misses 3-pt jump shot from 25 ft,,56,65
285,3,2:30.0,,Defensive rebound by T. Evans,56,65
286,3,2:21.0,,Shooting foul by G. Neal (drawn by A. Davis),56,65
287,3,2:21.0,,A. Davis makes free throw 1 of 2,56,66
288,3,2:21.0,,J. Fredette enters the game for T. Evans,56,66
289,3,2:21.0,B. Roberts enters the game for K. Walker,,56,66
290,3,2:21.0,,A. Davis makes free throw 2 of 2,56,67
291,3,2:04.0,B. Roberts misses 3-pt jump shot from 27 ft,,56,67
292,3,2:04.0,,Defensive rebound by Team,56,67
293,3,1:53.0,,J. Holiday makes 2-pt layup from 2 ft,56,69
294,3,1:53.0,Charlotte full timeout,,56,69
295,3,1:33.0,Turnover by G. Neal (bad pass),,56,69
296,3,1:20.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),56,71
297,3,0:56.0,P. Hairston makes 2-pt jump shot from 14 ft (assist by C. Zeller),,58,71
298,3,0:44.0,,A. Davis misses 2-pt jump shot from 16 ft,58,71
299,3,0:43.0,Defensive rebound by J. Maxiell,,58,71
300,3,0:37.0,G. Neal makes 3-pt jump shot from 24 ft,,61,71
301,3,0:27.0,,Shooting foul by B. Roberts (drawn by J. Holiday),61,71
302,3,0:27.0,,J. Holiday makes free throw 1 of 2,61,72
303,3,0:27.0,,A. Ajinça enters the game for A. Davis,61,72
304,3,0:27.0,,J. Holiday makes free throw 2 of 2,61,73
305,3,0:07.0,G. Neal makes 2-pt jump shot from 12 ft,,63,73
306,3,0:07.0,Shooting foul by A. Ajinça (drawn by G. Neal),,63,73
307,3,0:07.0,G. Neal makes free throw 1 of 1,,64,73
308,3,0:01.0,,R. Anderson misses 3-pt jump shot from 24 ft,64,73
309,3,0:00.0,Defensive rebound by Team,,64,73
310,3,0:00.0,,Loose ball foul by A. Ajinça (drawn by J. Maxiell),64,73
311,3,0:00.0,J. Maxiell misses free throw 1 of 2,,64,73
312,3,0:00.0,Offensive rebound by Team,,64,73
313,3,0:00.0,J. Maxiell makes free throw 2 of 2,,65,73
314,4,11:43.0,G. Neal misses 2-pt jump shot from 10 ft,,65,73
315,4,11:42.0,,Defensive rebound by A. Davis,65,73
316,4,11:28.0,,R. Anderson misses 3-pt jump shot from 23 ft,65,73
317,4,11:26.0,,Offensive rebound by A. Davis,65,73
318,4,11:26.0,,Shooting block foul by J. Maxiell (drawn by A. Davis),65,73
319,4,11:26.0,,A. Davis makes free throw 1 of 2,65,74
320,4,11:26.0,,A. Davis makes free throw 2 of 2,65,75
321,4,11:12.0,P. Hairston makes 2-pt jump shot from 14 ft,,67,75
322,4,10:54.0,,R. Anderson makes 2-pt layup from 2 ft,67,77
323,4,10:41.0,Turnover by B. Roberts (bad pass),,67,77
324,4,10:26.0,,A. Davis makes 2-pt layup from 2 ft (assist by A. Rivers),67,79
325,4,10:24.0,Charlotte full timeout,,67,79
326,4,10:11.0,Personal foul by J. Fredette (drawn by J. Maxiell),,67,79
327,4,10:05.0,J. Maxiell makes 2-pt dunk at rim (assist by B. Roberts),,69,79
328,4,9:50.0,,A. Davis misses 2-pt jump shot from 17 ft,69,79
329,4,9:48.0,Defensive rebound by G. Neal,,69,79
330,4,9:44.0,G. Neal makes 2-pt jump shot from 13 ft,,71,79
331,4,9:29.0,,A. Rivers makes 2-pt layup from 2 ft,71,81
332,4,9:15.0,C. Zeller makes 2-pt layup from 1 ft (assist by B. Roberts),,73,81
333,4,8:56.0,,A. Rivers makes 2-pt layup from 1 ft,73,83
334,4,8:45.0,Personal foul by J. Fredette (drawn by B. Roberts),,73,83
335,4,8:45.0,Official timeout,,73,83
336,4,8:45.0,A. Jefferson enters the game for J. Maxiell,,73,83
337,4,8:45.0,G. Henderson enters the game for G. Neal,,73,83
338,4,8:45.0,,Ö. Aşık enters the game for A. Davis,73,83
339,4,8:45.0,,T. Evans enters the game for J. Fredette,73,83
340,4,8:37.0,B. Roberts misses 2-pt jump shot from 15 ft,,73,83
341,4,8:36.0,,Defensive rebound by Ö. Aşık,73,83
342,4,8:21.0,,R. Anderson makes 2-pt jump shot from 16 ft,73,85
343,4,7:57.0,B. Roberts misses 2-pt layup from 2 ft,,73,85
344,4,7:56.0,Offensive rebound by A. Jefferson,,73,85
345,4,7:56.0,A. Jefferson makes 2-pt tip-in from 2 ft,,75,85
346,4,7:32.0,,A. Rivers misses 2-pt jump shot from 7 ft,75,85
347,4,7:31.0,,Offensive rebound by T. Evans,75,85
348,4,7:26.0,,T. Evans misses 2-pt layup from 2 ft,75,85
349,4,7:25.0,Defensive rebound by C. Zeller,,75,85
350,4,7:13.0,Personal foul by A. Rivers (drawn by C. Zeller),,75,85
351,4,7:13.0,M. Williams enters the game for C. Zeller,,75,85
352,4,7:13.0,,J. Holiday enters the game for E. Gordon,75,85
353,4,7:05.0,P. Hairston misses 3-pt jump shot from 24 ft,,75,85
354,4,7:04.0,,Defensive rebound by Ö. Aşık,75,85
355,4,6:43.0,,R. Anderson makes 2-pt layup from 3 ft (assist by T. Evans),75,87
356,4,6:21.0,G. Henderson misses 3-pt jump shot from 25 ft,,75,87
357,4,6:20.0,,Defensive rebound by A. Rivers,75,87
358,4,6:02.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by J. Holiday),75,90
359,4,5:53.0,Charlotte full timeout,,75,90
360,4,5:53.0,G. Neal enters the game for P. Hairston,,75,90
361,4,5:53.0,K. Walker enters the game for B. Roberts,,75,90
362,4,5:38.0,A. Jefferson misses 2-pt layup from 2 ft,,75,90
363,4,5:37.0,,Defensive rebound by Ö. Aşık,75,90
364,4,5:15.0,,Turnover by T. Evans (lost ball; steal by A. Jefferson),75,90
365,4,5:10.0,M. Williams makes 2-pt layup from 2 ft (assist by A. Jefferson),,77,90
366,4,4:49.0,,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),77,92
367,4,4:26.0,K. Walker makes 3-pt jump shot from 23 ft (assist by G. Neal),,80,92
368,4,4:09.0,,J. Holiday misses 2-pt jump shot from 21 ft,80,92
369,4,4:08.0,Defensive rebound by G. Neal,,80,92
370,4,4:01.0,G. Neal makes 2-pt jump shot from 16 ft,,82,92
371,4,4:01.0,,New Orleans full timeout,82,92
372,4,4:01.0,,A. Davis enters the game for Ö. Aşık,82,92
373,4,4:01.0,,T. Evans makes 2-pt layup from 2 ft (assist by R. Anderson),82,94
374,4,3:38.0,G. Neal misses 2-pt layup from 2 ft (block by A. Rivers),,82,94
375,4,3:37.0,,Defensive rebound by T. Evans,82,94
376,4,3:09.0,,R. Anderson misses 3-pt jump shot from 26 ft,82,94
377,4,3:08.0,Defensive rebound by G. Henderson,,82,94
378,4,2:45.0,G. Neal misses 3-pt jump shot from 25 ft,,82,94
379,4,2:44.0,,Defensive rebound by R. Anderson,82,94
380,4,2:27.0,,T. Evans misses 3-pt jump shot from 26 ft,82,94
381,4,2:25.0,Defensive rebound by K. Walker,,82,94
382,4,2:05.0,A. Jefferson makes 2-pt jump shot from 4 ft (assist by G. Henderson),,84,94
