,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BROOKLYN_ACTION,LA CLIPPERS_SCORE,BROOKLYN_SCORE
97,1,2:39.0,S. Hawes enters the game for B. Griffin,,18,13
98,1,2:30.0,,Turnover by J. Jack (bad pass; steal by C. Paul),18,13
99,1,2:26.0,Turnover by C. Paul (bad pass),,18,13
100,1,2:26.0,A. Rivers enters the game for C. Paul,,18,13
101,1,2:16.0,,D. Williams misses 3-pt jump shot from 24 ft,18,13
102,1,2:15.0,Defensive rebound by S. Hawes,,18,13
103,1,2:02.0,J. Crawford misses 2-pt jump shot from 14 ft,,18,13
104,1,1:59.0,Offensive rebound by J. Crawford,,18,13
105,1,1:54.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,20,13
106,1,1:40.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by J. Johnson),20,15
107,1,1:21.0,A. Rivers makes 2-pt jump shot from 5 ft (assist by M. Barnes),,22,15
108,1,1:02.0,,B. Lopez makes 2-pt hook shot from 8 ft (assist by J. Johnson),22,17
109,1,0:48.0,J. Crawford misses 2-pt jump shot from 18 ft,,22,17
110,1,0:47.0,,Defensive rebound by J. Jack,22,17
111,1,0:39.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Jack),22,20
112,1,0:30.0,J. Crawford misses 2-pt jump shot from 18 ft,,22,20
113,1,0:29.0,,Defensive rebound by C. Jefferson,22,20
114,1,0:13.0,,Personal foul by S. Hawes (drawn by J. Johnson),22,20
115,1,0:13.0,G. Davis enters the game for D. Jordan,,22,20
116,1,0:13.0,D. Jones enters the game for J. Crawford,,22,20
117,1,0:03.0,,J. Jack makes 2-pt jump shot from 5 ft,22,22
118,1,0:01.0,D. Jones misses 2-pt jump shot from 13 ft,,22,22
119,1,0:00.0,Offensive rebound by Team,,22,22
120,2,11:43.0,G. Davis makes 2-pt jump shot from 6 ft (assist by A. Rivers),,24,22
121,2,11:19.0,,B. Lopez misses 2-pt hook shot from 12 ft,24,22
122,2,11:18.0,Defensive rebound by H. Türkoğlu,,24,22
123,2,11:05.0,J. Crawford makes 2-pt jump shot from 6 ft,,26,22
124,2,10:42.0,,Turnover by C. Jefferson (3 sec),26,22
125,2,10:28.0,J. Crawford misses 2-pt layup from 2 ft,,26,22
126,2,10:27.0,,Defensive rebound by Team,26,22
127,2,10:10.0,,B. Bogdanović makes 2-pt jump shot from 8 ft,26,24
128,2,9:46.0,G. Davis misses 2-pt layup from 2 ft,,26,24
129,2,9:45.0,,Defensive rebound by D. Morris,26,24
130,2,9:36.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by S. Hawes),26,24
131,2,9:35.0,Defensive rebound by H. Türkoğlu,,26,24
132,2,9:22.0,H. Türkoğlu misses 3-pt jump shot from 25 ft,,26,24
133,2,9:21.0,,Defensive rebound by C. Jefferson,26,24
134,2,9:05.0,,B. Lopez makes 2-pt hook shot from 4 ft (assist by D. Williams),26,26
135,2,8:51.0,J. Crawford misses 2-pt jump shot from 7 ft,,26,26
136,2,8:50.0,Offensive rebound by G. Davis,,26,26
137,2,8:47.0,G. Davis misses 2-pt layup from 1 ft,,26,26
138,2,8:46.0,,Defensive rebound by B. Lopez,26,26
139,2,8:40.0,,Turnover by D. Williams (bad pass),26,26
140,2,8:40.0,Official timeout,,26,26
141,2,8:40.0,C. Paul enters the game for J. Crawford,,26,26
142,2,8:40.0,,A. Anderson enters the game for D. Williams,26,26
143,2,8:40.0,,K. Garnett enters the game for C. Jefferson,26,26
144,2,8:15.0,H. Türkoğlu misses 3-pt jump shot from 27 ft,,26,26
145,2,8:14.0,,Defensive rebound by B. Lopez,26,26
146,2,7:58.0,,K. Garnett makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),26,28
147,2,7:45.0,G. Davis makes 2-pt layup from 2 ft (assist by C. Paul),,28,28
148,2,7:32.0,,Turnover by B. Bogdanović (lost ball; steal by H. Türkoğlu),28,28
149,2,7:24.0,H. Türkoğlu makes 3-pt jump shot from 24 ft (assist by A. Rivers),,31,28
150,2,7:07.0,,Personal foul by G. Davis (drawn by B. Lopez),31,28
151,2,7:07.0,D. Jordan enters the game for S. Hawes,,31,28
152,2,7:07.0,B. Griffin enters the game for G. Davis,,31,28
153,2,6:55.0,,B. Lopez misses 2-pt layup from 3 ft,31,28
154,2,6:54.0,Defensive rebound by H. Türkoğlu,,31,28
155,2,6:44.0,Personal foul by K. Garnett (drawn by B. Griffin),,31,28
156,2,6:44.0,,J. Jack enters the game for D. Morris,31,28
157,2,6:31.0,C. Paul misses 2-pt jump shot from 17 ft,,31,28
158,2,6:30.0,,Defensive rebound by K. Garnett,31,28
159,2,6:22.0,,B. Lopez makes 2-pt jump shot from 12 ft (assist by J. Jack),31,30
160,2,6:04.0,B. Griffin misses 2-pt jump shot from 16 ft,,31,30
161,2,6:04.0,,Defensive rebound by J. Jack,31,30
162,2,6:04.0,,Personal foul by B. Griffin (drawn by K. Garnett),31,30
163,2,6:04.0,M. Barnes enters the game for H. Türkoğlu,,31,30
164,2,5:50.0,,B. Lopez makes 2-pt jump shot from 18 ft (assist by A. Anderson),31,32
165,2,5:42.0,Turnover by C. Paul (bad pass),,31,32
166,2,5:42.0,,Brooklyn full timeout,31,32
167,2,5:42.0,J. Crawford enters the game for A. Rivers,,31,32
168,2,5:17.0,,A. Anderson misses 3-pt jump shot from 24 ft,31,32
169,2,5:16.0,Defensive rebound by C. Paul,,31,32
170,2,5:14.0,Personal foul by A. Anderson (drawn by B. Griffin),,31,32
171,2,5:05.0,Personal foul by J. Jack (drawn by C. Paul),,31,32
172,2,4:52.0,Turnover by Team (shot clock),,31,32
173,2,4:39.0,,Turnover by K. Garnett (offensive foul),31,32
174,2,4:39.0,,Offensive foul by K. Garnett (drawn by J. Crawford),31,32
175,2,4:39.0,,M. Plumlee enters the game for K. Garnett,31,32
176,2,4:39.0,,J. Johnson enters the game for B. Bogdanović,31,32
177,2,4:23.0,M. Barnes misses 3-pt jump shot from 24 ft,,31,32
178,2,4:22.0,,Defensive rebound by J. Jack,31,32
179,2,4:15.0,,J. Jack misses 2-pt layup from 2 ft,31,32
180,2,4:14.0,Defensive rebound by D. Jordan,,31,32
181,2,4:09.0,J. Crawford misses 2-pt jump shot from 17 ft,,31,32
182,2,4:07.0,,Defensive rebound by B. Lopez,31,32
183,2,3:51.0,,B. Lopez makes 2-pt hook shot from 9 ft,31,34
184,2,3:43.0,B. Griffin misses 2-pt layup from 3 ft,,31,34
185,2,3:42.0,,Defensive rebound by J. Johnson,31,34
186,2,3:36.0,,J. Johnson misses 2-pt jump shot from 4 ft,31,34
187,2,3:35.0,Defensive rebound by C. Paul,,31,34
188,2,3:32.0,Shooting foul by B. Lopez (drawn by B. Griffin),,31,34
189,2,3:32.0,B. Griffin misses free throw 1 of 2,,31,34
190,2,3:32.0,Offensive rebound by Team,,31,34
191,2,3:32.0,B. Griffin makes free throw 2 of 2,,32,34
192,2,3:13.0,,B. Lopez makes 2-pt dunk at rim,32,36
193,2,2:58.0,M. Barnes makes 2-pt layup from 2 ft (assist by B. Griffin),,34,36
194,2,2:30.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by J. Jack),34,38
195,2,2:14.0,J. Crawford misses 3-pt jump shot from 23 ft,,34,38
196,2,2:13.0,,Defensive rebound by J. Jack,34,38
197,2,2:08.0,,M. Plumlee misses 2-pt layup from 1 ft,34,38
198,2,2:07.0,Defensive rebound by C. Paul,,34,38
199,2,1:51.0,C. Paul misses 2-pt jump shot from 16 ft,,34,38
200,2,1:50.0,,Defensive rebound by J. Jack,34,38
201,2,1:40.0,,B. Lopez misses 2-pt jump shot from 18 ft,34,38
202,2,1:39.0,Defensive rebound by B. Griffin,,34,38
203,2,1:36.0,LA Clippers full timeout,,34,38
204,2,1:36.0,,J. Jordan enters the game for B. Lopez,34,38
205,2,1:19.0,C. Paul misses 3-pt jump shot from 28 ft,,34,38
206,2,1:16.0,,Defensive rebound by Team,34,38
207,2,0:58.0,,Shooting foul by B. Griffin (drawn by M. Plumlee),34,38
208,2,0:58.0,,M. Plumlee misses free throw 1 of 2,34,38
209,2,0:58.0,,Offensive rebound by Team,34,38
210,2,0:58.0,A. Rivers enters the game for J. Crawford,,34,38
211,2,0:58.0,S. Hawes enters the game for B. Griffin,,34,38
212,2,0:58.0,,M. Plumlee misses free throw 2 of 2,34,38
213,2,0:58.0,Defensive rebound by D. Jordan,,34,38
214,2,0:44.0,Turnover by M. Barnes (lost ball; steal by J. Johnson),,34,38
215,2,0:35.0,,A. Anderson misses 3-pt jump shot from 22 ft,34,38
216,2,0:34.0,Defensive rebound by M. Barnes,,34,38
217,2,0:16.0,C. Paul makes 2-pt layup from 2 ft,,36,38
218,2,0:03.0,,J. Jack misses 2-pt jump shot from 18 ft,36,38
219,2,0:01.0,Defensive rebound by C. Paul,,36,38
220,3,11:38.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by B. Griffin),,39,38
221,3,11:24.0,,Turnover by M. Plumlee (lost ball; steal by C. Paul),39,38
222,3,11:19.0,M. Barnes makes 2-pt layup from 1 ft,,41,38
223,3,10:57.0,,J. Johnson misses 3-pt jump shot from 24 ft,41,38
224,3,10:56.0,,Offensive rebound by M. Plumlee,41,38
225,3,10:55.0,,M. Plumlee makes 2-pt dunk at rim,41,40
226,3,10:36.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,43,40
227,3,10:18.0,,B. Lopez misses 2-pt hook shot from 8 ft,43,40
228,3,10:17.0,Defensive rebound by D. Jordan,,43,40
229,3,10:07.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,45,40
230,3,10:05.0,,Brooklyn full timeout,45,40
231,3,9:52.0,,J. Jack misses 2-pt jump shot from 18 ft,45,40
232,3,9:51.0,,Offensive rebound by M. Plumlee,45,40
233,3,9:51.0,,Offensive foul by M. Plumlee (drawn by B. Griffin),45,40
234,3,9:51.0,,Turnover by M. Plumlee (offensive foul),45,40
235,3,9:28.0,C. Paul makes 2-pt jump shot from 13 ft,,47,40
236,3,9:04.0,,Shooting foul by C. Paul (drawn by M. Plumlee),47,40
237,3,9:04.0,,M. Plumlee makes free throw 1 of 2,47,41
238,3,9:04.0,,M. Plumlee makes free throw 2 of 2,47,42
239,3,8:55.0,B. Griffin misses 2-pt jump shot from 18 ft,,47,42
240,3,8:54.0,,Defensive rebound by M. Plumlee,47,42
241,3,8:47.0,,Personal foul by M. Barnes (drawn by M. Plumlee),47,42
242,3,8:40.0,,Shooting foul by D. Jordan (drawn by M. Plumlee),47,42
243,3,8:40.0,,M. Plumlee misses free throw 1 of 2,47,42
244,3,8:40.0,,Offensive rebound by Team,47,42
245,3,8:40.0,,M. Plumlee misses free throw 2 of 2,47,42
246,3,8:39.0,Defensive rebound by B. Griffin,,47,42
247,3,8:21.0,Turnover by B. Griffin (traveling),,47,42
248,3,8:17.0,,Offensive foul by M. Plumlee (drawn by C. Paul),47,42
249,3,8:17.0,,Turnover by M. Plumlee (offensive foul),47,42
250,3,8:10.0,C. Paul makes 2-pt jump shot from 15 ft,,49,42
251,3,7:50.0,,J. Johnson makes 2-pt layup from 2 ft,49,44
252,3,7:37.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by C. Paul),,51,44
253,3,7:37.0,Shooting foul by J. Jack (drawn by J. Crawford),,51,44
254,3,7:37.0,,D. Williams enters the game for A. Anderson,51,44
255,3,7:37.0,J. Crawford makes free throw 1 of 1,,52,44
256,3,7:21.0,,B. Lopez misses 2-pt hook shot from 8 ft,52,44
257,3,7:20.0,,Offensive rebound by M. Plumlee,52,44
258,3,7:19.0,,M. Plumlee makes 2-pt layup at rim,52,46
259,3,6:57.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by B. Griffin),,55,46
260,3,6:41.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by D. Williams),55,48
261,3,6:26.0,Shooting foul by D. Williams (drawn by J. Crawford),,55,48
262,3,6:26.0,J. Crawford makes free throw 1 of 2,,56,48
263,3,6:26.0,,K. Garnett enters the game for M. Plumlee,56,48
264,3,6:26.0,J. Crawford misses free throw 2 of 2,,56,48
265,3,6:25.0,,Defensive rebound by K. Garnett,56,48
266,3,6:11.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by K. Garnett),56,50
267,3,5:58.0,C. Paul misses 2-pt jump shot from 14 ft,,56,50
268,3,5:57.0,,Defensive rebound by D. Williams,56,50
269,3,5:49.0,,K. Garnett misses 2-pt jump shot from 8 ft,56,50
270,3,5:48.0,Defensive rebound by D. Jordan,,56,50
271,3,5:41.0,J. Crawford misses 3-pt jump shot from 23 ft,,56,50
272,3,5:40.0,,Defensive rebound by K. Garnett,56,50
273,3,5:19.0,,J. Jack misses 2-pt jump shot from 11 ft,56,50
274,3,5:17.0,,Offensive rebound by K. Garnett,56,50
275,3,5:17.0,,K. Garnett makes 2-pt tip-in from 1 ft,56,52
276,3,5:16.0,LA Clippers full timeout,,56,52
277,3,4:52.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by B. Griffin),,59,52
278,3,4:38.0,,B. Lopez misses 2-pt hook shot from 9 ft,59,52
279,3,4:37.0,Defensive rebound by D. Jordan,,59,52
280,3,4:26.0,C. Paul misses 2-pt jump shot from 15 ft,,59,52
281,3,4:25.0,,Defensive rebound by B. Lopez,59,52
282,3,4:12.0,,Personal foul by B. Griffin (drawn by B. Lopez),59,52
283,3,4:12.0,S. Hawes enters the game for B. Griffin,,59,52
284,3,4:10.0,,K. Garnett misses 2-pt dunk at rim,59,52
285,3,4:09.0,Defensive rebound by C. Paul,,59,52
286,3,4:03.0,S. Hawes misses 2-pt layup at rim,,59,52
287,3,4:02.0,,Defensive rebound by K. Garnett,59,52
288,3,3:59.0,,Shooting foul by C. Paul (drawn by D. Williams),59,52
289,3,3:59.0,,D. Williams makes free throw 1 of 2,59,53
290,3,3:59.0,,D. Williams makes free throw 2 of 2,59,54
291,3,3:43.0,J. Crawford misses 2-pt jump shot from 14 ft,,59,54
292,3,3:42.0,,Defensive rebound by Team,59,54
293,3,3:42.0,,B. Bogdanović enters the game for K. Garnett,59,54
294,3,3:30.0,,Personal foul by J. Crawford (drawn by J. Johnson),59,54
295,3,3:30.0,,J. Johnson makes free throw 1 of 2,59,55
296,3,3:30.0,,J. Johnson makes free throw 2 of 2,59,56
297,3,3:04.0,C. Paul makes 3-pt jump shot from 25 ft,,62,56
298,3,2:49.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,62,59
299,3,2:41.0,Personal foul by B. Bogdanović (drawn by S. Hawes),,62,59
300,3,2:41.0,A. Rivers enters the game for J. Crawford,,62,59
301,3,2:32.0,S. Hawes misses 2-pt layup from 2 ft,,62,59
302,3,2:31.0,Offensive rebound by D. Jordan,,62,59
303,3,2:30.0,D. Jordan misses 2-pt tip-in from 1 ft,,62,59
304,3,2:29.0,Offensive rebound by D. Jordan,,62,59
305,3,2:28.0,D. Jordan misses 2-pt tip-in from 1 ft,,62,59
306,3,2:25.0,Offensive rebound by D. Jordan,,62,59
307,3,2:25.0,D. Jordan misses 2-pt tip-in at rim,,62,59
308,3,2:25.0,,Defensive rebound by B. Lopez,62,59
309,3,2:10.0,,J. Jack makes 2-pt jump shot from 20 ft (assist by D. Williams),62,61
310,3,1:50.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by C. Paul),,65,61
311,3,1:30.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,65,64
312,3,1:11.0,M. Barnes misses 2-pt layup from 3 ft,,65,64
313,3,1:09.0,Offensive rebound by D. Jordan,,65,64
314,3,1:08.0,D. Jordan makes 2-pt dunk at rim,,67,64
315,3,0:53.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),67,67
316,3,0:44.0,Personal foul by J. Jack (drawn by C. Paul),,67,67
317,3,0:44.0,J. Crawford enters the game for C. Paul,,67,67
318,3,0:37.0,Turnover by D. Jordan (lost ball; steal by J. Jack),,67,67
319,3,0:29.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by J. Johnson),67,70
320,3,0:18.0,A. Rivers misses 2-pt jump shot from 8 ft,,67,70
321,3,0:17.0,Offensive rebound by D. Jordan,,67,70
322,3,0:16.0,D. Jordan makes 2-pt tip-in from 1 ft,,69,70
323,3,0:16.0,Shooting foul by B. Bogdanović (drawn by D. Jordan),,69,70
324,3,0:16.0,D. Jones enters the game for J. Crawford,,69,70
325,3,0:16.0,H. Türkoğlu enters the game for S. Hawes,,69,70
326,3,0:16.0,D. Jordan misses free throw 1 of 1,,69,70
327,3,0:15.0,Offensive rebound by M. Barnes,,69,70
328,3,0:14.0,M. Barnes makes 2-pt layup from 1 ft,,71,70
329,3,0:04.0,,Turnover by D. Williams (bad pass),71,70
330,3,0:04.0,C. Paul enters the game for D. Jordan,,71,70
331,3,0:04.0,,D. Morris enters the game for B. Lopez,71,70
332,3,0:04.0,J. Crawford enters the game for D. Jones,,71,70
333,3,0:03.0,Personal foul by J. Jack (drawn by C. Paul),,71,70
334,3,0:03.0,C. Paul misses free throw 1 of 2,,71,70
335,3,0:03.0,Offensive rebound by Team,,71,70
336,3,0:03.0,,M. Brown enters the game for J. Jack,71,70
337,3,0:03.0,,B. Lopez enters the game for D. Morris,71,70
338,3,0:03.0,D. Jordan enters the game for H. Türkoğlu,,71,70
339,3,0:03.0,D. Jones enters the game for J. Crawford,,71,70
340,3,0:03.0,C. Paul makes free throw 2 of 2,,72,70
341,3,0:01.0,Offensive charge foul by D. Williams (drawn by D. Jones),,72,70
342,3,0:01.0,,Turnover by D. Williams (offensive foul),72,70
343,3,0:01.0,J. Crawford enters the game for D. Jones,,72,70
344,3,0:01.0,H. Türkoğlu enters the game for D. Jordan,,72,70
345,3,0:01.0,,D. Morris enters the game for B. Lopez,72,70
346,4,11:44.0,,D. Williams makes 2-pt layup from 2 ft,72,72
347,4,11:23.0,A. Rivers misses 2-pt jump shot from 9 ft,,72,72
348,4,11:22.0,,Defensive rebound by K. Garnett,72,72
349,4,11:09.0,,D. Morris misses 3-pt jump shot from 23 ft,72,72
350,4,11:07.0,Defensive rebound by B. Griffin,,72,72
351,4,10:56.0,J. Crawford makes 2-pt jump shot from 18 ft,,74,72
352,4,10:39.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,74,72
353,4,10:38.0,Defensive rebound by A. Rivers,,74,72
354,4,10:23.0,S. Hawes makes 3-pt jump shot from 23 ft (assist by J. Crawford),,77,72
355,4,10:03.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,77,72
356,4,10:02.0,,Offensive rebound by K. Garnett,77,72
357,4,9:59.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Morris),77,75
358,4,9:59.0,,Away from play foul by H. Türkoğlu (drawn by K. Garnett),77,75
359,4,9:59.0,,J. Johnson enters the game for D. Morris,77,75
360,4,9:59.0,,K. Garnett misses free throw 1 of 1,77,75
361,4,9:58.0,Defensive rebound by H. Türkoğlu,,77,75
362,4,9:41.0,J. Crawford makes 2-pt jump shot from 11 ft,,79,75
363,4,9:27.0,,Personal foul by H. Türkoğlu (drawn by J. Johnson),79,75
364,4,9:27.0,M. Barnes enters the game for H. Türkoğlu,,79,75
365,4,9:19.0,,Turnover by J. Johnson (lost ball; steal by B. Griffin),79,75
366,4,9:15.0,Shooting foul by B. Bogdanović (drawn by M. Barnes),,79,75
367,4,9:15.0,M. Barnes makes free throw 1 of 2,,80,75
368,4,9:15.0,,J. Jack enters the game for M. Plumlee,80,75
369,4,9:15.0,M. Barnes misses free throw 2 of 2,,80,75
370,4,9:14.0,,Defensive rebound by K. Garnett,80,75
371,4,8:50.0,,D. Williams misses 3-pt jump shot from 24 ft,80,75
372,4,8:49.0,Defensive rebound by S. Hawes,,80,75
373,4,8:33.0,J. Crawford misses 2-pt jump shot from 19 ft,,80,75
374,4,8:32.0,Offensive rebound by B. Griffin,,80,75
375,4,8:31.0,B. Griffin makes 2-pt layup from 1 ft,,82,75
376,4,8:12.0,,Turnover by J. Jack (discontinued dribble),82,75
377,4,8:12.0,Official timeout,,82,75
378,4,8:12.0,C. Paul enters the game for S. Hawes,,82,75
379,4,8:01.0,C. Paul makes 2-pt layup from 2 ft,,84,75
380,4,7:45.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,84,75
381,4,7:44.0,Defensive rebound by M. Barnes,,84,75
382,4,7:28.0,J. Crawford misses 3-pt jump shot from 26 ft,,84,75
383,4,7:27.0,Offensive rebound by J. Crawford,,84,75
384,4,7:17.0,Turnover by J. Crawford (lost ball),,84,75
385,4,7:17.0,,B. Lopez enters the game for K. Garnett,84,75
386,4,7:07.0,,B. Lopez makes 2-pt layup from 3 ft,84,77
