,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,HOUSTON_ACTION,CLEVELAND_SCORE,HOUSTON_SCORE
396,4,5:26.0,,T. Jones misses 2-pt jump shot from 3 ft (block by L. James),91,90
397,4,5:25.0,,Offensive rebound by Team,91,90
398,4,5:25.0,Loose ball foul by M. Dellavedova (drawn by D. Motiejūnas),,91,90
399,4,5:15.0,,D. Motiejūnas misses 2-pt layup at rim,91,90
400,4,5:14.0,Defensive rebound by K. Love,,91,90
401,4,4:56.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,93,90
402,4,4:41.0,,Shooting foul by T. Thompson (drawn by T. Jones),93,90
403,4,4:41.0,,T. Jones makes free throw 1 of 2,93,91
404,4,4:41.0,,T. Jones makes free throw 2 of 2,93,92
405,4,4:29.0,L. James misses 2-pt layup from 2 ft (block by D. Motiejūnas),,93,92
406,4,4:27.0,Offensive rebound by L. James,,93,92
407,4,4:25.0,K. Love misses 3-pt jump shot from 23 ft,,93,92
408,4,4:24.0,,Defensive rebound by T. Ariza,93,92
409,4,4:07.0,,T. Jones misses 2-pt layup from 1 ft,93,92
410,4,4:06.0,Defensive rebound by T. Thompson,,93,92
411,4,3:53.0,,Violation by T. Ariza (kicked ball),93,92
412,4,3:40.0,K. Love misses 3-pt jump shot from 24 ft,,93,92
413,4,3:37.0,Offensive rebound by T. Thompson,,93,92
414,4,3:36.0,T. Thompson misses 2-pt layup from 1 ft (block by J. Harden),,93,92
415,4,3:34.0,Offensive rebound by T. Thompson,,93,92
416,4,3:15.0,L. James makes 2-pt jump shot from 21 ft,,95,92
417,4,2:48.0,,Shooting foul by L. James (drawn by J. Harden),95,92
418,4,2:48.0,Official timeout,,95,92
419,4,2:48.0,,J. Smith enters the game for D. Motiejūnas,95,92
420,4,2:48.0,,J. Harden makes free throw 1 of 2,95,93
421,4,2:48.0,,J. Harden makes free throw 2 of 2,95,94
422,4,2:25.0,L. James misses 3-pt jump shot from 24 ft,,95,94
423,4,2:24.0,,Defensive rebound by J. Harden,95,94
424,4,2:18.0,,J. Smith makes 2-pt hook shot from 3 ft (assist by J. Harden),95,96
425,4,1:51.0,K. Love misses 2-pt layup from 1 ft,,95,96
426,4,1:49.0,,Defensive rebound by T. Ariza,95,96
427,4,1:43.0,,J. Harden makes 2-pt layup at rim,95,98
428,4,1:43.0,,Shooting foul by J. Smith (drawn by J. Harden),95,98
429,4,1:43.0,,J. Harden misses free throw 1 of 1,95,98
430,4,1:43.0,Defensive rebound by M. Dellavedova,,95,98
431,4,1:32.0,Shooting foul by T. Ariza (drawn by L. James),,95,98
432,4,1:32.0,L. James misses free throw 1 of 2,,95,98
433,4,1:32.0,Offensive rebound by Team,,95,98
434,4,1:32.0,L. James makes free throw 2 of 2,,96,98
435,4,1:10.0,,J. Harden misses 3-pt jump shot from 25 ft,96,98
436,4,1:09.0,Defensive rebound by T. Thompson,,96,98
437,4,1:09.0,,Loose ball foul by T. Jones (drawn by T. Thompson),96,98
438,4,1:09.0,T. Thompson makes free throw 1 of 2,,97,98
439,4,1:09.0,T. Thompson makes free throw 2 of 2,,98,98
440,4,0:52.0,,Turnover by J. Smith (lost ball; steal by J. Smith),98,98
441,4,0:27.0,L. James misses 2-pt layup at rim,,98,98
442,4,0:26.0,Offensive rebound by T. Thompson,,98,98
443,4,0:26.0,T. Thompson misses 2-pt tip-in from 1 ft,,98,98
444,4,0:26.0,Offensive rebound by T. Thompson,,98,98
445,4,0:26.0,T. Thompson misses 2-pt tip-in from 1 ft,,98,98
446,4,0:25.0,Offensive rebound by M. Dellavedova,,98,98
447,4,0:23.0,Cleveland full timeout,,98,98
448,4,0:22.0,Cleveland full timeout,,98,98
449,4,0:02.0,L. James misses 2-pt jump shot from 23 ft,,98,98
450,4,0:00.0,Offensive rebound by Team,,98,98
451,1OT,4:34.0,,Shooting foul by T. Thompson (drawn by T. Jones),98,98
452,1OT,4:34.0,,T. Jones makes free throw 1 of 2,98,99
453,1OT,4:34.0,,T. Jones misses free throw 2 of 2,98,99
454,1OT,4:33.0,Defensive rebound by Team,,98,99
455,1OT,4:14.0,J. Smith makes 2-pt jump shot from 20 ft,,100,99
456,1OT,4:00.0,,J. Harden misses 2-pt layup at rim,100,99
457,1OT,4:00.0,,Offensive rebound by Team,100,99
458,1OT,3:40.0,,J. Smith misses 2-pt jump shot from 14 ft,100,99
459,1OT,3:38.0,,Offensive rebound by T. Jones,100,99
460,1OT,3:19.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Harden),100,102
461,1OT,2:49.0,L. James misses 2-pt layup from 2 ft,,100,102
462,1OT,2:46.0,Offensive rebound by T. Thompson,,100,102
463,1OT,2:46.0,Cleveland full timeout,,100,102
464,1OT,2:32.0,L. James misses 3-pt jump shot from 25 ft,,100,102
465,1OT,2:31.0,,Defensive rebound by P. Beverley,100,102
466,1OT,2:21.0,,Shooting foul by K. Love (drawn by J. Smith),100,102
467,1OT,2:21.0,,J. Smith makes free throw 1 of 2,100,103
468,1OT,2:21.0,,J. Smith makes free throw 2 of 2,100,104
469,1OT,1:59.0,J. Smith misses 2-pt jump shot from 17 ft,,100,104
470,1OT,1:58.0,,Defensive rebound by P. Beverley,100,104
471,1OT,1:40.0,,P. Beverley misses 3-pt jump shot from 24 ft,100,104
472,1OT,1:39.0,Defensive rebound by L. James,,100,104
473,1OT,1:20.0,L. James misses 2-pt layup from 1 ft,,100,104
474,1OT,1:19.0,,Defensive rebound by J. Harden,100,104
475,1OT,0:56.0,,Turnover by Team (shot clock),100,104
476,1OT,0:47.0,J. Smith misses 3-pt jump shot from 25 ft,,100,104
477,1OT,0:46.0,Offensive rebound by J. Smith,,100,104
478,1OT,0:44.0,L. James makes 3-pt jump shot from 24 ft (assist by J. Smith),,103,104
479,1OT,0:25.0,,Turnover by J. Smith (lost ball; steal by J. Smith),103,104
480,1OT,0:24.0,Cleveland full timeout,,103,104
481,1OT,0:04.0,Shooting foul by J. Smith (drawn by L. James),,103,104
482,1OT,0:04.0,L. James misses free throw 1 of 2,,103,104
483,1OT,0:04.0,Offensive rebound by Team,,103,104
484,1OT,0:04.0,L. James misses free throw 2 of 2,,103,104
485,1OT,0:04.0,,Defensive rebound by J. Harden,103,104
486,1OT,0:02.0,,Personal take foul by J. Smith (drawn by J. Harden),103,104
487,1OT,0:02.0,,Houston full timeout,103,104
488,1OT,0:02.0,,J. Terry enters the game for T. Jones,103,104
489,1OT,0:02.0,I. Shumpert enters the game for K. Love,,103,104
490,1OT,0:01.0,,Personal take foul by L. James (drawn by J. Harden),103,104
491,1OT,0:01.0,,J. Harden makes free throw 1 of 2,103,105
492,1OT,0:01.0,,J. Harden misses free throw 2 of 2,103,105
493,1OT,0:01.0,Defensive rebound by J. Smith,,103,105
494,1OT,0:00.0,Cleveland full timeout,,103,105
495,1OT,0:00.0,K. Love enters the game for I. Shumpert,,103,105
496,1OT,0:00.0,J. Jones enters the game for T. Thompson,,103,105
497,1OT,0:00.0,,D. Motiejūnas enters the game for P. Beverley,103,105
498,1OT,0:00.0,,T. Jones enters the game for J. Terry,103,105
