,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BROOKLYN_ACTION,NEW ORLEANS_SCORE,BROOKLYN_SCORE
85,1,0:41.0,Defensive rebound by A. Ajinça,,19,25
86,1,0:33.0,A. Ajinça makes 2-pt jump shot from 6 ft (assist by E. Gordon),,21,25
87,1,0:18.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Johnson),21,27
88,1,0:01.0,E. Gordon makes 2-pt jump shot from 7 ft,,23,27
89,2,11:44.0,,A. Anderson misses 2-pt jump shot from 8 ft (block by A. Davis),23,27
90,2,11:42.0,Defensive rebound by A. Davis,,23,27
91,2,11:22.0,E. Gordon misses 3-pt jump shot from 25 ft,,23,27
92,2,11:21.0,Offensive rebound by Team,,23,27
93,2,11:21.0,,Loose ball foul by M. Plumlee (drawn by A. Ajinça),23,27
94,2,11:12.0,A. Ajinça misses 2-pt jump shot from 14 ft,,23,27
95,2,11:11.0,Offensive rebound by A. Davis,,23,27
96,2,11:02.0,Offensive foul by A. Ajinça (drawn by M. Brown),,23,27
97,2,11:02.0,Turnover by A. Ajinça (offensive foul),,23,27
98,2,11:02.0,J. Fredette enters the game for E. Gordon,,23,27
99,2,10:45.0,,A. Anderson misses 3-pt jump shot from 23 ft,23,27
100,2,10:44.0,Defensive rebound by J. Fredette,,23,27
101,2,10:34.0,A. Davis misses 2-pt jump shot from 8 ft,,23,27
102,2,10:33.0,,Defensive rebound by M. Plumlee,23,27
103,2,10:23.0,,Shooting foul by D. Cunningham (drawn by A. Anderson),23,27
104,2,10:23.0,,A. Anderson makes free throw 1 of 2,23,28
105,2,10:23.0,L. Babbitt enters the game for A. Davis,,23,28
106,2,10:23.0,,A. Anderson makes free throw 2 of 2,23,29
107,2,10:07.0,A. Ajinça makes 2-pt dunk at rim,,25,29
108,2,10:07.0,Shooting foul by M. Plumlee (drawn by A. Ajinça),,25,29
109,2,10:07.0,A. Ajinça makes free throw 1 of 1,,26,29
110,2,10:01.0,,M. Brown makes 2-pt jump shot from 20 ft (assist by M. Plumlee),26,31
111,2,9:38.0,A. Ajinça misses 2-pt jump shot from 12 ft,,26,31
112,2,9:37.0,,Defensive rebound by Team,26,31
113,2,9:25.0,,J. Jack misses 3-pt jump shot from 24 ft,26,31
114,2,9:24.0,,Offensive rebound by Team,26,31
115,2,9:24.0,Loose ball foul by D. Cunningham (drawn by M. Plumlee),,26,31
116,2,9:15.0,,M. Brown makes 2-pt layup from 2 ft (assist by M. Plumlee),26,33
117,2,8:57.0,D. Cunningham makes 2-pt jump shot from 17 ft (assist by A. Ajinça),,28,33
118,2,8:45.0,,Shooting foul by L. Babbitt (drawn by M. Plumlee),28,33
119,2,8:45.0,Official timeout,,28,33
120,2,8:45.0,,M. Plumlee makes free throw 1 of 2,28,34
121,2,8:45.0,,M. Plumlee misses free throw 2 of 2,28,34
122,2,8:44.0,Defensive rebound by D. Cunningham,,28,34
123,2,8:25.0,A. Ajinça makes 2-pt hook shot from 5 ft,,30,34
124,2,8:02.0,,M. Plumlee misses 2-pt hook shot from 5 ft,30,34
125,2,8:01.0,Defensive rebound by E. Williams,,30,34
126,2,7:52.0,A. Ajinça makes 2-pt hook shot from 6 ft (assist by E. Williams),,32,34
127,2,7:41.0,,Shooting foul by E. Williams (drawn by J. Jack),32,34
128,2,7:41.0,,J. Jack misses free throw 1 of 2,32,34
129,2,7:41.0,,Offensive rebound by Team,32,34
130,2,7:41.0,Ö. Aşık enters the game for D. Cunningham,,32,34
131,2,7:41.0,,J. Jack makes free throw 2 of 2,32,35
132,2,7:27.0,A. Ajinça makes 2-pt jump shot from 8 ft,,34,35
133,2,7:15.0,,J. Jack makes 2-pt layup from 1 ft,34,37
134,2,7:08.0,E. Williams misses 2-pt jump shot from 16 ft,,34,37
135,2,7:07.0,,Defensive rebound by M. Brown,34,37
136,2,6:59.0,,Shooting foul by J. Fredette (drawn by M. Brown),34,37
137,2,6:59.0,,M. Brown makes free throw 1 of 2,34,38
138,2,6:59.0,,B. Lopez enters the game for M. Plumlee,34,38
139,2,6:59.0,,M. Brown misses free throw 2 of 2,34,38
140,2,6:58.0,Defensive rebound by A. Ajinça,,34,38
141,2,6:35.0,A. Ajinça misses 2-pt hook shot from 5 ft,,34,38
142,2,6:33.0,Offensive rebound by Ö. Aşık,,34,38
143,2,6:31.0,Ö. Aşık makes 2-pt layup from 1 ft,,36,38
144,2,6:21.0,,C. Jefferson misses 2-pt jump shot from 18 ft,36,38
145,2,6:20.0,Defensive rebound by J. Fredette,,36,38
146,2,6:05.0,A. Ajinça makes 2-pt jump shot from 7 ft (assist by J. Fredette),,38,38
147,2,5:47.0,,B. Lopez misses 2-pt jump shot from 14 ft,38,38
148,2,5:46.0,Defensive rebound by A. Ajinça,,38,38
149,2,5:29.0,Turnover by J. Fredette (bad pass; steal by B. Lopez),,38,38
150,2,5:23.0,,C. Jefferson makes 2-pt dunk at rim (assist by A. Anderson),38,40
151,2,5:21.0,New Orleans full timeout,,38,40
152,2,5:21.0,E. Gordon enters the game for E. Williams,,38,40
153,2,5:21.0,,T. Young enters the game for C. Jefferson,38,40
154,2,5:11.0,J. Fredette misses 2-pt jump shot from 12 ft,,38,40
155,2,5:10.0,Offensive rebound by A. Ajinça,,38,40
156,2,5:09.0,A. Ajinça misses 2-pt layup at rim (block by B. Lopez),,38,40
157,2,5:06.0,Offensive rebound by J. Fredette,,38,40
158,2,4:59.0,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),,40,40
159,2,4:35.0,,J. Jack misses 2-pt jump shot from 7 ft,40,40
160,2,4:34.0,,Offensive rebound by B. Lopez,40,40
161,2,4:33.0,,B. Lopez makes 2-pt layup from 1 ft,40,42
162,2,4:13.0,E. Gordon misses 2-pt layup from 3 ft (block by B. Lopez),,40,42
163,2,4:12.0,Offensive rebound by E. Gordon,,40,42
164,2,4:11.0,E. Gordon makes 2-pt layup from 1 ft,,42,42
165,2,3:50.0,,Shooting foul by A. Ajinça (drawn by A. Anderson),42,42
166,2,3:50.0,,Brooklyn full timeout,42,42
167,2,3:50.0,,D. Williams enters the game for J. Jack,42,42
168,2,3:50.0,N. Cole enters the game for J. Fredette,,42,42
169,2,3:50.0,A. Davis enters the game for A. Ajinça,,42,42
170,2,3:50.0,Q. Pondexter enters the game for L. Babbitt,,42,42
171,2,3:50.0,,A. Anderson makes free throw 1 of 2,42,43
172,2,3:50.0,,A. Anderson misses free throw 2 of 2,42,43
173,2,3:49.0,Defensive rebound by Ö. Aşık,,42,43
174,2,3:37.0,A. Davis makes 2-pt jump shot from 12 ft,,44,43
175,2,3:14.0,,D. Williams misses 2-pt jump shot from 17 ft,44,43
176,2,3:13.0,,Offensive rebound by B. Lopez,44,43
177,2,3:05.0,,T. Young misses 2-pt jump shot from 8 ft,44,43
178,2,3:04.0,,Offensive rebound by B. Lopez,44,43
179,2,3:03.0,,B. Lopez misses 2-pt layup at rim,44,43
180,2,3:02.0,Defensive rebound by Ö. Aşık,,44,43
181,2,3:01.0,Personal foul by T. Young (drawn by Ö. Aşık),,44,43
182,2,3:01.0,,J. Johnson enters the game for A. Anderson,44,43
183,2,3:01.0,,C. Jefferson enters the game for T. Young,44,43
184,2,2:48.0,N. Cole makes 3-pt jump shot from 25 ft (assist by A. Davis),,47,43
185,2,2:27.0,,B. Lopez misses 2-pt hook shot from 4 ft,47,43
186,2,2:26.0,,Offensive rebound by C. Jefferson,47,43
187,2,2:25.0,,C. Jefferson misses 2-pt tip-in from 1 ft,47,43
188,2,2:23.0,Defensive rebound by Ö. Aşık,,47,43
189,2,2:09.0,A. Davis misses 2-pt jump shot from 19 ft,,47,43
190,2,2:08.0,Offensive rebound by Team,,47,43
191,2,2:08.0,,Loose ball foul by B. Lopez (drawn by Ö. Aşık),47,43
192,2,2:01.0,Ö. Aşık misses 2-pt jump shot from 13 ft,,47,43
193,2,2:00.0,,Defensive rebound by M. Brown,47,43
194,2,1:46.0,,B. Lopez misses 2-pt hook shot from 5 ft,47,43
195,2,1:45.0,Defensive rebound by A. Davis,,47,43
196,2,1:32.0,A. Davis makes 2-pt jump shot from 15 ft (assist by N. Cole),,49,43
197,2,1:18.0,,Shooting foul by A. Davis (drawn by B. Lopez),49,43
198,2,1:18.0,,B. Lopez misses free throw 1 of 2,49,43
199,2,1:18.0,,Offensive rebound by Team,49,43
200,2,1:18.0,,B. Lopez makes free throw 2 of 2,49,44
201,2,1:01.0,A. Davis misses 2-pt jump shot from 18 ft,,49,44
202,2,1:00.0,,Defensive rebound by M. Brown,49,44
203,2,0:49.0,,M. Brown makes 2-pt dunk at rim,49,46
204,2,0:38.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by N. Cole),,52,46
205,2,0:28.0,,J. Johnson misses 2-pt jump shot from 8 ft,52,46
206,2,0:27.0,Defensive rebound by A. Davis,,52,46
207,2,0:05.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by E. Gordon),,55,46
208,3,11:49.0,,Turnover by J. Johnson (bad pass; steal by N. Cole),55,46
209,3,11:44.0,A. Davis misses 2-pt layup from 3 ft,,55,46
210,3,11:43.0,,Defensive rebound by J. Johnson,55,46
211,3,11:28.0,,J. Johnson misses 2-pt jump shot from 4 ft,55,46
212,3,11:27.0,Defensive rebound by Ö. Aşık,,55,46
213,3,11:03.0,A. Davis misses 2-pt jump shot from 16 ft,,55,46
214,3,11:02.0,Offensive rebound by Q. Pondexter,,55,46
215,3,10:57.0,Ö. Aşık makes 2-pt dunk at rim (assist by N. Cole),,57,46
216,3,10:31.0,,T. Young misses 2-pt jump shot from 7 ft,57,46
217,3,10:30.0,Defensive rebound by Ö. Aşık,,57,46
218,3,10:16.0,Ö. Aşık misses 2-pt hook shot from 6 ft,,57,46
219,3,10:15.0,Offensive rebound by Team,,57,46
220,3,10:12.0,A. Davis makes 2-pt jump shot from 13 ft (assist by Q. Pondexter),,59,46
221,3,9:48.0,,J. Johnson misses 2-pt layup from 2 ft (block by Q. Pondexter),59,46
222,3,9:47.0,Defensive rebound by Team,,59,46
223,3,9:35.0,A. Davis misses 2-pt jump shot from 17 ft,,59,46
224,3,9:34.0,,Defensive rebound by B. Lopez,59,46
225,3,9:24.0,,B. Lopez misses 2-pt layup from 3 ft,59,46
226,3,9:23.0,Defensive rebound by Ö. Aşık,,59,46
227,3,9:10.0,Q. Pondexter misses 2-pt jump shot from 11 ft,,59,46
228,3,9:09.0,,Defensive rebound by T. Young,59,46
229,3,8:58.0,,T. Young misses 2-pt hook shot from 6 ft,59,46
230,3,8:57.0,Defensive rebound by Ö. Aşık,,59,46
231,3,8:53.0,Shooting foul by D. Williams (drawn by A. Davis),,59,46
232,3,8:53.0,A. Davis makes free throw 1 of 2,,60,46
233,3,8:53.0,A. Davis makes free throw 2 of 2,,61,46
234,3,8:41.0,,T. Young misses 2-pt hook shot from 4 ft,61,46
235,3,8:40.0,Defensive rebound by Ö. Aşık,,61,46
236,3,8:33.0,Offensive foul by E. Gordon (drawn by M. Brown),,61,46
237,3,8:33.0,Turnover by E. Gordon (offensive foul),,61,46
238,3,8:23.0,,Offensive foul by B. Lopez (drawn by N. Cole),61,46
239,3,8:23.0,,Turnover by B. Lopez (offensive foul),61,46
240,3,8:14.0,E. Gordon misses 2-pt layup from 1 ft,,61,46
241,3,8:13.0,Offensive rebound by Ö. Aşık,,61,46
242,3,8:12.0,Ö. Aşık makes 2-pt layup at rim,,63,46
243,3,8:02.0,,Brooklyn full timeout,63,46
244,3,8:02.0,,B. Bogdanović enters the game for M. Brown,63,46
245,3,7:48.0,,T. Young misses 2-pt jump shot from 13 ft,63,46
246,3,7:47.0,,Offensive rebound by B. Lopez,63,46
247,3,7:45.0,,B. Lopez misses 2-pt layup from 2 ft,63,46
248,3,7:44.0,,Offensive rebound by B. Lopez,63,46
249,3,7:43.0,,Shooting foul by Q. Pondexter (drawn by B. Lopez),63,46
250,3,7:43.0,,B. Lopez misses free throw 1 of 2,63,46
251,3,7:43.0,,Offensive rebound by Team,63,46
252,3,7:43.0,,B. Lopez misses free throw 2 of 2,63,46
253,3,7:42.0,Defensive rebound by A. Davis,,63,46
254,3,7:28.0,A. Davis misses 2-pt layup from 2 ft,,63,46
255,3,7:27.0,,Defensive rebound by T. Young,63,46
256,3,7:22.0,,D. Williams makes 2-pt jump shot from 17 ft,63,48
257,3,6:55.0,Ö. Aşık makes 2-pt layup at rim,,65,48
258,3,6:46.0,,D. Williams makes 2-pt layup from 1 ft,65,50
259,3,6:25.0,N. Cole makes 3-pt jump shot from 23 ft (assist by A. Davis),,68,50
260,3,6:14.0,,B. Lopez misses 2-pt jump shot from 8 ft,68,50
261,3,6:13.0,Defensive rebound by N. Cole,,68,50
262,3,6:08.0,A. Davis makes 2-pt dunk at rim (assist by N. Cole),,70,50
263,3,6:06.0,,Brooklyn full timeout,70,50
264,3,6:06.0,,J. Jordan enters the game for B. Lopez,70,50
265,3,6:06.0,,J. Jack enters the game for B. Bogdanović,70,50
266,3,5:45.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Williams),70,53
267,3,5:20.0,E. Gordon makes 2-pt jump shot from 17 ft (assist by Q. Pondexter),,72,53
268,3,4:58.0,,T. Young misses 2-pt hook shot from 7 ft,72,53
269,3,4:57.0,,Offensive rebound by Team,72,53
270,3,4:57.0,D. Cunningham enters the game for Q. Pondexter,,72,53
271,3,4:52.0,,D. Williams misses 2-pt jump shot from 15 ft,72,53
272,3,4:51.0,Defensive rebound by D. Cunningham,,72,53
273,3,4:36.0,N. Cole misses 3-pt jump shot from 24 ft,,72,53
274,3,4:35.0,Offensive rebound by Ö. Aşık,,72,53
275,3,4:31.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by Ö. Aşık),,75,53
276,3,4:09.0,,J. Jack makes 2-pt jump shot from 7 ft,75,55
277,3,3:42.0,Turnover by Team (shot clock),,75,55
278,3,3:33.0,,J. Jack misses 2-pt jump shot from 19 ft (block by A. Davis),75,55
279,3,3:32.0,,Offensive rebound by Team,75,55
280,3,3:32.0,A. Ajinça enters the game for Ö. Aşık,,75,55
281,3,3:29.0,,Shooting foul by N. Cole (drawn by D. Williams),75,55
282,3,3:29.0,,D. Williams makes free throw 1 of 2,75,56
283,3,3:29.0,,D. Williams makes free throw 2 of 2,75,57
284,3,3:11.0,D. Cunningham makes 2-pt layup from 1 ft (assist by A. Davis),,77,57
285,3,3:00.0,,D. Williams misses 2-pt jump shot from 17 ft,77,57
286,3,2:59.0,Defensive rebound by A. Davis,,77,57
287,3,2:46.0,A. Davis misses 2-pt jump shot from 18 ft,,77,57
288,3,2:44.0,,Defensive rebound by J. Jordan,77,57
289,3,2:25.0,,T. Young misses 2-pt jump shot from 20 ft,77,57
290,3,2:24.0,Defensive rebound by A. Ajinça,,77,57
291,3,2:08.0,A. Davis misses 2-pt hook shot from 6 ft,,77,57
292,3,2:07.0,,Defensive rebound by J. Jack,77,57
293,3,1:57.0,,D. Williams makes 2-pt layup from 3 ft,77,59
294,3,1:37.0,Shooting foul by J. Jordan (drawn by A. Davis),,77,59
295,3,1:37.0,A. Davis misses free throw 1 of 2,,77,59
296,3,1:37.0,Offensive rebound by Team,,77,59
297,3,1:37.0,E. Williams enters the game for E. Gordon,,77,59
298,3,1:37.0,,B. Bogdanović enters the game for J. Johnson,77,59
299,3,1:37.0,,C. Jefferson enters the game for T. Young,77,59
300,3,1:37.0,A. Davis makes free throw 2 of 2,,78,59
301,3,1:24.0,,Personal foul by A. Ajinça (drawn by D. Williams),78,59
302,3,1:24.0,Q. Pondexter enters the game for A. Davis,,78,59
303,3,1:20.0,,J. Jack misses 3-pt jump shot from 24 ft,78,59
304,3,1:19.0,Defensive rebound by N. Cole,,78,59
305,3,1:09.0,A. Ajinça misses 2-pt jump shot from 6 ft,,78,59
306,3,1:08.0,,Defensive rebound by J. Jordan,78,59
307,3,1:00.0,,C. Jefferson misses 2-pt layup from 2 ft,78,59
308,3,0:58.0,,Offensive rebound by J. Jordan,78,59
309,3,0:54.0,,Turnover by C. Jefferson (lost ball; steal by D. Cunningham),78,59
310,3,0:42.0,E. Williams misses 3-pt jump shot from 24 ft,,78,59
311,3,0:41.0,,Defensive rebound by C. Jefferson,78,59
312,3,0:34.0,,D. Williams misses 2-pt jump shot from 18 ft,78,59
313,3,0:33.0,Defensive rebound by N. Cole,,78,59
314,3,0:28.0,E. Williams misses 2-pt layup from 1 ft,,78,59
315,3,0:27.0,,Defensive rebound by C. Jefferson,78,59
316,3,0:06.0,,J. Jack makes 2-pt layup from 1 ft,78,61
317,3,0:06.0,Turnover by A. Ajinça (bad pass; steal by D. Williams),,78,61
318,3,0:05.0,,D. Williams misses 2-pt dunk at rim,78,61
319,3,0:04.0,Defensive rebound by N. Cole,,78,61
320,3,0:01.0,E. Williams misses 3-pt jump shot from 24 ft,,78,61
321,3,0:00.0,Offensive rebound by Team,,78,61
322,4,11:46.0,A. Ajinça makes 2-pt hook shot from 7 ft,,80,61
323,4,11:29.0,,C. Jefferson makes 2-pt jump shot from 12 ft (assist by B. Bogdanović),80,63
324,4,11:09.0,Shooting foul by M. Plumlee (drawn by A. Ajinça),,80,63
325,4,11:09.0,A. Ajinça makes free throw 1 of 2,,81,63
326,4,11:09.0,A. Ajinça makes free throw 2 of 2,,82,63
327,4,10:56.0,,J. Jack makes 2-pt jump shot from 3 ft,82,65
328,4,10:56.0,,Shooting foul by A. Ajinça (drawn by J. Jack),82,65
329,4,10:56.0,,J. Jack makes free throw 1 of 1,82,66
330,4,10:39.0,J. Fredette makes 2-pt jump shot from 19 ft,,84,66
331,4,10:30.0,,Turnover by J. Jack (bad pass; steal by A. Ajinça),84,66
332,4,10:25.0,E. Williams makes 2-pt dunk at rim (assist by Q. Pondexter),,86,66
333,4,10:14.0,,Turnover by S. Karasev (bad pass; steal by A. Ajinça),86,66
334,4,10:08.0,Turnover by Q. Pondexter (bad pass),,86,66
335,4,9:57.0,,B. Bogdanović makes 2-pt jump shot from 4 ft,86,68
336,4,9:35.0,Turnover by J. Fredette (bad pass),,86,68
337,4,9:29.0,,M. Plumlee misses 2-pt layup from 2 ft,86,68
338,4,9:28.0,,Offensive rebound by S. Karasev,86,68
339,4,9:27.0,,S. Karasev misses 2-pt jump shot from 3 ft,86,68
340,4,9:26.0,,Offensive rebound by C. Jefferson,86,68
341,4,9:25.0,,C. Jefferson makes 2-pt dunk at rim,86,70
342,4,9:06.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by A. Ajinça),,89,70
343,4,8:45.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,89,70
344,4,8:43.0,,Offensive rebound by Team,89,70
345,4,8:43.0,Loose ball foul by Q. Pondexter (drawn by M. Plumlee),,89,70
346,4,8:43.0,Official timeout,,89,70
347,4,8:43.0,L. Babbitt enters the game for E. Williams,,89,70
348,4,8:33.0,,M. Plumlee misses 2-pt jump shot from 4 ft,89,70
349,4,8:32.0,,Offensive rebound by M. Plumlee,89,70
350,4,8:31.0,,M. Plumlee misses 2-pt tip-in from 2 ft,89,70
351,4,8:30.0,Defensive rebound by L. Babbitt,,89,70
352,4,8:15.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by J. Fredette),,92,70
353,4,8:00.0,,Personal foul by J. Fredette (drawn by J. Jack),92,70
354,4,7:51.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by S. Karasev),92,73
355,4,7:35.0,Q. Pondexter makes 2-pt layup at rim (assist by A. Ajinça),,94,73
356,4,7:24.0,,Turnover by B. Bogdanović (lost ball),94,73
357,4,7:01.0,A. Ajinça misses 2-pt jump shot from 8 ft,,94,73
358,4,7:00.0,,Defensive rebound by C. Jefferson,94,73
359,4,6:52.0,,Turnover by C. Jefferson (lost ball; steal by J. Fredette),94,73
360,4,6:45.0,J. Fredette misses 3-pt jump shot from 24 ft,,94,73
361,4,6:44.0,,Defensive rebound by S. Karasev,94,73
362,4,6:39.0,,B. Bogdanović makes 2-pt layup at rim (assist by J. Jack),94,75
363,4,6:18.0,L. Babbitt makes 2-pt jump shot from 15 ft,,96,75
364,4,6:10.0,,Brooklyn full timeout,96,75
365,4,6:10.0,N. Cole enters the game for J. Fredette,,96,75
366,4,6:10.0,,J. Johnson enters the game for C. Jefferson,96,75
367,4,6:10.0,,T. Young enters the game for S. Karasev,96,75
368,4,6:00.0,,B. Bogdanović makes 2-pt layup at rim (assist by J. Jack),96,77
369,4,5:45.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by L. Babbitt),,99,77
370,4,5:34.0,,Turnover by M. Plumlee (lost ball; steal by L. Babbitt),99,77
371,4,5:23.0,A. Ajinça misses 2-pt hook shot from 4 ft,,99,77
372,4,5:22.0,,Defensive rebound by T. Young,99,77
373,4,5:07.0,,T. Young makes 2-pt layup from 3 ft,99,79
374,4,4:46.0,Q. Pondexter makes 3-pt jump shot from 25 ft (assist by A. Ajinça),,102,79
375,4,4:30.0,,J. Johnson makes 2-pt jump shot from 4 ft (assist by J. Jack),102,81
376,4,4:12.0,Turnover by A. Ajinça (bad pass; steal by J. Johnson),,102,81
377,4,3:55.0,,J. Johnson misses 3-pt jump shot from 25 ft,102,81
378,4,3:54.0,Defensive rebound by N. Cole,,102,81
379,4,3:49.0,New Orleans full timeout,,102,81
380,4,3:49.0,Ö. Aşık enters the game for A. Ajinça,,102,81
381,4,3:49.0,E. Gordon enters the game for L. Babbitt,,102,81
