,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
124,2,8:01.0,Turnover by P. Prigioni (bad pass; steal by A. Rivers),,38,36
125,2,7:56.0,,A. Rivers makes 2-pt layup from 1 ft,38,38
126,2,7:39.0,A. Stoudemire makes 2-pt layup from 2 ft,,40,38
127,2,7:24.0,,R. Anderson misses 3-pt jump shot from 24 ft,40,38
128,2,7:23.0,Defensive rebound by Team,,40,38
129,2,7:23.0,,Loose ball foul by A. Ajinça (drawn by A. Stoudemire),40,38
130,2,7:23.0,,A. Davis enters the game for A. Ajinça,40,38
131,2,7:07.0,T. Hardaway misses 2-pt layup from 2 ft (block by A. Rivers),,40,38
132,2,7:05.0,,Defensive rebound by D. Cunningham,40,38
133,2,7:01.0,,R. Anderson misses 2-pt layup from 2 ft,40,38
134,2,6:58.0,Defensive rebound by Team,,40,38
135,2,6:58.0,,T. Evans enters the game for G. Mekel,40,38
136,2,6:37.0,J. Smith misses 2-pt jump shot from 23 ft,,40,38
137,2,6:36.0,,Defensive rebound by A. Davis,40,38
138,2,6:29.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by T. Evans),40,40
139,2,6:24.0,New York full timeout,,40,40
140,2,6:24.0,I. Shumpert enters the game for A. Stoudemire,,40,40
141,2,6:24.0,Q. Acy enters the game for J. Smith,,40,40
142,2,6:24.0,J. Calderón enters the game for P. Prigioni,,40,40
143,2,6:24.0,C. Anthony enters the game for T. Hardaway,,40,40
144,2,6:04.0,J. Smith makes 2-pt jump shot from 16 ft,,42,40
145,2,5:42.0,,T. Evans makes 2-pt jump shot from 4 ft,42,42
146,2,5:29.0,J. Smith makes flagrant free throw 1 of 2,,43,42
147,2,5:29.0,J. Smith misses flagrant free throw 2 of 2,,43,42
148,2,5:29.0,Offensive rebound by Team,,43,42
149,2,5:15.0,Turnover by C. Anthony (bad pass; steal by T. Evans),,43,42
150,2,5:11.0,,Shooting foul by I. Shumpert (drawn by D. Cunningham),43,42
151,2,5:11.0,,D. Cunningham misses free throw 1 of 2,43,42
152,2,5:11.0,,Offensive rebound by Team,43,42
153,2,5:11.0,,D. Cunningham makes free throw 2 of 2,43,43
154,2,4:52.0,Def 3 sec tech foul by A. Rivers,,43,43
155,2,4:52.0,C. Anthony makes technical free throw,,44,43
156,2,4:52.0,,J. Holiday enters the game for R. Anderson,44,43
157,2,4:41.0,J. Smith misses 2-pt jump shot from 18 ft,,44,43
158,2,4:39.0,Offensive rebound by C. Anthony,,44,43
159,2,4:38.0,,L. Babbitt enters the game for A. Rivers,44,43
160,2,4:27.0,C. Anthony makes 2-pt layup from 1 ft,,46,43
161,2,4:16.0,,T. Evans makes 2-pt layup from 2 ft,46,45
162,2,4:01.0,Shooting foul by L. Babbitt (drawn by C. Anthony),,46,45
163,2,4:01.0,C. Anthony makes free throw 1 of 2,,47,45
164,2,4:01.0,A. Stoudemire enters the game for Q. Acy,,47,45
165,2,4:01.0,C. Anthony makes free throw 2 of 2,,48,45
166,2,3:46.0,,J. Holiday makes 2-pt jump shot from 20 ft,48,47
167,2,3:30.0,J. Smith misses 3-pt jump shot from 24 ft,,48,47
168,2,3:29.0,,Defensive rebound by J. Holiday,48,47
169,2,3:13.0,,Shooting foul by A. Stoudemire (drawn by A. Davis),48,47
170,2,3:13.0,,A. Davis misses free throw 1 of 2,48,47
171,2,3:13.0,,Offensive rebound by Team,48,47
172,2,3:13.0,,A. Davis makes free throw 2 of 2,48,48
173,2,2:56.0,Shooting foul by A. Davis (drawn by A. Stoudemire),,48,48
174,2,2:56.0,,New Orleans full timeout,48,48
175,2,2:56.0,J. Smith enters the game for J. Smith,,48,48
176,2,2:56.0,,Ö. Aşık enters the game for A. Davis,48,48
177,2,2:56.0,A. Stoudemire makes free throw 1 of 2,,49,48
178,2,2:56.0,,R. Anderson enters the game for L. Babbitt,49,48
179,2,2:56.0,A. Stoudemire makes free throw 2 of 2,,50,48
180,2,2:34.0,,T. Evans makes 2-pt layup from 1 ft,50,50
181,2,2:11.0,A. Stoudemire makes 2-pt jump shot from 15 ft (assist by I. Shumpert),,52,50
182,2,1:51.0,,J. Holiday makes 2-pt jump shot from 16 ft,52,52
183,2,1:35.0,C. Anthony misses 2-pt jump shot from 18 ft,,52,52
184,2,1:33.0,,Defensive rebound by J. Holiday,52,52
185,2,1:17.0,,J. Holiday misses 2-pt layup from 1 ft,52,52
186,2,1:16.0,,Offensive rebound by J. Holiday,52,52
187,2,0:59.0,,J. Holiday misses 3-pt jump shot from 24 ft,52,52
188,2,0:58.0,Defensive rebound by C. Anthony,,52,52
189,2,0:41.0,I. Shumpert misses 3-pt jump shot from 23 ft,,52,52
190,2,0:39.0,,Defensive rebound by T. Evans,52,52
191,2,0:18.0,,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),52,54
192,2,0:14.0,New York full timeout,,52,54
193,2,0:14.0,J. Smith enters the game for J. Smith,,52,54
194,2,0:14.0,,A. Rivers enters the game for R. Anderson,52,54
195,2,0:01.0,Turnover by I. Shumpert (bad pass),,52,54
196,2,0:01.0,,R. Anderson enters the game for Ö. Aşık,52,54
197,2,0:00.0,,R. Anderson misses 3-pt jump shot from 63 ft,52,54
198,2,0:00.0,,Offensive rebound by Team,52,54
199,3,11:40.0,A. Stoudemire misses 2-pt layup from 1 ft (block by L. Babbitt),,52,54
200,3,11:39.0,,Defensive rebound by A. Davis,52,54
201,3,11:18.0,,Shooting foul by Q. Acy (drawn by A. Davis),52,54
202,3,11:18.0,,A. Davis makes free throw 1 of 2,52,55
203,3,11:18.0,,A. Davis makes free throw 2 of 2,52,56
204,3,10:57.0,J. Calderón misses 2-pt jump shot from 15 ft,,52,56
205,3,10:55.0,,Defensive rebound by J. Holiday,52,56
206,3,10:49.0,,T. Evans misses 2-pt layup from 2 ft,52,56
207,3,10:46.0,Defensive rebound by A. Stoudemire,,52,56
208,3,10:31.0,A. Stoudemire makes 2-pt hook shot from 1 ft,,54,56
209,3,10:09.0,,A. Davis makes 2-pt jump shot from 13 ft,54,58
210,3,9:56.0,Turnover by I. Shumpert (bad pass),,54,58
211,3,9:44.0,,T. Evans misses 2-pt jump shot from 19 ft,54,58
212,3,9:42.0,,Offensive rebound by Ö. Aşık,54,58
213,3,9:39.0,Violation by I. Shumpert (kicked ball),,54,58
214,3,9:25.0,,L. Babbitt misses 3-pt jump shot from 26 ft,54,58
215,3,9:24.0,Defensive rebound by Q. Acy,,54,58
216,3,9:06.0,J. Calderón makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,57,58
217,3,8:52.0,,J. Holiday makes 2-pt jump shot from 19 ft,57,60
218,3,8:28.0,A. Stoudemire makes 2-pt layup from 1 ft (assist by I. Shumpert),,59,60
219,3,8:16.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by A. Stoudemire),59,60
220,3,8:14.0,Defensive rebound by I. Shumpert,,59,60
221,3,8:02.0,I. Shumpert misses 3-pt jump shot from 24 ft,,59,60
222,3,8:01.0,,Defensive rebound by Ö. Aşık,59,60
223,3,7:45.0,,A. Davis misses 2-pt jump shot from 20 ft,59,60
224,3,7:43.0,,Offensive rebound by Ö. Aşık,59,60
225,3,7:43.0,,Ö. Aşık makes 2-pt tip-in from 2 ft,59,62
226,3,7:41.0,New York full timeout,,59,62
227,3,7:41.0,S. Dalembert enters the game for A. Stoudemire,,59,62
228,3,7:28.0,Turnover by C. Anthony (lost ball),,59,62
229,3,7:17.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),59,64
230,3,7:17.0,,Shooting foul by S. Dalembert (drawn by A. Davis),59,64
231,3,7:17.0,,A. Davis misses free throw 1 of 1,59,64
232,3,7:15.0,Defensive rebound by S. Dalembert,,59,64
233,3,6:51.0,Q. Acy misses 2-pt jump shot from 15 ft,,59,64
234,3,6:50.0,,Defensive rebound by J. Holiday,59,64
235,3,6:35.0,,Turnover by L. Babbitt (bad pass; steal by Q. Acy),59,64
236,3,6:30.0,C. Anthony makes 2-pt jump shot from 14 ft,,61,64
237,3,6:13.0,,J. Holiday misses 2-pt jump shot from 12 ft,61,64
238,3,6:12.0,Defensive rebound by C. Anthony,,61,64
239,3,6:08.0,Personal foul by J. Holiday (drawn by C. Anthony),,61,64
240,3,6:08.0,J. Smith enters the game for Q. Acy,,61,64
241,3,5:57.0,C. Anthony misses 2-pt jump shot from 18 ft,,61,64
242,3,5:56.0,,Defensive rebound by Ö. Aşık,61,64
243,3,5:46.0,,A. Davis misses 2-pt jump shot from 14 ft,61,64
244,3,5:45.0,,Offensive rebound by Ö. Aşık,61,64
245,3,5:40.0,,L. Babbitt misses 3-pt jump shot from 24 ft,61,64
246,3,5:39.0,,Offensive rebound by A. Davis,61,64
247,3,5:33.0,,T. Evans misses 2-pt layup from 2 ft (block by J. Smith),61,64
248,3,5:29.0,,Offensive rebound by Ö. Aşık,61,64
249,3,5:29.0,,Ö. Aşık makes 2-pt dunk from 1 ft,61,66
250,3,5:14.0,,R. Anderson enters the game for Ö. Aşık,61,66
251,3,5:14.0,,D. Cunningham enters the game for L. Babbitt,61,66
252,3,5:05.0,S. Dalembert misses 2-pt jump shot from 17 ft,,61,66
253,3,5:04.0,,Defensive rebound by J. Holiday,61,66
254,3,4:53.0,,J. Holiday makes 2-pt layup from 2 ft,61,68
255,3,4:36.0,J. Smith makes 2-pt jump shot from 18 ft,,63,68
256,3,4:10.0,,A. Davis misses 2-pt jump shot from 3 ft,63,68
257,3,4:09.0,Defensive rebound by C. Anthony,,63,68
258,3,3:52.0,Turnover by C. Anthony (bad pass; steal by T. Evans),,63,68
259,3,3:49.0,,Shooting foul by J. Calderón (drawn by T. Evans),63,68
260,3,3:49.0,,T. Evans makes free throw 1 of 2,63,69
261,3,3:49.0,J. Smith enters the game for I. Shumpert,,63,69
262,3,3:49.0,,T. Evans makes free throw 2 of 2,63,70
263,3,3:36.0,J. Calderón makes 2-pt layup from 2 ft,,65,70
264,3,3:19.0,,D. Cunningham misses 2-pt jump shot from 20 ft,65,70
265,3,3:19.0,,Offensive rebound by A. Davis,65,70
266,3,3:19.0,,Shooting foul by J. Smith (drawn by A. Davis),65,70
267,3,3:19.0,,A. Davis makes free throw 1 of 2,65,71
268,3,3:19.0,,A. Davis misses free throw 2 of 2,65,71
269,3,3:18.0,Defensive rebound by S. Dalembert,,65,71
270,3,2:59.0,S. Dalembert misses 2-pt layup from 1 ft (block by A. Davis),,65,71
271,3,2:58.0,Offensive rebound by Team,,65,71
272,3,2:58.0,,Loose ball foul by D. Cunningham (drawn by J. Smith),65,71
273,3,2:58.0,,New Orleans full timeout,65,71
274,3,2:47.0,Offensive foul by S. Dalembert (drawn by J. Holiday),,65,71
275,3,2:47.0,Turnover by S. Dalembert (offensive foul),,65,71
276,3,2:25.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),65,73
277,3,2:04.0,S. Dalembert makes 2-pt hook shot from 4 ft (assist by J. Calderón),,67,73
278,3,1:48.0,,D. Cunningham misses 2-pt jump shot from 19 ft,67,73
279,3,1:47.0,Defensive rebound by S. Dalembert,,67,73
280,3,1:41.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Calderón),,70,73
281,3,1:21.0,,R. Anderson misses 2-pt layup from 1 ft (block by S. Dalembert),70,73
282,3,1:18.0,,Offensive rebound by R. Anderson,70,73
283,3,1:07.0,,T. Evans makes 2-pt layup from 2 ft (assist by J. Holiday),70,75
284,3,0:51.0,J. Smith misses 2-pt jump shot from 14 ft,,70,75
285,3,0:50.0,,Defensive rebound by D. Cunningham,70,75
286,3,0:40.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),70,77
287,3,0:28.0,Turnover by J. Smith (lost ball; steal by A. Davis),,70,77
288,3,0:20.0,,Turnover by T. Evans (lost ball; steal by J. Calderón),70,77
289,3,0:06.0,Personal foul by T. Evans (drawn by J. Smith),,70,77
290,3,0:06.0,,A. Rivers enters the game for T. Evans,70,77
291,3,0:06.0,A. Stoudemire enters the game for S. Dalembert,,70,77
292,3,0:06.0,,Ö. Aşık enters the game for A. Davis,70,77
293,3,0:00.0,J. Smith makes 3-pt jump shot from 26 ft,,73,77
294,4,11:45.0,,J. Holiday makes 2-pt layup from 2 ft,73,79
295,4,11:45.0,,Shooting foul by A. Stoudemire (drawn by J. Holiday),73,79
296,4,11:45.0,,J. Holiday makes free throw 1 of 1,73,80
297,4,11:21.0,J. Smith misses 2-pt layup from 2 ft,,73,80
298,4,11:20.0,,Defensive rebound by D. Cunningham,73,80
299,4,11:19.0,,Offensive foul by D. Cunningham (drawn by A. Stoudemire),73,80
300,4,11:19.0,,Turnover by D. Cunningham (offensive foul),73,80
301,4,11:19.0,,G. Mekel enters the game for J. Holiday,73,80
302,4,11:11.0,T. Hardaway misses 2-pt layup from 1 ft,,73,80
303,4,11:10.0,Offensive rebound by Team,,73,80
304,4,11:01.0,J. Smith misses 2-pt jump shot from 15 ft,,73,80
305,4,11:00.0,,Defensive rebound by Ö. Aşık,73,80
306,4,10:42.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by R. Anderson),73,83
307,4,10:27.0,Turnover by A. Stoudemire (traveling),,73,83
308,4,10:15.0,,Turnover by A. Rivers (bad pass),73,83
309,4,9:53.0,A. Stoudemire misses 2-pt layup from 2 ft (block by Ö. Aşık),,73,83
310,4,9:51.0,Offensive rebound by A. Stoudemire,,73,83
311,4,9:49.0,A. Stoudemire makes 2-pt layup from 2 ft,,75,83
312,4,9:28.0,,G. Mekel misses 2-pt jump shot from 8 ft (block by A. Stoudemire),75,83
313,4,9:28.0,,Offensive rebound by Team,75,83
314,4,9:28.0,,New Orleans full timeout,75,83
315,4,9:25.0,,R. Anderson misses 3-pt jump shot from 25 ft,75,83
316,4,9:24.0,,Offensive rebound by D. Cunningham,75,83
317,4,9:24.0,,Shooting foul by T. Hardaway (drawn by D. Cunningham),75,83
318,4,9:24.0,,D. Cunningham makes free throw 1 of 2,75,84
319,4,9:24.0,,D. Cunningham makes free throw 2 of 2,75,85
320,4,9:07.0,Turnover by P. Prigioni (bad pass),,75,85
321,4,8:50.0,,R. Anderson misses 3-pt jump shot from 25 ft,75,85
322,4,8:48.0,Defensive rebound by P. Prigioni,,75,85
323,4,8:38.0,P. Prigioni misses 3-pt jump shot from 26 ft,,75,85
324,4,8:37.0,,Defensive rebound by Ö. Aşık,75,85
325,4,8:28.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by A. Rivers),75,87
326,4,8:28.0,,Shooting foul by J. Smith (drawn by Ö. Aşık),75,87
327,4,8:28.0,C. Anthony enters the game for J. Smith,,75,87
328,4,8:28.0,,Ö. Aşık misses free throw 1 of 1,75,87
329,4,8:27.0,Defensive rebound by J. Smith,,75,87
330,4,8:20.0,T. Hardaway makes 2-pt layup from 2 ft (assist by J. Smith),,77,87
331,4,8:02.0,,A. Rivers misses 2-pt jump shot from 3 ft,77,87
332,4,8:02.0,,Offensive rebound by Team,77,87
333,4,8:02.0,Loose ball foul by A. Stoudemire (drawn by Ö. Aşık),,77,87
334,4,7:53.0,,G. Mekel misses 2-pt jump shot from 3 ft (block by A. Stoudemire),77,87
335,4,7:51.0,Defensive rebound by A. Stoudemire,,77,87
336,4,7:34.0,Shooting foul by Ö. Aşık (drawn by A. Stoudemire),,77,87
337,4,7:34.0,A. Stoudemire misses free throw 1 of 2,,77,87
338,4,7:34.0,Offensive rebound by Team,,77,87
339,4,7:34.0,J. Calderón enters the game for P. Prigioni,,77,87
340,4,7:34.0,A. Stoudemire makes free throw 2 of 2,,78,87
341,4,7:12.0,,G. Mekel misses 2-pt layup from 2 ft (block by A. Stoudemire),78,87
342,4,7:12.0,,Offensive rebound by Team,78,87
343,4,6:53.0,,A. Rivers makes 2-pt jump shot from 8 ft,78,89
344,4,6:41.0,Turnover by C. Anthony (bad pass; steal by G. Mekel),,78,89
345,4,6:35.0,,G. Mekel misses 2-pt layup from 1 ft,78,89
346,4,6:34.0,Defensive rebound by C. Anthony,,78,89
347,4,6:14.0,A. Stoudemire misses 2-pt jump shot from 20 ft,,78,89
348,4,6:13.0,,Defensive rebound by R. Anderson,78,89
349,4,6:09.0,,New Orleans full timeout,78,89
350,4,6:09.0,,T. Evans enters the game for G. Mekel,78,89
351,4,5:55.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by A. Rivers),78,91
352,4,5:32.0,A. Stoudemire makes 2-pt layup from 2 ft,,80,91
353,4,5:10.0,,A. Rivers misses 2-pt jump shot from 16 ft,80,91
354,4,5:09.0,Defensive rebound by C. Anthony,,80,91
355,4,4:52.0,T. Hardaway misses 3-pt jump shot from 24 ft,,80,91
356,4,4:51.0,,Defensive rebound by A. Rivers,80,91
357,4,4:33.0,,R. Anderson misses 3-pt jump shot from 25 ft,80,91
358,4,4:32.0,Defensive rebound by J. Smith,,80,91
359,4,4:26.0,Personal foul by T. Evans (drawn by J. Smith),,80,91
360,4,4:26.0,Official timeout,,80,91
361,4,4:26.0,,J. Holiday enters the game for R. Anderson,80,91
362,4,4:26.0,,A. Davis enters the game for A. Rivers,80,91
363,4,4:26.0,P. Prigioni enters the game for T. Hardaway,,80,91
364,4,4:16.0,Shooting foul by A. Davis (drawn by J. Smith),,80,91
365,4,4:16.0,J. Smith makes free throw 1 of 2,,81,91
366,4,4:16.0,J. Smith makes free throw 2 of 2,,82,91
367,4,4:03.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),82,93
368,4,3:55.0,J. Smith misses 3-pt jump shot from 24 ft,,82,93
369,4,3:54.0,,Defensive rebound by T. Evans,82,93
370,4,3:30.0,,Turnover by A. Davis (lost ball; steal by C. Anthony),82,93
371,4,3:11.0,J. Smith misses 2-pt layup from 1 ft (block by A. Davis),,82,93
372,4,3:09.0,,Defensive rebound by Ö. Aşık,82,93
373,4,3:05.0,,T. Evans makes 2-pt layup from 1 ft (assist by Ö. Aşık),82,95
374,4,2:49.0,P. Prigioni makes 3-pt jump shot from 25 ft (assist by J. Smith),,85,95
375,4,2:31.0,,Shooting foul by A. Stoudemire (drawn by T. Evans),85,95
376,4,2:31.0,New York full timeout,,85,95
377,4,2:31.0,,T. Evans makes free throw 1 of 2,85,96
378,4,2:31.0,,T. Evans makes free throw 2 of 2,85,97
