,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
87,1,0:37.0,K. Irving makes free throw 2 of 2,,30,30
88,1,0:25.0,,R. Kelly misses 2-pt layup from 2 ft,30,30
89,1,0:23.0,,Offensive rebound by C. Boozer,30,30
90,1,0:21.0,,Turnover by C. Boozer (bad pass; steal by K. Irving),30,30
91,1,0:03.0,J. Smith misses 3-pt jump shot from 26 ft,,30,30
92,1,0:00.0,Offensive rebound by Team,,30,30
93,2,11:44.0,,C. Boozer makes 2-pt jump shot from 18 ft (assist by T. Black),30,32
94,2,11:24.0,M. Dellavedova makes 2-pt jump shot from 9 ft (assist by S. Marion),,32,32
95,2,10:57.0,,J. Lin makes 2-pt jump shot from 13 ft,32,34
96,2,10:39.0,L. James misses 2-pt jump shot from 19 ft,,32,34
97,2,10:37.0,Offensive rebound by T. Mozgov,,32,34
98,2,10:33.0,L. James misses 3-pt jump shot from 24 ft,,32,34
99,2,10:32.0,,Defensive rebound by J. Lin,32,34
100,2,10:32.0,,Personal take foul by M. Dellavedova (drawn by J. Lin),32,34
101,2,10:32.0,K. Love enters the game for T. Thompson,,32,34
102,2,10:26.0,,J. Lin makes 3-pt jump shot from 24 ft,32,37
103,2,10:12.0,Shooting foul by C. Boozer (drawn by L. James),,32,37
104,2,10:12.0,L. James misses free throw 1 of 2,,32,37
105,2,10:12.0,Offensive rebound by Team,,32,37
106,2,10:12.0,T. Thompson enters the game for T. Mozgov,,32,37
107,2,10:12.0,L. James misses free throw 2 of 2,,32,37
108,2,10:10.0,,Defensive rebound by T. Black,32,37
109,2,9:55.0,,N. Young misses 2-pt jump shot from 18 ft,32,37
110,2,9:54.0,Defensive rebound by Team,,32,37
111,2,9:46.0,Shooting foul by T. Black (drawn by L. James),,32,37
112,2,9:46.0,L. James misses free throw 1 of 2,,32,37
113,2,9:46.0,Offensive rebound by Team,,32,37
114,2,9:46.0,L. James misses free throw 2 of 2,,32,37
115,2,9:45.0,,Defensive rebound by R. Kelly,32,37
116,2,9:31.0,,N. Young makes 3-pt jump shot from 23 ft (assist by J. Lin),32,40
117,2,9:20.0,Personal foul by R. Kelly (drawn by L. James),,32,40
118,2,9:20.0,J. Smith enters the game for S. Marion,,32,40
119,2,9:07.0,Shooting foul by T. Black (drawn by L. James),,32,40
120,2,9:07.0,L. James makes free throw 1 of 2,,33,40
121,2,9:07.0,,J. Hill enters the game for T. Black,33,40
122,2,9:07.0,L. James makes free throw 2 of 2,,34,40
123,2,9:00.0,,Turnover by R. Kelly (lost ball; steal by M. Dellavedova),34,40
124,2,9:00.0,Personal foul by J. Lin (drawn by M. Dellavedova),,34,40
125,2,9:00.0,M. Dellavedova misses free throw 1 of 2,,34,40
126,2,9:00.0,Offensive rebound by Team,,34,40
127,2,9:00.0,M. Dellavedova makes free throw 2 of 2,,35,40
128,2,8:41.0,,R. Kelly misses 3-pt jump shot from 26 ft,35,40
129,2,8:39.0,Defensive rebound by T. Thompson,,35,40
130,2,8:29.0,L. James makes 2-pt jump shot from 5 ft,,37,40
131,2,8:11.0,,N. Young misses 3-pt jump shot from 24 ft,37,40
132,2,8:10.0,Defensive rebound by T. Thompson,,37,40
133,2,8:03.0,Turnover by L. James (traveling),,37,40
134,2,7:45.0,,C. Boozer misses 2-pt jump shot from 15 ft,37,40
135,2,7:44.0,Defensive rebound by K. Love,,37,40
136,2,7:32.0,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),,39,40
137,2,7:16.0,,R. Kelly makes 2-pt layup from 1 ft (assist by J. Lin),39,42
138,2,7:04.0,T. Thompson misses 2-pt layup from 1 ft,,39,42
139,2,7:03.0,,Defensive rebound by N. Young,39,42
140,2,6:46.0,,J. Hill misses 2-pt jump shot from 12 ft,39,42
141,2,6:45.0,Defensive rebound by L. James,,39,42
142,2,6:41.0,L. James makes 2-pt layup from 1 ft,,41,42
143,2,6:41.0,Shooting foul by R. Kelly (drawn by L. James),,41,42
144,2,6:41.0,K. Irving enters the game for M. Dellavedova,,41,42
145,2,6:41.0,,W. Johnson enters the game for R. Kelly,41,42
146,2,6:41.0,,E. Davis enters the game for C. Boozer,41,42
147,2,6:41.0,L. James makes free throw 1 of 1,,42,42
148,2,6:28.0,,N. Young misses 3-pt jump shot from 24 ft,42,42
149,2,6:27.0,,Offensive rebound by J. Lin,42,42
150,2,6:22.0,,J. Lin misses 2-pt jump shot from 3 ft (block by T. Thompson),42,42
151,2,6:22.0,Defensive rebound by K. Love,,42,42
152,2,6:22.0,Personal foul by N. Young (drawn by K. Love),,42,42
153,2,6:22.0,K. Love makes free throw 1 of 2,,43,42
154,2,6:22.0,K. Love makes free throw 2 of 2,,44,42
155,2,6:11.0,,N. Young misses 2-pt jump shot from 11 ft,44,42
156,2,6:09.0,Defensive rebound by J. Smith,,44,42
157,2,6:02.0,K. Love makes 2-pt dunk at rim (assist by L. James),,46,42
158,2,5:39.0,,N. Young makes 2-pt jump shot from 20 ft,46,44
159,2,5:39.0,,Shooting foul by J. Smith (drawn by N. Young),46,44
160,2,5:39.0,,LA Lakers full timeout,46,44
161,2,5:39.0,,R. Price enters the game for J. Lin,46,44
162,2,5:39.0,,N. Young makes free throw 1 of 1,46,45
163,2,5:23.0,K. Love misses 3-pt jump shot from 23 ft,,46,45
164,2,5:21.0,,Defensive rebound by J. Hill,46,45
165,2,4:56.0,,J. Hill makes 2-pt jump shot from 12 ft,46,47
166,2,4:38.0,Shooting foul by J. Hill (drawn by K. Love),,46,47
167,2,4:38.0,K. Love misses free throw 1 of 2,,46,47
168,2,4:38.0,Offensive rebound by Team,,46,47
169,2,4:38.0,,K. Bryant enters the game for N. Young,46,47
170,2,4:38.0,K. Love makes free throw 2 of 2,,47,47
171,2,4:23.0,,W. Johnson makes 2-pt layup from 1 ft (assist by K. Bryant),47,49
172,2,4:11.0,K. Irving makes 2-pt layup from 1 ft,,49,49
173,2,3:54.0,,Turnover by J. Hill (bad pass; steal by L. James),49,49
174,2,3:51.0,L. James misses 2-pt dunk at rim,,49,49
175,2,3:51.0,,Defensive rebound by Team,49,49
176,2,3:38.0,,Turnover by K. Bryant (bad pass; steal by J. Smith),49,49
177,2,3:29.0,K. Irving makes 2-pt jump shot from 13 ft,,51,49
178,2,3:09.0,,Shooting foul by T. Thompson (drawn by R. Price),51,49
179,2,3:09.0,,R. Price misses free throw 1 of 2,51,49
180,2,3:09.0,,Offensive rebound by Team,51,49
181,2,3:09.0,,R. Price makes free throw 2 of 2,51,50
182,2,2:44.0,T. Thompson misses 2-pt hook shot from 11 ft,,51,50
183,2,2:41.0,,Defensive rebound by W. Johnson,51,50
184,2,2:34.0,,K. Bryant misses 2-pt layup from 1 ft (block by T. Thompson),51,50
185,2,2:31.0,Defensive rebound by T. Thompson,,51,50
186,2,2:27.0,K. Irving misses 3-pt jump shot from 24 ft,,51,50
187,2,2:25.0,,Defensive rebound by J. Hill,51,50
188,2,2:21.0,,K. Bryant makes 2-pt layup from 1 ft (assist by J. Hill),51,52
189,2,2:14.0,Cleveland full timeout,,51,52
190,2,2:06.0,Shooting foul by E. Davis (drawn by K. Love),,51,52
191,2,2:06.0,K. Love makes free throw 1 of 2,,52,52
192,2,2:06.0,T. Mozgov enters the game for T. Thompson,,52,52
193,2,2:06.0,K. Love makes free throw 2 of 2,,53,52
194,2,1:52.0,,K. Bryant misses 2-pt jump shot from 4 ft,53,52
195,2,1:49.0,,Offensive rebound by E. Davis,53,52
196,2,1:49.0,,E. Davis makes 2-pt tip-in at rim,53,54
197,2,1:40.0,K. Irving makes 2-pt jump shot from 14 ft,,55,54
198,2,1:21.0,,E. Davis makes 2-pt layup from 1 ft (assist by K. Bryant),55,56
199,2,1:02.0,K. Love misses 2-pt jump shot from 14 ft,,55,56
200,2,1:00.0,,Defensive rebound by W. Johnson,55,56
201,2,0:54.0,,Shooting foul by T. Mozgov (drawn by E. Davis),55,56
202,2,0:54.0,,E. Davis makes free throw 1 of 2,55,57
203,2,0:54.0,T. Thompson enters the game for T. Mozgov,,55,57
204,2,0:54.0,,E. Davis makes free throw 2 of 2,55,58
205,2,0:36.0,L. James makes 2-pt jump shot from 14 ft,,57,58
206,2,0:25.0,,K. Bryant makes 3-pt jump shot from 25 ft,57,61
207,2,0:04.0,L. James misses 3-pt jump shot from 24 ft,,57,61
208,2,0:03.0,,Defensive rebound by E. Davis,57,61
209,3,11:35.0,,K. Bryant misses 3-pt jump shot from 26 ft,57,61
210,3,11:34.0,Defensive rebound by T. Mozgov,,57,61
211,3,11:19.0,L. James misses 3-pt jump shot,,57,61
212,3,11:15.0,Offensive rebound by L. James,,57,61
213,3,11:15.0,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),,60,61
214,3,10:58.0,,R. Price misses 2-pt jump shot from 20 ft,60,61
215,3,10:57.0,Defensive rebound by T. Mozgov,,60,61
216,3,10:48.0,K. Irving makes 2-pt jump shot from 8 ft (assist by L. James),,62,61
217,3,10:33.0,,R. Price misses 2-pt jump shot from 3 ft (block by T. Mozgov),62,61
218,3,10:31.0,Defensive rebound by T. Mozgov,,62,61
219,3,10:14.0,K. Irving misses 2-pt jump shot from 9 ft,,62,61
220,3,10:13.0,,Defensive rebound by K. Bryant,62,61
221,3,10:04.0,,J. Hill makes 2-pt jump shot from 21 ft (assist by K. Bryant),62,63
222,3,9:44.0,J. Smith misses 2-pt jump shot from 3 ft,,62,63
223,3,9:43.0,,Defensive rebound by E. Davis,62,63
224,3,9:29.0,,J. Hill misses 2-pt hook shot from 7 ft,62,63
225,3,9:27.0,Defensive rebound by T. Mozgov,,62,63
226,3,9:19.0,T. Mozgov misses 2-pt hook shot from 2 ft,,62,63
227,3,9:16.0,,Defensive rebound by K. Bryant,62,63
228,3,9:06.0,,E. Davis misses 2-pt jump shot from 12 ft,62,63
229,3,9:04.0,,Offensive rebound by J. Hill,62,63
230,3,9:04.0,,J. Hill misses 2-pt tip-in from 1 ft,62,63
231,3,9:02.0,Defensive rebound by L. James,,62,63
232,3,8:53.0,L. James makes 2-pt layup from 1 ft,,64,63
233,3,8:40.0,,K. Bryant misses 2-pt jump shot from 14 ft,64,63
234,3,8:39.0,Defensive rebound by T. Mozgov,,64,63
235,3,8:30.0,J. Smith misses 3-pt jump shot from 22 ft,,64,63
236,3,8:28.0,Offensive rebound by T. Mozgov,,64,63
237,3,8:22.0,J. Smith misses 3-pt jump shot from 24 ft,,64,63
238,3,8:21.0,,Defensive rebound by E. Davis,64,63
239,3,7:59.0,,R. Price misses 3-pt jump shot from 26 ft,64,63
240,3,7:58.0,,Offensive rebound by Team,64,63
241,3,7:58.0,,Turnover by Team (shot clock),64,63
242,3,7:37.0,J. Smith makes 2-pt jump shot from 10 ft,,66,63
243,3,7:16.0,,J. Hill makes 2-pt jump shot from 12 ft (assist by K. Bryant),66,65
244,3,6:51.0,J. Smith misses 3-pt jump shot from 23 ft,,66,65
245,3,6:49.0,Offensive rebound by T. Mozgov,,66,65
246,3,6:41.0,K. Irving makes 2-pt layup from 1 ft,,68,65
247,3,6:23.0,,J. Hill makes 2-pt jump shot from 21 ft (assist by K. Bryant),68,67
248,3,6:02.0,Personal foul by R. Price (drawn by K. Irving),,68,67
249,3,6:02.0,S. Marion enters the game for L. James,,68,67
250,3,5:53.0,J. Smith makes 2-pt jump shot from 20 ft,,70,67
251,3,5:33.0,,E. Davis makes 2-pt layup from 2 ft (assist by K. Bryant),70,69
252,3,5:12.0,Turnover by K. Irving (bad pass),,70,69
253,3,5:12.0,,LA Lakers full timeout,70,69
254,3,5:12.0,,R. Kelly enters the game for W. Johnson,70,69
255,3,4:56.0,,R. Kelly misses 3-pt jump shot from 24 ft,70,69
256,3,4:55.0,Defensive rebound by J. Smith,,70,69
257,3,4:34.0,Turnover by T. Mozgov (step out of bounds),,70,69
258,3,4:34.0,T. Thompson enters the game for K. Love,,70,69
259,3,4:15.0,,R. Price makes 2-pt layup at rim (assist by K. Bryant),70,71
260,3,4:04.0,K. Irving misses 3-pt jump shot from 25 ft,,70,71
261,3,4:01.0,,Defensive rebound by J. Hill,70,71
262,3,3:46.0,,Turnover by R. Price (lost ball; steal by K. Irving),70,71
263,3,3:42.0,Turnover by K. Irving (bad pass),,70,71
264,3,3:42.0,,C. Boozer enters the game for E. Davis,70,71
265,3,3:42.0,,T. Black enters the game for J. Hill,70,71
266,3,3:19.0,,C. Boozer misses 2-pt layup from 2 ft,70,71
267,3,3:18.0,Defensive rebound by T. Mozgov,,70,71
268,3,3:01.0,J. Smith misses 3-pt jump shot from 24 ft,,70,71
269,3,3:00.0,Offensive rebound by T. Thompson,,70,71
270,3,3:00.0,Offensive foul by T. Thompson (drawn by T. Black),,70,71
271,3,3:00.0,Turnover by T. Thompson (offensive foul),,70,71
272,3,3:00.0,,J. Lin enters the game for R. Price,70,71
273,3,2:42.0,,K. Bryant misses 2-pt jump shot from 13 ft,70,71
274,3,2:42.0,Defensive rebound by Team,,70,71
275,3,2:42.0,,Loose ball foul by T. Black (drawn by S. Marion),70,71
276,3,2:42.0,Cleveland full timeout,,70,71
277,3,2:42.0,,N. Young enters the game for K. Bryant,70,71
278,3,2:42.0,L. James enters the game for J. Smith,,70,71
279,3,2:25.0,Shooting foul by R. Kelly (drawn by L. James),,70,71
280,3,2:25.0,L. James misses free throw 1 of 2,,70,71
281,3,2:25.0,Offensive rebound by Team,,70,71
282,3,2:25.0,L. James makes free throw 2 of 2,,71,71
283,3,1:58.0,,R. Kelly misses 2-pt jump shot from 15 ft,71,71
284,3,1:57.0,,Offensive rebound by T. Black,71,71
285,3,1:54.0,,T. Black misses 2-pt layup from 1 ft,71,71
286,3,1:53.0,Defensive rebound by L. James,,71,71
287,3,1:50.0,Shooting foul by J. Lin (drawn by S. Marion),,71,71
288,3,1:50.0,S. Marion makes free throw 1 of 2,,72,71
289,3,1:50.0,K. Love enters the game for T. Mozgov,,72,71
290,3,1:50.0,S. Marion makes free throw 2 of 2,,73,71
291,3,1:33.0,,C. Boozer makes 2-pt layup from 2 ft,73,73
292,3,1:18.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),,76,73
293,3,0:58.0,,Shooting foul by K. Irving (drawn by J. Lin),76,73
294,3,0:58.0,,J. Lin makes free throw 1 of 2,76,74
295,3,0:58.0,M. Dellavedova enters the game for K. Irving,,76,74
296,3,0:58.0,,J. Lin makes free throw 2 of 2,76,75
297,3,0:40.0,L. James makes 3-pt jump shot from 25 ft,,79,75
298,3,0:32.0,,N. Young misses 3-pt jump shot from 25 ft,79,75
299,3,0:30.0,,Offensive rebound by Team,79,75
300,3,0:10.0,,Turnover by J. Lin (bad pass),79,75
301,3,0:02.0,L. James misses 3-pt jump shot from 26 ft,,79,75
302,3,0:00.0,,Defensive rebound by N. Young,79,75
303,4,11:47.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,82,75
304,4,11:23.0,,J. Lin makes 2-pt layup from 2 ft,82,77
305,4,10:55.0,L. James makes 2-pt jump shot from 4 ft,,84,77
306,4,10:38.0,,Shooting foul by K. Love (drawn by C. Boozer),84,77
307,4,10:38.0,,C. Boozer misses free throw 1 of 2,84,77
308,4,10:38.0,,Offensive rebound by Team,84,77
309,4,10:38.0,,C. Boozer makes free throw 2 of 2,84,78
310,4,10:20.0,Shooting foul by R. Kelly (drawn by L. James),,84,78
311,4,10:20.0,L. James makes free throw 1 of 2,,85,78
312,4,10:20.0,L. James makes free throw 2 of 2,,86,78
313,4,9:58.0,,Personal foul by L. James (drawn by N. Young),86,78
314,4,9:48.0,,Turnover by T. Black (3 sec),86,78
315,4,9:29.0,L. James misses 3-pt jump shot from 28 ft,,86,78
316,4,9:28.0,Offensive rebound by T. Thompson,,86,78
317,4,9:16.0,L. James misses 2-pt jump shot from 18 ft,,86,78
318,4,9:15.0,Offensive rebound by Team,,86,78
319,4,9:11.0,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by L. James),,89,78
320,4,9:02.0,,LA Lakers full timeout,89,78
321,4,8:50.0,,T. Black makes 2-pt layup at rim (assist by J. Lin),89,80
322,4,8:50.0,,Shooting foul by M. Dellavedova (drawn by T. Black),89,80
323,4,8:50.0,,T. Black misses free throw 1 of 1,89,80
324,4,8:47.0,,Offensive rebound by R. Kelly,89,80
325,4,8:40.0,,Shooting foul by K. Love (drawn by T. Black),89,80
326,4,8:40.0,,T. Black makes free throw 1 of 2,89,81
327,4,8:40.0,,T. Black makes free throw 2 of 2,89,82
328,4,8:22.0,S. Marion misses 2-pt layup from 1 ft,,89,82
329,4,8:19.0,Offensive rebound by T. Thompson,,89,82
330,4,8:19.0,T. Thompson makes 2-pt dunk at rim,,91,82
331,4,7:59.0,,N. Young makes 2-pt layup from 1 ft,91,84
332,4,7:37.0,L. James makes 3-pt jump shot from 25 ft,,94,84
333,4,7:25.0,,Offensive foul by J. Lin (drawn by K. Love),94,84
334,4,7:25.0,,Turnover by J. Lin (offensive foul),94,84
335,4,7:25.0,,J. Hill enters the game for T. Black,94,84
336,4,7:25.0,,W. Johnson enters the game for R. Kelly,94,84
337,4,7:25.0,K. Irving enters the game for M. Dellavedova,,94,84
338,4,7:10.0,K. Love misses 3-pt jump shot from 25 ft,,94,84
339,4,7:07.0,,Defensive rebound by Team,94,84
340,4,7:07.0,,R. Price enters the game for J. Lin,94,84
341,4,6:58.0,,Personal foul by S. Marion (drawn by N. Young),94,84
342,4,6:58.0,,N. Young misses free throw 1 of 2,94,84
343,4,6:58.0,,Offensive rebound by Team,94,84
344,4,6:58.0,,N. Young makes free throw 2 of 2,94,85
345,4,6:40.0,K. Irving misses 2-pt layup from 1 ft,,94,85
346,4,6:38.0,Offensive rebound by T. Thompson,,94,85
347,4,6:38.0,T. Thompson misses 2-pt tip-in from 2 ft,,94,85
348,4,6:35.0,,Defensive rebound by R. Price,94,85
349,4,6:23.0,,N. Young misses 3-pt jump shot from 25 ft,94,85
350,4,6:22.0,Defensive rebound by T. Thompson,,94,85
351,4,6:13.0,K. Irving makes 2-pt jump shot from 16 ft,,96,85
352,4,5:53.0,,Personal foul by L. James (drawn by N. Young),96,85
353,4,5:53.0,Official timeout,,96,85
354,4,5:53.0,,K. Bryant enters the game for R. Price,96,85
355,4,5:53.0,J. Smith enters the game for L. James,,96,85
356,4,5:53.0,,N. Young makes free throw 1 of 2,96,86
357,4,5:53.0,,N. Young makes free throw 2 of 2,96,87
358,4,5:35.0,K. Love misses 3-pt jump shot from 25 ft,,96,87
359,4,5:34.0,,Defensive rebound by W. Johnson,96,87
360,4,5:22.0,,Turnover by K. Bryant (bad pass; steal by K. Love),96,87
361,4,5:06.0,S. Marion makes 2-pt layup from 1 ft (assist by K. Irving),,98,87
362,4,4:42.0,,J. Hill makes 2-pt jump shot from 4 ft (assist by K. Bryant),98,89
363,4,4:25.0,Turnover by K. Love (bad pass; steal by J. Hill),,98,89
364,4,4:16.0,,N. Young misses 3-pt jump shot from 23 ft,98,89
365,4,4:14.0,Defensive rebound by J. Smith,,98,89
366,4,4:09.0,Cleveland full timeout,,98,89
367,4,4:09.0,L. James enters the game for S. Marion,,98,89
368,4,4:01.0,Shooting foul by W. Johnson (drawn by K. Irving),,98,89
369,4,4:01.0,K. Irving makes free throw 1 of 2,,99,89
370,4,4:01.0,S. Marion enters the game for K. Love,,99,89
371,4,4:01.0,K. Irving makes free throw 2 of 2,,100,89
372,4,3:49.0,,K. Bryant makes 2-pt layup from 1 ft,100,91
373,4,3:31.0,K. Irving misses 3-pt jump shot from 25 ft,,100,91
374,4,3:30.0,,Defensive rebound by J. Hill,100,91
375,4,3:14.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by C. Boozer),100,94
376,4,2:51.0,L. James misses 2-pt layup from 1 ft,,100,94
377,4,2:50.0,Offensive rebound by T. Thompson,,100,94
378,4,2:48.0,T. Thompson makes 2-pt dunk at rim,,102,94
379,4,2:32.0,,N. Young misses 3-pt jump shot from 22 ft,102,94
380,4,2:31.0,Defensive rebound by S. Marion,,102,94
381,4,2:26.0,Personal foul by N. Young (drawn by T. Thompson),,102,94
382,4,2:26.0,,R. Kelly enters the game for C. Boozer,102,94
383,4,2:17.0,J. Smith misses 3-pt jump shot from 23 ft,,102,94
384,4,2:16.0,Offensive rebound by K. Irving,,102,94
385,4,2:11.0,Shooting foul by W. Johnson (drawn by S. Marion),,102,94
386,4,2:11.0,S. Marion makes free throw 1 of 2,,103,94
387,4,2:11.0,S. Marion misses free throw 2 of 2,,103,94
388,4,2:10.0,,Defensive rebound by J. Hill,103,94
389,4,2:10.0,,LA Lakers full timeout,103,94
390,4,1:54.0,,K. Bryant makes 3-pt jump shot from 25 ft,103,97
391,4,1:29.0,L. James misses 2-pt jump shot from 9 ft,,103,97
392,4,1:29.0,,Offensive rebound by Team,103,97
393,4,1:11.0,,N. Young misses 2-pt jump shot from 12 ft,103,97
394,4,1:09.0,Defensive rebound by T. Thompson,,103,97
395,4,0:50.0,L. James misses 2-pt jump shot from 16 ft,,103,97
396,4,0:49.0,,Defensive rebound by R. Kelly,103,97
397,4,0:44.0,,Shooting foul by S. Marion (drawn by K. Bryant),103,97
398,4,0:44.0,,K. Bryant misses free throw 1 of 3,103,97
399,4,0:44.0,,Offensive rebound by Team,103,97
400,4,0:44.0,,K. Bryant makes free throw 2 of 3,103,98
