,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
229,3,8:32.0,,N. Peković misses 2-pt jump shot from 13 ft,69,61
230,3,8:30.0,Defensive rebound by J. Noah,,69,61
231,3,8:15.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,69,61
232,3,8:13.0,,Defensive rebound by A. Bennett,69,61
233,3,8:06.0,,R. Rubio misses 2-pt layup at rim,69,61
234,3,8:05.0,Defensive rebound by J. Noah,,69,61
235,3,7:51.0,Personal foul by A. Bennett (drawn by J. Butler),,69,61
236,3,7:42.0,K. Hinrich misses 2-pt jump shot from 21 ft (block by A. Wiggins),,69,61
237,3,7:41.0,,Defensive rebound by Team,69,61
238,3,7:41.0,Loose ball foul by K. Hinrich (drawn by A. Wiggins),,69,61
239,3,7:31.0,,K. Martin makes 2-pt jump shot from 17 ft (assist by R. Rubio),69,63
240,3,7:12.0,J. Noah misses 2-pt layup from 1 ft (block by A. Wiggins),,69,63
241,3,7:11.0,,Defensive rebound by A. Wiggins,69,63
242,3,7:02.0,,A. Bennett makes 2-pt jump shot from 20 ft (assist by K. Martin),69,65
243,3,6:39.0,Turnover by J. Noah (bad pass; steal by A. Bennett),,69,65
244,3,6:33.0,,Shooting foul by M. Dunleavy (drawn by N. Peković),69,65
245,3,6:33.0,,N. Peković makes free throw 1 of 2,69,66
246,3,6:33.0,,N. Peković makes free throw 2 of 2,69,67
247,3,6:23.0,K. Hinrich misses 2-pt jump shot from 19 ft,,69,67
248,3,6:22.0,Offensive rebound by J. Noah,,69,67
249,3,6:17.0,Personal foul by R. Rubio (drawn by P. Gasol),,69,67
250,3,6:05.0,Shooting foul by A. Wiggins (drawn by J. Butler),,69,67
251,3,6:05.0,J. Butler misses free throw 1 of 2,,69,67
252,3,6:05.0,Offensive rebound by Team,,69,67
253,3,6:05.0,J. Butler makes free throw 2 of 2,,70,67
254,3,5:52.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by R. Rubio),70,69
255,3,5:31.0,K. Hinrich makes 2-pt layup at rim,,72,69
256,3,5:16.0,,N. Peković misses 2-pt layup from 2 ft,72,69
257,3,5:15.0,Defensive rebound by K. Hinrich,,72,69
258,3,5:13.0,Personal foul by A. Bennett (drawn by K. Hinrich),,72,69
259,3,5:13.0,K. Hinrich makes free throw 1 of 2,,73,69
260,3,5:13.0,,Minnesota full timeout,73,69
261,3,5:13.0,K. Hinrich misses free throw 2 of 2,,73,69
262,3,5:12.0,,Defensive rebound by A. Bennett,73,69
263,3,5:02.0,,Personal foul by K. Hinrich (drawn by R. Rubio),73,69
264,3,4:56.0,,Turnover by R. Rubio (lost ball; steal by K. Hinrich),73,69
265,3,4:49.0,Offensive foul by K. Hinrich (drawn by R. Rubio),,73,69
266,3,4:49.0,Turnover by K. Hinrich (offensive foul),,73,69
267,3,4:35.0,,A. Wiggins misses 3-pt jump shot from 24 ft,73,69
268,3,4:34.0,Defensive rebound by J. Butler,,73,69
269,3,4:30.0,Personal block foul by K. Martin (drawn by J. Butler),,73,69
270,3,4:30.0,J. Butler makes free throw 1 of 2,,74,69
271,3,4:30.0,J. Butler misses free throw 2 of 2,,74,69
272,3,4:27.0,Offensive rebound by Team,,74,69
273,3,4:15.0,Shooting foul by A. Bennett (drawn by M. Dunleavy),,74,69
274,3,4:15.0,M. Dunleavy makes free throw 1 of 2,,75,69
275,3,4:15.0,,R. Hummel enters the game for A. Bennett,75,69
276,3,4:15.0,A. Brooks enters the game for K. Hinrich,,75,69
277,3,4:15.0,N. Mirotić enters the game for J. Noah,,75,69
278,3,4:15.0,M. Dunleavy makes free throw 2 of 2,,76,69
279,3,4:01.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Rubio),76,72
280,3,3:39.0,Turnover by A. Brooks (bad pass; steal by A. Wiggins),,76,72
281,3,3:33.0,,N. Peković makes 2-pt layup at rim (assist by R. Rubio),76,74
282,3,3:12.0,P. Gasol misses 2-pt jump shot from 20 ft,,76,74
283,3,3:10.0,,Defensive rebound by R. Rubio,76,74
284,3,2:58.0,,R. Rubio makes 2-pt jump shot from 13 ft,76,76
285,3,2:43.0,J. Butler makes 3-pt jump shot from 24 ft (assist by A. Brooks),,79,76
286,3,2:16.0,,A. Wiggins misses 2-pt layup from 2 ft (block by N. Mirotić),79,76
287,3,2:15.0,Defensive rebound by N. Mirotić,,79,76
288,3,2:11.0,A. Brooks makes 2-pt layup from 1 ft,,81,76
289,3,2:11.0,Shooting foul by R. Rubio (drawn by A. Brooks),,81,76
290,3,2:11.0,,G. Dieng enters the game for N. Peković,81,76
291,3,2:11.0,,C. Brewer enters the game for A. Wiggins,81,76
292,3,2:11.0,,M. Williams enters the game for R. Rubio,81,76
293,3,2:11.0,A. Brooks makes free throw 1 of 1,,82,76
294,3,1:52.0,,Shooting foul by N. Mirotić (drawn by M. Williams),82,76
295,3,1:52.0,,M. Williams makes free throw 1 of 2,82,77
296,3,1:52.0,,M. Williams misses free throw 2 of 2,82,77
297,3,1:52.0,Defensive rebound by N. Mirotić,,82,77
298,3,1:38.0,Shooting foul by G. Dieng (drawn by J. Butler),,82,77
299,3,1:38.0,J. Butler makes free throw 1 of 2,,83,77
300,3,1:38.0,J. Butler makes free throw 2 of 2,,84,77
301,3,1:19.0,,Turnover by C. Brewer (bad pass),84,77
302,3,1:08.0,A. Brooks misses 2-pt jump shot from 10 ft,,84,77
303,3,1:07.0,Offensive rebound by P. Gasol,,84,77
304,3,1:06.0,Shooting foul by G. Dieng (drawn by P. Gasol),,84,77
305,3,1:06.0,P. Gasol makes free throw 1 of 2,,85,77
306,3,1:06.0,P. Gasol misses free throw 2 of 2,,85,77
307,3,1:05.0,,Defensive rebound by R. Hummel,85,77
308,3,0:52.0,,G. Dieng makes 2-pt layup at rim (assist by R. Hummel),85,79
309,3,0:36.0,A. Brooks misses 2-pt layup at rim,,85,79
310,3,0:35.0,Offensive rebound by Team,,85,79
311,3,0:35.0,,Loose ball foul by R. Hummel (drawn by P. Gasol),85,79
312,3,0:35.0,P. Gasol misses free throw 1 of 2,,85,79
313,3,0:35.0,Offensive rebound by Team,,85,79
314,3,0:35.0,P. Gasol misses free throw 2 of 2,,85,79
315,3,0:35.0,,Defensive rebound by G. Dieng,85,79
316,3,0:30.0,Offensive charge foul by M. Williams (drawn by J. Butler),,85,79
317,3,0:30.0,,Turnover by M. Williams (offensive foul),85,79
318,3,0:10.0,Turnover by P. Gasol (bad pass; steal by R. Hummel),,85,79
319,3,0:01.0,,Shooting foul by J. Butler (drawn by K. Martin),85,79
320,3,0:01.0,,K. Martin makes free throw 1 of 2,85,80
321,3,0:01.0,,K. Martin makes free throw 2 of 2,85,81
322,4,11:44.0,Personal foul by C. Brewer (drawn by J. Butler),,85,81
323,4,11:36.0,J. Noah makes 2-pt layup from 1 ft,,87,81
324,4,11:16.0,,M. Williams makes 2-pt jump shot from 7 ft,87,83
325,4,11:01.0,D. McDermott makes 2-pt layup from 1 ft (assist by J. Noah),,89,83
326,4,10:53.0,,C. Brewer misses 2-pt layup from 1 ft,89,83
327,4,10:51.0,Defensive rebound by J. Noah,,89,83
328,4,10:45.0,D. McDermott misses 3-pt jump shot from 25 ft,,89,83
329,4,10:44.0,,Defensive rebound by R. Hummel,89,83
330,4,10:28.0,,M. Williams misses 2-pt jump shot from 17 ft,89,83
331,4,10:27.0,,Offensive rebound by R. Hummel,89,83
332,4,10:27.0,,R. Hummel makes 2-pt tip-in from 1 ft,89,85
333,4,10:07.0,Turnover by A. Brooks (bad pass),,89,85
334,4,9:52.0,,M. Williams misses 2-pt jump shot from 19 ft,89,85
335,4,9:51.0,Defensive rebound by D. McDermott,,89,85
336,4,9:40.0,A. Brooks misses 3-pt jump shot from 25 ft,,89,85
337,4,9:39.0,,Defensive rebound by G. Dieng,89,85
338,4,9:35.0,,Turnover by C. Brewer (lost ball),89,85
339,4,9:18.0,D. McDermott misses 2-pt layup at rim,,89,85
340,4,9:17.0,,Defensive rebound by G. Dieng,89,85
341,4,9:09.0,,Shooting foul by J. Butler (drawn by G. Dieng),89,85
342,4,9:09.0,,G. Dieng makes free throw 1 of 2,89,86
343,4,9:09.0,T. Snell enters the game for J. Butler,,89,86
344,4,9:09.0,,G. Dieng makes free throw 2 of 2,89,87
345,4,8:56.0,Chicago full timeout,,89,87
346,4,8:48.0,N. Mirotić misses 3-pt jump shot from 24 ft,,89,87
347,4,8:47.0,,Defensive rebound by C. Budinger,89,87
348,4,8:42.0,,Personal foul by A. Brooks (drawn by G. Dieng),89,87
349,4,8:37.0,,C. Budinger misses 3-pt jump shot from 24 ft,89,87
350,4,8:36.0,Defensive rebound by T. Snell,,89,87
351,4,8:12.0,Turnover by Team (shot clock),,89,87
352,4,7:56.0,,Shooting foul by D. McDermott (drawn by C. Budinger),89,87
353,4,7:56.0,,C. Budinger misses free throw 1 of 2,89,87
354,4,7:56.0,,Offensive rebound by Team,89,87
355,4,7:56.0,M. Dunleavy enters the game for D. McDermott,,89,87
356,4,7:56.0,J. Butler enters the game for T. Snell,,89,87
357,4,7:56.0,,C. Budinger makes free throw 2 of 2,89,88
358,4,7:35.0,J. Butler misses 2-pt jump shot from 21 ft,,89,88
359,4,7:33.0,,Defensive rebound by R. Hummel,89,88
360,4,7:27.0,,C. Budinger misses 2-pt layup at rim,89,88
361,4,7:25.0,Defensive rebound by A. Brooks,,89,88
362,4,7:19.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by A. Brooks),,92,88
363,4,7:08.0,,Minnesota full timeout,92,88
364,4,7:08.0,,N. Peković enters the game for G. Dieng,92,88
365,4,7:08.0,,A. Wiggins enters the game for C. Brewer,92,88
366,4,7:08.0,,K. Martin enters the game for C. Budinger,92,88
367,4,7:08.0,P. Gasol enters the game for J. Noah,,92,88
368,4,7:08.0,K. Hinrich enters the game for A. Brooks,,92,88
369,4,6:53.0,,N. Peković misses 2-pt jump shot from 7 ft,92,88
370,4,6:52.0,Defensive rebound by N. Mirotić,,92,88
371,4,6:37.0,J. Butler misses 2-pt dunk at rim,,92,88
372,4,6:36.0,,Defensive rebound by R. Hummel,92,88
373,4,6:19.0,,M. Williams misses 3-pt jump shot from 26 ft,92,88
374,4,6:15.0,Defensive rebound by K. Hinrich,,92,88
375,4,5:53.0,P. Gasol makes 2-pt jump shot from 13 ft,,94,88
376,4,5:33.0,,K. Martin misses 2-pt jump shot from 10 ft (block by J. Butler),94,88
377,4,5:32.0,,Offensive rebound by Team,94,88
378,4,5:32.0,,A. Bennett enters the game for R. Hummel,94,88
379,4,5:32.0,,R. Rubio enters the game for M. Williams,94,88
380,4,5:26.0,,N. Peković misses 2-pt jump shot from 6 ft,94,88
381,4,5:25.0,,Offensive rebound by A. Wiggins,94,88
382,4,5:25.0,,A. Wiggins misses 2-pt dunk at rim,94,88
383,4,5:24.0,,Offensive rebound by A. Wiggins,94,88
384,4,5:22.0,,Shooting foul by K. Hinrich (drawn by N. Peković),94,88
385,4,5:22.0,,N. Peković makes free throw 1 of 2,94,89
386,4,5:22.0,,N. Peković makes free throw 2 of 2,94,90
387,4,5:05.0,Turnover by N. Mirotić (lost ball),,94,90
388,4,4:52.0,,Personal foul by P. Gasol (drawn by N. Peković),94,90
