,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
54,1,4:19.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),16,14
55,1,4:05.0,Shooting foul by J. Ingles (drawn by T. Harris),,16,14
56,1,4:05.0,T. Harris makes free throw 1 of 2,,17,14
57,1,4:05.0,T. Harris makes free throw 2 of 2,,18,14
58,1,3:47.0,,G. Hayward misses 2-pt jump shot from 14 ft,18,14
59,1,3:47.0,Defensive rebound by K. O'Quinn,,18,14
60,1,3:37.0,Shooting foul by D. Favors (drawn by K. O'Quinn),,18,14
61,1,3:37.0,K. O'Quinn makes free throw 1 of 2,,19,14
62,1,3:37.0,B. Gordon enters the game for V. Oladipo,,19,14
63,1,3:37.0,,T. Booker enters the game for E. Freedom,19,14
64,1,3:37.0,K. O'Quinn makes free throw 2 of 2,,20,14
65,1,3:18.0,,D. Favors makes 2-pt jump shot from 12 ft (assist by G. Hayward),20,16
66,1,2:54.0,K. O'Quinn makes 2-pt jump shot from 20 ft,,22,16
67,1,2:40.0,,Personal foul by D. Dedmon (drawn by G. Hayward),22,16
68,1,2:40.0,Orlando full timeout,,22,16
69,1,2:40.0,,D. Exum enters the game for T. Burke,22,16
70,1,2:40.0,,R. Gobert enters the game for D. Favors,22,16
71,1,2:40.0,W. Green enters the game for T. Harris,,22,16
72,1,2:40.0,A. Nicholson enters the game for D. Dedmon,,22,16
73,1,2:28.0,,G. Hayward misses 3-pt jump shot from 24 ft,22,16
74,1,2:27.0,Defensive rebound by E. Payton,,22,16
75,1,2:13.0,K. O'Quinn misses 2-pt jump shot from 3 ft,,22,16
76,1,2:11.0,,Defensive rebound by D. Exum,22,16
77,1,1:56.0,,Turnover by J. Ingles (bad pass; steal by E. Payton),22,16
78,1,1:46.0,A. Nicholson makes 2-pt jump shot from 19 ft (assist by E. Payton),,24,16
79,1,1:42.0,C. Frye enters the game for K. O'Quinn,,24,16
80,1,1:33.0,,D. Exum misses 3-pt jump shot from 22 ft,24,16
81,1,1:32.0,Defensive rebound by W. Green,,24,16
82,1,1:20.0,W. Green misses 2-pt jump shot from 6 ft,,24,16
83,1,1:19.0,,Defensive rebound by R. Gobert,24,16
84,1,1:10.0,,J. Ingles misses 3-pt jump shot from 26 ft,24,16
85,1,1:09.0,,Offensive rebound by T. Booker,24,16
86,1,1:09.0,,Shooting foul by W. Green (drawn by T. Booker),24,16
87,1,1:09.0,,T. Booker makes free throw 1 of 2,24,17
88,1,1:09.0,,T. Booker makes free throw 2 of 2,24,18
89,1,0:54.0,E. Payton misses 2-pt jump shot from 5 ft,,24,18
90,1,0:53.0,,Defensive rebound by R. Gobert,24,18
91,1,0:39.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Ingles),24,21
92,1,0:24.0,A. Nicholson misses 2-pt hook shot from 4 ft,,24,21
93,1,0:22.0,,Defensive rebound by G. Hayward,24,21
94,1,0:02.0,,G. Hayward misses 2-pt jump shot from 8 ft,24,21
95,1,0:00.0,Defensive rebound by A. Nicholson,,24,21
96,2,11:50.0,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Payton),,27,21
97,2,11:24.0,,R. Hood misses 2-pt jump shot from 7 ft,27,21
98,2,11:22.0,,Offensive rebound by T. Booker,27,21
99,2,11:12.0,,T. Booker makes 2-pt layup from 2 ft,27,23
100,2,10:53.0,B. Gordon makes 2-pt jump shot from 17 ft,,29,23
101,2,10:38.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),29,25
102,2,10:18.0,E. Payton misses 2-pt jump shot from 20 ft,,29,25
103,2,10:16.0,,Defensive rebound by T. Booker,29,25
104,2,9:59.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Booker),29,28
105,2,9:43.0,Offensive foul by A. Nicholson (drawn by D. Exum),,29,28
106,2,9:43.0,Turnover by A. Nicholson (offensive foul),,29,28
107,2,9:43.0,V. Oladipo enters the game for W. Green,,29,28
108,2,9:25.0,,Personal foul by A. Nicholson (drawn by R. Gobert),29,28
109,2,9:11.0,,T. Booker misses 2-pt jump shot from 22 ft,29,28
110,2,9:10.0,Defensive rebound by Team,,29,28
111,2,9:10.0,D. Dedmon enters the game for A. Nicholson,,29,28
112,2,8:53.0,B. Gordon makes 2-pt jump shot from 6 ft,,31,28
113,2,8:32.0,,R. Hood misses 2-pt jump shot from 6 ft,31,28
114,2,8:32.0,Defensive rebound by E. Payton,,31,28
115,2,8:32.0,,Loose ball foul by R. Hood (drawn by V. Oladipo),31,28
116,2,8:32.0,Official timeout,,31,28
117,2,8:32.0,,I. Clark enters the game for R. Hood,31,28
118,2,8:32.0,,E. Freedom enters the game for R. Gobert,31,28
119,2,8:32.0,,D. Favors enters the game for T. Booker,31,28
120,2,8:08.0,C. Frye makes 2-pt layup from 3 ft (assist by B. Gordon),,33,28
121,2,7:49.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Ingles),33,30
122,2,7:39.0,C. Frye misses 3-pt jump shot from 26 ft,,33,30
123,2,7:37.0,,Defensive rebound by D. Favors,33,30
124,2,7:16.0,,E. Freedom makes 2-pt layup at rim,33,32
125,2,7:03.0,B. Gordon makes 2-pt jump shot from 16 ft,,35,32
126,2,6:44.0,,D. Favors misses 2-pt jump shot from 8 ft,35,32
127,2,6:43.0,Defensive rebound by V. Oladipo,,35,32
128,2,6:37.0,V. Oladipo makes 2-pt jump shot from 19 ft,,37,32
129,2,6:18.0,,J. Ingles misses 3-pt jump shot from 24 ft,37,32
130,2,6:17.0,Defensive rebound by C. Frye,,37,32
131,2,6:12.0,Orlando full timeout,,37,32
132,2,6:12.0,K. O'Quinn enters the game for D. Dedmon,,37,32
133,2,6:12.0,E. Fournier enters the game for E. Payton,,37,32
134,2,6:12.0,T. Harris enters the game for B. Gordon,,37,32
135,2,6:12.0,,T. Burke enters the game for D. Exum,37,32
136,2,6:12.0,,G. Hayward enters the game for J. Ingles,37,32
137,2,6:05.0,V. Oladipo makes 2-pt layup from 1 ft,,39,32
138,2,5:55.0,,E. Freedom misses 2-pt layup from 1 ft (block by K. O'Quinn),39,32
139,2,5:55.0,,Offensive rebound by Team,39,32
140,2,5:43.0,,D. Favors makes 2-pt jump shot from 8 ft,39,34
141,2,5:30.0,V. Oladipo misses 2-pt jump shot from 18 ft,,39,34
142,2,5:28.0,Offensive rebound by K. O'Quinn,,39,34
143,2,5:25.0,K. O'Quinn misses 2-pt hook shot from 5 ft,,39,34
144,2,5:23.0,,Defensive rebound by D. Favors,39,34
145,2,5:07.0,,T. Burke misses 3-pt jump shot from 23 ft,39,34
146,2,5:06.0,Defensive rebound by T. Harris,,39,34
147,2,4:56.0,T. Harris misses 2-pt jump shot from 5 ft (block by D. Favors),,39,34
148,2,4:53.0,,Defensive rebound by D. Favors,39,34
149,2,4:49.0,,Turnover by T. Burke (bad pass; steal by E. Fournier),39,34
150,2,4:42.0,V. Oladipo makes 2-pt layup from 1 ft (assist by T. Harris),,41,34
151,2,4:23.0,D. Dedmon enters the game for K. O'Quinn,,41,34
152,2,4:13.0,,I. Clark misses 2-pt jump shot from 10 ft,41,34
153,2,4:13.0,,Offensive rebound by Team,41,34
154,2,4:13.0,,Personal foul by C. Frye (drawn by E. Freedom),41,34
155,2,4:06.0,,T. Burke misses 2-pt jump shot from 6 ft,41,34
156,2,4:03.0,,Offensive rebound by E. Freedom,41,34
157,2,4:03.0,,E. Freedom misses 2-pt dunk at rim,41,34
158,2,4:02.0,Defensive rebound by D. Dedmon,,41,34
159,2,3:46.0,T. Harris misses 3-pt jump shot from 24 ft,,41,34
160,2,3:45.0,Offensive rebound by D. Dedmon,,41,34
161,2,3:34.0,E. Fournier makes 3-pt jump shot from 24 ft,,44,34
162,2,3:03.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by D. Favors),44,36
163,2,2:47.0,D. Dedmon misses 2-pt dunk at rim,,44,36
164,2,2:43.0,Offensive rebound by D. Dedmon,,44,36
165,2,2:43.0,D. Dedmon makes 2-pt jump shot from 4 ft,,46,36
166,2,2:37.0,,Utah full timeout,46,36
167,2,2:37.0,,D. Exum enters the game for I. Clark,46,36
168,2,2:18.0,,G. Hayward misses 3-pt jump shot from 24 ft,46,36
169,2,2:17.0,Defensive rebound by D. Dedmon,,46,36
170,2,1:56.0,D. Dedmon misses 2-pt jump shot from 7 ft,,46,36
171,2,1:54.0,,Defensive rebound by D. Favors,46,36
172,2,1:47.0,,Shooting foul by D. Dedmon (drawn by T. Burke),46,36
173,2,1:47.0,,T. Burke misses free throw 1 of 2,46,36
174,2,1:47.0,,Offensive rebound by Team,46,36
175,2,1:47.0,K. O'Quinn enters the game for D. Dedmon,,46,36
176,2,1:47.0,,T. Burke makes free throw 2 of 2,46,37
177,2,1:34.0,V. Oladipo makes 2-pt layup from 1 ft,,48,37
178,2,1:16.0,Violation by C. Frye (kicked ball),,48,37
179,2,1:05.0,,G. Hayward makes 2-pt jump shot from 10 ft,48,39
180,2,0:51.0,Shooting foul by G. Hayward (drawn by T. Harris),,48,39
181,2,0:51.0,T. Harris makes free throw 1 of 2,,49,39
182,2,0:51.0,T. Harris makes free throw 2 of 2,,50,39
183,2,0:31.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),50,41
184,2,0:11.0,V. Oladipo makes 3-pt jump shot from 24 ft,,53,41
185,2,0:00.0,,T. Burke misses 2-pt layup from 3 ft,53,41
186,2,0:00.0,,Offensive rebound by Team,53,41
187,3,11:45.0,C. Frye makes 3-pt jump shot from 25 ft (assist by T. Harris),,56,41
188,3,11:20.0,,T. Burke misses 3-pt jump shot from 25 ft,56,41
189,3,11:18.0,,Offensive rebound by E. Freedom,56,41
190,3,11:17.0,,Shooting foul by K. O'Quinn (drawn by E. Freedom),56,41
191,3,11:17.0,,E. Freedom makes free throw 1 of 2,56,42
192,3,11:17.0,,E. Freedom makes free throw 2 of 2,56,43
193,3,11:00.0,T. Harris misses 2-pt jump shot from 1 ft,,56,43
194,3,10:59.0,Offensive rebound by T. Harris,,56,43
195,3,10:59.0,T. Harris makes 2-pt tip-in from 1 ft,,58,43
196,3,10:42.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by T. Burke),58,46
197,3,10:20.0,E. Fournier misses 2-pt layup from 2 ft,,58,46
198,3,10:19.0,Offensive rebound by K. O'Quinn,,58,46
199,3,10:19.0,,Loose ball foul by R. Hood (drawn by K. O'Quinn),58,46
200,3,10:11.0,T. Harris misses 3-pt jump shot from 23 ft,,58,46
201,3,10:11.0,,Defensive rebound by Team,58,46
202,3,10:11.0,Loose ball foul by K. O'Quinn (drawn by E. Freedom),,58,46
203,3,10:00.0,,G. Hayward misses 2-pt jump shot from 14 ft,58,46
204,3,9:58.0,Defensive rebound by C. Frye,,58,46
205,3,9:50.0,E. Fournier makes 2-pt layup from 1 ft,,60,46
206,3,9:32.0,,T. Burke makes 2-pt layup from 2 ft,60,48
207,3,9:20.0,T. Harris misses 2-pt layup from 1 ft (block by D. Favors),,60,48
208,3,9:19.0,,Defensive rebound by E. Freedom,60,48
209,3,9:17.0,,Personal foul by C. Frye (drawn by G. Hayward),60,48
210,3,9:07.0,,Personal foul by C. Frye (drawn by D. Favors),60,48
211,3,9:07.0,,Offensive foul by G. Hayward (drawn by E. Fournier),60,48
212,3,9:07.0,,Turnover by G. Hayward (offensive foul),60,48
213,3,8:50.0,T. Harris makes 2-pt jump shot from 1 ft (assist by K. O'Quinn),,62,48
214,3,8:35.0,,E. Freedom misses 2-pt jump shot from 17 ft,62,48
215,3,8:34.0,Defensive rebound by T. Harris,,62,48
216,3,8:27.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by V. Oladipo),,64,48
217,3,8:27.0,Shooting foul by G. Hayward (drawn by K. O'Quinn),,64,48
218,3,8:27.0,K. O'Quinn makes free throw 1 of 1,,65,48
219,3,8:14.0,,Personal foul by C. Frye (drawn by D. Favors),65,48
220,3,8:14.0,,D. Favors makes free throw 1 of 2,65,49
221,3,8:14.0,D. Dedmon enters the game for C. Frye,,65,49
222,3,8:14.0,,D. Favors misses free throw 2 of 2,65,49
223,3,8:12.0,,Offensive rebound by E. Freedom,65,49
224,3,8:12.0,,E. Freedom makes 2-pt tip-in from 1 ft,65,51
225,3,7:50.0,V. Oladipo misses 2-pt jump shot from 20 ft,,65,51
226,3,7:48.0,,Defensive rebound by D. Favors,65,51
227,3,7:39.0,,T. Burke makes flagrant free throw 1 of 2,65,52
228,3,7:39.0,,T. Burke makes flagrant free throw 2 of 2,65,53
229,3,7:39.0,E. Payton enters the game for K. O'Quinn,,65,53
230,3,7:28.0,,D. Favors misses 2-pt jump shot from 2 ft,65,53
231,3,7:27.0,,Offensive rebound by D. Favors,65,53
232,3,7:27.0,,D. Favors makes 2-pt tip-in from 2 ft,65,55
233,3,7:11.0,T. Harris misses 2-pt jump shot from 10 ft,,65,55
234,3,7:10.0,,Defensive rebound by Team,65,55
235,3,6:52.0,,E. Freedom misses 2-pt jump shot from 15 ft,65,55
236,3,6:51.0,Defensive rebound by T. Harris,,65,55
237,3,6:38.0,T. Harris misses 2-pt jump shot from 3 ft (block by D. Favors),,65,55
238,3,6:36.0,,Defensive rebound by R. Hood,65,55
239,3,6:18.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),65,58
240,3,6:17.0,Orlando full timeout,,65,58
241,3,6:17.0,,J. Ingles enters the game for G. Hayward,65,58
242,3,6:17.0,,T. Booker enters the game for E. Freedom,65,58
243,3,6:04.0,E. Fournier misses 3-pt jump shot from 24 ft,,65,58
244,3,6:02.0,,Defensive rebound by J. Ingles,65,58
245,3,5:47.0,,T. Booker misses 2-pt jump shot from 21 ft,65,58
246,3,5:46.0,Defensive rebound by Team,,65,58
247,3,5:22.0,E. Payton misses 2-pt jump shot from 5 ft,,65,58
248,3,5:20.0,Offensive rebound by D. Dedmon,,65,58
249,3,5:20.0,D. Dedmon makes 2-pt dunk at rim,,67,58
250,3,5:00.0,,D. Favors misses 2-pt hook shot from 3 ft,67,58
251,3,4:58.0,Defensive rebound by T. Harris,,67,58
252,3,4:44.0,E. Fournier misses 2-pt jump shot from 3 ft,,67,58
253,3,4:43.0,,Defensive rebound by D. Favors,67,58
254,3,4:27.0,,T. Booker makes 2-pt layup from 1 ft (assist by T. Burke),67,60
255,3,4:12.0,,Violation by D. Favors (kicked ball),67,60
256,3,4:12.0,,D. Exum enters the game for R. Hood,67,60
257,3,4:05.0,V. Oladipo makes 2-pt layup from 2 ft,,69,60
258,3,3:45.0,,T. Burke misses 2-pt jump shot from 3 ft,69,60
259,3,3:43.0,,Offensive rebound by D. Favors,69,60
260,3,3:43.0,,D. Favors misses 2-pt layup from 1 ft,69,60
261,3,3:41.0,Defensive rebound by D. Dedmon,,69,60
262,3,3:33.0,D. Dedmon misses 2-pt dunk at rim (block by D. Favors),,69,60
263,3,3:30.0,,Defensive rebound by T. Burke,69,60
264,3,3:20.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),69,62
265,3,3:02.0,T. Harris misses 3-pt jump shot from 23 ft,,69,62
266,3,3:00.0,,Defensive rebound by D. Favors,69,62
267,3,2:38.0,,Turnover by J. Ingles (lost ball; steal by E. Payton),69,62
268,3,2:35.0,Personal foul by T. Burke (drawn by E. Payton),,69,62
269,3,2:35.0,,Utah full timeout,69,62
270,3,2:35.0,,R. Gobert enters the game for D. Favors,69,62
271,3,2:35.0,A. Nicholson enters the game for T. Harris,,69,62
272,3,2:35.0,B. Gordon enters the game for V. Oladipo,,69,62
273,3,2:27.0,E. Fournier misses 2-pt jump shot from 20 ft,,69,62
274,3,2:26.0,,Defensive rebound by R. Gobert,69,62
275,3,2:02.0,,J. Ingles misses 2-pt jump shot from 4 ft,69,62
276,3,2:01.0,,Offensive rebound by R. Gobert,69,62
277,3,1:57.0,,R. Gobert misses 2-pt jump shot from 8 ft,69,62
278,3,1:56.0,Defensive rebound by A. Nicholson,,69,62
279,3,1:43.0,Turnover by E. Payton (bad pass; steal by J. Ingles),,69,62
280,3,1:38.0,,T. Burke misses 3-pt jump shot from 24 ft,69,62
281,3,1:36.0,,Offensive rebound by T. Burke,69,62
282,3,1:34.0,,Personal foul by D. Dedmon (drawn by R. Gobert),69,62
283,3,1:34.0,,R. Gobert misses free throw 1 of 2,69,62
284,3,1:34.0,,Offensive rebound by Team,69,62
285,3,1:34.0,W. Green enters the game for E. Fournier,,69,62
286,3,1:34.0,,I. Clark enters the game for T. Burke,69,62
287,3,1:34.0,,R. Gobert misses free throw 2 of 2,69,62
288,3,1:33.0,Defensive rebound by D. Dedmon,,69,62
289,3,1:17.0,Personal foul by T. Booker (drawn by A. Nicholson),,69,62
290,3,1:04.0,Turnover by Team (shot clock),,69,62
291,3,0:52.0,,Turnover by T. Booker (bad pass),69,62
292,3,0:33.0,Shooting foul by J. Ingles (drawn by B. Gordon),,69,62
293,3,0:33.0,B. Gordon makes free throw 1 of 2,,70,62
294,3,0:33.0,,G. Hayward enters the game for I. Clark,70,62
295,3,0:33.0,B. Gordon makes free throw 2 of 2,,71,62
296,3,0:11.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),71,64
297,3,0:00.0,E. Payton misses 2-pt jump shot from 18 ft,,71,64
298,3,0:00.0,Offensive rebound by Team,,71,64
299,4,11:39.0,,Turnover by D. Exum (bad pass),71,64
300,4,11:22.0,A. Nicholson misses 2-pt jump shot from 20 ft,,71,64
301,4,11:20.0,,Defensive rebound by G. Hayward,71,64
302,4,11:15.0,,G. Hayward makes 2-pt dunk at rim,71,66
303,4,10:55.0,W. Green misses 2-pt jump shot from 16 ft,,71,66
304,4,10:55.0,Offensive rebound by D. Dedmon,,71,66
305,4,10:55.0,Personal foul by R. Gobert (drawn by D. Dedmon),,71,66
306,4,10:55.0,,R. Hood enters the game for I. Clark,71,66
307,4,10:55.0,K. O'Quinn enters the game for D. Dedmon,,71,66
308,4,10:55.0,C. Frye enters the game for A. Nicholson,,71,66
309,4,10:45.0,B. Gordon misses 2-pt jump shot from 17 ft,,71,66
310,4,10:42.0,,Defensive rebound by R. Gobert,71,66
311,4,10:29.0,,D. Exum misses 2-pt jump shot from 20 ft,71,66
312,4,10:26.0,,Offensive rebound by R. Gobert,71,66
313,4,10:26.0,,R. Gobert misses 2-pt hook shot from 8 ft,71,66
314,4,10:23.0,Defensive rebound by C. Frye,,71,66
315,4,10:14.0,B. Gordon makes 2-pt jump shot from 3 ft,,73,66
316,4,10:00.0,,R. Gobert misses 2-pt layup from 1 ft (block by K. O'Quinn),73,66
317,4,9:58.0,Defensive rebound by K. O'Quinn,,73,66
318,4,9:51.0,Turnover by W. Green (lost ball; steal by G. Hayward),,73,66
319,4,9:37.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by T. Booker),73,69
320,4,9:10.0,C. Frye misses 3-pt jump shot from 24 ft (block by T. Booker),,73,69
321,4,9:08.0,,Defensive rebound by R. Gobert,73,69
322,4,9:08.0,,Personal foul by W. Green (drawn by G. Hayward),73,69
323,4,9:08.0,V. Oladipo enters the game for W. Green,,73,69
324,4,9:08.0,T. Harris enters the game for K. O'Quinn,,73,69
325,4,9:08.0,,D. Favors enters the game for R. Gobert,73,69
326,4,9:00.0,,E. Freedom enters the game for T. Booker,73,69
327,4,8:49.0,,Turnover by E. Freedom (bad pass; steal by E. Payton),73,69
328,4,8:45.0,,Violation by G. Hayward (def goaltending),73,69
329,4,8:45.0,E. Payton makes 2-pt jump shot from 7 ft,,75,69
330,4,8:26.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Exum),75,72
331,4,8:02.0,B. Gordon makes 2-pt layup from 2 ft,,77,72
332,4,7:43.0,,Turnover by G. Hayward (bad pass; steal by E. Payton),77,72
333,4,7:42.0,Personal foul by R. Hood (drawn by E. Payton),,77,72
334,4,7:42.0,Official timeout,,77,72
335,4,7:42.0,,T. Burke enters the game for D. Exum,77,72
336,4,7:29.0,Turnover by B. Gordon (lost ball),,77,72
337,4,7:09.0,,E. Freedom misses 2-pt layup from 1 ft,77,72
338,4,7:07.0,Defensive rebound by E. Payton,,77,72
339,4,6:57.0,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),,79,72
340,4,6:29.0,,D. Favors makes 2-pt jump shot from 12 ft (assist by T. Burke),79,74
341,4,6:15.0,Personal foul by G. Hayward (drawn by C. Frye),,79,74
342,4,6:15.0,E. Fournier enters the game for B. Gordon,,79,74
343,4,6:06.0,T. Harris makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,82,74
344,4,5:46.0,,E. Freedom makes 2-pt layup from 1 ft (assist by T. Burke),82,76
345,4,5:32.0,Personal foul by R. Hood (drawn by V. Oladipo),,82,76
346,4,5:32.0,,Utah full timeout,82,76
347,4,5:32.0,,J. Ingles enters the game for R. Hood,82,76
348,4,5:21.0,C. Frye misses 3-pt jump shot from 24 ft,,82,76
349,4,5:20.0,,Defensive rebound by G. Hayward,82,76
350,4,5:07.0,,T. Burke misses 2-pt jump shot from 20 ft,82,76
351,4,5:06.0,Defensive rebound by T. Harris,,82,76
352,4,4:46.0,T. Harris makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,85,76
353,4,4:31.0,,Personal foul by T. Harris (drawn by D. Favors),85,76
354,4,4:23.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),85,78
355,4,4:04.0,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),,87,78
356,4,4:04.0,Shooting foul by D. Favors (drawn by T. Harris),,87,78
357,4,4:04.0,,T. Booker enters the game for E. Freedom,87,78
358,4,4:04.0,T. Harris makes free throw 1 of 1,,88,78
359,4,3:46.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by G. Hayward),88,81
360,4,3:29.0,Turnover by V. Oladipo (bad pass; steal by G. Hayward),,88,81
361,4,3:23.0,,G. Hayward misses 2-pt jump shot from 5 ft,88,81
362,4,3:18.0,Defensive rebound by E. Fournier,,88,81
363,4,3:13.0,Orlando full timeout,,88,81
364,4,3:13.0,,R. Hood enters the game for J. Ingles,88,81
365,4,2:56.0,V. Oladipo misses 2-pt jump shot from 19 ft,,88,81
366,4,2:55.0,Offensive rebound by E. Fournier,,88,81
367,4,2:42.0,E. Fournier misses 3-pt jump shot from 23 ft,,88,81
368,4,2:41.0,,Defensive rebound by T. Burke,88,81
369,4,2:21.0,,T. Burke makes 2-pt layup from 1 ft,88,83
370,4,2:06.0,T. Harris makes 2-pt jump shot from 14 ft (assist by V. Oladipo),,90,83
371,4,1:54.0,,T. Burke makes 2-pt jump shot from 15 ft,90,85
372,4,1:36.0,V. Oladipo makes 2-pt layup from 1 ft,,92,85
373,4,1:25.0,,D. Favors misses 2-pt jump shot from 5 ft (block by C. Frye),92,85
374,4,1:21.0,,Offensive rebound by D. Favors,92,85
375,4,1:21.0,,D. Favors misses 2-pt jump shot from 4 ft,92,85
376,4,1:19.0,Defensive rebound by T. Harris,,92,85
377,4,1:08.0,Orlando full timeout,,92,85
378,4,1:01.0,T. Harris misses 3-pt jump shot from 24 ft,,92,85
379,4,1:00.0,,Defensive rebound by T. Booker,92,85
380,4,0:41.0,,Shooting foul by E. Payton (drawn by R. Hood),92,85
381,4,0:41.0,,R. Hood makes free throw 1 of 3,92,86
382,4,0:41.0,,R. Hood makes free throw 2 of 3,92,87
383,4,0:41.0,,R. Hood makes free throw 3 of 3,92,88
384,4,0:33.0,Personal foul by T. Booker (drawn by V. Oladipo),,92,88
385,4,0:33.0,V. Oladipo makes free throw 1 of 2,,93,88
386,4,0:33.0,D. Dedmon enters the game for C. Frye,,93,88
387,4,0:33.0,V. Oladipo misses free throw 2 of 2,,93,88
388,4,0:33.0,,Defensive rebound by T. Booker,93,88
389,4,0:33.0,,Utah full timeout,93,88
