,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
388,4,2:48.0,,Shooting foul by T. Splitter (drawn by B. Beal),89,92
389,4,2:48.0,,Washington full timeout,89,92
390,4,2:48.0,,P. Pierce enters the game for R. Butler,89,92
391,4,2:48.0,T. Parker enters the game for C. Joseph,,89,92
392,4,2:48.0,,B. Beal misses free throw 1 of 2,89,92
393,4,2:48.0,,Offensive rebound by Team,89,92
394,4,2:48.0,,B. Beal makes free throw 2 of 2,89,93
395,4,2:35.0,Turnover by M. Ginóbili (bad pass; steal by N. Hilário),,89,93
396,4,2:16.0,,B. Beal makes 2-pt jump shot from 9 ft (assist by P. Pierce),89,95
397,4,2:03.0,Personal foul by B. Beal (drawn by M. Ginóbili),,89,95
398,4,1:55.0,Turnover by M. Ginóbili (bad pass),,89,95
399,4,1:55.0,M. Bonner enters the game for T. Splitter,,89,95
400,4,1:42.0,,Offensive foul by P. Pierce (drawn by M. Ginóbili),89,95
401,4,1:42.0,,Turnover by P. Pierce (offensive foul),89,95
402,4,1:36.0,M. Bonner misses 2-pt jump shot from 6 ft,,89,95
403,4,1:35.0,,Defensive rebound by N. Hilário,89,95
404,4,1:16.0,,N. Hilário makes 2-pt layup from 1 ft,89,97
405,4,1:03.0,Turnover by M. Ginóbili (bad pass; steal by B. Beal),,89,97
406,4,0:46.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by J. Wall),89,99
407,4,0:38.0,T. Parker misses 2-pt jump shot from 3 ft,,89,99
408,4,0:37.0,Offensive rebound by Team,,89,99
409,4,0:37.0,,Loose ball foul by B. Beal (drawn by T. Duncan),89,99
410,4,0:37.0,T. Duncan misses free throw 1 of 2,,89,99
411,4,0:37.0,Offensive rebound by Team,,89,99
412,4,0:37.0,,R. Butler enters the game for K. Séraphin,89,99
413,4,0:37.0,P. Mills enters the game for T. Parker,,89,99
414,4,0:37.0,A. Daye enters the game for M. Ginóbili,,89,99
415,4,0:37.0,K. Anderson enters the game for D. Green,,89,99
416,4,0:37.0,T. Duncan makes free throw 2 of 2,,90,99
417,4,0:14.0,,J. Wall misses 2-pt jump shot from 18 ft,90,99
418,4,0:13.0,,Offensive rebound by R. Butler,90,99
419,4,0:13.0,,R. Butler makes 2-pt dunk at rim,90,101
420,4,0:08.0,A. Daye misses 3-pt jump shot from 26 ft,,90,101
421,4,0:06.0,Offensive rebound by K. Anderson,,90,101
422,4,0:02.0,A. Daye makes 3-pt jump shot from 22 ft (assist by K. Anderson),,93,101
