,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
121,2,10:05.0,J. Terry makes 2-pt jump shot from 14 ft (assist by P. Beverley),,36,32
122,2,9:47.0,,D. Schröder misses 2-pt jump shot from 15 ft,36,32
123,2,9:45.0,Defensive rebound by T. Jones,,36,32
124,2,9:38.0,,Violation by K. Bazemore (kicked ball),36,32
125,2,9:38.0,D. Motiejūnas enters the game for J. Smith,,36,32
126,2,9:38.0,T. Ariza enters the game for J. Terry,,36,32
127,2,9:26.0,C. Brewer misses 2-pt jump shot from 17 ft,,36,32
128,2,9:25.0,Offensive rebound by T. Jones,,36,32
129,2,9:25.0,Shooting foul by K. Korver (drawn by T. Jones),,36,32
130,2,9:25.0,T. Jones makes free throw 1 of 2,,37,32
131,2,9:25.0,T. Jones misses free throw 2 of 2,,37,32
132,2,9:24.0,,Defensive rebound by K. Bazemore,37,32
133,2,9:03.0,,K. Bazemore misses 2-pt jump shot from 3 ft,37,32
134,2,9:01.0,Defensive rebound by D. Motiejūnas,,37,32
135,2,8:53.0,T. Jones makes 2-pt layup from 1 ft (assist by D. Motiejūnas),,39,32
136,2,8:38.0,,A. Horford misses 2-pt jump shot from 5 ft,39,32
137,2,8:37.0,Defensive rebound by T. Ariza,,39,32
138,2,8:24.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by C. Brewer),,42,32
139,2,8:24.0,,Atlanta full timeout,42,32
140,2,8:24.0,,D. Carroll enters the game for K. Bazemore,42,32
141,2,8:09.0,,M. Scott misses 3-pt jump shot from 24 ft,42,32
142,2,8:08.0,,Offensive rebound by Team,42,32
143,2,8:06.0,,M. Scott misses 2-pt jump shot from 19 ft,42,32
144,2,8:03.0,Defensive rebound by P. Beverley,,42,32
145,2,7:51.0,D. Motiejūnas misses 2-pt layup from 2 ft,,42,32
146,2,7:50.0,Offensive rebound by D. Motiejūnas,,42,32
147,2,7:49.0,D. Motiejūnas misses 2-pt layup at rim,,42,32
148,2,7:48.0,,Defensive rebound by A. Horford,42,32
149,2,7:33.0,,K. Korver misses 3-pt jump shot from 23 ft,42,32
150,2,7:31.0,Defensive rebound by T. Jones,,42,32
151,2,7:21.0,T. Jones makes 2-pt layup from 1 ft (assist by T. Ariza),,44,32
152,2,7:06.0,,M. Scott makes 2-pt jump shot from 8 ft (assist by K. Korver),44,34
153,2,6:49.0,C. Brewer misses 2-pt layup from 2 ft,,44,34
154,2,6:48.0,,Defensive rebound by K. Korver,44,34
155,2,6:40.0,,K. Korver misses 3-pt jump shot from 27 ft,44,34
156,2,6:38.0,Defensive rebound by D. Motiejūnas,,44,34
157,2,6:24.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,44,34
158,2,6:23.0,,Defensive rebound by D. Schröder,44,34
159,2,6:15.0,,D. Schröder misses 2-pt jump shot from 3 ft (block by P. Beverley),44,34
160,2,6:13.0,Defensive rebound by P. Beverley,,44,34
161,2,6:03.0,T. Jones makes 2-pt dunk at rim (assist by P. Beverley),,46,34
162,2,5:39.0,,D. Schröder makes 2-pt layup from 1 ft,46,36
163,2,5:26.0,T. Ariza makes 2-pt layup at rim,,48,36
164,2,5:12.0,,A. Horford misses 2-pt jump shot from 21 ft,48,36
165,2,5:10.0,Defensive rebound by P. Beverley,,48,36
166,2,5:09.0,Houston full timeout,,48,36
167,2,5:09.0,J. Terry enters the game for T. Jones,,48,36
168,2,5:09.0,J. Smith enters the game for C. Brewer,,48,36
169,2,5:09.0,,K. Bazemore enters the game for A. Horford,48,36
170,2,5:09.0,,J. Teague enters the game for K. Korver,48,36
171,2,5:09.0,,P. Millsap enters the game for D. Schröder,48,36
172,2,5:00.0,Personal foul by P. Millsap (drawn by D. Motiejūnas),,48,36
173,2,4:54.0,D. Motiejūnas makes 2-pt hook shot from 7 ft,,50,36
174,2,4:32.0,,P. Millsap misses 2-pt layup from 3 ft,50,36
175,2,4:31.0,,Offensive rebound by M. Scott,50,36
176,2,4:28.0,,P. Millsap misses 2-pt jump shot from 13 ft,50,36
177,2,4:27.0,Defensive rebound by J. Smith,,50,36
178,2,4:18.0,P. Beverley misses 3-pt jump shot from 25 ft,,50,36
179,2,4:17.0,,Defensive rebound by K. Bazemore,50,36
180,2,4:02.0,,Shooting foul by J. Terry (drawn by K. Bazemore),50,36
181,2,4:02.0,,K. Bazemore makes free throw 1 of 2,50,37
182,2,4:02.0,,K. Bazemore misses free throw 2 of 2,50,37
183,2,4:01.0,Defensive rebound by J. Smith,,50,37
184,2,3:42.0,J. Smith misses 2-pt jump shot from 21 ft,,50,37
185,2,3:41.0,,Defensive rebound by K. Bazemore,50,37
186,2,3:31.0,,D. Carroll makes 2-pt layup from 2 ft (assist by P. Millsap),50,39
187,2,3:15.0,J. Terry makes 3-pt jump shot from 25 ft (assist by P. Beverley),,53,39
188,2,2:57.0,,K. Bazemore misses 2-pt layup from 1 ft (block by J. Smith),53,39
189,2,2:55.0,Defensive rebound by D. Motiejūnas,,53,39
190,2,2:42.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Smith),,56,39
191,2,2:25.0,,Turnover by K. Bazemore (bad pass; steal by D. Motiejūnas),56,39
192,2,2:19.0,P. Beverley misses 3-pt jump shot from 22 ft,,56,39
193,2,2:17.0,,Defensive rebound by M. Scott,56,39
194,2,2:08.0,,M. Scott misses 2-pt jump shot from 16 ft,56,39
195,2,2:07.0,Defensive rebound by D. Motiejūnas,,56,39
196,2,1:48.0,Personal foul by J. Teague (drawn by D. Motiejūnas),,56,39
197,2,1:48.0,Official timeout,,56,39
198,2,1:48.0,,A. Horford enters the game for K. Bazemore,56,39
199,2,1:48.0,,K. Korver enters the game for M. Scott,56,39
200,2,1:48.0,T. Jones enters the game for D. Motiejūnas,,56,39
201,2,1:44.0,Personal foul by P. Millsap (drawn by T. Jones),,56,39
202,2,1:44.0,T. Jones misses free throw 1 of 2,,56,39
203,2,1:44.0,Offensive rebound by Team,,56,39
204,2,1:44.0,T. Jones makes free throw 2 of 2,,57,39
205,2,1:33.0,,P. Millsap misses 2-pt layup from 1 ft (block by T. Jones),57,39
206,2,1:31.0,,Offensive rebound by P. Millsap,57,39
207,2,1:30.0,,P. Millsap makes 2-pt layup from 1 ft,57,41
208,2,1:15.0,J. Terry misses 2-pt layup from 2 ft,,57,41
209,2,1:13.0,,Defensive rebound by Team,57,41
210,2,0:51.0,,Shooting foul by J. Smith (drawn by D. Carroll),57,41
211,2,0:51.0,,D. Carroll makes free throw 1 of 2,57,42
212,2,0:51.0,D. Motiejūnas enters the game for J. Smith,,57,42
213,2,0:51.0,,D. Carroll makes free throw 2 of 2,57,43
214,2,0:32.0,T. Jones makes 2-pt hook shot from 8 ft,,59,43
215,2,0:11.0,,J. Teague makes 2-pt jump shot from 4 ft,59,45
216,3,11:38.0,,A. Horford misses 2-pt jump shot from 16 ft,59,45
217,3,11:36.0,,Offensive rebound by D. Carroll,59,45
218,3,11:25.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),59,47
219,3,10:59.0,C. Brewer makes 2-pt jump shot from 16 ft (assist by D. Motiejūnas),,61,47
220,3,10:38.0,,Personal foul by C. Brewer (drawn by P. Millsap),61,47
221,3,10:30.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),61,49
222,3,10:04.0,T. Ariza misses 2-pt layup from 2 ft,,61,49
223,3,10:03.0,,Defensive rebound by P. Millsap,61,49
224,3,9:56.0,,D. Carroll makes 2-pt layup from 2 ft (assist by J. Teague),61,51
225,3,9:45.0,Turnover by T. Ariza (bad pass),,61,51
226,3,9:33.0,,J. Teague misses 3-pt jump shot from 24 ft,61,51
227,3,9:31.0,Defensive rebound by D. Motiejūnas,,61,51
228,3,9:19.0,T. Jones makes 2-pt layup from 2 ft (assist by C. Brewer),,63,51
229,3,8:53.0,,A. Horford makes 2-pt hook shot from 5 ft,63,53
230,3,8:35.0,D. Motiejūnas misses 2-pt jump shot from 11 ft,,63,53
231,3,8:34.0,,Defensive rebound by P. Millsap,63,53
232,3,8:32.0,,Personal foul by T. Jones (drawn by P. Millsap),63,53
233,3,8:17.0,,Personal foul by P. Beverley (drawn by J. Teague),63,53
234,3,8:10.0,,J. Teague makes 2-pt jump shot from 11 ft (assist by K. Korver),63,55
235,3,7:50.0,T. Jones makes 2-pt layup from 1 ft (assist by D. Motiejūnas),,65,55
236,3,7:44.0,,Shooting foul by P. Beverley (drawn by J. Teague),65,55
237,3,7:44.0,,J. Teague misses free throw 1 of 2,65,55
238,3,7:44.0,,Offensive rebound by Team,65,55
239,3,7:44.0,,J. Teague makes free throw 2 of 2,65,56
240,3,7:20.0,P. Beverley misses 2-pt jump shot from 6 ft,,65,56
241,3,7:19.0,Offensive rebound by D. Motiejūnas,,65,56
242,3,7:19.0,D. Motiejūnas misses 2-pt layup at rim,,65,56
243,3,7:19.0,,Defensive rebound by Team,65,56
244,3,7:08.0,,J. Teague misses 2-pt jump shot from 17 ft,65,56
245,3,7:07.0,Defensive rebound by T. Ariza,,65,56
246,3,6:54.0,C. Brewer misses 3-pt jump shot from 23 ft,,65,56
247,3,6:51.0,Offensive rebound by C. Brewer,,65,56
248,3,6:49.0,C. Brewer misses 2-pt dunk at rim (block by D. Carroll),,65,56
249,3,6:47.0,,Defensive rebound by P. Millsap,65,56
250,3,6:37.0,,P. Millsap misses 3-pt jump shot from 25 ft,65,56
251,3,6:34.0,,Offensive rebound by A. Horford,65,56
252,3,6:30.0,,P. Millsap misses 3-pt jump shot from 25 ft,65,56
253,3,6:27.0,,Offensive rebound by J. Teague,65,56
254,3,6:23.0,,K. Korver misses 3-pt jump shot from 25 ft,65,56
255,3,6:22.0,Defensive rebound by T. Ariza,,65,56
256,3,6:17.0,T. Jones misses 2-pt layup from 1 ft (block by A. Horford),,65,56
257,3,6:13.0,,Defensive rebound by P. Millsap,65,56
258,3,6:09.0,,P. Millsap makes 2-pt layup from 1 ft,65,58
259,3,6:09.0,Houston full timeout,,65,58
260,3,6:09.0,J. Smith enters the game for T. Ariza,,65,58
261,3,6:09.0,J. Terry enters the game for T. Jones,,65,58
262,3,6:09.0,,K. Bazemore enters the game for K. Korver,65,58
263,3,5:53.0,J. Terry makes 2-pt jump shot from 19 ft (assist by P. Beverley),,67,58
264,3,5:41.0,,Turnover by J. Teague (bad pass; steal by D. Motiejūnas),67,58
265,3,5:35.0,J. Terry makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),,70,58
266,3,5:16.0,,P. Millsap makes 2-pt layup from 1 ft,70,60
267,3,5:00.0,J. Smith misses 2-pt jump shot from 4 ft,,70,60
268,3,4:59.0,,Defensive rebound by P. Millsap,70,60
269,3,4:53.0,,D. Carroll misses 3-pt jump shot from 25 ft,70,60
270,3,4:51.0,Defensive rebound by C. Brewer,,70,60
271,3,4:39.0,P. Beverley misses 3-pt jump shot from 22 ft,,70,60
272,3,4:38.0,,Defensive rebound by A. Horford,70,60
273,3,4:29.0,,J. Teague makes 2-pt jump shot from 5 ft,70,62
274,3,4:24.0,,Offensive charge foul by C. Brewer (drawn by D. Carroll),70,62
275,3,4:24.0,Turnover by C. Brewer (offensive foul),,70,62
276,3,4:24.0,,P. Antić enters the game for A. Horford,70,62
277,3,4:24.0,T. Jones enters the game for D. Motiejūnas,,70,62
278,3,4:15.0,,Personal foul by P. Beverley (drawn by J. Teague),70,62
279,3,4:15.0,,J. Teague makes free throw 1 of 2,70,63
280,3,4:15.0,P. Prigioni enters the game for P. Beverley,,70,63
281,3,4:15.0,,J. Teague misses free throw 2 of 2,70,63
282,3,4:14.0,,Offensive rebound by P. Millsap,70,63
283,3,4:14.0,,Personal foul by T. Jones (drawn by P. Millsap),70,63
284,3,4:14.0,,P. Millsap makes free throw 1 of 2,70,64
285,3,4:14.0,,D. Schröder enters the game for J. Teague,70,64
286,3,4:14.0,T. Ariza enters the game for C. Brewer,,70,64
287,3,4:14.0,,P. Millsap makes free throw 2 of 2,70,65
288,3,3:59.0,J. Terry makes 2-pt jump shot from 4 ft (assist by P. Prigioni),,72,65
289,3,3:42.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. Millsap),72,68
290,3,3:31.0,Personal foul by P. Antić (drawn by J. Smith),,72,68
291,3,3:20.0,J. Smith makes 2-pt jump shot from 4 ft (assist by P. Prigioni),,74,68
292,3,3:06.0,,D. Schröder makes 2-pt jump shot from 18 ft,74,70
293,3,2:39.0,T. Ariza misses 3-pt jump shot from 24 ft,,74,70
294,3,2:38.0,,Defensive rebound by P. Antić,74,70
295,3,2:28.0,,P. Antić misses 3-pt jump shot from 25 ft,74,70
296,3,2:25.0,Defensive rebound by T. Ariza,,74,70
297,3,2:20.0,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Ariza),,77,70
298,3,2:17.0,,Atlanta full timeout,77,70
299,3,2:17.0,,K. Korver enters the game for D. Carroll,77,70
300,3,2:17.0,,A. Horford enters the game for P. Millsap,77,70
301,3,2:03.0,,K. Bazemore misses 3-pt jump shot from 25 ft,77,70
302,3,2:00.0,Defensive rebound by P. Prigioni,,77,70
303,3,1:45.0,J. Terry makes 2-pt jump shot from 3 ft,,79,70
304,3,1:33.0,,A. Horford makes 2-pt layup from 2 ft (assist by D. Schröder),79,72
305,3,1:22.0,J. Smith misses 3-pt jump shot from 24 ft,,79,72
306,3,1:20.0,,Defensive rebound by K. Bazemore,79,72
307,3,1:16.0,Offensive charge foul by D. Schröder (drawn by P. Prigioni),,79,72
308,3,1:16.0,,Turnover by D. Schröder (offensive foul),79,72
309,3,1:00.0,J. Smith makes 2-pt layup from 1 ft (assist by J. Terry),,81,72
310,3,0:52.0,,D. Schröder misses 3-pt jump shot from 25 ft,81,72
311,3,0:51.0,Defensive rebound by J. Smith,,81,72
312,3,0:44.0,Turnover by J. Smith (traveling),,81,72
313,3,0:32.0,,A. Horford misses 2-pt jump shot from 16 ft,81,72
314,3,0:30.0,Defensive rebound by J. Smith,,81,72
315,3,0:08.0,J. Terry misses 3-pt jump shot from 25 ft,,81,72
316,3,0:06.0,,Defensive rebound by K. Bazemore,81,72
317,3,0:01.0,,D. Schröder misses 3-pt jump shot from 24 ft,81,72
318,3,0:01.0,Defensive rebound by J. Terry,,81,72
319,4,11:46.0,T. Ariza misses 3-pt jump shot from 24 ft,,81,72
320,4,11:45.0,Offensive rebound by J. Smith,,81,72
321,4,11:41.0,T. Ariza misses 3-pt jump shot from 24 ft,,81,72
322,4,11:40.0,,Defensive rebound by K. Bazemore,81,72
323,4,11:27.0,,Personal foul by T. Jones (drawn by P. Antić),81,72
324,4,11:14.0,,P. Antić misses 3-pt jump shot from 25 ft,81,72
325,4,11:12.0,Defensive rebound by T. Ariza,,81,72
326,4,11:04.0,J. Smith makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,84,72
327,4,10:37.0,,D. Schröder misses 2-pt layup from 1 ft (block by J. Smith),84,72
328,4,10:35.0,Defensive rebound by J. Terry,,84,72
329,4,10:32.0,P. Prigioni makes 3-pt jump shot from 25 ft (assist by J. Terry),,87,72
330,4,10:31.0,,Atlanta full timeout,87,72
331,4,10:31.0,,M. Scott enters the game for P. Antić,87,72
332,4,10:31.0,,J. Teague enters the game for K. Bazemore,87,72
333,4,10:12.0,,M. Scott misses 3-pt jump shot from 23 ft,87,72
334,4,10:11.0,Defensive rebound by T. Jones,,87,72
335,4,10:01.0,Turnover by T. Jones (bad pass),,87,72
336,4,9:47.0,,A. Horford misses 2-pt hook shot from 8 ft,87,72
337,4,9:45.0,,Offensive rebound by M. Scott,87,72
338,4,9:45.0,,M. Scott makes 2-pt layup from 1 ft,87,74
339,4,9:22.0,T. Ariza misses 2-pt jump shot from 21 ft,,87,74
340,4,9:21.0,Offensive rebound by Team,,87,74
341,4,9:21.0,Turnover by Team (shot clock),,87,74
342,4,9:21.0,D. Motiejūnas enters the game for J. Smith,,87,74
343,4,9:12.0,,D. Schröder makes 2-pt jump shot from 19 ft,87,76
344,4,8:55.0,J. Terry misses 3-pt jump shot from 23 ft,,87,76
345,4,8:54.0,,Defensive rebound by M. Scott,87,76
346,4,8:45.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by A. Horford),87,78
347,4,8:29.0,Turnover by T. Ariza (bad pass),,87,78
348,4,8:29.0,P. Beverley enters the game for P. Prigioni,,87,78
349,4,8:29.0,C. Brewer enters the game for J. Terry,,87,78
350,4,8:21.0,,M. Scott misses 3-pt jump shot from 25 ft,87,78
351,4,8:19.0,Defensive rebound by P. Beverley,,87,78
352,4,8:07.0,Turnover by C. Brewer (lost ball; steal by J. Teague),,87,78
353,4,8:04.0,,Turnover by J. Teague (bad pass; steal by T. Ariza),87,78
354,4,7:55.0,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by P. Beverley),,90,78
355,4,7:40.0,,A. Horford makes 2-pt layup from 1 ft (assist by D. Schröder),90,80
356,4,7:24.0,Personal foul by D. Schröder (drawn by C. Brewer),,90,80
357,4,7:13.0,D. Motiejūnas misses 2-pt jump shot from 7 ft (block by A. Horford),,90,80
358,4,7:11.0,,Defensive rebound by A. Horford,90,80
359,4,6:59.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),90,83
360,4,6:57.0,Houston full timeout,,90,83
361,4,6:57.0,,P. Millsap enters the game for A. Horford,90,83
362,4,6:57.0,,D. Carroll enters the game for K. Korver,90,83
363,4,6:35.0,Turnover by P. Beverley (lost ball),,90,83
364,4,6:20.0,,M. Scott misses 3-pt jump shot from 25 ft,90,83
365,4,6:19.0,,Offensive rebound by Team,90,83
366,4,6:19.0,Loose ball foul by D. Motiejūnas (drawn by P. Millsap),,90,83
367,4,6:19.0,Technical foul by D. Motiejūnas,,90,83
368,4,6:19.0,,J. Teague makes technical free throw,90,84
369,4,6:19.0,J. Smith enters the game for T. Ariza,,90,84
370,4,6:19.0,J. Terry enters the game for T. Jones,,90,84
371,4,6:09.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by D. Schröder),90,86
372,4,5:50.0,J. Smith misses 3-pt jump shot from 26 ft,,90,86
373,4,5:47.0,Offensive rebound by J. Smith,,90,86
374,4,5:45.0,,Offensive charge foul by J. Smith (drawn by P. Millsap),90,86
375,4,5:45.0,Turnover by J. Smith (offensive foul),,90,86
376,4,5:34.0,,D. Schröder misses 2-pt jump shot from 17 ft,90,86
377,4,5:33.0,Defensive rebound by Team,,90,86
378,4,5:17.0,,A. Horford enters the game for M. Scott,90,86
379,4,5:09.0,J. Smith misses 2-pt layup from 2 ft,,90,86
380,4,5:08.0,,Defensive rebound by P. Millsap,90,86
381,4,5:07.0,,Personal foul by P. Beverley (drawn by P. Millsap),90,86
382,4,4:50.0,,J. Teague makes 2-pt layup from 1 ft,90,88
383,4,4:31.0,C. Brewer misses 2-pt layup from 2 ft (block by P. Millsap),,90,88
384,4,4:29.0,,Defensive rebound by D. Schröder,90,88
