,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MINNESOTA_ACTION,NEW YORK_SCORE,MINNESOTA_SCORE
383,4,6:48.0,J. Smith makes free throw 1 of 2,,83,101
384,4,6:48.0,J. Smith misses free throw 2 of 2,,83,101
385,4,6:48.0,,Defensive rebound by G. Dieng,83,101
386,4,6:26.0,,S. Muhammad misses 2-pt layup at rim,83,101
387,4,6:25.0,,Offensive rebound by Team,83,101
388,4,6:10.0,,M. Williams misses 3-pt jump shot from 24 ft,83,101
389,4,6:09.0,Defensive rebound by T. Wear,,83,101
390,4,5:57.0,J. Smith misses 2-pt jump shot from 15 ft,,83,101
391,4,5:56.0,Offensive rebound by J. Smith,,83,101
392,4,5:55.0,Shooting foul by K. Martin (drawn by J. Smith),,83,101
393,4,5:55.0,J. Smith makes free throw 1 of 2,,84,101
394,4,5:55.0,J. Smith makes free throw 2 of 2,,85,101
395,4,5:44.0,,S. Muhammad misses 2-pt jump shot from 17 ft,85,101
396,4,5:42.0,,Offensive rebound by G. Dieng,85,101
397,4,5:41.0,,G. Dieng makes 2-pt layup at rim,85,103
398,4,5:32.0,Personal foul by C. Brewer (drawn by T. Wear),,85,103
399,4,5:32.0,T. Wear misses free throw 1 of 2,,85,103
400,4,5:32.0,Offensive rebound by Team,,85,103
401,4,5:32.0,T. Wear makes free throw 2 of 2,,86,103
402,4,5:25.0,,Shooting foul by T. Wear (drawn by C. Brewer),86,103
403,4,5:25.0,,C. Brewer makes free throw 1 of 2,86,104
404,4,5:25.0,,C. Brewer makes free throw 2 of 2,86,105
405,4,5:12.0,Q. Acy makes 2-pt jump shot from 16 ft (assist by J. Smith),,88,105
406,4,4:54.0,,S. Muhammad makes 2-pt dunk at rim (assist by G. Dieng),88,107
407,4,4:42.0,I. Shumpert misses 2-pt jump shot from 20 ft,,88,107
408,4,4:40.0,,Defensive rebound by C. Brewer,88,107
409,4,4:24.0,Offensive charge foul by C. Brewer (drawn by Q. Acy),,88,107
410,4,4:24.0,,Turnover by C. Brewer (offensive foul),88,107
411,4,4:24.0,T. Hardaway enters the game for I. Shumpert,,88,107
412,4,4:11.0,J. Smith makes 2-pt jump shot from 15 ft (assist by T. Wear),,90,107
413,4,3:45.0,,G. Dieng misses 2-pt jump shot from 12 ft,90,107
414,4,3:44.0,Defensive rebound by T. Wear,,90,107
415,4,3:39.0,Personal foul by G. Dieng (drawn by J. Smith),,90,107
416,4,3:39.0,J. Smith makes free throw 1 of 2,,91,107
417,4,3:39.0,J. Smith misses free throw 2 of 2,,91,107
418,4,3:38.0,,Defensive rebound by S. Muhammad,91,107
419,4,3:21.0,,Turnover by S. Muhammad (lost ball; steal by J. Smith),91,107
420,4,3:14.0,T. Wear misses 2-pt jump shot from 13 ft,,91,107
421,4,3:13.0,,Defensive rebound by K. Martin,91,107
422,4,2:52.0,,M. Williams makes 2-pt jump shot from 17 ft,91,109
423,4,2:40.0,J. Smith makes 2-pt jump shot from 17 ft,,93,109
424,4,2:12.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by M. Williams),93,112
425,4,1:54.0,Turnover by T. Wear (lost ball; steal by C. Brewer),,93,112
426,4,1:51.0,,Shooting foul by T. Hardaway (drawn by S. Muhammad),93,112
427,4,1:51.0,,Minnesota full timeout,93,112
428,4,1:51.0,,G. Robinson enters the game for G. Dieng,93,112
429,4,1:51.0,,Z. LaVine enters the game for K. Martin,93,112
430,4,1:51.0,,C. Budinger enters the game for M. Williams,93,112
431,4,1:51.0,,A. Bennett enters the game for C. Brewer,93,112
432,4,1:51.0,,S. Muhammad misses free throw 1 of 2,93,112
433,4,1:51.0,,Offensive rebound by Team,93,112
434,4,1:51.0,,S. Muhammad makes free throw 2 of 2,93,113
435,4,1:33.0,S. Larkin makes 2-pt layup at rim (assist by T. Wear),,95,113
436,4,1:12.0,,Z. LaVine makes 2-pt jump shot from 5 ft,95,115
437,4,1:02.0,Personal foul by A. Bennett (drawn by J. Smith),,95,115
438,4,1:02.0,J. Smith makes free throw 1 of 2,,96,115
439,4,1:02.0,,R. Hummel enters the game for S. Muhammad,96,115
440,4,1:02.0,J. Smith makes free throw 2 of 2,,97,115
441,4,0:43.0,,Z. LaVine misses 2-pt jump shot from 13 ft,97,115
442,4,0:42.0,Defensive rebound by Q. Acy,,97,115
443,4,0:35.0,T. Wear misses 2-pt jump shot from 22 ft,,97,115
444,4,0:34.0,,Defensive rebound by Z. LaVine,97,115
445,4,0:27.0,,G. Robinson misses 2-pt jump shot from 20 ft,97,115
446,4,0:26.0,Defensive rebound by Q. Acy,,97,115
447,4,0:13.0,J. Smith makes 2-pt jump shot from 11 ft,,99,115
