,QUARTER,TIME_REMAINING,UTAH_ACTION,BROOKLYN_ACTION,UTAH_SCORE,BROOKLYN_SCORE
98,2,9:34.0,Offensive rebound by Team,,25,28
99,2,9:34.0,,C. Jefferson enters the game for T. Young,25,28
100,2,9:34.0,D. Favors makes free throw 2 of 2,,26,28
101,2,9:26.0,,Turnover by J. Jack (bad pass),26,28
102,2,9:10.0,T. Burke misses 3-pt jump shot from 25 ft,,26,28
103,2,9:08.0,,Defensive rebound by A. Anderson,26,28
104,2,9:01.0,,J. Jack misses 3-pt jump shot from 24 ft,26,28
105,2,9:00.0,Defensive rebound by T. Booker,,26,28
106,2,8:52.0,T. Booker makes 2-pt dunk at rim (assist by E. Millsap),,28,28
107,2,8:29.0,,Turnover by B. Bogdanović (lost ball; steal by R. Hood),28,28
108,2,8:18.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Hood),,30,28
109,2,8:18.0,,Brooklyn full timeout,30,28
110,2,7:58.0,,A. Anderson makes 2-pt layup from 2 ft (assist by B. Bogdanović),30,30
111,2,7:40.0,Turnover by T. Booker (bad pass),,30,30
112,2,7:29.0,,Shooting foul by T. Booker (drawn by M. Plumlee),30,30
113,2,7:29.0,,M. Plumlee misses free throw 1 of 2,30,30
114,2,7:29.0,,Offensive rebound by Team,30,30
115,2,7:29.0,,M. Plumlee misses free throw 2 of 2,30,30
116,2,7:28.0,Defensive rebound by T. Booker,,30,30
117,2,7:17.0,D. Favors misses 2-pt jump shot from 19 ft,,30,30
118,2,7:15.0,Offensive rebound by T. Booker,,30,30
119,2,7:01.0,D. Favors makes 2-pt layup from 2 ft (assist by R. Hood),,32,30
120,2,6:45.0,,J. Jack makes 2-pt jump shot from 16 ft,32,32
121,2,6:26.0,R. Hood misses 3-pt jump shot from 24 ft,,32,32
122,2,6:25.0,,Defensive rebound by C. Jefferson,32,32
123,2,6:18.0,,Turnover by J. Jack (bad pass; steal by T. Booker),32,32
124,2,5:54.0,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),,35,32
125,2,5:41.0,,Personal foul by R. Hood (drawn by A. Anderson),35,32
126,2,5:41.0,Official timeout,,35,32
127,2,5:41.0,,D. Williams enters the game for J. Jack,35,32
128,2,5:41.0,,J. Johnson enters the game for A. Anderson,35,32
129,2,5:41.0,G. Hayward enters the game for E. Millsap,,35,32
130,2,5:26.0,,C. Jefferson misses 2-pt jump shot from 10 ft,35,32
131,2,5:25.0,,Offensive rebound by Team,35,32
132,2,5:25.0,Loose ball foul by D. Favors (drawn by B. Bogdanović),,35,32
133,2,5:18.0,,D. Williams misses 2-pt jump shot from 15 ft,35,32
134,2,5:17.0,Defensive rebound by T. Booker,,35,32
135,2,5:05.0,Turnover by R. Hood (bad pass; steal by D. Williams),,35,32
136,2,5:03.0,,Shooting foul by R. Hood (drawn by D. Williams),35,32
137,2,5:03.0,,D. Williams misses free throw 1 of 2,35,32
138,2,5:03.0,,Offensive rebound by Team,35,32
139,2,5:03.0,D. Exum enters the game for T. Burke,,35,32
140,2,5:03.0,R. Gobert enters the game for D. Favors,,35,32
141,2,5:03.0,,B. Lopez enters the game for M. Plumlee,35,32
142,2,5:03.0,,D. Williams makes free throw 2 of 2,35,33
143,2,4:46.0,Turnover by T. Booker (lost ball; steal by B. Lopez),,35,33
144,2,4:37.0,,D. Williams misses 2-pt jump shot from 4 ft,35,33
145,2,4:36.0,Defensive rebound by D. Exum,,35,33
146,2,4:30.0,G. Hayward misses 2-pt jump shot from 19 ft,,35,33
147,2,4:29.0,,Defensive rebound by Team,35,33
148,2,4:21.0,,D. Williams makes 2-pt layup at rim,35,35
149,2,3:53.0,T. Booker misses 2-pt jump shot from 8 ft,,35,35
150,2,3:52.0,,Defensive rebound by D. Williams,35,35
151,2,3:40.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Johnson),35,38
152,2,3:25.0,G. Hayward misses 3-pt jump shot from 24 ft,,35,38
153,2,3:23.0,Offensive rebound by D. Exum,,35,38
154,2,3:15.0,R. Hood misses 2-pt jump shot from 6 ft,,35,38
155,2,3:13.0,Offensive rebound by R. Gobert,,35,38
156,2,3:10.0,R. Gobert misses 2-pt hook shot from 4 ft,,35,38
157,2,3:09.0,,Defensive rebound by C. Jefferson,35,38
158,2,2:57.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),35,41
159,2,2:56.0,Utah full timeout,,35,41
160,2,2:56.0,J. Ingles enters the game for R. Hood,,35,41
161,2,2:56.0,D. Favors enters the game for T. Booker,,35,41
162,2,2:34.0,J. Ingles misses 2-pt jump shot from 19 ft,,35,41
163,2,2:32.0,Offensive rebound by R. Gobert,,35,41
164,2,2:28.0,D. Favors makes 2-pt dunk from 4 ft (assist by R. Gobert),,37,41
165,2,2:11.0,,B. Bogdanović misses 2-pt jump shot from 3 ft,37,41
166,2,2:10.0,Defensive rebound by R. Gobert,,37,41
167,2,1:49.0,D. Exum makes 3-pt jump shot from 25 ft (assist by D. Favors),,40,41
168,2,1:29.0,,C. Jefferson makes 2-pt jump shot from 16 ft,40,43
169,2,1:16.0,G. Hayward makes 2-pt jump shot from 9 ft (assist by R. Gobert),,42,43
170,2,1:04.0,,D. Williams misses 2-pt jump shot from 11 ft (block by D. Exum),42,43
171,2,1:03.0,,Offensive rebound by Team,42,43
172,2,1:03.0,,T. Young enters the game for C. Jefferson,42,43
173,2,0:58.0,,J. Johnson misses 2-pt jump shot from 9 ft,42,43
174,2,0:58.0,Defensive rebound by D. Favors,,42,43
175,2,0:35.0,G. Hayward misses 2-pt jump shot from 6 ft,,42,43
176,2,0:34.0,Offensive rebound by D. Exum,,42,43
177,2,0:13.0,J. Ingles misses 2-pt jump shot from 18 ft,,42,43
178,2,0:12.0,,Defensive rebound by B. Lopez,42,43
179,2,0:02.0,,J. Johnson misses 2-pt layup from 3 ft (block by R. Gobert),42,43
180,2,0:00.0,Defensive rebound by D. Favors,,42,43
181,3,11:39.0,D. Favors misses 2-pt jump shot from 8 ft,,42,43
182,3,11:38.0,Offensive rebound by R. Gobert,,42,43
183,3,11:20.0,G. Hayward misses 2-pt jump shot from 17 ft,,42,43
184,3,11:19.0,,Defensive rebound by B. Lopez,42,43
185,3,11:05.0,,Personal foul by G. Hayward (drawn by J. Johnson),42,43
186,3,10:55.0,,Personal foul by R. Gobert (drawn by B. Lopez),42,43
187,3,10:45.0,,B. Lopez misses 2-pt jump shot from 9 ft,42,43
188,3,10:43.0,,Offensive rebound by D. Williams,42,43
189,3,10:40.0,,T. Young makes 2-pt layup at rim (assist by D. Williams),42,45
190,3,10:19.0,R. Gobert misses 2-pt layup from 2 ft,,42,45
191,3,10:18.0,,Defensive rebound by B. Lopez,42,45
192,3,10:07.0,,Turnover by T. Young (bad pass),42,45
193,3,9:46.0,Turnover by J. Ingles (traveling),,42,45
194,3,9:25.0,,J. Johnson makes 2-pt jump shot from 13 ft (assist by T. Young),42,47
195,3,9:02.0,Shooting foul by B. Lopez (drawn by G. Hayward),,42,47
196,3,9:02.0,G. Hayward makes free throw 1 of 3,,43,47
197,3,9:02.0,G. Hayward makes free throw 2 of 3,,44,47
198,3,9:02.0,G. Hayward misses free throw 3 of 3,,44,47
199,3,9:01.0,,Defensive rebound by T. Young,44,47
200,3,8:52.0,,Turnover by D. Williams (bad pass),44,47
201,3,8:29.0,J. Ingles makes 2-pt jump shot from 14 ft,,46,47
202,3,8:18.0,,Turnover by D. Williams (bad pass; steal by G. Hayward),46,47
203,3,8:00.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),,48,47
204,3,7:39.0,,Turnover by M. Brown (inbound),48,47
205,3,7:17.0,D. Exum makes 3-pt jump shot from 22 ft (assist by D. Favors),,51,47
206,3,7:12.0,,Brooklyn full timeout,51,47
207,3,7:12.0,,B. Bogdanović enters the game for M. Brown,51,47
208,3,6:51.0,,T. Young misses 2-pt jump shot from 8 ft,51,47
209,3,6:50.0,Defensive rebound by J. Ingles,,51,47
210,3,6:32.0,D. Favors makes 2-pt layup from 2 ft (assist by R. Gobert),,53,47
211,3,6:17.0,,D. Williams makes 3-pt jump shot from 22 ft (assist by J. Johnson),53,50
212,3,5:54.0,Turnover by D. Exum (bad pass; steal by T. Young),,53,50
213,3,5:47.0,,B. Bogdanović makes 3-pt jump shot from 23 ft,53,53
214,3,5:31.0,G. Hayward misses 2-pt jump shot from 3 ft,,53,53
215,3,5:30.0,Offensive rebound by R. Gobert,,53,53
216,3,5:28.0,Shooting foul by T. Young (drawn by R. Gobert),,53,53
217,3,5:28.0,R. Gobert makes free throw 1 of 2,,54,53
218,3,5:28.0,T. Burke enters the game for D. Exum,,54,53
219,3,5:28.0,R. Gobert makes free throw 2 of 2,,55,53
220,3,5:17.0,,T. Young misses 2-pt jump shot from 8 ft,55,53
221,3,5:16.0,Defensive rebound by R. Gobert,,55,53
222,3,4:57.0,Shooting foul by B. Lopez (drawn by D. Favors),,55,53
223,3,4:57.0,D. Favors makes free throw 1 of 2,,56,53
224,3,4:57.0,,M. Plumlee enters the game for B. Lopez,56,53
225,3,4:57.0,,J. Jack enters the game for D. Williams,56,53
226,3,4:57.0,E. Millsap enters the game for J. Ingles,,56,53
227,3,4:57.0,D. Favors makes free throw 2 of 2,,57,53
228,3,4:44.0,,Offensive foul by J. Johnson (drawn by G. Hayward),57,53
229,3,4:44.0,,Turnover by J. Johnson (offensive foul),57,53
230,3,4:44.0,,Violation by Team (delay of game),57,53
231,3,4:35.0,Personal foul by M. Plumlee (drawn by R. Gobert),,57,53
232,3,4:35.0,T. Booker enters the game for D. Favors,,57,53
233,3,4:35.0,,A. Anderson enters the game for J. Johnson,57,53
234,3,4:32.0,Turnover by R. Gobert (bad pass; steal by M. Plumlee),,57,53
235,3,4:28.0,,M. Plumlee makes 2-pt dunk at rim,57,55
236,3,4:10.0,T. Burke makes 2-pt jump shot from 18 ft,,59,55
237,3,3:54.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,59,55
238,3,3:53.0,Defensive rebound by G. Hayward,,59,55
239,3,3:41.0,T. Burke makes 3-pt jump shot from 22 ft (assist by E. Millsap),,62,55
240,3,3:28.0,,B. Bogdanović makes 2-pt layup at rim (assist by A. Anderson),62,57
241,3,3:07.0,R. Gobert misses 2-pt dunk at rim,,62,57
242,3,3:06.0,,Defensive rebound by B. Bogdanović,62,57
243,3,2:50.0,,M. Plumlee makes 2-pt hook shot from 3 ft,62,59
244,3,2:43.0,Utah full timeout,,62,59
245,3,2:36.0,Shooting foul by A. Anderson (drawn by G. Hayward),,62,59
246,3,2:36.0,G. Hayward makes free throw 1 of 2,,63,59
247,3,2:36.0,G. Hayward makes free throw 2 of 2,,64,59
248,3,2:23.0,,A. Anderson misses 2-pt layup from 2 ft (block by R. Gobert),64,59
249,3,2:21.0,Defensive rebound by G. Hayward,,64,59
250,3,2:16.0,R. Hood enters the game for G. Hayward,,64,59
251,3,2:04.0,T. Burke misses 2-pt jump shot from 18 ft,,64,59
252,3,2:03.0,,Defensive rebound by M. Plumlee,64,59
253,3,1:55.0,,T. Young misses 3-pt jump shot from 24 ft,64,59
254,3,1:54.0,Defensive rebound by R. Gobert,,64,59
255,3,1:46.0,R. Gobert makes 2-pt dunk at rim (assist by T. Burke),,66,59
256,3,1:33.0,,Turnover by T. Young (bad pass; steal by E. Millsap),66,59
257,3,1:21.0,T. Burke misses 2-pt layup from 2 ft,,66,59
258,3,1:20.0,,Defensive rebound by M. Plumlee,66,59
259,3,1:10.0,,T. Young makes 2-pt layup from 1 ft (assist by M. Plumlee),66,61
260,3,0:42.0,E. Millsap misses 2-pt jump shot from 8 ft,,66,61
261,3,0:41.0,Offensive rebound by Team,,66,61
262,3,0:41.0,Turnover by Team (shot clock),,66,61
263,3,0:41.0,,C. Jefferson enters the game for T. Young,66,61
264,3,0:34.0,,J. Jack makes 2-pt jump shot from 18 ft,66,63
265,3,0:18.0,Turnover by R. Hood (traveling),,66,63
266,3,0:04.0,,Turnover by J. Jack (bad pass),66,63
267,3,0:01.0,T. Burke misses 2-pt jump shot from 19 ft,,66,63
268,3,0:00.0,Offensive rebound by Team,,66,63
269,4,11:50.0,,C. Jefferson makes 2-pt jump shot from 19 ft (assist by J. Jack),66,65
270,4,11:26.0,E. Millsap makes 2-pt layup from 1 ft (assist by D. Favors),,68,65
271,4,11:04.0,,A. Anderson misses 3-pt jump shot from 22 ft,68,65
272,4,11:03.0,Defensive rebound by R. Hood,,68,65
273,4,10:51.0,Personal block foul by M. Plumlee (drawn by T. Burke),,68,65
274,4,10:42.0,E. Millsap makes 3-pt jump shot from 24 ft (assist by T. Burke),,71,65
275,4,10:24.0,,Shooting foul by R. Hood (drawn by C. Jefferson),71,65
276,4,10:24.0,,C. Jefferson misses free throw 1 of 2,71,65
277,4,10:24.0,,Offensive rebound by Team,71,65
278,4,10:24.0,,C. Jefferson misses free throw 2 of 2,71,65
279,4,10:23.0,Defensive rebound by T. Booker,,71,65
280,4,10:04.0,R. Hood makes 3-pt jump shot from 26 ft,,74,65
281,4,10:00.0,,Brooklyn full timeout,74,65
282,4,10:00.0,,J. Johnson enters the game for B. Bogdanović,74,65
283,4,10:00.0,,B. Lopez enters the game for M. Plumlee,74,65
284,4,9:44.0,,J. Johnson misses 2-pt jump shot from 5 ft,74,65
285,4,9:43.0,,Offensive rebound by B. Lopez,74,65
286,4,9:42.0,,B. Lopez misses 2-pt tip-in at rim,74,65
287,4,9:41.0,Defensive rebound by D. Favors,,74,65
288,4,9:31.0,Turnover by E. Millsap (lost ball),,74,65
289,4,9:20.0,,C. Jefferson makes 2-pt jump shot from 5 ft (assist by J. Jack),74,67
290,4,8:56.0,T. Burke misses 3-pt jump shot from 24 ft,,74,67
291,4,8:55.0,,Defensive rebound by C. Jefferson,74,67
292,4,8:42.0,,C. Jefferson misses 2-pt jump shot from 18 ft,74,67
293,4,8:41.0,Defensive rebound by T. Burke,,74,67
294,4,8:38.0,T. Booker makes 2-pt layup at rim (assist by T. Burke),,76,67
295,4,8:20.0,,Personal foul by R. Hood (drawn by J. Johnson),76,67
296,4,8:20.0,D. Exum enters the game for T. Burke,,76,67
297,4,8:20.0,J. Ingles enters the game for E. Millsap,,76,67
298,4,8:09.0,,A. Anderson makes 2-pt layup from 2 ft,76,69
299,4,7:48.0,Turnover by J. Ingles (lost ball; steal by B. Lopez),,76,69
300,4,7:37.0,,J. Johnson makes 2-pt jump shot from 3 ft,76,71
301,4,7:12.0,T. Booker misses 2-pt jump shot from 19 ft,,76,71
302,4,7:11.0,,Defensive rebound by J. Jack,76,71
303,4,7:02.0,,J. Jack misses 2-pt jump shot from 20 ft,76,71
304,4,7:01.0,Defensive rebound by J. Ingles,,76,71
305,4,6:40.0,D. Favors misses 2-pt layup from 1 ft (block by B. Lopez),,76,71
306,4,6:38.0,Offensive rebound by T. Booker,,76,71
307,4,6:37.0,T. Booker makes 2-pt tip-in at rim,,78,71
308,4,6:16.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),78,73
309,4,6:04.0,J. Ingles misses 3-pt jump shot from 25 ft,,78,73
310,4,6:03.0,Offensive rebound by T. Booker,,78,73
311,4,6:01.0,Turnover by T. Booker (lost ball; steal by J. Jack),,78,73
312,4,5:55.0,,B. Lopez makes 2-pt jump shot from 10 ft (assist by J. Jack),78,75
313,4,5:55.0,Utah full timeout,,78,75
314,4,5:55.0,,T. Young enters the game for C. Jefferson,78,75
315,4,5:45.0,G. Hayward enters the game for T. Booker,,78,75
316,4,5:45.0,R. Gobert enters the game for R. Hood,,78,75
317,4,5:45.0,,D. Williams enters the game for A. Anderson,78,75
318,4,5:35.0,D. Favors misses 2-pt jump shot from 3 ft,,78,75
319,4,5:34.0,,Defensive rebound by B. Lopez,78,75
320,4,5:23.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Jack),78,77
321,4,5:23.0,,Shooting foul by D. Favors (drawn by B. Lopez),78,77
322,4,5:23.0,,B. Lopez misses free throw 1 of 1,78,77
323,4,5:22.0,Defensive rebound by D. Favors,,78,77
324,4,5:05.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by D. Exum),,81,77
325,4,4:46.0,,Turnover by B. Lopez (bad pass; steal by G. Hayward),81,77
326,4,4:32.0,Shooting foul by J. Jack (drawn by G. Hayward),,81,77
327,4,4:32.0,G. Hayward makes free throw 1 of 2,,82,77
328,4,4:32.0,E. Millsap enters the game for J. Ingles,,82,77
329,4,4:32.0,G. Hayward makes free throw 2 of 2,,83,77
330,4,4:20.0,,B. Lopez misses 2-pt layup from 1 ft,83,77
331,4,4:19.0,Defensive rebound by Team,,83,77
332,4,3:56.0,D. Favors makes 2-pt jump shot from 7 ft (assist by R. Gobert),,85,77
333,4,3:42.0,,Turnover by J. Jack (bad pass; steal by G. Hayward),85,77
334,4,3:39.0,Shooting foul by D. Williams (drawn by E. Millsap),,85,77
335,4,3:39.0,E. Millsap misses free throw 1 of 2,,85,77
336,4,3:39.0,Offensive rebound by Team,,85,77
337,4,3:39.0,E. Millsap makes free throw 2 of 2,,86,77
338,4,3:33.0,,Turnover by J. Jack (lost ball),86,77
339,4,3:20.0,Shooting foul by T. Young (drawn by D. Favors),,86,77
340,4,3:20.0,D. Favors makes free throw 1 of 2,,87,77
341,4,3:20.0,D. Favors makes free throw 2 of 2,,88,77
342,4,3:10.0,,Shooting foul by R. Gobert (drawn by B. Lopez),88,77
343,4,3:10.0,,B. Lopez makes free throw 1 of 2,88,78
344,4,3:10.0,,B. Lopez misses free throw 2 of 2,88,78
345,4,3:09.0,Defensive rebound by D. Favors,,88,78
346,4,2:57.0,G. Hayward misses 3-pt jump shot from 24 ft,,88,78
347,4,2:56.0,,Defensive rebound by D. Williams,88,78
348,4,2:39.0,,T. Young misses 2-pt jump shot from 4 ft (block by D. Favors),88,78
349,4,2:38.0,Defensive rebound by R. Gobert,,88,78
350,4,2:23.0,D. Favors misses 2-pt jump shot from 14 ft,,88,78
351,4,2:21.0,,Defensive rebound by J. Jack,88,78
352,4,2:15.0,,T. Young makes 2-pt layup at rim (assist by J. Jack),88,80
353,4,1:59.0,Personal foul by D. Williams (drawn by G. Hayward),,88,80
354,4,1:59.0,Official timeout,,88,80
355,4,1:59.0,R. Hood enters the game for E. Millsap,,88,80
356,4,1:59.0,G. Hayward makes free throw 1 of 2,,89,80
357,4,1:59.0,G. Hayward makes free throw 2 of 2,,90,80
358,4,1:43.0,,Turnover by D. Williams (lost ball),90,80
359,4,1:21.0,D. Favors makes 2-pt jump shot from 11 ft (assist by R. Hood),,92,80
360,4,1:08.0,,Personal foul by R. Gobert (drawn by B. Lopez),92,80
361,4,1:08.0,,B. Lopez makes free throw 1 of 2,92,81
362,4,1:08.0,,B. Lopez makes free throw 2 of 2,92,82
363,4,0:49.0,Turnover by G. Hayward (bad pass),,92,82
364,4,0:42.0,,T. Young makes 3-pt jump shot from 24 ft (assist by D. Williams),92,85
365,4,0:39.0,Utah full timeout,,92,85
366,4,0:39.0,Utah full timeout,,92,85
367,4,0:39.0,,M. Plumlee enters the game for B. Lopez,92,85
368,4,0:39.0,T. Burke enters the game for D. Exum,,92,85
369,4,0:39.0,J. Ingles enters the game for R. Gobert,,92,85
370,4,0:36.0,Personal foul by M. Plumlee (drawn by D. Favors),,92,85
371,4,0:36.0,D. Favors makes free throw 1 of 2,,93,85
372,4,0:36.0,R. Gobert enters the game for J. Ingles,,93,85
373,4,0:36.0,D. Exum enters the game for T. Burke,,93,85
374,4,0:36.0,,B. Lopez enters the game for M. Plumlee,93,85
375,4,0:36.0,D. Favors misses free throw 2 of 2,,93,85
376,4,0:36.0,,Defensive rebound by T. Young,93,85
377,4,0:27.0,,B. Lopez misses 3-pt jump shot from 24 ft,93,85
378,4,0:26.0,Defensive rebound by R. Hood,,93,85
379,4,0:06.0,G. Hayward makes 2-pt jump shot from 20 ft,,95,85
380,4,0:02.0,,J. Jack makes 3-pt jump shot from 24 ft,95,88
