,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
48,1,5:44.0,R. Gay makes 2-pt jump shot from 8 ft,,7,16
49,1,5:23.0,,M. Gasol misses 2-pt jump shot from 13 ft,7,16
50,1,5:22.0,,Offensive rebound by M. Gasol,7,16
51,1,5:15.0,,J. Green misses 3-pt jump shot from 24 ft,7,16
52,1,5:14.0,,Offensive rebound by K. Koufos,7,16
53,1,5:06.0,O. Casspi enters the game for R. Evans,,7,16
54,1,4:57.0,,Offensive foul by K. Koufos (drawn by R. McCallum),7,16
55,1,4:57.0,,Turnover by K. Koufos (offensive foul),7,16
56,1,4:43.0,Personal foul by K. Koufos (drawn by R. McCallum),,7,16
57,1,4:43.0,,V. Carter enters the game for J. Green,7,16
58,1,4:36.0,R. Gay misses 2-pt jump shot from 17 ft,,7,16
59,1,4:35.0,,Defensive rebound by M. Gasol,7,16
60,1,4:27.0,,Turnover by M. Conley (bad pass; steal by N. Stauskas),7,16
61,1,4:19.0,J. Thompson makes 2-pt layup from 2 ft (assist by R. Gay),,9,16
62,1,3:59.0,,M. Conley misses 2-pt jump shot from 8 ft,9,16
63,1,3:57.0,,Offensive rebound by M. Gasol,9,16
64,1,3:57.0,,M. Gasol misses 2-pt tip-in from 1 ft,9,16
65,1,3:55.0,,Offensive rebound by M. Conley,9,16
66,1,3:53.0,,Shooting foul by R. Gay (drawn by M. Conley),9,16
67,1,3:53.0,,M. Conley makes free throw 1 of 2,9,17
68,1,3:53.0,,J. Green enters the game for M. Gasol,9,17
69,1,3:53.0,A. Miller enters the game for R. McCallum,,9,17
70,1,3:53.0,,M. Conley makes free throw 2 of 2,9,18
71,1,3:35.0,R. Gay makes 3-pt jump shot from 24 ft (assist by N. Stauskas),,12,18
72,1,3:20.0,,J. Green makes 2-pt jump shot from 7 ft,12,20
73,1,2:55.0,R. Gay makes 2-pt dunk at rim,,14,20
74,1,2:45.0,,Memphis full timeout,14,20
75,1,2:45.0,,B. Udrih enters the game for C. Lee,14,20
76,1,2:45.0,D. Williams enters the game for J. Thompson,,14,20
77,1,2:33.0,,K. Koufos makes 2-pt hook shot from 6 ft,14,22
78,1,2:13.0,R. Gay makes 3-pt jump shot from 24 ft,,17,22
79,1,1:58.0,,B. Udrih misses 2-pt layup at rim,17,22
80,1,1:56.0,Defensive rebound by D. Williams,,17,22
81,1,1:35.0,D. Williams misses 3-pt jump shot from 23 ft,,17,22
82,1,1:35.0,,Defensive rebound by M. Conley,17,22
83,1,1:18.0,,J. Green misses 2-pt layup from 2 ft (block by R. Gay),17,22
84,1,1:18.0,,Offensive rebound by Team,17,22
85,1,1:13.0,,V. Carter misses 2-pt jump shot from 13 ft,17,22
86,1,1:10.0,,Offensive rebound by K. Koufos,17,22
87,1,1:10.0,,K. Koufos makes 2-pt layup from 2 ft,17,24
88,1,1:00.0,Turnover by A. Miller (bad pass; steal by V. Carter),,17,24
89,1,0:51.0,,V. Carter misses 3-pt jump shot from 23 ft,17,24
90,1,0:50.0,Defensive rebound by N. Stauskas,,17,24
91,1,0:37.0,Personal foul by B. Udrih (drawn by N. Stauskas),,17,24
92,1,0:37.0,N. Stauskas misses free throw 1 of 2,,17,24
93,1,0:37.0,Offensive rebound by Team,,17,24
94,1,0:37.0,R. Hollins enters the game for R. Gay,,17,24
95,1,0:37.0,N. Stauskas makes free throw 2 of 2,,18,24
96,1,0:27.0,,B. Udrih misses 2-pt layup from 2 ft,18,24
97,1,0:25.0,Defensive rebound by A. Miller,,18,24
98,1,0:06.0,D. Williams misses 3-pt jump shot from 25 ft,,18,24
99,1,0:06.0,Offensive rebound by N. Stauskas,,18,24
100,1,0:04.0,N. Stauskas misses 2-pt layup from 1 ft (block by M. Conley),,18,24
101,1,0:04.0,Offensive rebound by Team,,18,24
102,1,0:02.0,D. Williams makes 2-pt layup from 2 ft (assist by O. Casspi),,20,24
103,1,0:01.0,,Personal foul by A. Miller (drawn by M. Conley),20,24
104,1,0:00.0,,M. Conley misses 3-pt jump shot from 43 ft,20,24
105,1,0:00.0,,Offensive rebound by Team,20,24
106,2,11:40.0,O. Casspi makes 2-pt jump shot from 3 ft,,22,24
107,2,11:29.0,,Personal foul by R. Hollins (drawn by V. Carter),22,24
108,2,11:20.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by N. Calathes),22,26
109,2,10:54.0,A. Miller misses 2-pt jump shot from 7 ft,,22,26
110,2,10:52.0,,Defensive rebound by K. Koufos,22,26
111,2,10:43.0,,Z. Randolph makes 2-pt jump shot from 14 ft,22,28
112,2,10:17.0,A. Miller misses 2-pt jump shot from 9 ft,,22,28
113,2,10:14.0,,Defensive rebound by B. Udrih,22,28
114,2,10:07.0,,K. Koufos makes 2-pt jump shot from 4 ft (assist by B. Udrih),22,30
115,2,10:00.0,Sacramento full timeout,,22,30
116,2,10:00.0,J. Thompson enters the game for N. Stauskas,,22,30
117,2,10:00.0,B. McLemore enters the game for R. Hollins,,22,30
118,2,9:44.0,J. Thompson misses 2-pt jump shot from 4 ft,,22,30
119,2,9:42.0,,Defensive rebound by Z. Randolph,22,30
120,2,9:33.0,,B. Udrih makes 3-pt jump shot from 25 ft (assist by Z. Randolph),22,33
121,2,9:05.0,D. Williams misses 2-pt jump shot from 5 ft (block by K. Koufos),,22,33
122,2,9:05.0,Offensive rebound by Team,,22,33
123,2,9:05.0,Turnover by Team (shot clock),,22,33
124,2,8:46.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by Z. Randolph),22,36
125,2,8:33.0,D. Williams misses 2-pt jump shot from 5 ft (block by B. Udrih),,22,36
126,2,8:32.0,Offensive rebound by D. Williams,,22,36
127,2,8:32.0,D. Williams makes 2-pt jump shot from 5 ft,,24,36
128,2,8:18.0,,K. Koufos misses 2-pt hook shot from 5 ft,24,36
129,2,8:17.0,Defensive rebound by J. Thompson,,24,36
130,2,8:13.0,Turnover by A. Miller (bad pass),,24,36
131,2,8:13.0,R. Gay enters the game for O. Casspi,,24,36
132,2,7:50.0,,Z. Randolph misses 2-pt jump shot from 16 ft,24,36
133,2,7:49.0,,Offensive rebound by K. Koufos,24,36
134,2,7:49.0,,K. Koufos misses 2-pt tip-in from 1 ft,24,36
135,2,7:46.0,Defensive rebound by R. Gay,,24,36
136,2,7:44.0,Shooting foul by V. Carter (drawn by D. Williams),,24,36
137,2,7:44.0,D. Williams misses free throw 1 of 2,,24,36
138,2,7:44.0,Offensive rebound by Team,,24,36
139,2,7:44.0,,M. Gasol enters the game for K. Koufos,24,36
140,2,7:44.0,,J. Green enters the game for V. Carter,24,36
141,2,7:44.0,D. Williams makes free throw 2 of 2,,25,36
142,2,7:24.0,,J. Green makes 3-pt jump shot from 22 ft (assist by B. Udrih),25,39
143,2,7:07.0,B. McLemore misses 2-pt layup from 1 ft,,25,39
144,2,7:07.0,,Defensive rebound by Team,25,39
145,2,7:07.0,Loose ball foul by J. Thompson (drawn by M. Gasol),,25,39
146,2,7:07.0,R. McCallum enters the game for A. Miller,,25,39
147,2,6:57.0,,B. Udrih makes 2-pt layup from 1 ft (assist by M. Gasol),25,41
148,2,6:43.0,D. Williams makes 2-pt layup from 1 ft,,27,41
149,2,6:24.0,,Z. Randolph misses 2-pt jump shot from 17 ft,27,41
150,2,6:23.0,Defensive rebound by B. McLemore,,27,41
151,2,6:14.0,R. Gay makes 2-pt jump shot from 9 ft,,29,41
152,2,5:57.0,,B. Udrih makes 2-pt jump shot from 16 ft (assist by M. Gasol),29,43
153,2,5:44.0,,Violation by J. Green (kicked ball),29,43
154,2,5:44.0,Sacramento full timeout,,29,43
155,2,5:30.0,J. Thompson misses 2-pt jump shot from 15 ft,,29,43
156,2,5:30.0,Offensive rebound by Team,,29,43
157,2,5:30.0,Turnover by Team (shot clock),,29,43
158,2,5:13.0,,Offensive foul by M. Gasol (drawn by D. Williams),29,43
159,2,5:13.0,,Turnover by M. Gasol (offensive foul),29,43
160,2,5:13.0,,C. Lee enters the game for B. Udrih,29,43
161,2,5:13.0,,M. Conley enters the game for N. Calathes,29,43
162,2,4:59.0,R. Gay makes 2-pt jump shot from 22 ft (assist by R. McCallum),,31,43
163,2,4:36.0,,Turnover by C. Lee (bad pass),31,43
164,2,4:31.0,Turnover by R. McCallum (traveling),,31,43
165,2,4:14.0,,J. Green misses 2-pt layup from 2 ft (block by J. Thompson),31,43
166,2,4:12.0,,Offensive rebound by M. Gasol,31,43
167,2,4:12.0,,M. Gasol makes 2-pt jump shot from 3 ft,31,45
168,2,4:00.0,D. Williams misses 2-pt layup from 1 ft,,31,45
169,2,3:58.0,Offensive rebound by D. Williams,,31,45
170,2,3:55.0,R. Gay makes 2-pt layup from 1 ft,,33,45
171,2,3:49.0,,J. Green makes 2-pt layup from 1 ft,33,47
172,2,3:49.0,,Shooting foul by J. Thompson (drawn by J. Green),33,47
173,2,3:49.0,R. Evans enters the game for D. Williams,,33,47
174,2,3:49.0,,J. Green makes free throw 1 of 1,33,48
175,2,3:30.0,R. McCallum misses 3-pt jump shot from 22 ft,,33,48
176,2,3:30.0,Offensive rebound by R. McCallum,,33,48
177,2,3:12.0,Shooting foul by M. Gasol (drawn by R. McCallum),,33,48
178,2,3:12.0,R. McCallum makes free throw 1 of 2,,34,48
179,2,3:12.0,,K. Koufos enters the game for M. Gasol,34,48
180,2,3:12.0,R. McCallum misses free throw 2 of 2,,34,48
181,2,3:11.0,,Defensive rebound by K. Koufos,34,48
182,2,2:47.0,,Z. Randolph misses 2-pt jump shot from 13 ft,34,48
183,2,2:45.0,Defensive rebound by R. Gay,,34,48
184,2,2:38.0,Offensive foul by J. Thompson (drawn by Z. Randolph),,34,48
185,2,2:38.0,Turnover by J. Thompson (offensive foul),,34,48
186,2,2:38.0,,Memphis full timeout,34,48
187,2,2:38.0,R. Hollins enters the game for J. Thompson,,34,48
188,2,2:20.0,,Personal foul by R. Evans (drawn by Z. Randolph),34,48
189,2,2:16.0,,M. Conley misses 3-pt jump shot from 25 ft,34,48
190,2,2:16.0,Defensive rebound by R. McCallum,,34,48
191,2,2:01.0,R. McCallum makes 2-pt layup from 2 ft (assist by R. Gay),,36,48
192,2,1:47.0,,C. Lee misses 2-pt jump shot from 17 ft,36,48
193,2,1:46.0,,Offensive rebound by Z. Randolph,36,48
194,2,1:46.0,,Shooting foul by R. Hollins (drawn by Z. Randolph),36,48
195,2,1:46.0,,Z. Randolph makes free throw 1 of 2,36,49
196,2,1:46.0,,Z. Randolph makes free throw 2 of 2,36,50
197,2,1:25.0,Shooting foul by J. Green (drawn by R. Gay),,36,50
198,2,1:25.0,R. Gay makes free throw 1 of 2,,37,50
199,2,1:25.0,R. Gay makes free throw 2 of 2,,38,50
200,2,1:15.0,Violation by R. McCallum (kicked ball),,38,50
201,2,1:07.0,,M. Conley misses 2-pt jump shot from 5 ft,38,50
202,2,1:05.0,,Offensive rebound by K. Koufos,38,50
203,2,1:00.0,,C. Lee makes 2-pt jump shot from 22 ft (assist by Z. Randolph),38,52
204,2,0:50.0,R. McCallum misses 2-pt layup from 2 ft,,38,52
205,2,0:50.0,Offensive rebound by R. Evans,,38,52
206,2,0:50.0,R. Evans makes 2-pt tip-in at rim,,40,52
207,2,0:42.0,,Personal foul by R. Hollins (drawn by M. Conley),40,52
208,2,0:42.0,,M. Conley makes free throw 1 of 2,40,53
209,2,0:42.0,,M. Conley makes free throw 2 of 2,40,54
210,2,0:33.0,Personal foul by J. Green (drawn by R. Gay),,40,54
211,2,0:33.0,R. Evans makes free throw 1 of 2,,41,54
212,2,0:33.0,D. Williams enters the game for R. Hollins,,41,54
213,2,0:33.0,R. Evans misses free throw 2 of 2,,41,54
214,2,0:33.0,,Defensive rebound by Z. Randolph,41,54
215,2,0:21.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by M. Conley),41,56
216,2,0:02.0,R. Gay misses 2-pt jump shot from 7 ft,,41,56
217,2,0:01.0,Offensive rebound by R. Evans,,41,56
218,2,0:01.0,R. Evans makes 2-pt layup from 1 ft,,43,56
219,2,0:01.0,,Violation by K. Koufos (def goaltending),43,56
220,2,0:00.0,,Z. Randolph misses 3-pt jump shot from 59 ft,43,56
221,2,0:00.0,,Offensive rebound by Team,43,56
222,3,11:46.0,,Violation by M. Conley (kicked ball),43,56
223,3,11:35.0,B. McLemore makes 3-pt jump shot from 22 ft,,46,56
224,3,11:12.0,,Turnover by Z. Randolph (bad pass; steal by R. Gay),46,56
225,3,11:07.0,R. McCallum misses 2-pt layup from 1 ft (block by M. Conley),,46,56
226,3,11:07.0,Offensive rebound by Team,,46,56
227,3,10:53.0,R. Gay misses 2-pt jump shot from 8 ft,,46,56
228,3,10:53.0,,Defensive rebound by M. Gasol,46,56
229,3,10:36.0,,Turnover by Z. Randolph (lost ball; steal by R. Evans),46,56
230,3,10:28.0,R. Evans misses 2-pt jump shot from 3 ft,,46,56
231,3,10:27.0,Offensive rebound by R. Evans,,46,56
232,3,10:17.0,Offensive foul by R. Evans (drawn by Z. Randolph),,46,56
233,3,10:17.0,Turnover by R. Evans (offensive foul),,46,56
234,3,10:04.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),46,59
235,3,9:39.0,R. Gay misses 2-pt jump shot from 4 ft,,46,59
236,3,9:38.0,,Defensive rebound by Z. Randolph,46,59
237,3,9:23.0,,M. Gasol misses 2-pt jump shot from 12 ft,46,59
238,3,9:21.0,Defensive rebound by R. Gay,,46,59
239,3,9:06.0,J. Thompson misses 2-pt layup from 2 ft,,46,59
240,3,9:04.0,,Defensive rebound by J. Green,46,59
241,3,8:59.0,,C. Lee makes 2-pt jump shot from 12 ft (assist by J. Green),46,61
242,3,8:43.0,J. Thompson misses 2-pt jump shot from 13 ft,,46,61
243,3,8:43.0,,Defensive rebound by Z. Randolph,46,61
244,3,8:32.0,,C. Lee misses 3-pt jump shot from 23 ft,46,61
245,3,8:32.0,Defensive rebound by R. Evans,,46,61
246,3,8:20.0,J. Thompson makes 2-pt jump shot from 3 ft (assist by R. McCallum),,48,61
247,3,8:05.0,,J. Green misses 3-pt jump shot from 25 ft,48,61
248,3,8:04.0,Defensive rebound by J. Thompson,,48,61
249,3,7:57.0,Turnover by R. Gay (bad pass; steal by M. Conley),,48,61
250,3,7:52.0,,M. Conley makes 2-pt layup from 1 ft (assist by J. Green),48,63
251,3,7:52.0,Sacramento full timeout,,48,63
252,3,7:52.0,C. Landry enters the game for J. Thompson,,48,63
253,3,7:37.0,C. Landry makes 2-pt layup from 1 ft (assist by R. Evans),,50,63
254,3,7:16.0,,Z. Randolph misses 2-pt jump shot from 20 ft,50,63
255,3,7:15.0,Defensive rebound by R. McCallum,,50,63
256,3,7:01.0,R. Gay makes 2-pt jump shot from 2 ft,,52,63
257,3,6:37.0,,Shooting foul by R. Evans (drawn by Z. Randolph),52,63
258,3,6:37.0,,Z. Randolph makes free throw 1 of 2,52,64
259,3,6:37.0,,V. Carter enters the game for M. Gasol,52,64
260,3,6:37.0,N. Stauskas enters the game for B. McLemore,,52,64
261,3,6:37.0,,Z. Randolph makes free throw 2 of 2,52,65
262,3,6:22.0,R. Gay misses 2-pt jump shot from 5 ft,,52,65
263,3,6:20.0,Offensive rebound by R. Gay,,52,65
264,3,6:20.0,R. Gay makes 2-pt tip-in from 2 ft,,54,65
265,3,5:57.0,,Z. Randolph misses 2-pt jump shot from 4 ft,54,65
266,3,5:56.0,Defensive rebound by R. Evans,,54,65
267,3,5:39.0,Turnover by C. Landry (lost ball; steal by Z. Randolph),,54,65
268,3,5:26.0,,C. Lee makes 2-pt jump shot from 19 ft (assist by J. Green),54,67
269,3,5:04.0,R. Gay misses 3-pt jump shot from 22 ft,,54,67
270,3,5:03.0,,Defensive rebound by V. Carter,54,67
271,3,4:45.0,,Z. Randolph makes 2-pt dunk at rim,54,69
272,3,4:33.0,R. McCallum makes 2-pt jump shot from 8 ft,,56,69
273,3,4:33.0,Shooting foul by M. Conley (drawn by R. McCallum),,56,69
274,3,4:33.0,D. Williams enters the game for R. Evans,,56,69
275,3,4:33.0,R. McCallum makes free throw 1 of 1,,57,69
276,3,4:20.0,,M. Conley makes 2-pt layup from 1 ft,57,71
277,3,4:05.0,Turnover by R. McCallum (traveling),,57,71
278,3,4:05.0,A. Miller enters the game for R. McCallum,,57,71
279,3,4:05.0,,Memphis full timeout,57,71
280,3,3:56.0,,Personal foul by N. Stauskas (drawn by J. Green),57,71
281,3,3:40.0,,V. Carter misses 3-pt jump shot from 24 ft,57,71
282,3,3:37.0,Defensive rebound by C. Landry,,57,71
283,3,3:23.0,R. Gay makes 2-pt layup at rim,,59,71
284,3,3:06.0,,M. Conley misses 3-pt jump shot from 24 ft,59,71
285,3,3:04.0,Defensive rebound by N. Stauskas,,59,71
286,3,2:57.0,Personal foul by M. Conley (drawn by C. Landry),,59,71
287,3,2:57.0,,M. Gasol enters the game for Z. Randolph,59,71
288,3,2:47.0,D. Williams misses 3-pt jump shot from 25 ft,,59,71
289,3,2:47.0,,Defensive rebound by M. Gasol,59,71
290,3,2:40.0,,M. Conley misses 2-pt layup at rim (block by N. Stauskas),59,71
291,3,2:37.0,Defensive rebound by N. Stauskas,,59,71
292,3,2:32.0,Turnover by D. Williams (bad pass; steal by M. Gasol),,59,71
293,3,2:26.0,,J. Green makes 2-pt dunk at rim,59,73
294,3,2:23.0,Sacramento full timeout,,59,73
295,3,2:23.0,,N. Calathes enters the game for J. Green,59,73
296,3,2:23.0,O. Casspi enters the game for R. Gay,,59,73
297,3,1:57.0,N. Stauskas makes 3-pt jump shot from 27 ft (assist by O. Casspi),,62,73
298,3,1:33.0,,M. Gasol misses 2-pt jump shot from 8 ft,62,73
299,3,1:32.0,,Offensive rebound by V. Carter,62,73
300,3,1:32.0,,V. Carter misses 2-pt tip-in at rim,62,73
301,3,1:29.0,Defensive rebound by N. Stauskas,,62,73
302,3,1:21.0,C. Landry makes 2-pt jump shot from 15 ft (assist by N. Stauskas),,64,73
303,3,0:58.0,,Turnover by C. Lee (bad pass),64,73
304,3,0:58.0,,B. Udrih enters the game for M. Conley,64,73
305,3,0:43.0,O. Casspi misses 3-pt jump shot from 25 ft,,64,73
306,3,0:42.0,Offensive rebound by C. Landry,,64,73
307,3,0:38.0,C. Landry misses 2-pt layup from 2 ft (block by M. Gasol),,64,73
308,3,0:37.0,,Defensive rebound by B. Udrih,64,73
309,3,0:33.0,,N. Calathes makes 2-pt layup from 1 ft (assist by B. Udrih),64,75
310,3,0:16.0,D. Williams misses 2-pt layup from 1 ft (block by V. Carter),,64,75
311,3,0:14.0,,Defensive rebound by M. Gasol,64,75
312,3,0:11.0,,Turnover by M. Gasol (lost ball),64,75
313,3,0:03.0,Personal take foul by C. Lee (drawn by N. Stauskas),,64,75
314,4,11:48.0,,M. Gasol misses 2-pt jump shot from 13 ft,64,75
315,4,11:46.0,Defensive rebound by C. Landry,,64,75
316,4,11:35.0,Shooting foul by N. Calathes (drawn by C. Landry),,64,75
317,4,11:35.0,C. Landry misses free throw 1 of 2,,64,75
318,4,11:35.0,Offensive rebound by Team,,64,75
319,4,11:35.0,C. Landry makes free throw 2 of 2,,65,75
320,4,11:22.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by N. Calathes),65,78
321,4,10:59.0,A. Miller misses 2-pt layup from 2 ft,,65,78
322,4,10:56.0,,Defensive rebound by K. Koufos,65,78
323,4,10:49.0,,N. Calathes misses 2-pt jump shot from 21 ft,65,78
324,4,10:48.0,Defensive rebound by D. Williams,,65,78
325,4,10:33.0,O. Casspi misses 2-pt jump shot from 4 ft,,65,78
326,4,10:30.0,Offensive rebound by C. Landry,,65,78
327,4,10:30.0,C. Landry misses 2-pt layup from 1 ft (block by K. Koufos),,65,78
328,4,10:28.0,,Defensive rebound by N. Calathes,65,78
329,4,10:23.0,,Offensive foul by M. Gasol (drawn by C. Landry),65,78
330,4,10:23.0,,Turnover by M. Gasol (offensive foul),65,78
331,4,10:11.0,C. Landry misses 2-pt jump shot from 13 ft,,65,78
332,4,10:11.0,,Defensive rebound by N. Calathes,65,78
333,4,10:06.0,,Personal foul by A. Miller (drawn by N. Calathes),65,78
334,4,9:59.0,,V. Carter misses 3-pt jump shot from 24 ft,65,78
335,4,9:59.0,,Offensive rebound by M. Gasol,65,78
336,4,9:58.0,,Turnover by M. Gasol (lost ball),65,78
337,4,9:51.0,D. Williams makes 2-pt jump shot from 12 ft (assist by N. Stauskas),,67,78
338,4,9:42.0,,Offensive foul by K. Koufos (drawn by A. Miller),67,78
339,4,9:42.0,,Turnover by K. Koufos (offensive foul),67,78
340,4,9:21.0,O. Casspi misses 2-pt jump shot from 6 ft,,67,78
341,4,9:19.0,,Defensive rebound by K. Koufos,67,78
342,4,9:12.0,,B. Udrih misses 2-pt jump shot from 18 ft,67,78
343,4,9:11.0,Defensive rebound by A. Miller,,67,78
344,4,9:04.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by A. Miller),,70,78
345,4,9:02.0,,Memphis full timeout,70,78
346,4,9:02.0,B. McLemore enters the game for N. Stauskas,,70,78
347,4,8:51.0,,M. Gasol makes 2-pt hook shot from 4 ft (assist by N. Calathes),70,80
348,4,8:40.0,Shooting foul by M. Gasol (drawn by D. Williams),,70,80
349,4,8:40.0,D. Williams makes free throw 1 of 2,,71,80
350,4,8:40.0,,J. Green enters the game for M. Gasol,71,80
351,4,8:40.0,D. Williams misses free throw 2 of 2,,71,80
352,4,8:39.0,,Defensive rebound by K. Koufos,71,80
353,4,8:28.0,,V. Carter makes 3-pt jump shot from 22 ft (assist by J. Green),71,83
354,4,8:11.0,D. Williams misses 2-pt layup from 4 ft,,71,83
355,4,8:11.0,,Defensive rebound by Team,71,83
356,4,8:03.0,J. Thompson enters the game for D. Williams,,71,83
357,4,7:57.0,,N. Calathes makes 2-pt layup from 1 ft,71,85
358,4,7:40.0,B. McLemore misses 2-pt jump shot from 9 ft,,71,85
359,4,7:38.0,,Defensive rebound by J. Green,71,85
360,4,7:28.0,,Turnover by V. Carter (bad pass; steal by O. Casspi),71,85
361,4,7:24.0,O. Casspi makes 2-pt layup at rim (assist by J. Thompson),,73,85
362,4,7:08.0,,K. Koufos misses 2-pt layup from 1 ft,73,85
363,4,7:06.0,Defensive rebound by B. McLemore,,73,85
364,4,6:55.0,A. Miller misses 2-pt layup from 1 ft (block by N. Calathes),,73,85
365,4,6:55.0,Offensive rebound by Team,,73,85
366,4,6:50.0,Personal foul by N. Calathes (drawn by J. Thompson),,73,85
367,4,6:40.0,C. Landry makes 2-pt jump shot from 16 ft (assist by A. Miller),,75,85
368,4,6:16.0,,J. Green makes 3-pt jump shot from 22 ft,75,88
369,4,5:59.0,Turnover by C. Landry (lost ball; steal by J. Green),,75,88
370,4,5:46.0,,Personal foul by O. Casspi (drawn by B. Udrih),75,88
371,4,5:46.0,,Memphis full timeout,75,88
372,4,5:46.0,,M. Conley enters the game for B. Udrih,75,88
373,4,5:46.0,,Z. Randolph enters the game for N. Calathes,75,88
374,4,5:46.0,R. McCallum enters the game for O. Casspi,,75,88
375,4,5:46.0,N. Stauskas enters the game for A. Miller,,75,88
376,4,5:46.0,D. Williams enters the game for C. Landry,,75,88
377,4,5:33.0,,Shooting foul by D. Williams (drawn by K. Koufos),75,88
378,4,5:33.0,,K. Koufos makes free throw 1 of 2,75,89
379,4,5:33.0,,K. Koufos makes free throw 2 of 2,75,90
380,4,5:21.0,B. McLemore misses 3-pt jump shot from 24 ft,,75,90
381,4,5:21.0,,Defensive rebound by K. Koufos,75,90
382,4,5:03.0,,Z. Randolph misses 2-pt jump shot from 14 ft,75,90
383,4,4:58.0,,C. Lee enters the game for V. Carter,75,90
384,4,4:58.0,,Offensive rebound by Team,75,90
385,4,4:42.0,,Shooting foul by B. McLemore (drawn by J. Green),75,90
386,4,4:42.0,,J. Green makes free throw 1 of 2,75,91
387,4,4:42.0,,J. Green misses free throw 2 of 2,75,91
388,4,4:41.0,Defensive rebound by B. McLemore,,75,91
389,4,4:24.0,D. Williams misses 2-pt layup from 2 ft (block by K. Koufos),,75,91
390,4,4:22.0,,Defensive rebound by M. Conley,75,91
391,4,4:19.0,,Personal foul by R. McCallum (drawn by M. Conley),75,91
