,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
397,4,4:00.0,E. Freedom makes 2-pt layup at rim,,85,100
398,4,4:00.0,Shooting foul by T. Mozgov (drawn by E. Freedom),,85,100
399,4,4:00.0,E. Freedom makes free throw 1 of 1,,86,100
400,4,3:41.0,,J. Smith misses 3-pt jump shot from 26 ft,86,100
401,4,3:40.0,,Offensive rebound by T. Mozgov,86,100
402,4,3:27.0,,K. Irving misses 3-pt jump shot from 25 ft,86,100
403,4,3:27.0,Defensive rebound by E. Freedom,,86,100
404,4,3:13.0,E. Millsap misses 2-pt layup from 1 ft,,86,100
405,4,3:10.0,Offensive rebound by E. Freedom,,86,100
406,4,3:10.0,E. Freedom makes 2-pt tip-in at rim,,88,100
407,4,2:56.0,,Shooting foul by E. Freedom (drawn by L. James),88,100
408,4,2:56.0,Utah full timeout,,88,100
409,4,2:56.0,,L. James makes free throw 1 of 2,88,101
410,4,2:56.0,,L. James makes free throw 2 of 2,88,102
411,4,2:44.0,Turnover by D. Exum (lost ball; steal by K. Irving),,88,102
412,4,2:31.0,,Turnover by L. James (traveling),88,102
413,4,2:19.0,E. Freedom misses 2-pt jump shot from 16 ft,,88,102
414,4,2:18.0,,Defensive rebound by L. James,88,102
415,4,1:59.0,,Turnover by L. James (bad pass; steal by E. Freedom),88,102
416,4,1:54.0,Turnover by E. Freedom (lost ball; steal by K. Irving),,88,102
417,4,1:50.0,,Turnover by L. James (bad pass; steal by E. Millsap),88,102
418,4,1:47.0,Turnover by E. Millsap (lost ball; steal by L. James),,88,102
419,4,1:47.0,,J. Smith makes 2-pt layup at rim (assist by L. James),88,104
420,4,1:32.0,T. Booker misses 3-pt jump shot from 22 ft,,88,104
421,4,1:31.0,,Defensive rebound by K. Irving,88,104
422,4,1:28.0,,Cleveland full timeout,88,104
423,4,1:28.0,J. Evans enters the game for T. Booker,,88,104
424,4,1:28.0,,J. Jones enters the game for L. James,88,104
425,4,1:28.0,,M. Dellavedova enters the game for K. Love,88,104
426,4,1:28.0,,M. Miller enters the game for T. Mozgov,88,104
427,4,1:28.0,,B. Haywood enters the game for J. Smith,88,104
428,4,1:28.0,,J. Harris enters the game for K. Irving,88,104
429,4,1:12.0,,M. Dellavedova makes 2-pt layup at rim,88,106
430,4,0:53.0,I. Clark misses 3-pt jump shot from 25 ft,,88,106
431,4,0:53.0,Offensive rebound by Team,,88,106
432,4,0:46.0,D. Exum makes 2-pt jump shot from 20 ft (assist by I. Clark),,90,106
433,4,0:26.0,,B. Haywood misses 2-pt jump shot from 6 ft,90,106
434,4,0:24.0,Defensive rebound by E. Millsap,,90,106
435,4,0:21.0,Shooting foul by B. Haywood (drawn by E. Millsap),,90,106
436,4,0:21.0,E. Millsap makes free throw 1 of 2,,91,106
437,4,0:21.0,E. Millsap makes free throw 2 of 2,,92,106
