,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
103,2,10:40.0,O. Casspi misses 2-pt jump shot from 3 ft,,28,30
104,2,10:38.0,,Defensive rebound by B. Lopez,28,30
105,2,10:25.0,,M. Teletović misses 2-pt layup from 2 ft,28,30
106,2,10:24.0,Defensive rebound by R. Evans,,28,30
107,2,10:18.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. McCallum),,31,30
108,2,10:05.0,,D. Williams misses 3-pt jump shot from 25 ft,31,30
109,2,10:04.0,Defensive rebound by R. Evans,,31,30
110,2,9:47.0,Turnover by N. Stauskas (bad pass; steal by A. Anderson),,31,30
111,2,9:44.0,,Shooting foul by N. Stauskas (drawn by A. Anderson),31,30
112,2,9:44.0,,A. Anderson makes free throw 1 of 2,31,31
113,2,9:44.0,,A. Anderson misses free throw 2 of 2,31,31
114,2,9:43.0,Defensive rebound by R. McCallum,,31,31
115,2,9:26.0,R. Evans misses 2-pt layup from 2 ft,,31,31
116,2,9:25.0,Offensive rebound by R. Evans,,31,31
117,2,9:23.0,D. Williams misses 3-pt jump shot from 22 ft,,31,31
118,2,9:22.0,,Defensive rebound by A. Anderson,31,31
119,2,9:09.0,,Turnover by M. Teletović (step out of bounds),31,31
120,2,8:51.0,R. McCallum misses 3-pt jump shot from 23 ft,,31,31
121,2,8:50.0,,Defensive rebound by B. Lopez,31,31
122,2,8:50.0,Official timeout,,31,31
123,2,8:37.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,31,33
124,2,8:25.0,Turnover by R. McCallum (palming),,31,33
125,2,8:18.0,,M. Teletović misses 3-pt jump shot from 24 ft,31,33
126,2,8:17.0,,Offensive rebound by B. Lopez,31,33
127,2,8:16.0,,B. Lopez misses 2-pt tip-in from 1 ft,31,33
128,2,8:15.0,Defensive rebound by R. McCallum,,31,33
129,2,8:11.0,R. Evans misses 2-pt dunk at rim (block by M. Teletović),,31,33
130,2,8:10.0,,Defensive rebound by B. Lopez,31,33
131,2,8:05.0,,M. Teletović makes 2-pt layup from 1 ft,31,35
132,2,7:47.0,N. Stauskas misses 2-pt jump shot from 17 ft,,31,35
133,2,7:47.0,,Defensive rebound by B. Bogdanović,31,35
134,2,7:42.0,,Personal foul by R. Evans (drawn by B. Lopez),31,35
135,2,7:42.0,D. Collison enters the game for R. McCallum,,31,35
136,2,7:42.0,D. Cousins enters the game for R. Evans,,31,35
137,2,7:42.0,R. Gay enters the game for D. Williams,,31,35
138,2,7:32.0,,B. Lopez misses 2-pt hook shot from 9 ft,31,35
139,2,7:31.0,Defensive rebound by O. Casspi,,31,35
140,2,7:22.0,Shooting foul by B. Lopez (drawn by D. Cousins),,31,35
141,2,7:22.0,D. Cousins makes free throw 1 of 2,,32,35
142,2,7:22.0,D. Cousins makes free throw 2 of 2,,33,35
143,2,7:13.0,,D. Williams makes 2-pt jump shot from 7 ft,33,37
144,2,6:57.0,R. Gay makes 2-pt hook shot from 6 ft,,35,37
145,2,6:46.0,,Shooting block foul by D. Collison (drawn by D. Williams),35,37
146,2,6:46.0,,D. Williams makes free throw 1 of 2,35,38
147,2,6:46.0,R. McCallum enters the game for D. Collison,,35,38
148,2,6:46.0,,D. Williams makes free throw 2 of 2,35,39
149,2,6:32.0,D. Cousins misses 2-pt jump shot from 19 ft,,35,39
150,2,6:30.0,,Defensive rebound by M. Teletović,35,39
151,2,6:19.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by A. Anderson),35,41
152,2,5:55.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Gay),,37,41
153,2,5:40.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,37,41
154,2,5:39.0,Defensive rebound by R. Gay,,37,41
155,2,5:31.0,R. Gay misses 2-pt jump shot from 11 ft,,37,41
156,2,5:30.0,Offensive rebound by R. Gay,,37,41
157,2,5:29.0,R. Gay misses 2-pt tip-in from 2 ft,,37,41
158,2,5:28.0,Offensive rebound by R. Gay,,37,41
159,2,5:27.0,R. Gay makes 2-pt tip-in from 1 ft,,39,41
160,2,5:22.0,,Brooklyn full timeout,39,41
161,2,5:22.0,B. McLemore enters the game for N. Stauskas,,39,41
162,2,5:22.0,,J. Johnson enters the game for B. Bogdanović,39,41
163,2,5:09.0,,B. Lopez makes 2-pt jump shot from 14 ft,39,43
164,2,4:48.0,R. Gay makes 2-pt jump shot from 13 ft (assist by D. Cousins),,41,43
165,2,4:34.0,,B. Lopez makes 2-pt layup from 2 ft,41,45
166,2,4:34.0,,Shooting foul by D. Cousins (drawn by B. Lopez),41,45
167,2,4:34.0,J. Thompson enters the game for O. Casspi,,41,45
168,2,4:34.0,,J. Jack enters the game for D. Williams,41,45
169,2,4:34.0,,M. Plumlee enters the game for M. Teletović,41,45
170,2,4:34.0,,B. Lopez makes free throw 1 of 1,41,46
171,2,4:20.0,D. Cousins makes 2-pt hook shot from 5 ft,,43,46
172,2,4:20.0,Shooting foul by B. Lopez (drawn by D. Cousins),,43,46
173,2,4:20.0,,K. Garnett enters the game for B. Lopez,43,46
174,2,4:20.0,D. Cousins makes free throw 1 of 1,,44,46
175,2,3:59.0,,M. Plumlee makes 2-pt layup from 2 ft,44,48
176,2,3:46.0,Offensive foul by J. Thompson (drawn by M. Plumlee),,44,48
177,2,3:46.0,Turnover by J. Thompson (offensive foul),,44,48
178,2,3:32.0,,Personal foul by B. McLemore (drawn by A. Anderson),44,48
179,2,3:32.0,,A. Anderson makes free throw 1 of 2,44,49
180,2,3:32.0,,A. Anderson makes free throw 2 of 2,44,50
181,2,3:08.0,R. McCallum misses 3-pt jump shot from 22 ft,,44,50
182,2,3:07.0,,Defensive rebound by K. Garnett,44,50
183,2,2:55.0,,J. Jack misses 2-pt jump shot from 20 ft,44,50
184,2,2:53.0,,Offensive rebound by A. Anderson,44,50
185,2,2:30.0,,J. Johnson misses 2-pt jump shot from 17 ft,44,50
186,2,2:29.0,Defensive rebound by R. Gay,,44,50
187,2,2:21.0,Turnover by R. Gay (lost ball; steal by J. Johnson),,44,50
188,2,2:15.0,,J. Jack makes 3-pt jump shot from 22 ft (assist by M. Plumlee),44,53
189,2,2:06.0,Sacramento full timeout,,44,53
190,2,2:06.0,C. Landry enters the game for J. Thompson,,44,53
191,2,2:06.0,R. Evans enters the game for D. Cousins,,44,53
192,2,1:48.0,R. McCallum misses 2-pt jump shot from 11 ft,,44,53
193,2,1:47.0,Offensive rebound by R. Evans,,44,53
194,2,1:42.0,Turnover by R. Evans (lost ball; steal by K. Garnett),,44,53
195,2,1:27.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),44,55
196,2,1:06.0,B. McLemore misses 2-pt jump shot from 21 ft,,44,55
197,2,1:05.0,,Defensive rebound by K. Garnett,44,55
198,2,0:53.0,,K. Garnett misses 2-pt jump shot from 20 ft,44,55
199,2,0:52.0,Defensive rebound by R. Evans,,44,55
200,2,0:43.0,Turnover by R. Evans (bad pass; steal by M. Plumlee),,44,55
201,2,0:33.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),44,57
202,2,0:15.0,B. McLemore misses 3-pt jump shot from 23 ft,,44,57
203,2,0:13.0,Offensive rebound by Team,,44,57
204,2,0:13.0,Sacramento full timeout,,44,57
205,2,0:13.0,N. Stauskas enters the game for R. Evans,,44,57
206,2,0:02.0,Turnover by R. McCallum (lost ball; steal by J. Jack),,44,57
207,3,11:52.0,Personal foul by J. Jack (drawn by D. Cousins),,44,57
208,3,11:52.0,Inbound foul by K. Garnett,,44,57
209,3,11:52.0,D. Cousins makes free throw 1 of 2,,45,57
210,3,11:52.0,D. Cousins makes free throw 2 of 2,,46,57
211,3,11:39.0,,Turnover by J. Jack (bad pass; steal by R. Gay),46,57
212,3,11:35.0,R. Gay makes 2-pt dunk at rim,,48,57
213,3,11:10.0,,K. Garnett misses 2-pt jump shot from 20 ft,48,57
214,3,11:09.0,Defensive rebound by R. Gay,,48,57
215,3,10:59.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Gay),,51,57
216,3,10:44.0,,Shooting foul by J. Thompson (drawn by S. Karasev),51,57
217,3,10:44.0,,S. Karasev misses free throw 1 of 2,51,57
218,3,10:44.0,,Offensive rebound by Team,51,57
219,3,10:44.0,,S. Karasev makes free throw 2 of 2,51,58
220,3,10:31.0,Personal foul by K. Garnett (drawn by D. Cousins),,51,58
221,3,10:21.0,Turnover by B. McLemore (bad pass; steal by K. Garnett),,51,58
222,3,10:15.0,,J. Jack misses 2-pt jump shot from 18 ft,51,58
223,3,10:14.0,Defensive rebound by D. Cousins,,51,58
224,3,10:08.0,Turnover by D. Cousins (bad pass; steal by S. Karasev),,51,58
225,3,9:54.0,,J. Johnson makes 2-pt jump shot from 6 ft,51,60
226,3,9:44.0,D. Collison makes 3-pt jump shot from 24 ft,,54,60
227,3,9:22.0,,J. Johnson misses 3-pt jump shot from 25 ft,54,60
228,3,9:21.0,,Offensive rebound by M. Plumlee,54,60
229,3,9:20.0,,Shooting foul by J. Thompson (drawn by M. Plumlee),54,60
230,3,9:20.0,,M. Plumlee makes free throw 1 of 2,54,61
231,3,9:20.0,R. Hollins enters the game for J. Thompson,,54,61
232,3,9:20.0,,M. Plumlee makes free throw 2 of 2,54,62
233,3,9:11.0,D. Collison makes 2-pt layup from 1 ft,,56,62
234,3,8:55.0,,K. Garnett misses 2-pt layup from 2 ft (block by R. Hollins),56,62
235,3,8:53.0,,Offensive rebound by S. Karasev,56,62
236,3,8:51.0,,S. Karasev misses 2-pt jump shot from 9 ft,56,62
237,3,8:50.0,,Offensive rebound by S. Karasev,56,62
238,3,8:31.0,,J. Johnson makes 2-pt jump shot from 6 ft,56,64
239,3,8:06.0,B. McLemore misses 3-pt jump shot from 25 ft,,56,64
240,3,8:05.0,,Defensive rebound by K. Garnett,56,64
241,3,8:00.0,,Turnover by S. Karasev (bad pass; steal by R. Gay),56,64
242,3,7:50.0,R. Gay misses 2-pt jump shot from 5 ft,,56,64
243,3,7:49.0,,Defensive rebound by K. Garnett,56,64
244,3,7:41.0,,S. Karasev misses 3-pt jump shot from 23 ft,56,64
245,3,7:40.0,,Offensive rebound by K. Garnett,56,64
246,3,7:38.0,,S. Karasev makes 3-pt jump shot from 24 ft (assist by K. Garnett),56,67
247,3,7:30.0,Sacramento full timeout,,56,67
248,3,7:20.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Gay),,58,67
249,3,7:03.0,,Shooting block foul by D. Cousins (drawn by S. Karasev),58,67
250,3,7:03.0,,S. Karasev misses free throw 1 of 2,58,67
251,3,7:03.0,,Offensive rebound by Team,58,67
252,3,7:03.0,,S. Karasev makes free throw 2 of 2,58,68
253,3,6:43.0,Turnover by D. Cousins (bad pass),,58,68
254,3,6:25.0,,J. Johnson misses 3-pt jump shot from 27 ft,58,68
255,3,6:24.0,Defensive rebound by D. Cousins,,58,68
256,3,6:18.0,Turnover by R. Hollins (3 sec),,58,68
257,3,6:05.0,,K. Garnett misses 2-pt jump shot from 18 ft,58,68
258,3,6:04.0,Defensive rebound by D. Cousins,,58,68
259,3,5:59.0,Turnover by D. Collison (lost ball; steal by M. Plumlee),,58,68
260,3,5:51.0,Violation by R. Gay (kicked ball),,58,68
261,3,5:36.0,,K. Garnett makes 2-pt jump shot from 17 ft (assist by J. Johnson),58,70
262,3,5:19.0,C. Landry enters the game for D. Cousins,,58,70
263,3,5:19.0,,M. Teletović enters the game for K. Garnett,58,70
264,3,5:16.0,Turnover by B. McLemore (bad pass; steal by S. Karasev),,58,70
265,3,5:15.0,,Shooting foul by R. Gay (drawn by M. Plumlee),58,70
266,3,5:15.0,,M. Plumlee makes free throw 1 of 2,58,71
267,3,5:15.0,,M. Plumlee makes free throw 2 of 2,58,72
268,3,4:55.0,R. Gay misses 2-pt layup from 3 ft,,58,72
269,3,4:53.0,Offensive rebound by R. Gay,,58,72
270,3,4:52.0,R. Gay makes 2-pt dunk at rim,,60,72
271,3,4:29.0,,J. Johnson misses 2-pt jump shot from 19 ft,60,72
272,3,4:28.0,Defensive rebound by R. Hollins,,60,72
273,3,4:23.0,D. Collison makes 2-pt layup from 1 ft (assist by B. McLemore),,62,72
274,3,4:09.0,,J. Jack misses 2-pt jump shot from 9 ft,62,72
275,3,4:07.0,,Offensive rebound by J. Johnson,62,72
276,3,4:01.0,,Shooting foul by R. Hollins (drawn by M. Plumlee),62,72
277,3,4:01.0,,M. Plumlee makes free throw 1 of 2,62,73
278,3,4:01.0,,A. Anderson enters the game for J. Johnson,62,73
279,3,4:01.0,,M. Plumlee makes free throw 2 of 2,62,74
280,3,3:44.0,C. Landry makes 2-pt jump shot from 16 ft (assist by D. Collison),,64,74
281,3,3:29.0,,Personal foul by B. McLemore (drawn by M. Plumlee),64,74
282,3,3:29.0,,M. Plumlee misses free throw 1 of 2,64,74
283,3,3:29.0,,Offensive rebound by Team,64,74
284,3,3:29.0,,M. Plumlee makes free throw 2 of 2,64,75
285,3,3:08.0,C. Landry makes 2-pt layup from 1 ft (assist by D. Collison),,66,75
286,3,2:52.0,,J. Jack makes 2-pt jump shot from 19 ft,66,77
287,3,2:36.0,D. Collison misses 2-pt jump shot from 18 ft,,66,77
288,3,2:35.0,,Defensive rebound by M. Teletović,66,77
289,3,2:15.0,,Shooting foul by D. Collison (drawn by M. Plumlee),66,77
290,3,2:15.0,,Brooklyn full timeout,66,77
291,3,2:15.0,R. McCallum enters the game for D. Collison,,66,77
292,3,2:15.0,D. Cousins enters the game for R. Hollins,,66,77
293,3,2:15.0,,M. Plumlee misses free throw 1 of 2,66,77
294,3,2:15.0,,Offensive rebound by Team,66,77
295,3,2:15.0,,M. Plumlee makes free throw 2 of 2,66,78
296,3,2:04.0,D. Cousins misses 2-pt jump shot from 20 ft,,66,78
297,3,2:03.0,,Defensive rebound by J. Jack,66,78
298,3,1:44.0,,M. Teletović misses 3-pt jump shot from 24 ft,66,78
299,3,1:42.0,,Offensive rebound by M. Plumlee,66,78
300,3,1:29.0,,J. Jack misses 2-pt jump shot from 7 ft,66,78
301,3,1:28.0,Defensive rebound by D. Cousins,,66,78
302,3,1:23.0,Personal foul by M. Teletović (drawn by C. Landry),,66,78
303,3,1:23.0,,B. Lopez enters the game for M. Plumlee,66,78
304,3,1:23.0,,D. Williams enters the game for J. Jack,66,78
305,3,1:18.0,Shooting foul by B. Lopez (drawn by R. Gay),,66,78
306,3,1:18.0,R. Gay makes free throw 1 of 2,,67,78
307,3,1:18.0,N. Stauskas enters the game for B. McLemore,,67,78
308,3,1:18.0,R. Gay makes free throw 2 of 2,,68,78
309,3,1:08.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by D. Williams),68,80
310,3,0:55.0,Shooting foul by B. Lopez (drawn by D. Cousins),,68,80
311,3,0:55.0,D. Cousins misses free throw 1 of 2,,68,80
312,3,0:55.0,Offensive rebound by Team,,68,80
313,3,0:55.0,O. Casspi enters the game for R. Gay,,68,80
314,3,0:55.0,D. Cousins makes free throw 2 of 2,,69,80
315,3,0:45.0,,B. Lopez misses 2-pt layup from 2 ft (block by D. Cousins),69,80
316,3,0:44.0,,Offensive rebound by Team,69,80
317,3,0:39.0,,Personal foul by N. Stauskas (drawn by A. Anderson),69,80
318,3,0:39.0,,A. Anderson misses free throw 1 of 2,69,80
319,3,0:39.0,,Offensive rebound by Team,69,80
320,3,0:39.0,,K. Garnett enters the game for B. Lopez,69,80
321,3,0:39.0,,A. Anderson misses free throw 2 of 2,69,80
322,3,0:38.0,Defensive rebound by D. Cousins,,69,80
323,3,0:22.0,R. McCallum misses 3-pt jump shot from 23 ft,,69,80
324,3,0:21.0,,Defensive rebound by K. Garnett,69,80
325,3,0:16.0,,K. Garnett makes 2-pt dunk at rim (assist by S. Karasev),69,82
326,3,0:03.0,Turnover by R. McCallum (lost ball; steal by K. Garnett),,69,82
327,4,11:40.0,,K. Garnett makes 2-pt jump shot from 17 ft (assist by A. Anderson),69,84
328,4,11:17.0,D. Cousins makes 2-pt jump shot from 18 ft,,71,84
329,4,11:02.0,,M. Teletović misses 3-pt jump shot from 25 ft,71,84
330,4,11:01.0,Defensive rebound by O. Casspi,,71,84
331,4,10:51.0,C. Landry makes 2-pt jump shot from 6 ft (assist by D. Collison),,73,84
332,4,10:36.0,,S. Karasev misses 3-pt jump shot from 23 ft,73,84
333,4,10:35.0,Defensive rebound by O. Casspi,,73,84
334,4,10:30.0,O. Casspi misses 2-pt layup from 2 ft (block by A. Anderson),,73,84
335,4,10:28.0,,Defensive rebound by K. Garnett,73,84
336,4,10:25.0,,S. Karasev misses 2-pt layup from 1 ft,73,84
337,4,10:24.0,Defensive rebound by C. Landry,,73,84
338,4,10:14.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by O. Casspi),,76,84
339,4,10:14.0,,Brooklyn full timeout,76,84
340,4,10:14.0,,B. Lopez enters the game for K. Garnett,76,84
341,4,10:14.0,,J. Johnson enters the game for S. Karasev,76,84
342,4,10:01.0,,B. Lopez makes 2-pt jump shot from 6 ft (assist by D. Williams),76,86
343,4,9:39.0,N. Stauskas misses 2-pt jump shot from 17 ft,,76,86
344,4,9:38.0,,Defensive rebound by Team,76,86
345,4,9:38.0,Loose ball foul by C. Landry (drawn by M. Teletović),,76,86
346,4,9:21.0,,B. Lopez misses 2-pt jump shot from 19 ft,76,86
347,4,9:20.0,Defensive rebound by D. Collison,,76,86
348,4,9:17.0,Turnover by D. Collison (bad pass),,76,86
349,4,9:03.0,,B. Lopez makes 2-pt layup from 3 ft (assist by D. Williams),76,88
350,4,8:48.0,Turnover by D. Cousins (bad pass),,76,88
351,4,8:28.0,,J. Johnson makes 3-pt jump shot from 25 ft,76,91
352,4,8:03.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by N. Stauskas),,79,91
353,4,7:45.0,,J. Johnson misses 2-pt jump shot from 10 ft,79,91
354,4,7:44.0,,Offensive rebound by B. Lopez,79,91
355,4,7:43.0,,B. Lopez misses 2-pt tip-in from 2 ft,79,91
356,4,7:42.0,Defensive rebound by D. Collison,,79,91
357,4,7:41.0,,Offensive charge foul by D. Collison (drawn by D. Williams),79,91
358,4,7:41.0,Turnover by D. Collison (offensive foul),,79,91
359,4,7:41.0,R. Gay enters the game for C. Landry,,79,91
360,4,7:32.0,,D. Williams misses 2-pt jump shot from 19 ft,79,91
361,4,7:31.0,Defensive rebound by D. Cousins,,79,91
362,4,7:23.0,Shooting foul by B. Lopez (drawn by D. Collison),,79,91
363,4,7:23.0,D. Collison makes free throw 1 of 2,,80,91
364,4,7:23.0,,M. Plumlee enters the game for B. Lopez,80,91
365,4,7:23.0,D. Collison makes free throw 2 of 2,,81,91
366,4,7:10.0,,A. Anderson misses 2-pt jump shot from 7 ft,81,91
367,4,7:09.0,Defensive rebound by D. Cousins,,81,91
368,4,7:01.0,R. Gay misses 2-pt jump shot from 7 ft,,81,91
369,4,7:00.0,Offensive rebound by O. Casspi,,81,91
370,4,6:58.0,O. Casspi misses 2-pt tip-in from 2 ft,,81,91
371,4,6:57.0,,Defensive rebound by M. Teletović,81,91
372,4,6:55.0,,Personal foul by O. Casspi (drawn by D. Williams),81,91
373,4,6:36.0,,D. Williams misses 3-pt jump shot from 27 ft,81,91
374,4,6:35.0,,Offensive rebound by A. Anderson,81,91
375,4,6:15.0,,M. Plumlee misses 2-pt hook shot from 5 ft,81,91
376,4,6:14.0,Defensive rebound by O. Casspi,,81,91
377,4,6:08.0,N. Stauskas makes 2-pt layup from 1 ft (assist by D. Collison),,83,91
378,4,5:53.0,,D. Williams makes 2-pt layup from 2 ft,83,93
379,4,5:35.0,R. Gay makes 2-pt layup from 1 ft,,85,93
380,4,5:18.0,,D. Williams misses 2-pt jump shot from 10 ft,85,93
381,4,5:17.0,Defensive rebound by D. Collison,,85,93
382,4,5:12.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Collison),,88,93
383,4,5:12.0,,Brooklyn full timeout,88,93
384,4,5:12.0,Official timeout,,88,93
385,4,5:12.0,,J. Jack enters the game for D. Williams,88,93
386,4,5:12.0,,S. Karasev enters the game for A. Anderson,88,93
