,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
105,2,9:49.0,R. Sacre makes 2-pt jump shot from 16 ft (assist by J. Clarkson),,28,21
106,2,9:35.0,,S. Kilpatrick misses 2-pt jump shot from 10 ft,28,21
107,2,9:35.0,,Offensive rebound by Team,28,21
108,2,9:35.0,,Z. LaVine enters the game for A. Wiggins,28,21
109,2,9:25.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,28,21
110,2,9:25.0,Defensive rebound by E. Davis,,28,21
111,2,9:14.0,Turnover by J. Clarkson (lost ball; steal by C. Budinger),,28,21
112,2,9:12.0,,Turnover by C. Budinger (lost ball; steal by W. Ellington),28,21
113,2,9:07.0,Turnover by J. Brown (lost ball; steal by L. Brown),,28,21
114,2,9:03.0,,Shooting foul by J. Brown (drawn by S. Kilpatrick),28,21
115,2,9:03.0,,S. Kilpatrick makes free throw 1 of 2,28,22
116,2,9:03.0,,S. Kilpatrick makes free throw 2 of 2,28,23
117,2,8:51.0,Personal foul by L. Brown (drawn by J. Clarkson),,28,23
118,2,8:51.0,LA Lakers full timeout,,28,23
119,2,8:41.0,Turnover by E. Davis (3 sec),,28,23
120,2,8:41.0,,A. Wiggins enters the game for L. Brown,28,23
121,2,8:31.0,,Shooting foul by E. Davis (drawn by G. Dieng),28,23
122,2,8:31.0,,G. Dieng makes free throw 1 of 2,28,24
123,2,8:31.0,,G. Dieng makes free throw 2 of 2,28,25
124,2,8:11.0,J. Clarkson makes 2-pt jump shot from 20 ft,,30,25
125,2,7:57.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,30,25
126,2,7:55.0,Defensive rebound by R. Sacre,,30,25
127,2,7:45.0,Personal foul by C. Budinger (drawn by E. Davis),,30,25
128,2,7:33.0,R. Sacre misses 2-pt hook shot from 7 ft,,30,25
129,2,7:32.0,,Defensive rebound by S. Kilpatrick,30,25
130,2,7:12.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by Z. LaVine),30,27
131,2,6:56.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,33,27
132,2,6:44.0,,A. Wiggins makes 2-pt dunk at rim (assist by C. Budinger),33,29
133,2,6:25.0,J. Brown makes 3-pt jump shot from 24 ft (assist by R. Sacre),,36,29
134,2,6:03.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by A. Wiggins),36,32
135,2,5:44.0,W. Ellington misses 3-pt jump shot from 25 ft,,36,32
136,2,5:43.0,,Defensive rebound by G. Dieng,36,32
137,2,5:41.0,,Turnover by G. Dieng (bad pass; steal by J. Clarkson),36,32
138,2,5:27.0,W. Ellington misses 2-pt jump shot from 20 ft,,36,32
139,2,5:26.0,,Defensive rebound by C. Budinger,36,32
140,2,5:20.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by Z. LaVine),36,35
141,2,5:03.0,J. Clarkson makes 2-pt jump shot from 19 ft,,38,35
142,2,4:42.0,,Turnover by G. Dieng (traveling),38,35
143,2,4:42.0,,Minnesota full timeout,38,35
144,2,4:42.0,R. Kelly enters the game for R. Sacre,,38,35
145,2,4:42.0,J. Lin enters the game for J. Clarkson,,38,35
146,2,4:31.0,,Violation by C. Budinger (kicked ball),38,35
147,2,4:31.0,,A. Payne enters the game for G. Dieng,38,35
148,2,4:19.0,R. Kelly misses 2-pt jump shot from 12 ft,,38,35
149,2,4:18.0,,Defensive rebound by C. Budinger,38,35
150,2,4:14.0,,Turnover by C. Budinger (bad pass),38,35
151,2,3:59.0,Turnover by J. Lin (bad pass),,38,35
152,2,3:39.0,,C. Budinger misses 3-pt jump shot from 25 ft,38,35
153,2,3:37.0,Defensive rebound by W. Ellington,,38,35
154,2,3:27.0,R. Kelly makes 3-pt jump shot from 22 ft (assist by W. Ellington),,41,35
155,2,3:03.0,,Shooting foul by J. Lin (drawn by A. Payne),41,35
156,2,3:03.0,,A. Payne makes free throw 1 of 2,41,36
157,2,3:03.0,,A. Payne misses free throw 2 of 2,41,36
158,2,3:03.0,Defensive rebound by R. Kelly,,41,36
159,2,2:49.0,Personal foul by A. Payne (drawn by R. Kelly),,41,36
160,2,2:49.0,LA Lakers full timeout,,41,36
161,2,2:42.0,E. Davis makes 2-pt dunk at rim (assist by J. Lin),,43,36
162,2,2:21.0,,A. Payne misses 2-pt jump shot from 16 ft,43,36
163,2,2:20.0,Defensive rebound by R. Kelly,,43,36
164,2,2:04.0,W. Ellington misses 3-pt jump shot from 22 ft,,43,36
165,2,2:03.0,,Defensive rebound by Z. LaVine,43,36
166,2,1:57.0,,Z. LaVine makes 2-pt jump shot from 19 ft,43,38
167,2,1:40.0,E. Davis makes 2-pt dunk at rim (assist by J. Lin),,45,38
168,2,1:20.0,,Z. LaVine misses 2-pt jump shot from 22 ft,45,38
169,2,1:19.0,Defensive rebound by J. Brown,,45,38
170,2,1:03.0,R. Kelly misses 3-pt jump shot from 25 ft,,45,38
171,2,1:02.0,Offensive rebound by J. Lin,,45,38
172,2,0:58.0,W. Ellington misses 3-pt jump shot from 23 ft,,45,38
173,2,0:56.0,,Defensive rebound by Z. LaVine,45,38
174,2,0:48.0,,C. Budinger makes 2-pt layup from 1 ft,45,40
175,2,0:48.0,,Shooting foul by R. Kelly (drawn by C. Budinger),45,40
176,2,0:48.0,,J. Hamilton enters the game for A. Payne,45,40
177,2,0:48.0,,C. Budinger makes free throw 1 of 1,45,41
178,2,0:32.0,E. Davis makes 2-pt layup at rim (assist by J. Lin),,47,41
179,2,0:14.0,,Turnover by Z. LaVine (lost ball; steal by J. Lin),47,41
180,2,0:10.0,J. Lin makes 2-pt layup from 2 ft,,49,41
181,2,0:04.0,,Z. LaVine makes 2-pt jump shot from 22 ft,49,43
182,3,11:47.0,,A. Wiggins misses 2-pt jump shot from 14 ft,49,43
183,3,11:46.0,Defensive rebound by J. Clarkson,,49,43
184,3,11:31.0,J. Lin makes 3-pt jump shot from 24 ft (assist by R. Kelly),,52,43
185,3,11:17.0,,Personal foul by T. Black (drawn by G. Dieng),52,43
186,3,11:17.0,,Minnesota full timeout,52,43
187,3,11:02.0,,Turnover by Team (shot clock),52,43
188,3,10:49.0,J. Lin misses 2-pt jump shot from 8 ft,,52,43
189,3,10:47.0,,Defensive rebound by L. Brown,52,43
190,3,10:32.0,,Turnover by L. Brown (bad pass; steal by J. Clarkson),52,43
191,3,10:28.0,J. Lin makes 2-pt layup from 2 ft (assist by J. Clarkson),,54,43
192,3,10:07.0,,A. Wiggins makes 2-pt dunk at rim,54,45
193,3,9:46.0,J. Clarkson makes 2-pt jump shot from 19 ft,,56,45
194,3,9:27.0,,Z. LaVine misses 3-pt jump shot from 26 ft,56,45
195,3,9:25.0,Defensive rebound by Team,,56,45
196,3,9:16.0,J. Lin makes 2-pt layup from 1 ft,,58,45
197,3,9:16.0,,Minnesota full timeout,58,45
198,3,9:01.0,,Personal foul by T. Black (drawn by L. Brown),58,45
199,3,8:49.0,,L. Brown misses 2-pt jump shot from 5 ft,58,45
200,3,8:47.0,Defensive rebound by J. Lin,,58,45
201,3,8:31.0,R. Kelly misses 3-pt jump shot from 23 ft,,58,45
202,3,8:31.0,,Defensive rebound by Team,58,45
203,3,8:07.0,,A. Wiggins misses 2-pt jump shot from 13 ft,58,45
204,3,8:06.0,Defensive rebound by J. Lin,,58,45
205,3,7:56.0,Personal foul by L. Brown (drawn by J. Lin),,58,45
206,3,7:56.0,,C. Budinger enters the game for A. Payne,58,45
207,3,7:50.0,Turnover by J. Clarkson (traveling),,58,45
208,3,7:38.0,,Shooting foul by J. Clarkson (drawn by Z. LaVine),58,45
209,3,7:38.0,,Z. LaVine makes free throw 1 of 2,58,46
210,3,7:38.0,,Z. LaVine makes free throw 2 of 2,58,47
211,3,7:21.0,J. Clarkson misses 3-pt jump shot from 26 ft,,58,47
212,3,7:20.0,,Defensive rebound by L. Brown,58,47
213,3,7:18.0,,Shooting foul by J. Clarkson (drawn by Z. LaVine),58,47
214,3,7:18.0,,Z. LaVine misses free throw 1 of 2,58,47
215,3,7:18.0,,Offensive rebound by Team,58,47
216,3,7:18.0,W. Ellington enters the game for J. Clarkson,,58,47
217,3,7:18.0,,Z. LaVine makes free throw 2 of 2,58,48
218,3,7:05.0,Turnover by W. Johnson (lost ball; steal by A. Wiggins),,58,48
219,3,7:01.0,,Shooting foul by W. Ellington (drawn by Z. LaVine),58,48
220,3,7:01.0,,Z. LaVine makes free throw 1 of 2,58,49
221,3,7:01.0,,Z. LaVine makes free throw 2 of 2,58,50
222,3,6:45.0,J. Lin misses 2-pt jump shot from 15 ft,,58,50
223,3,6:45.0,,Defensive rebound by Team,58,50
224,3,6:38.0,,Turnover by C. Budinger (bad pass),58,50
225,3,6:27.0,W. Ellington misses 2-pt jump shot from 21 ft,,58,50
226,3,6:26.0,,Defensive rebound by L. Brown,58,50
227,3,6:07.0,,C. Budinger misses 3-pt jump shot from 24 ft,58,50
228,3,6:06.0,Defensive rebound by T. Black,,58,50
229,3,5:47.0,J. Lin misses 3-pt jump shot from 25 ft,,58,50
230,3,5:46.0,Offensive rebound by W. Johnson,,58,50
231,3,5:42.0,W. Johnson makes 2-pt jump shot from 8 ft,,60,50
232,3,5:30.0,,Z. LaVine misses 3-pt jump shot from 25 ft,60,50
233,3,5:29.0,Defensive rebound by R. Kelly,,60,50
234,3,5:17.0,W. Ellington misses 2-pt jump shot from 18 ft,,60,50
235,3,5:16.0,,Defensive rebound by Z. LaVine,60,50
236,3,5:10.0,,Z. LaVine misses 2-pt layup at rim,60,50
237,3,5:09.0,,Offensive rebound by C. Budinger,60,50
238,3,5:08.0,,C. Budinger makes 2-pt layup at rim,60,52
239,3,4:43.0,W. Johnson misses 3-pt jump shot from 25 ft,,60,52
240,3,4:42.0,,Defensive rebound by Team,60,52
241,3,4:42.0,,J. Hamilton enters the game for G. Dieng,60,52
242,3,4:42.0,,S. Kilpatrick enters the game for Z. LaVine,60,52
243,3,4:42.0,R. Sacre enters the game for T. Black,,60,52
244,3,4:32.0,,L. Brown misses 3-pt jump shot from 24 ft,60,52
245,3,4:31.0,Defensive rebound by W. Johnson,,60,52
246,3,4:20.0,R. Kelly makes 2-pt layup at rim,,62,52
247,3,4:09.0,E. Davis enters the game for R. Kelly,,62,52
248,3,4:03.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by L. Brown),62,55
249,3,3:45.0,J. Lin makes 2-pt layup from 1 ft,,64,55
250,3,3:32.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,64,55
251,3,3:31.0,Defensive rebound by E. Davis,,64,55
252,3,3:23.0,Turnover by R. Sacre (3 sec),,64,55
253,3,3:13.0,J. Brown enters the game for W. Johnson,,64,55
254,3,3:05.0,,L. Brown makes 2-pt jump shot from 17 ft,64,57
255,3,2:50.0,W. Ellington misses 3-pt jump shot from 25 ft,,64,57
256,3,2:50.0,,Defensive rebound by Team,64,57
257,3,2:50.0,Loose ball foul by R. Sacre (drawn by J. Hamilton),,64,57
258,3,2:50.0,LA Lakers full timeout,,64,57
259,3,2:50.0,,J. Hamilton makes free throw 1 of 2,64,58
260,3,2:50.0,,J. Hamilton makes free throw 2 of 2,64,59
261,3,2:23.0,R. Sacre misses 2-pt jump shot from 13 ft,,64,59
262,3,2:22.0,Offensive rebound by E. Davis,,64,59
263,3,2:21.0,E. Davis makes 2-pt dunk at rim,,66,59
264,3,2:04.0,,J. Hamilton misses 2-pt layup from 2 ft,66,59
265,3,2:03.0,Defensive rebound by E. Davis,,66,59
266,3,1:55.0,Shooting foul by L. Brown (drawn by J. Lin),,66,59
267,3,1:55.0,J. Lin makes free throw 1 of 2,,67,59
268,3,1:55.0,,Z. LaVine enters the game for L. Brown,67,59
269,3,1:55.0,J. Lin makes free throw 2 of 2,,68,59
270,3,1:34.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,68,59
271,3,1:33.0,Defensive rebound by W. Ellington,,68,59
272,3,1:22.0,Turnover by J. Lin (bad pass; steal by S. Kilpatrick),,68,59
273,3,1:16.0,,C. Budinger makes 2-pt layup from 2 ft (assist by S. Kilpatrick),68,61
274,3,0:54.0,W. Ellington misses 2-pt jump shot from 17 ft,,68,61
275,3,0:52.0,Offensive rebound by R. Sacre,,68,61
276,3,0:50.0,J. Brown makes 3-pt jump shot from 25 ft (assist by R. Sacre),,71,61
277,3,0:35.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by A. Wiggins),71,64
278,3,0:32.0,Shooting foul by Z. LaVine (drawn by J. Lin),,71,64
279,3,0:32.0,J. Lin makes free throw 1 of 2,,72,64
280,3,0:32.0,J. Lin makes free throw 2 of 2,,73,64
281,3,0:12.0,,C. Budinger makes 2-pt dunk at rim (assist by Z. LaVine),73,66
282,3,0:01.0,J. Lin misses 3-pt jump shot from 24 ft,,73,66
283,3,0:00.0,,Defensive rebound by J. Hamilton,73,66
284,4,11:43.0,R. Sacre misses 2-pt jump shot from 16 ft,,73,66
285,4,11:41.0,Offensive rebound by E. Davis,,73,66
286,4,11:39.0,E. Davis makes 2-pt layup at rim,,75,66
287,4,11:21.0,,Personal foul by J. Lin (drawn by A. Wiggins),75,66
288,4,11:21.0,J. Clarkson enters the game for J. Lin,,75,66
289,4,11:21.0,,A. Payne enters the game for J. Hamilton,75,66
290,4,11:12.0,,Shooting foul by E. Davis (drawn by A. Wiggins),75,66
291,4,11:12.0,,A. Wiggins makes free throw 1 of 2,75,67
292,4,11:12.0,,A. Wiggins makes free throw 2 of 2,75,68
293,4,11:00.0,E. Davis makes 2-pt layup from 1 ft (assist by J. Clarkson),,77,68
294,4,10:40.0,,A. Wiggins misses 2-pt jump shot from 5 ft,77,68
295,4,10:38.0,,Offensive rebound by A. Wiggins,77,68
296,4,10:38.0,,A. Wiggins makes 2-pt tip-in from 1 ft,77,70
297,4,10:26.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by J. Brown),,79,70
298,4,10:09.0,,Personal foul by J. Clarkson (drawn by A. Wiggins),79,70
299,4,10:09.0,,J. Hamilton enters the game for A. Wiggins,79,70
300,4,9:58.0,,J. Hamilton misses 2-pt layup at rim,79,70
301,4,9:57.0,Defensive rebound by E. Davis,,79,70
302,4,9:35.0,J. Clarkson misses 2-pt jump shot from 20 ft,,79,70
303,4,9:33.0,,Defensive rebound by J. Hamilton,79,70
304,4,9:24.0,,Z. LaVine makes 2-pt jump shot from 22 ft,79,72
305,4,9:16.0,W. Ellington misses 2-pt layup from 1 ft,,79,72
306,4,9:15.0,,Defensive rebound by Team,79,72
307,4,9:15.0,Loose ball foul by E. Davis (drawn by S. Kilpatrick),,79,72
308,4,9:05.0,,C. Budinger makes 2-pt jump shot from 19 ft (assist by Z. LaVine),79,74
309,4,8:47.0,E. Davis misses 2-pt layup from 2 ft,,79,74
310,4,8:44.0,,Defensive rebound by J. Hamilton,79,74
311,4,8:28.0,,A. Payne misses 2-pt jump shot from 19 ft,79,74
312,4,8:27.0,Defensive rebound by E. Davis,,79,74
313,4,8:19.0,J. Clarkson misses 2-pt jump shot from 5 ft,,79,74
314,4,8:18.0,,Defensive rebound by Team,79,74
315,4,8:18.0,Loose ball foul by R. Sacre (drawn by J. Hamilton),,79,74
316,4,8:18.0,,Minnesota full timeout,79,74
317,4,8:18.0,T. Black enters the game for R. Sacre,,79,74
318,4,8:18.0,R. Kelly enters the game for E. Davis,,79,74
319,4,8:18.0,,J. Hamilton makes free throw 1 of 2,79,75
320,4,8:18.0,,J. Hamilton makes free throw 2 of 2,79,76
321,4,7:54.0,W. Ellington misses 2-pt jump shot from 16 ft,,79,76
322,4,7:53.0,,Defensive rebound by J. Hamilton,79,76
323,4,7:36.0,,S. Kilpatrick misses 3-pt jump shot from 22 ft,79,76
324,4,7:35.0,Defensive rebound by J. Clarkson,,79,76
325,4,7:26.0,T. Black makes 2-pt layup at rim (assist by J. Clarkson),,81,76
326,4,7:11.0,,A. Payne makes 2-pt jump shot from 18 ft (assist by Z. LaVine),81,78
327,4,6:53.0,Turnover by J. Clarkson (traveling),,81,78
328,4,6:53.0,,G. Dieng enters the game for J. Hamilton,81,78
329,4,6:53.0,,A. Wiggins enters the game for C. Budinger,81,78
330,4,6:53.0,,L. Brown enters the game for S. Kilpatrick,81,78
331,4,6:37.0,,A. Payne makes 2-pt jump shot from 19 ft,81,80
332,4,6:08.0,J. Brown misses 2-pt jump shot from 18 ft,,81,80
333,4,6:07.0,,Defensive rebound by A. Wiggins,81,80
334,4,5:54.0,,G. Dieng makes 2-pt layup at rim (assist by A. Wiggins),81,82
335,4,5:38.0,Shooting block foul by G. Dieng (drawn by J. Clarkson),,81,82
336,4,5:38.0,,Minnesota full timeout,81,82
337,4,5:38.0,J. Clarkson makes free throw 1 of 2,,82,82
338,4,5:38.0,J. Clarkson makes free throw 2 of 2,,83,82
339,4,5:18.0,,Z. LaVine misses 2-pt jump shot from 20 ft,83,82
340,4,5:16.0,Defensive rebound by W. Ellington,,83,82
341,4,4:54.0,W. Ellington misses 3-pt jump shot from 24 ft,,83,82
342,4,4:53.0,,Defensive rebound by L. Brown,83,82
343,4,4:45.0,,Turnover by A. Wiggins (lost ball; steal by J. Brown),83,82
344,4,4:38.0,J. Clarkson misses 2-pt layup at rim,,83,82
345,4,4:37.0,Offensive rebound by R. Kelly,,83,82
346,4,4:33.0,R. Kelly makes 2-pt jump shot from 7 ft,,85,82
347,4,4:23.0,,Z. LaVine misses 2-pt jump shot from 4 ft,85,82
348,4,4:21.0,,Offensive rebound by L. Brown,85,82
349,4,4:17.0,,Shooting foul by T. Black (drawn by A. Wiggins),85,82
350,4,4:17.0,,A. Wiggins makes free throw 1 of 2,85,83
351,4,4:17.0,,C. Budinger enters the game for A. Payne,85,83
352,4,4:17.0,,A. Wiggins misses free throw 2 of 2,85,83
353,4,4:16.0,Defensive rebound by R. Kelly,,85,83
354,4,3:56.0,R. Kelly misses 3-pt jump shot from 23 ft,,85,83
355,4,3:55.0,Offensive rebound by J. Clarkson,,85,83
356,4,3:54.0,J. Clarkson misses 2-pt layup from 1 ft,,85,83
357,4,3:52.0,,Defensive rebound by A. Wiggins,85,83
358,4,3:47.0,,Z. LaVine misses 2-pt layup at rim,85,83
359,4,3:45.0,,Offensive rebound by Z. LaVine,85,83
360,4,3:43.0,,Turnover by G. Dieng (offensive goaltending),85,83
361,4,3:29.0,W. Ellington misses 2-pt jump shot from 16 ft,,85,83
362,4,3:28.0,Offensive rebound by J. Clarkson,,85,83
363,4,3:22.0,Personal foul by G. Dieng (drawn by J. Clarkson),,85,83
364,4,3:10.0,J. Clarkson misses 2-pt layup from 2 ft,,85,83
365,4,3:09.0,,Defensive rebound by C. Budinger,85,83
366,4,2:59.0,,Z. LaVine misses 2-pt jump shot from 5 ft,85,83
367,4,2:58.0,Defensive rebound by T. Black,,85,83
368,4,2:49.0,Personal foul by G. Dieng (drawn by J. Brown),,85,83
369,4,2:49.0,LA Lakers full timeout,,85,83
370,4,2:37.0,W. Ellington misses 2-pt jump shot from 19 ft,,85,83
371,4,2:36.0,,Defensive rebound by Z. LaVine,85,83
372,4,2:24.0,,Personal foul by J. Clarkson (drawn by A. Wiggins),85,83
373,4,2:24.0,,A. Wiggins makes free throw 1 of 2,85,84
374,4,2:24.0,,A. Wiggins makes free throw 2 of 2,85,85
375,4,2:06.0,J. Brown makes 3-pt jump shot from 25 ft (assist by W. Ellington),,88,85
376,4,1:47.0,,A. Wiggins misses 2-pt jump shot from 17 ft,88,85
377,4,1:46.0,Defensive rebound by R. Kelly,,88,85
378,4,1:38.0,J. Clarkson makes 2-pt jump shot from 14 ft,,90,85
379,4,1:38.0,,Minnesota full timeout,90,85
380,4,1:21.0,,A. Wiggins misses 3-pt jump shot from 22 ft,90,85
381,4,1:20.0,Defensive rebound by J. Brown,,90,85
382,4,0:56.0,J. Clarkson misses 2-pt jump shot from 7 ft,,90,85
383,4,0:55.0,,Defensive rebound by G. Dieng,90,85
384,4,0:49.0,,Shooting block foul by J. Clarkson (drawn by Z. LaVine),90,85
385,4,0:49.0,,Z. LaVine makes free throw 1 of 2,90,86
