,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
168,2,2:19.0,,Turnover by J. Butler (traveling),42,40
169,2,2:19.0,Charlotte full timeout,,42,40
170,2,2:19.0,,J. Noah enters the game for T. Gibson,42,40
171,2,2:19.0,B. Roberts enters the game for M. Williams,,42,40
172,2,2:04.0,G. Henderson misses 3-pt jump shot from 25 ft,,42,40
173,2,2:03.0,,Defensive rebound by J. Noah,42,40
174,2,1:42.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Butler),42,42
175,2,1:25.0,G. Henderson misses 2-pt jump shot from 8 ft,,42,42
176,2,1:24.0,,Defensive rebound by P. Gasol,42,42
177,2,1:07.0,,J. Butler makes 2-pt layup from 2 ft,42,44
178,2,0:46.0,A. Jefferson misses 2-pt jump shot from 20 ft (block by J. Noah),,42,44
179,2,0:44.0,Offensive rebound by M. Kidd-Gilchrist,,42,44
180,2,0:43.0,A. Jefferson misses 2-pt layup from 2 ft,,42,44
181,2,0:41.0,Offensive rebound by A. Jefferson,,42,44
182,2,0:41.0,A. Jefferson makes 2-pt layup from 2 ft,,44,44
183,2,0:23.0,,J. Butler misses 3-pt jump shot from 25 ft,44,44
184,2,0:23.0,Defensive rebound by Team,,44,44
185,2,0:23.0,,T. Gibson enters the game for P. Gasol,44,44
186,2,0:23.0,,K. Hinrich enters the game for A. Brooks,44,44
187,2,0:23.0,M. Williams enters the game for C. Zeller,,44,44
188,2,0:07.0,Personal foul by K. Hinrich (drawn by B. Roberts),,44,44
189,2,0:00.0,B. Roberts misses 3-pt jump shot from 23 ft,,44,44
190,2,0:00.0,Offensive rebound by Team,,44,44
191,3,11:41.0,,A. Brooks misses 2-pt jump shot from 11 ft,44,44
192,3,11:40.0,Defensive rebound by A. Jefferson,,44,44
193,3,11:34.0,M. Williams makes 2-pt jump shot from 20 ft,,46,44
194,3,11:18.0,,Turnover by J. Butler (lost ball; steal by G. Henderson),46,44
195,3,11:15.0,Turnover by G. Henderson (bad pass; steal by A. Brooks),,46,44
196,3,11:04.0,,Turnover by M. Dunleavy (bad pass),46,44
197,3,10:52.0,M. Williams misses 3-pt jump shot from 25 ft,,46,44
198,3,10:51.0,,Defensive rebound by J. Butler,46,44
199,3,10:43.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by J. Butler),46,46
200,3,10:23.0,G. Henderson misses 2-pt jump shot from 16 ft,,46,46
201,3,10:22.0,,Defensive rebound by P. Gasol,46,46
202,3,10:12.0,,A. Brooks misses 2-pt jump shot from 16 ft,46,46
203,3,10:11.0,Defensive rebound by A. Jefferson,,46,46
204,3,10:00.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,46,46
205,3,9:59.0,,Defensive rebound by J. Noah,46,46
206,3,9:49.0,,J. Noah makes 2-pt jump shot from 11 ft (assist by J. Butler),46,48
207,3,9:24.0,M. Williams makes 2-pt jump shot from 21 ft (assist by G. Henderson),,48,48
208,3,9:09.0,,M. Dunleavy misses 2-pt jump shot from 14 ft,48,48
209,3,9:06.0,Defensive rebound by A. Jefferson,,48,48
210,3,9:01.0,M. Williams makes 3-pt jump shot from 22 ft (assist by G. Henderson),,51,48
211,3,8:35.0,,Shooting foul by G. Henderson (drawn by J. Butler),51,48
212,3,8:35.0,,J. Butler makes free throw 1 of 2,51,49
213,3,8:35.0,,J. Butler misses free throw 2 of 2,51,49
214,3,8:34.0,Defensive rebound by M. Kidd-Gilchrist,,51,49
215,3,8:16.0,A. Jefferson makes 2-pt jump shot from 8 ft,,53,49
216,3,8:04.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by A. Brooks),53,51
217,3,7:49.0,A. Jefferson misses 2-pt jump shot from 14 ft (block by J. Noah),,53,51
218,3,7:47.0,,Defensive rebound by P. Gasol,53,51
219,3,7:36.0,,P. Gasol misses 2-pt layup from 3 ft,53,51
220,3,7:35.0,,Offensive rebound by J. Noah,53,51
221,3,7:35.0,,J. Noah misses 2-pt tip-in from 2 ft (block by G. Henderson),53,51
222,3,7:33.0,,Offensive rebound by P. Gasol,53,51
223,3,7:33.0,,P. Gasol misses 2-pt layup from 2 ft,53,51
224,3,7:31.0,Defensive rebound by M. Kidd-Gilchrist,,53,51
225,3,7:26.0,C. Zeller misses 2-pt layup at rim,,53,51
226,3,7:24.0,Offensive rebound by M. Kidd-Gilchrist,,53,51
227,3,7:13.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,53,51
228,3,7:12.0,,Defensive rebound by P. Gasol,53,51
229,3,7:00.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by A. Brooks),53,53
230,3,6:43.0,M. Williams misses 2-pt jump shot from 22 ft,,53,53
231,3,6:41.0,,Defensive rebound by P. Gasol,53,53
232,3,6:38.0,,Shooting foul by M. Williams (drawn by A. Brooks),53,53
233,3,6:38.0,,A. Brooks misses free throw 1 of 2,53,53
234,3,6:38.0,,Offensive rebound by Team,53,53
235,3,6:38.0,,A. Brooks misses free throw 2 of 2,53,53
236,3,6:36.0,Defensive rebound by M. Kidd-Gilchrist,,53,53
237,3,6:22.0,Turnover by C. Zeller (bad pass; steal by A. Brooks),,53,53
238,3,6:19.0,,Shooting foul by C. Zeller (drawn by A. Brooks),53,53
239,3,6:19.0,,A. Brooks misses free throw 1 of 2,53,53
240,3,6:19.0,,Offensive rebound by Team,53,53
241,3,6:19.0,,A. Brooks makes free throw 2 of 2,53,54
242,3,6:04.0,G. Henderson makes 2-pt jump shot from 18 ft (assist by M. Williams),,55,54
243,3,6:04.0,Shooting foul by P. Gasol (drawn by G. Henderson),,55,54
244,3,6:04.0,G. Henderson makes free throw 1 of 1,,56,54
245,3,5:41.0,,P. Gasol misses 2-pt layup from 1 ft,56,54
246,3,5:40.0,,Offensive rebound by P. Gasol,56,54
247,3,5:40.0,,P. Gasol makes 2-pt tip-in from 1 ft,56,56
248,3,5:28.0,A. Jefferson misses 2-pt jump shot from 20 ft,,56,56
249,3,5:27.0,Offensive rebound by C. Zeller,,56,56
250,3,5:13.0,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,,56,56
251,3,5:12.0,Offensive rebound by A. Jefferson,,56,56
252,3,4:52.0,Turnover by C. Zeller (lost ball; steal by M. Dunleavy),,56,56
253,3,4:39.0,,A. Brooks misses 2-pt layup from 2 ft,56,56
254,3,4:33.0,Defensive rebound by Team,,56,56
255,3,4:33.0,,Chicago full timeout,56,56
256,3,4:33.0,,T. Gibson enters the game for J. Noah,56,56
257,3,4:17.0,C. Zeller makes 2-pt layup from 2 ft (assist by M. Williams),,58,56
258,3,4:00.0,,Personal foul by C. Zeller (drawn by P. Gasol),58,56
259,3,4:00.0,M. Williams enters the game for C. Zeller,,58,56
260,3,3:57.0,,Personal foul by A. Jefferson (drawn by P. Gasol),58,56
261,3,3:57.0,,P. Gasol misses free throw 1 of 2,58,56
262,3,3:57.0,,Offensive rebound by Team,58,56
263,3,3:57.0,L. Stephenson enters the game for G. Henderson,,58,56
264,3,3:57.0,,P. Gasol makes free throw 2 of 2,58,57
265,3,3:44.0,M. Williams makes 2-pt jump shot from 19 ft,,60,57
266,3,3:23.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Butler),60,57
267,3,3:23.0,,J. Butler makes free throw 1 of 2,60,58
268,3,3:23.0,,K. Hinrich enters the game for A. Brooks,60,58
269,3,3:23.0,,T. Snell enters the game for M. Dunleavy,60,58
270,3,3:23.0,,J. Butler makes free throw 2 of 2,60,59
271,3,3:09.0,M. Williams makes 2-pt jump shot from 7 ft,,62,59
272,3,2:57.0,,P. Gasol misses 2-pt jump shot from 18 ft,62,59
273,3,2:55.0,Defensive rebound by L. Stephenson,,62,59
274,3,2:42.0,M. Williams misses 3-pt jump shot from 24 ft,,62,59
275,3,2:39.0,,Defensive rebound by T. Snell,62,59
276,3,2:32.0,,T. Gibson makes 2-pt layup from 1 ft (assist by P. Gasol),62,61
277,3,2:11.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Williams),,65,61
278,3,1:51.0,,T. Snell misses 3-pt jump shot from 24 ft,65,61
279,3,1:51.0,Defensive rebound by Team,,65,61
280,3,1:51.0,,Loose ball foul by T. Gibson (drawn by M. Kidd-Gilchrist),65,61
281,3,1:51.0,Charlotte full timeout,,65,61
282,3,1:51.0,J. Maxiell enters the game for A. Jefferson,,65,61
283,3,1:33.0,M. Williams makes 2-pt jump shot from 21 ft,,67,61
284,3,1:08.0,,Personal foul by M. Williams (drawn by T. Gibson),67,61
285,3,1:08.0,,T. Gibson makes free throw 1 of 2,67,62
286,3,1:08.0,,T. Gibson makes free throw 2 of 2,67,63
287,3,0:56.0,Turnover by M. Williams (lost ball; steal by J. Butler),,67,63
288,3,0:52.0,,K. Hinrich makes 2-pt jump shot from 22 ft (assist by J. Butler),67,65
289,3,0:29.0,L. Stephenson misses 3-pt jump shot from 25 ft,,67,65
290,3,0:28.0,,Defensive rebound by T. Gibson,67,65
291,3,0:19.0,,Turnover by T. Snell (lost ball; steal by M. Kidd-Gilchrist),67,65
292,3,0:15.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by K. Hinrich),,67,65
293,3,0:13.0,,Defensive rebound by T. Snell,67,65
294,3,0:01.0,,K. Hinrich misses 3-pt jump shot from 24 ft,67,65
295,3,0:00.0,Defensive rebound by M. Williams,,67,65
296,4,11:46.0,L. Stephenson makes 2-pt jump shot from 9 ft,,69,65
297,4,11:27.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Noah),69,67
298,4,11:11.0,Shooting foul by K. Hinrich (drawn by J. Maxiell),,69,67
299,4,11:11.0,J. Maxiell makes free throw 1 of 2,,70,67
300,4,11:11.0,J. Maxiell makes free throw 2 of 2,,71,67
301,4,10:59.0,,K. Hinrich makes 2-pt jump shot from 6 ft,71,69
302,4,10:50.0,Personal foul by K. Hinrich (drawn by B. Roberts),,71,69
303,4,10:44.0,L. Stephenson makes 2-pt jump shot from 15 ft,,73,69
304,4,10:26.0,,Personal foul by G. Henderson (drawn by N. Mirotić),73,69
305,4,10:19.0,,N. Mirotić misses 3-pt jump shot from 26 ft,73,69
306,4,10:18.0,Defensive rebound by B. Roberts,,73,69
307,4,10:10.0,B. Roberts makes 3-pt jump shot from 26 ft,,76,69
308,4,9:45.0,,K. Hinrich misses 2-pt layup from 1 ft,76,69
309,4,9:45.0,,Offensive rebound by J. Noah,76,69
310,4,9:45.0,,Shooting foul by J. Maxiell (drawn by J. Noah),76,69
311,4,9:45.0,,J. Noah makes free throw 1 of 2,76,70
312,4,9:45.0,,J. Noah makes free throw 2 of 2,76,71
313,4,9:34.0,L. Stephenson misses 2-pt layup from 1 ft,,76,71
314,4,9:33.0,,Defensive rebound by T. Gibson,76,71
315,4,9:28.0,,K. Hinrich misses 2-pt layup from 3 ft (block by M. Williams),76,71
316,4,9:27.0,Defensive rebound by G. Henderson,,76,71
317,4,9:27.0,Personal foul by N. Mirotić (drawn by G. Henderson),,76,71
318,4,9:27.0,C. Zeller enters the game for M. Williams,,76,71
319,4,9:09.0,J. Maxiell misses 2-pt jump shot from 17 ft,,76,71
320,4,9:08.0,,Defensive rebound by T. Gibson,76,71
321,4,8:56.0,,K. Hinrich makes 2-pt jump shot from 16 ft (assist by J. Noah),76,73
322,4,8:43.0,Personal foul by T. Gibson (drawn by G. Henderson),,76,73
323,4,8:43.0,Charlotte full timeout,,76,73
324,4,8:36.0,C. Zeller makes 2-pt layup from 2 ft (assist by B. Roberts),,78,73
325,4,8:13.0,,Shooting foul by J. Maxiell (drawn by T. Gibson),78,73
326,4,8:13.0,,T. Gibson misses free throw 1 of 2,78,73
327,4,8:13.0,,Offensive rebound by Team,78,73
328,4,8:13.0,,T. Gibson makes free throw 2 of 2,78,74
329,4,7:54.0,L. Stephenson misses 2-pt jump shot from 15 ft,,78,74
330,4,7:54.0,Offensive rebound by J. Maxiell,,78,74
331,4,7:54.0,Personal foul by J. Noah (drawn by J. Maxiell),,78,74
332,4,7:54.0,J. Maxiell makes free throw 1 of 2,,79,74
333,4,7:54.0,M. Kidd-Gilchrist enters the game for G. Henderson,,79,74
334,4,7:54.0,J. Maxiell misses free throw 2 of 2,,79,74
335,4,7:52.0,,Defensive rebound by N. Mirotić,79,74
336,4,7:40.0,,Turnover by K. Hinrich (lost ball),79,74
337,4,7:40.0,A. Jefferson enters the game for J. Maxiell,,79,74
338,4,7:40.0,,J. Butler enters the game for N. Mirotić,79,74
339,4,7:16.0,A. Jefferson makes 2-pt jump shot from 13 ft,,81,74
340,4,6:56.0,,K. Hinrich misses 3-pt jump shot from 22 ft,81,74
341,4,6:55.0,Defensive rebound by C. Zeller,,81,74
342,4,6:42.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by C. Zeller),,83,74
343,4,6:42.0,,Chicago full timeout,83,74
344,4,6:42.0,,A. Brooks enters the game for K. Hinrich,83,74
345,4,6:26.0,,Personal foul by L. Stephenson (drawn by J. Butler),83,74
346,4,6:26.0,,P. Gasol enters the game for J. Noah,83,74
347,4,6:20.0,,A. Brooks misses 3-pt jump shot from 25 ft,83,74
348,4,6:19.0,Defensive rebound by C. Zeller,,83,74
349,4,6:04.0,A. Jefferson misses 2-pt jump shot from 11 ft,,83,74
350,4,6:01.0,Offensive rebound by M. Kidd-Gilchrist,,83,74
351,4,6:01.0,M. Kidd-Gilchrist makes 2-pt dunk at rim,,85,74
352,4,5:44.0,,J. Butler makes 2-pt layup from 2 ft,85,76
353,4,5:32.0,B. Roberts makes 2-pt jump shot from 7 ft (assist by L. Stephenson),,87,76
354,4,5:17.0,,J. Butler makes 2-pt layup from 2 ft,87,78
355,4,4:57.0,A. Jefferson misses 2-pt jump shot from 7 ft (block by P. Gasol),,87,78
356,4,4:57.0,Offensive rebound by Team,,87,78
357,4,4:57.0,M. Williams enters the game for B. Roberts,,87,78
358,4,4:52.0,M. Williams misses 2-pt layup from 2 ft (block by T. Gibson),,87,78
359,4,4:50.0,,Defensive rebound by J. Butler,87,78
360,4,4:45.0,,A. Brooks misses 3-pt jump shot from 24 ft,87,78
361,4,4:44.0,Defensive rebound by M. Kidd-Gilchrist,,87,78
362,4,4:26.0,A. Jefferson makes 2-pt jump shot from 11 ft,,89,78
363,4,4:08.0,,Turnover by P. Gasol (bad pass),89,78
364,4,3:54.0,A. Jefferson makes 2-pt layup from 1 ft,,91,78
365,4,3:53.0,,Chicago full timeout,91,78
366,4,3:53.0,,J. Noah enters the game for T. Gibson,91,78
367,4,3:53.0,,M. Dunleavy enters the game for T. Snell,91,78
368,4,3:53.0,G. Henderson enters the game for L. Stephenson,,91,78
369,4,3:43.0,,J. Butler misses 2-pt jump shot from 19 ft,91,78
370,4,3:42.0,Defensive rebound by C. Zeller,,91,78
371,4,3:26.0,M. Kidd-Gilchrist makes 2-pt jump shot from 3 ft (assist by C. Zeller),,93,78
372,4,3:06.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,93,78
373,4,3:05.0,,Offensive rebound by J. Noah,93,78
374,4,3:04.0,,J. Noah misses 2-pt layup from 2 ft,93,78
