,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
334,4,10:01.0,,Shooting foul by J. Jordan (drawn by D. Cousins),86,71
335,4,10:01.0,B. Lopez enters the game for J. Jordan,,86,71
336,4,10:01.0,,D. Cousins misses free throw 1 of 1,86,71
337,4,10:00.0,Defensive rebound by J. Johnson,,86,71
338,4,9:36.0,B. Lopez misses 3-pt jump shot from 28 ft,,86,71
339,4,9:36.0,Offensive rebound by Team,,86,71
340,4,9:36.0,Turnover by Team (shot clock),,86,71
341,4,9:23.0,,D. Collison misses 3-pt jump shot from 23 ft,86,71
342,4,9:22.0,,Offensive rebound by R. Gay,86,71
343,4,9:20.0,,Turnover by R. Gay (lost ball; steal by J. Jack),86,71
344,4,9:15.0,Turnover by J. Jack (lost ball; steal by D. Collison),,86,71
345,4,9:06.0,,O. Casspi misses 2-pt jump shot from 11 ft,86,71
346,4,9:01.0,,Offensive rebound by D. Cousins,86,71
347,4,9:01.0,,D. Cousins makes 2-pt tip-in from 1 ft,86,73
348,4,8:49.0,Turnover by A. Anderson (palming),,86,73
349,4,8:39.0,,D. Cousins misses 2-pt jump shot from 8 ft (block by B. Lopez),86,73
350,4,8:38.0,Defensive rebound by B. Lopez,,86,73
351,4,8:21.0,D. Morris makes 2-pt jump shot from 12 ft,,88,73
352,4,8:06.0,,Turnover by D. Collison (traveling),88,73
353,4,7:48.0,J. Johnson misses 2-pt jump shot from 10 ft,,88,73
354,4,7:46.0,,Defensive rebound by R. Gay,88,73
355,4,7:35.0,,R. Gay makes 2-pt layup from 2 ft,88,75
356,4,7:35.0,,Shooting foul by J. Johnson (drawn by R. Gay),88,75
357,4,7:35.0,,B. McLemore enters the game for O. Casspi,88,75
358,4,7:35.0,,R. Gay makes free throw 1 of 1,88,76
359,4,7:10.0,D. Morris misses 3-pt jump shot from 26 ft,,88,76
360,4,7:09.0,,Defensive rebound by B. McLemore,88,76
361,4,6:54.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by B. McLemore),88,79
362,4,6:54.0,Brooklyn full timeout,,88,79
363,4,6:54.0,B. Bogdanović enters the game for D. Morris,,88,79
364,4,6:30.0,J. Johnson misses 3-pt jump shot from 25 ft,,88,79
365,4,6:30.0,,Defensive rebound by D. Cousins,88,79
366,4,6:13.0,,R. Gay makes 2-pt jump shot from 6 ft,88,81
367,4,5:42.0,A. Anderson misses 2-pt jump shot from 13 ft,,88,81
368,4,5:42.0,,Defensive rebound by B. McLemore,88,81
369,4,5:29.0,,D. Cousins misses 2-pt jump shot from 13 ft,88,81
370,4,5:29.0,Defensive rebound by J. Johnson,,88,81
371,4,5:17.0,J. Jack makes 3-pt jump shot from 25 ft,,91,81
372,4,5:06.0,,R. Gay makes 2-pt layup from 2 ft (assist by R. Sessions),91,83
373,4,4:43.0,Turnover by B. Lopez (lost ball; steal by D. Cousins),,91,83
374,4,4:40.0,,R. Gay makes 2-pt dunk at rim,91,85
375,4,4:39.0,Brooklyn full timeout,,91,85
376,4,4:26.0,Shooting foul by R. Sessions (drawn by A. Anderson),,91,85
377,4,4:26.0,A. Anderson makes free throw 1 of 3,,92,85
378,4,4:26.0,A. Anderson makes free throw 2 of 3,,93,85
379,4,4:26.0,A. Anderson makes free throw 3 of 3,,94,85
380,4,4:18.0,,Personal foul by A. Anderson (drawn by D. Collison),94,85
381,4,4:18.0,,D. Collison makes free throw 1 of 2,94,86
382,4,4:18.0,,D. Collison makes free throw 2 of 2,94,87
383,4,3:54.0,B. Lopez misses 2-pt jump shot from 12 ft,,94,87
384,4,3:53.0,,Defensive rebound by R. Gay,94,87
