,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
389,4,6:07.0,,J. Johnson makes 2-pt jump shot from 7 ft,76,82
390,4,6:04.0,Minnesota full timeout,,76,82
391,4,6:04.0,R. Rubio enters the game for M. Williams,,76,82
392,4,6:04.0,,K. Garnett enters the game for M. Teletović,76,82
393,4,6:02.0,Personal foul by J. Jack (drawn by A. Wiggins),,76,82
394,4,5:34.0,T. Young makes 2-pt jump shot from 16 ft,,78,82
395,4,5:17.0,,J. Johnson makes 2-pt jump shot from 17 ft,78,84
396,4,4:57.0,N. Peković makes 2-pt layup from 1 ft (assist by R. Rubio),,80,84
397,4,4:44.0,,J. Johnson makes 2-pt layup from 2 ft (assist by D. Williams),80,86
398,4,4:31.0,K. Martin makes 2-pt jump shot from 18 ft (assist by R. Rubio),,82,86
399,4,4:17.0,,J. Johnson misses 2-pt jump shot from 18 ft,82,86
400,4,4:16.0,,Offensive rebound by K. Garnett,82,86
401,4,4:04.0,,B. Lopez misses 2-pt jump shot from 7 ft,82,86
402,4,4:03.0,Defensive rebound by T. Young,,82,86
403,4,3:46.0,R. Rubio makes 2-pt layup from 2 ft (assist by N. Peković),,84,86
404,4,3:36.0,,Brooklyn full timeout,84,86
405,4,3:27.0,,D. Williams misses 2-pt jump shot from 16 ft,84,86
406,4,3:26.0,Defensive rebound by A. Wiggins,,84,86
407,4,3:10.0,N. Peković misses 2-pt hook shot from 6 ft,,84,86
408,4,3:09.0,,Defensive rebound by K. Garnett,84,86
409,4,3:02.0,,Personal foul by N. Peković (drawn by B. Lopez),84,86
410,4,2:53.0,,J. Johnson misses 2-pt layup from 3 ft,84,86
411,4,2:52.0,,Offensive rebound by J. Johnson,84,86
412,4,2:51.0,,J. Johnson makes 2-pt tip-in from 2 ft,84,88
413,4,2:36.0,R. Rubio makes 2-pt jump shot from 20 ft (assist by K. Martin),,86,88
414,4,2:21.0,,D. Williams misses 2-pt layup from 2 ft,86,88
415,4,2:20.0,Defensive rebound by T. Young,,86,88
416,4,2:10.0,K. Martin makes 3-pt jump shot from 23 ft (assist by R. Rubio),,89,88
417,4,1:57.0,,Personal foul by R. Rubio (drawn by J. Johnson),89,88
418,4,1:57.0,,J. Johnson makes free throw 1 of 2,89,89
419,4,1:57.0,,A. Anderson enters the game for J. Jack,89,89
420,4,1:57.0,,J. Johnson misses free throw 2 of 2,89,89
421,4,1:56.0,Defensive rebound by R. Rubio,,89,89
422,4,1:45.0,K. Martin misses 3-pt jump shot from 24 ft,,89,89
423,4,1:43.0,,Defensive rebound by K. Garnett,89,89
424,4,1:28.0,,J. Johnson makes 2-pt jump shot from 7 ft,89,91
425,4,1:17.0,R. Rubio makes 2-pt layup from 2 ft,,91,91
426,4,1:04.0,,Turnover by J. Johnson (lost ball; steal by T. Young),91,91
427,4,0:49.0,N. Peković makes 2-pt layup from 2 ft,,93,91
428,4,0:49.0,Shooting foul by B. Lopez (drawn by N. Peković),,93,91
429,4,0:49.0,,J. Jack enters the game for A. Anderson,93,91
430,4,0:49.0,N. Peković makes free throw 1 of 1,,94,91
431,4,0:49.0,,Brooklyn full timeout,94,91
432,4,0:49.0,,M. Teletović enters the game for K. Garnett,94,91
433,4,0:49.0,,Offensive foul by B. Lopez (drawn by R. Rubio),94,91
434,4,0:49.0,,Turnover by B. Lopez (offensive foul),94,91
435,4,0:27.0,T. Young makes 2-pt jump shot from 7 ft (assist by R. Rubio),,96,91
436,4,0:27.0,,Brooklyn full timeout,96,91
437,4,0:23.0,,J. Johnson misses 3-pt jump shot from 27 ft,96,91
438,4,0:21.0,,Offensive rebound by Team,96,91
439,4,0:16.0,,J. Johnson misses 2-pt layup from 1 ft,96,91
440,4,0:15.0,Defensive rebound by A. Wiggins,,96,91
441,4,0:12.0,Personal foul by J. Jack (drawn by K. Martin),,96,91
442,4,0:12.0,K. Martin makes free throw 1 of 2,,97,91
443,4,0:12.0,K. Martin makes free throw 2 of 2,,98,91
444,4,0:06.0,,D. Williams misses 3-pt jump shot from 26 ft,98,91
445,4,0:05.0,Defensive rebound by K. Martin,,98,91
