,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
387,4,1:29.0,Defensive rebound by A. Burks,,97,95
388,4,1:24.0,Utah full timeout,,97,95
389,4,1:24.0,,Atlanta full timeout,97,95
390,4,1:24.0,,P. Antić enters the game for A. Horford,97,95
391,4,1:24.0,T. Booker enters the game for E. Freedom,,97,95
392,4,1:19.0,G. Hayward misses 2-pt jump shot from 20 ft,,97,95
393,4,1:16.0,,Defensive rebound by T. Sefolosha,97,95
394,4,0:58.0,,K. Korver makes 3-pt jump shot from 25 ft,97,98
395,4,0:47.0,T. Burke misses 2-pt layup from 2 ft (block by P. Millsap),,97,98
396,4,0:44.0,,Defensive rebound by K. Korver,97,98
397,4,0:39.0,,Personal foul by D. Favors (drawn by T. Sefolosha),97,98
398,4,0:33.0,,Turnover by J. Teague (bad pass),97,98
399,4,0:33.0,Utah full timeout,,97,98
400,4,0:28.0,Turnover by D. Favors (bad pass),,97,98
401,4,0:06.0,,Shooting foul by T. Burke (drawn by J. Teague),97,98
402,4,0:06.0,,J. Teague makes free throw 1 of 2,97,99
403,4,0:06.0,,J. Teague makes free throw 2 of 2,97,100
404,4,0:06.0,Utah full timeout,,97,100
405,4,0:06.0,S. Novak enters the game for T. Burke,,97,100
406,4,0:06.0,J. Ingles enters the game for T. Booker,,97,100
407,4,0:06.0,,K. Bazemore enters the game for K. Korver,97,100
408,4,0:06.0,,K. Korver enters the game for P. Antić,97,100
409,4,0:03.0,Personal foul by K. Bazemore (drawn by A. Burks),,97,100
410,4,0:03.0,,P. Antić enters the game for J. Teague,97,100
411,4,0:03.0,T. Burke enters the game for J. Ingles,,97,100
412,4,0:00.0,T. Burke misses 3-pt jump shot from 25 ft,,97,100
413,4,0:00.0,,Defensive rebound by P. Antić,97,100
