,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
37,1,7:44.0,,K. Faried makes 2-pt dunk at rim,8,10
38,1,7:31.0,Turnover by J. Johnson (bad pass; steal by A. Afflalo),,8,10
39,1,7:25.0,,T. Lawson makes 3-pt jump shot from 24 ft (assist by K. Faried),8,13
40,1,7:17.0,Toronto full timeout,,8,13
41,1,7:17.0,G. Vásquez enters the game for J. Johnson,,8,13
42,1,7:17.0,P. Patterson enters the game for A. Johnson,,8,13
43,1,7:08.0,P. Patterson misses 2-pt jump shot from 21 ft,,8,13
44,1,7:07.0,,Defensive rebound by W. Chandler,8,13
45,1,6:55.0,,T. Lawson misses 2-pt jump shot from 20 ft,8,13
46,1,6:54.0,,Offensive rebound by K. Faried,8,13
47,1,6:47.0,,A. Afflalo misses 3-pt jump shot from 23 ft,8,13
48,1,6:46.0,Defensive rebound by P. Patterson,,8,13
49,1,6:33.0,G. Vásquez misses 2-pt jump shot from 21 ft,,8,13
50,1,6:31.0,,Defensive rebound by W. Chandler,8,13
51,1,6:15.0,,Shooting block foul by G. Vásquez (drawn by T. Lawson),8,13
52,1,6:15.0,,T. Lawson makes free throw 1 of 2,8,14
53,1,6:15.0,,D. Arthur enters the game for K. Faried,8,14
54,1,6:15.0,,J. Hickson enters the game for W. Chandler,8,14
55,1,6:15.0,,T. Lawson misses free throw 2 of 2,8,14
56,1,6:14.0,Defensive rebound by Team,,8,14
57,1,6:04.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by G. Vásquez),,11,14
58,1,5:44.0,,T. Lawson misses 3-pt jump shot from 26 ft,11,14
59,1,5:42.0,,Offensive rebound by J. Hickson,11,14
60,1,5:39.0,,Turnover by J. Hickson (lost ball; steal by J. Valančiūnas),11,14
61,1,5:33.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,13,14
62,1,5:26.0,,Shooting block foul by J. Valančiūnas (drawn by T. Mozgov),13,14
63,1,5:26.0,,T. Mozgov misses free throw 1 of 2,13,14
64,1,5:26.0,,Offensive rebound by Team,13,14
65,1,5:26.0,A. Johnson enters the game for J. Valančiūnas,,13,14
66,1,5:26.0,,T. Mozgov makes free throw 2 of 2,13,15
67,1,5:11.0,G. Vásquez makes 2-pt jump shot from 19 ft,,15,15
68,1,4:56.0,,A. Afflalo misses 2-pt jump shot from 16 ft,15,15
69,1,4:56.0,,Offensive rebound by T. Mozgov,15,15
70,1,4:56.0,Loose ball foul by A. Johnson (drawn by T. Mozgov),,15,15
71,1,4:56.0,,T. Mozgov misses free throw 1 of 2,15,15
72,1,4:56.0,,Offensive rebound by Team,15,15
73,1,4:56.0,,T. Mozgov makes free throw 2 of 2,15,16
74,1,4:36.0,Shooting foul by D. Arthur (drawn by P. Patterson),,15,16
75,1,4:36.0,P. Patterson misses free throw 1 of 2,,15,16
76,1,4:36.0,Offensive rebound by Team,,15,16
77,1,4:36.0,P. Patterson misses free throw 2 of 2,,15,16
78,1,4:34.0,,Defensive rebound by D. Arthur,15,16
79,1,4:10.0,,T. Lawson misses 2-pt jump shot from 19 ft,15,16
80,1,4:09.0,Defensive rebound by K. Lowry,,15,16
81,1,4:03.0,A. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),,17,16
82,1,3:47.0,,T. Mozgov makes 2-pt dunk at rim (assist by A. Afflalo),17,18
83,1,3:35.0,G. Vásquez misses 3-pt jump shot from 26 ft,,17,18
84,1,3:32.0,,Defensive rebound by T. Lawson,17,18
85,1,3:26.0,,D. Arthur misses 3-pt jump shot from 24 ft,17,18
86,1,3:25.0,Defensive rebound by T. Ross,,17,18
87,1,3:10.0,K. Lowry makes 2-pt jump shot from 15 ft (assist by G. Vásquez),,19,18
88,1,2:48.0,,D. Arthur misses 2-pt jump shot from 14 ft,19,18
89,1,2:47.0,,Offensive rebound by Team,19,18
90,1,2:47.0,,Denver full timeout,19,18
91,1,2:47.0,L. Williams enters the game for K. Lowry,,19,18
92,1,2:47.0,T. Hansbrough enters the game for P. Patterson,,19,18
93,1,2:47.0,,J. Nurkić enters the game for T. Mozgov,19,18
94,1,2:36.0,,D. Arthur misses 2-pt jump shot from 19 ft,19,18
95,1,2:34.0,Defensive rebound by T. Ross,,19,18
96,1,2:21.0,G. Vásquez misses 2-pt jump shot from 6 ft,,19,18
97,1,2:20.0,Offensive rebound by A. Johnson,,19,18
98,1,2:19.0,A. Johnson makes 2-pt layup from 1 ft,,21,18
99,1,2:19.0,Shooting foul by J. Nurkić (drawn by A. Johnson),,21,18
100,1,2:19.0,A. Johnson makes free throw 1 of 1,,22,18
101,1,2:05.0,,J. Hickson misses 2-pt layup from 2 ft (block by A. Johnson),22,18
102,1,2:01.0,Defensive rebound by G. Vásquez,,22,18
103,1,2:01.0,Personal foul by A. Afflalo (drawn by G. Vásquez),,22,18
104,1,2:01.0,G. Vásquez misses free throw 1 of 2,,22,18
105,1,2:01.0,Offensive rebound by Team,,22,18
106,1,2:01.0,,A. Gee enters the game for A. Afflalo,22,18
107,1,2:01.0,P. Patterson enters the game for A. Johnson,,22,18
108,1,2:01.0,G. Vásquez misses free throw 2 of 2,,22,18
109,1,1:59.0,,Defensive rebound by J. Nurkić,22,18
110,1,1:36.0,,T. Lawson makes 2-pt jump shot from 20 ft,22,20
111,1,1:14.0,G. Vásquez misses 2-pt jump shot from 8 ft,,22,20
112,1,1:12.0,,Defensive rebound by J. Hickson,22,20
113,1,1:06.0,,D. Arthur misses 3-pt jump shot from 25 ft,22,20
114,1,1:06.0,,Offensive rebound by Team,22,20
115,1,1:06.0,Loose ball foul by T. Hansbrough (drawn by J. Nurkić),,22,20
116,1,1:06.0,,J. Nurkić makes free throw 1 of 2,22,21
117,1,1:06.0,J. Johnson enters the game for T. Ross,,22,21
118,1,1:06.0,,N. Robinson enters the game for T. Lawson,22,21
119,1,1:06.0,,J. Nurkić misses free throw 2 of 2,22,21
120,1,1:04.0,Defensive rebound by J. Johnson,,22,21
121,1,0:52.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by G. Vásquez),,25,21
122,1,0:43.0,,N. Robinson makes 3-pt jump shot from 25 ft,25,24
123,1,0:25.0,T. Hansbrough misses 2-pt jump shot from 5 ft,,25,24
124,1,0:22.0,,Defensive rebound by J. Hickson,25,24
125,1,0:19.0,,Offensive foul by J. Nurkić (drawn by T. Hansbrough),25,24
126,1,0:19.0,,Turnover by J. Nurkić (offensive foul),25,24
127,1,0:00.0,T. Hansbrough misses 2-pt jump shot from 7 ft (block by A. Gee),,25,24
128,1,0:00.0,Offensive rebound by T. Hansbrough,,25,24
129,1,0:00.0,T. Hansbrough makes 2-pt jump shot from 7 ft,,27,24
130,2,11:42.0,L. Williams misses 2-pt layup from 1 ft,,27,24
131,2,11:40.0,Offensive rebound by L. Williams,,27,24
132,2,11:35.0,T. Hansbrough makes 2-pt dunk at rim (assist by G. Vásquez),,29,24
133,2,11:15.0,,N. Robinson misses 3-pt jump shot from 24 ft,29,24
134,2,11:14.0,Defensive rebound by P. Patterson,,29,24
135,2,10:49.0,T. Hansbrough makes 2-pt jump shot from 16 ft (assist by G. Vásquez),,31,24
136,2,10:32.0,,K. Faried misses 2-pt layup from 1 ft (block by T. Hansbrough),31,24
137,2,10:31.0,Defensive rebound by T. Hansbrough,,31,24
138,2,10:26.0,G. Vásquez misses 2-pt jump shot from 7 ft,,31,24
139,2,10:25.0,Offensive rebound by Team,,31,24
140,2,10:14.0,C. Hayes enters the game for T. Hansbrough,,31,24
141,2,10:05.0,G. Vásquez misses 2-pt jump shot from 4 ft,,31,24
142,2,10:03.0,Offensive rebound by G. Vásquez,,31,24
143,2,10:03.0,G. Vásquez misses 2-pt layup from 1 ft,,31,24
144,2,10:01.0,,Defensive rebound by K. Faried,31,24
145,2,9:58.0,,K. Faried misses 2-pt layup at rim,31,24
146,2,9:55.0,,Offensive rebound by J. Hickson,31,24
147,2,9:55.0,,J. Hickson makes 2-pt dunk at rim,31,26
148,2,9:40.0,J. Johnson makes 2-pt jump shot from 3 ft,,33,26
149,2,9:26.0,K. Lowry enters the game for G. Vásquez,,33,26
150,2,9:26.0,,T. Lawson enters the game for A. Gee,33,26
151,2,9:20.0,,T. Lawson makes 2-pt jump shot from 14 ft (assist by K. Faried),33,28
152,2,9:09.0,K. Lowry makes 2-pt jump shot from 5 ft,,35,28
153,2,9:09.0,Shooting foul by T. Lawson (drawn by K. Lowry),,35,28
154,2,9:09.0,K. Lowry misses free throw 1 of 1,,35,28
155,2,9:08.0,,Defensive rebound by K. Faried,35,28
156,2,8:47.0,,W. Chandler makes 2-pt jump shot from 16 ft,35,30
157,2,8:21.0,L. Williams makes 2-pt jump shot from 5 ft,,37,30
158,2,8:07.0,,W. Chandler makes 2-pt jump shot from 6 ft,37,32
159,2,8:07.0,,Shooting foul by L. Williams (drawn by W. Chandler),37,32
160,2,8:07.0,Official timeout,,37,32
161,2,8:07.0,,T. Mozgov enters the game for J. Hickson,37,32
162,2,8:07.0,,A. Afflalo enters the game for N. Robinson,37,32
163,2,8:07.0,,W. Chandler makes free throw 1 of 1,37,33
164,2,7:55.0,Shooting block foul by T. Mozgov (drawn by C. Hayes),,37,33
165,2,7:55.0,C. Hayes makes free throw 1 of 2,,38,33
166,2,7:55.0,C. Hayes makes free throw 2 of 2,,39,33
167,2,7:37.0,,T. Lawson misses 2-pt jump shot from 16 ft,39,33
168,2,7:36.0,Defensive rebound by J. Johnson,,39,33
169,2,7:24.0,L. Williams makes 2-pt jump shot from 20 ft,,41,33
170,2,7:12.0,,W. Chandler misses 3-pt jump shot from 26 ft,41,33
171,2,7:10.0,Defensive rebound by K. Lowry,,41,33
172,2,6:59.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by J. Johnson),,44,33
173,2,6:52.0,,Denver full timeout,44,33
174,2,6:37.0,,Shooting foul by C. Hayes (drawn by W. Chandler),44,33
175,2,6:37.0,,W. Chandler makes free throw 1 of 2,44,34
176,2,6:37.0,,W. Chandler misses free throw 2 of 2,44,34
177,2,6:35.0,Defensive rebound by J. Johnson,,44,34
178,2,6:20.0,J. Johnson makes 2-pt dunk at rim (assist by K. Lowry),,46,34
179,2,6:10.0,,Shooting foul by J. Johnson (drawn by W. Chandler),46,34
180,2,6:10.0,,W. Chandler misses free throw 1 of 2,46,34
181,2,6:10.0,,Offensive rebound by Team,46,34
182,2,6:10.0,,W. Chandler makes free throw 2 of 2,46,35
183,2,6:00.0,L. Williams misses 3-pt jump shot from 25 ft,,46,35
184,2,5:59.0,,Defensive rebound by T. Mozgov,46,35
185,2,5:51.0,,Denver full timeout,46,35
186,2,5:51.0,A. Johnson enters the game for P. Patterson,,46,35
187,2,5:41.0,,W. Chandler makes 2-pt jump shot from 6 ft (assist by T. Lawson),46,37
188,2,5:30.0,Turnover by K. Lowry (bad pass),,46,37
189,2,5:13.0,,T. Mozgov misses 2-pt jump shot from 18 ft,46,37
190,2,5:12.0,,Offensive rebound by K. Faried,46,37
191,2,5:09.0,,Turnover by K. Faried (bad pass; steal by J. Johnson),46,37
192,2,4:55.0,J. Johnson misses 3-pt jump shot from 25 ft,,46,37
193,2,4:54.0,,Defensive rebound by Team,46,37
194,2,4:34.0,,A. Afflalo makes 2-pt jump shot from 17 ft (assist by T. Lawson),46,39
195,2,4:18.0,K. Lowry makes 2-pt jump shot from 15 ft (assist by A. Johnson),,48,39
196,2,4:10.0,,Turnover by A. Afflalo (bad pass; steal by L. Williams),48,39
197,2,4:07.0,,Violation by K. Faried (def goaltending),48,39
198,2,4:07.0,L. Williams makes 2-pt layup from 1 ft,,50,39
199,2,3:54.0,,W. Chandler misses 2-pt jump shot from 5 ft,50,39
200,2,3:52.0,Defensive rebound by A. Johnson,,50,39
201,2,3:42.0,K. Lowry misses 3-pt jump shot from 25 ft,,50,39
202,2,3:40.0,,Defensive rebound by T. Mozgov,50,39
203,2,3:38.0,,Shooting foul by L. Williams (drawn by T. Lawson),50,39
204,2,3:38.0,,T. Lawson makes free throw 1 of 2,50,40
205,2,3:38.0,J. Valančiūnas enters the game for J. Johnson,,50,40
206,2,3:38.0,T. Ross enters the game for C. Hayes,,50,40
207,2,3:38.0,,T. Lawson makes free throw 2 of 2,50,41
208,2,3:34.0,Toronto full timeout,,50,41
209,2,3:22.0,K. Lowry makes 2-pt jump shot from 15 ft,,52,41
210,2,2:58.0,,W. Chandler misses 2-pt jump shot from 16 ft,52,41
211,2,2:56.0,Defensive rebound by J. Valančiūnas,,52,41
212,2,2:50.0,L. Williams makes 2-pt dunk at rim (assist by K. Lowry),,54,41
213,2,2:34.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by A. Afflalo),54,44
214,2,2:25.0,Shooting foul by A. Afflalo (drawn by L. Williams),,54,44
215,2,2:25.0,L. Williams makes free throw 1 of 3,,55,44
216,2,2:25.0,L. Williams misses free throw 2 of 3,,55,44
217,2,2:25.0,Offensive rebound by Team,,55,44
218,2,2:25.0,,J. Nurkić enters the game for T. Mozgov,55,44
219,2,2:25.0,L. Williams makes free throw 3 of 3,,56,44
220,2,2:17.0,,J. Nurkić makes 2-pt jump shot from 3 ft (assist by T. Lawson),56,46
221,2,1:54.0,J. Valančiūnas misses 2-pt jump shot from 6 ft,,56,46
222,2,1:53.0,,Defensive rebound by W. Chandler,56,46
223,2,1:47.0,,T. Lawson makes 2-pt layup from 2 ft (assist by J. Nurkić),56,48
224,2,1:26.0,K. Lowry misses 2-pt jump shot from 20 ft,,56,48
225,2,1:25.0,,Defensive rebound by A. Afflalo,56,48
226,2,1:22.0,,W. Chandler misses 2-pt layup from 1 ft (block by K. Lowry),56,48
227,2,1:22.0,,Offensive rebound by Team,56,48
228,2,1:19.0,,A. Afflalo misses 2-pt jump shot from 16 ft,56,48
229,2,1:18.0,,Offensive rebound by K. Faried,56,48
230,2,1:17.0,,Shooting foul by A. Johnson (drawn by J. Nurkić),56,48
231,2,1:17.0,,J. Nurkić makes free throw 1 of 2,56,49
232,2,1:17.0,G. Vásquez enters the game for K. Lowry,,56,49
233,2,1:17.0,,J. Nurkić makes free throw 2 of 2,56,50
234,2,1:00.0,T. Ross misses 3-pt jump shot from 25 ft,,56,50
235,2,0:59.0,,Defensive rebound by T. Lawson,56,50
236,2,0:50.0,,W. Chandler misses 2-pt jump shot from 15 ft,56,50
237,2,0:49.0,,Offensive rebound by K. Faried,56,50
238,2,0:49.0,Loose ball foul by A. Johnson (drawn by K. Faried),,56,50
239,2,0:49.0,,K. Faried misses free throw 1 of 2,56,50
240,2,0:49.0,,Offensive rebound by Team,56,50
241,2,0:49.0,,A. Gee enters the game for A. Afflalo,56,50
242,2,0:49.0,,D. Arthur enters the game for W. Chandler,56,50
243,2,0:49.0,,K. Faried makes free throw 2 of 2,56,51
244,2,0:49.0,,J. Nurkić makes flagrant free throw 1 of 2,56,52
245,2,0:49.0,,J. Nurkić misses flagrant free throw 2 of 2,56,52
246,2,0:49.0,,Defensive rebound by Team,56,52
247,2,0:49.0,P. Patterson enters the game for J. Valančiūnas,,56,52
248,2,0:37.0,,K. Faried misses 2-pt jump shot at rim,56,52
249,2,0:37.0,,Offensive rebound by K. Faried,56,52
250,2,0:37.0,,K. Faried makes 2-pt dunk at rim,56,54
251,2,0:33.0,L. Williams makes 2-pt jump shot from 15 ft,,58,54
252,2,0:15.0,,J. Nurkić misses 2-pt hook shot from 6 ft,58,54
253,2,0:12.0,Defensive rebound by L. Williams,,58,54
254,2,0:07.0,Personal take foul by A. Gee (drawn by L. Williams),,58,54
255,2,0:07.0,Toronto full timeout,,58,54
256,2,0:01.0,Shooting foul by J. Nurkić (drawn by P. Patterson),,58,54
257,2,0:01.0,P. Patterson makes free throw 1 of 2,,59,54
258,2,0:01.0,P. Patterson makes free throw 2 of 2,,60,54
259,2,0:00.0,,K. Faried misses 3-pt jump shot from 47 ft,60,54
260,2,0:00.0,,Offensive rebound by Team,60,54
261,3,11:48.0,T. Ross misses 2-pt jump shot from 4 ft,,60,54
262,3,11:47.0,Offensive rebound by A. Johnson,,60,54
263,3,11:44.0,K. Lowry misses 2-pt jump shot from 11 ft,,60,54
264,3,11:44.0,,Defensive rebound by Team,60,54
265,3,11:31.0,,A. Afflalo makes 2-pt jump shot from 4 ft (assist by T. Lawson),60,56
266,3,11:10.0,Turnover by J. Johnson (traveling),,60,56
267,3,10:58.0,,A. Afflalo misses 2-pt jump shot from 15 ft (block by J. Johnson),60,56
268,3,10:56.0,Defensive rebound by K. Lowry,,60,56
269,3,10:52.0,T. Ross makes 2-pt dunk at rim (assist by K. Lowry),,62,56
270,3,10:45.0,,Shooting foul by J. Johnson (drawn by T. Lawson),62,56
271,3,10:45.0,,T. Lawson misses free throw 1 of 2,62,56
272,3,10:45.0,,Offensive rebound by Team,62,56
273,3,10:45.0,,T. Lawson makes free throw 2 of 2,62,57
274,3,10:20.0,A. Johnson misses 2-pt jump shot from 3 ft,,62,57
275,3,10:17.0,Offensive rebound by J. Valančiūnas,,62,57
276,3,10:17.0,J. Valančiūnas makes 2-pt tip-in from 2 ft,,64,57
277,3,10:09.0,,W. Chandler misses 2-pt jump shot from 9 ft,64,57
278,3,10:07.0,,Offensive rebound by W. Chandler,64,57
279,3,10:07.0,,W. Chandler makes 2-pt tip-in from 2 ft,64,59
280,3,9:54.0,K. Lowry makes 2-pt layup from 2 ft,,66,59
281,3,9:48.0,,T. Lawson makes 2-pt jump shot from 8 ft,66,61
282,3,9:27.0,T. Ross misses 2-pt jump shot from 11 ft,,66,61
283,3,9:25.0,,Defensive rebound by K. Faried,66,61
284,3,9:18.0,,K. Faried misses 2-pt jump shot from 6 ft,66,61
285,3,9:18.0,,Offensive rebound by Team,66,61
286,3,9:18.0,Loose ball foul by K. Lowry (drawn by K. Faried),,66,61
287,3,8:57.0,,K. Faried makes 2-pt hook shot from 3 ft,66,63
288,3,8:43.0,Shooting foul by T. Mozgov (drawn by T. Ross),,66,63
289,3,8:43.0,T. Ross misses free throw 1 of 2,,66,63
290,3,8:43.0,Offensive rebound by Team,,66,63
291,3,8:43.0,T. Ross makes free throw 2 of 2,,67,63
292,3,8:23.0,,A. Afflalo makes 2-pt layup from 1 ft,67,65
293,3,8:12.0,K. Lowry makes 3-pt jump shot from 25 ft,,70,65
294,3,8:06.0,,K. Faried makes 2-pt dunk at rim (assist by T. Lawson),70,67
295,3,7:37.0,K. Lowry misses 3-pt jump shot from 33 ft,,70,67
296,3,7:35.0,,Defensive rebound by W. Chandler,70,67
297,3,7:29.0,,K. Faried makes 2-pt jump shot from 16 ft (assist by T. Lawson),70,69
298,3,7:29.0,Toronto full timeout,,70,69
299,3,7:29.0,L. Williams enters the game for J. Johnson,,70,69
300,3,7:29.0,P. Patterson enters the game for A. Johnson,,70,69
301,3,7:18.0,T. Ross misses 2-pt jump shot from 9 ft,,70,69
302,3,7:17.0,,Defensive rebound by T. Lawson,70,69
303,3,7:11.0,,T. Mozgov misses 2-pt layup from 2 ft,70,69
304,3,7:09.0,Defensive rebound by J. Valančiūnas,,70,69
305,3,6:57.0,T. Ross misses 3-pt jump shot from 25 ft,,70,69
306,3,6:56.0,,Defensive rebound by T. Mozgov,70,69
307,3,6:49.0,,T. Lawson misses 2-pt jump shot from 6 ft,70,69
308,3,6:47.0,Defensive rebound by L. Williams,,70,69
309,3,6:42.0,K. Lowry makes 2-pt jump shot from 3 ft (assist by L. Williams),,72,69
310,3,6:21.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by W. Chandler),72,72
311,3,6:05.0,L. Williams makes 2-pt jump shot from 15 ft (assist by K. Lowry),,74,72
312,3,6:05.0,Shooting foul by A. Afflalo (drawn by L. Williams),,74,72
313,3,6:05.0,L. Williams misses free throw 1 of 1,,74,72
314,3,5:56.0,,Defensive rebound by K. Faried,74,72
315,3,5:47.0,,W. Chandler makes 2-pt jump shot from 14 ft (assist by T. Lawson),74,74
316,3,5:28.0,K. Lowry misses 2-pt jump shot from 12 ft,,74,74
317,3,5:27.0,Offensive rebound by J. Valančiūnas,,74,74
318,3,5:16.0,Shooting foul by T. Mozgov (drawn by J. Valančiūnas),,74,74
319,3,5:16.0,J. Valančiūnas makes free throw 1 of 2,,75,74
320,3,5:16.0,J. Valančiūnas misses free throw 2 of 2,,75,74
321,3,5:15.0,,Defensive rebound by K. Faried,75,74
322,3,5:04.0,,Turnover by T. Mozgov (traveling),75,74
323,3,4:49.0,L. Williams misses 2-pt jump shot from 21 ft,,75,74
324,3,4:48.0,,Defensive rebound by W. Chandler,75,74
325,3,4:42.0,,K. Faried makes 2-pt layup from 1 ft (assist by W. Chandler),75,76
326,3,4:13.0,K. Lowry makes 2-pt layup from 2 ft,,77,76
327,3,4:09.0,,T. Lawson makes 2-pt jump shot from 3 ft,77,78
328,3,4:09.0,,Shooting foul by K. Lowry (drawn by T. Lawson),77,78
329,3,4:09.0,T. Hansbrough enters the game for J. Valančiūnas,,77,78
330,3,4:09.0,,T. Lawson makes free throw 1 of 1,77,79
331,3,3:49.0,K. Lowry misses 2-pt jump shot from 6 ft,,77,79
332,3,3:48.0,,Defensive rebound by K. Faried,77,79
333,3,3:43.0,,Turnover by W. Chandler (bad pass; steal by K. Lowry),77,79
334,3,3:39.0,Turnover by T. Ross (lost ball; steal by T. Lawson),,77,79
335,3,3:39.0,,Personal foul by K. Lowry (drawn by T. Lawson),77,79
336,3,3:39.0,G. Vásquez enters the game for K. Lowry,,77,79
337,3,3:39.0,,D. Arthur enters the game for K. Faried,77,79
338,3,3:39.0,,J. Hickson enters the game for T. Mozgov,77,79
339,3,3:23.0,,W. Chandler misses 3-pt jump shot from 26 ft,77,79
340,3,3:22.0,,Offensive rebound by J. Hickson,77,79
341,3,3:09.0,,A. Afflalo misses 3-pt jump shot from 24 ft,77,79
342,3,3:08.0,Defensive rebound by T. Ross,,77,79
343,3,2:43.0,L. Williams misses 2-pt layup from 2 ft,,77,79
344,3,2:42.0,Offensive rebound by T. Hansbrough,,77,79
345,3,2:42.0,T. Hansbrough misses 2-pt tip-in from 1 ft,,77,79
346,3,2:39.0,Offensive rebound by T. Hansbrough,,77,79
347,3,2:39.0,T. Hansbrough makes 2-pt tip-in from 1 ft,,79,79
348,3,2:28.0,,Offensive foul by W. Chandler (drawn by L. Williams),79,79
349,3,2:28.0,,Turnover by W. Chandler (offensive foul),79,79
350,3,2:28.0,,Denver full timeout,79,79
351,3,2:28.0,,N. Robinson enters the game for A. Afflalo,79,79
352,3,2:13.0,Shooting foul by D. Arthur (drawn by L. Williams),,79,79
353,3,2:13.0,L. Williams makes free throw 1 of 3,,80,79
354,3,2:13.0,L. Williams misses free throw 2 of 3,,80,79
355,3,2:13.0,Offensive rebound by Team,,80,79
356,3,2:13.0,L. Williams misses free throw 3 of 3,,80,79
357,3,2:11.0,,Defensive rebound by D. Arthur,80,79
358,3,1:56.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by N. Robinson),80,81
359,3,1:38.0,T. Hansbrough makes 2-pt layup from 1 ft (assist by G. Vásquez),,82,81
360,3,1:22.0,,D. Arthur misses 2-pt jump shot from 18 ft,82,81
361,3,1:21.0,Defensive rebound by T. Ross,,82,81
362,3,1:06.0,G. Vásquez misses 2-pt jump shot from 4 ft,,82,81
363,3,1:05.0,Offensive rebound by T. Hansbrough,,82,81
364,3,0:58.0,L. Williams makes 3-pt jump shot from 24 ft,,85,81
365,3,0:50.0,,Shooting block foul by T. Ross (drawn by T. Lawson),85,81
366,3,0:50.0,,T. Lawson makes free throw 1 of 2,85,82
367,3,0:50.0,,T. Lawson makes free throw 2 of 2,85,83
368,3,0:41.0,Turnover by G. Vásquez (lost ball; steal by N. Robinson),,85,83
369,3,0:39.0,,N. Robinson makes 2-pt layup from 1 ft,85,85
370,3,0:15.0,L. Williams makes 3-pt jump shot from 25 ft,,88,85
371,3,0:03.0,,N. Robinson makes 2-pt jump shot from 16 ft,88,87
372,3,0:00.0,P. Patterson misses 3-pt jump shot from 54 ft,,88,87
373,3,0:00.0,Offensive rebound by Team,,88,87
374,4,11:51.0,,N. Robinson makes 2-pt jump shot from 15 ft,88,89
375,4,11:35.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,91,89
376,4,11:14.0,,K. Faried misses 2-pt layup from 2 ft,91,89
377,4,11:12.0,,Offensive rebound by K. Faried,91,89
378,4,11:12.0,,K. Faried misses 2-pt layup from 2 ft,91,89
379,4,11:10.0,Defensive rebound by T. Hansbrough,,91,89
380,4,10:50.0,L. Williams makes 2-pt jump shot from 21 ft (assist by K. Lowry),,93,89
381,4,10:26.0,,Shooting foul by P. Patterson (drawn by J. Hickson),93,89
382,4,10:26.0,,J. Hickson misses free throw 1 of 2,93,89
383,4,10:26.0,,Offensive rebound by Team,93,89
384,4,10:26.0,,J. Hickson makes free throw 2 of 2,93,90
385,4,10:14.0,L. Williams misses 3-pt jump shot from 25 ft,,93,90
386,4,10:12.0,,Defensive rebound by W. Chandler,93,90
