,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
134,2,9:24.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by L. Datome),40,25
135,2,9:06.0,J. Redick makes 2-pt jump shot from 21 ft (assist by A. Rivers),,42,25
136,2,8:55.0,,Personal foul by J. Redick (drawn by M. Smart),42,25
137,2,8:55.0,Official timeout,,42,25
138,2,8:39.0,,I. Thomas misses 3-pt jump shot from 24 ft,42,25
139,2,8:38.0,Defensive rebound by J. Redick,,42,25
140,2,8:38.0,,E. Turner enters the game for I. Thomas,42,25
141,2,8:38.0,,P. Pressey enters the game for L. Datome,42,25
142,2,8:25.0,G. Davis misses 2-pt jump shot from 4 ft,,42,25
143,2,8:24.0,,Defensive rebound by M. Smart,42,25
144,2,8:14.0,,J. Jerebko misses 2-pt hook shot from 5 ft,42,25
145,2,8:13.0,,Offensive rebound by J. Jerebko,42,25
146,2,8:12.0,,J. Jerebko makes 2-pt layup at rim,42,27
147,2,7:50.0,J. Redick makes 2-pt jump shot from 11 ft (assist by A. Rivers),,44,27
148,2,7:42.0,,B. Bass misses 2-pt layup from 1 ft (block by G. Davis),44,27
149,2,7:39.0,,Offensive rebound by P. Pressey,44,27
150,2,7:31.0,,P. Pressey misses 3-pt jump shot from 24 ft,44,27
151,2,7:30.0,Defensive rebound by H. Türkoğlu,,44,27
152,2,7:16.0,A. Rivers makes 2-pt jump shot from 5 ft (assist by H. Türkoğlu),,46,27
153,2,7:03.0,,J. Jerebko misses 2-pt jump shot from 22 ft,46,27
154,2,7:02.0,Defensive rebound by A. Rivers,,46,27
155,2,6:48.0,H. Türkoğlu makes 3-pt jump shot from 23 ft (assist by S. Hawes),,49,27
156,2,6:47.0,,Boston full timeout,49,27
157,2,6:47.0,,A. Bradley enters the game for M. Smart,49,27
158,2,6:47.0,,T. Zeller enters the game for J. Jerebko,49,27
159,2,6:33.0,,Shooting foul by J. Redick (drawn by B. Bass),49,27
160,2,6:33.0,,B. Bass makes free throw 1 of 2,49,28
161,2,6:33.0,,B. Bass makes free throw 2 of 2,49,29
162,2,6:18.0,Turnover by S. Hawes (3 sec),,49,29
163,2,6:18.0,C. Paul enters the game for A. Rivers,,49,29
164,2,6:18.0,D. Jordan enters the game for S. Hawes,,49,29
165,2,6:18.0,B. Griffin enters the game for H. Türkoğlu,,49,29
166,2,6:18.0,M. Barnes enters the game for G. Davis,,49,29
167,2,6:06.0,,A. Bradley misses 2-pt jump shot from 19 ft,49,29
168,2,6:05.0,Defensive rebound by M. Barnes,,49,29
169,2,5:52.0,B. Griffin misses 2-pt jump shot from 18 ft,,49,29
170,2,5:51.0,,Defensive rebound by E. Turner,49,29
171,2,5:42.0,,B. Bass makes 2-pt jump shot from 18 ft (assist by E. Turner),49,31
172,2,5:27.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),,52,31
173,2,5:14.0,,T. Zeller misses 2-pt jump shot from 18 ft,52,31
174,2,5:13.0,Defensive rebound by D. Jordan,,52,31
175,2,4:54.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),,55,31
176,2,4:39.0,,E. Turner misses 2-pt jump shot from 15 ft,55,31
177,2,4:38.0,Defensive rebound by B. Griffin,,55,31
178,2,4:23.0,M. Barnes misses 3-pt jump shot from 27 ft,,55,31
179,2,4:22.0,,Defensive rebound by E. Turner,55,31
180,2,4:12.0,,P. Pressey makes 2-pt jump shot from 18 ft (assist by E. Turner),55,33
181,2,4:07.0,Shooting foul by E. Turner (drawn by B. Griffin),,55,33
182,2,4:07.0,B. Griffin makes free throw 1 of 2,,56,33
183,2,4:07.0,,K. Olynyk enters the game for T. Zeller,56,33
184,2,4:07.0,,J. Crowder enters the game for A. Bradley,56,33
185,2,4:07.0,,I. Thomas enters the game for P. Pressey,56,33
186,2,4:07.0,B. Griffin misses free throw 2 of 2,,56,33
187,2,4:05.0,Offensive rebound by B. Griffin,,56,33
188,2,3:53.0,J. Redick misses 2-pt jump shot from 20 ft,,56,33
189,2,3:52.0,,Defensive rebound by E. Turner,56,33
190,2,3:47.0,,B. Bass makes 2-pt dunk at rim (assist by I. Thomas),56,35
191,2,3:47.0,Technical foul by J. Redick,,56,35
192,2,3:47.0,LA Clippers full timeout,,56,35
193,2,3:47.0,A. Rivers enters the game for J. Redick,,56,35
194,2,3:47.0,,I. Thomas misses technical free throw,56,35
195,2,3:47.0,Offensive rebound by Team,,56,35
196,2,3:35.0,B. Griffin misses 2-pt jump shot from 19 ft,,56,35
197,2,3:33.0,Offensive rebound by D. Jordan,,56,35
198,2,3:33.0,D. Jordan misses 2-pt tip-in at rim,,56,35
199,2,3:31.0,Offensive rebound by D. Jordan,,56,35
200,2,3:30.0,D. Jordan makes 2-pt layup at rim,,58,35
201,2,3:20.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by I. Thomas),58,38
202,2,2:57.0,B. Griffin misses 2-pt layup from 1 ft,,58,38
203,2,2:56.0,,Defensive rebound by K. Olynyk,58,38
204,2,2:48.0,,E. Turner misses 3-pt jump shot from 24 ft,58,38
205,2,2:47.0,Defensive rebound by D. Jordan,,58,38
206,2,2:36.0,Personal block foul by I. Thomas (drawn by A. Rivers),,58,38
207,2,2:26.0,Turnover by C. Paul (lost ball; steal by E. Turner),,58,38
208,2,2:18.0,,I. Thomas misses 3-pt jump shot from 26 ft,58,38
209,2,2:17.0,Defensive rebound by D. Jordan,,58,38
210,2,2:13.0,Shooting block foul by E. Turner (drawn by C. Paul),,58,38
211,2,2:13.0,C. Paul makes free throw 1 of 2,,59,38
212,2,2:13.0,C. Paul makes free throw 2 of 2,,60,38
213,2,2:00.0,,K. Olynyk misses 2-pt jump shot from 15 ft,60,38
214,2,1:59.0,Defensive rebound by M. Barnes,,60,38
215,2,1:52.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,62,38
216,2,1:38.0,,Shooting block foul by A. Rivers (drawn by I. Thomas),62,38
217,2,1:38.0,,I. Thomas makes free throw 1 of 2,62,39
218,2,1:38.0,,I. Thomas makes free throw 2 of 2,62,40
219,2,1:24.0,B. Griffin misses 2-pt jump shot from 18 ft,,62,40
220,2,1:23.0,Offensive rebound by Team,,62,40
221,2,1:23.0,Personal foul by K. Olynyk (drawn by D. Jordan),,62,40
222,2,1:15.0,C. Paul misses 2-pt jump shot from 11 ft,,62,40
223,2,1:13.0,Offensive rebound by D. Jordan,,62,40
224,2,1:12.0,D. Jordan makes 2-pt layup from 1 ft,,64,40
225,2,1:06.0,,Shooting block foul by A. Rivers (drawn by I. Thomas),64,40
226,2,1:06.0,,I. Thomas makes free throw 1 of 2,64,41
227,2,1:06.0,,T. Zeller enters the game for K. Olynyk,64,41
228,2,1:06.0,J. Redick enters the game for A. Rivers,,64,41
229,2,1:06.0,,I. Thomas makes free throw 2 of 2,64,42
230,2,0:50.0,C. Paul makes 3-pt jump shot from 25 ft,,67,42
231,2,0:37.0,,Shooting foul by D. Jordan (drawn by B. Bass),67,42
232,2,0:37.0,,B. Bass misses free throw 1 of 2,67,42
233,2,0:37.0,,Offensive rebound by Team,67,42
234,2,0:37.0,,B. Bass makes free throw 2 of 2,67,43
235,2,0:37.0,Personal take foul by T. Zeller (drawn by D. Jordan),,67,43
236,2,0:37.0,D. Jordan misses free throw 1 of 2,,67,43
237,2,0:37.0,Offensive rebound by Team,,67,43
238,2,0:37.0,,J. Jerebko enters the game for T. Zeller,67,43
239,2,0:37.0,D. Jones enters the game for J. Redick,,67,43
240,2,0:37.0,D. Jordan makes free throw 2 of 2,,68,43
241,2,0:30.0,,Shooting foul by D. Jordan (drawn by I. Thomas),68,43
242,2,0:30.0,,I. Thomas makes free throw 1 of 2,68,44
243,2,0:30.0,,T. Zeller enters the game for J. Jerebko,68,44
244,2,0:30.0,J. Redick enters the game for D. Jordan,,68,44
245,2,0:30.0,,I. Thomas makes free throw 2 of 2,68,45
246,2,0:06.0,D. Jones misses 3-pt jump shot from 22 ft,,68,45
247,2,0:05.0,,Defensive rebound by E. Turner,68,45
248,2,0:00.0,,I. Thomas makes 2-pt jump shot from 21 ft (assist by J. Crowder),68,47
249,3,11:49.0,,B. Bass makes 2-pt jump shot from 16 ft (assist by E. Turner),68,49
250,3,11:28.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by J. Redick),,71,49
251,3,11:10.0,,Turnover by B. Bass (lost ball; steal by C. Paul),71,49
252,3,10:59.0,Personal foul by J. Jerebko (drawn by B. Griffin),,71,49
253,3,10:48.0,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),,74,49
254,3,10:21.0,,J. Jerebko misses 2-pt jump shot from 16 ft,74,49
255,3,10:20.0,Defensive rebound by D. Jordan,,74,49
256,3,10:01.0,C. Paul makes 3-pt jump shot from 25 ft,,77,49
257,3,9:46.0,,E. Turner makes 2-pt layup from 1 ft,77,51
258,3,9:39.0,C. Paul makes 3-pt jump shot from 26 ft,,80,51
259,3,9:23.0,,B. Bass misses 3-pt jump shot from 22 ft,80,51
260,3,9:22.0,Defensive rebound by B. Griffin,,80,51
261,3,9:02.0,B. Griffin makes 2-pt hook shot from 10 ft (assist by C. Paul),,82,51
262,3,8:44.0,,Shooting foul by B. Griffin (drawn by J. Crowder),82,51
263,3,8:44.0,,J. Crowder makes free throw 1 of 2,82,52
264,3,8:44.0,,J. Crowder makes free throw 2 of 2,82,53
265,3,8:35.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,84,53
266,3,8:25.0,,B. Bass makes 2-pt dunk at rim (assist by E. Turner),84,55
267,3,8:15.0,C. Paul misses 2-pt layup from 1 ft,,84,55
268,3,8:14.0,Offensive rebound by C. Paul,,84,55
269,3,8:01.0,Shooting foul by J. Crowder (drawn by B. Griffin),,84,55
270,3,8:01.0,B. Griffin makes free throw 1 of 2,,85,55
271,3,8:01.0,,T. Zeller enters the game for J. Jerebko,85,55
272,3,8:01.0,B. Griffin makes free throw 2 of 2,,86,55
273,3,7:48.0,,T. Zeller makes 2-pt hook shot from 5 ft,86,57
274,3,7:26.0,B. Griffin makes 2-pt hook shot from 7 ft,,88,57
275,3,7:10.0,,Turnover by J. Crowder (bad pass; steal by B. Griffin),88,57
276,3,7:01.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,90,57
277,3,7:01.0,,Boston full timeout,90,57
278,3,7:01.0,,I. Thomas enters the game for J. Crowder,90,57
279,3,6:52.0,Offensive charge foul by E. Turner (drawn by B. Griffin),,90,57
280,3,6:52.0,,Turnover by E. Turner (offensive foul),90,57
281,3,6:52.0,A. Rivers enters the game for J. Redick,,90,57
282,3,6:35.0,Turnover by C. Paul (lost ball; steal by I. Thomas),,90,57
283,3,6:29.0,,A. Bradley misses 3-pt jump shot from 46 ft,90,57
284,3,6:27.0,,Offensive rebound by A. Bradley,90,57
285,3,6:21.0,,E. Turner misses 3-pt jump shot from 25 ft,90,57
286,3,6:20.0,Defensive rebound by C. Paul,,90,57
287,3,6:16.0,Personal foul by A. Bradley (drawn by C. Paul),,90,57
288,3,6:06.0,M. Barnes misses 3-pt jump shot from 25 ft,,90,57
289,3,6:05.0,Offensive rebound by Team,,90,57
290,3,6:05.0,,Loose ball foul by T. Zeller (drawn by D. Jordan),90,57
291,3,5:55.0,B. Griffin makes 2-pt hook shot from 6 ft,,92,57
292,3,5:45.0,,T. Zeller makes 2-pt hook shot from 3 ft (assist by I. Thomas),92,59
293,3,5:29.0,B. Griffin misses 2-pt jump shot from 19 ft,,92,59
294,3,5:29.0,,Defensive rebound by Team,92,59
295,3,5:29.0,Loose ball foul by D. Jordan (drawn by T. Zeller),,92,59
296,3,5:16.0,,T. Zeller makes 2-pt jump shot from 19 ft (assist by B. Bass),92,61
297,3,4:54.0,M. Barnes makes 2-pt jump shot from 21 ft,,94,61
298,3,4:44.0,,Turnover by E. Turner (lost ball; steal by A. Rivers),94,61
299,3,4:42.0,Shooting foul by B. Bass (drawn by A. Rivers),,94,61
300,3,4:42.0,A. Rivers makes free throw 1 of 2,,95,61
301,3,4:42.0,A. Rivers makes free throw 2 of 2,,96,61
302,3,4:28.0,,Personal foul by M. Barnes (drawn by E. Turner),96,61
303,3,4:28.0,J. Redick enters the game for A. Rivers,,96,61
304,3,4:22.0,,E. Turner misses 2-pt jump shot from 6 ft,96,61
305,3,4:21.0,,Offensive rebound by B. Bass,96,61
306,3,4:20.0,,Shooting foul by D. Jordan (drawn by B. Bass),96,61
307,3,4:20.0,,B. Bass makes free throw 1 of 2,96,62
308,3,4:20.0,,B. Bass makes free throw 2 of 2,96,63
309,3,4:05.0,M. Barnes misses 2-pt jump shot from 3 ft,,96,63
310,3,4:04.0,,Defensive rebound by T. Zeller,96,63
311,3,3:59.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by E. Turner),96,66
312,3,3:58.0,LA Clippers full timeout,,96,66
313,3,3:58.0,S. Hawes enters the game for D. Jordan,,96,66
314,3,3:46.0,B. Griffin makes 2-pt hook shot from 4 ft (assist by S. Hawes),,98,66
315,3,3:27.0,,A. Bradley misses 2-pt jump shot from 19 ft,98,66
316,3,3:26.0,Defensive rebound by B. Griffin,,98,66
317,3,3:17.0,M. Barnes misses 3-pt jump shot from 25 ft,,98,66
318,3,3:16.0,,Defensive rebound by A. Bradley,98,66
319,3,3:11.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),98,68
320,3,2:44.0,M. Barnes misses 3-pt jump shot from 23 ft,,98,68
321,3,2:43.0,,Defensive rebound by T. Zeller,98,68
322,3,2:37.0,,Personal foul by B. Griffin (drawn by T. Zeller),98,68
323,3,2:37.0,,T. Zeller makes free throw 1 of 2,98,69
324,3,2:37.0,A. Rivers enters the game for J. Redick,,98,69
325,3,2:37.0,,M. Smart enters the game for A. Bradley,98,69
326,3,2:37.0,,K. Olynyk enters the game for B. Bass,98,69
327,3,2:37.0,,T. Zeller makes free throw 2 of 2,98,70
328,3,2:23.0,S. Hawes misses 3-pt jump shot from 25 ft,,98,70
329,3,2:22.0,,Defensive rebound by E. Turner,98,70
330,3,2:17.0,,T. Zeller makes 2-pt dunk at rim (assist by E. Turner),98,72
331,3,1:53.0,C. Paul misses 3-pt jump shot from 24 ft,,98,72
332,3,1:52.0,Offensive rebound by Team,,98,72
333,3,1:52.0,,Loose ball foul by T. Zeller (drawn by S. Hawes),98,72
334,3,1:52.0,S. Hawes makes free throw 1 of 2,,99,72
335,3,1:52.0,S. Hawes makes free throw 2 of 2,,100,72
336,3,1:45.0,,I. Thomas misses 2-pt jump shot from 4 ft,100,72
337,3,1:43.0,,Offensive rebound by K. Olynyk,100,72
338,3,1:42.0,,K. Olynyk makes 2-pt jump shot from 4 ft,100,74
339,3,1:40.0,Technical foul by S. Hawes,,100,74
340,3,1:40.0,,I. Thomas makes technical free throw,100,75
341,3,1:17.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by A. Rivers),,103,75
342,3,1:02.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by E. Turner),103,77
343,3,0:42.0,M. Barnes makes 2-pt layup at rim (assist by B. Griffin),,105,77
344,3,0:37.0,,I. Thomas misses 3-pt jump shot from 27 ft,105,77
345,3,0:35.0,Defensive rebound by A. Rivers,,105,77
346,3,0:11.0,M. Barnes misses 3-pt jump shot from 24 ft,,105,77
347,3,0:09.0,,Defensive rebound by T. Zeller,105,77
348,3,0:05.0,D. Jones enters the game for M. Barnes,,105,77
349,3,0:00.0,,K. Olynyk makes 2-pt layup from 2 ft,105,79
350,4,11:41.0,Turnover by H. Türkoğlu (lost ball; steal by K. Olynyk),,105,79
351,4,11:36.0,,I. Thomas misses 2-pt layup from 1 ft,105,79
352,4,11:35.0,,Offensive rebound by K. Olynyk,105,79
353,4,11:28.0,,I. Thomas misses 3-pt jump shot from 22 ft,105,79
354,4,11:27.0,,Offensive rebound by Team,105,79
355,4,11:25.0,,Offensive foul by M. Smart (drawn by J. Redick),105,79
356,4,11:25.0,,Turnover by M. Smart (offensive foul),105,79
357,4,11:15.0,Turnover by J. Redick (lost ball),,105,79
358,4,11:02.0,,K. Olynyk makes 3-pt jump shot from 22 ft (assist by I. Thomas),105,82
359,4,10:45.0,H. Türkoğlu misses 3-pt jump shot from 24 ft,,105,82
360,4,10:44.0,,Defensive rebound by M. Smart,105,82
361,4,10:37.0,,Turnover by K. Olynyk (traveling),105,82
362,4,10:21.0,G. Davis misses 2-pt jump shot from 14 ft,,105,82
363,4,10:20.0,Offensive rebound by Team,,105,82
364,4,10:20.0,,Loose ball foul by L. Datome (drawn by S. Hawes),105,82
365,4,10:14.0,Offensive foul by J. Redick (drawn by M. Smart),,105,82
366,4,10:14.0,Turnover by J. Redick (offensive foul),,105,82
367,4,10:02.0,,K. Olynyk misses 3-pt jump shot from 24 ft,105,82
368,4,10:01.0,,Offensive rebound by M. Smart,105,82
369,4,10:00.0,,L. Datome misses 2-pt layup from 2 ft,105,82
370,4,9:59.0,Defensive rebound by H. Türkoğlu,,105,82
371,4,9:59.0,Personal foul by M. Smart (drawn by H. Türkoğlu),,105,82
372,4,9:47.0,Shooting foul by I. Thomas (drawn by A. Rivers),,105,82
373,4,9:47.0,A. Rivers makes free throw 1 of 2,,106,82
374,4,9:47.0,,P. Pressey enters the game for I. Thomas,106,82
375,4,9:47.0,A. Rivers misses free throw 2 of 2,,106,82
376,4,9:46.0,,Defensive rebound by K. Olynyk,106,82
377,4,9:32.0,,M. Smart misses 3-pt jump shot from 24 ft,106,82
378,4,9:31.0,Defensive rebound by A. Rivers,,106,82
379,4,9:19.0,J. Redick makes 3-pt jump shot from 23 ft (assist by S. Hawes),,109,82
380,4,9:03.0,,L. Datome makes 2-pt jump shot from 22 ft,109,84
381,4,8:54.0,LA Clippers full timeout,,109,84
382,4,8:54.0,C. Wilcox enters the game for J. Redick,,109,84
383,4,8:40.0,G. Davis misses 2-pt layup from 1 ft,,109,84
