,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,HOUSTON_ACTION,PHILADELPHIA_SCORE,HOUSTON_SCORE
30,1,7:54.0,H. Thompson makes 2-pt jump shot from 9 ft (assist by T. Wroten),,11,9
31,1,7:42.0,,J. Harden makes 2-pt jump shot from 7 ft,11,11
32,1,7:36.0,H. Sims makes 2-pt layup from 2 ft (assist by T. Wroten),,13,11
33,1,7:28.0,,Houston full timeout,13,11
34,1,7:21.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,13,11
35,1,7:21.0,,Offensive rebound by Team,13,11
36,1,7:21.0,Loose ball foul by L. Mbah a Moute (drawn by D. Howard),,13,11
37,1,7:17.0,,Offensive foul by D. Motiejūnas (drawn by B. Davies),13,11
38,1,7:17.0,,Turnover by D. Motiejūnas (offensive foul),13,11
39,1,7:01.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. Wroten),,16,11
40,1,6:47.0,,T. Ariza makes 2-pt layup from 3 ft (assist by I. Canaan),16,13
41,1,6:34.0,H. Thompson misses 3-pt jump shot from 26 ft,,16,13
42,1,6:33.0,Offensive rebound by B. Davies,,16,13
43,1,6:20.0,B. Davies misses 2-pt layup from 1 ft (block by D. Motiejūnas),,16,13
44,1,6:18.0,Offensive rebound by B. Davies,,16,13
45,1,6:17.0,B. Davies makes 2-pt layup from 1 ft,,18,13
46,1,6:04.0,,Turnover by T. Ariza (bad pass; steal by B. Davies),18,13
47,1,5:59.0,B. Davies misses 2-pt layup from 2 ft,,18,13
48,1,5:58.0,Offensive rebound by T. Wroten,,18,13
49,1,5:57.0,T. Wroten makes 2-pt layup from 3 ft,,20,13
50,1,5:51.0,,J. Harden makes 2-pt layup from 2 ft (assist by T. Ariza),20,15
51,1,5:30.0,H. Thompson makes 2-pt layup from 2 ft (assist by H. Sims),,22,15
52,1,5:11.0,,Shooting foul by H. Sims (drawn by D. Howard),22,15
53,1,5:11.0,,D. Howard misses free throw 1 of 2,22,15
54,1,5:11.0,,Offensive rebound by Team,22,15
55,1,5:11.0,N. Noel enters the game for T. Wroten,,22,15
56,1,5:11.0,M. Carter-Williams enters the game for H. Sims,,22,15
57,1,5:11.0,,K. Papanikolaou enters the game for D. Motiejūnas,22,15
58,1,5:11.0,,J. Terry enters the game for I. Canaan,22,15
59,1,5:11.0,K. McDaniels enters the game for H. Thompson,,22,15
60,1,5:11.0,,D. Howard misses free throw 2 of 2,22,15
61,1,5:11.0,Defensive rebound by K. McDaniels,,22,15
62,1,4:59.0,Turnover by M. Carter-Williams (traveling),,22,15
63,1,4:46.0,,D. Howard misses 2-pt jump shot from 4 ft,22,15
64,1,4:44.0,Defensive rebound by L. Mbah a Moute,,22,15
65,1,4:22.0,N. Noel misses 2-pt hook shot from 9 ft,,22,15
66,1,4:20.0,,Defensive rebound by K. Papanikolaou,22,15
67,1,4:07.0,,J. Harden misses 3-pt jump shot from 26 ft,22,15
68,1,4:06.0,Defensive rebound by L. Mbah a Moute,,22,15
69,1,4:00.0,Philadelphia full timeout,,22,15
70,1,4:00.0,,T. Black enters the game for D. Howard,22,15
71,1,4:00.0,C. Johnson enters the game for L. Mbah a Moute,,22,15
72,1,4:00.0,D. Gordon enters the game for B. Davies,,22,15
73,1,3:51.0,C. Johnson misses 3-pt jump shot from 24 ft,,22,15
74,1,3:50.0,,Defensive rebound by T. Black,22,15
75,1,3:40.0,,T. Ariza misses 3-pt jump shot from 23 ft,22,15
76,1,3:39.0,Defensive rebound by D. Gordon,,22,15
77,1,3:26.0,C. Johnson makes 2-pt layup from 1 ft (assist by D. Gordon),,24,15
78,1,2:58.0,,J. Harden misses 2-pt jump shot from 10 ft,24,15
79,1,2:58.0,Defensive rebound by Team,,24,15
80,1,2:58.0,Personal foul by T. Ariza (drawn by K. McDaniels),,24,15
81,1,2:58.0,,F. García enters the game for J. Harden,24,15
82,1,2:52.0,Personal foul by T. Black (drawn by N. Noel),,24,15
83,1,2:42.0,Shooting foul by T. Black (drawn by N. Noel),,24,15
84,1,2:42.0,N. Noel makes free throw 1 of 2,,25,15
85,1,2:42.0,N. Noel makes free throw 2 of 2,,26,15
86,1,2:27.0,,T. Black misses 2-pt layup from 1 ft,26,15
87,1,2:26.0,Defensive rebound by N. Noel,,26,15
88,1,2:17.0,Turnover by D. Gordon (lost ball; steal by F. García),,26,15
89,1,2:13.0,,Turnover by F. García (lost ball),26,15
90,1,1:54.0,Turnover by N. Noel (lost ball; steal by F. García),,26,15
91,1,1:47.0,,F. García misses 3-pt jump shot from 23 ft,26,15
92,1,1:46.0,Defensive rebound by K. McDaniels,,26,15
93,1,1:42.0,K. McDaniels makes 2-pt layup from 1 ft,,28,15
94,1,1:30.0,,Turnover by K. Papanikolaou (lost ball; steal by D. Gordon),28,15
95,1,1:25.0,Turnover by K. McDaniels (bad pass; steal by J. Terry),,28,15
96,1,1:20.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by T. Black),28,18
97,1,1:03.0,Turnover by M. Carter-Williams (bad pass; steal by K. Papanikolaou),,28,18
98,1,0:57.0,,J. Terry misses 3-pt jump shot from 23 ft,28,18
99,1,0:56.0,Defensive rebound by C. Johnson,,28,18
100,1,0:51.0,Personal foul by K. Papanikolaou (drawn by M. Carter-Williams),,28,18
101,1,0:41.0,Turnover by N. Noel (bad pass),,28,18
102,1,0:33.0,,F. García misses 3-pt jump shot from 26 ft,28,18
103,1,0:31.0,,Offensive rebound by T. Black,28,18
104,1,0:30.0,,Personal foul by N. Noel (drawn by T. Black),28,18
105,1,0:30.0,,T. Black misses free throw 1 of 2,28,18
106,1,0:30.0,,Offensive rebound by Team,28,18
107,1,0:30.0,H. Thompson enters the game for D. Gordon,,28,18
108,1,0:30.0,,T. Black makes free throw 2 of 2,28,19
109,1,0:06.0,Turnover by Team (shot clock),,28,19
110,1,0:06.0,,J. Harden enters the game for T. Black,28,19
111,1,0:00.0,,K. Papanikolaou misses 3-pt jump shot from 24 ft,28,19
112,1,0:00.0,,Offensive rebound by Team,28,19
113,2,11:34.0,K. McDaniels misses 2-pt jump shot from 11 ft,,28,19
114,2,11:33.0,,Defensive rebound by D. Howard,28,19
115,2,11:26.0,,K. Papanikolaou misses 3-pt jump shot from 22 ft,28,19
116,2,11:25.0,Defensive rebound by C. Johnson,,28,19
117,2,11:06.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,28,19
118,2,11:03.0,Offensive rebound by D. Gordon,,28,19
119,2,11:03.0,D. Gordon makes 2-pt layup from 1 ft,,30,19
120,2,10:52.0,,Turnover by J. Terry (bad pass; steal by K. McDaniels),30,19
121,2,10:50.0,Turnover by D. Gordon (bad pass; steal by J. Terry),,30,19
122,2,10:39.0,,D. Howard misses 2-pt hook shot from 1 ft,30,19
123,2,10:37.0,Defensive rebound by N. Noel,,30,19
124,2,10:17.0,N. Noel misses 2-pt jump shot from 6 ft,,30,19
125,2,10:15.0,Offensive rebound by M. Carter-Williams,,30,19
126,2,10:11.0,C. Johnson misses 3-pt jump shot from 23 ft,,30,19
127,2,10:10.0,Offensive rebound by K. McDaniels,,30,19
128,2,10:10.0,K. McDaniels makes 2-pt dunk at rim,,32,19
129,2,9:57.0,,Personal foul by N. Noel (drawn by J. Harden),32,19
130,2,9:57.0,,D. Motiejūnas enters the game for K. Papanikolaou,32,19
131,2,9:57.0,,I. Canaan enters the game for J. Terry,32,19
132,2,9:57.0,H. Thompson enters the game for N. Noel,,32,19
133,2,9:57.0,T. Wroten enters the game for M. Carter-Williams,,32,19
134,2,9:57.0,H. Sims enters the game for D. Gordon,,32,19
135,2,9:57.0,B. Davies enters the game for C. Johnson,,32,19
136,2,9:45.0,,D. Motiejūnas makes 2-pt dunk at rim (assist by J. Harden),32,21
137,2,9:30.0,K. McDaniels misses 2-pt jump shot from 6 ft (block by D. Howard),,32,21
138,2,9:28.0,,Defensive rebound by D. Motiejūnas,32,21
139,2,9:23.0,,J. Harden makes 2-pt layup at rim,32,23
140,2,9:17.0,Philadelphia full timeout,,32,23
141,2,9:17.0,L. Mbah a Moute enters the game for K. McDaniels,,32,23
142,2,9:07.0,Personal foul by F. García (drawn by H. Thompson),,32,23
143,2,8:58.0,Turnover by T. Wroten (bad pass),,32,23
144,2,8:46.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Harden),32,26
145,2,8:34.0,B. Davies misses 3-pt jump shot from 25 ft,,32,26
146,2,8:31.0,,Defensive rebound by J. Harden,32,26
147,2,8:16.0,,Turnover by J. Harden (bad pass),32,26
148,2,7:58.0,Shooting foul by J. Harden (drawn by L. Mbah a Moute),,32,26
149,2,7:58.0,L. Mbah a Moute makes free throw 1 of 2,,33,26
150,2,7:58.0,,T. Ariza enters the game for F. García,33,26
151,2,7:58.0,L. Mbah a Moute makes free throw 2 of 2,,34,26
152,2,7:43.0,,I. Canaan makes 3-pt jump shot from 24 ft (assist by J. Harden),34,29
153,2,7:26.0,B. Davies misses 2-pt jump shot from 3 ft (block by D. Howard),,34,29
154,2,7:24.0,Offensive rebound by B. Davies,,34,29
155,2,7:22.0,B. Davies misses 2-pt layup from 3 ft,,34,29
156,2,7:21.0,Offensive rebound by H. Thompson,,34,29
157,2,7:15.0,T. Wroten misses 3-pt jump shot from 25 ft,,34,29
158,2,7:14.0,,Defensive rebound by D. Motiejūnas,34,29
159,2,7:09.0,,Turnover by J. Harden (lost ball; steal by L. Mbah a Moute),34,29
160,2,7:03.0,T. Wroten misses 2-pt layup from 4 ft (block by D. Motiejūnas),,34,29
161,2,7:01.0,,Defensive rebound by D. Motiejūnas,34,29
162,2,6:47.0,,J. Harden makes 2-pt jump shot from 8 ft,34,31
163,2,6:42.0,Shooting foul by D. Howard (drawn by H. Sims),,34,31
164,2,6:42.0,H. Sims makes free throw 1 of 2,,35,31
165,2,6:42.0,H. Sims makes free throw 2 of 2,,36,31
166,2,6:23.0,,J. Harden misses 3-pt jump shot from 25 ft,36,31
167,2,6:21.0,Defensive rebound by H. Sims,,36,31
168,2,6:14.0,Turnover by H. Sims (bad pass; steal by D. Motiejūnas),,36,31
169,2,6:13.0,,Personal foul by B. Davies (drawn by D. Motiejūnas),36,31
170,2,6:03.0,,Personal foul by H. Thompson (drawn by T. Ariza),36,31
171,2,5:55.0,,J. Harden misses 3-pt jump shot from 24 ft,36,31
172,2,5:54.0,,Offensive rebound by I. Canaan,36,31
173,2,5:48.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by T. Ariza),36,34
174,2,5:42.0,Personal foul by D. Motiejūnas (drawn by B. Davies),,36,34
175,2,5:42.0,Philadelphia full timeout,,36,34
176,2,5:42.0,M. Carter-Williams enters the game for H. Thompson,,36,34
177,2,5:31.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,36,34
178,2,5:30.0,,Defensive rebound by T. Ariza,36,34
179,2,5:07.0,,Turnover by J. Harden (bad pass; steal by L. Mbah a Moute),36,34
180,2,5:02.0,Turnover by L. Mbah a Moute (lost ball; steal by J. Harden),,36,34
181,2,4:57.0,,I. Canaan misses 2-pt layup from 1 ft (block by B. Davies),36,34
182,2,4:55.0,,Offensive rebound by D. Howard,36,34
183,2,4:55.0,,D. Howard makes 2-pt dunk at rim,36,36
184,2,4:48.0,T. Wroten makes 2-pt layup from 1 ft,,38,36
185,2,4:37.0,,Personal foul by B. Davies (drawn by D. Motiejūnas),38,36
186,2,4:37.0,N. Noel enters the game for B. Davies,,38,36
187,2,4:37.0,,T. Black enters the game for D. Howard,38,36
188,2,4:21.0,,T. Ariza misses 3-pt jump shot from 24 ft,38,36
189,2,4:20.0,Defensive rebound by N. Noel,,38,36
190,2,4:17.0,Turnover by N. Noel (bad pass; steal by T. Ariza),,38,36
191,2,4:15.0,,Personal block foul by M. Carter-Williams (drawn by T. Ariza),38,36
192,2,4:15.0,,T. Ariza makes free throw 1 of 2,38,37
193,2,4:15.0,,T. Ariza makes free throw 2 of 2,38,38
194,2,3:57.0,T. Wroten makes 2-pt layup at rim,,40,38
195,2,3:52.0,,Turnover by T. Ariza (lost ball; steal by M. Carter-Williams),40,38
196,2,3:38.0,Turnover by M. Carter-Williams (bad pass),,40,38
197,2,3:32.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Harden),40,40
198,2,3:09.0,N. Noel makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,42,40
199,2,3:09.0,Shooting foul by T. Black (drawn by N. Noel),,42,40
200,2,3:09.0,,K. Papanikolaou enters the game for D. Motiejūnas,42,40
201,2,3:09.0,,D. Howard enters the game for T. Black,42,40
202,2,3:09.0,N. Noel misses free throw 1 of 1,,42,40
203,2,3:08.0,Offensive rebound by L. Mbah a Moute,,42,40
204,2,2:56.0,Offensive foul by T. Wroten (drawn by I. Canaan),,42,40
205,2,2:56.0,Turnover by T. Wroten (offensive foul),,42,40
206,2,2:56.0,,Houston full timeout,42,40
207,2,2:56.0,D. Gordon enters the game for H. Sims,,42,40
208,2,2:44.0,,J. Harden makes 2-pt layup from 1 ft,42,42
209,2,2:37.0,T. Wroten makes 2-pt dunk at rim (assist by M. Carter-Williams),,44,42
210,2,2:15.0,,D. Howard makes 2-pt dunk at rim (assist by K. Papanikolaou),44,44
211,2,1:57.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by D. Howard),,44,44
212,2,1:56.0,,Defensive rebound by D. Howard,44,44
213,2,1:50.0,,T. Ariza misses 3-pt jump shot from 23 ft,44,44
214,2,1:49.0,,Offensive rebound by K. Papanikolaou,44,44
215,2,1:46.0,,I. Canaan misses 3-pt jump shot from 24 ft,44,44
216,2,1:44.0,Defensive rebound by Team,,44,44
217,2,1:44.0,,J. Terry enters the game for I. Canaan,44,44
218,2,1:25.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,44,44
219,2,1:25.0,,Defensive rebound by J. Harden,44,44
220,2,1:16.0,,K. Papanikolaou misses 3-pt jump shot from 23 ft,44,44
221,2,1:16.0,,Offensive rebound by T. Ariza,44,44
222,2,1:10.0,,J. Harden misses 3-pt jump shot from 24 ft,44,44
223,2,1:09.0,Defensive rebound by M. Carter-Williams,,44,44
224,2,0:57.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,44,44
225,2,0:57.0,,Defensive rebound by K. Papanikolaou,44,44
226,2,0:53.0,,Personal foul by T. Wroten (drawn by J. Harden),44,44
227,2,0:53.0,,J. Harden makes free throw 1 of 2,44,45
228,2,0:53.0,K. McDaniels enters the game for T. Wroten,,44,45
229,2,0:53.0,H. Thompson enters the game for D. Gordon,,44,45
230,2,0:53.0,,J. Harden makes free throw 2 of 2,44,46
231,2,0:42.0,H. Thompson makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),,47,46
232,2,0:28.0,,Turnover by D. Howard (3 sec),47,46
233,2,0:28.0,Philadelphia full timeout,,47,46
234,2,0:10.0,M. Carter-Williams misses 2-pt jump shot from 7 ft (block by J. Terry),,47,46
235,2,0:09.0,,Defensive rebound by J. Terry,47,46
236,2,0:03.0,,Shooting foul by H. Thompson (drawn by J. Harden),47,46
237,2,0:03.0,,J. Harden misses free throw 1 of 2,47,46
238,2,0:03.0,,Offensive rebound by Team,47,46
239,2,0:03.0,,J. Harden makes free throw 2 of 2,47,47
240,3,11:38.0,Shooting foul by I. Canaan (drawn by T. Wroten),,47,47
241,3,11:38.0,T. Wroten misses free throw 1 of 2,,47,47
242,3,11:38.0,Offensive rebound by Team,,47,47
243,3,11:38.0,T. Wroten makes free throw 2 of 2,,48,47
244,3,11:30.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),48,49
245,3,11:08.0,T. Wroten makes 2-pt layup from 3 ft,,50,49
246,3,10:56.0,,T. Ariza misses 3-pt jump shot from 25 ft,50,49
247,3,10:55.0,Defensive rebound by T. Wroten,,50,49
248,3,10:48.0,H. Sims makes 2-pt layup from 1 ft (assist by T. Wroten),,52,49
249,3,10:27.0,,D. Howard misses 2-pt hook shot from 6 ft,52,49
250,3,10:25.0,Defensive rebound by L. Mbah a Moute,,52,49
251,3,10:18.0,Personal foul by D. Motiejūnas (drawn by H. Sims),,52,49
252,3,10:10.0,Turnover by T. Wroten (bad pass; steal by T. Ariza),,52,49
253,3,10:06.0,,J. Harden misses 2-pt layup from 1 ft,52,49
254,3,10:04.0,Defensive rebound by L. Mbah a Moute,,52,49
255,3,9:46.0,Personal foul by I. Canaan (drawn by T. Wroten),,52,49
256,3,9:31.0,Turnover by Team (shot clock),,52,49
257,3,9:19.0,,I. Canaan misses 3-pt jump shot from 24 ft,52,49
258,3,9:18.0,Defensive rebound by B. Davies,,52,49
259,3,9:06.0,H. Sims misses 2-pt jump shot from 14 ft,,52,49
260,3,9:04.0,,Defensive rebound by J. Harden,52,49
261,3,8:56.0,,Turnover by T. Ariza (bad pass),52,49
262,3,8:31.0,H. Sims misses 2-pt jump shot from 10 ft (block by D. Howard),,52,49
263,3,8:31.0,Offensive rebound by Team,,52,49
264,3,8:31.0,Turnover by Team (shot clock),,52,49
265,3,8:18.0,,J. Harden makes 2-pt layup from 2 ft,52,51
266,3,7:57.0,B. Davies misses 3-pt jump shot from 25 ft,,52,51
267,3,7:56.0,,Defensive rebound by D. Howard,52,51
268,3,7:43.0,,Shooting foul by L. Mbah a Moute (drawn by J. Harden),52,51
269,3,7:43.0,,J. Harden makes free throw 1 of 2,52,52
270,3,7:43.0,N. Noel enters the game for B. Davies,,52,52
271,3,7:43.0,,J. Harden makes free throw 2 of 2,52,53
272,3,7:25.0,L. Mbah a Moute misses 2-pt jump shot from 21 ft,,52,53
273,3,7:24.0,,Defensive rebound by T. Ariza,52,53
274,3,7:09.0,,D. Howard makes 2-pt hook shot from 7 ft,52,55
275,3,7:08.0,Philadelphia full timeout,,52,55
276,3,7:08.0,M. Carter-Williams enters the game for L. Mbah a Moute,,52,55
277,3,6:56.0,T. Wroten misses 2-pt jump shot from 5 ft (block by D. Howard),,52,55
278,3,6:54.0,,Defensive rebound by J. Harden,52,55
279,3,6:48.0,,I. Canaan misses 2-pt layup from 1 ft (block by H. Sims),52,55
280,3,6:47.0,Defensive rebound by H. Thompson,,52,55
281,3,6:38.0,,Violation by D. Howard (def goaltending),52,55
282,3,6:38.0,H. Sims makes 2-pt hook shot from 5 ft,,54,55
283,3,6:24.0,,T. Ariza misses 2-pt jump shot from 13 ft,54,55
284,3,6:22.0,Defensive rebound by H. Sims,,54,55
285,3,6:08.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,54,55
286,3,6:07.0,,Defensive rebound by D. Motiejūnas,54,55
287,3,5:59.0,D. Gordon enters the game for H. Sims,,54,55
288,3,5:59.0,,J. Terry enters the game for I. Canaan,54,55
289,3,5:52.0,,Shooting foul by N. Noel (drawn by D. Howard),54,55
290,3,5:52.0,,D. Howard misses free throw 1 of 2,54,55
291,3,5:52.0,,Offensive rebound by Team,54,55
292,3,5:52.0,,D. Howard misses free throw 2 of 2,54,55
293,3,5:51.0,Defensive rebound by M. Carter-Williams,,54,55
294,3,5:40.0,N. Noel misses 2-pt jump shot from 18 ft,,54,55
295,3,5:39.0,,Defensive rebound by J. Harden,54,55
296,3,5:25.0,,J. Harden misses 2-pt jump shot from 12 ft,54,55
297,3,5:22.0,Defensive rebound by Team,,54,55
298,3,5:22.0,,K. Papanikolaou enters the game for D. Motiejūnas,54,55
299,3,5:08.0,Turnover by N. Noel (bad pass; steal by K. Papanikolaou),,54,55
300,3,5:02.0,,J. Terry misses 3-pt jump shot from 25 ft,54,55
301,3,4:58.0,,Offensive rebound by K. Papanikolaou,54,55
302,3,4:56.0,,Turnover by D. Howard (lost ball; steal by H. Thompson),54,55
303,3,4:52.0,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),,56,55
304,3,4:32.0,,Shooting foul by M. Carter-Williams (drawn by J. Harden),56,55
305,3,4:32.0,,J. Harden makes free throw 1 of 2,56,56
306,3,4:32.0,K. McDaniels enters the game for T. Wroten,,56,56
307,3,4:32.0,,T. Black enters the game for D. Howard,56,56
308,3,4:32.0,,F. García enters the game for T. Ariza,56,56
309,3,4:32.0,,J. Harden makes free throw 2 of 2,56,57
310,3,4:24.0,Personal foul by K. Papanikolaou (drawn by M. Carter-Williams),,56,57
311,3,4:08.0,H. Thompson misses 2-pt jump shot from 12 ft,,56,57
312,3,4:07.0,,Defensive rebound by J. Harden,56,57
313,3,4:02.0,,Shooting foul by K. McDaniels (drawn by J. Harden),56,57
314,3,4:02.0,,J. Harden makes free throw 1 of 2,56,58
315,3,4:02.0,C. Johnson enters the game for H. Thompson,,56,58
316,3,4:02.0,,J. Harden makes free throw 2 of 2,56,59
317,3,3:55.0,M. Carter-Williams makes 2-pt layup from 2 ft,,58,59
318,3,3:55.0,Shooting foul by T. Black (drawn by M. Carter-Williams),,58,59
319,3,3:55.0,M. Carter-Williams makes free throw 1 of 1,,59,59
320,3,3:42.0,,J. Harden misses 2-pt jump shot from 10 ft,59,59
321,3,3:40.0,Defensive rebound by Team,,59,59
322,3,3:20.0,N. Noel misses 2-pt layup at rim,,59,59
323,3,3:20.0,Offensive rebound by N. Noel,,59,59
324,3,3:19.0,N. Noel makes 2-pt layup at rim,,61,59
325,3,2:56.0,,F. García misses 3-pt jump shot from 24 ft,61,59
326,3,2:55.0,Defensive rebound by Team,,61,59
327,3,2:55.0,,Houston full timeout,61,59
328,3,2:55.0,,D. Howard enters the game for J. Harden,61,59
329,3,2:55.0,,T. Ariza enters the game for T. Black,61,59
330,3,2:55.0,B. Davies enters the game for D. Gordon,,61,59
331,3,2:31.0,B. Davies makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,63,59
332,3,2:11.0,,K. Papanikolaou misses 3-pt jump shot from 23 ft,63,59
333,3,2:10.0,Defensive rebound by C. Johnson,,63,59
334,3,2:02.0,B. Davies misses 3-pt jump shot from 24 ft,,63,59
335,3,2:00.0,,Defensive rebound by T. Ariza,63,59
336,3,1:51.0,,D. Howard makes 2-pt dunk at rim (assist by K. Papanikolaou),63,61
337,3,1:38.0,,Violation by D. Howard (def goaltending),63,61
338,3,1:38.0,M. Carter-Williams makes 2-pt layup from 3 ft,,65,61
339,3,1:28.0,,F. García misses 3-pt jump shot from 25 ft,65,61
340,3,1:27.0,Defensive rebound by K. McDaniels,,65,61
341,3,1:19.0,M. Carter-Williams makes 3-pt jump shot from 24 ft,,68,61
342,3,1:03.0,,Shooting foul by K. McDaniels (drawn by D. Howard),68,61
343,3,1:03.0,,D. Howard makes free throw 1 of 2,68,62
344,3,1:03.0,,D. Howard misses free throw 2 of 2,68,62
345,3,1:02.0,Defensive rebound by M. Carter-Williams,,68,62
346,3,0:43.0,B. Davies misses 2-pt hook shot from 6 ft,,68,62
347,3,0:41.0,,Defensive rebound by D. Howard,68,62
348,3,0:27.0,,J. Terry misses 2-pt jump shot from 19 ft,68,62
349,3,0:26.0,,Offensive rebound by Team,68,62
350,3,0:26.0,Loose ball foul by B. Davies (drawn by D. Howard),,68,62
351,3,0:26.0,,D. Howard makes free throw 1 of 2,68,63
352,3,0:26.0,,D. Howard misses free throw 2 of 2,68,63
353,3,0:26.0,Defensive rebound by C. Johnson,,68,63
354,3,0:17.0,C. Johnson misses 3-pt jump shot from 24 ft,,68,63
355,3,0:16.0,Offensive rebound by M. Carter-Williams,,68,63
356,3,0:13.0,M. Carter-Williams misses 2-pt jump shot from 3 ft,,68,63
357,3,0:12.0,,Defensive rebound by D. Howard,68,63
358,3,0:04.0,,Turnover by K. Papanikolaou (bad pass; steal by K. McDaniels),68,63
359,3,0:01.0,M. Carter-Williams misses 2-pt layup from 4 ft,,68,63
360,3,0:00.0,,Defensive rebound by D. Howard,68,63
361,4,11:50.0,,Personal foul by B. Davies (drawn by D. Howard),68,63
362,4,11:37.0,,J. Terry misses 3-pt jump shot from 28 ft,68,63
363,4,11:37.0,Defensive rebound by Team,,68,63
364,4,11:37.0,,Loose ball foul by D. Howard (drawn by B. Davies),68,63
365,4,11:17.0,K. McDaniels misses 2-pt jump shot from 4 ft (block by D. Howard),,68,63
366,4,11:17.0,Offensive rebound by Team,,68,63
367,4,11:13.0,T. Wroten misses 3-pt jump shot from 23 ft,,68,63
368,4,11:12.0,,Defensive rebound by D. Howard,68,63
369,4,10:52.0,,F. García misses 3-pt jump shot from 23 ft,68,63
370,4,10:52.0,,Offensive rebound by Team,68,63
371,4,10:52.0,Loose ball foul by B. Davies (drawn by D. Howard),,68,63
372,4,10:52.0,,D. Motiejūnas enters the game for K. Papanikolaou,68,63
373,4,10:52.0,D. Gordon enters the game for B. Davies,,68,63
374,4,10:47.0,,Turnover by F. García (traveling),68,63
375,4,10:34.0,T. Wroten misses 2-pt jump shot from 6 ft,,68,63
376,4,10:32.0,Offensive rebound by D. Gordon,,68,63
377,4,10:31.0,,J. Harden enters the game for F. García,68,63
378,4,10:31.0,Turnover by D. Gordon (lost ball; steal by D. Motiejūnas),,68,63
379,4,10:21.0,,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Harden),68,66
380,4,10:06.0,D. Gordon misses 2-pt jump shot from 20 ft,,68,66
381,4,10:05.0,,Defensive rebound by D. Howard,68,66
382,4,9:41.0,,J. Harden makes 2-pt jump shot from 20 ft,68,68
383,4,9:28.0,Personal foul by J. Terry (drawn by K. McDaniels),,68,68
384,4,9:17.0,T. Wroten makes 3-pt jump shot from 27 ft (assist by D. Gordon),,71,68
