,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
93,1,1:13.0,H. Thompson misses 3-pt jump shot from 26 ft,,11,24
94,1,1:13.0,,Defensive rebound by K. Humphries,11,24
95,1,0:57.0,,J. Wall misses 2-pt jump shot from 12 ft,11,24
96,1,0:55.0,,Offensive rebound by O. Porter,11,24
97,1,0:53.0,,R. Butler makes 2-pt jump shot from 9 ft (assist by O. Porter),11,26
98,1,0:53.0,,Shooting foul by F. Aldemir (drawn by R. Butler),11,26
99,1,0:53.0,,A. Miller enters the game for J. Wall,11,26
100,1,0:53.0,,R. Butler makes free throw 1 of 1,11,27
101,1,0:36.0,J. Grant misses 2-pt jump shot from 12 ft,,11,27
102,1,0:35.0,Offensive rebound by J. Grant,,11,27
103,1,0:34.0,J. Grant misses 2-pt jump shot from 7 ft,,11,27
104,1,0:34.0,Offensive rebound by F. Aldemir,,11,27
105,1,0:34.0,F. Aldemir makes 2-pt layup at rim,,13,27
106,1,0:27.0,,Turnover by A. Miller (bad pass; steal by F. Aldemir),13,27
107,1,0:07.0,Shooting foul by R. Butler (drawn by H. Thompson),,13,27
108,1,0:07.0,H. Thompson makes free throw 1 of 2,,14,27
109,1,0:07.0,,J. Wall enters the game for M. Gortat,14,27
110,1,0:07.0,J. Sampson enters the game for M. Thomas,,14,27
111,1,0:07.0,K. McDaniels enters the game for F. Aldemir,,14,27
112,1,0:07.0,H. Thompson misses free throw 2 of 2,,14,27
113,1,0:06.0,,Defensive rebound by Team,14,27
114,1,0:02.0,,Turnover by R. Butler (lost ball; steal by K. McDaniels),14,27
115,1,0:01.0,L. Drew misses 3-pt jump shot from 52 ft,,14,27
116,1,0:00.0,Offensive rebound by Team,,14,27
117,2,11:47.0,,Personal foul by H. Sims (drawn by N. Hilário),14,27
118,2,11:40.0,,N. Hilário makes 2-pt jump shot from 13 ft (assist by A. Miller),14,29
119,2,11:14.0,H. Sims misses 2-pt layup from 1 ft,,14,29
120,2,11:13.0,,Defensive rebound by N. Hilário,14,29
121,2,10:56.0,,K. Séraphin makes 2-pt dunk at rim (assist by O. Porter),14,31
122,2,10:45.0,Turnover by H. Sims (bad pass),,14,31
123,2,10:27.0,,N. Hilário makes 2-pt layup from 1 ft,14,33
124,2,10:22.0,Philadelphia full timeout,,14,33
125,2,10:22.0,M. Carter-Williams enters the game for J. Grant,,14,33
126,2,10:22.0,N. Noel enters the game for H. Thompson,,14,33
127,2,10:22.0,R. Covington enters the game for L. Drew,,14,33
128,2,10:05.0,H. Sims misses 2-pt jump shot from 10 ft,,14,33
129,2,10:05.0,,Defensive rebound by Team,14,33
130,2,9:48.0,,R. Butler misses 3-pt jump shot from 27 ft,14,33
131,2,9:47.0,,Offensive rebound by O. Porter,14,33
132,2,9:45.0,,O. Porter makes 2-pt hook shot from 5 ft,14,35
133,2,9:28.0,K. McDaniels misses 2-pt jump shot from 19 ft,,14,35
134,2,9:27.0,,Defensive rebound by K. Séraphin,14,35
135,2,9:13.0,,K. Séraphin makes 2-pt jump shot from 12 ft (assist by R. Butler),14,37
136,2,8:53.0,N. Noel makes 2-pt dunk at rim (assist by H. Sims),,16,37
137,2,8:38.0,,Personal foul by M. Carter-Williams (drawn by A. Miller),16,37
138,2,8:38.0,J. Sampson enters the game for K. McDaniels,,16,37
139,2,8:24.0,,O. Porter makes 2-pt jump shot from 16 ft,16,39
140,2,8:09.0,R. Covington makes 2-pt jump shot from 5 ft (assist by M. Carter-Williams),,18,39
141,2,8:09.0,Shooting foul by O. Porter (drawn by R. Covington),,18,39
142,2,8:09.0,,B. Beal enters the game for R. Butler,18,39
143,2,8:09.0,R. Covington makes free throw 1 of 1,,19,39
144,2,7:50.0,,Personal foul by N. Noel (drawn by B. Beal),19,39
145,2,7:44.0,,N. Hilário misses 2-pt jump shot from 20 ft,19,39
146,2,7:43.0,,Offensive rebound by K. Séraphin,19,39
147,2,7:31.0,,K. Séraphin makes 2-pt dunk at rim (assist by O. Porter),19,41
148,2,7:20.0,M. Carter-Williams misses 2-pt jump shot from 20 ft,,19,41
149,2,7:19.0,,Defensive rebound by N. Hilário,19,41
150,2,7:15.0,,Shooting foul by J. Sampson (drawn by B. Beal),19,41
151,2,7:15.0,,B. Beal misses free throw 1 of 2,19,41
152,2,7:15.0,,Offensive rebound by Team,19,41
153,2,7:15.0,F. Aldemir enters the game for H. Sims,,19,41
154,2,7:15.0,,B. Beal makes free throw 2 of 2,19,42
155,2,7:01.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,19,42
156,2,7:01.0,,Defensive rebound by Team,19,42
157,2,7:01.0,Loose ball foul by N. Noel (drawn by N. Hilário),,19,42
158,2,7:01.0,,N. Hilário makes free throw 1 of 2,19,43
159,2,7:01.0,,N. Hilário makes free throw 2 of 2,19,44
160,2,6:48.0,R. Covington misses 3-pt jump shot from 25 ft,,19,44
161,2,6:47.0,Offensive rebound by F. Aldemir,,19,44
162,2,6:33.0,M. Carter-Williams misses 2-pt layup from 2 ft,,19,44
163,2,6:33.0,Offensive rebound by N. Noel,,19,44
164,2,6:33.0,Shooting foul by O. Porter (drawn by N. Noel),,19,44
165,2,6:33.0,N. Noel makes free throw 1 of 2,,20,44
166,2,6:33.0,N. Noel misses free throw 2 of 2,,20,44
167,2,6:32.0,,Defensive rebound by K. Séraphin,20,44
168,2,6:10.0,,O. Porter misses 2-pt jump shot from 8 ft,20,44
169,2,6:09.0,Defensive rebound by N. Noel,,20,44
170,2,5:53.0,Turnover by M. Carter-Williams (lost ball; steal by A. Miller),,20,44
171,2,5:47.0,,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),20,46
172,2,5:36.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by N. Noel),,22,46
173,2,5:21.0,Official timeout,,22,46
174,2,5:21.0,J. Grant enters the game for N. Noel,,22,46
175,2,5:21.0,,J. Wall enters the game for A. Miller,22,46
176,2,5:17.0,,Offensive foul by K. Séraphin (drawn by F. Aldemir),22,46
177,2,5:17.0,,Turnover by K. Séraphin (offensive foul),22,46
178,2,5:07.0,M. Carter-Williams misses 2-pt layup from 2 ft,,22,46
179,2,5:06.0,,Defensive rebound by J. Wall,22,46
180,2,4:59.0,,O. Porter misses 3-pt jump shot from 26 ft,22,46
181,2,4:58.0,,Offensive rebound by K. Séraphin,22,46
182,2,4:52.0,,Turnover by K. Séraphin (bad pass),22,46
183,2,4:37.0,,M. Gortat enters the game for K. Séraphin,22,46
184,2,4:32.0,J. Grant misses 2-pt layup from 2 ft,,22,46
185,2,4:31.0,,Defensive rebound by O. Porter,22,46
186,2,4:23.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by O. Porter),22,49
187,2,4:04.0,L. Drew enters the game for J. Sampson,,22,49
188,2,4:02.0,R. Covington makes 3-pt jump shot from 23 ft,,25,49
189,2,3:52.0,,Turnover by N. Hilário (bad pass),25,49
190,2,3:32.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,25,49
191,2,3:31.0,,Defensive rebound by Team,25,49
192,2,3:29.0,,P. Pierce enters the game for O. Porter,25,49
193,2,3:29.0,H. Thompson enters the game for M. Carter-Williams,,25,49
194,2,3:25.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),25,51
195,2,3:04.0,H. Thompson misses 3-pt jump shot from 26 ft,,25,51
196,2,3:03.0,,Defensive rebound by N. Hilário,25,51
197,2,2:57.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),25,53
198,2,2:57.0,Philadelphia full timeout,,25,53
199,2,2:57.0,,Washington full timeout,25,53
200,2,2:57.0,N. Noel enters the game for F. Aldemir,,25,53
201,2,2:38.0,J. Grant makes 3-pt jump shot from 25 ft (assist by L. Drew),,28,53
202,2,2:17.0,,P. Pierce misses 3-pt jump shot from 23 ft,28,53
203,2,2:16.0,Defensive rebound by H. Thompson,,28,53
204,2,2:02.0,L. Drew misses 3-pt jump shot from 25 ft,,28,53
205,2,2:01.0,,Defensive rebound by N. Hilário,28,53
206,2,1:40.0,,N. Hilário misses 2-pt jump shot from 6 ft,28,53
207,2,1:39.0,Defensive rebound by H. Thompson,,28,53
208,2,1:35.0,Turnover by L. Drew (bad pass; steal by N. Hilário),,28,53
209,2,1:28.0,,Turnover by J. Wall (lost ball; steal by N. Noel),28,53
210,2,1:22.0,J. Grant makes 2-pt layup from 2 ft (assist by L. Drew),,30,53
211,2,1:04.0,,N. Hilário misses 2-pt jump shot from 17 ft,30,53
212,2,1:03.0,Defensive rebound by R. Covington,,30,53
213,2,0:58.0,R. Covington misses 2-pt layup from 2 ft (block by J. Wall),,30,53
214,2,0:58.0,Offensive rebound by Team,,30,53
215,2,0:58.0,,D. Gooden enters the game for N. Hilário,30,53
216,2,0:55.0,R. Covington makes 2-pt jump shot from 18 ft,,32,53
217,2,0:40.0,,P. Pierce makes 2-pt layup from 1 ft (assist by D. Gooden),32,55
218,2,0:31.0,R. Covington misses 3-pt jump shot from 27 ft,,32,55
219,2,0:30.0,,Defensive rebound by M. Gortat,32,55
220,2,0:09.0,,Turnover by P. Pierce (bad pass),32,55
221,2,0:04.0,Personal take foul by J. Wall (drawn by L. Drew),,32,55
222,2,0:02.0,Turnover by L. Drew (lost ball; steal by J. Wall),,32,55
223,3,11:44.0,,B. Beal misses 2-pt jump shot from 7 ft,32,55
224,3,11:43.0,,Offensive rebound by B. Beal,32,55
225,3,11:41.0,,B. Beal makes 2-pt tip-in from 1 ft,32,57
226,3,11:22.0,R. Covington misses 2-pt jump shot from 13 ft,,32,57
227,3,11:21.0,,Defensive rebound by N. Hilário,32,57
228,3,11:10.0,,N. Hilário makes 3-pt jump shot from 26 ft (assist by P. Pierce),32,60
229,3,10:58.0,N. Noel misses 2-pt jump shot from 6 ft,,32,60
230,3,10:57.0,Offensive rebound by H. Sims,,32,60
231,3,10:54.0,H. Sims makes 2-pt jump shot from 3 ft,,34,60
232,3,10:43.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),34,63
233,3,10:22.0,Turnover by K. McDaniels (bad pass; steal by N. Hilário),,34,63
234,3,10:12.0,,B. Beal misses 3-pt jump shot from 27 ft,34,63
235,3,10:11.0,Defensive rebound by N. Noel,,34,63
236,3,9:59.0,Turnover by M. Carter-Williams (bad pass; steal by N. Hilário),,34,63
237,3,9:55.0,,Offensive foul by J. Wall (drawn by M. Carter-Williams),34,63
238,3,9:55.0,,Turnover by J. Wall (offensive foul),34,63
239,3,9:55.0,J. Grant enters the game for K. McDaniels,,34,63
240,3,9:40.0,Personal foul by N. Hilário (drawn by M. Carter-Williams),,34,63
241,3,9:31.0,H. Sims makes 2-pt jump shot from 11 ft (assist by R. Covington),,36,63
242,3,9:11.0,,P. Pierce misses 2-pt layup from 1 ft (block by H. Sims),36,63
243,3,9:11.0,,Offensive rebound by Team,36,63
244,3,9:05.0,,J. Wall misses 2-pt jump shot from 12 ft,36,63
245,3,9:04.0,,Offensive rebound by J. Wall,36,63
246,3,9:01.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),36,65
247,3,8:46.0,J. Grant makes 3-pt jump shot from 23 ft (assist by H. Sims),,39,65
248,3,8:31.0,,Turnover by M. Gortat (lost ball; steal by N. Noel),39,65
249,3,8:25.0,Shooting foul by N. Hilário (drawn by M. Carter-Williams),,39,65
250,3,8:25.0,M. Carter-Williams makes free throw 1 of 2,,40,65
251,3,8:25.0,,K. Humphries enters the game for N. Hilário,40,65
252,3,8:25.0,,Technical foul by J. Wall,40,65
253,3,8:25.0,H. Sims makes technical free throw,,41,65
254,3,8:25.0,M. Carter-Williams makes free throw 2 of 2,,42,65
255,3,8:20.0,,Personal foul by M. Carter-Williams (drawn by P. Pierce),42,65
256,3,8:19.0,,Turnover by P. Pierce (bad pass; steal by N. Noel),42,65
257,3,8:17.0,Shooting foul by K. Humphries (drawn by N. Noel),,42,65
258,3,8:17.0,N. Noel makes free throw 1 of 2,,43,65
259,3,8:17.0,N. Noel makes free throw 2 of 2,,44,65
260,3,8:00.0,,P. Pierce makes 2-pt layup from 1 ft,44,67
261,3,7:50.0,H. Sims misses 2-pt jump shot from 11 ft,,44,67
262,3,7:49.0,,Defensive rebound by M. Gortat,44,67
263,3,7:33.0,,Turnover by J. Wall (bad pass; steal by M. Carter-Williams),44,67
264,3,7:26.0,R. Covington misses 3-pt jump shot from 26 ft,,44,67
265,3,7:25.0,Offensive rebound by Team,,44,67
266,3,7:25.0,,Loose ball foul by P. Pierce (drawn by H. Sims),44,67
267,3,7:25.0,H. Sims makes free throw 1 of 2,,45,67
268,3,7:25.0,H. Sims makes free throw 2 of 2,,46,67
269,3,7:03.0,,M. Gortat makes 2-pt jump shot from 17 ft,46,69
270,3,6:45.0,J. Grant misses 3-pt jump shot from 26 ft,,46,69
271,3,6:45.0,,Defensive rebound by Team,46,69
272,3,6:26.0,,B. Beal misses 2-pt jump shot from 14 ft,46,69
273,3,6:25.0,Defensive rebound by R. Covington,,46,69
274,3,6:09.0,Turnover by R. Covington (discontinued dribble),,46,69
275,3,6:09.0,,Washington full timeout,46,69
276,3,5:55.0,,K. Humphries misses 2-pt jump shot from 11 ft,46,69
277,3,5:54.0,Defensive rebound by R. Covington,,46,69
278,3,5:44.0,H. Sims makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,48,69
279,3,5:29.0,,Turnover by K. Humphries (bad pass; steal by N. Noel),48,69
280,3,5:23.0,R. Covington makes 2-pt layup from 1 ft (assist by N. Noel),,50,69
281,3,4:59.0,,K. Humphries misses 2-pt jump shot from 17 ft,50,69
282,3,4:58.0,Defensive rebound by J. Grant,,50,69
283,3,4:41.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,50,69
284,3,4:40.0,,Defensive rebound by P. Pierce,50,69
285,3,4:36.0,,Turnover by J. Wall (bad pass; steal by M. Carter-Williams),50,69
286,3,4:30.0,Offensive foul by R. Covington (drawn by M. Gortat),,50,69
287,3,4:30.0,Turnover by R. Covington (offensive foul),,50,69
288,3,4:30.0,,R. Butler enters the game for B. Beal,50,69
289,3,4:30.0,F. Aldemir enters the game for R. Covington,,50,69
290,3,4:30.0,H. Thompson enters the game for N. Noel,,50,69
291,3,4:20.0,,J. Wall misses 2-pt jump shot from 19 ft,50,69
292,3,4:18.0,,Offensive rebound by K. Humphries,50,69
293,3,4:16.0,,K. Humphries misses 2-pt layup from 1 ft,50,69
294,3,4:15.0,,Offensive rebound by K. Humphries,50,69
295,3,4:13.0,,K. Humphries misses 2-pt layup from 1 ft,50,69
296,3,4:13.0,Defensive rebound by H. Thompson,,50,69
297,3,4:05.0,H. Sims makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,52,69
298,3,3:52.0,,Personal foul by H. Thompson (drawn by M. Gortat),52,69
299,3,3:52.0,L. Drew enters the game for M. Carter-Williams,,52,69
300,3,3:37.0,,R. Butler misses 2-pt jump shot from 20 ft,52,69
301,3,3:36.0,Defensive rebound by H. Sims,,52,69
302,3,3:32.0,Turnover by L. Drew (bad pass),,52,69
303,3,3:22.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),52,71
304,3,3:01.0,J. Grant makes 3-pt jump shot from 23 ft (assist by H. Thompson),,55,71
305,3,2:40.0,,R. Butler makes 3-pt jump shot from 26 ft (assist by J. Wall),55,74
306,3,2:34.0,Turnover by L. Drew (bad pass),,55,74
307,3,2:34.0,Philadelphia full timeout,,55,74
308,3,2:34.0,J. Sampson enters the game for H. Sims,,55,74
309,3,2:34.0,K. McDaniels enters the game for J. Grant,,55,74
310,3,2:21.0,,Shooting foul by L. Drew (drawn by J. Wall),55,74
311,3,2:21.0,,J. Wall makes 2-pt jump shot from 16 ft,55,76
312,3,2:21.0,,J. Wall makes free throw 1 of 1,55,77
313,3,2:13.0,H. Thompson misses 2-pt jump shot from 22 ft,,55,77
314,3,2:11.0,,Defensive rebound by R. Butler,55,77
315,3,1:51.0,,M. Gortat makes 2-pt jump shot from 3 ft (assist by K. Humphries),55,79
316,3,1:44.0,K. McDaniels misses 3-pt jump shot from 26 ft,,55,79
317,3,1:42.0,,Defensive rebound by K. Humphries,55,79
318,3,1:34.0,,Shooting foul by K. McDaniels (drawn by K. Humphries),55,79
319,3,1:34.0,,K. Humphries makes free throw 1 of 2,55,80
320,3,1:34.0,,O. Porter enters the game for P. Pierce,55,80
321,3,1:34.0,,K. Humphries makes free throw 2 of 2,55,81
322,3,1:10.0,L. Drew misses 2-pt jump shot from 18 ft,,55,81
323,3,1:09.0,,Defensive rebound by J. Wall,55,81
324,3,1:03.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),55,83
325,3,0:50.0,J. Sampson misses 3-pt jump shot from 26 ft,,55,83
326,3,0:49.0,,Defensive rebound by M. Gortat,55,83
327,3,0:41.0,,Shooting foul by L. Drew (drawn by J. Wall),55,83
328,3,0:41.0,,J. Wall makes free throw 1 of 2,55,84
329,3,0:41.0,,J. Wall makes free throw 2 of 2,55,85
330,3,0:30.0,J. Sampson misses 2-pt jump shot from 16 ft,,55,85
331,3,0:28.0,,Defensive rebound by Team,55,85
332,3,0:06.0,,J. Wall misses 2-pt jump shot from 19 ft,55,85
333,3,0:05.0,Defensive rebound by F. Aldemir,,55,85
334,3,0:01.0,J. Sampson makes 3-pt jump shot from 32 ft,,58,85
335,4,11:47.0,H. Thompson misses 3-pt jump shot from 27 ft,,58,85
336,4,11:46.0,,Defensive rebound by K. Humphries,58,85
337,4,11:30.0,,K. Humphries makes 2-pt layup from 2 ft (assist by R. Butler),58,87
338,4,11:19.0,Shooting foul by K. Séraphin (drawn by K. McDaniels),,58,87
339,4,11:19.0,K. McDaniels misses free throw 1 of 2,,58,87
340,4,11:19.0,Offensive rebound by Team,,58,87
341,4,11:19.0,K. McDaniels misses free throw 2 of 2,,58,87
342,4,11:18.0,,Defensive rebound by K. Humphries,58,87
343,4,10:57.0,,Turnover by K. Séraphin (3 sec),58,87
344,4,10:52.0,H. Thompson misses 3-pt jump shot from 26 ft,,58,87
345,4,10:51.0,,Defensive rebound by A. Miller,58,87
346,4,10:31.0,,O. Porter misses 2-pt jump shot from 16 ft,58,87
347,4,10:30.0,,Offensive rebound by K. Séraphin,58,87
348,4,10:27.0,,K. Séraphin makes 2-pt hook shot from 7 ft,58,89
349,4,10:05.0,H. Thompson makes 2-pt layup from 2 ft (assist by L. Drew),,60,89
350,4,10:05.0,Shooting foul by A. Miller (drawn by H. Thompson),,60,89
351,4,10:05.0,H. Thompson makes free throw 1 of 1,,61,89
352,4,9:42.0,,O. Porter misses 2-pt layup from 1 ft,61,89
353,4,9:41.0,Defensive rebound by H. Thompson,,61,89
354,4,9:30.0,N. Noel misses 2-pt jump shot from 4 ft,,61,89
355,4,9:29.0,,Defensive rebound by K. Humphries,61,89
356,4,9:19.0,,Turnover by A. Miller (lost ball; steal by L. Drew),61,89
357,4,9:14.0,K. McDaniels makes 2-pt layup at rim (assist by N. Noel),,63,89
358,4,9:01.0,,Offensive foul by O. Porter (drawn by K. McDaniels),63,89
359,4,9:01.0,,Turnover by O. Porter (offensive foul),63,89
360,4,9:01.0,Philadelphia full timeout,,63,89
361,4,9:01.0,M. Carter-Williams enters the game for H. Thompson,,63,89
362,4,8:43.0,L. Drew misses 3-pt jump shot from 26 ft,,63,89
363,4,8:43.0,,Defensive rebound by Team,63,89
364,4,8:22.0,,R. Butler misses 2-pt jump shot from 14 ft,63,89
365,4,8:21.0,,Offensive rebound by K. Séraphin,63,89
366,4,8:18.0,,K. Séraphin makes 2-pt layup from 2 ft,63,91
367,4,8:07.0,M. Carter-Williams misses 2-pt jump shot from 4 ft,,63,91
368,4,8:07.0,Offensive rebound by N. Noel,,63,91
369,4,8:07.0,Personal foul by A. Miller (drawn by N. Noel),,63,91
370,4,7:57.0,K. McDaniels misses 2-pt jump shot from 17 ft (block by O. Porter),,63,91
371,4,7:56.0,Offensive rebound by K. McDaniels,,63,91
372,4,7:52.0,K. McDaniels misses 2-pt jump shot from 17 ft,,63,91
373,4,7:51.0,Offensive rebound by M. Thomas,,63,91
374,4,7:48.0,M. Thomas makes 2-pt layup from 1 ft,,65,91
375,4,7:39.0,,Turnover by K. Humphries (bad pass),65,91
376,4,7:22.0,Turnover by M. Thomas (traveling),,65,91
377,4,7:09.0,,O. Porter misses 2-pt layup from 2 ft (block by K. McDaniels),65,91
378,4,7:07.0,Defensive rebound by K. McDaniels,,65,91
379,4,7:02.0,Turnover by K. McDaniels (lost ball; steal by O. Porter),,65,91
380,4,6:57.0,,K. Humphries makes 2-pt dunk at rim (assist by A. Miller),65,93
381,4,6:33.0,K. McDaniels makes 2-pt layup from 2 ft (assist by L. Drew),,67,93
382,4,6:33.0,Shooting foul by K. Séraphin (drawn by K. McDaniels),,67,93
383,4,6:33.0,K. McDaniels makes free throw 1 of 1,,68,93
384,4,6:18.0,,K. Séraphin misses 2-pt jump shot from 5 ft,68,93
385,4,6:17.0,Defensive rebound by Team,,68,93
