,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
72,1,2:07.0,,Personal foul by J. Calderón (drawn by D. Collison),16,28
73,1,2:07.0,,Sacramento full timeout,16,28
74,1,2:07.0,T. Hardaway enters the game for J. Smith,,16,28
75,1,2:07.0,S. Larkin enters the game for J. Calderón,,16,28
76,1,2:07.0,,D. Collison makes free throw 1 of 2,16,29
77,1,2:07.0,,D. Williams enters the game for J. Thompson,16,29
78,1,2:07.0,,D. Collison makes free throw 2 of 2,16,30
79,1,1:52.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by C. Anthony),,19,30
80,1,1:27.0,,R. Gay makes 3-pt jump shot from 24 ft,19,33
81,1,1:05.0,S. Dalembert makes 2-pt jump shot from 9 ft (assist by P. Prigioni),,21,33
82,1,0:54.0,Violation by S. Dalembert (def goaltending),,21,33
83,1,0:54.0,,D. Collison makes 2-pt layup from 2 ft,21,35
84,1,0:44.0,S. Dalembert makes 2-pt jump shot from 16 ft (assist by T. Hardaway),,23,35
85,1,0:32.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Collison),23,38
86,1,0:24.0,C. Anthony misses 3-pt jump shot from 23 ft,,23,38
87,1,0:23.0,Offensive rebound by T. Hardaway,,23,38
88,1,0:22.0,T. Hardaway makes 2-pt hook shot from 3 ft,,25,38
89,1,0:05.0,,Turnover by D. Collison (bad pass),25,38
90,1,0:00.0,C. Anthony makes 2-pt jump shot from 6 ft (assist by P. Prigioni),,27,38
91,2,11:43.0,T. Wear misses 2-pt jump shot from 14 ft,,27,38
92,2,11:42.0,,Defensive rebound by O. Casspi,27,38
93,2,11:32.0,,Turnover by R. McCallum (bad pass; steal by S. Larkin),27,38
94,2,11:29.0,S. Larkin makes 2-pt layup from 1 ft,,29,38
95,2,11:05.0,,D. Cousins makes 2-pt hook shot from 4 ft,29,40
96,2,10:53.0,T. Hardaway misses 2-pt jump shot from 17 ft,,29,40
97,2,10:52.0,,Defensive rebound by R. McCallum,29,40
98,2,10:41.0,,Shooting foul by S. Larkin (drawn by D. Collison),29,40
99,2,10:41.0,,D. Collison makes free throw 1 of 2,29,41
100,2,10:41.0,,D. Collison makes free throw 2 of 2,29,42
101,2,10:28.0,,Offensive charge foul by T. Hardaway (drawn by D. Cousins),29,42
102,2,10:28.0,Turnover by T. Hardaway (offensive foul),,29,42
103,2,10:12.0,,R. McCallum makes 2-pt layup from 1 ft (assist by D. Cousins),29,44
104,2,10:05.0,T. Hardaway misses 3-pt jump shot from 24 ft,,29,44
105,2,10:04.0,,Defensive rebound by D. Cousins,29,44
106,2,9:53.0,,D. Williams misses 3-pt jump shot from 24 ft,29,44
107,2,9:53.0,Defensive rebound by T. Wear,,29,44
108,2,9:45.0,C. Aldrich makes 2-pt dunk at rim (assist by T. Hardaway),,31,44
109,2,9:45.0,Shooting foul by O. Casspi (drawn by C. Aldrich),,31,44
110,2,9:45.0,,N. Stauskas enters the game for D. Collison,31,44
111,2,9:45.0,C. Aldrich makes free throw 1 of 1,,32,44
112,2,9:30.0,,O. Casspi misses 2-pt jump shot from 5 ft,32,44
113,2,9:29.0,Defensive rebound by C. Aldrich,,32,44
114,2,9:24.0,Turnover by P. Prigioni (lost ball; steal by N. Stauskas),,32,44
115,2,9:20.0,,Shooting foul by C. Aldrich (drawn by D. Williams),32,44
116,2,9:20.0,Technical foul by Team,,32,44
117,2,9:20.0,,O. Casspi misses technical free throw,32,44
118,2,9:20.0,,Offensive rebound by Team,32,44
119,2,9:20.0,,D. Williams makes free throw 1 of 2,32,45
120,2,9:20.0,,D. Williams makes free throw 2 of 2,32,46
121,2,9:02.0,C. Aldrich makes 2-pt layup from 2 ft (assist by P. Prigioni),,34,46
122,2,8:46.0,,D. Cousins misses 2-pt jump shot from 21 ft,34,46
123,2,8:45.0,Defensive rebound by S. Larkin,,34,46
124,2,8:29.0,T. Wear makes 2-pt jump shot from 18 ft (assist by P. Prigioni),,36,46
125,2,8:16.0,,Shooting foul by T. Hardaway (drawn by O. Casspi),36,46
126,2,8:16.0,Official timeout,,36,46
127,2,8:16.0,J. Calderón enters the game for C. Aldrich,,36,46
128,2,8:16.0,C. Anthony enters the game for T. Hardaway,,36,46
129,2,8:16.0,S. Dalembert enters the game for T. Wear,,36,46
130,2,8:16.0,,O. Casspi misses free throw 1 of 2,36,46
131,2,8:16.0,,Offensive rebound by Team,36,46
132,2,8:16.0,,O. Casspi makes free throw 2 of 2,36,47
133,2,7:56.0,Shooting foul by D. Williams (drawn by C. Anthony),,36,47
134,2,7:56.0,C. Anthony makes free throw 1 of 2,,37,47
135,2,7:56.0,,B. McLemore enters the game for O. Casspi,37,47
136,2,7:56.0,C. Anthony misses free throw 2 of 2,,37,47
137,2,7:55.0,,Defensive rebound by B. McLemore,37,47
138,2,7:43.0,,Turnover by B. McLemore (lost ball),37,47
139,2,7:35.0,S. Larkin misses 3-pt jump shot from 24 ft,,37,47
140,2,7:34.0,Offensive rebound by S. Dalembert,,37,47
141,2,7:30.0,S. Dalembert makes 2-pt hook shot from 10 ft,,39,47
142,2,7:08.0,,D. Cousins misses 2-pt jump shot from 17 ft,39,47
143,2,7:08.0,Defensive rebound by C. Anthony,,39,47
144,2,6:49.0,C. Anthony misses 2-pt jump shot from 12 ft,,39,47
145,2,6:48.0,Offensive rebound by S. Dalembert,,39,47
146,2,6:48.0,S. Dalembert misses 2-pt tip-in from 2 ft,,39,47
147,2,6:47.0,,Defensive rebound by D. Cousins,39,47
148,2,6:43.0,,N. Stauskas makes 2-pt dunk at rim (assist by B. McLemore),39,49
149,2,6:23.0,P. Prigioni misses 3-pt jump shot from 28 ft,,39,49
150,2,6:23.0,,Defensive rebound by D. Cousins,39,49
151,2,6:15.0,,Turnover by D. Cousins (back court),39,49
152,2,6:15.0,T. Wear enters the game for P. Prigioni,,39,49
153,2,6:15.0,,D. Collison enters the game for R. McCallum,39,49
154,2,6:15.0,,R. Gay enters the game for D. Williams,39,49
155,2,5:52.0,Personal foul by D. Cousins (drawn by S. Dalembert),,39,49
156,2,5:52.0,,Sacramento full timeout,39,49
157,2,5:42.0,S. Dalembert misses 2-pt jump shot from 9 ft,,39,49
158,2,5:42.0,,Defensive rebound by D. Collison,39,49
159,2,5:25.0,,Shooting foul by S. Dalembert (drawn by D. Cousins),39,49
160,2,5:25.0,,D. Cousins makes free throw 1 of 2,39,50
161,2,5:25.0,,D. Cousins makes free throw 2 of 2,39,51
162,2,5:16.0,Personal foul by D. Cousins (drawn by C. Anthony),,39,51
163,2,5:16.0,,R. Evans enters the game for D. Cousins,39,51
164,2,5:16.0,J. Smith enters the game for S. Dalembert,,39,51
165,2,5:06.0,Shooting foul by N. Stauskas (drawn by S. Larkin),,39,51
166,2,5:06.0,S. Larkin makes free throw 1 of 2,,40,51
167,2,5:06.0,S. Larkin makes free throw 2 of 2,,41,51
168,2,4:51.0,,Turnover by R. Gay (lost ball; steal by J. Smith),41,51
169,2,4:38.0,C. Anthony makes 2-pt jump shot from 18 ft,,43,51
170,2,4:22.0,,Personal foul by J. Calderón (drawn by N. Stauskas),43,51
171,2,4:22.0,,N. Stauskas makes free throw 1 of 2,43,52
172,2,4:22.0,,N. Stauskas makes free throw 2 of 2,43,53
173,2,4:06.0,S. Larkin misses 3-pt jump shot from 24 ft,,43,53
174,2,4:05.0,,Defensive rebound by R. Evans,43,53
175,2,3:54.0,,R. Gay makes 2-pt jump shot from 14 ft,43,55
176,2,3:37.0,Personal foul by R. Gay (drawn by C. Anthony),,43,55
177,2,3:37.0,C. Anthony makes free throw 1 of 2,,44,55
178,2,3:37.0,C. Anthony makes free throw 2 of 2,,45,55
179,2,3:19.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by B. McLemore),45,58
180,2,2:59.0,Shooting foul by R. Gay (drawn by C. Anthony),,45,58
181,2,2:59.0,New York full timeout,,45,58
182,2,2:59.0,C. Anthony makes free throw 1 of 2,,46,58
183,2,2:59.0,C. Anthony makes free throw 2 of 2,,47,58
184,2,2:43.0,,R. Gay misses 2-pt jump shot from 19 ft,47,58
185,2,2:41.0,Defensive rebound by S. Larkin,,47,58
186,2,2:36.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by S. Larkin),,50,58
187,2,2:14.0,,D. Collison makes 2-pt layup from 1 ft,50,60
188,2,2:08.0,S. Larkin makes 2-pt layup from 3 ft (assist by J. Calderón),,52,60
189,2,2:00.0,,D. Collison makes 2-pt layup from 1 ft,52,62
190,2,1:40.0,J. Smith makes 2-pt jump shot from 19 ft (assist by J. Calderón),,54,62
191,2,1:39.0,Violation by Team (jump ball),,54,62
192,2,1:22.0,,Turnover by R. Gay (lost ball),54,62
193,2,1:07.0,C. Anthony makes 2-pt layup from 2 ft (assist by S. Larkin),,56,62
194,2,0:51.0,,Personal foul by J. Smith (drawn by R. Evans),56,62
195,2,0:51.0,,R. Evans makes free throw 1 of 2,56,63
196,2,0:51.0,,D. Williams enters the game for R. Gay,56,63
197,2,0:51.0,,R. McCallum enters the game for B. McLemore,56,63
198,2,0:51.0,,R. Evans makes free throw 2 of 2,56,64
199,2,0:39.0,J. Smith misses 2-pt jump shot from 17 ft,,56,64
200,2,0:38.0,,Defensive rebound by N. Stauskas,56,64
201,2,0:31.0,,Turnover by D. Collison (lost ball; steal by S. Larkin),56,64
202,2,0:28.0,Turnover by S. Larkin (bad pass; steal by D. Williams),,56,64
203,2,0:06.0,,D. Collison misses 2-pt hook shot from 7 ft,56,64
204,2,0:06.0,Defensive rebound by Team,,56,64
205,2,0:06.0,,Loose ball foul by R. Evans (drawn by J. Smith),56,64
206,2,0:06.0,J. Smith makes free throw 1 of 2,,57,64
207,2,0:06.0,P. Prigioni enters the game for C. Anthony,,57,64
208,2,0:06.0,J. Smith makes free throw 2 of 2,,58,64
209,2,0:00.0,,D. Collison makes 3-pt jump shot from 32 ft,58,67
210,3,11:43.0,C. Aldrich makes 2-pt hook shot from 6 ft (assist by J. Calderón),,60,67
211,3,11:21.0,,R. Gay misses 3-pt jump shot from 24 ft,60,67
212,3,11:21.0,Defensive rebound by C. Aldrich,,60,67
213,3,11:09.0,Turnover by C. Anthony (bad pass; steal by J. Thompson),,60,67
214,3,10:56.0,,D. Cousins misses 2-pt jump shot from 3 ft,60,67
215,3,10:54.0,Defensive rebound by C. Anthony,,60,67
216,3,10:54.0,Personal foul by D. Cousins (drawn by C. Anthony),,60,67
217,3,10:42.0,T. Hardaway misses 2-pt jump shot from 18 ft,,60,67
218,3,10:42.0,,Defensive rebound by J. Thompson,60,67
219,3,10:32.0,,Shooting foul by T. Hardaway (drawn by J. Thompson),60,67
220,3,10:32.0,,J. Thompson misses free throw 1 of 2,60,67
221,3,10:32.0,,Offensive rebound by Team,60,67
222,3,10:32.0,P. Prigioni enters the game for T. Hardaway,,60,67
223,3,10:32.0,,J. Thompson makes free throw 2 of 2,60,68
224,3,10:13.0,C. Aldrich makes 2-pt hook shot from 6 ft (assist by J. Calderón),,62,68
225,3,9:57.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Gay),62,71
226,3,9:44.0,P. Prigioni makes 2-pt layup from 4 ft (assist by C. Anthony),,64,71
227,3,9:22.0,,Shooting foul by C. Anthony (drawn by R. Gay),64,71
228,3,9:22.0,,R. Gay makes free throw 1 of 2,64,72
229,3,9:22.0,,R. Gay makes free throw 2 of 2,64,73
230,3,9:06.0,C. Anthony misses 3-pt jump shot from 25 ft,,64,73
231,3,9:06.0,Offensive rebound by Team,,64,73
232,3,9:06.0,,Loose ball foul by J. Thompson (drawn by J. Smith),64,73
233,3,9:02.0,Personal foul by D. Cousins (drawn by C. Anthony),,64,73
234,3,9:02.0,,C. Landry enters the game for D. Cousins,64,73
235,3,8:55.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by J. Smith),,66,73
236,3,8:35.0,,J. Thompson misses 2-pt jump shot from 17 ft,66,73
237,3,8:34.0,Defensive rebound by J. Calderón,,66,73
238,3,8:21.0,C. Anthony misses 3-pt jump shot from 24 ft,,66,73
239,3,8:19.0,,Defensive rebound by C. Landry,66,73
240,3,8:04.0,,Turnover by C. Landry (lost ball; steal by C. Aldrich),66,73
241,3,7:58.0,J. Smith makes 2-pt layup from 2 ft (assist by C. Anthony),,68,73
242,3,7:57.0,,Sacramento full timeout,68,73
243,3,7:46.0,,Turnover by B. McLemore (bad pass),68,73
244,3,7:32.0,Turnover by C. Anthony (bad pass),,68,73
245,3,7:22.0,,Personal foul by C. Anthony (drawn by R. Gay),68,73
246,3,7:15.0,,B. McLemore makes 2-pt jump shot from 14 ft (assist by R. Gay),68,75
247,3,7:08.0,Turnover by C. Aldrich (offensive foul),,68,75
248,3,7:08.0,Offensive foul by C. Aldrich (drawn by B. McLemore),,68,75
249,3,6:48.0,,R. Gay makes 2-pt jump shot from 7 ft,68,77
250,3,6:27.0,C. Aldrich misses 2-pt jump shot from 6 ft,,68,77
251,3,6:26.0,Offensive rebound by J. Smith,,68,77
252,3,6:26.0,J. Smith misses 2-pt tip-in from 2 ft,,68,77
253,3,6:25.0,Offensive rebound by C. Aldrich,,68,77
254,3,6:22.0,C. Anthony misses 3-pt jump shot from 24 ft,,68,77
255,3,6:20.0,Offensive rebound by P. Prigioni,,68,77
256,3,6:03.0,C. Anthony makes 2-pt jump shot from 16 ft,,70,77
257,3,5:52.0,,C. Landry misses 2-pt jump shot from 5 ft (block by C. Aldrich),70,77
258,3,5:50.0,,Offensive rebound by C. Landry,70,77
259,3,5:48.0,,C. Landry misses 2-pt layup from 2 ft,70,77
260,3,5:47.0,Defensive rebound by J. Calderón,,70,77
261,3,5:40.0,J. Smith misses 2-pt hook shot from 8 ft,,70,77
262,3,5:40.0,,Defensive rebound by B. McLemore,70,77
263,3,5:31.0,,J. Thompson misses 2-pt jump shot from 13 ft,70,77
264,3,5:30.0,Defensive rebound by J. Calderón,,70,77
265,3,5:13.0,J. Calderón misses 2-pt jump shot from 13 ft,,70,77
266,3,5:13.0,,Defensive rebound by C. Landry,70,77
267,3,5:02.0,,R. Gay misses 2-pt jump shot from 5 ft (block by C. Aldrich),70,77
268,3,5:01.0,,Offensive rebound by Team,70,77
269,3,5:01.0,T. Wear enters the game for C. Aldrich,,70,77
270,3,5:01.0,,N. Stauskas enters the game for B. McLemore,70,77
271,3,4:58.0,,R. Gay misses 3-pt jump shot from 23 ft,70,77
272,3,4:57.0,Defensive rebound by T. Wear,,70,77
273,3,4:43.0,C. Anthony misses 2-pt jump shot from 4 ft (block by N. Stauskas),,70,77
274,3,4:42.0,Offensive rebound by C. Anthony,,70,77
275,3,4:42.0,Shooting foul by J. Thompson (drawn by C. Anthony),,70,77
276,3,4:42.0,C. Anthony makes free throw 1 of 2,,71,77
277,3,4:42.0,,R. Evans enters the game for J. Thompson,71,77
278,3,4:42.0,C. Anthony makes free throw 2 of 2,,72,77
279,3,4:17.0,,R. Gay makes 2-pt hook shot from 7 ft,72,79
280,3,3:58.0,T. Wear misses 2-pt jump shot from 16 ft,,72,79
281,3,3:57.0,Offensive rebound by J. Smith,,72,79
282,3,3:44.0,J. Calderón misses 3-pt jump shot from 24 ft,,72,79
283,3,3:42.0,,Defensive rebound by R. Gay,72,79
284,3,3:39.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Gay),72,81
285,3,3:39.0,New York full timeout,,72,81
286,3,3:39.0,,R. McCallum enters the game for D. Collison,72,81
287,3,3:39.0,S. Larkin enters the game for J. Smith,,72,81
288,3,3:39.0,C. Aldrich enters the game for J. Calderón,,72,81
289,3,3:30.0,Turnover by P. Prigioni (bad pass),,72,81
290,3,3:29.0,Loose ball foul by P. Prigioni (drawn by N. Stauskas),,72,81
291,3,3:13.0,,C. Landry misses 2-pt jump shot from 10 ft,72,81
292,3,3:12.0,Defensive rebound by C. Aldrich,,72,81
293,3,3:00.0,Shooting foul by R. Evans (drawn by P. Prigioni),,72,81
294,3,3:00.0,P. Prigioni makes free throw 1 of 2,,73,81
295,3,3:00.0,P. Prigioni makes free throw 2 of 2,,74,81
296,3,2:42.0,,R. Gay makes 2-pt jump shot from 18 ft,74,83
297,3,2:35.0,Personal foul by N. Stauskas (drawn by P. Prigioni),,74,83
298,3,2:35.0,P. Prigioni makes free throw 1 of 2,,75,83
299,3,2:35.0,P. Prigioni makes free throw 2 of 2,,76,83
300,3,2:14.0,,R. Gay misses 3-pt jump shot from 24 ft,76,83
301,3,2:13.0,,Offensive rebound by C. Landry,76,83
302,3,2:12.0,,C. Landry makes 2-pt layup from 2 ft,76,85
303,3,1:55.0,J. Smith enters the game for T. Wear,,76,85
304,3,1:48.0,Turnover by C. Anthony (traveling),,76,85
305,3,1:48.0,T. Wear enters the game for C. Anthony,,76,85
306,3,1:31.0,,R. Gay misses 2-pt jump shot from 16 ft,76,85
307,3,1:31.0,Defensive rebound by C. Aldrich,,76,85
308,3,1:18.0,J. Smith misses 2-pt jump shot from 19 ft,,76,85
309,3,1:18.0,,Defensive rebound by N. Stauskas,76,85
310,3,1:17.0,,Personal foul by P. Prigioni (drawn by N. Stauskas),76,85
311,3,1:17.0,,N. Stauskas makes free throw 1 of 2,76,86
312,3,1:17.0,,D. Williams enters the game for R. Gay,76,86
313,3,1:17.0,,N. Stauskas makes free throw 2 of 2,76,87
314,3,1:00.0,T. Wear makes 2-pt jump shot from 3 ft (assist by P. Prigioni),,78,87
315,3,0:44.0,,Turnover by R. McCallum (bad pass; steal by P. Prigioni),78,87
316,3,0:38.0,Personal foul by D. Williams (drawn by J. Smith),,78,87
317,3,0:38.0,J. Smith makes free throw 1 of 2,,79,87
318,3,0:38.0,S. Dalembert enters the game for C. Aldrich,,79,87
319,3,0:38.0,J. Smith makes free throw 2 of 2,,80,87
320,3,0:24.0,,D. Williams misses 2-pt jump shot from 6 ft (block by T. Wear),80,87
321,3,0:22.0,,Offensive rebound by C. Landry,80,87
322,3,0:21.0,,C. Landry misses 2-pt layup from 3 ft,80,87
323,3,0:19.0,,Offensive rebound by R. Evans,80,87
324,3,0:17.0,,R. Evans misses 2-pt jump shot from 5 ft (block by S. Dalembert),80,87
325,3,0:17.0,,Offensive rebound by Team,80,87
326,3,0:17.0,,B. McLemore enters the game for R. Evans,80,87
327,3,0:17.0,J. Calderón enters the game for J. Smith,,80,87
328,3,0:03.0,,R. McCallum makes 2-pt jump shot from 8 ft,80,89
329,4,11:41.0,,C. Landry misses 2-pt jump shot from 15 ft,80,89
330,4,11:40.0,,Offensive rebound by R. Evans,80,89
331,4,11:38.0,,R. Evans makes 2-pt jump shot from 4 ft,80,91
332,4,11:23.0,Shooting foul by C. Landry (drawn by S. Dalembert),,80,91
333,4,11:23.0,S. Dalembert makes free throw 1 of 2,,81,91
334,4,11:23.0,S. Dalembert misses free throw 2 of 2,,81,91
335,4,11:22.0,,Defensive rebound by Team,81,91
336,4,11:00.0,,N. Stauskas misses 3-pt jump shot from 23 ft (block by S. Larkin),81,91
337,4,10:59.0,Defensive rebound by J. Smith,,81,91
338,4,10:56.0,T. Hardaway makes 2-pt jump shot from 3 ft,,83,91
339,4,10:56.0,Shooting foul by D. Williams (drawn by T. Hardaway),,83,91
340,4,10:56.0,T. Hardaway misses free throw 1 of 1,,83,91
341,4,10:55.0,,Defensive rebound by D. Williams,83,91
342,4,10:38.0,,R. McCallum makes 2-pt jump shot from 15 ft (assist by C. Landry),83,93
343,4,10:23.0,Turnover by T. Hardaway (lost ball; steal by R. Evans),,83,93
344,4,10:18.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by R. McCallum),83,95
345,4,10:18.0,New York full timeout,,83,95
346,4,10:18.0,C. Anthony enters the game for J. Smith,,83,95
347,4,10:18.0,,R. Gay enters the game for C. Landry,83,95
348,4,9:59.0,S. Dalembert makes 2-pt dunk at rim (assist by S. Larkin),,85,95
349,4,9:27.0,,R. Gay makes 2-pt jump shot from 13 ft,85,97
350,4,9:07.0,S. Larkin misses 3-pt jump shot from 24 ft,,85,97
351,4,9:06.0,,Defensive rebound by Team,85,97
352,4,9:06.0,,D. Collison enters the game for R. Evans,85,97
353,4,9:06.0,,D. Cousins enters the game for N. Stauskas,85,97
354,4,8:50.0,,D. Williams makes 2-pt layup from 1 ft (assist by D. Cousins),85,99
355,4,8:43.0,S. Larkin makes 2-pt layup from 2 ft (assist by J. Calderón),,87,99
356,4,8:29.0,,Personal foul by S. Dalembert (drawn by R. McCallum),87,99
357,4,8:17.0,,Turnover by D. Cousins (lost ball; steal by J. Calderón),87,99
358,4,8:12.0,T. Hardaway misses 2-pt layup from 1 ft,,87,99
359,4,8:12.0,Offensive rebound by J. Calderón,,87,99
360,4,8:12.0,J. Calderón makes 2-pt layup from 1 ft,,89,99
361,4,8:00.0,,R. McCallum misses 2-pt jump shot from 3 ft (block by S. Dalembert),89,99
362,4,8:00.0,,Offensive rebound by Team,89,99
363,4,8:00.0,,B. McLemore enters the game for R. McCallum,89,99
364,4,7:58.0,,B. McLemore misses 2-pt layup from 2 ft (block by T. Hardaway),89,99
365,4,7:56.0,Defensive rebound by S. Larkin,,89,99
366,4,7:49.0,S. Dalembert misses 2-pt layup from 2 ft,,89,99
367,4,7:49.0,Offensive rebound by S. Dalembert,,89,99
368,4,7:49.0,Shooting foul by R. Gay (drawn by S. Dalembert),,89,99
369,4,7:49.0,S. Dalembert misses free throw 1 of 2,,89,99
370,4,7:49.0,Offensive rebound by Team,,89,99
371,4,7:49.0,S. Dalembert misses free throw 2 of 2,,89,99
372,4,7:47.0,,Defensive rebound by B. McLemore,89,99
373,4,7:40.0,,D. Cousins misses 2-pt layup from 1 ft (block by T. Hardaway),89,99
374,4,7:39.0,Defensive rebound by T. Hardaway,,89,99
375,4,7:34.0,T. Hardaway makes 2-pt jump shot from 13 ft,,91,99
376,4,7:15.0,,D. Cousins misses 2-pt jump shot from 7 ft,91,99
377,4,7:14.0,Defensive rebound by S. Larkin,,91,99
378,4,7:08.0,Shooting foul by B. McLemore (drawn by S. Larkin),,91,99
379,4,7:08.0,S. Larkin makes free throw 1 of 2,,92,99
380,4,7:08.0,C. Aldrich enters the game for S. Dalembert,,92,99
