,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
83,1,1:30.0,C. Bosh misses free throw 1 of 1,,22,25
84,1,1:30.0,,Defensive rebound by G. Dieng,22,25
85,1,1:14.0,,K. Martin makes 2-pt jump shot from 18 ft (assist by M. Williams),22,27
86,1,0:57.0,D. Granger misses 2-pt jump shot from 20 ft,,22,27
87,1,0:56.0,Offensive rebound by H. Whiteside,,22,27
88,1,0:56.0,H. Whiteside makes 2-pt tip-in at rim,,24,27
89,1,0:42.0,,A. Wiggins misses 2-pt jump shot from 14 ft,24,27
90,1,0:41.0,Defensive rebound by H. Whiteside,,24,27
91,1,0:29.0,Turnover by D. Granger (lost ball; steal by K. Martin),,24,27
92,1,0:28.0,,Personal foul by D. Granger (drawn by K. Martin),24,27
93,1,0:28.0,C. Andersen enters the game for H. Whiteside,,24,27
94,1,0:16.0,,M. Williams misses 2-pt jump shot from 15 ft,24,27
95,1,0:15.0,Defensive rebound by C. Bosh,,24,27
96,1,0:01.0,C. Bosh misses 2-pt jump shot from 6 ft,,24,27
97,1,0:00.0,,Defensive rebound by K. Martin,24,27
98,2,11:37.0,C. Bosh misses 2-pt jump shot from 20 ft,,24,27
99,2,11:36.0,,Defensive rebound by Team,24,27
100,2,11:17.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by M. Williams),24,29
101,2,10:52.0,N. Cole misses 2-pt jump shot from 20 ft,,24,29
102,2,10:51.0,,Defensive rebound by G. Dieng,24,29
103,2,10:43.0,,Turnover by M. Williams (bad pass; steal by C. Andersen),24,29
104,2,10:40.0,,T. Young enters the game for A. Wiggins,24,29
105,2,10:24.0,N. Cole makes 2-pt jump shot from 9 ft,,26,29
106,2,10:04.0,,Personal foul by D. Granger (drawn by T. Young),26,29
107,2,9:58.0,,A. Bennett makes 2-pt jump shot from 19 ft (assist by M. Williams),26,31
108,2,9:42.0,T. Johnson misses 2-pt layup from 1 ft,,26,31
109,2,9:41.0,,Defensive rebound by G. Dieng,26,31
110,2,9:36.0,,Z. LaVine misses 2-pt layup from 1 ft (block by C. Andersen),26,31
111,2,9:35.0,,Offensive rebound by Team,26,31
112,2,9:32.0,,Turnover by M. Williams (lost ball; steal by N. Cole),26,31
113,2,9:28.0,N. Cole makes 2-pt layup at rim,,28,31
114,2,9:13.0,,A. Bennett misses 2-pt jump shot from 20 ft,28,31
115,2,9:12.0,Defensive rebound by N. Cole,,28,31
116,2,9:03.0,Shooting foul by Z. LaVine (drawn by C. Andersen),,28,31
117,2,9:03.0,,Minnesota full timeout,28,31
118,2,9:03.0,,N. Peković enters the game for G. Dieng,28,31
119,2,9:03.0,,R. Rubio enters the game for M. Williams,28,31
120,2,9:03.0,C. Andersen makes free throw 1 of 2,,29,31
121,2,9:03.0,C. Andersen misses free throw 2 of 2,,29,31
122,2,9:03.0,,Defensive rebound by R. Rubio,29,31
123,2,8:52.0,,Turnover by R. Rubio (bad pass; steal by N. Cole),29,31
124,2,8:47.0,N. Cole misses 2-pt jump shot from 5 ft (block by A. Bennett),,29,31
125,2,8:45.0,Offensive rebound by C. Andersen,,29,31
126,2,8:41.0,C. Bosh misses 3-pt jump shot from 24 ft,,29,31
127,2,8:40.0,,Defensive rebound by R. Rubio,29,31
128,2,8:25.0,,Shooting foul by D. Granger (drawn by T. Young),29,31
129,2,8:25.0,,T. Young makes free throw 1 of 2,29,32
130,2,8:25.0,J. Ennis enters the game for D. Granger,,29,32
131,2,8:25.0,,T. Young makes free throw 2 of 2,29,33
132,2,8:11.0,N. Cole makes 2-pt jump shot from 19 ft,,31,33
133,2,7:56.0,,N. Peković makes 2-pt layup at rim (assist by T. Young),31,35
134,2,7:56.0,,Shooting foul by C. Andersen (drawn by N. Peković),31,35
135,2,7:56.0,,N. Peković makes free throw 1 of 1,31,36
136,2,7:46.0,C. Andersen misses 2-pt layup from 1 ft,,31,36
137,2,7:45.0,,Defensive rebound by N. Peković,31,36
138,2,7:41.0,,A. Bennett makes 2-pt dunk at rim (assist by R. Rubio),31,38
139,2,7:39.0,Miami full timeout,,31,38
140,2,7:23.0,C. Bosh misses 2-pt jump shot from 7 ft,,31,38
141,2,7:22.0,,Defensive rebound by R. Rubio,31,38
142,2,7:07.0,,T. Young makes 2-pt layup at rim (assist by R. Rubio),31,40
143,2,6:54.0,,Violation by R. Rubio (kicked ball),31,40
144,2,6:54.0,L. Deng enters the game for C. Bosh,,31,40
145,2,6:54.0,H. Whiteside enters the game for C. Andersen,,31,40
146,2,6:40.0,M. Chalmers enters the game for N. Cole,,31,40
147,2,6:38.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,34,40
148,2,6:22.0,,T. Young misses 2-pt jump shot from 3 ft,34,40
149,2,6:21.0,Defensive rebound by M. Chalmers,,34,40
150,2,6:14.0,,Offensive charge foul by J. Ennis (drawn by T. Young),34,40
151,2,6:14.0,Turnover by J. Ennis (offensive foul),,34,40
152,2,6:14.0,,K. Martin enters the game for Z. LaVine,34,40
153,2,6:01.0,,Turnover by R. Rubio (lost ball; steal by T. Johnson),34,40
154,2,5:55.0,T. Johnson misses 2-pt layup from 1 ft,,34,40
155,2,5:53.0,,Defensive rebound by A. Bennett,34,40
156,2,5:43.0,,Personal foul by T. Johnson (drawn by R. Rubio),34,40
157,2,5:43.0,,A. Wiggins enters the game for A. Bennett,34,40
158,2,5:43.0,S. Napier enters the game for T. Johnson,,34,40
159,2,5:33.0,,K. Martin misses 2-pt jump shot from 15 ft,34,40
160,2,5:30.0,Defensive rebound by S. Napier,,34,40
161,2,5:15.0,L. Deng makes 2-pt jump shot from 20 ft (assist by J. Ennis),,36,40
162,2,4:50.0,,T. Young makes 2-pt layup from 2 ft,36,42
163,2,4:25.0,S. Napier misses 2-pt jump shot from 21 ft,,36,42
164,2,4:24.0,Offensive rebound by H. Whiteside,,36,42
165,2,4:22.0,H. Whiteside makes 2-pt layup at rim,,38,42
166,2,4:03.0,,Turnover by R. Rubio (bad pass; steal by L. Deng),38,42
167,2,3:51.0,L. Deng makes 2-pt hook shot from 6 ft,,40,42
168,2,3:35.0,,Personal foul by S. Napier (drawn by R. Rubio),40,42
169,2,3:35.0,,R. Rubio makes free throw 1 of 2,40,43
170,2,3:35.0,,R. Rubio makes free throw 2 of 2,40,44
171,2,3:26.0,Shooting block foul by R. Rubio (drawn by M. Chalmers),,40,44
172,2,3:26.0,M. Chalmers makes free throw 1 of 2,,41,44
173,2,3:26.0,,M. Williams enters the game for R. Rubio,41,44
174,2,3:26.0,M. Chalmers makes free throw 2 of 2,,42,44
175,2,3:13.0,,Turnover by K. Martin (bad pass; steal by S. Napier),42,44
176,2,3:08.0,Shooting foul by A. Wiggins (drawn by L. Deng),,42,44
177,2,3:08.0,L. Deng makes free throw 1 of 2,,43,44
178,2,3:08.0,L. Deng makes free throw 2 of 2,,44,44
179,2,2:54.0,,T. Young misses 2-pt jump shot from 15 ft,44,44
180,2,2:53.0,Defensive rebound by L. Deng,,44,44
181,2,2:42.0,J. Ennis misses 3-pt jump shot from 23 ft,,44,44
182,2,2:41.0,,Defensive rebound by N. Peković,44,44
183,2,2:32.0,,M. Williams makes 3-pt jump shot from 25 ft,44,47
184,2,2:10.0,S. Napier misses 3-pt jump shot from 23 ft,,44,47
185,2,2:08.0,Offensive rebound by J. Ennis,,44,47
186,2,2:06.0,J. Ennis misses 2-pt dunk at rim (block by A. Wiggins),,44,47
187,2,2:06.0,Offensive rebound by Team,,44,47
188,2,2:06.0,Miami full timeout,,44,47
189,2,2:06.0,C. Bosh enters the game for J. Ennis,,44,47
190,2,1:52.0,Personal foul by A. Wiggins (drawn by L. Deng),,44,47
191,2,1:52.0,,C. Budinger enters the game for A. Wiggins,44,47
192,2,1:48.0,Personal foul by C. Budinger (drawn by L. Deng),,44,47
193,2,1:48.0,L. Deng makes free throw 1 of 2,,45,47
194,2,1:48.0,L. Deng makes free throw 2 of 2,,46,47
195,2,1:35.0,,M. Williams misses 2-pt jump shot from 6 ft,46,47
196,2,1:34.0,Defensive rebound by H. Whiteside,,46,47
197,2,1:22.0,Personal foul by C. Budinger (drawn by L. Deng),,46,47
198,2,1:22.0,L. Deng makes free throw 1 of 2,,47,47
199,2,1:22.0,L. Deng misses free throw 2 of 2,,47,47
200,2,1:22.0,,Defensive rebound by T. Young,47,47
201,2,1:05.0,,N. Peković misses 2-pt jump shot from 4 ft,47,47
202,2,1:03.0,Defensive rebound by C. Bosh,,47,47
203,2,1:00.0,Turnover by L. Deng (lost ball; steal by T. Young),,47,47
204,2,0:56.0,,K. Martin makes 2-pt dunk at rim (assist by T. Young),47,49
205,2,0:43.0,C. Bosh makes 2-pt jump shot from 20 ft (assist by S. Napier),,49,49
206,2,0:38.0,,Shooting foul by M. Chalmers (drawn by K. Martin),49,49
207,2,0:38.0,,K. Martin makes free throw 1 of 2,49,50
208,2,0:38.0,,K. Martin makes free throw 2 of 2,49,51
209,2,0:24.0,C. Bosh misses 2-pt jump shot from 13 ft,,49,51
210,2,0:22.0,Offensive rebound by L. Deng,,49,51
211,2,0:17.0,C. Bosh misses 3-pt jump shot from 23 ft,,49,51
212,2,0:16.0,Offensive rebound by H. Whiteside,,49,51
213,2,0:15.0,H. Whiteside makes 2-pt layup at rim,,51,51
214,2,0:00.0,,M. Williams makes 2-pt jump shot from 22 ft,51,53
215,3,11:41.0,S. Napier misses 3-pt jump shot from 24 ft,,51,53
216,3,11:40.0,,Defensive rebound by A. Wiggins,51,53
217,3,11:28.0,,T. Young makes 2-pt jump shot from 2 ft,51,55
218,3,11:11.0,C. Bosh misses 2-pt jump shot from 12 ft,,51,55
219,3,11:09.0,Offensive rebound by H. Whiteside,,51,55
220,3,11:08.0,H. Whiteside makes 2-pt layup from 2 ft,,53,55
221,3,10:48.0,,A. Wiggins misses 2-pt jump shot from 19 ft,53,55
222,3,10:47.0,Defensive rebound by M. Chalmers,,53,55
223,3,10:34.0,M. Chalmers makes 2-pt layup from 1 ft,,55,55
224,3,10:22.0,,Personal foul by S. Napier (drawn by R. Rubio),55,55
225,3,10:10.0,,Shooting foul by H. Whiteside (drawn by N. Peković),55,55
226,3,10:10.0,,N. Peković makes free throw 1 of 2,55,56
227,3,10:10.0,,N. Peković makes free throw 2 of 2,55,57
228,3,9:50.0,M. Chalmers makes 2-pt layup at rim,,57,57
229,3,9:24.0,,R. Rubio misses 2-pt jump shot from 17 ft,57,57
230,3,9:23.0,Defensive rebound by H. Whiteside,,57,57
231,3,9:13.0,L. Deng makes 2-pt jump shot from 10 ft,,59,57
232,3,8:57.0,,Turnover by T. Young (bad pass; steal by M. Chalmers),59,57
233,3,8:53.0,M. Chalmers makes 2-pt layup from 2 ft,,61,57
234,3,8:52.0,,Minnesota full timeout,61,57
235,3,8:36.0,,K. Martin misses 2-pt jump shot from 19 ft,61,57
236,3,8:35.0,Defensive rebound by C. Bosh,,61,57
237,3,8:12.0,S. Napier makes 3-pt jump shot from 22 ft (assist by M. Chalmers),,64,57
238,3,7:58.0,,N. Peković makes 2-pt layup at rim (assist by R. Rubio),64,59
239,3,7:58.0,,Shooting foul by H. Whiteside (drawn by N. Peković),64,59
240,3,7:58.0,,N. Peković misses free throw 1 of 1,64,59
241,3,7:58.0,Defensive rebound by H. Whiteside,,64,59
242,3,7:38.0,L. Deng misses 2-pt jump shot from 14 ft,,64,59
243,3,7:36.0,,Defensive rebound by N. Peković,64,59
244,3,7:31.0,,Shooting foul by M. Chalmers (drawn by R. Rubio),64,59
245,3,7:31.0,,R. Rubio makes free throw 1 of 2,64,60
246,3,7:31.0,,G. Dieng enters the game for N. Peković,64,60
247,3,7:31.0,,R. Rubio misses free throw 2 of 2,64,60
248,3,7:31.0,Defensive rebound by H. Whiteside,,64,60
249,3,7:17.0,Turnover by C. Bosh (lost ball; steal by R. Rubio),,64,60
250,3,7:12.0,,R. Rubio misses 2-pt layup at rim,64,60
251,3,7:10.0,Defensive rebound by H. Whiteside,,64,60
252,3,6:58.0,S. Napier misses 3-pt jump shot from 25 ft,,64,60
253,3,6:57.0,Offensive rebound by H. Whiteside,,64,60
254,3,6:55.0,H. Whiteside makes 2-pt jump shot from 4 ft,,66,60
255,3,6:41.0,,Personal foul by M. Chalmers (drawn by K. Martin),66,60
256,3,6:41.0,D. Granger enters the game for C. Bosh,,66,60
257,3,6:41.0,,K. Martin makes free throw 1 of 2,66,61
258,3,6:41.0,,M. Williams enters the game for R. Rubio,66,61
259,3,6:41.0,,K. Martin makes free throw 2 of 2,66,62
260,3,6:34.0,Personal foul by M. Williams (drawn by S. Napier),,66,62
261,3,6:25.0,Turnover by M. Chalmers (step out of bounds),,66,62
262,3,6:13.0,,Turnover by M. Williams (bad pass),66,62
263,3,6:02.0,Turnover by L. Deng (bad pass; steal by T. Young),,66,62
264,3,5:53.0,,Shooting foul by D. Granger (drawn by G. Dieng),66,62
265,3,5:53.0,,G. Dieng makes free throw 1 of 2,66,63
266,3,5:53.0,,A. Bennett enters the game for T. Young,66,63
267,3,5:53.0,,G. Dieng makes free throw 2 of 2,66,64
268,3,5:49.0,Miami full timeout,,66,64
269,3,5:39.0,S. Napier makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,69,64
270,3,5:17.0,,Turnover by M. Williams (bad pass; steal by L. Deng),69,64
271,3,5:04.0,Personal foul by K. Martin (drawn by M. Chalmers),,69,64
272,3,4:51.0,M. Chalmers misses 2-pt jump shot from 7 ft,,69,64
273,3,4:50.0,Offensive rebound by H. Whiteside,,69,64
274,3,4:49.0,H. Whiteside makes 2-pt dunk at rim,,71,64
275,3,4:37.0,,K. Martin makes 2-pt jump shot from 19 ft (assist by M. Williams),71,66
276,3,4:37.0,,Shooting foul by M. Chalmers (drawn by K. Martin),71,66
277,3,4:37.0,N. Cole enters the game for M. Chalmers,,71,66
278,3,4:37.0,,K. Martin misses free throw 1 of 1,71,66
279,3,4:37.0,Defensive rebound by H. Whiteside,,71,66
280,3,4:24.0,H. Whiteside makes 2-pt jump shot from 15 ft (assist by N. Cole),,73,66
281,3,4:06.0,,A. Wiggins misses 2-pt jump shot from 8 ft,73,66
282,3,4:04.0,Defensive rebound by H. Whiteside,,73,66
283,3,3:53.0,L. Deng makes 3-pt jump shot from 23 ft (assist by S. Napier),,76,66
284,3,3:41.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by M. Williams),76,69
285,3,3:20.0,H. Whiteside makes 2-pt layup at rim (assist by S. Napier),,78,69
286,3,3:02.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by M. Williams),78,72
287,3,2:39.0,D. Granger misses 3-pt jump shot from 24 ft,,78,72
288,3,2:38.0,,Defensive rebound by K. Martin,78,72
289,3,2:27.0,,K. Martin misses 2-pt jump shot from 16 ft,78,72
290,3,2:26.0,Defensive rebound by D. Granger,,78,72
291,3,2:06.0,H. Whiteside misses 2-pt jump shot from 17 ft,,78,72
292,3,2:04.0,Offensive rebound by D. Granger,,78,72
293,3,2:04.0,Shooting foul by G. Dieng (drawn by D. Granger),,78,72
294,3,2:04.0,D. Granger misses free throw 1 of 2,,78,72
295,3,2:04.0,Offensive rebound by Team,,78,72
296,3,2:04.0,C. Bosh enters the game for H. Whiteside,,78,72
297,3,2:04.0,C. Andersen enters the game for L. Deng,,78,72
298,3,2:04.0,,T. Young enters the game for A. Wiggins,78,72
299,3,2:04.0,D. Granger makes free throw 2 of 2,,79,72
300,3,1:50.0,,K. Martin misses 2-pt jump shot from 20 ft,79,72
301,3,1:49.0,Defensive rebound by C. Andersen,,79,72
302,3,1:39.0,Turnover by S. Napier (bad pass; steal by M. Williams),,79,72
303,3,1:35.0,,K. Martin makes 2-pt layup at rim (assist by M. Williams),79,74
304,3,1:16.0,Shooting foul by G. Dieng (drawn by C. Bosh),,79,74
305,3,1:16.0,C. Bosh makes free throw 1 of 2,,80,74
306,3,1:16.0,T. Johnson enters the game for S. Napier,,80,74
307,3,1:16.0,C. Bosh makes free throw 2 of 2,,81,74
308,3,0:55.0,,A. Bennett misses 3-pt jump shot from 22 ft,81,74
309,3,0:54.0,Defensive rebound by C. Andersen,,81,74
310,3,0:41.0,N. Cole misses 2-pt layup from 2 ft,,81,74
311,3,0:40.0,,Defensive rebound by M. Williams,81,74
312,3,0:30.0,,T. Young makes 2-pt jump shot from 4 ft,81,76
313,3,0:10.0,N. Cole misses 2-pt jump shot from 11 ft,,81,76
314,3,0:10.0,Offensive rebound by C. Andersen,,81,76
315,3,0:10.0,C. Andersen makes 2-pt tip-in at rim,,83,76
316,3,0:00.0,,K. Martin misses 2-pt jump shot from 17 ft,83,76
317,3,0:00.0,,Offensive rebound by Team,83,76
318,4,11:43.0,,Z. LaVine misses 2-pt jump shot from 19 ft,83,76
319,4,11:42.0,Defensive rebound by D. Granger,,83,76
320,4,11:34.0,Personal foul by T. Young (drawn by N. Cole),,83,76
321,4,11:19.0,C. Bosh misses 2-pt jump shot from 11 ft,,83,76
322,4,11:18.0,,Defensive rebound by A. Bennett,83,76
323,4,10:57.0,,A. Bennett makes 2-pt hook shot from 3 ft (assist by M. Williams),83,78
324,4,10:56.0,Technical foul by N. Cole,,83,78
325,4,10:56.0,,M. Williams misses technical free throw,83,78
326,4,10:56.0,Offensive rebound by Team,,83,78
327,4,10:42.0,Miami full timeout,,83,78
328,4,10:34.0,C. Bosh makes 2-pt jump shot from 17 ft,,85,78
329,4,10:08.0,,Offensive foul by T. Young (drawn by D. Granger),85,78
330,4,10:08.0,,Turnover by T. Young (offensive foul),85,78
331,4,9:47.0,N. Cole makes 3-pt jump shot from 22 ft (assist by C. Bosh),,88,78
332,4,9:46.0,,Minnesota full timeout,88,78
333,4,9:46.0,,A. Wiggins enters the game for A. Bennett,88,78
334,4,9:46.0,,K. Martin enters the game for Z. LaVine,88,78
335,4,9:40.0,,A. Wiggins misses 2-pt layup at rim,88,78
336,4,9:39.0,Defensive rebound by C. Andersen,,88,78
337,4,9:16.0,N. Cole misses 2-pt jump shot from 20 ft,,88,78
338,4,9:15.0,,Defensive rebound by G. Dieng,88,78
339,4,9:02.0,,T. Young misses 2-pt jump shot from 7 ft,88,78
340,4,9:01.0,Defensive rebound by C. Bosh,,88,78
341,4,8:46.0,D. Granger misses 2-pt jump shot from 13 ft,,88,78
342,4,8:45.0,,Defensive rebound by M. Williams,88,78
343,4,8:37.0,,G. Dieng makes 2-pt dunk at rim (assist by M. Williams),88,80
344,4,8:10.0,D. Granger misses 2-pt jump shot from 5 ft,,88,80
345,4,8:09.0,,Defensive rebound by G. Dieng,88,80
346,4,7:56.0,,Shooting foul by C. Andersen (drawn by G. Dieng),88,80
347,4,7:56.0,,G. Dieng makes free throw 1 of 2,88,81
348,4,7:56.0,L. Deng enters the game for D. Granger,,88,81
349,4,7:56.0,,G. Dieng makes free throw 2 of 2,88,82
350,4,7:46.0,Turnover by N. Cole (offensive foul),,88,82
351,4,7:46.0,Offensive foul by N. Cole (drawn by M. Williams),,88,82
352,4,7:36.0,,M. Williams makes 3-pt jump shot from 25 ft,88,85
353,4,7:23.0,Turnover by N. Cole (bad pass; steal by K. Martin),,88,85
354,4,7:11.0,,K. Martin misses 3-pt jump shot from 24 ft,88,85
355,4,7:10.0,,Offensive rebound by A. Wiggins,88,85
356,4,7:09.0,,Shooting foul by C. Andersen (drawn by A. Wiggins),88,85
357,4,7:09.0,,A. Wiggins makes free throw 1 of 2,88,86
358,4,7:09.0,H. Whiteside enters the game for C. Andersen,,88,86
359,4,7:09.0,M. Chalmers enters the game for T. Johnson,,88,86
360,4,7:09.0,,R. Rubio enters the game for M. Williams,88,86
361,4,7:09.0,,A. Wiggins makes free throw 2 of 2,88,87
362,4,6:46.0,H. Whiteside makes 2-pt jump shot from 6 ft (assist by N. Cole),,90,87
363,4,6:33.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by R. Rubio),90,90
364,4,6:17.0,Shooting foul by A. Wiggins (drawn by N. Cole),,90,90
365,4,6:17.0,N. Cole makes free throw 1 of 2,,91,90
366,4,6:17.0,N. Cole makes free throw 2 of 2,,92,90
367,4,6:02.0,,Shooting foul by N. Cole (drawn by R. Rubio),92,90
368,4,6:02.0,,R. Rubio makes free throw 1 of 2,92,91
369,4,6:02.0,,R. Rubio makes free throw 2 of 2,92,92
370,4,5:49.0,Personal foul by K. Martin (drawn by M. Chalmers),,92,92
371,4,5:35.0,L. Deng misses 2-pt jump shot from 6 ft,,92,92
372,4,5:33.0,,Defensive rebound by T. Young,92,92
373,4,5:15.0,,T. Young misses 2-pt jump shot from 4 ft,92,92
374,4,5:14.0,Defensive rebound by N. Cole,,92,92
375,4,5:05.0,L. Deng misses 3-pt jump shot from 23 ft,,92,92
376,4,5:04.0,,Defensive rebound by T. Young,92,92
377,4,4:57.0,,Offensive foul by K. Martin (drawn by M. Chalmers),92,92
378,4,4:57.0,,Turnover by K. Martin (offensive foul),92,92
379,4,4:49.0,Personal foul by T. Young (drawn by C. Bosh),,92,92
380,4,4:35.0,M. Chalmers misses 2-pt layup from 1 ft,,92,92
381,4,4:34.0,,Defensive rebound by G. Dieng,92,92
382,4,4:18.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by K. Martin),92,94
383,4,4:18.0,,Shooting foul by C. Bosh (drawn by G. Dieng),92,94
384,4,4:18.0,,G. Dieng makes free throw 1 of 1,92,95
385,4,4:05.0,Personal block foul by T. Young (drawn by C. Bosh),,92,95
386,4,4:05.0,C. Bosh makes free throw 1 of 2,,93,95
387,4,4:05.0,S. Napier enters the game for N. Cole,,93,95
