,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
388,4,0:09.0,,D. Favors misses 2-pt jump shot from 15 ft,96,95
389,4,0:05.0,Defensive rebound by T. Snell,,96,95
390,4,0:05.0,,T. Booker enters the game for E. Freedom,96,95
391,4,0:03.0,Personal foul by D. Favors (drawn by P. Gasol),,96,95
392,4,0:03.0,P. Gasol makes free throw 1 of 2,,97,95
393,4,0:03.0,P. Gasol misses free throw 2 of 2,,97,95
394,4,0:03.0,,Defensive rebound by A. Burks,97,95
395,4,0:03.0,,Utah full timeout,97,95
396,4,0:03.0,,J. Ingles enters the game for T. Booker,97,95
397,4,0:03.0,,S. Novak enters the game for A. Burks,97,95
398,4,0:00.0,,G. Hayward misses 3-pt jump shot from 24 ft,97,95
399,4,0:00.0,,Offensive rebound by Team,97,95
