,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
94,2,11:14.0,,S. Blake misses 2-pt jump shot from 13 ft,23,23
95,2,11:13.0,Defensive rebound by P. Patterson,,23,23
96,2,11:03.0,J. Johnson misses 2-pt jump shot from 4 ft (block by C. Kaman),,23,23
97,2,10:59.0,,Defensive rebound by C. McCollum,23,23
98,2,10:50.0,,D. Wright misses 3-pt jump shot from 22 ft,23,23
99,2,10:48.0,Defensive rebound by G. Vásquez,,23,23
100,2,10:45.0,G. Vásquez makes 2-pt layup from 2 ft,,25,23
101,2,10:27.0,,C. Kaman makes 2-pt dunk at rim (assist by D. Wright),25,25
102,2,10:11.0,Shooting foul by C. McCollum (drawn by L. Williams),,25,25
103,2,10:11.0,L. Williams makes free throw 1 of 3,,26,25
104,2,10:11.0,L. Williams makes free throw 2 of 3,,27,25
105,2,10:11.0,L. Williams makes free throw 3 of 3,,28,25
106,2,10:01.0,,W. Matthews misses 3-pt jump shot from 24 ft,28,25
107,2,10:01.0,Defensive rebound by P. Patterson,,28,25
108,2,9:56.0,Shooting foul by C. McCollum (drawn by L. Williams),,28,25
109,2,9:56.0,L. Williams makes free throw 1 of 2,,29,25
110,2,9:56.0,L. Williams makes free throw 2 of 2,,30,25
111,2,9:37.0,,C. McCollum misses 3-pt jump shot from 22 ft,30,25
112,2,9:36.0,Defensive rebound by P. Patterson,,30,25
113,2,9:28.0,G. Vásquez misses 3-pt jump shot from 24 ft,,30,25
114,2,9:27.0,,Defensive rebound by W. Matthews,30,25
115,2,9:07.0,,S. Blake misses 3-pt jump shot from 23 ft,30,25
116,2,9:06.0,Defensive rebound by J. Johnson,,30,25
117,2,8:52.0,J. Johnson misses 2-pt jump shot from 13 ft,,30,25
118,2,8:52.0,,Defensive rebound by C. Kaman,30,25
119,2,8:45.0,,Turnover by S. Blake (bad pass; steal by P. Patterson),30,25
120,2,8:26.0,Official timeout,,30,25
121,2,8:26.0,,N. Batum enters the game for W. Matthews,30,25
122,2,8:21.0,G. Vásquez misses 3-pt jump shot from 27 ft,,30,25
123,2,8:20.0,,Defensive rebound by C. Kaman,30,25
124,2,7:59.0,,C. Kaman misses 2-pt hook shot from 8 ft,30,25
125,2,7:57.0,Defensive rebound by L. Williams,,30,25
126,2,7:52.0,Personal foul by C. McCollum (drawn by L. Williams),,30,25
127,2,7:52.0,,J. Freeland enters the game for C. Kaman,30,25
128,2,7:52.0,K. Lowry enters the game for G. Vásquez,,30,25
129,2,7:52.0,T. Hansbrough enters the game for A. Johnson,,30,25
130,2,7:45.0,J. Johnson makes 2-pt hook shot from 6 ft (assist by P. Patterson),,32,25
131,2,7:24.0,,J. Freeland misses 2-pt hook shot from 6 ft,32,25
132,2,7:23.0,Defensive rebound by T. Hansbrough,,32,25
133,2,7:11.0,L. Williams misses 3-pt jump shot from 24 ft,,32,25
134,2,7:10.0,,Defensive rebound by J. Freeland,32,25
135,2,7:01.0,,D. Lillard enters the game for C. McCollum,32,25
136,2,6:59.0,,D. Wright misses 2-pt jump shot from 5 ft,32,25
137,2,6:58.0,Defensive rebound by P. Patterson,,32,25
138,2,6:40.0,Turnover by L. Williams (bad pass; steal by N. Batum),,32,25
139,2,6:32.0,,D. Wright misses 3-pt jump shot from 24 ft,32,25
140,2,6:31.0,Defensive rebound by J. Johnson,,32,25
141,2,6:20.0,K. Lowry misses 2-pt jump shot from 7 ft (block by D. Wright),,32,25
142,2,6:19.0,,Defensive rebound by J. Freeland,32,25
143,2,6:13.0,Violation by K. Lowry (kicked ball),,32,25
144,2,6:13.0,,L. Aldridge enters the game for D. Wright,32,25
145,2,5:57.0,,Turnover by D. Lillard (offensive foul),32,25
146,2,5:57.0,Offensive charge foul by D. Lillard (drawn by K. Lowry),,32,25
147,2,5:57.0,,Portland full timeout,32,25
148,2,5:57.0,T. Ross enters the game for J. Johnson,,32,25
149,2,5:57.0,A. Johnson enters the game for P. Patterson,,32,25
150,2,5:44.0,K. Lowry makes 2-pt layup from 2 ft,,34,25
151,2,5:27.0,,D. Lillard misses 3-pt jump shot from 28 ft,34,25
152,2,5:26.0,,Offensive rebound by Team,34,25
153,2,5:26.0,Loose ball foul by T. Hansbrough (drawn by L. Aldridge),,34,25
154,2,5:26.0,,W. Matthews enters the game for S. Blake,34,25
155,2,5:18.0,,L. Aldridge misses 2-pt jump shot from 11 ft,34,25
156,2,5:17.0,Defensive rebound by K. Lowry,,34,25
157,2,5:08.0,K. Lowry makes 2-pt hook shot from 5 ft,,36,25
158,2,4:50.0,,D. Lillard makes 2-pt layup from 1 ft,36,27
159,2,4:34.0,Offensive foul by A. Johnson (drawn by D. Lillard),,36,27
160,2,4:34.0,Turnover by A. Johnson (offensive foul),,36,27
161,2,4:20.0,,Shooting foul by A. Johnson (drawn by L. Aldridge),36,27
162,2,4:20.0,,L. Aldridge makes free throw 1 of 2,36,28
163,2,4:20.0,,L. Aldridge makes free throw 2 of 2,36,29
164,2,4:00.0,A. Johnson makes 2-pt hook shot from 3 ft,,38,29
165,2,3:43.0,,D. Lillard misses 3-pt jump shot from 25 ft,38,29
166,2,3:42.0,,Offensive rebound by J. Freeland,38,29
167,2,3:42.0,,J. Freeland misses 2-pt tip-in from 2 ft,38,29
168,2,3:41.0,,Offensive rebound by Team,38,29
169,2,3:38.0,,N. Batum misses 2-pt jump shot from 18 ft,38,29
170,2,3:37.0,,Offensive rebound by W. Matthews,38,29
171,2,3:25.0,Offensive charge foul by D. Lillard (drawn by T. Ross),,38,29
172,2,3:25.0,,Turnover by D. Lillard (offensive foul),38,29
173,2,3:08.0,Offensive foul by K. Lowry (drawn by W. Matthews),,38,29
174,2,3:08.0,Turnover by K. Lowry (offensive foul),,38,29
175,2,2:56.0,,Personal foul by T. Hansbrough (drawn by L. Aldridge),38,29
176,2,2:56.0,Toronto full timeout,,38,29
177,2,2:56.0,P. Patterson enters the game for A. Johnson,,38,29
178,2,2:56.0,J. Valančiūnas enters the game for L. Williams,,38,29
179,2,2:56.0,G. Vásquez enters the game for T. Hansbrough,,38,29
180,2,2:56.0,,C. Kaman enters the game for J. Freeland,38,29
181,2,2:47.0,,L. Aldridge misses 2-pt jump shot from 19 ft,38,29
182,2,2:47.0,Defensive rebound by J. Valančiūnas,,38,29
183,2,2:35.0,K. Lowry misses 2-pt jump shot at rim,,38,29
184,2,2:34.0,Offensive rebound by K. Lowry,,38,29
185,2,2:34.0,K. Lowry makes 2-pt tip-in at rim,,40,29
186,2,2:18.0,,W. Matthews makes 2-pt jump shot from 7 ft (assist by D. Lillard),40,31
187,2,2:05.0,Personal foul by W. Matthews (drawn by K. Lowry),,40,31
188,2,1:53.0,K. Lowry makes 2-pt jump shot from 7 ft,,42,31
189,2,1:40.0,,W. Matthews misses 3-pt jump shot from 22 ft,42,31
190,2,1:39.0,Defensive rebound by T. Ross,,42,31
191,2,1:34.0,Shooting foul by N. Batum (drawn by G. Vásquez),,42,31
192,2,1:34.0,G. Vásquez makes free throw 1 of 2,,43,31
193,2,1:34.0,,D. Wright enters the game for C. Kaman,43,31
194,2,1:34.0,G. Vásquez misses free throw 2 of 2,,43,31
195,2,1:33.0,,Defensive rebound by L. Aldridge,43,31
196,2,1:26.0,,D. Lillard makes 2-pt jump shot from 18 ft,43,33
197,2,1:07.0,G. Vásquez misses 3-pt jump shot from 24 ft,,43,33
198,2,1:06.0,,Defensive rebound by L. Aldridge,43,33
199,2,1:00.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Wright),43,36
200,2,0:53.0,Toronto full timeout,,43,36
201,2,0:53.0,L. Williams enters the game for J. Valančiūnas,,43,36
202,2,0:37.0,K. Lowry misses 3-pt jump shot from 24 ft,,43,36
203,2,0:36.0,,Defensive rebound by W. Matthews,43,36
204,2,0:28.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by W. Matthews),43,38
205,2,0:04.0,L. Williams misses 3-pt jump shot from 24 ft,,43,38
206,2,0:03.0,Offensive rebound by K. Lowry,,43,38
207,2,0:03.0,K. Lowry makes 2-pt layup from 1 ft,,45,38
208,2,0:02.0,,Portland full timeout,45,38
209,2,0:02.0,A. Johnson enters the game for T. Ross,,45,38
210,2,0:00.0,,D. Wright misses 3-pt jump shot from 29 ft,45,38
211,2,0:00.0,,Offensive rebound by Team,45,38
212,3,11:39.0,,L. Aldridge makes 2-pt hook shot from 6 ft,45,40
213,3,11:15.0,J. Valančiūnas makes 2-pt jump shot from 7 ft,,47,40
214,3,11:01.0,,W. Matthews misses 2-pt jump shot from 21 ft,47,40
215,3,11:01.0,Defensive rebound by K. Lowry,,47,40
216,3,10:54.0,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),,50,40
217,3,10:35.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by N. Batum),50,42
218,3,10:14.0,J. Johnson makes 2-pt layup from 1 ft,,52,42
219,3,9:54.0,,L. Aldridge misses 2-pt jump shot from 12 ft,52,42
220,3,9:53.0,Defensive rebound by K. Lowry,,52,42
221,3,9:47.0,T. Ross misses 2-pt layup at rim,,52,42
222,3,9:44.0,,Defensive rebound by L. Aldridge,52,42
223,3,9:32.0,,L. Aldridge misses 2-pt jump shot from 17 ft,52,42
224,3,9:31.0,,Offensive rebound by N. Batum,52,42
225,3,9:30.0,,N. Batum misses 2-pt tip-in at rim,52,42
226,3,9:28.0,,Offensive rebound by N. Batum,52,42
227,3,9:24.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Lillard),52,45
228,3,8:58.0,Shooting foul by L. Aldridge (drawn by A. Johnson),,52,45
229,3,8:58.0,A. Johnson makes free throw 1 of 2,,53,45
230,3,8:58.0,A. Johnson makes free throw 2 of 2,,54,45
231,3,8:40.0,,N. Batum misses 2-pt jump shot from 18 ft,54,45
232,3,8:39.0,Defensive rebound by J. Johnson,,54,45
233,3,8:20.0,A. Johnson misses 2-pt layup from 1 ft (block by L. Aldridge),,54,45
234,3,8:17.0,Offensive rebound by A. Johnson,,54,45
235,3,8:17.0,A. Johnson makes 2-pt tip-in at rim,,56,45
236,3,8:06.0,,D. Lillard misses 3-pt jump shot from 25 ft,56,45
237,3,8:04.0,Defensive rebound by J. Johnson,,56,45
238,3,7:53.0,T. Ross misses 3-pt jump shot from 24 ft,,56,45
239,3,7:53.0,,Defensive rebound by Team,56,45
240,3,7:53.0,Loose ball foul by J. Valančiūnas (drawn by J. Freeland),,56,45
241,3,7:53.0,,C. Kaman enters the game for J. Freeland,56,45
242,3,7:36.0,,L. Aldridge misses 2-pt layup from 1 ft,56,45
243,3,7:36.0,,Offensive rebound by C. Kaman,56,45
244,3,7:36.0,,Shooting foul by J. Johnson (drawn by C. Kaman),56,45
245,3,7:36.0,,C. Kaman makes free throw 1 of 2,56,46
246,3,7:36.0,,C. Kaman makes free throw 2 of 2,56,47
247,3,7:20.0,J. Johnson makes 2-pt jump shot from 4 ft,,58,47
248,3,6:56.0,,C. Kaman misses 2-pt jump shot from 6 ft,58,47
249,3,6:54.0,Defensive rebound by J. Valančiūnas,,58,47
250,3,6:41.0,K. Lowry misses 2-pt jump shot from 10 ft,,58,47
251,3,6:40.0,Offensive rebound by J. Johnson,,58,47
252,3,6:35.0,T. Ross makes 2-pt jump shot from 7 ft (assist by J. Johnson),,60,47
253,3,6:34.0,,Portland full timeout,60,47
254,3,6:22.0,,W. Matthews misses 2-pt jump shot from 16 ft,60,47
255,3,6:21.0,,Offensive rebound by C. Kaman,60,47
256,3,6:14.0,,L. Aldridge misses 2-pt jump shot from 3 ft,60,47
257,3,6:13.0,,Offensive rebound by L. Aldridge,60,47
258,3,6:12.0,,L. Aldridge makes 2-pt dunk at rim,60,49
259,3,5:47.0,K. Lowry misses 3-pt jump shot from 24 ft,,60,49
260,3,5:46.0,,Defensive rebound by L. Aldridge,60,49
261,3,5:35.0,,Turnover by C. Kaman (lost ball; steal by K. Lowry),60,49
262,3,5:29.0,Turnover by K. Lowry (bad pass; steal by N. Batum),,60,49
263,3,5:21.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by W. Matthews),60,52
264,3,4:56.0,J. Valančiūnas makes 2-pt jump shot from 7 ft,,62,52
265,3,4:40.0,,D. Lillard misses 3-pt jump shot from 25 ft,62,52
266,3,4:39.0,Defensive rebound by J. Valančiūnas,,62,52
267,3,4:24.0,K. Lowry makes 2-pt jump shot from 14 ft,,64,52
268,3,4:08.0,,Turnover by L. Aldridge (bad pass),64,52
269,3,4:08.0,Toronto full timeout,,64,52
270,3,4:08.0,P. Patterson enters the game for J. Johnson,,64,52
271,3,4:08.0,L. Williams enters the game for A. Johnson,,64,52
272,3,4:08.0,,S. Blake enters the game for W. Matthews,64,52
273,3,3:52.0,T. Ross misses 2-pt jump shot from 4 ft,,64,52
274,3,3:51.0,,Defensive rebound by D. Lillard,64,52
275,3,3:43.0,,D. Lillard makes 3-pt jump shot from 26 ft,64,55
276,3,3:19.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,66,55
277,3,3:06.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by C. Kaman),66,57
278,3,2:46.0,Personal foul by C. Kaman (drawn by J. Valančiūnas),,66,57
279,3,2:46.0,,D. Wright enters the game for C. Kaman,66,57
280,3,2:46.0,G. Vásquez enters the game for T. Ross,,66,57
281,3,2:32.0,G. Vásquez misses 2-pt jump shot from 7 ft,,66,57
282,3,2:31.0,,Defensive rebound by D. Wright,66,57
283,3,2:22.0,,Turnover by D. Wright (bad pass; steal by J. Valančiūnas),66,57
284,3,2:18.0,G. Vásquez makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,68,57
285,3,2:00.0,,L. Aldridge misses 2-pt jump shot from 17 ft,68,57
286,3,1:59.0,Defensive rebound by L. Williams,,68,57
287,3,1:37.0,L. Williams makes 2-pt jump shot from 13 ft,,70,57
288,3,1:21.0,,S. Blake misses 2-pt jump shot from 13 ft,70,57
289,3,1:21.0,Defensive rebound by G. Vásquez,,70,57
290,3,1:05.0,K. Lowry misses 2-pt jump shot from 20 ft,,70,57
291,3,1:03.0,,Defensive rebound by Team,70,57
292,3,1:03.0,,W. Matthews enters the game for N. Batum,70,57
293,3,1:03.0,Technical foul by J. Valančiūnas,,70,57
294,3,1:03.0,,D. Lillard makes technical free throw,70,58
295,3,1:03.0,J. Johnson enters the game for K. Lowry,,70,58
296,3,0:51.0,,D. Wright misses 2-pt jump shot from 11 ft,70,58
297,3,0:50.0,,Offensive rebound by D. Wright,70,58
298,3,0:50.0,,D. Wright makes 2-pt tip-in from 11 ft,70,60
299,3,0:38.0,L. Williams misses 2-pt jump shot from 20 ft,,70,60
300,3,0:37.0,,Defensive rebound by W. Matthews,70,60
301,3,0:31.0,,D. Lillard makes 3-pt jump shot from 26 ft,70,63
302,3,0:07.0,L. Williams misses 2-pt jump shot from 8 ft,,70,63
303,3,0:07.0,,Defensive rebound by Team,70,63
304,3,0:00.0,,D. Lillard misses 3-pt jump shot from 26 ft,70,63
305,3,0:00.0,,Offensive rebound by Team,70,63
306,4,11:49.0,G. Vásquez misses 2-pt jump shot from 23 ft,,70,63
307,4,11:48.0,,Defensive rebound by J. Freeland,70,63
308,4,11:32.0,,Turnover by D. Wright (bad pass; steal by J. Johnson),70,63
309,4,11:29.0,J. Johnson makes 2-pt dunk at rim,,72,63
310,4,11:05.0,,D. Lillard misses 2-pt layup from 2 ft,72,63
311,4,11:04.0,Defensive rebound by T. Hansbrough,,72,63
312,4,10:43.0,L. Williams misses 2-pt layup at rim,,72,63
313,4,10:42.0,,Defensive rebound by J. Freeland,72,63
314,4,10:29.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by S. Blake),72,66
315,4,10:04.0,T. Hansbrough misses 2-pt jump shot from 7 ft (block by D. Wright),,72,66
316,4,10:03.0,Offensive rebound by P. Patterson,,72,66
317,4,10:00.0,P. Patterson misses 2-pt jump shot from 20 ft,,72,66
318,4,10:00.0,,Defensive rebound by D. Wright,72,66
319,4,10:00.0,,Personal foul by T. Hansbrough (drawn by D. Wright),72,66
320,4,9:51.0,,D. Lillard misses 2-pt jump shot from 18 ft (block by T. Hansbrough),72,66
321,4,9:50.0,Defensive rebound by P. Patterson,,72,66
322,4,9:32.0,G. Vásquez makes 3-pt jump shot from 25 ft,,75,66
323,4,9:20.0,,S. Blake makes 2-pt jump shot from 14 ft,75,68
324,4,8:53.0,P. Patterson makes 2-pt layup at rim (assist by J. Johnson),,77,68
325,4,8:31.0,,D. Wright misses 2-pt jump shot from 12 ft,77,68
326,4,8:31.0,Defensive rebound by Team,,77,68
327,4,8:31.0,,Loose ball foul by J. Freeland (drawn by T. Hansbrough),77,68
328,4,8:31.0,Official timeout,,77,68
329,4,8:31.0,,L. Aldridge enters the game for D. Wright,77,68
330,4,8:31.0,,N. Batum enters the game for W. Matthews,77,68
331,4,8:12.0,P. Patterson misses 3-pt jump shot from 25 ft,,77,68
332,4,8:11.0,,Defensive rebound by L. Aldridge,77,68
333,4,7:58.0,,L. Aldridge makes 2-pt jump shot from 5 ft,77,70
334,4,7:58.0,,Shooting foul by T. Hansbrough (drawn by L. Aldridge),77,70
335,4,7:58.0,,L. Aldridge misses free throw 1 of 1,77,70
336,4,7:56.0,,Offensive rebound by J. Freeland,77,70
337,4,7:51.0,,D. Lillard misses 2-pt layup from 1 ft,77,70
338,4,7:50.0,Defensive rebound by L. Williams,,77,70
339,4,7:32.0,L. Williams misses 2-pt jump shot from 21 ft,,77,70
340,4,7:31.0,,Defensive rebound by Team,77,70
341,4,7:31.0,Loose ball foul by T. Hansbrough (drawn by J. Freeland),,77,70
342,4,7:31.0,,W. Matthews enters the game for D. Lillard,77,70
343,4,7:31.0,A. Johnson enters the game for T. Hansbrough,,77,70
344,4,7:15.0,,Personal foul by A. Johnson (drawn by L. Aldridge),77,70
345,4,7:15.0,K. Lowry enters the game for L. Williams,,77,70
346,4,7:04.0,,S. Blake makes 3-pt jump shot from 24 ft (assist by L. Aldridge),77,73
347,4,6:46.0,G. Vásquez misses 3-pt jump shot from 25 ft,,77,73
348,4,6:44.0,,Defensive rebound by S. Blake,77,73
349,4,6:30.0,,L. Aldridge makes 2-pt jump shot from 11 ft,77,75
350,4,6:24.0,Toronto full timeout,,77,75
351,4,6:24.0,J. Valančiūnas enters the game for P. Patterson,,77,75
352,4,6:24.0,T. Ross enters the game for J. Johnson,,77,75
353,4,6:13.0,K. Lowry makes 2-pt jump shot from 20 ft,,79,75
354,4,5:55.0,,W. Matthews misses 3-pt jump shot from 24 ft,79,75
355,4,5:54.0,Defensive rebound by K. Lowry,,79,75
356,4,5:41.0,Shooting foul by S. Blake (drawn by K. Lowry),,79,75
357,4,5:41.0,K. Lowry makes free throw 1 of 2,,80,75
358,4,5:41.0,,D. Lillard enters the game for S. Blake,80,75
359,4,5:41.0,K. Lowry makes free throw 2 of 2,,81,75
360,4,5:26.0,,N. Batum makes 3-pt jump shot from 25 ft,81,78
361,4,5:04.0,Shooting foul by L. Aldridge (drawn by K. Lowry),,81,78
362,4,5:04.0,K. Lowry makes free throw 1 of 2,,82,78
363,4,5:04.0,K. Lowry makes free throw 2 of 2,,83,78
364,4,4:53.0,,Personal foul by G. Vásquez (drawn by N. Batum),83,78
365,4,4:53.0,,N. Batum makes free throw 1 of 2,83,79
366,4,4:53.0,,N. Batum makes free throw 2 of 2,83,80
367,4,4:34.0,G. Vásquez misses 2-pt jump shot from 6 ft,,83,80
368,4,4:32.0,Offensive rebound by J. Valančiūnas,,83,80
369,4,4:32.0,J. Valančiūnas misses 2-pt layup from 1 ft,,83,80
370,4,4:30.0,,Defensive rebound by L. Aldridge,83,80
371,4,4:23.0,,D. Lillard makes 2-pt layup at rim (assist by N. Batum),83,82
372,4,4:01.0,L. Williams enters the game for G. Vásquez,,83,82
373,4,3:56.0,L. Williams misses 3-pt jump shot from 28 ft,,83,82
374,4,3:55.0,,Defensive rebound by J. Freeland,83,82
375,4,3:44.0,,D. Lillard misses 3-pt jump shot from 22 ft,83,82
376,4,3:43.0,Defensive rebound by J. Valančiūnas,,83,82
377,4,3:29.0,K. Lowry misses 2-pt jump shot from 21 ft,,83,82
378,4,3:28.0,,Defensive rebound by W. Matthews,83,82
379,4,3:19.0,,Personal foul by A. Johnson (drawn by L. Aldridge),83,82
380,4,3:19.0,,L. Aldridge misses free throw 1 of 2,83,82
381,4,3:19.0,,Offensive rebound by Team,83,82
382,4,3:19.0,,L. Aldridge makes free throw 2 of 2,83,83
383,4,3:02.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,83,83
384,4,3:01.0,,Defensive rebound by N. Batum,83,83
385,4,2:54.0,,L. Aldridge misses 2-pt layup from 1 ft,83,83
386,4,2:53.0,,Offensive rebound by J. Freeland,83,83
387,4,2:42.0,,L. Aldridge misses 2-pt jump shot from 10 ft,83,83
