,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SAN ANTONIO_ACTION,BROOKLYN_SCORE,SAN ANTONIO_SCORE
73,1,2:13.0,Defensive rebound by J. Jordan,,11,18
74,1,2:05.0,J. Jordan makes 2-pt layup from 1 ft (assist by D. Williams),,13,18
75,1,1:45.0,,Personal foul by D. Williams (drawn by T. Parker),13,18
76,1,1:45.0,B. Bogdanović enters the game for D. Williams,,13,18
77,1,1:45.0,A. Anderson enters the game for J. Johnson,,13,18
78,1,1:38.0,,A. Daye misses 3-pt jump shot from 24 ft,13,18
79,1,1:36.0,,Offensive rebound by A. Baynes,13,18
80,1,1:36.0,,A. Baynes misses 2-pt tip-in from 1 ft,13,18
81,1,1:33.0,Defensive rebound by J. Jordan,,13,18
82,1,1:19.0,A. Anderson misses 2-pt jump shot from 15 ft (block by M. Ginóbili),,13,18
83,1,1:16.0,,Defensive rebound by A. Baynes,13,18
84,1,1:11.0,,T. Parker makes 2-pt layup from 2 ft,13,20
85,1,1:00.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Jack),,16,20
86,1,0:52.0,,A. Daye makes 3-pt jump shot from 24 ft (assist by T. Parker),16,23
87,1,0:39.0,M. Teletović misses 2-pt jump shot from 7 ft,,16,23
88,1,0:38.0,Offensive rebound by Team,,16,23
89,1,0:30.0,M. Teletović misses 3-pt jump shot from 24 ft,,16,23
90,1,0:29.0,,Defensive rebound by D. Green,16,23
91,1,0:07.0,,A. Baynes makes 2-pt jump shot from 4 ft,16,25
92,1,0:00.0,J. Jack makes 2-pt jump shot from 17 ft,,18,25
93,2,11:41.0,M. Plumlee misses 2-pt jump shot from 3 ft (block by T. Duncan),,18,25
94,2,11:39.0,,Defensive rebound by T. Duncan,18,25
95,2,11:21.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),18,28
96,2,10:55.0,M. Plumlee misses 2-pt jump shot from 3 ft (block by T. Duncan),,18,28
97,2,10:55.0,Offensive rebound by M. Plumlee,,18,28
98,2,10:55.0,Turnover by Team (shot clock),,18,28
99,2,10:36.0,,A. Baynes makes 2-pt jump shot from 3 ft (assist by T. Parker),18,30
100,2,10:19.0,B. Lopez misses 2-pt jump shot from 5 ft,,18,30
101,2,10:17.0,Offensive rebound by A. Anderson,,18,30
102,2,10:17.0,A. Anderson misses 2-pt layup from 2 ft,,18,30
103,2,10:16.0,,Defensive rebound by A. Baynes,18,30
104,2,10:03.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),18,33
105,2,10:02.0,Brooklyn full timeout,,18,33
106,2,10:02.0,Technical foul by J. Jack,,18,33
107,2,10:02.0,,M. Belinelli enters the game for M. Ginóbili,18,33
108,2,10:02.0,D. Williams enters the game for B. Bogdanović,,18,33
109,2,10:02.0,,T. Parker makes technical free throw,18,34
110,2,9:38.0,M. Plumlee misses 2-pt jump shot from 3 ft,,18,34
111,2,9:37.0,,Defensive rebound by A. Baynes,18,34
112,2,9:27.0,,A. Baynes makes 2-pt dunk at rim (assist by T. Duncan),18,36
113,2,9:06.0,Shooting foul by M. Belinelli (drawn by J. Jack),,18,36
114,2,9:06.0,J. Jack makes free throw 1 of 2,,19,36
115,2,9:06.0,J. Jack makes free throw 2 of 2,,20,36
116,2,8:59.0,,Personal foul by M. Plumlee (drawn by M. Belinelli),20,36
117,2,8:51.0,,T. Parker misses 2-pt jump shot from 9 ft,20,36
118,2,8:50.0,,Offensive rebound by A. Baynes,20,36
119,2,8:47.0,,M. Belinelli misses 3-pt jump shot from 24 ft,20,36
120,2,8:46.0,,Offensive rebound by T. Duncan,20,36
121,2,8:39.0,,T. Parker misses 3-pt jump shot from 24 ft,20,36
122,2,8:38.0,Defensive rebound by A. Anderson,,20,36
123,2,8:29.0,B. Lopez misses 2-pt jump shot from 10 ft,,20,36
124,2,8:28.0,,Defensive rebound by M. Belinelli,20,36
125,2,8:06.0,,T. Duncan makes 2-pt jump shot from 13 ft (assist by D. Green),20,38
126,2,7:50.0,D. Williams makes 2-pt jump shot from 18 ft (assist by B. Lopez),,22,38
127,2,7:33.0,,A. Baynes misses 2-pt jump shot from 14 ft,22,38
128,2,7:31.0,Defensive rebound by J. Jack,,22,38
129,2,7:23.0,Turnover by J. Jack (bad pass; steal by T. Duncan),,22,38
130,2,7:17.0,,D. Green makes 2-pt layup from 1 ft (assist by M. Belinelli),22,40
131,2,6:59.0,A. Anderson misses 3-pt jump shot from 25 ft,,22,40
132,2,6:57.0,,Defensive rebound by T. Parker,22,40
133,2,6:36.0,,D. Green misses 3-pt jump shot from 24 ft,22,40
134,2,6:35.0,Defensive rebound by A. Anderson,,22,40
135,2,6:22.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Jack),,25,40
136,2,6:21.0,,San Antonio full timeout,25,40
137,2,6:21.0,,M. Ginóbili enters the game for D. Green,25,40
138,2,6:21.0,,K. Leonard enters the game for T. Parker,25,40
139,2,6:21.0,J. Johnson enters the game for M. Plumlee,,25,40
140,2,6:21.0,C. Jefferson enters the game for A. Anderson,,25,40
141,2,6:21.0,,B. Diaw enters the game for A. Baynes,25,40
142,2,6:06.0,,T. Duncan misses 2-pt jump shot from 17 ft,25,40
143,2,6:05.0,Defensive rebound by J. Jack,,25,40
144,2,5:43.0,C. Jefferson misses 2-pt jump shot from 4 ft,,25,40
145,2,5:42.0,,Defensive rebound by M. Belinelli,25,40
146,2,5:30.0,,M. Belinelli misses 3-pt jump shot from 24 ft,25,40
147,2,5:29.0,Defensive rebound by D. Williams,,25,40
148,2,5:23.0,D. Williams makes 2-pt jump shot from 18 ft,,27,40
149,2,5:10.0,,B. Diaw makes 2-pt layup from 2 ft,27,42
150,2,4:58.0,D. Williams misses 2-pt jump shot from 7 ft,,27,42
151,2,4:57.0,,Defensive rebound by T. Duncan,27,42
152,2,4:54.0,,K. Leonard makes 2-pt layup from 2 ft (assist by T. Duncan),27,44
153,2,4:54.0,,Shooting foul by J. Johnson (drawn by K. Leonard),27,44
154,2,4:54.0,,T. Parker enters the game for M. Belinelli,27,44
155,2,4:54.0,M. Teletović enters the game for C. Jefferson,,27,44
156,2,4:54.0,,K. Leonard makes free throw 1 of 1,27,45
157,2,4:41.0,J. Johnson misses 2-pt jump shot from 19 ft,,27,45
158,2,4:40.0,Offensive rebound by J. Jack,,27,45
159,2,4:36.0,J. Jack makes 2-pt layup from 1 ft,,29,45
160,2,4:23.0,,Personal block foul by D. Williams (drawn by M. Ginóbili),29,45
161,2,4:13.0,,B. Diaw misses 2-pt jump shot from 19 ft,29,45
162,2,4:12.0,Defensive rebound by J. Jack,,29,45
163,2,3:52.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Jack),,32,45
164,2,3:35.0,,T. Parker misses 2-pt jump shot from 5 ft (block by J. Jack),32,45
165,2,3:34.0,Defensive rebound by M. Teletović,,32,45
166,2,3:28.0,Turnover by D. Williams (bad pass; steal by K. Leonard),,32,45
167,2,3:21.0,,A. Baynes enters the game for T. Duncan,32,45
168,2,3:11.0,,Turnover by B. Diaw (bad pass),32,45
169,2,2:55.0,B. Lopez misses 2-pt jump shot from 10 ft,,32,45
170,2,2:54.0,,Defensive rebound by M. Ginóbili,32,45
171,2,2:45.0,,Personal foul by B. Lopez (drawn by A. Baynes),32,45
172,2,2:45.0,Official timeout,,32,45
173,2,2:38.0,,K. Leonard makes 2-pt dunk at rim (assist by A. Baynes),32,47
174,2,2:19.0,Turnover by J. Johnson (traveling),,32,47
175,2,2:03.0,,K. Leonard makes 2-pt jump shot from 13 ft,32,49
176,2,1:49.0,J. Johnson misses 2-pt jump shot from 7 ft,,32,49
177,2,1:48.0,Offensive rebound by B. Lopez,,32,49
178,2,1:47.0,B. Lopez makes 2-pt layup from 1 ft,,34,49
179,2,1:28.0,,T. Parker makes 2-pt layup from 4 ft,34,51
180,2,1:15.0,Offensive foul by M. Teletović (drawn by B. Diaw),,34,51
181,2,1:15.0,Turnover by M. Teletović (offensive foul),,34,51
182,2,1:15.0,,D. Green enters the game for M. Ginóbili,34,51
183,2,0:58.0,,Turnover by K. Leonard (lost ball; steal by J. Jack),34,51
184,2,0:48.0,B. Lopez makes 2-pt jump shot from 7 ft (assist by J. Johnson),,36,51
185,2,0:31.0,,T. Parker misses 2-pt hook shot from 3 ft,36,51
186,2,0:30.0,Defensive rebound by M. Teletović,,36,51
187,2,0:13.0,M. Teletović misses 3-pt jump shot from 23 ft,,36,51
188,2,0:12.0,Offensive rebound by J. Johnson,,36,51
189,2,0:08.0,J. Johnson misses 3-pt jump shot from 24 ft,,36,51
190,2,0:07.0,,Defensive rebound by B. Diaw,36,51
191,2,0:00.0,,T. Parker misses 2-pt layup from 3 ft,36,51
192,2,0:00.0,Defensive rebound by D. Williams,,36,51
193,3,11:37.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,36,51
194,3,11:35.0,Offensive rebound by M. Teletović,,36,51
195,3,11:34.0,Shooting foul by T. Duncan (drawn by B. Bogdanović),,36,51
196,3,11:34.0,B. Bogdanović makes free throw 1 of 2,,37,51
197,3,11:34.0,B. Bogdanović makes free throw 2 of 2,,38,51
198,3,11:17.0,,K. Leonard misses 2-pt jump shot from 19 ft,38,51
199,3,11:16.0,Defensive rebound by D. Williams,,38,51
200,3,10:54.0,D. Williams misses 3-pt jump shot from 23 ft,,38,51
201,3,10:53.0,Offensive rebound by B. Lopez,,38,51
202,3,10:42.0,J. Johnson misses 2-pt jump shot from 12 ft,,38,51
203,3,10:40.0,Offensive rebound by J. Johnson,,38,51
204,3,10:40.0,J. Johnson misses 2-pt layup from 3 ft,,38,51
205,3,10:39.0,,Defensive rebound by T. Duncan,38,51
206,3,10:25.0,,T. Parker makes 2-pt jump shot from 3 ft (assist by D. Green),38,53
207,3,10:25.0,,Shooting foul by B. Lopez (drawn by T. Parker),38,53
208,3,10:25.0,J. Jack enters the game for D. Williams,,38,53
209,3,10:25.0,,T. Parker makes free throw 1 of 1,38,54
210,3,10:11.0,M. Teletović makes 2-pt jump shot from 16 ft (assist by J. Johnson),,40,54
211,3,9:51.0,,T. Parker misses 3-pt jump shot from 24 ft,40,54
212,3,9:49.0,,Offensive rebound by T. Duncan,40,54
213,3,9:45.0,,Turnover by T. Parker (lost ball),40,54
214,3,9:35.0,M. Teletović makes 2-pt jump shot from 6 ft (assist by J. Johnson),,42,54
215,3,9:35.0,Shooting foul by B. Diaw (drawn by M. Teletović),,42,54
216,3,9:35.0,M. Teletović makes free throw 1 of 1,,43,54
217,3,9:22.0,,Personal foul by B. Lopez (drawn by T. Duncan),43,54
218,3,9:17.0,,T. Parker misses 2-pt jump shot from 16 ft,43,54
219,3,9:16.0,Defensive rebound by J. Jack,,43,54
220,3,9:11.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Jack),,46,54
221,3,9:10.0,,San Antonio full timeout,46,54
222,3,8:47.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Duncan),46,57
223,3,8:34.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Jack),,49,57
224,3,8:20.0,,B. Diaw misses 3-pt jump shot from 24 ft,49,57
225,3,8:19.0,Defensive rebound by B. Bogdanović,,49,57
226,3,8:12.0,,Offensive charge foul by J. Jack (drawn by T. Parker),49,57
227,3,8:12.0,Turnover by J. Jack (offensive foul),,49,57
228,3,7:58.0,,B. Diaw misses 2-pt jump shot from 6 ft (block by B. Lopez),49,57
229,3,7:57.0,Defensive rebound by M. Teletović,,49,57
230,3,7:48.0,M. Teletović misses 3-pt jump shot from 22 ft,,49,57
231,3,7:47.0,,Defensive rebound by T. Parker,49,57
232,3,7:43.0,,T. Parker makes 2-pt layup at rim,49,59
233,3,7:42.0,Brooklyn full timeout,,49,59
234,3,7:34.0,J. Jack misses 2-pt jump shot from 18 ft,,49,59
235,3,7:33.0,,Defensive rebound by D. Green,49,59
236,3,7:18.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Duncan),49,62
237,3,7:01.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Johnson),,52,62
238,3,6:38.0,,B. Diaw makes 2-pt hook shot from 6 ft,52,64
239,3,6:21.0,J. Jack misses 2-pt jump shot from 11 ft,,52,64
240,3,6:20.0,,Defensive rebound by T. Duncan,52,64
241,3,6:03.0,,B. Diaw makes 2-pt jump shot from 3 ft,52,66
242,3,5:36.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,52,66
243,3,5:35.0,,Defensive rebound by K. Leonard,52,66
244,3,5:25.0,,Shooting foul by J. Johnson (drawn by T. Duncan),52,66
245,3,5:25.0,,T. Duncan makes free throw 1 of 2,52,67
246,3,5:25.0,,M. Ginóbili enters the game for T. Parker,52,67
247,3,5:25.0,D. Williams enters the game for B. Bogdanović,,52,67
248,3,5:25.0,J. Jordan enters the game for B. Lopez,,52,67
249,3,5:25.0,,T. Duncan misses free throw 2 of 2,52,67
250,3,5:24.0,Defensive rebound by M. Teletović,,52,67
251,3,5:04.0,J. Johnson makes 2-pt jump shot from 9 ft,,54,67
252,3,4:52.0,,A. Baynes enters the game for T. Duncan,54,67
253,3,4:52.0,A. Anderson enters the game for J. Johnson,,54,67
254,3,4:40.0,,B. Diaw makes 2-pt jump shot from 5 ft (assist by M. Ginóbili),54,69
255,3,4:25.0,M. Teletović misses 3-pt jump shot from 25 ft,,54,69
256,3,4:24.0,Offensive rebound by D. Williams,,54,69
257,3,4:11.0,D. Williams misses 2-pt jump shot from 18 ft,,54,69
258,3,4:10.0,,Defensive rebound by K. Leonard,54,69
259,3,3:57.0,,A. Baynes misses 2-pt layup from 2 ft (block by D. Williams),54,69
260,3,3:56.0,Defensive rebound by D. Williams,,54,69
261,3,3:37.0,J. Jack misses 2-pt jump shot from 15 ft,,54,69
262,3,3:36.0,,Defensive rebound by K. Leonard,54,69
263,3,3:28.0,,K. Leonard misses 2-pt jump shot from 16 ft,54,69
264,3,3:27.0,Defensive rebound by J. Jack,,54,69
265,3,3:23.0,J. Jack misses 2-pt layup from 1 ft (block by D. Green),,54,69
266,3,3:23.0,Offensive rebound by Team,,54,69
267,3,3:23.0,Brooklyn full timeout,,54,69
268,3,3:23.0,,T. Parker enters the game for K. Leonard,54,69
269,3,3:17.0,J. Jordan makes 2-pt dunk at rim (assist by D. Williams),,56,69
270,3,3:17.0,Shooting foul by B. Diaw (drawn by J. Jordan),,56,69
271,3,3:17.0,J. Jordan makes free throw 1 of 1,,57,69
272,3,3:07.0,,Turnover by A. Baynes (offensive foul),57,69
273,3,3:07.0,,Offensive foul by A. Baynes (drawn by D. Williams),57,69
274,3,2:53.0,Turnover by M. Teletović (lost ball; steal by T. Parker),,57,69
275,3,2:44.0,,D. Green makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),57,72
276,3,2:32.0,D. Williams misses 2-pt jump shot from 15 ft,,57,72
277,3,2:31.0,,Defensive rebound by A. Baynes,57,72
278,3,2:22.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by T. Parker),57,75
279,3,2:02.0,M. Teletović makes 2-pt jump shot from 3 ft (assist by D. Williams),,59,75
280,3,2:02.0,Shooting block foul by A. Baynes (drawn by M. Teletović),,59,75
281,3,2:02.0,,A. Daye enters the game for B. Diaw,59,75
282,3,2:02.0,J. Johnson enters the game for J. Jack,,59,75
283,3,2:02.0,M. Teletović makes free throw 1 of 1,,60,75
284,3,1:44.0,,Turnover by A. Daye (lost ball),60,75
285,3,1:44.0,C. Jefferson enters the game for M. Teletović,,60,75
286,3,1:44.0,,K. Leonard enters the game for D. Green,60,75
287,3,1:32.0,D. Williams misses 3-pt jump shot from 26 ft,,60,75
288,3,1:31.0,,Defensive rebound by K. Leonard,60,75
289,3,1:26.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),60,77
290,3,1:03.0,D. Williams makes 2-pt layup at rim (assist by C. Jefferson),,62,77
291,3,0:49.0,,A. Baynes makes 2-pt dunk at rim (assist by T. Parker),62,79
292,3,0:41.0,Turnover by D. Williams (bad pass; steal by A. Baynes),,62,79
293,3,0:37.0,,Turnover by T. Parker (bad pass; steal by A. Anderson),62,79
294,3,0:33.0,D. Williams makes 2-pt layup at rim (assist by J. Johnson),,64,79
295,3,0:11.0,,A. Baynes misses 2-pt layup from 2 ft,64,79
296,3,0:11.0,Defensive rebound by J. Jordan,,64,79
297,3,0:04.0,J. Johnson misses 3-pt jump shot from 25 ft,,64,79
298,3,0:03.0,,Defensive rebound by A. Baynes,64,79
299,4,11:38.0,,Shooting block foul by C. Jefferson (drawn by A. Baynes),64,79
300,4,11:38.0,,A. Baynes makes free throw 1 of 2,64,80
301,4,11:38.0,,A. Baynes makes free throw 2 of 2,64,81
302,4,11:24.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Williams),,67,81
303,4,11:02.0,,K. Leonard misses 3-pt jump shot from 24 ft,67,81
304,4,11:01.0,Defensive rebound by A. Anderson,,67,81
305,4,10:44.0,J. Johnson misses 3-pt jump shot from 23 ft,,67,81
306,4,10:42.0,,Defensive rebound by A. Daye,67,81
307,4,10:26.0,,K. Leonard misses 2-pt jump shot from 19 ft,67,81
308,4,10:25.0,Defensive rebound by J. Jordan,,67,81
309,4,10:08.0,A. Anderson misses 2-pt jump shot from 8 ft,,67,81
310,4,10:07.0,,Defensive rebound by A. Daye,67,81
311,4,9:46.0,,A. Daye misses 3-pt jump shot from 23 ft,67,81
312,4,9:44.0,Defensive rebound by J. Jordan,,67,81
313,4,9:40.0,Shooting foul by T. Parker (drawn by D. Williams),,67,81
314,4,9:40.0,D. Williams makes free throw 1 of 2,,68,81
315,4,9:40.0,,B. Diaw enters the game for A. Baynes,68,81
316,4,9:40.0,D. Williams makes free throw 2 of 2,,69,81
317,4,9:25.0,,Turnover by M. Ginóbili (lost ball),69,81
318,4,9:25.0,,D. Green enters the game for M. Ginóbili,69,81
319,4,9:25.0,M. Teletović enters the game for J. Jordan,,69,81
320,4,9:25.0,B. Bogdanović enters the game for C. Jefferson,,69,81
321,4,9:04.0,J. Johnson misses 2-pt jump shot from 6 ft,,69,81
322,4,9:03.0,Offensive rebound by A. Anderson,,69,81
323,4,9:00.0,B. Bogdanović misses 2-pt jump shot from 12 ft (block by A. Daye),,69,81
324,4,8:57.0,,Defensive rebound by K. Leonard,69,81
325,4,8:53.0,,Shooting foul by D. Williams (drawn by K. Leonard),69,81
326,4,8:53.0,Official timeout,,69,81
327,4,8:53.0,,K. Leonard makes free throw 1 of 2,69,82
328,4,8:53.0,,K. Leonard misses free throw 2 of 2,69,82
329,4,8:53.0,Defensive rebound by J. Johnson,,69,82
330,4,8:31.0,J. Johnson misses 2-pt jump shot from 10 ft,,69,82
331,4,8:30.0,Offensive rebound by A. Anderson,,69,82
332,4,8:17.0,D. Williams misses 2-pt layup from 2 ft,,69,82
333,4,8:15.0,,Defensive rebound by A. Daye,69,82
334,4,7:58.0,,T. Parker makes 2-pt jump shot from 6 ft (assist by B. Diaw),69,84
335,4,7:58.0,,Shooting block foul by A. Anderson (drawn by T. Parker),69,84
336,4,7:58.0,,T. Parker makes free throw 1 of 1,69,85
337,4,7:41.0,D. Williams makes 2-pt layup from 2 ft,,71,85
338,4,7:16.0,,K. Leonard misses 2-pt jump shot from 13 ft (block by J. Johnson),71,85
339,4,7:15.0,,Offensive rebound by K. Leonard,71,85
340,4,7:14.0,,Turnover by Team (shot clock),71,85
341,4,6:51.0,D. Williams makes 2-pt jump shot from 21 ft,,73,85
342,4,6:35.0,,T. Parker misses 2-pt jump shot from 17 ft,73,85
343,4,6:34.0,Defensive rebound by J. Johnson,,73,85
344,4,6:23.0,A. Anderson makes 2-pt layup at rim,,75,85
345,4,6:23.0,,San Antonio full timeout,75,85
346,4,6:04.0,,Turnover by T. Parker (bad pass),75,85
347,4,6:04.0,,M. Ginóbili enters the game for A. Daye,75,85
348,4,5:47.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by D. Williams),,77,85
349,4,5:29.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),77,88
350,4,5:10.0,D. Williams makes 2-pt layup from 2 ft,,79,88
351,4,4:44.0,,M. Ginóbili makes 2-pt layup from 1 ft,79,90
352,4,4:24.0,A. Anderson misses 2-pt jump shot from 6 ft (block by D. Green),,79,90
353,4,4:23.0,Offensive rebound by A. Anderson,,79,90
354,4,4:19.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,79,90
355,4,4:18.0,,Defensive rebound by M. Ginóbili,79,90
356,4,4:04.0,,K. Leonard makes 2-pt jump shot from 6 ft,79,92
357,4,3:49.0,D. Williams misses 2-pt layup at rim,,79,92
358,4,3:49.0,,Defensive rebound by D. Green,79,92
359,4,3:29.0,,D. Green makes 2-pt jump shot from 4 ft (assist by M. Ginóbili),79,94
360,4,3:29.0,Brooklyn full timeout,,79,94
361,4,3:29.0,J. Jack enters the game for B. Bogdanović,,79,94
362,4,3:12.0,J. Johnson misses 3-pt jump shot from 23 ft,,79,94
363,4,3:11.0,,Defensive rebound by M. Ginóbili,79,94
364,4,2:58.0,,Turnover by K. Leonard (lost ball; steal by A. Anderson),79,94
365,4,2:46.0,D. Williams misses 2-pt layup from 1 ft,,79,94
366,4,2:44.0,,Defensive rebound by K. Leonard,79,94
367,4,2:30.0,,K. Leonard misses 2-pt jump shot from 12 ft,79,94
368,4,2:30.0,Defensive rebound by Team,,79,94
369,4,2:30.0,M. Plumlee enters the game for J. Johnson,,79,94
370,4,2:30.0,C. Jefferson enters the game for M. Teletović,,79,94
371,4,2:30.0,M. Brown enters the game for D. Williams,,79,94
372,4,2:30.0,S. Karasev enters the game for J. Jack,,79,94
373,4,2:30.0,J. Gutiérrez enters the game for A. Anderson,,79,94
374,4,2:30.0,,J. Ayres enters the game for B. Diaw,79,94
375,4,2:30.0,,K. Anderson enters the game for T. Parker,79,94
376,4,2:30.0,,A. Daye enters the game for M. Ginóbili,79,94
377,4,2:17.0,C. Jefferson makes 2-pt jump shot from 10 ft (assist by S. Karasev),,81,94
378,4,2:02.0,,K. Leonard makes 2-pt jump shot from 8 ft,81,96
379,4,2:02.0,,Shooting foul by S. Karasev (drawn by K. Leonard),81,96
380,4,2:02.0,,K. Leonard makes free throw 1 of 1,81,97
