,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
388,4,4:14.0,,D. Lillard misses 3-pt jump shot from 24 ft,70,77
389,4,4:13.0,Defensive rebound by S. Hill,,70,77
390,4,4:05.0,R. Hibbert makes 2-pt layup from 2 ft (assist by R. Stuckey),,72,77
391,4,3:43.0,,L. Aldridge makes 2-pt layup from 2 ft,72,79
392,4,3:26.0,Personal foul by R. Lopez (drawn by R. Hibbert),,72,79
393,4,3:26.0,Technical foul by R. Hibbert,,72,79
394,4,3:26.0,,D. Lillard makes technical free throw,72,80
395,4,3:26.0,R. Hibbert makes free throw 1 of 2,,73,80
396,4,3:26.0,R. Hibbert misses free throw 2 of 2,,73,80
397,4,3:25.0,,Defensive rebound by L. Aldridge,73,80
398,4,3:09.0,,L. Aldridge misses 2-pt jump shot from 16 ft,73,80
399,4,3:07.0,Defensive rebound by R. Stuckey,,73,80
400,4,3:00.0,R. Stuckey misses 2-pt jump shot from 19 ft,,73,80
401,4,2:59.0,,Defensive rebound by D. Lillard,73,80
402,4,2:42.0,,L. Aldridge misses 2-pt jump shot from 20 ft,73,80
403,4,2:41.0,Defensive rebound by D. Rudež,,73,80
404,4,2:30.0,R. Hibbert misses 2-pt jump shot from 4 ft,,73,80
405,4,2:29.0,,Defensive rebound by D. Lillard,73,80
406,4,2:18.0,,Portland full timeout,73,80
407,4,2:09.0,,W. Matthews makes 2-pt jump shot from 6 ft (assist by L. Aldridge),73,82
408,4,1:46.0,D. West makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,76,82
409,4,1:25.0,,L. Aldridge misses 2-pt jump shot from 12 ft,76,82
410,4,1:24.0,Defensive rebound by R. Stuckey,,76,82
411,4,1:21.0,Shooting foul by D. Lillard (drawn by R. Stuckey),,76,82
412,4,1:21.0,R. Stuckey makes free throw 1 of 2,,77,82
413,4,1:21.0,R. Stuckey makes free throw 2 of 2,,78,82
414,4,1:04.0,,D. Lillard misses 2-pt layup at rim,78,82
415,4,1:04.0,,Offensive rebound by R. Lopez,78,82
416,4,1:04.0,,Shooting foul by S. Hill (drawn by R. Lopez),78,82
417,4,1:04.0,,R. Lopez misses free throw 1 of 2,78,82
418,4,1:04.0,,Offensive rebound by Team,78,82
419,4,1:04.0,,R. Lopez makes free throw 2 of 2,78,83
420,4,1:04.0,Indiana full timeout,,78,83
421,4,0:54.0,R. Stuckey makes 2-pt jump shot from 4 ft (assist by S. Hill),,80,83
422,4,0:37.0,,Shooting foul by R. Hibbert (drawn by L. Aldridge),80,83
423,4,0:37.0,,L. Aldridge makes free throw 1 of 2,80,84
424,4,0:37.0,,L. Aldridge makes free throw 2 of 2,80,85
425,4,0:37.0,Indiana full timeout,,80,85
426,4,0:37.0,C. Watson enters the game for R. Stuckey,,80,85
427,4,0:27.0,D. Rudež misses 3-pt jump shot from 26 ft,,80,85
428,4,0:26.0,,Defensive rebound by D. Lillard,80,85
429,4,0:23.0,,Personal take foul by C. Watson (drawn by D. Lillard),80,85
430,4,0:23.0,,Portland full timeout,80,85
431,4,0:23.0,,D. Lillard misses free throw 1 of 2,80,85
432,4,0:23.0,,Offensive rebound by Team,80,85
433,4,0:23.0,,D. Lillard makes free throw 2 of 2,80,86
434,4,0:23.0,Indiana full timeout,,80,86
435,4,0:23.0,C. Miles enters the game for S. Hill,,80,86
436,4,0:23.0,C. Copeland enters the game for R. Hibbert,,80,86
437,4,0:23.0,,S. Blake enters the game for R. Lopez,80,86
438,4,0:14.0,C. Copeland misses 3-pt jump shot from 25 ft,,80,86
439,4,0:13.0,,Defensive rebound by L. Aldridge,80,86
440,4,0:10.0,,Personal take foul by C. Copeland (drawn by N. Batum),80,86
441,4,0:10.0,,N. Batum makes free throw 1 of 2,80,87
442,4,0:10.0,R. Stuckey enters the game for C. Watson,,80,87
443,4,0:10.0,,N. Batum makes free throw 2 of 2,80,88
444,4,0:04.0,R. Stuckey makes 2-pt jump shot from 4 ft,,82,88
