,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
170,2,6:27.0,J. Harden enters the game for J. Dorsey,,41,31
171,2,6:27.0,J. Terry enters the game for P. Prigioni,,41,31
172,2,6:27.0,T. Ariza enters the game for N. Johnson,,41,31
173,2,6:19.0,J. Smith misses 2-pt layup from 2 ft (block by A. Johnson),,41,31
174,2,6:18.0,,Defensive rebound by J. Valančiūnas,41,31
175,2,6:18.0,,Turnover by J. Valančiūnas (offensive foul),41,31
176,2,6:18.0,,Offensive foul by J. Valančiūnas (drawn by J. Harden),41,31
177,2,5:57.0,Personal block foul by T. Ross (drawn by J. Harden),,41,31
178,2,5:57.0,J. Harden misses free throw 1 of 2,,41,31
179,2,5:57.0,Offensive rebound by Team,,41,31
180,2,5:57.0,,J. Johnson enters the game for T. Ross,41,31
181,2,5:57.0,J. Harden makes free throw 2 of 2,,42,31
182,2,5:45.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by A. Johnson),42,33
183,2,5:30.0,J. Smith makes 2-pt hook shot from 6 ft (assist by C. Brewer),,44,33
184,2,5:13.0,,J. Valančiūnas makes 2-pt layup from 1 ft,44,35
185,2,5:13.0,,Shooting foul by J. Smith (drawn by J. Valančiūnas),44,35
186,2,5:13.0,,J. Valančiūnas makes free throw 1 of 1,44,36
187,2,4:54.0,J. Terry makes 3-pt jump shot from 25 ft,,47,36
188,2,4:37.0,,Shooting block foul by J. Smith (drawn by J. Valančiūnas),47,36
189,2,4:37.0,,J. Valančiūnas makes free throw 1 of 2,47,37
190,2,4:37.0,C. Capela enters the game for J. Smith,,47,37
191,2,4:37.0,,G. Vásquez enters the game for L. Williams,47,37
192,2,4:37.0,,J. Valančiūnas makes free throw 2 of 2,47,38
193,2,4:23.0,J. Harden misses 2-pt layup from 1 ft (block by J. Valančiūnas),,47,38
194,2,4:20.0,,Defensive rebound by A. Johnson,47,38
195,2,4:17.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by A. Johnson),47,40
196,2,3:59.0,Turnover by T. Ariza (bad pass),,47,40
197,2,3:39.0,,Shooting foul by J. Harden (drawn by D. DeRozan),47,40
198,2,3:39.0,,D. DeRozan makes free throw 1 of 2,47,41
199,2,3:39.0,,D. DeRozan makes free throw 2 of 2,47,42
200,2,3:23.0,Turnover by J. Harden (bad pass; steal by A. Johnson),,47,42
201,2,3:18.0,,D. DeRozan makes 2-pt dunk at rim (assist by G. Vásquez),47,44
202,2,3:17.0,Houston full timeout,,47,44
203,2,3:17.0,J. Dorsey enters the game for C. Capela,,47,44
204,2,3:06.0,T. Ariza misses 2-pt jump shot from 19 ft,,47,44
205,2,3:05.0,,Defensive rebound by J. Johnson,47,44
206,2,2:47.0,,D. DeRozan misses 3-pt jump shot from 22 ft,47,44
207,2,2:46.0,Defensive rebound by J. Harden,,47,44
208,2,2:39.0,J. Harden misses 2-pt jump shot from 5 ft,,47,44
209,2,2:38.0,Offensive rebound by J. Harden,,47,44
210,2,2:32.0,J. Harden makes 3-pt jump shot from 24 ft,,50,44
211,2,2:12.0,,J. Johnson misses 2-pt layup from 4 ft,50,44
212,2,2:11.0,,Offensive rebound by J. Valančiūnas,50,44
213,2,2:01.0,,D. DeRozan misses 2-pt jump shot from 18 ft,50,44
214,2,2:00.0,,Offensive rebound by Team,50,44
215,2,1:49.0,,J. Valančiūnas misses 2-pt jump shot from 12 ft,50,44
216,2,1:48.0,Defensive rebound by C. Brewer,,50,44
217,2,1:40.0,J. Harden misses 3-pt jump shot from 24 ft,,50,44
218,2,1:39.0,,Defensive rebound by J. Valančiūnas,50,44
219,2,1:27.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by G. Vásquez),50,46
220,2,1:16.0,Shooting block foul by J. Valančiūnas (drawn by T. Ariza),,50,46
221,2,1:16.0,T. Ariza misses free throw 1 of 2,,50,46
222,2,1:16.0,Offensive rebound by Team,,50,46
223,2,1:16.0,C. Capela enters the game for J. Dorsey,,50,46
224,2,1:16.0,,T. Hansbrough enters the game for J. Valančiūnas,50,46
225,2,1:16.0,N. Johnson enters the game for C. Brewer,,50,46
226,2,1:16.0,,P. Patterson enters the game for A. Johnson,50,46
227,2,1:16.0,T. Ariza makes free throw 2 of 2,,51,46
228,2,1:02.0,,D. DeRozan misses 2-pt jump shot from 18 ft,51,46
229,2,1:01.0,Defensive rebound by T. Ariza,,51,46
230,2,0:46.0,Shooting foul by P. Patterson (drawn by T. Ariza),,51,46
231,2,0:46.0,T. Ariza misses free throw 1 of 2,,51,46
232,2,0:46.0,Offensive rebound by Team,,51,46
233,2,0:46.0,T. Ariza makes free throw 2 of 2,,52,46
234,2,0:35.0,,D. DeRozan makes 2-pt jump shot from 5 ft,52,48
235,2,0:25.0,T. Ariza misses 2-pt jump shot from 17 ft,,52,48
236,2,0:24.0,,Defensive rebound by D. DeRozan,52,48
237,2,0:02.0,,J. Johnson misses 3-pt jump shot from 26 ft,52,48
238,2,0:01.0,Defensive rebound by T. Ariza,,52,48
239,3,11:42.0,J. Smith misses 2-pt layup from 3 ft,,52,48
240,3,11:41.0,Offensive rebound by Team,,52,48
241,3,11:37.0,J. Smith misses 2-pt hook shot from 8 ft,,52,48
242,3,11:36.0,,Defensive rebound by D. DeRozan,52,48
243,3,11:24.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by D. DeRozan),52,50
244,3,11:05.0,Turnover by J. Harden (lost ball; steal by J. Valančiūnas),,52,50
245,3,10:58.0,,G. Vásquez misses 3-pt jump shot from 25 ft,52,50
246,3,10:57.0,Defensive rebound by J. Dorsey,,52,50
247,3,10:50.0,J. Terry misses 3-pt jump shot from 23 ft,,52,50
248,3,10:49.0,,Defensive rebound by J. Valančiūnas,52,50
249,3,10:29.0,,T. Ross misses 2-pt jump shot from 18 ft,52,50
250,3,10:28.0,,Offensive rebound by J. Valančiūnas,52,50
251,3,10:25.0,,J. Valančiūnas makes 2-pt tip-in at rim,52,52
252,3,10:11.0,J. Harden makes 3-pt jump shot from 27 ft (assist by T. Ariza),,55,52
253,3,9:46.0,,D. DeRozan makes 2-pt jump shot from 10 ft (assist by G. Vásquez),55,54
254,3,9:27.0,J. Terry makes 2-pt jump shot from 19 ft,,57,54
255,3,9:12.0,,Turnover by D. DeRozan (bad pass),57,54
256,3,9:03.0,J. Terry misses 2-pt jump shot from 4 ft,,57,54
257,3,9:02.0,,Defensive rebound by D. DeRozan,57,54
258,3,9:00.0,,Turnover by D. DeRozan (lost ball),57,54
259,3,8:50.0,J. Harden misses 2-pt jump shot from 20 ft,,57,54
260,3,8:49.0,,Defensive rebound by D. DeRozan,57,54
261,3,8:41.0,,Personal foul by J. Dorsey (drawn by D. DeRozan),57,54
262,3,8:27.0,,G. Vásquez misses 2-pt jump shot from 6 ft,57,54
263,3,8:26.0,,Offensive rebound by J. Valančiūnas,57,54
264,3,8:24.0,,J. Valančiūnas misses 2-pt tip-in at rim,57,54
265,3,8:23.0,,Offensive rebound by G. Vásquez,57,54
266,3,8:12.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),57,57
267,3,7:49.0,J. Smith misses 2-pt hook shot from 5 ft (block by J. Valančiūnas),,57,57
268,3,7:46.0,Offensive rebound by Team,,57,57
269,3,7:46.0,Turnover by Team (shot clock),,57,57
270,3,7:37.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by G. Vásquez),57,59
271,3,7:14.0,Turnover by J. Terry (lost ball; steal by G. Vásquez),,57,59
272,3,7:12.0,,Offensive foul by G. Vásquez (drawn by J. Harden),57,59
273,3,7:12.0,,Turnover by G. Vásquez (offensive foul),57,59
274,3,6:58.0,T. Ariza misses 2-pt jump shot from 5 ft,,57,59
275,3,6:57.0,,Defensive rebound by A. Johnson,57,59
276,3,6:43.0,,D. DeRozan misses 2-pt jump shot from 14 ft,57,59
277,3,6:42.0,Defensive rebound by Team,,57,59
278,3,6:42.0,,Loose ball foul by J. Valančiūnas (drawn by J. Dorsey),57,59
279,3,6:42.0,,P. Patterson enters the game for J. Valančiūnas,57,59
280,3,6:34.0,Personal foul by A. Johnson (drawn by T. Ariza),,57,59
281,3,6:27.0,J. Harden misses 3-pt jump shot from 23 ft,,57,59
282,3,6:26.0,,Defensive rebound by D. DeRozan,57,59
283,3,6:22.0,,Shooting foul by T. Ariza (drawn by D. DeRozan),57,59
284,3,6:22.0,,D. DeRozan makes free throw 1 of 2,57,60
285,3,6:22.0,C. Brewer enters the game for T. Ariza,,57,60
286,3,6:22.0,P. Prigioni enters the game for J. Terry,,57,60
287,3,6:22.0,,D. DeRozan makes free throw 2 of 2,57,61
288,3,6:01.0,J. Smith misses 3-pt jump shot from 27 ft,,57,61
289,3,5:59.0,,Defensive rebound by A. Johnson,57,61
290,3,5:38.0,,D. DeRozan makes 3-pt jump shot from 23 ft,57,64
291,3,5:26.0,J. Harden makes 2-pt layup from 1 ft,,59,64
292,3,5:26.0,Shooting foul by T. Ross (drawn by J. Harden),,59,64
293,3,5:26.0,,Toronto full timeout,59,64
294,3,5:26.0,T. Ariza enters the game for J. Smith,,59,64
295,3,5:26.0,,J. Johnson enters the game for T. Ross,59,64
296,3,5:26.0,J. Harden makes free throw 1 of 1,,60,64
297,3,5:16.0,,Turnover by J. Johnson (lost ball; steal by T. Ariza),60,64
298,3,5:12.0,T. Ariza makes 2-pt layup from 1 ft,,62,64
299,3,4:46.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by A. Johnson),62,67
300,3,4:27.0,J. Harden misses 2-pt layup from 2 ft,,62,67
301,3,4:26.0,Offensive rebound by J. Dorsey,,62,67
302,3,4:24.0,J. Dorsey makes 2-pt layup from 1 ft,,64,67
303,3,4:03.0,,D. DeRozan makes 2-pt layup from 1 ft,64,69
304,3,3:39.0,J. Harden misses 2-pt jump shot from 19 ft,,64,69
305,3,3:38.0,,Defensive rebound by P. Patterson,64,69
306,3,3:25.0,,J. Johnson misses 2-pt jump shot from 3 ft,64,69
307,3,3:24.0,Defensive rebound by T. Ariza,,64,69
308,3,3:18.0,J. Harden makes 2-pt layup at rim (assist by T. Ariza),,66,69
309,3,2:58.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by G. Vásquez),66,71
310,3,2:43.0,C. Brewer misses 3-pt jump shot from 24 ft,,66,71
311,3,2:42.0,Offensive rebound by J. Dorsey,,66,71
312,3,2:41.0,Shooting foul by D. DeRozan (drawn by J. Dorsey),,66,71
313,3,2:41.0,Houston full timeout,,66,71
314,3,2:41.0,,L. Williams enters the game for G. Vásquez,66,71
315,3,2:41.0,J. Dorsey makes free throw 1 of 2,,67,71
316,3,2:41.0,J. Dorsey misses free throw 2 of 2,,67,71
317,3,2:40.0,,Defensive rebound by A. Johnson,67,71
318,3,2:21.0,,Shooting foul by J. Dorsey (drawn by J. Johnson),67,71
319,3,2:21.0,,J. Johnson misses free throw 1 of 2,67,71
320,3,2:21.0,,Offensive rebound by Team,67,71
321,3,2:21.0,C. Capela enters the game for J. Dorsey,,67,71
322,3,2:21.0,,J. Johnson makes free throw 2 of 2,67,72
323,3,2:02.0,C. Brewer misses 2-pt layup at rim,,67,72
324,3,2:01.0,,Defensive rebound by A. Johnson,67,72
325,3,1:58.0,,Turnover by A. Johnson (bad pass; steal by J. Harden),67,72
326,3,1:54.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),,69,72
327,3,1:54.0,Shooting foul by J. Johnson (drawn by C. Brewer),,69,72
328,3,1:54.0,C. Brewer misses free throw 1 of 1,,69,72
329,3,1:53.0,,Defensive rebound by A. Johnson,69,72
330,3,1:30.0,,D. DeRozan misses 2-pt jump shot from 14 ft,69,72
331,3,1:29.0,Defensive rebound by C. Capela,,69,72
332,3,1:22.0,J. Harden makes 2-pt layup from 1 ft (assist by P. Prigioni),,71,72
333,3,0:56.0,,J. Johnson misses 3-pt jump shot from 22 ft,71,72
334,3,0:54.0,,Offensive rebound by P. Patterson,71,72
335,3,0:47.0,,J. Johnson makes 2-pt layup from 1 ft,71,74
336,3,0:34.0,C. Brewer misses 3-pt jump shot from 24 ft,,71,74
337,3,0:33.0,Offensive rebound by P. Prigioni,,71,74
338,3,0:31.0,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Prigioni),,74,74
339,3,0:13.0,,D. DeRozan misses 2-pt jump shot from 15 ft,74,74
340,3,0:12.0,Defensive rebound by T. Ariza,,74,74
341,3,0:01.0,Shooting foul by J. Johnson (drawn by J. Harden),,74,74
342,3,0:01.0,J. Harden makes free throw 1 of 2,,75,74
343,3,0:01.0,J. Harden makes free throw 2 of 2,,76,74
344,4,11:46.0,,L. Williams makes 3-pt jump shot from 22 ft (assist by J. Johnson),76,77
345,4,11:36.0,Offensive foul by C. Capela (drawn by P. Patterson),,76,77
346,4,11:36.0,Turnover by C. Capela (offensive foul),,76,77
347,4,11:23.0,,L. Williams misses 2-pt jump shot from 20 ft,76,77
348,4,11:22.0,Defensive rebound by T. Ariza,,76,77
349,4,11:12.0,Turnover by P. Prigioni (bad pass; steal by J. Johnson),,76,77
350,4,11:01.0,,Personal foul by N. Johnson (drawn by L. Williams),76,77
351,4,10:53.0,,G. Vásquez misses 3-pt jump shot from 26 ft,76,77
352,4,10:52.0,Defensive rebound by Team,,76,77
353,4,10:38.0,C. Brewer makes 2-pt jump shot from 21 ft,,78,77
354,4,10:23.0,,Shooting foul by N. Johnson (drawn by P. Patterson),78,77
355,4,10:23.0,,P. Patterson makes free throw 1 of 2,78,78
356,4,10:23.0,,P. Patterson makes free throw 2 of 2,78,79
357,4,10:13.0,C. Brewer makes 2-pt jump shot from 9 ft,,80,79
358,4,9:46.0,,G. Vásquez misses 2-pt hook shot from 9 ft,80,79
359,4,9:45.0,Defensive rebound by C. Capela,,80,79
360,4,9:37.0,C. Brewer misses 2-pt jump shot from 5 ft,,80,79
361,4,9:36.0,Offensive rebound by N. Johnson,,80,79
362,4,9:36.0,Shooting foul by J. Valančiūnas (drawn by N. Johnson),,80,79
363,4,9:36.0,N. Johnson makes 2-pt layup from 2 ft,,82,79
364,4,9:36.0,,D. DeRozan enters the game for J. Johnson,82,79
365,4,9:36.0,N. Johnson makes free throw 1 of 1,,83,79
366,4,9:18.0,,P. Patterson makes 2-pt jump shot from 15 ft (assist by G. Vásquez),83,81
367,4,9:03.0,C. Brewer misses 2-pt jump shot from 18 ft,,83,81
368,4,9:02.0,,Defensive rebound by D. DeRozan,83,81
369,4,8:54.0,,P. Patterson misses 2-pt jump shot from 4 ft (block by C. Capela),83,81
370,4,8:52.0,Defensive rebound by C. Brewer,,83,81
371,4,8:47.0,T. Ariza misses 3-pt jump shot from 26 ft,,83,81
372,4,8:46.0,,Defensive rebound by L. Williams,83,81
373,4,8:37.0,Official timeout,,83,81
374,4,8:36.0,,Personal foul by T. Ariza (drawn by D. DeRozan),83,81
375,4,8:25.0,,Shooting foul by N. Johnson (drawn by D. DeRozan),83,81
376,4,8:25.0,,D. DeRozan misses free throw 1 of 3,83,81
377,4,8:25.0,,Offensive rebound by Team,83,81
378,4,8:25.0,,D. DeRozan makes free throw 2 of 3,83,82
379,4,8:25.0,,A. Johnson enters the game for P. Patterson,83,82
380,4,8:25.0,,D. DeRozan makes free throw 3 of 3,83,83
381,4,8:03.0,C. Brewer misses 3-pt jump shot from 25 ft,,83,83
382,4,8:02.0,,Defensive rebound by A. Johnson,83,83
383,4,7:44.0,,D. DeRozan misses 2-pt jump shot from 13 ft,83,83
384,4,7:43.0,,Offensive rebound by A. Johnson,83,83
