,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
391,4,1:09.0,R. Anderson misses free throw 2 of 2,,78,81
392,4,1:08.0,,Defensive rebound by M. Gortat,78,81
393,4,0:47.0,,M. Gortat misses 2-pt jump shot from 9 ft,78,81
394,4,0:47.0,,Offensive rebound by B. Beal,78,81
395,4,0:47.0,,B. Beal makes 2-pt tip-in from 1 ft,78,83
396,4,0:33.0,A. Davis makes 2-pt dunk at rim (assist by R. Anderson),,80,83
397,4,0:13.0,,B. Beal misses 2-pt jump shot from 10 ft,80,83
398,4,0:12.0,Defensive rebound by R. Anderson,,80,83
399,4,0:12.0,New Orleans full timeout,,80,83
400,4,0:02.0,T. Evans misses 3-pt jump shot from 26 ft,,80,83
401,4,0:01.0,,Defensive rebound by R. Butler,80,83
