,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
62,1,4:13.0,Defensive rebound by D. Lillard,,8,12
63,1,4:05.0,C. McCollum misses 2-pt layup from 2 ft,,8,12
64,1,4:03.0,,Defensive rebound by M. Gasol,8,12
65,1,3:57.0,,T. Allen misses 2-pt layup from 1 ft,8,12
66,1,3:56.0,,Offensive rebound by Z. Randolph,8,12
67,1,3:54.0,,Z. Randolph misses 2-pt layup from 1 ft,8,12
68,1,3:52.0,Defensive rebound by C. McCollum,,8,12
69,1,3:48.0,Shooting foul by C. Lee (drawn by D. Lillard),,8,12
70,1,3:48.0,D. Lillard misses free throw 1 of 2,,8,12
71,1,3:48.0,Offensive rebound by Team,,8,12
72,1,3:48.0,,B. Udrih enters the game for M. Conley,8,12
73,1,3:48.0,D. Lillard makes free throw 2 of 2,,9,12
74,1,3:34.0,,Shooting foul by C. McCollum (drawn by C. Lee),9,12
75,1,3:34.0,,C. Lee makes free throw 1 of 2,9,13
76,1,3:34.0,S. Blake enters the game for D. Lillard,,9,13
77,1,3:34.0,N. Batum enters the game for C. McCollum,,9,13
78,1,3:34.0,,C. Lee makes free throw 2 of 2,9,14
79,1,3:16.0,L. Aldridge misses 2-pt jump shot from 15 ft,,9,14
80,1,3:14.0,,Defensive rebound by B. Udrih,9,14
81,1,3:11.0,,Turnover by T. Allen (bad pass; steal by A. Crabbe),9,14
82,1,2:51.0,L. Aldridge misses 2-pt jump shot from 5 ft,,9,14
83,1,2:50.0,Offensive rebound by C. Kaman,,9,14
84,1,2:49.0,Offensive foul by C. Kaman (drawn by M. Gasol),,9,14
85,1,2:49.0,Turnover by C. Kaman (offensive foul),,9,14
86,1,2:49.0,Technical foul by L. Aldridge,,9,14
87,1,2:49.0,,Memphis full timeout,9,14
88,1,2:49.0,,C. Lee makes technical free throw,9,15
89,1,2:34.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by C. Lee),9,17
90,1,2:13.0,Personal foul by C. Lee (drawn by N. Batum),,9,17
91,1,2:13.0,,V. Carter enters the game for C. Lee,9,17
92,1,2:05.0,N. Batum makes 2-pt jump shot from 18 ft (assist by S. Blake),,11,17
93,1,1:47.0,,B. Udrih makes 2-pt jump shot from 21 ft (assist by M. Gasol),11,19
94,1,1:32.0,A. Crabbe makes 2-pt layup at rim (assist by C. Kaman),,13,19
95,1,1:21.0,,M. Gasol misses 2-pt jump shot from 20 ft,13,19
96,1,1:20.0,Defensive rebound by A. Crabbe,,13,19
97,1,1:12.0,Shooting foul by V. Carter (drawn by L. Aldridge),,13,19
98,1,1:12.0,L. Aldridge makes free throw 1 of 2,,14,19
99,1,1:12.0,,K. Koufos enters the game for Z. Randolph,14,19
100,1,1:12.0,L. Aldridge makes free throw 2 of 2,,15,19
101,1,1:00.0,,B. Udrih makes 2-pt jump shot from 16 ft,15,21
102,1,0:55.0,Turnover by S. Blake (bad pass; steal by T. Allen),,15,21
103,1,0:48.0,,B. Udrih makes 2-pt jump shot from 13 ft (assist by T. Allen),15,23
104,1,0:31.0,L. Aldridge misses 2-pt jump shot from 8 ft,,15,23
105,1,0:29.0,Offensive rebound by Team,,15,23
106,1,0:27.0,Turnover by N. Batum (bad pass; steal by K. Koufos),,15,23
107,1,0:21.0,,C. Lee enters the game for T. Allen,15,23
108,1,0:21.0,,J. Green enters the game for K. Koufos,15,23
109,1,0:05.0,,B. Udrih makes 2-pt jump shot from 13 ft,15,25
110,1,0:01.0,S. Blake misses 2-pt layup from 1 ft,,15,25
111,1,0:00.0,Offensive rebound by Team,,15,25
112,2,11:49.0,,J. Green misses 2-pt hook shot from 8 ft,15,25
113,2,11:47.0,Defensive rebound by M. Leonard,,15,25
114,2,11:36.0,N. Batum makes 3-pt jump shot from 26 ft (assist by S. Blake),,18,25
115,2,11:17.0,,J. Green misses 2-pt layup from 3 ft (block by M. Leonard),18,25
116,2,11:17.0,,Offensive rebound by Team,18,25
117,2,11:13.0,,J. Green makes 2-pt layup from 1 ft (assist by T. Allen),18,27
118,2,10:55.0,D. Lillard misses 2-pt layup from 1 ft,,18,27
119,2,10:54.0,,Defensive rebound by V. Carter,18,27
120,2,10:46.0,,B. Udrih makes 3-pt jump shot from 27 ft (assist by V. Carter),18,30
121,2,10:29.0,S. Blake misses 3-pt jump shot from 26 ft,,18,30
122,2,10:28.0,,Defensive rebound by K. Koufos,18,30
123,2,10:12.0,,K. Koufos makes 2-pt jump shot from 12 ft (assist by B. Udrih),18,32
124,2,10:11.0,Portland full timeout,,18,32
125,2,10:11.0,C. McCollum enters the game for M. Leonard,,18,32
126,2,10:00.0,N. Batum misses 2-pt jump shot from 11 ft (block by J. Green),,18,32
127,2,9:58.0,,Defensive rebound by J. Green,18,32
128,2,9:48.0,,B. Udrih makes 2-pt jump shot from 6 ft,18,34
129,2,9:33.0,S. Blake misses 3-pt jump shot from 26 ft,,18,34
130,2,9:32.0,,Defensive rebound by B. Udrih,18,34
131,2,9:11.0,,V. Carter misses 3-pt jump shot from 25 ft,18,34
132,2,9:09.0,,Offensive rebound by B. Udrih,18,34
133,2,9:00.0,,Personal foul by S. Blake (drawn by V. Carter),18,34
134,2,9:00.0,L. Aldridge enters the game for S. Blake,,18,34
135,2,8:54.0,,J. Green makes 2-pt layup from 1 ft (assist by B. Udrih),18,36
136,2,8:32.0,Shooting foul by K. Koufos (drawn by R. Lopez),,18,36
137,2,8:32.0,R. Lopez makes free throw 1 of 2,,19,36
138,2,8:32.0,R. Lopez makes free throw 2 of 2,,20,36
139,2,8:16.0,,B. Udrih misses 2-pt jump shot from 5 ft,20,36
140,2,8:14.0,Defensive rebound by R. Lopez,,20,36
141,2,8:04.0,Turnover by R. Lopez (lost ball; steal by T. Allen),,20,36
142,2,8:04.0,Loose ball foul by R. Lopez (drawn by T. Allen),,20,36
143,2,8:04.0,,C. Lee enters the game for T. Allen,20,36
144,2,7:53.0,,V. Carter makes 2-pt jump shot from 15 ft (assist by B. Udrih),20,38
145,2,7:33.0,L. Aldridge misses 2-pt layup at rim,,20,38
146,2,7:32.0,Offensive rebound by R. Lopez,,20,38
147,2,7:32.0,R. Lopez misses 2-pt tip-in from 1 ft,,20,38
148,2,7:31.0,Offensive rebound by L. Aldridge,,20,38
149,2,7:31.0,Shooting foul by K. Koufos (drawn by L. Aldridge),,20,38
150,2,7:31.0,L. Aldridge makes 2-pt layup from 1 ft,,22,38
151,2,7:31.0,,M. Conley enters the game for B. Udrih,22,38
152,2,7:31.0,C. Kaman enters the game for R. Lopez,,22,38
153,2,7:31.0,A. Crabbe enters the game for N. Batum,,22,38
154,2,7:31.0,L. Aldridge misses free throw 1 of 1,,22,38
155,2,7:29.0,,Defensive rebound by J. Green,22,38
156,2,7:19.0,,J. Green misses 2-pt jump shot from 15 ft,22,38
157,2,7:18.0,,Offensive rebound by K. Koufos,22,38
158,2,7:18.0,,K. Koufos misses 2-pt tip-in at rim,22,38
159,2,7:15.0,Defensive rebound by D. Lillard,,22,38
160,2,7:10.0,D. Lillard misses 2-pt layup at rim,,22,38
161,2,7:07.0,,Defensive rebound by C. Lee,22,38
162,2,7:04.0,,Turnover by M. Conley (step out of bounds),22,38
163,2,6:44.0,L. Aldridge misses 2-pt jump shot from 14 ft,,22,38
164,2,6:43.0,Offensive rebound by C. Kaman,,22,38
165,2,6:43.0,C. Kaman makes 2-pt layup at rim,,24,38
166,2,6:43.0,Shooting foul by V. Carter (drawn by C. Kaman),,24,38
167,2,6:43.0,,Z. Randolph enters the game for K. Koufos,24,38
168,2,6:43.0,,M. Gasol enters the game for V. Carter,24,38
169,2,6:43.0,C. Kaman makes free throw 1 of 1,,25,38
170,2,6:32.0,,Shooting foul by D. Lillard (drawn by M. Conley),25,38
171,2,6:32.0,,M. Conley makes free throw 1 of 2,25,39
172,2,6:32.0,,M. Conley makes free throw 2 of 2,25,40
173,2,6:20.0,D. Lillard makes 2-pt layup from 1 ft,,27,40
174,2,6:03.0,,J. Green misses 2-pt layup from 1 ft,27,40
175,2,6:01.0,Defensive rebound by C. Kaman,,27,40
176,2,5:53.0,C. Kaman makes 2-pt layup from 1 ft (assist by D. Lillard),,29,40
177,2,5:41.0,,Memphis full timeout,29,40
178,2,5:24.0,,Z. Randolph misses 2-pt layup from 1 ft (block by L. Aldridge),29,40
179,2,5:23.0,Defensive rebound by D. Lillard,,29,40
180,2,5:16.0,L. Aldridge misses 2-pt layup from 1 ft (block by M. Gasol),,29,40
181,2,5:13.0,,Defensive rebound by J. Green,29,40
182,2,5:11.0,,Shooting foul by A. Crabbe (drawn by J. Green),29,40
183,2,5:11.0,,J. Green makes free throw 1 of 2,29,41
184,2,5:11.0,,J. Green makes free throw 2 of 2,29,42
185,2,4:49.0,N. Batum enters the game for A. Crabbe,,29,42
186,2,4:47.0,D. Lillard makes 2-pt layup at rim (assist by N. Batum),,31,42
187,2,4:31.0,,Personal foul by N. Batum (drawn by J. Green),31,42
188,2,4:31.0,,J. Green makes free throw 1 of 2,31,43
189,2,4:31.0,,J. Green makes free throw 2 of 2,31,44
190,2,4:14.0,N. Batum misses 2-pt jump shot from 9 ft,,31,44
191,2,4:12.0,Offensive rebound by L. Aldridge,,31,44
192,2,4:12.0,L. Aldridge makes 2-pt layup from 1 ft,,33,44
193,2,4:01.0,,C. Lee misses 2-pt jump shot from 16 ft,33,44
194,2,4:00.0,Defensive rebound by C. Kaman,,33,44
195,2,3:52.0,D. Lillard misses 2-pt jump shot from 19 ft,,33,44
196,2,3:50.0,Offensive rebound by C. Kaman,,33,44
197,2,3:50.0,C. Kaman makes 2-pt jump shot from 4 ft,,35,44
198,2,3:29.0,,Z. Randolph misses 2-pt jump shot from 13 ft,35,44
199,2,3:28.0,Defensive rebound by C. Kaman,,35,44
200,2,3:16.0,C. Kaman misses 2-pt jump shot from 11 ft,,35,44
201,2,3:13.0,,Defensive rebound by J. Green,35,44
202,2,3:05.0,,M. Gasol makes 2-pt hook shot from 8 ft,35,46
203,2,2:47.0,N. Batum misses 3-pt jump shot from 25 ft,,35,46
204,2,2:46.0,,Defensive rebound by M. Conley,35,46
205,2,2:40.0,,M. Conley makes 2-pt layup from 2 ft,35,48
206,2,2:40.0,,Shooting foul by D. Lillard (drawn by M. Conley),35,48
207,2,2:40.0,,Memphis full timeout,35,48
208,2,2:40.0,,T. Allen enters the game for J. Green,35,48
209,2,2:40.0,,M. Conley makes free throw 1 of 1,35,49
210,2,2:28.0,L. Aldridge makes 2-pt dunk at rim (assist by C. Kaman),,37,49
211,2,2:13.0,,M. Gasol misses 2-pt jump shot from 19 ft,37,49
212,2,2:12.0,Defensive rebound by Team,,37,49
213,2,1:57.0,C. Kaman misses 2-pt layup at rim (block by M. Gasol),,37,49
214,2,1:57.0,,Defensive rebound by Team,37,49
215,2,1:39.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by M. Gasol),37,52
216,2,1:19.0,Turnover by C. Kaman (bad pass; steal by M. Conley),,37,52
217,2,1:16.0,,M. Conley makes 2-pt layup from 1 ft,37,54
218,2,1:15.0,Portland full timeout,,37,54
219,2,1:15.0,R. Lopez enters the game for C. Kaman,,37,54
220,2,1:02.0,D. Lillard misses 2-pt layup at rim,,37,54
221,2,1:00.0,,Defensive rebound by T. Allen,37,54
222,2,0:45.0,,M. Gasol makes 2-pt layup at rim,37,56
223,2,0:45.0,,Shooting foul by N. Batum (drawn by M. Gasol),37,56
224,2,0:45.0,,M. Gasol misses free throw 1 of 1,37,56
225,2,0:44.0,Defensive rebound by L. Aldridge,,37,56
226,2,0:29.0,D. Lillard misses 2-pt jump shot from 21 ft,,37,56
227,2,0:28.0,,Defensive rebound by Team,37,56
228,2,0:28.0,Loose ball foul by L. Aldridge (drawn by Z. Randolph),,37,56
229,2,0:28.0,,Z. Randolph makes free throw 1 of 2,37,57
230,2,0:28.0,,Z. Randolph makes free throw 2 of 2,37,58
231,2,0:08.0,L. Aldridge makes 2-pt jump shot from 7 ft,,39,58
232,2,0:05.0,,M. Conley misses 2-pt jump shot from 15 ft,39,58
233,2,0:00.0,Defensive rebound by C. McCollum,,39,58
234,3,11:45.0,,M. Conley makes 2-pt layup at rim,39,60
235,3,11:45.0,,Shooting foul by R. Lopez (drawn by M. Conley),39,60
236,3,11:45.0,,M. Conley misses free throw 1 of 1,39,60
237,3,11:44.0,Defensive rebound by N. Batum,,39,60
238,3,11:35.0,C. McCollum misses 3-pt jump shot from 26 ft,,39,60
239,3,11:34.0,,Defensive rebound by M. Gasol,39,60
240,3,11:24.0,,Z. Randolph misses 2-pt jump shot from 19 ft,39,60
241,3,11:23.0,Defensive rebound by N. Batum,,39,60
242,3,11:16.0,D. Lillard misses 3-pt jump shot from 27 ft,,39,60
243,3,11:14.0,,Defensive rebound by Team,39,60
244,3,11:01.0,,M. Conley misses 3-pt jump shot from 26 ft,39,60
245,3,11:00.0,Defensive rebound by D. Lillard,,39,60
246,3,10:49.0,N. Batum makes 2-pt jump shot from 14 ft,,41,60
247,3,10:29.0,,M. Conley makes 2-pt jump shot from 9 ft (assist by M. Gasol),41,62
248,3,10:09.0,D. Lillard makes 2-pt dunk at rim (assist by N. Batum),,43,62
249,3,9:51.0,,Z. Randolph makes 2-pt layup from 2 ft,43,64
250,3,9:35.0,L. Aldridge makes 2-pt jump shot from 12 ft,,45,64
251,3,9:08.0,,M. Conley misses 2-pt jump shot from 14 ft,45,64
252,3,9:05.0,Defensive rebound by C. McCollum,,45,64
253,3,8:59.0,C. McCollum misses 2-pt layup from 1 ft (block by J. Green),,45,64
254,3,8:56.0,Offensive rebound by N. Batum,,45,64
255,3,8:51.0,Personal foul by Z. Randolph (drawn by L. Aldridge),,45,64
256,3,8:40.0,C. McCollum misses 2-pt jump shot from 9 ft,,45,64
257,3,8:37.0,,Defensive rebound by M. Gasol,45,64
258,3,8:32.0,,Turnover by C. Lee (bad pass; steal by C. McCollum),45,64
259,3,8:22.0,L. Aldridge misses 2-pt jump shot from 11 ft,,45,64
260,3,8:20.0,Offensive rebound by D. Lillard,,45,64
261,3,8:16.0,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,48,64
262,3,8:16.0,,Memphis full timeout,48,64
263,3,7:56.0,,Z. Randolph makes 2-pt jump shot from 15 ft (assist by C. Lee),48,66
264,3,7:32.0,L. Aldridge misses 2-pt jump shot from 14 ft,,48,66
265,3,7:31.0,Offensive rebound by Team,,48,66
266,3,7:31.0,,Loose ball foul by M. Gasol (drawn by R. Lopez),48,66
267,3,7:14.0,Offensive foul by L. Aldridge (drawn by M. Gasol),,48,66
268,3,7:14.0,Turnover by L. Aldridge (offensive foul),,48,66
269,3,6:58.0,,Personal foul by R. Lopez (drawn by M. Gasol),48,66
270,3,6:47.0,,J. Green makes 2-pt jump shot from 22 ft (assist by M. Gasol),48,68
271,3,6:28.0,D. Lillard misses 2-pt jump shot from 8 ft,,48,68
272,3,6:26.0,,Defensive rebound by Z. Randolph,48,68
273,3,6:20.0,,Shooting foul by N. Batum (drawn by J. Green),48,68
274,3,6:20.0,,J. Green makes free throw 1 of 2,48,69
275,3,6:20.0,,J. Green misses free throw 2 of 2,48,69
276,3,6:19.0,Defensive rebound by L. Aldridge,,48,69
277,3,6:01.0,N. Batum misses 3-pt jump shot from 25 ft,,48,69
278,3,6:00.0,,Defensive rebound by C. Lee,48,69
279,3,5:52.0,,Z. Randolph misses 2-pt layup from 2 ft,48,69
280,3,5:49.0,,Offensive rebound by M. Gasol,48,69
281,3,5:49.0,,M. Gasol makes 2-pt layup from 1 ft,48,71
282,3,5:31.0,Turnover by N. Batum (bad pass),,48,71
283,3,5:31.0,C. Kaman enters the game for R. Lopez,,48,71
284,3,5:12.0,,Z. Randolph makes 2-pt jump shot from 13 ft,48,73
285,3,5:11.0,Portland full timeout,,48,73
286,3,5:11.0,,T. Allen enters the game for J. Green,48,73
287,3,5:11.0,A. Crabbe enters the game for C. McCollum,,48,73
288,3,4:56.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by N. Batum),,51,73
289,3,4:34.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),51,75
290,3,4:23.0,D. Lillard makes 2-pt jump shot from 10 ft,,53,75
291,3,4:08.0,,M. Conley makes 2-pt layup from 1 ft,53,77
292,3,4:08.0,,Shooting foul by C. Kaman (drawn by M. Conley),53,77
293,3,4:08.0,,M. Conley makes free throw 1 of 1,53,78
294,3,3:55.0,Shooting foul by M. Gasol (drawn by D. Lillard),,53,78
295,3,3:55.0,D. Lillard misses free throw 1 of 2,,53,78
296,3,3:55.0,Offensive rebound by Team,,53,78
297,3,3:55.0,,B. Udrih enters the game for M. Conley,53,78
298,3,3:55.0,D. Lillard misses free throw 2 of 2,,53,78
299,3,3:54.0,,Defensive rebound by M. Gasol,53,78
300,3,3:35.0,,M. Gasol misses 2-pt jump shot from 10 ft,53,78
301,3,3:33.0,Defensive rebound by D. Lillard,,53,78
302,3,3:28.0,C. Kaman misses 2-pt jump shot from 8 ft,,53,78
303,3,3:26.0,,Defensive rebound by M. Gasol,53,78
304,3,3:13.0,,C. Lee misses 2-pt jump shot from 22 ft,53,78
305,3,3:12.0,Defensive rebound by L. Aldridge,,53,78
306,3,3:03.0,D. Lillard misses 3-pt jump shot from 26 ft,,53,78
307,3,3:01.0,,Defensive rebound by B. Udrih,53,78
308,3,2:49.0,,B. Udrih makes 2-pt layup at rim (assist by M. Gasol),53,80
309,3,2:33.0,Personal foul by Z. Randolph (drawn by C. Kaman),,53,80
310,3,2:33.0,C. McCollum enters the game for N. Batum,,53,80
311,3,2:33.0,,K. Koufos enters the game for M. Gasol,53,80
312,3,2:33.0,S. Blake enters the game for D. Lillard,,53,80
313,3,2:28.0,M. Leonard enters the game for C. Kaman,,53,80
314,3,2:17.0,S. Blake misses 3-pt jump shot from 26 ft,,53,80
315,3,2:16.0,,Defensive rebound by Z. Randolph,53,80
316,3,2:04.0,,Z. Randolph misses 2-pt layup from 2 ft,53,80
317,3,2:01.0,,Offensive rebound by Z. Randolph,53,80
318,3,1:56.0,,Personal foul by L. Aldridge (drawn by Z. Randolph),53,80
319,3,1:56.0,,Z. Randolph makes free throw 1 of 2,53,81
320,3,1:56.0,,Z. Randolph makes free throw 2 of 2,53,82
321,3,1:47.0,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),,55,82
322,3,1:47.0,Shooting foul by T. Allen (drawn by L. Aldridge),,55,82
323,3,1:47.0,L. Aldridge makes free throw 1 of 1,,56,82
324,3,1:31.0,,Z. Randolph misses 2-pt jump shot from 7 ft,56,82
325,3,1:29.0,Defensive rebound by L. Aldridge,,56,82
326,3,1:23.0,L. Aldridge misses 3-pt jump shot from 25 ft,,56,82
327,3,1:22.0,,Defensive rebound by B. Udrih,56,82
328,3,1:15.0,,B. Udrih makes 2-pt layup from 1 ft,56,84
329,3,0:56.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by S. Blake),,59,84
330,3,0:45.0,,Personal foul by M. Leonard (drawn by B. Udrih),59,84
331,3,0:45.0,,B. Udrih misses free throw 1 of 2,59,84
332,3,0:45.0,,Offensive rebound by Team,59,84
333,3,0:45.0,,J. Green enters the game for C. Lee,59,84
334,3,0:45.0,D. Lillard enters the game for A. Crabbe,,59,84
335,3,0:45.0,,B. Udrih makes free throw 2 of 2,59,85
336,3,0:31.0,D. Lillard misses 2-pt layup at rim,,59,85
337,3,0:28.0,Offensive rebound by L. Aldridge,,59,85
338,3,0:28.0,L. Aldridge makes 2-pt layup from 1 ft,,61,85
339,3,0:28.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,61,85
340,3,0:28.0,A. Crabbe enters the game for D. Lillard,,61,85
341,3,0:28.0,,M. Gasol enters the game for Z. Randolph,61,85
342,3,0:28.0,L. Aldridge makes free throw 1 of 1,,62,85
343,3,0:15.0,,Personal foul by M. Leonard (drawn by K. Koufos),62,85
344,3,0:15.0,,K. Koufos misses free throw 1 of 2,62,85
345,3,0:15.0,,Offensive rebound by Team,62,85
346,3,0:15.0,D. Lillard enters the game for A. Crabbe,,62,85
347,3,0:15.0,,K. Koufos makes free throw 2 of 2,62,86
348,3,0:01.0,L. Aldridge misses 2-pt jump shot from 6 ft (block by K. Koufos),,62,86
349,3,0:00.0,Offensive rebound by Team,,62,86
350,4,11:50.0,Personal foul by K. Koufos (drawn by D. Lillard),,62,86
351,4,11:45.0,D. Lillard misses 3-pt jump shot from 26 ft,,62,86
352,4,11:44.0,,Defensive rebound by B. Udrih,62,86
353,4,11:26.0,,J. Green misses 2-pt jump shot from 9 ft,62,86
354,4,11:26.0,Defensive rebound by Team,,62,86
355,4,11:24.0,,Loose ball foul by K. Koufos (drawn by M. Leonard),62,86
356,4,11:13.0,L. Aldridge misses 2-pt jump shot from 21 ft,,62,86
357,4,11:11.0,,Defensive rebound by T. Allen,62,86
358,4,10:51.0,,M. Gasol misses 2-pt jump shot from 6 ft,62,86
359,4,10:49.0,Defensive rebound by L. Aldridge,,62,86
360,4,10:33.0,L. Aldridge misses 2-pt layup from 1 ft,,62,86
361,4,10:32.0,Offensive rebound by L. Aldridge,,62,86
362,4,10:32.0,L. Aldridge makes 2-pt tip-in from 1 ft,,64,86
363,4,10:15.0,,K. Koufos makes 2-pt dunk at rim (assist by B. Udrih),64,88
364,4,10:05.0,C. McCollum misses 2-pt layup from 2 ft (block by K. Koufos),,64,88
365,4,10:02.0,Offensive rebound by L. Aldridge,,64,88
366,4,10:02.0,L. Aldridge misses 2-pt tip-in from 3 ft,,64,88
367,4,10:01.0,Offensive rebound by L. Aldridge,,64,88
368,4,10:01.0,L. Aldridge misses 2-pt tip-in from 3 ft,,64,88
369,4,9:59.0,,Defensive rebound by J. Green,64,88
370,4,9:51.0,,B. Udrih makes 2-pt jump shot from 2 ft,64,90
371,4,9:37.0,D. Lillard misses 2-pt layup at rim (block by T. Allen),,64,90
372,4,9:37.0,Offensive rebound by Team,,64,90
373,4,9:37.0,Shooting foul by T. Allen (drawn by D. Lillard),,64,90
374,4,9:37.0,D. Lillard makes free throw 1 of 2,,65,90
375,4,9:37.0,D. Lillard makes free throw 2 of 2,,66,90
376,4,9:17.0,,J. Green misses 2-pt jump shot from 14 ft,66,90
377,4,9:15.0,Defensive rebound by N. Batum,,66,90
378,4,9:11.0,C. McCollum misses 2-pt layup from 1 ft (block by K. Koufos),,66,90
379,4,9:07.0,,Defensive rebound by K. Koufos,66,90
380,4,8:57.0,,J. Green misses 2-pt jump shot from 5 ft,66,90
381,4,8:55.0,Defensive rebound by M. Leonard,,66,90
382,4,8:38.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,69,90
383,4,8:19.0,,M. Gasol misses 2-pt jump shot from 18 ft,69,90
384,4,8:18.0,Defensive rebound by D. Lillard,,69,90
385,4,8:11.0,D. Lillard makes 2-pt layup from 1 ft,,71,90
386,4,8:11.0,Shooting foul by B. Udrih (drawn by D. Lillard),,71,90
387,4,8:11.0,Portland full timeout,,71,90
388,4,8:11.0,,V. Carter enters the game for J. Green,71,90
389,4,8:11.0,,Z. Randolph enters the game for K. Koufos,71,90
390,4,8:11.0,D. Lillard makes free throw 1 of 1,,72,90
391,4,8:01.0,,Personal foul by N. Batum (drawn by V. Carter),72,90
