,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
393,4,2:57.0,,A. Varejão makes 2-pt tip-in at rim,85,86
394,4,2:36.0,B. Diaw misses 3-pt jump shot from 24 ft,,85,86
395,4,2:35.0,,Defensive rebound by A. Varejão,85,86
396,4,2:13.0,,L. James misses 2-pt layup at rim,85,86
397,4,2:10.0,,Offensive rebound by L. James,85,86
398,4,2:06.0,,J. Harris misses 3-pt jump shot from 24 ft,85,86
399,4,2:05.0,,Offensive rebound by L. James,85,86
400,4,1:49.0,,K. Irving misses 2-pt jump shot from 7 ft,85,86
401,4,1:46.0,Defensive rebound by T. Duncan,,85,86
402,4,1:39.0,T. Duncan makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),,87,86
403,4,1:25.0,,Turnover by L. James (bad pass; steal by K. Leonard),87,86
404,4,1:23.0,Personal foul by J. Harris (drawn by T. Parker),,87,86
405,4,1:23.0,T. Parker makes free throw 1 of 2,,88,86
406,4,1:23.0,T. Parker makes free throw 2 of 2,,89,86
407,4,1:23.0,,Cleveland full timeout,89,86
408,4,1:09.0,,L. James makes 2-pt layup at rim,89,88
409,4,0:48.0,B. Diaw misses 2-pt layup from 1 ft (block by A. Varejão),,89,88
410,4,0:47.0,,Defensive rebound by A. Varejão,89,88
411,4,0:37.0,,Personal foul by T. Parker (drawn by K. Irving),89,88
412,4,0:37.0,,Cleveland full timeout,89,88
413,4,0:35.0,,Turnover by L. James (bad pass),89,88
414,4,0:18.0,M. Ginóbili makes 2-pt layup at rim (assist by T. Duncan),,91,88
415,4,0:18.0,,Cleveland full timeout,91,88
416,4,0:10.0,,Shooting foul by T. Duncan (drawn by K. Irving),91,88
417,4,0:10.0,,K. Irving makes free throw 1 of 2,91,89
418,4,0:10.0,,K. Irving makes free throw 2 of 2,91,90
419,4,0:10.0,San Antonio full timeout,,91,90
420,4,0:10.0,,S. Marion enters the game for K. Irving,91,90
421,4,0:10.0,San Antonio full timeout,,91,90
422,4,0:09.0,Personal foul by K. Love (drawn by M. Ginóbili),,91,90
423,4,0:09.0,M. Ginóbili makes free throw 1 of 2,,92,90
424,4,0:09.0,,K. Irving enters the game for S. Marion,92,90
425,4,0:09.0,C. Joseph enters the game for B. Diaw,,92,90
426,4,0:09.0,M. Ginóbili misses free throw 2 of 2,,92,90
427,4,0:08.0,,Defensive rebound by A. Varejão,92,90
428,4,0:02.0,,Turnover by L. James (lost ball; steal by T. Duncan),92,90
