,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
381,4,5:39.0,,Defensive rebound by C. Anthony,95,91
382,4,5:17.0,,C. Anthony makes 2-pt jump shot from 18 ft,95,93
383,4,5:00.0,D. Lillard enters the game for S. Blake,,95,93
384,4,4:53.0,D. Lillard misses 3-pt jump shot from 25 ft,,95,93
385,4,4:52.0,,Defensive rebound by C. Anthony,95,93
386,4,4:29.0,,A. Stoudemire makes 2-pt jump shot from 16 ft,95,95
387,4,4:04.0,L. Aldridge misses 2-pt jump shot from 19 ft,,95,95
388,4,4:03.0,,Defensive rebound by A. Stoudemire,95,95
389,4,3:42.0,,C. Anthony misses 2-pt jump shot from 19 ft,95,95
390,4,3:41.0,,Offensive rebound by J. Smith,95,95
391,4,3:33.0,,C. Anthony makes 2-pt layup from 1 ft (assist by J. Smith),95,97
392,4,3:19.0,Shooting foul by P. Prigioni (drawn by D. Lillard),,95,97
393,4,3:19.0,D. Lillard misses free throw 1 of 2,,95,97
394,4,3:19.0,Offensive rebound by Team,,95,97
395,4,3:19.0,D. Lillard makes free throw 2 of 2,,96,97
396,4,3:19.0,,New York full timeout,96,97
397,4,2:58.0,,Turnover by J. Smith (bad pass; steal by W. Matthews),96,97
398,4,2:46.0,Shooting foul by J. Smith (drawn by L. Aldridge),,96,97
399,4,2:46.0,L. Aldridge makes free throw 1 of 2,,97,97
400,4,2:46.0,L. Aldridge makes free throw 2 of 2,,98,97
401,4,2:34.0,,C. Anthony misses 3-pt jump shot from 25 ft,98,97
402,4,2:33.0,Defensive rebound by W. Matthews,,98,97
403,4,2:17.0,L. Aldridge makes 2-pt layup from 1 ft,,100,97
404,4,2:05.0,,J. Smith misses 2-pt jump shot from 19 ft,100,97
405,4,2:04.0,Defensive rebound by R. Lopez,,100,97
406,4,1:47.0,D. Lillard misses 3-pt jump shot from 26 ft,,100,97
407,4,1:46.0,Offensive rebound by R. Lopez,,100,97
408,4,1:46.0,R. Lopez misses 2-pt layup from 1 ft (block by A. Stoudemire),,100,97
409,4,1:45.0,,Defensive rebound by Team,100,97
410,4,1:27.0,,A. Stoudemire makes 2-pt dunk at rim (assist by P. Prigioni),100,99
411,4,1:18.0,L. Aldridge makes 2-pt jump shot from 14 ft,,102,99
412,4,1:05.0,,C. Anthony misses 2-pt jump shot from 21 ft,102,99
413,4,1:04.0,Defensive rebound by D. Lillard,,102,99
414,4,0:50.0,N. Batum misses 3-pt jump shot from 23 ft,,102,99
415,4,0:49.0,,Defensive rebound by P. Prigioni,102,99
416,4,0:48.0,,New York full timeout,102,99
417,4,0:30.0,,P. Prigioni misses 3-pt jump shot from 24 ft,102,99
418,4,0:29.0,Defensive rebound by N. Batum,,102,99
419,4,0:10.0,L. Aldridge misses 2-pt jump shot from 15 ft,,102,99
420,4,0:09.0,Offensive rebound by R. Lopez,,102,99
421,4,0:02.0,Personal take foul by J. Smith (drawn by W. Matthews),,102,99
422,4,0:02.0,W. Matthews misses free throw 1 of 2,,102,99
423,4,0:02.0,Offensive rebound by Team,,102,99
424,4,0:02.0,W. Matthews makes free throw 2 of 2,,103,99
425,4,0:02.0,,New York full timeout,103,99
426,4,0:02.0,,T. Hardaway enters the game for J. Smith,103,99
427,4,0:01.0,,T. Hardaway misses 3-pt jump shot from 26 ft,103,99
428,4,0:00.0,,Offensive rebound by Team,103,99
