,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
381,4,3:43.0,A. Drummond makes 2-pt dunk at rim,,88,97
382,4,3:30.0,,Offensive foul by A. Iguodala (drawn by J. Meeks),88,97
383,4,3:30.0,,Turnover by A. Iguodala (offensive foul),88,97
384,4,3:30.0,,A. Bogut enters the game for M. Speights,88,97
385,4,3:15.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,88,97
386,4,3:14.0,,Defensive rebound by K. Thompson,88,97
387,4,3:06.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),88,99
388,4,3:06.0,,Shooting foul by A. Drummond (drawn by D. Green),88,99
389,4,3:06.0,,D. Green makes free throw 1 of 1,88,100
390,4,2:59.0,Personal foul by K. Thompson (drawn by R. Jackson),,88,100
391,4,2:41.0,R. Jackson misses 3-pt jump shot from 25 ft,,88,100
392,4,2:39.0,Offensive rebound by A. Drummond,,88,100
393,4,2:36.0,A. Drummond makes 2-pt layup from 1 ft,,90,100
394,4,2:18.0,,K. Thompson misses 2-pt jump shot from 13 ft,90,100
395,4,2:17.0,Defensive rebound by G. Monroe,,90,100
396,4,2:07.0,Turnover by G. Monroe (lost ball; steal by K. Thompson),,90,100
397,4,1:56.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),90,102
398,4,1:49.0,Turnover by R. Jackson (lost ball; steal by S. Curry),,90,102
399,4,1:46.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),90,104
400,4,1:46.0,Detroit full timeout,,90,104
401,4,1:46.0,,L. Barbosa enters the game for K. Thompson,90,104
402,4,1:46.0,,S. Livingston enters the game for S. Curry,90,104
403,4,1:40.0,R. Jackson makes 2-pt hook shot from 4 ft,,92,104
404,4,1:23.0,,D. Green misses 3-pt jump shot from 27 ft,92,104
405,4,1:22.0,Defensive rebound by Team,,92,104
406,4,1:13.0,Shooting foul by S. Livingston (drawn by G. Monroe),,92,104
407,4,1:13.0,G. Monroe makes free throw 1 of 2,,93,104
408,4,1:13.0,G. Monroe makes free throw 2 of 2,,94,104
409,4,1:11.0,,Personal take foul by R. Jackson (drawn by S. Livingston),94,104
410,4,0:50.0,,Turnover by D. Green (bad pass; steal by G. Monroe),94,104
411,4,0:43.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,96,104
412,4,0:32.0,,Personal take foul by K. Caldwell-Pope (drawn by D. Green),96,104
413,4,0:32.0,,D. Green makes free throw 1 of 2,96,105
414,4,0:32.0,,D. Green misses free throw 2 of 2,96,105
415,4,0:32.0,Defensive rebound by A. Drummond,,96,105
416,4,0:11.0,G. Monroe misses 2-pt jump shot from 9 ft,,96,105
417,4,0:11.0,Offensive rebound by A. Drummond,,96,105
418,4,0:11.0,A. Drummond makes 2-pt dunk at rim,,98,105
