,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
38,1,6:56.0,,M. Dunleavy misses 3-pt jump shot from 22 ft,12,11
39,1,6:55.0,Defensive rebound by B. McLemore,,12,11
40,1,6:46.0,R. Gay misses 2-pt hook shot from 9 ft,,12,11
41,1,6:45.0,,Defensive rebound by J. Noah,12,11
42,1,6:36.0,,J. Noah misses 2-pt jump shot from 18 ft,12,11
43,1,6:35.0,Defensive rebound by J. Thompson,,12,11
44,1,6:18.0,D. Cousins misses 2-pt jump shot from 10 ft,,12,11
45,1,6:17.0,,Defensive rebound by P. Gasol,12,11
46,1,6:10.0,,D. Rose makes 2-pt jump shot at rim,12,13
47,1,6:01.0,Sacramento full timeout,,12,13
48,1,6:01.0,,T. Snell enters the game for M. Dunleavy,12,13
49,1,5:54.0,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),,14,13
50,1,5:36.0,,D. Rose makes 2-pt jump shot from 17 ft (assist by J. Noah),14,15
51,1,5:21.0,R. Sessions misses 3-pt jump shot from 24 ft,,14,15
52,1,5:18.0,,Defensive rebound by P. Gasol,14,15
53,1,5:07.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),14,17
54,1,4:43.0,J. Thompson makes 2-pt layup from 3 ft (assist by R. Sessions),,16,17
55,1,4:27.0,,Shooting foul by J. Thompson (drawn by P. Gasol),16,17
56,1,4:27.0,,P. Gasol makes 2-pt jump shot from 7 ft (assist by D. Rose),16,19
57,1,4:27.0,R. Evans enters the game for J. Thompson,,16,19
58,1,4:27.0,,P. Gasol makes free throw 1 of 1,16,20
59,1,4:07.0,R. Evans makes 2-pt layup at rim (assist by D. Cousins),,18,20
60,1,3:48.0,,J. Butler misses 2-pt jump shot from 17 ft,18,20
61,1,3:46.0,Defensive rebound by R. Gay,,18,20
62,1,3:42.0,Turnover by B. McLemore (step out of bounds),,18,20
63,1,3:24.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Noah),18,23
64,1,3:01.0,R. Sessions misses 3-pt jump shot from 24 ft,,18,23
65,1,3:00.0,,Defensive rebound by J. Noah,18,23
66,1,2:50.0,,J. Butler makes 2-pt layup at rim (assist by D. Rose),18,25
67,1,2:31.0,B. McLemore makes 2-pt dunk at rim (assist by D. Cousins),,20,25
68,1,2:16.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Noah),20,28
69,1,1:57.0,Shooting foul by J. Noah (drawn by D. Cousins),,20,28
70,1,1:57.0,,Chicago full timeout,20,28
71,1,1:57.0,R. McCallum enters the game for R. Gay,,20,28
72,1,1:57.0,O. Casspi enters the game for R. Sessions,,20,28
73,1,1:57.0,,A. Brooks enters the game for J. Noah,20,28
74,1,1:57.0,,T. Gibson enters the game for D. Rose,20,28
75,1,1:57.0,D. Cousins misses free throw 1 of 2,,20,28
76,1,1:57.0,Offensive rebound by Team,,20,28
77,1,1:57.0,D. Cousins makes free throw 2 of 2,,21,28
78,1,1:43.0,,J. Butler misses 2-pt jump shot from 17 ft,21,28
79,1,1:42.0,Defensive rebound by O. Casspi,,21,28
80,1,1:30.0,D. Cousins misses 2-pt jump shot from 18 ft,,21,28
81,1,1:30.0,,Defensive rebound by J. Butler,21,28
82,1,1:30.0,,Personal foul by D. Cousins (drawn by J. Butler),21,28
83,1,1:30.0,C. Landry enters the game for D. Cousins,,21,28
84,1,1:20.0,,P. Gasol makes 2-pt dunk at rim (assist by A. Brooks),21,30
85,1,1:06.0,Personal foul by A. Brooks (drawn by R. McCallum),,21,30
86,1,1:06.0,R. McCallum makes free throw 1 of 2,,22,30
87,1,1:06.0,R. McCallum misses free throw 2 of 2,,22,30
88,1,1:02.0,Offensive rebound by C. Landry,,22,30
89,1,0:49.0,,Violation by T. Gibson (def goaltending),22,30
90,1,0:49.0,O. Casspi makes 2-pt layup from 3 ft (assist by R. Evans),,24,30
91,1,0:36.0,,J. Butler misses 2-pt layup from 2 ft,24,30
92,1,0:35.0,Defensive rebound by R. Evans,,24,30
93,1,0:18.0,R. McCallum makes 2-pt jump shot from 20 ft,,26,30
94,1,0:00.0,,P. Gasol misses 2-pt jump shot from 3 ft,26,30
95,1,0:00.0,,Offensive rebound by Team,26,30
96,2,11:46.0,R. Gay makes 2-pt jump shot from 19 ft (assist by R. McCallum),,28,30
97,2,11:26.0,,Turnover by A. Brooks (bad pass),28,30
98,2,11:11.0,Offensive foul by R. Gay (drawn by J. Butler),,28,30
99,2,11:11.0,Turnover by R. Gay (offensive foul),,28,30
100,2,10:56.0,,J. Butler makes 2-pt jump shot from 4 ft,28,32
101,2,10:43.0,Turnover by O. Casspi (bad pass; steal by T. Gibson),,28,32
102,2,10:37.0,,T. Snell makes 2-pt jump shot from 16 ft (assist by J. Butler),28,34
103,2,10:08.0,C. Landry misses 2-pt jump shot from 17 ft,,28,34
104,2,10:07.0,Offensive rebound by R. Evans,,28,34
105,2,10:05.0,R. Evans misses 2-pt layup from 3 ft (block by T. Gibson),,28,34
106,2,10:03.0,,Defensive rebound by A. Brooks,28,34
107,2,9:54.0,,A. Brooks misses 2-pt layup from 2 ft,28,34
108,2,9:53.0,Defensive rebound by R. Evans,,28,34
109,2,9:49.0,Shooting foul by N. Mirotić (drawn by O. Casspi),,28,34
110,2,9:49.0,O. Casspi makes free throw 1 of 2,,29,34
111,2,9:49.0,O. Casspi misses free throw 2 of 2,,29,34
112,2,9:47.0,Offensive rebound by O. Casspi,,29,34
113,2,9:46.0,O. Casspi misses 2-pt jump shot from 8 ft,,29,34
114,2,9:46.0,,Defensive rebound by Team,29,34
115,2,9:31.0,,T. Snell makes 3-pt jump shot from 22 ft (assist by A. Brooks),29,37
116,2,9:10.0,R. Gay makes 2-pt jump shot from 10 ft,,31,37
117,2,8:44.0,,A. Brooks misses 3-pt jump shot from 24 ft,31,37
118,2,8:42.0,Defensive rebound by O. Casspi,,31,37
119,2,8:30.0,R. McCallum misses 2-pt jump shot from 21 ft,,31,37
120,2,8:29.0,Offensive rebound by C. Landry,,31,37
121,2,8:18.0,R. Gay makes 2-pt hook shot from 5 ft,,33,37
122,2,8:06.0,,T. Gibson makes 2-pt dunk at rim (assist by T. Snell),33,39
123,2,7:37.0,R. McCallum misses 2-pt jump shot from 20 ft,,33,39
124,2,7:34.0,Offensive rebound by R. McCallum,,33,39
125,2,7:32.0,Turnover by R. McCallum (lost ball),,33,39
126,2,7:32.0,,Chicago full timeout,33,39
127,2,7:32.0,,J. Noah enters the game for J. Butler,33,39
128,2,7:32.0,D. Cousins enters the game for R. Evans,,33,39
129,2,7:18.0,Violation by R. McCallum (kicked ball),,33,39
130,2,7:08.0,,J. Noah makes 2-pt dunk at rim (assist by T. Snell),33,41
131,2,6:48.0,R. Gay misses 3-pt jump shot from 24 ft,,33,41
132,2,6:47.0,,Defensive rebound by N. Mirotić,33,41
133,2,6:41.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Brooks),33,44
134,2,6:21.0,Turnover by R. McCallum (bad pass; steal by A. Brooks),,33,44
135,2,6:18.0,,Turnover by A. Brooks (bad pass),33,44
136,2,6:02.0,Turnover by O. Casspi (bad pass; steal by T. Gibson),,33,44
137,2,5:47.0,,J. Noah misses 2-pt jump shot from 18 ft,33,44
138,2,5:46.0,Defensive rebound by C. Landry,,33,44
139,2,5:37.0,Shooting foul by J. Noah (drawn by D. Cousins),,33,44
140,2,5:37.0,,Chicago full timeout,33,44
141,2,5:37.0,,D. Rose enters the game for J. Noah,33,44
142,2,5:37.0,,P. Gasol enters the game for A. Brooks,33,44
143,2,5:37.0,B. McLemore enters the game for R. McCallum,,33,44
144,2,5:37.0,J. Thompson enters the game for O. Casspi,,33,44
145,2,5:37.0,R. Sessions enters the game for C. Landry,,33,44
146,2,5:37.0,D. Cousins makes free throw 1 of 2,,34,44
147,2,5:37.0,,J. Butler enters the game for N. Mirotić,34,44
148,2,5:37.0,D. Cousins makes free throw 2 of 2,,35,44
149,2,5:21.0,,J. Butler misses 2-pt jump shot from 12 ft,35,44
150,2,5:20.0,Defensive rebound by J. Thompson,,35,44
151,2,5:02.0,Shooting foul by T. Gibson (drawn by J. Thompson),,35,44
152,2,5:02.0,J. Thompson makes free throw 1 of 2,,36,44
153,2,5:02.0,J. Thompson misses free throw 2 of 2,,36,44
154,2,4:59.0,Offensive rebound by J. Thompson,,36,44
155,2,4:50.0,R. Gay makes 2-pt jump shot from 19 ft,,38,44
156,2,4:28.0,,Turnover by T. Gibson (bad pass; steal by B. McLemore),38,44
157,2,4:23.0,B. McLemore makes 2-pt dunk at rim (assist by R. Gay),,40,44
158,2,4:08.0,,Shooting foul by J. Thompson (drawn by P. Gasol),40,44
159,2,4:08.0,,P. Gasol makes free throw 1 of 2,40,45
160,2,4:08.0,,P. Gasol makes free throw 2 of 2,40,46
161,2,3:44.0,R. Gay makes 2-pt jump shot from 11 ft (assist by D. Cousins),,42,46
162,2,3:20.0,,D. Rose misses 3-pt jump shot from 25 ft,42,46
163,2,3:19.0,Defensive rebound by R. Gay,,42,46
164,2,3:06.0,Turnover by R. Gay (bad pass),,42,46
165,2,2:56.0,,D. Rose misses 2-pt jump shot from 21 ft,42,46
166,2,2:55.0,Defensive rebound by D. Cousins,,42,46
167,2,2:50.0,Sacramento full timeout,,42,46
168,2,2:31.0,R. Gay misses 3-pt jump shot from 22 ft,,42,46
169,2,2:30.0,,Defensive rebound by P. Gasol,42,46
170,2,2:07.0,,T. Snell makes 2-pt jump shot from 20 ft (assist by T. Gibson),42,48
171,2,1:48.0,R. Sessions makes 2-pt jump shot from 10 ft,,44,48
172,2,1:38.0,,Shooting foul by R. Gay (drawn by J. Butler),44,48
173,2,1:38.0,,J. Butler misses free throw 1 of 2,44,48
174,2,1:38.0,,Offensive rebound by Team,44,48
175,2,1:38.0,,J. Butler makes free throw 2 of 2,44,49
176,2,1:25.0,D. Cousins misses 2-pt jump shot from 18 ft,,44,49
177,2,1:24.0,,Defensive rebound by T. Snell,44,49
178,2,1:15.0,,P. Gasol misses 2-pt jump shot from 21 ft,44,49
179,2,1:14.0,Defensive rebound by R. Gay,,44,49
180,2,1:08.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Gay),,46,49
181,2,1:00.0,,Shooting foul by D. Cousins (drawn by D. Rose),46,49
182,2,1:00.0,,D. Rose makes 2-pt layup from 2 ft,46,51
183,2,1:00.0,,D. Rose makes free throw 1 of 1,46,52
184,2,0:47.0,Personal foul by P. Gasol (drawn by D. Cousins),,46,52
185,2,0:45.0,Shooting foul by T. Gibson (drawn by R. Sessions),,46,52
186,2,0:45.0,R. Sessions makes free throw 1 of 2,,47,52
187,2,0:45.0,R. Evans enters the game for J. Thompson,,47,52
188,2,0:45.0,C. Landry enters the game for D. Cousins,,47,52
189,2,0:45.0,O. Casspi enters the game for R. Gay,,47,52
190,2,0:45.0,R. Sessions misses free throw 2 of 2,,47,52
191,2,0:44.0,,Defensive rebound by P. Gasol,47,52
192,2,0:32.0,,D. Rose makes 3-pt jump shot from 25 ft,47,55
193,2,0:14.0,C. Landry makes 2-pt jump shot from 20 ft (assist by R. Sessions),,49,55
194,2,0:02.0,,D. Rose makes 2-pt jump shot from 16 ft,49,57
195,3,11:35.0,J. Thompson misses 2-pt jump shot from 20 ft,,49,57
196,3,11:34.0,,Defensive rebound by P. Gasol,49,57
197,3,11:15.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),49,60
198,3,10:47.0,Turnover by R. Sessions (bad pass; steal by D. Rose),,49,60
199,3,10:40.0,,D. Rose misses 2-pt jump shot from 7 ft,49,60
200,3,10:39.0,Defensive rebound by J. Thompson,,49,60
201,3,10:20.0,R. Sessions misses 2-pt jump shot from 19 ft,,49,60
202,3,10:19.0,,Defensive rebound by P. Gasol,49,60
203,3,10:02.0,,T. Snell misses 3-pt jump shot from 24 ft,49,60
204,3,10:01.0,,Offensive rebound by P. Gasol,49,60
205,3,9:54.0,,Shooting foul by R. Sessions (drawn by D. Rose),49,60
206,3,9:54.0,,D. Rose makes free throw 1 of 2,49,61
207,3,9:54.0,,D. Rose misses free throw 2 of 2,49,61
208,3,9:53.0,Defensive rebound by D. Cousins,,49,61
209,3,9:34.0,Personal foul by J. Noah (drawn by D. Cousins),,49,61
210,3,9:34.0,,T. Gibson enters the game for J. Noah,49,61
211,3,9:26.0,R. Gay misses 3-pt jump shot from 22 ft,,49,61
212,3,9:25.0,,Defensive rebound by T. Snell,49,61
213,3,9:18.0,,T. Snell makes 2-pt dunk at rim (assist by P. Gasol),49,63
214,3,9:09.0,Sacramento full timeout,,49,63
215,3,8:55.0,D. Cousins makes 2-pt layup from 3 ft,,51,63
216,3,8:34.0,,P. Gasol makes 2-pt jump shot from 13 ft,51,65
217,3,8:34.0,,Shooting foul by J. Thompson (drawn by P. Gasol),51,65
218,3,8:34.0,,P. Gasol makes free throw 1 of 1,51,66
219,3,8:13.0,Shooting foul by T. Gibson (drawn by D. Cousins),,51,66
220,3,8:13.0,D. Cousins makes free throw 1 of 2,,52,66
221,3,8:13.0,D. Cousins misses free throw 2 of 2,,52,66
222,3,8:09.0,,Defensive rebound by P. Gasol,52,66
223,3,7:58.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),52,68
224,3,7:36.0,R. Sessions misses 3-pt jump shot from 25 ft,,52,68
225,3,7:36.0,,Defensive rebound by Team,52,68
226,3,7:36.0,Loose ball foul by D. Cousins (drawn by P. Gasol),,52,68
227,3,7:27.0,,P. Gasol makes 2-pt jump shot from 15 ft,52,70
228,3,7:13.0,D. Cousins misses 2-pt layup from 2 ft (block by T. Gibson),,52,70
229,3,7:12.0,,Defensive rebound by P. Gasol,52,70
230,3,7:05.0,,T. Gibson misses 2-pt jump shot from 3 ft,52,70
231,3,7:03.0,,Offensive rebound by T. Gibson,52,70
232,3,7:03.0,,T. Gibson misses 2-pt layup from 3 ft (block by D. Cousins),52,70
233,3,7:01.0,Defensive rebound by D. Cousins,,52,70
234,3,6:44.0,Personal foul by T. Snell (drawn by R. Gay),,52,70
235,3,6:44.0,,Technical foul by Team,52,70
236,3,6:44.0,R. Gay makes technical free throw,,53,70
237,3,6:37.0,D. Cousins misses 2-pt jump shot from 19 ft,,53,70
238,3,6:36.0,,Defensive rebound by P. Gasol,53,70
239,3,6:29.0,,D. Rose misses 3-pt jump shot from 24 ft,53,70
240,3,6:28.0,Defensive rebound by J. Thompson,,53,70
241,3,6:18.0,J. Thompson misses 2-pt jump shot from 18 ft,,53,70
242,3,6:17.0,,Defensive rebound by M. Dunleavy,53,70
243,3,6:04.0,,P. Gasol makes 2-pt jump shot from 14 ft (assist by M. Dunleavy),53,72
244,3,5:50.0,R. Gay misses 2-pt jump shot from 18 ft,,53,72
245,3,5:49.0,,Defensive rebound by P. Gasol,53,72
246,3,5:43.0,,D. Rose makes 2-pt jump shot from 6 ft,53,74
247,3,5:43.0,Sacramento full timeout,,53,74
248,3,5:43.0,O. Casspi enters the game for R. Gay,,53,74
249,3,5:43.0,R. McCallum enters the game for J. Thompson,,53,74
250,3,5:43.0,R. Evans enters the game for R. Sessions,,53,74
251,3,5:25.0,B. McLemore misses 2-pt layup from 3 ft,,53,74
252,3,5:24.0,Offensive rebound by R. Evans,,53,74
253,3,5:09.0,Turnover by D. Cousins (lost ball; steal by T. Gibson),,53,74
254,3,4:49.0,,P. Gasol makes 2-pt jump shot from 22 ft (assist by M. Dunleavy),53,76
255,3,4:27.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. McCallum),,55,76
256,3,4:05.0,,T. Gibson misses 2-pt jump shot from 12 ft,55,76
257,3,4:03.0,Defensive rebound by R. Evans,,55,76
258,3,3:47.0,Personal foul by P. Gasol (drawn by D. Cousins),,55,76
259,3,3:38.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. McCallum),,57,76
260,3,3:22.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),57,78
261,3,3:09.0,Shooting foul by P. Gasol (drawn by D. Cousins),,57,78
262,3,3:09.0,D. Cousins misses free throw 1 of 2,,57,78
263,3,3:09.0,Offensive rebound by Team,,57,78
264,3,3:09.0,,N. Mirotić enters the game for M. Dunleavy,57,78
265,3,3:09.0,R. Gay enters the game for B. McLemore,,57,78
266,3,3:09.0,D. Cousins misses free throw 2 of 2,,57,78
267,3,3:07.0,,Defensive rebound by P. Gasol,57,78
268,3,3:00.0,,Personal foul by R. Evans (drawn by D. Rose),57,78
269,3,3:00.0,C. Landry enters the game for D. Cousins,,57,78
270,3,2:54.0,,D. Rose makes 2-pt jump shot from 21 ft,57,80
271,3,2:33.0,R. Gay makes 2-pt jump shot from 22 ft (assist by R. Evans),,59,80
272,3,2:17.0,,P. Gasol misses 2-pt jump shot from 19 ft,59,80
273,3,2:15.0,Defensive rebound by R. Gay,,59,80
274,3,2:13.0,Personal foul by N. Mirotić (drawn by R. Evans),,59,80
275,3,2:13.0,R. Evans misses free throw 1 of 2,,59,80
276,3,2:13.0,Offensive rebound by Team,,59,80
277,3,2:13.0,,A. Brooks enters the game for D. Rose,59,80
278,3,2:13.0,,Violation by T. Gibson (lane),59,80
279,3,2:13.0,R. Evans makes free throw 2 of 2,,60,80
280,3,2:02.0,,Turnover by A. Brooks (bad pass),60,80
281,3,1:40.0,R. McCallum misses 2-pt jump shot from 13 ft,,60,80
282,3,1:39.0,,Defensive rebound by N. Mirotić,60,80
283,3,1:16.0,,N. Mirotić misses 3-pt jump shot from 25 ft,60,80
284,3,1:14.0,Defensive rebound by R. Evans,,60,80
285,3,1:07.0,R. Gay makes 3-pt jump shot from 24 ft (assist by R. McCallum),,63,80
286,3,0:54.0,,A. Brooks makes 2-pt jump shot from 17 ft,63,82
287,3,0:40.0,Turnover by R. Gay (bad pass; steal by N. Mirotić),,63,82
288,3,0:37.0,,Turnover by N. Mirotić (bad pass; steal by O. Casspi),63,82
289,3,0:37.0,Personal foul by T. Snell (drawn by O. Casspi),,63,82
290,3,0:37.0,O. Casspi makes free throw 1 of 2,,64,82
291,3,0:37.0,O. Casspi misses free throw 2 of 2,,64,82
292,3,0:35.0,,Defensive rebound by T. Gibson,64,82
293,3,0:24.0,,Personal foul by R. Gay (drawn by T. Gibson),64,82
294,3,0:24.0,,T. Gibson makes free throw 1 of 2,64,83
295,3,0:24.0,B. McLemore enters the game for R. Evans,,64,83
296,3,0:24.0,,E. Moore enters the game for A. Brooks,64,83
297,3,0:24.0,,T. Gibson makes free throw 2 of 2,64,84
298,3,0:04.0,R. Gay misses 2-pt layup from 3 ft,,64,84
299,3,0:03.0,,Defensive rebound by Team,64,84
300,3,0:03.0,,A. Brooks enters the game for E. Moore,64,84
301,3,0:00.0,,N. Mirotić misses 3-pt jump shot from 44 ft,64,84
302,3,0:00.0,,Offensive rebound by Team,64,84
303,4,12:00.0,,Personal foul by D. Cousins (drawn by P. Gasol),64,84
304,4,11:39.0,,N. Mirotić misses 3-pt jump shot from 25 ft,64,84
305,4,11:38.0,,Offensive rebound by T. Gibson,64,84
306,4,11:30.0,,N. Mirotić misses 3-pt jump shot from 25 ft,64,84
307,4,11:29.0,Defensive rebound by C. Landry,,64,84
308,4,11:12.0,C. Landry makes 2-pt jump shot from 15 ft (assist by R. Gay),,66,84
309,4,10:52.0,,T. Gibson misses 2-pt jump shot from 12 ft,66,84
310,4,10:51.0,Defensive rebound by D. Cousins,,66,84
311,4,10:39.0,R. Gay makes 2-pt jump shot from 16 ft,,68,84
312,4,10:37.0,,Chicago full timeout,68,84
313,4,10:37.0,,J. Noah enters the game for P. Gasol,68,84
314,4,10:37.0,,M. Dunleavy enters the game for N. Mirotić,68,84
315,4,10:19.0,,A. Brooks makes 2-pt jump shot from 8 ft,68,86
316,4,10:00.0,R. McCallum makes 2-pt layup from 2 ft (assist by R. Gay),,70,86
317,4,9:44.0,,T. Snell makes 2-pt layup from 2 ft (assist by J. Noah),70,88
318,4,9:20.0,D. Cousins misses 2-pt jump shot from 13 ft,,70,88
319,4,9:19.0,,Defensive rebound by A. Brooks,70,88
320,4,9:10.0,,M. Dunleavy misses 2-pt jump shot from 5 ft (block by C. Landry),70,88
321,4,9:07.0,Defensive rebound by D. Cousins,,70,88
322,4,8:55.0,R. McCallum makes 2-pt layup from 3 ft (assist by D. Cousins),,72,88
323,4,8:35.0,,M. Dunleavy makes 2-pt jump shot from 21 ft (assist by T. Gibson),72,90
324,4,8:15.0,Shooting foul by T. Snell (drawn by D. Cousins),,72,90
325,4,8:15.0,D. Cousins misses free throw 1 of 2,,72,90
326,4,8:15.0,Offensive rebound by Team,,72,90
327,4,8:15.0,,D. Rose enters the game for A. Brooks,72,90
328,4,8:15.0,D. Cousins makes free throw 2 of 2,,73,90
329,4,8:00.0,,T. Gibson misses 2-pt dunk from 1 ft,73,90
330,4,7:59.0,Defensive rebound by R. Gay,,73,90
331,4,7:43.0,Personal foul by T. Gibson (drawn by D. Cousins),,73,90
332,4,7:43.0,,P. Gasol enters the game for T. Gibson,73,90
333,4,7:32.0,Personal foul by J. Noah (drawn by D. Cousins),,73,90
334,4,7:32.0,,T. Gibson enters the game for J. Noah,73,90
335,4,7:18.0,R. McCallum makes 2-pt jump shot from 15 ft (assist by C. Landry),,75,90
336,4,6:53.0,,Turnover by M. Dunleavy (lost ball; steal by R. Gay),75,90
337,4,6:36.0,B. McLemore misses 3-pt jump shot from 23 ft,,75,90
338,4,6:35.0,,Defensive rebound by P. Gasol,75,90
339,4,6:22.0,,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),75,92
340,4,6:02.0,B. McLemore misses 3-pt jump shot from 25 ft,,75,92
341,4,6:00.0,Offensive rebound by R. McCallum,,75,92
342,4,5:56.0,R. McCallum misses 3-pt jump shot from 25 ft,,75,92
343,4,5:55.0,Offensive rebound by B. McLemore,,75,92
344,4,5:55.0,B. McLemore makes 2-pt dunk at rim,,77,92
345,4,5:38.0,,D. Rose misses 3-pt jump shot from 25 ft,77,92
346,4,5:37.0,Defensive rebound by C. Landry,,77,92
347,4,5:23.0,D. Cousins makes 2-pt layup from 2 ft,,79,92
348,4,5:07.0,,Shooting foul by C. Landry (drawn by T. Snell),79,92
349,4,5:07.0,,Chicago full timeout,79,92
350,4,5:07.0,,T. Snell makes free throw 1 of 2,79,93
351,4,5:07.0,,T. Snell makes free throw 2 of 2,79,94
352,4,4:51.0,B. McLemore misses 3-pt jump shot from 24 ft,,79,94
353,4,4:50.0,,Defensive rebound by P. Gasol,79,94
354,4,4:38.0,,D. Rose makes 2-pt layup from 1 ft,79,96
355,4,4:18.0,R. Gay misses 2-pt jump shot from 7 ft,,79,96
356,4,4:17.0,Offensive rebound by R. Gay,,79,96
357,4,4:17.0,Shooting foul by T. Gibson (drawn by R. Gay),,79,96
358,4,4:17.0,R. Gay misses free throw 1 of 2,,79,96
359,4,4:17.0,Offensive rebound by Team,,79,96
360,4,4:17.0,R. Gay makes free throw 2 of 2,,80,96
361,4,3:58.0,,D. Rose misses 2-pt jump shot from 20 ft,80,96
362,4,3:56.0,Defensive rebound by D. Cousins,,80,96
363,4,3:41.0,R. Gay misses 2-pt jump shot from 9 ft,,80,96
364,4,3:39.0,Offensive rebound by R. McCallum,,80,96
365,4,3:37.0,R. McCallum makes 2-pt layup from 3 ft,,82,96
366,4,3:19.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,82,96
367,4,3:18.0,,Offensive rebound by P. Gasol,82,96
368,4,3:17.0,,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),82,98
369,4,3:17.0,,Shooting foul by B. McLemore (drawn by T. Gibson),82,98
370,4,3:17.0,,T. Gibson makes free throw 1 of 1,82,99
371,4,2:55.0,Turnover by D. Cousins (3 sec),,82,99
372,4,2:55.0,Sacramento full timeout,,82,99
373,4,2:55.0,R. Hollins enters the game for R. Gay,,82,99
374,4,2:55.0,N. Stauskas enters the game for D. Cousins,,82,99
375,4,2:55.0,O. Casspi enters the game for B. McLemore,,82,99
376,4,2:45.0,,T. Snell misses 3-pt jump shot from 24 ft,82,99
377,4,2:44.0,Defensive rebound by C. Landry,,82,99
378,4,2:32.0,C. Landry makes 2-pt jump shot from 19 ft (assist by R. Hollins),,84,99
379,4,2:13.0,,Turnover by P. Gasol (bad pass),84,99
380,4,2:00.0,Turnover by R. Hollins (lost ball; steal by T. Snell),,84,99
381,4,1:57.0,,T. Snell makes 2-pt dunk at rim,84,101
382,4,1:45.0,O. Casspi makes 2-pt jump shot from 9 ft,,86,101
383,4,1:26.0,,P. Gasol misses 2-pt jump shot from 9 ft,86,101
384,4,1:25.0,Defensive rebound by C. Landry,,86,101
385,4,1:12.0,O. Casspi misses 2-pt jump shot from 12 ft,,86,101
386,4,1:11.0,,Defensive rebound by P. Gasol,86,101
