,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
42,1,5:51.0,,D. Green misses 3-pt jump shot from 26 ft,17,10
43,1,5:49.0,Defensive rebound by N. Vučević,,17,10
44,1,5:43.0,N. Vučević makes 2-pt dunk at rim,,19,10
45,1,5:43.0,Shooting foul by T. Duncan (drawn by N. Vučević),,19,10
46,1,5:43.0,,San Antonio full timeout,19,10
47,1,5:43.0,,M. Ginóbili enters the game for B. Diaw,19,10
48,1,5:43.0,N. Vučević makes free throw 1 of 1,,20,10
49,1,5:25.0,,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),20,12
50,1,5:09.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by V. Oladipo),,22,12
51,1,4:56.0,,Personal foul by N. Vučević (drawn by M. Ginóbili),22,12
52,1,4:56.0,,M. Belinelli enters the game for D. Green,22,12
53,1,4:44.0,,T. Duncan misses 2-pt jump shot from 15 ft,22,12
54,1,4:43.0,Defensive rebound by T. Harris,,22,12
55,1,4:21.0,N. Vučević misses 2-pt jump shot from 13 ft,,22,12
56,1,4:19.0,,Defensive rebound by M. Ginóbili,22,12
57,1,4:11.0,,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),22,14
58,1,3:54.0,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Payton),,25,14
59,1,3:34.0,,M. Belinelli misses 2-pt jump shot from 23 ft,25,14
60,1,3:32.0,Defensive rebound by T. Harris,,25,14
61,1,3:28.0,Turnover by V. Oladipo (bad pass),,25,14
62,1,3:28.0,,P. Mills enters the game for T. Parker,25,14
63,1,3:28.0,B. Gordon enters the game for V. Oladipo,,25,14
64,1,3:19.0,,Turnover by M. Belinelli (step out of bounds),25,14
65,1,3:19.0,W. Green enters the game for E. Payton,,25,14
66,1,3:10.0,Orlando full timeout,,25,14
67,1,3:10.0,,A. Baynes enters the game for T. Duncan,25,14
68,1,3:03.0,Turnover by N. Vučević (bad pass; steal by K. Leonard),,25,14
69,1,2:54.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),25,17
70,1,2:34.0,W. Green misses 3-pt jump shot from 23 ft,,25,17
71,1,2:33.0,Offensive rebound by N. Vučević,,25,17
72,1,2:25.0,E. Fournier misses 2-pt layup from 1 ft,,25,17
73,1,2:24.0,,Defensive rebound by A. Baynes,25,17
74,1,2:10.0,,Personal foul by E. Fournier (drawn by A. Baynes),25,17
75,1,2:10.0,C. Frye enters the game for N. Vučević,,25,17
76,1,2:03.0,,M. Ginóbili makes 2-pt jump shot from 16 ft,25,19
77,1,1:50.0,E. Fournier misses 3-pt jump shot from 25 ft,,25,19
78,1,1:48.0,,Defensive rebound by A. Baynes,25,19
79,1,1:41.0,V. Oladipo enters the game for E. Fournier,,25,19
80,1,1:38.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by M. Belinelli),25,21
81,1,1:22.0,B. Gordon misses 2-pt jump shot from 12 ft,,25,21
82,1,1:21.0,,Defensive rebound by A. Baynes,25,21
83,1,1:09.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),25,24
84,1,0:55.0,Turnover by C. Frye (bad pass; steal by P. Mills),,25,24
85,1,0:48.0,,P. Mills misses 3-pt jump shot from 25 ft,25,24
86,1,0:47.0,,Offensive rebound by A. Baynes,25,24
87,1,0:47.0,,A. Baynes misses 2-pt tip-in from 1 ft,25,24
88,1,0:46.0,Defensive rebound by C. Frye,,25,24
89,1,0:27.0,T. Harris misses 2-pt jump shot from 8 ft,,25,24
90,1,0:25.0,,Defensive rebound by K. Leonard,25,24
91,1,0:09.0,,Shooting foul by B. Gordon (drawn by M. Ginóbili),25,24
92,1,0:09.0,,M. Ginóbili misses free throw 1 of 2,25,24
93,1,0:09.0,,Offensive rebound by Team,25,24
94,1,0:09.0,,D. Green enters the game for K. Leonard,25,24
95,1,0:09.0,,M. Ginóbili misses free throw 2 of 2,25,24
96,1,0:08.0,Defensive rebound by T. Harris,,25,24
97,1,0:01.0,T. Harris misses 2-pt layup from 1 ft,,25,24
98,1,0:00.0,,Defensive rebound by P. Mills,25,24
99,2,11:37.0,Turnover by W. Green (lost ball),,25,24
100,2,11:23.0,,P. Mills misses 3-pt jump shot from 23 ft,25,24
101,2,11:22.0,,Offensive rebound by A. Baynes,25,24
102,2,11:17.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),25,26
103,2,10:59.0,V. Oladipo misses 2-pt layup at rim,,25,26
104,2,10:57.0,,Defensive rebound by A. Baynes,25,26
105,2,10:51.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by P. Mills),25,29
106,2,10:50.0,Orlando full timeout,,25,29
107,2,10:34.0,W. Green misses 3-pt jump shot from 23 ft,,25,29
108,2,10:32.0,,Defensive rebound by M. Belinelli,25,29
109,2,10:22.0,,D. Green misses 3-pt jump shot from 25 ft,25,29
110,2,10:20.0,Defensive rebound by V. Oladipo,,25,29
111,2,10:05.0,,C. Joseph enters the game for M. Belinelli,25,29
112,2,10:05.0,E. Payton enters the game for W. Green,,25,29
113,2,10:00.0,C. Frye makes 3-pt jump shot from 23 ft (assist by E. Payton),,28,29
114,2,9:42.0,,C. Joseph makes 2-pt jump shot from 5 ft,28,31
115,2,9:25.0,B. Gordon misses 2-pt jump shot from 13 ft,,28,31
116,2,9:22.0,,Defensive rebound by A. Baynes,28,31
117,2,9:11.0,,Personal foul by E. Payton (drawn by A. Baynes),28,31
118,2,9:11.0,,K. Leonard enters the game for M. Ginóbili,28,31
119,2,8:56.0,,C. Joseph misses 2-pt jump shot from 22 ft,28,31
120,2,8:56.0,Defensive rebound by E. Payton,,28,31
121,2,8:56.0,Personal foul by A. Baynes (drawn by E. Payton),,28,31
122,2,8:39.0,B. Gordon misses 3-pt jump shot from 22 ft,,28,31
123,2,8:38.0,,Defensive rebound by D. Green,28,31
124,2,8:30.0,,D. Green misses 3-pt jump shot from 24 ft,28,31
125,2,8:29.0,Defensive rebound by C. Frye,,28,31
126,2,8:19.0,B. Gordon misses 2-pt jump shot from 15 ft,,28,31
127,2,8:18.0,,Defensive rebound by K. Leonard,28,31
128,2,8:10.0,,K. Leonard makes 2-pt layup from 1 ft,28,33
129,2,7:46.0,M. Harkless makes 2-pt dunk at rim (assist by C. Frye),,30,33
130,2,7:27.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by C. Joseph),30,35
131,2,7:15.0,Turnover by C. Frye (traveling),,30,35
132,2,7:15.0,,T. Parker enters the game for P. Mills,30,35
133,2,7:15.0,,T. Duncan enters the game for A. Baynes,30,35
134,2,6:59.0,,K. Leonard misses 2-pt jump shot from 13 ft,30,35
135,2,6:57.0,Defensive rebound by V. Oladipo,,30,35
136,2,6:51.0,V. Oladipo misses 2-pt layup at rim,,30,35
137,2,6:49.0,,Defensive rebound by D. Green,30,35
138,2,6:43.0,,Turnover by D. Green (lost ball; steal by V. Oladipo),30,35
139,2,6:36.0,C. Frye misses 3-pt jump shot from 24 ft,,30,35
140,2,6:34.0,,Defensive rebound by D. Green,30,35
141,2,6:31.0,,San Antonio full timeout,30,35
142,2,6:31.0,N. Vučević enters the game for B. Gordon,,30,35
143,2,6:31.0,T. Harris enters the game for C. Frye,,30,35
144,2,6:26.0,,Shooting foul by T. Harris (drawn by T. Duncan),30,35
145,2,6:26.0,,T. Duncan makes free throw 1 of 2,30,36
146,2,6:26.0,,T. Duncan misses free throw 2 of 2,30,36
147,2,6:25.0,Defensive rebound by T. Harris,,30,36
148,2,6:14.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,32,36
149,2,5:54.0,,C. Joseph misses 2-pt jump shot from 10 ft,32,36
150,2,5:53.0,Defensive rebound by T. Harris,,32,36
151,2,5:49.0,V. Oladipo makes 2-pt layup at rim (assist by T. Harris),,34,36
152,2,5:40.0,,T. Duncan makes 2-pt layup from 1 ft (assist by K. Leonard),34,38
153,2,5:14.0,T. Harris makes 2-pt layup from 1 ft (assist by M. Harkless),,36,38
154,2,5:03.0,,Turnover by T. Parker (bad pass),36,38
155,2,5:03.0,E. Fournier enters the game for M. Harkless,,36,38
156,2,4:53.0,Turnover by V. Oladipo (bad pass; steal by D. Green),,36,38
157,2,4:45.0,,T. Parker misses 3-pt jump shot from 23 ft,36,38
158,2,4:42.0,,Offensive rebound by D. Green,36,38
159,2,4:29.0,,T. Duncan misses 2-pt layup from 1 ft,36,38
160,2,4:28.0,Defensive rebound by N. Vučević,,36,38
161,2,4:18.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Fournier),,38,38
162,2,4:08.0,,Turnover by K. Leonard (traveling),38,38
163,2,4:08.0,,M. Ginóbili enters the game for C. Joseph,38,38
164,2,3:55.0,Turnover by E. Fournier (lost ball; steal by K. Leonard),,38,38
165,2,3:37.0,,T. Duncan makes 2-pt jump shot from 5 ft,38,40
166,2,3:26.0,Shooting foul by D. Green (drawn by E. Payton),,38,40
167,2,3:26.0,E. Payton misses free throw 1 of 2,,38,40
168,2,3:26.0,Offensive rebound by Team,,38,40
169,2,3:26.0,E. Payton misses free throw 2 of 2,,38,40
170,2,3:25.0,,Defensive rebound by T. Duncan,38,40
171,2,3:09.0,,M. Ginóbili misses 2-pt layup at rim,38,40
172,2,3:09.0,,Offensive rebound by T. Duncan,38,40
173,2,3:09.0,,T. Duncan makes 2-pt tip-in at rim,38,42
174,2,3:09.0,,Shooting foul by N. Vučević (drawn by T. Duncan),38,42
175,2,3:09.0,,T. Duncan misses free throw 1 of 1,38,42
176,2,3:08.0,Defensive rebound by N. Vučević,,38,42
177,2,3:00.0,Turnover by E. Payton (lost ball; steal by K. Leonard),,38,42
178,2,2:53.0,,K. Leonard makes 2-pt dunk at rim,38,44
179,2,2:45.0,Orlando full timeout,,38,44
180,2,2:45.0,Official timeout,,38,44
181,2,2:45.0,,C. Joseph enters the game for D. Green,38,44
182,2,2:33.0,N. Vučević misses 2-pt jump shot from 9 ft,,38,44
183,2,2:32.0,,Defensive rebound by T. Duncan,38,44
184,2,2:10.0,,C. Joseph makes 2-pt jump shot from 5 ft,38,46
185,2,1:53.0,N. Vučević misses 2-pt jump shot from 8 ft,,38,46
186,2,1:52.0,,Defensive rebound by M. Ginóbili,38,46
187,2,1:41.0,,Turnover by T. Duncan (lost ball; steal by E. Payton),38,46
188,2,1:34.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by E. Payton),,41,46
189,2,1:18.0,,T. Parker makes 2-pt layup at rim,41,48
190,2,1:03.0,E. Payton misses 2-pt layup at rim,,41,48
191,2,1:00.0,,Defensive rebound by T. Duncan,41,48
192,2,0:51.0,,C. Joseph misses 2-pt jump shot from 20 ft,41,48
193,2,0:50.0,Defensive rebound by Team,,41,48
194,2,0:50.0,,Loose ball foul by M. Ginóbili (drawn by E. Payton),41,48
195,2,0:36.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Harris),,44,48
196,2,0:30.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),44,51
197,2,0:04.0,N. Vučević misses 2-pt jump shot from 18 ft,,44,51
198,2,0:03.0,Offensive rebound by V. Oladipo,,44,51
199,2,0:00.0,V. Oladipo misses 3-pt jump shot from 25 ft,,44,51
200,2,0:00.0,,Defensive rebound by T. Duncan,44,51
201,3,11:40.0,N. Vučević makes 2-pt jump shot from 7 ft (assist by T. Harris),,46,51
202,3,11:22.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),46,54
203,3,11:00.0,V. Oladipo makes 3-pt jump shot from 24 ft,,49,54
204,3,10:41.0,,D. Green misses 3-pt jump shot from 24 ft,49,54
205,3,10:40.0,,Offensive rebound by Team,49,54
206,3,10:37.0,,K. Leonard makes 2-pt dunk at rim (assist by B. Diaw),49,56
207,3,10:20.0,T. Harris makes 2-pt layup at rim,,51,56
208,3,10:02.0,,T. Duncan makes 2-pt jump shot from 4 ft (assist by D. Green),51,58
209,3,9:40.0,N. Vučević makes 2-pt jump shot from 9 ft,,53,58
210,3,9:30.0,,Turnover by K. Leonard (lost ball),53,58
211,3,9:16.0,V. Oladipo misses 3-pt jump shot from 24 ft,,53,58
212,3,9:15.0,,Defensive rebound by T. Duncan,53,58
213,3,8:53.0,,D. Green misses 3-pt jump shot from 22 ft,53,58
214,3,8:51.0,Defensive rebound by T. Harris,,53,58
215,3,8:42.0,V. Oladipo misses 2-pt jump shot from 21 ft,,53,58
216,3,8:39.0,,Defensive rebound by T. Duncan,53,58
217,3,8:23.0,,T. Parker misses 2-pt jump shot from 20 ft,53,58
218,3,8:22.0,Defensive rebound by T. Harris,,53,58
219,3,8:03.0,T. Harris makes 3-pt jump shot from 25 ft (assist by E. Fournier),,56,58
220,3,8:03.0,,San Antonio full timeout,56,58
221,3,7:48.0,,B. Diaw makes 2-pt jump shot from 5 ft,56,60
222,3,7:25.0,E. Fournier misses 3-pt jump shot from 24 ft,,56,60
223,3,7:24.0,,Defensive rebound by K. Leonard,56,60
224,3,7:15.0,,D. Green misses 3-pt jump shot from 23 ft,56,60
225,3,7:14.0,Defensive rebound by E. Payton,,56,60
226,3,7:00.0,E. Payton makes 2-pt jump shot from 10 ft,,58,60
227,3,6:45.0,,T. Parker makes 2-pt jump shot from 20 ft,58,62
228,3,6:40.0,Orlando full timeout,,58,62
229,3,6:40.0,,M. Ginóbili enters the game for D. Green,58,62
230,3,6:31.0,E. Fournier misses 2-pt jump shot from 13 ft,,58,62
231,3,6:30.0,,Defensive rebound by M. Ginóbili,58,62
232,3,6:22.0,,Shooting foul by V. Oladipo (drawn by K. Leonard),58,62
233,3,6:22.0,,K. Leonard makes free throw 1 of 2,58,63
234,3,6:22.0,,K. Leonard makes free throw 2 of 2,58,64
235,3,6:05.0,V. Oladipo misses 2-pt layup from 1 ft (block by B. Diaw),,58,64
236,3,6:05.0,Offensive rebound by Team,,58,64
237,3,6:01.0,T. Harris makes 2-pt layup at rim (assist by E. Payton),,60,64
238,3,5:47.0,,T. Parker misses 2-pt jump shot from 19 ft,60,64
239,3,5:45.0,Defensive rebound by N. Vučević,,60,64
240,3,5:40.0,V. Oladipo makes 2-pt jump shot from 18 ft,,62,64
241,3,5:29.0,,T. Duncan makes 2-pt jump shot from 10 ft (assist by B. Diaw),62,66
242,3,5:20.0,T. Harris misses 2-pt jump shot from 21 ft,,62,66
243,3,5:18.0,,Defensive rebound by M. Ginóbili,62,66
244,3,5:11.0,,T. Parker misses 2-pt layup from 1 ft,62,66
245,3,5:09.0,Defensive rebound by N. Vučević,,62,66
246,3,5:04.0,Turnover by V. Oladipo (lost ball; steal by K. Leonard),,62,66
247,3,4:54.0,,T. Parker makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),62,69
248,3,4:39.0,Shooting foul by T. Parker (drawn by E. Payton),,62,69
249,3,4:39.0,E. Payton makes free throw 1 of 2,,63,69
250,3,4:39.0,E. Payton makes free throw 2 of 2,,64,69
251,3,4:21.0,,T. Duncan misses 2-pt jump shot from 12 ft,64,69
252,3,4:19.0,Defensive rebound by E. Payton,,64,69
253,3,4:11.0,E. Payton makes 2-pt jump shot from 5 ft,,66,69
254,3,3:57.0,,T. Parker misses 2-pt jump shot from 18 ft,66,69
255,3,3:56.0,Defensive rebound by N. Vučević,,66,69
256,3,3:47.0,V. Oladipo misses 2-pt jump shot from 8 ft,,66,69
257,3,3:45.0,Offensive rebound by N. Vučević,,66,69
258,3,3:43.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),,69,69
259,3,3:23.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,69,69
260,3,3:22.0,Defensive rebound by N. Vučević,,69,69
261,3,3:05.0,N. Vučević misses 2-pt jump shot from 5 ft (block by K. Leonard),,69,69
262,3,3:04.0,,Defensive rebound by T. Duncan,69,69
263,3,2:58.0,,T. Parker misses 3-pt jump shot from 23 ft,69,69
264,3,2:57.0,,Offensive rebound by B. Diaw,69,69
265,3,2:50.0,,Shooting foul by E. Payton (drawn by T. Duncan),69,69
266,3,2:50.0,,T. Duncan misses free throw 1 of 2,69,69
267,3,2:50.0,,Offensive rebound by Team,69,69
268,3,2:50.0,,P. Mills enters the game for T. Parker,69,69
269,3,2:50.0,K. O'Quinn enters the game for N. Vučević,,69,69
270,3,2:50.0,W. Green enters the game for E. Payton,,69,69
271,3,2:50.0,,M. Belinelli enters the game for B. Diaw,69,69
272,3,2:50.0,,D. Green enters the game for K. Leonard,69,69
273,3,2:50.0,,T. Duncan makes free throw 2 of 2,69,70
274,3,2:32.0,T. Harris makes 3-pt jump shot from 23 ft (assist by E. Fournier),,72,70
275,3,2:20.0,,T. Duncan makes 2-pt dunk at rim (assist by M. Ginóbili),72,72
276,3,1:54.0,V. Oladipo misses 2-pt dunk at rim (block by T. Duncan),,72,72
277,3,1:52.0,Offensive rebound by Team,,72,72
278,3,1:52.0,,A. Baynes enters the game for T. Duncan,72,72
279,3,1:52.0,,C. Joseph enters the game for D. Green,72,72
280,3,1:42.0,,Violation by C. Joseph (kicked ball),72,72
281,3,1:31.0,E. Fournier makes 2-pt layup at rim,,74,72
282,3,1:11.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by P. Mills),74,75
283,3,0:46.0,W. Green misses 3-pt jump shot from 23 ft,,74,75
284,3,0:45.0,,Defensive rebound by A. Baynes,74,75
285,3,0:32.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),74,78
286,3,0:09.0,E. Fournier misses 2-pt jump shot from 7 ft,,74,78
287,3,0:07.0,,Defensive rebound by C. Joseph,74,78
288,3,0:06.0,,Personal foul by E. Fournier (drawn by C. Joseph),74,78
289,3,0:06.0,M. Harkless enters the game for T. Harris,,74,78
290,3,0:01.0,,Turnover by M. Ginóbili (lost ball; steal by K. O'Quinn),74,78
291,4,11:47.0,,P. Mills misses 3-pt jump shot from 24 ft,74,78
292,4,11:46.0,Defensive rebound by T. Harris,,74,78
293,4,11:42.0,M. Harkless makes 2-pt layup at rim (assist by T. Harris),,76,78
294,4,11:24.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by C. Joseph),76,81
295,4,11:09.0,Shooting block foul by A. Baynes (drawn by E. Payton),,76,81
296,4,11:09.0,E. Payton misses free throw 1 of 2,,76,81
297,4,11:09.0,Offensive rebound by Team,,76,81
298,4,11:09.0,E. Payton misses free throw 2 of 2,,76,81
299,4,11:09.0,,Defensive rebound by C. Joseph,76,81
300,4,10:48.0,,M. Ginóbili misses 2-pt layup from 1 ft,76,81
301,4,10:47.0,,Offensive rebound by A. Baynes,76,81
302,4,10:47.0,,A. Baynes makes 2-pt tip-in at rim,76,83
303,4,10:34.0,,Offensive charge foul by W. Green (drawn by P. Mills),76,83
304,4,10:34.0,Turnover by W. Green (offensive foul),,76,83
305,4,10:30.0,,Offensive foul by A. Baynes (drawn by W. Green),76,83
306,4,10:30.0,,Turnover by A. Baynes (offensive foul),76,83
307,4,10:06.0,E. Payton makes 2-pt jump shot from 9 ft,,78,83
308,4,9:53.0,,M. Ginóbili makes 2-pt layup at rim,78,85
309,4,9:33.0,K. O'Quinn makes 2-pt jump shot from 6 ft,,80,85
310,4,9:05.0,,M. Belinelli misses 3-pt jump shot from 24 ft,80,85
311,4,9:04.0,Defensive rebound by E. Payton,,80,85
312,4,8:58.0,W. Green makes 2-pt jump shot from 4 ft (assist by E. Payton),,82,85
313,4,8:58.0,,San Antonio full timeout,82,85
314,4,8:58.0,N. Vučević enters the game for T. Harris,,82,85
315,4,8:58.0,E. Fournier enters the game for K. O'Quinn,,82,85
316,4,8:35.0,,M. Ginóbili makes 3-pt jump shot from 22 ft (assist by C. Joseph),82,88
317,4,8:14.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),,84,88
318,4,7:50.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by P. Mills),84,91
319,4,7:34.0,E. Payton misses 2-pt jump shot from 6 ft,,84,91
320,4,7:33.0,,Defensive rebound by M. Ginóbili,84,91
321,4,7:25.0,,P. Mills misses 3-pt jump shot from 25 ft,84,91
322,4,7:23.0,Defensive rebound by E. Fournier,,84,91
323,4,7:20.0,Orlando full timeout,,84,91
324,4,7:20.0,V. Oladipo enters the game for M. Harkless,,84,91
325,4,7:20.0,,K. Leonard enters the game for M. Ginóbili,84,91
326,4,7:20.0,,D. Green enters the game for A. Baynes,84,91
327,4,7:20.0,,T. Duncan enters the game for C. Joseph,84,91
328,4,7:19.0,Turnover by Team (back court),,84,91
329,4,7:05.0,,Turnover by K. Leonard (lost ball; steal by E. Fournier),84,91
330,4,6:52.0,W. Green misses 2-pt jump shot from 8 ft,,84,91
331,4,6:50.0,,Defensive rebound by T. Duncan,84,91
332,4,6:41.0,,M. Belinelli makes 2-pt layup at rim (assist by K. Leonard),84,93
333,4,6:22.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Payton),,86,93
334,4,6:05.0,,Turnover by P. Mills (bad pass; steal by V. Oladipo),86,93
335,4,5:47.0,W. Green makes 3-pt jump shot from 24 ft (assist by E. Fournier),,89,93
336,4,5:26.0,,P. Mills misses 3-pt jump shot from 22 ft,89,93
337,4,5:24.0,Defensive rebound by E. Payton,,89,93
338,4,5:14.0,W. Green makes 3-pt jump shot from 24 ft,,92,93
339,4,4:53.0,,T. Duncan makes 2-pt jump shot from 8 ft (assist by D. Green),92,95
340,4,4:53.0,,Shooting foul by N. Vučević (drawn by T. Duncan),92,95
341,4,4:53.0,,T. Parker enters the game for D. Green,92,95
342,4,4:53.0,,M. Ginóbili enters the game for P. Mills,92,95
343,4,4:53.0,T. Harris enters the game for E. Fournier,,92,95
344,4,4:53.0,,T. Duncan makes free throw 1 of 1,92,96
345,4,4:35.0,Shooting foul by M. Ginóbili (drawn by N. Vučević),,92,96
346,4,4:35.0,N. Vučević makes free throw 1 of 2,,93,96
347,4,4:35.0,,B. Diaw enters the game for M. Belinelli,93,96
348,4,4:35.0,N. Vučević makes free throw 2 of 2,,94,96
349,4,4:16.0,,T. Duncan makes 2-pt jump shot from 11 ft (assist by T. Parker),94,98
350,4,3:59.0,T. Harris misses 3-pt jump shot from 24 ft,,94,98
351,4,3:57.0,,Defensive rebound by K. Leonard,94,98
352,4,3:51.0,,Personal foul by N. Vučević (drawn by K. Leonard),94,98
353,4,3:42.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,94,98
354,4,3:41.0,Defensive rebound by N. Vučević,,94,98
355,4,3:26.0,N. Vučević makes 2-pt jump shot from 12 ft,,96,98
356,4,3:04.0,,K. Leonard makes 2-pt jump shot from 22 ft (assist by B. Diaw),96,100
357,4,2:48.0,V. Oladipo misses 2-pt jump shot from 14 ft,,96,100
358,4,2:47.0,,Defensive rebound by B. Diaw,96,100
359,4,2:30.0,,T. Duncan misses 2-pt jump shot from 5 ft,96,100
360,4,2:29.0,Defensive rebound by N. Vučević,,96,100
361,4,2:22.0,V. Oladipo misses 3-pt jump shot from 24 ft,,96,100
362,4,2:21.0,,Defensive rebound by M. Ginóbili,96,100
363,4,2:06.0,,T. Parker makes 2-pt layup at rim (assist by T. Duncan),96,102
364,4,2:06.0,Orlando full timeout,,96,102
365,4,1:52.0,T. Harris makes 2-pt layup at rim (assist by E. Payton),,98,102
366,4,1:37.0,,Shooting foul by T. Harris (drawn by T. Duncan),98,102
367,4,1:37.0,,T. Duncan makes free throw 1 of 2,98,103
368,4,1:37.0,,T. Duncan misses free throw 2 of 2,98,103
369,4,1:36.0,Defensive rebound by T. Harris,,98,103
370,4,1:25.0,Shooting foul by T. Duncan (drawn by T. Harris),,98,103
371,4,1:25.0,T. Harris misses free throw 1 of 2,,98,103
372,4,1:25.0,Offensive rebound by Team,,98,103
373,4,1:25.0,T. Harris makes free throw 2 of 2,,99,103
374,4,1:01.0,,T. Parker misses 2-pt jump shot from 14 ft,99,103
375,4,1:00.0,Defensive rebound by V. Oladipo,,99,103
376,4,1:00.0,Personal foul by T. Duncan (drawn by V. Oladipo),,99,103
377,4,1:00.0,V. Oladipo makes free throw 1 of 2,,100,103
378,4,1:00.0,V. Oladipo makes free throw 2 of 2,,101,103
379,4,0:41.0,,B. Diaw makes 2-pt jump shot from 9 ft (assist by M. Ginóbili),101,105
380,4,0:41.0,Orlando full timeout,,101,105
381,4,0:41.0,,C. Joseph enters the game for B. Diaw,101,105
382,4,0:39.0,V. Oladipo makes 2-pt layup at rim (assist by W. Green),,103,105
