,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
98,1,0:56.0,J. Butler makes 2-pt layup at rim (assist by A. Brooks),,21,20
99,1,0:38.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by I. Thomas),21,23
100,1,0:25.0,A. Brooks makes 2-pt layup from 1 ft,,23,23
101,1,0:08.0,,Personal take foul by A. Brooks (drawn by I. Thomas),23,23
102,1,0:02.0,,I. Thomas makes 3-pt jump shot from 32 ft,23,26
103,2,11:47.0,A. Brooks misses 2-pt layup from 1 ft,,23,26
104,2,11:46.0,,Defensive rebound by I. Thomas,23,26
105,2,11:43.0,,Turnover by I. Thomas (bad pass),23,26
106,2,11:32.0,Turnover by T. Gibson (lost ball; steal by M. Morris),,23,26
107,2,11:25.0,,Turnover by G. Dragić (traveling),23,26
108,2,11:07.0,A. Brooks makes 2-pt layup from 1 ft,,25,26
109,2,10:38.0,,M. Morris makes 3-pt jump shot from 24 ft,25,29
110,2,10:25.0,Turnover by T. Snell (bad pass; steal by M. Morris),,25,29
111,2,10:18.0,,M. Morris makes 2-pt jump shot from 6 ft,25,31
112,2,10:01.0,Turnover by N. Mirotić (offensive foul),,25,31
113,2,10:01.0,,Offensive charge foul by N. Mirotić (drawn by G. Dragić),25,31
114,2,10:01.0,,M. Morris enters the game for M. Plumlee,25,31
115,2,9:49.0,,Shooting foul by T. Gibson (drawn by B. Wright),25,31
116,2,9:49.0,,B. Wright makes free throw 1 of 2,25,32
117,2,9:49.0,,B. Wright makes free throw 2 of 2,25,33
118,2,9:33.0,T. Gibson misses 2-pt layup from 2 ft,,25,33
119,2,9:32.0,,Defensive rebound by M. Morris,25,33
120,2,9:22.0,,M. Morris makes 2-pt jump shot from 12 ft,25,35
121,2,9:00.0,N. Mirotić misses 3-pt jump shot from 22 ft,,25,35
122,2,8:59.0,,Defensive rebound by M. Morris,25,35
123,2,8:55.0,,Personal foul by K. Hinrich (drawn by G. Dragić),25,35
124,2,8:55.0,Official timeout,,25,35
125,2,8:49.0,,Personal foul by T. Snell (drawn by M. Morris),25,35
126,2,8:40.0,,G. Dragić makes 3-pt jump shot from 24 ft,25,38
127,2,8:17.0,K. Hinrich misses 2-pt jump shot from 4 ft (block by G. Dragić),,25,38
128,2,8:16.0,,Defensive rebound by M. Morris,25,38
129,2,8:13.0,,I. Thomas misses 2-pt layup from 1 ft,25,38
130,2,8:12.0,,Offensive rebound by B. Wright,25,38
131,2,8:12.0,,B. Wright makes 2-pt dunk at rim,25,40
132,2,8:03.0,Chicago full timeout,,25,40
133,2,8:03.0,J. Noah enters the game for K. Hinrich,,25,40
134,2,8:03.0,D. Rose enters the game for T. Snell,,25,40
135,2,8:03.0,J. Butler enters the game for N. Mirotić,,25,40
136,2,7:45.0,J. Butler misses 2-pt layup from 1 ft,,25,40
137,2,7:44.0,Offensive rebound by J. Noah,,25,40
138,2,7:44.0,Turnover by Team (shot clock),,25,40
139,2,7:30.0,,M. Morris misses 2-pt jump shot from 13 ft,25,40
140,2,7:29.0,Defensive rebound by J. Butler,,25,40
141,2,7:16.0,D. Rose misses 3-pt jump shot from 25 ft,,25,40
142,2,7:16.0,,Defensive rebound by I. Thomas,25,40
143,2,7:02.0,,M. Morris misses 2-pt jump shot from 20 ft,25,40
144,2,7:01.0,Defensive rebound by J. Noah,,25,40
145,2,6:53.0,T. Gibson misses 2-pt layup at rim,,25,40
146,2,6:52.0,,Defensive rebound by Team,25,40
147,2,6:42.0,,G. Dragić misses 2-pt jump shot from 5 ft,25,40
148,2,6:40.0,Defensive rebound by J. Noah,,25,40
149,2,6:29.0,A. Brooks makes 2-pt layup at rim,,27,40
150,2,6:16.0,,M. Morris misses 2-pt layup from 1 ft,27,40
151,2,6:13.0,Defensive rebound by J. Noah,,27,40
152,2,6:02.0,Shooting foul by B. Wright (drawn by J. Butler),,27,40
153,2,6:02.0,J. Butler makes free throw 1 of 2,,28,40
154,2,6:02.0,,E. Bledsoe enters the game for I. Thomas,28,40
155,2,6:02.0,,A. Len enters the game for B. Wright,28,40
156,2,6:02.0,J. Butler makes free throw 2 of 2,,29,40
157,2,5:51.0,,Personal foul by A. Brooks (drawn by M. Morris),29,40
158,2,5:39.0,,G. Dragić makes 2-pt jump shot from 13 ft,29,42
159,2,5:26.0,Shooting foul by A. Len (drawn by D. Rose),,29,42
160,2,5:26.0,D. Rose misses free throw 1 of 2,,29,42
161,2,5:26.0,Offensive rebound by Team,,29,42
162,2,5:26.0,P. Gasol enters the game for T. Gibson,,29,42
163,2,5:26.0,,M. Plumlee enters the game for A. Len,29,42
164,2,5:26.0,D. Rose makes free throw 2 of 2,,30,42
165,2,5:10.0,,Turnover by M. Plumlee (bad pass; steal by A. Brooks),30,42
166,2,5:05.0,J. Butler makes 2-pt dunk at rim (assist by D. Rose),,32,42
167,2,4:54.0,,Phoenix full timeout,32,42
168,2,4:54.0,,P. Tucker enters the game for M. Morris,32,42
169,2,4:43.0,,P. Tucker misses 2-pt jump shot from 4 ft,32,42
170,2,4:42.0,,Offensive rebound by Team,32,42
171,2,4:40.0,,Turnover by M. Morris (traveling),32,42
172,2,4:32.0,Turnover by J. Butler (bad pass),,32,42
173,2,4:27.0,,P. Tucker misses 3-pt jump shot from 23 ft,32,42
174,2,4:26.0,Defensive rebound by J. Noah,,32,42
175,2,4:09.0,D. Rose makes 2-pt dunk at rim (assist by J. Noah),,34,42
176,2,4:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,34,42
177,2,3:58.0,Defensive rebound by A. Brooks,,34,42
178,2,3:51.0,J. Noah misses 2-pt jump shot from 18 ft,,34,42
179,2,3:51.0,,Defensive rebound by Team,34,42
180,2,3:42.0,,E. Bledsoe misses 2-pt layup from 2 ft,34,42
181,2,3:41.0,,Offensive rebound by G. Dragić,34,42
182,2,3:38.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by G. Dragić),34,45
183,2,3:20.0,D. Rose makes 2-pt jump shot from 5 ft (assist by P. Gasol),,36,45
184,2,3:20.0,Shooting block foul by M. Morris (drawn by D. Rose),,36,45
185,2,3:20.0,D. Rose makes free throw 1 of 1,,37,45
186,2,3:02.0,,Personal foul by J. Butler (drawn by M. Morris),37,45
187,2,3:02.0,,M. Morris makes free throw 1 of 2,37,46
188,2,3:02.0,,M. Morris makes free throw 2 of 2,37,47
189,2,2:49.0,D. Rose misses 2-pt layup from 1 ft (block by M. Morris),,37,47
190,2,2:48.0,Offensive rebound by J. Noah,,37,47
191,2,2:35.0,P. Gasol misses 2-pt jump shot from 3 ft,,37,47
192,2,2:34.0,,Defensive rebound by M. Morris,37,47
193,2,2:28.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Dragić),37,49
194,2,2:18.0,D. Rose misses 2-pt layup from 1 ft,,37,49
195,2,2:18.0,,Defensive rebound by M. Morris,37,49
196,2,2:15.0,,G. Dragić makes 2-pt layup at rim (assist by M. Morris),37,51
197,2,2:06.0,Chicago full timeout,,37,51
198,2,1:58.0,J. Butler makes 2-pt dunk at rim (assist by J. Noah),,39,51
199,2,1:37.0,,G. Dragić misses 2-pt jump shot from 14 ft,39,51
200,2,1:35.0,Defensive rebound by J. Noah,,39,51
201,2,1:28.0,A. Brooks misses 3-pt jump shot from 25 ft,,39,51
202,2,1:27.0,,Defensive rebound by M. Plumlee,39,51
203,2,1:12.0,,E. Bledsoe makes 2-pt jump shot from 13 ft,39,53
204,2,1:03.0,Turnover by D. Rose (bad pass; steal by E. Bledsoe),,39,53
205,2,0:58.0,,Shooting foul by A. Brooks (drawn by G. Dragić),39,53
206,2,0:58.0,,G. Dragić makes free throw 1 of 2,39,54
207,2,0:58.0,T. Snell enters the game for A. Brooks,,39,54
208,2,0:58.0,,G. Dragić makes free throw 2 of 2,39,55
209,2,0:40.0,J. Noah misses 2-pt jump shot from 17 ft,,39,55
210,2,0:39.0,,Defensive rebound by M. Morris,39,55
211,2,0:31.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,39,55
212,2,0:30.0,Defensive rebound by T. Snell,,39,55
213,2,0:23.0,D. Rose misses 2-pt layup from 2 ft,,39,55
214,2,0:23.0,Offensive rebound by Team,,39,55
215,2,0:23.0,,Loose ball foul by M. Morris (drawn by P. Gasol),39,55
216,2,0:23.0,,M. Morris enters the game for M. Morris,39,55
217,2,0:19.0,J. Noah makes 2-pt dunk at rim (assist by D. Rose),,41,55
218,2,0:19.0,Shooting foul by M. Morris (drawn by J. Noah),,41,55
219,2,0:19.0,,I. Thomas enters the game for P. Tucker,41,55
220,2,0:19.0,E. Moore enters the game for D. Rose,,41,55
221,2,0:19.0,J. Noah makes free throw 1 of 1,,42,55
222,2,0:02.0,,G. Dragić misses 3-pt jump shot from 25 ft,42,55
223,2,0:01.0,Defensive rebound by P. Gasol,,42,55
224,3,11:43.0,,Offensive charge foul by J. Butler (drawn by P. Tucker),42,55
225,3,11:43.0,Turnover by J. Butler (offensive foul),,42,55
226,3,11:33.0,,Turnover by P. Tucker (traveling),42,55
227,3,11:25.0,Turnover by J. Noah (bad pass; steal by E. Bledsoe),,42,55
228,3,11:19.0,,G. Dragić makes 2-pt layup at rim (assist by M. Morris),42,57
229,3,11:01.0,J. Butler misses 3-pt jump shot from 24 ft,,42,57
230,3,11:00.0,,Defensive rebound by A. Len,42,57
231,3,10:50.0,,Turnover by E. Bledsoe (lost ball; steal by J. Noah),42,57
232,3,10:44.0,J. Noah makes 2-pt layup at rim (assist by J. Butler),,44,57
233,3,10:36.0,,M. Morris misses 2-pt jump shot from 16 ft,44,57
234,3,10:35.0,Defensive rebound by P. Gasol,,44,57
235,3,10:29.0,D. Rose misses 3-pt jump shot from 23 ft,,44,57
236,3,10:27.0,,Defensive rebound by M. Morris,44,57
237,3,10:17.0,,Shooting foul by J. Noah (drawn by A. Len),44,57
238,3,10:17.0,,A. Len makes free throw 1 of 2,44,58
239,3,10:17.0,,A. Len misses free throw 2 of 2,44,58
240,3,10:16.0,Defensive rebound by P. Gasol,,44,58
241,3,10:05.0,Shooting foul by M. Morris (drawn by D. Rose),,44,58
242,3,10:05.0,D. Rose makes free throw 1 of 2,,45,58
243,3,10:05.0,,B. Wright enters the game for M. Morris,45,58
244,3,10:05.0,D. Rose misses free throw 2 of 2,,45,58
245,3,10:04.0,,Defensive rebound by P. Tucker,45,58
246,3,9:52.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,45,60
247,3,9:43.0,Personal foul by A. Len (drawn by P. Gasol),,45,60
248,3,9:43.0,,M. Plumlee enters the game for A. Len,45,60
249,3,9:24.0,J. Butler makes 2-pt jump shot from 16 ft,,47,60
250,3,9:05.0,,G. Dragić misses 3-pt jump shot from 25 ft,47,60
251,3,9:04.0,,Offensive rebound by Team,47,60
252,3,9:04.0,Loose ball foul by D. Rose (drawn by B. Wright),,47,60
253,3,8:51.0,,B. Wright misses 2-pt jump shot from 3 ft,47,60
254,3,8:50.0,Defensive rebound by J. Butler,,47,60
255,3,8:39.0,P. Gasol misses 2-pt jump shot from 10 ft,,47,60
256,3,8:35.0,,Defensive rebound by P. Tucker,47,60
257,3,8:29.0,,M. Plumlee misses 2-pt hook shot from 4 ft,47,60
258,3,8:27.0,Defensive rebound by P. Gasol,,47,60
259,3,8:21.0,D. Rose misses 2-pt jump shot from 3 ft (block by B. Wright),,47,60
260,3,8:19.0,Offensive rebound by P. Gasol,,47,60
261,3,8:17.0,P. Gasol misses 2-pt layup at rim,,47,60
262,3,8:16.0,Offensive rebound by D. Rose,,47,60
263,3,8:16.0,D. Rose makes 2-pt jump shot from 3 ft,,49,60
264,3,8:05.0,,M. Plumlee misses 2-pt jump shot from 16 ft,49,60
265,3,8:04.0,,Offensive rebound by E. Bledsoe,49,60
266,3,8:00.0,,Turnover by E. Bledsoe (lost ball; steal by J. Butler),49,60
267,3,7:56.0,J. Butler makes 2-pt dunk at rim,,51,60
268,3,7:29.0,,G. Dragić makes 2-pt layup from 2 ft,51,62
269,3,7:12.0,J. Noah misses 2-pt jump shot from 19 ft,,51,62
270,3,7:11.0,,Defensive rebound by E. Bledsoe,51,62
271,3,7:03.0,,E. Bledsoe misses 2-pt jump shot from 3 ft (block by J. Noah),51,62
272,3,7:02.0,Defensive rebound by T. Snell,,51,62
273,3,6:59.0,Shooting foul by G. Dragić (drawn by D. Rose),,51,62
274,3,6:59.0,D. Rose makes free throw 1 of 2,,52,62
275,3,6:59.0,,M. Morris enters the game for B. Wright,52,62
276,3,6:59.0,D. Rose makes free throw 2 of 2,,53,62
277,3,6:46.0,,P. Tucker misses 3-pt jump shot from 23 ft,53,62
278,3,6:45.0,Defensive rebound by P. Gasol,,53,62
279,3,6:30.0,J. Noah makes 2-pt jump shot from 17 ft (assist by J. Butler),,55,62
280,3,6:17.0,,Personal foul by T. Snell (drawn by G. Dragić),55,62
281,3,6:17.0,,Phoenix full timeout,55,62
282,3,6:17.0,,I. Thomas enters the game for E. Bledsoe,55,62
283,3,6:17.0,A. Brooks enters the game for T. Snell,,55,62
284,3,6:07.0,,M. Morris misses 2-pt layup from 1 ft,55,62
285,3,6:06.0,Defensive rebound by P. Gasol,,55,62
286,3,5:42.0,J. Butler misses 3-pt jump shot from 26 ft,,55,62
287,3,5:41.0,,Defensive rebound by G. Dragić,55,62
288,3,5:27.0,,M. Morris misses 3-pt jump shot from 25 ft,55,62
289,3,5:26.0,Defensive rebound by P. Gasol,,55,62
290,3,5:18.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Butler),,58,62
291,3,4:51.0,,M. Plumlee makes 2-pt layup at rim,58,64
292,3,4:25.0,Shooting block foul by M. Plumlee (drawn by J. Butler),,58,64
293,3,4:25.0,J. Butler makes free throw 1 of 2,,59,64
294,3,4:25.0,J. Butler misses free throw 2 of 2,,59,64
295,3,4:21.0,Offensive rebound by P. Gasol,,59,64
296,3,4:20.0,P. Gasol misses 2-pt tip-in at rim,,59,64
297,3,4:19.0,,Defensive rebound by P. Tucker,59,64
298,3,4:06.0,,I. Thomas misses 3-pt jump shot from 24 ft,59,64
299,3,4:05.0,Defensive rebound by J. Butler,,59,64
300,3,3:55.0,Shooting foul by G. Dragić (drawn by D. Rose),,59,64
301,3,3:55.0,D. Rose makes free throw 1 of 2,,60,64
302,3,3:55.0,T. Gibson enters the game for J. Noah,,60,64
303,3,3:55.0,D. Rose makes free throw 2 of 2,,61,64
304,3,3:40.0,,I. Thomas misses 3-pt jump shot from 23 ft,61,64
305,3,3:39.0,,Offensive rebound by M. Morris,61,64
306,3,3:35.0,,P. Tucker makes 2-pt layup from 2 ft (assist by M. Morris),61,66
307,3,3:09.0,D. Rose misses 3-pt jump shot from 25 ft,,61,66
308,3,3:09.0,,Defensive rebound by M. Morris,61,66
309,3,3:01.0,,G. Dragić misses 2-pt layup from 1 ft,61,66
310,3,3:00.0,Defensive rebound by P. Gasol,,61,66
311,3,2:53.0,A. Brooks misses 2-pt jump shot from 5 ft,,61,66
312,3,2:52.0,Offensive rebound by P. Gasol,,61,66
313,3,2:50.0,P. Gasol makes 2-pt dunk at rim,,63,66
314,3,2:22.0,,G. Dragić misses 2-pt jump shot from 16 ft,63,66
315,3,2:21.0,Defensive rebound by T. Gibson,,63,66
316,3,2:14.0,Shooting foul by I. Thomas (drawn by A. Brooks),,63,66
317,3,2:14.0,Chicago full timeout,,63,66
318,3,2:14.0,K. Hinrich enters the game for J. Butler,,63,66
319,3,2:14.0,J. Butler enters the game for D. Rose,,63,66
320,3,2:14.0,,B. Wright enters the game for M. Plumlee,63,66
321,3,2:14.0,A. Brooks makes free throw 1 of 2,,64,66
322,3,2:14.0,A. Brooks makes free throw 2 of 2,,65,66
323,3,1:54.0,,I. Thomas misses 2-pt jump shot from 16 ft,65,66
324,3,1:53.0,Defensive rebound by J. Butler,,65,66
325,3,1:27.0,J. Butler misses 3-pt jump shot from 24 ft,,65,66
326,3,1:26.0,,Defensive rebound by B. Wright,65,66
327,3,1:16.0,,M. Morris misses 3-pt jump shot from 23 ft,65,66
328,3,1:15.0,Defensive rebound by A. Brooks,,65,66
329,3,1:06.0,A. Brooks misses 2-pt layup from 2 ft (block by B. Wright),,65,66
330,3,1:06.0,,Defensive rebound by Team,65,66
331,3,1:06.0,,E. Bledsoe enters the game for G. Dragić,65,66
332,3,0:45.0,,M. Morris misses 2-pt jump shot from 9 ft,65,66
333,3,0:44.0,Defensive rebound by P. Gasol,,65,66
334,3,0:36.0,K. Hinrich makes 2-pt jump shot from 3 ft (assist by T. Gibson),,67,66
335,3,0:12.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,67,66
336,3,0:11.0,,Offensive rebound by B. Wright,67,66
337,3,0:09.0,,B. Wright makes 2-pt layup from 3 ft,67,68
338,3,0:01.0,A. Brooks misses 3-pt jump shot from 25 ft,,67,68
339,3,0:00.0,,Defensive rebound by M. Morris,67,68
340,4,11:38.0,,M. Morris makes 2-pt jump shot from 4 ft,67,70
341,4,11:09.0,K. Hinrich misses 2-pt jump shot from 20 ft,,67,70
342,4,11:08.0,,Defensive rebound by M. Morris,67,70
343,4,11:03.0,Offensive charge foul by E. Bledsoe (drawn by K. Hinrich),,67,70
344,4,11:03.0,,Turnover by E. Bledsoe (offensive foul),67,70
345,4,10:50.0,T. Gibson makes 2-pt jump shot from 12 ft (assist by A. Brooks),,69,70
346,4,10:32.0,,M. Morris makes 2-pt jump shot from 16 ft,69,72
347,4,10:09.0,K. Hinrich misses 2-pt jump shot from 3 ft,,69,72
348,4,10:08.0,,Defensive rebound by B. Wright,69,72
349,4,10:01.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),69,75
350,4,10:00.0,Chicago full timeout,,69,75
351,4,10:00.0,D. Rose enters the game for K. Hinrich,,69,75
352,4,9:47.0,T. Gibson makes 2-pt jump shot from 13 ft (assist by J. Butler),,71,75
353,4,9:27.0,,M. Morris misses 3-pt jump shot from 23 ft,71,75
354,4,9:26.0,Defensive rebound by J. Butler,,71,75
355,4,9:22.0,Shooting block foul by M. Morris (drawn by J. Butler),,71,75
356,4,9:22.0,J. Butler makes free throw 1 of 2,,72,75
357,4,9:22.0,J. Butler makes free throw 2 of 2,,73,75
358,4,9:08.0,,M. Morris makes 2-pt jump shot from 22 ft (assist by E. Bledsoe),73,77
359,4,8:50.0,D. Rose misses 2-pt jump shot from 9 ft,,73,77
360,4,8:49.0,Offensive rebound by J. Noah,,73,77
361,4,8:47.0,J. Noah misses 2-pt layup from 1 ft,,73,77
362,4,8:46.0,Offensive rebound by J. Noah,,73,77
363,4,8:46.0,Shooting foul by B. Wright (drawn by J. Noah),,73,77
364,4,8:46.0,J. Noah makes free throw 1 of 2,,74,77
365,4,8:46.0,J. Noah makes free throw 2 of 2,,75,77
366,4,8:31.0,,Turnover by M. Morris (bad pass; steal by J. Butler),75,77
367,4,8:16.0,Turnover by T. Gibson (bad pass; steal by E. Bledsoe),,75,77
368,4,8:13.0,,Shooting foul by J. Noah (drawn by E. Bledsoe),75,77
369,4,8:13.0,,E. Bledsoe makes free throw 1 of 3,75,78
370,4,8:13.0,,E. Bledsoe makes free throw 2 of 3,75,79
371,4,8:13.0,P. Gasol enters the game for T. Gibson,,75,79
372,4,8:13.0,N. Mirotić enters the game for J. Butler,,75,79
373,4,8:13.0,,E. Bledsoe makes free throw 3 of 3,75,80
374,4,8:03.0,Turnover by D. Rose (step out of bounds),,75,80
375,4,7:51.0,,I. Thomas misses 3-pt jump shot from 24 ft,75,80
376,4,7:50.0,,Offensive rebound by Team,75,80
377,4,7:50.0,,A. Len enters the game for B. Wright,75,80
378,4,7:41.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,75,80
379,4,7:40.0,,Offensive rebound by M. Morris,75,80
380,4,7:34.0,,I. Thomas misses 3-pt jump shot from 25 ft,75,80
381,4,7:33.0,,Offensive rebound by M. Morris,75,80
382,4,7:33.0,,Shooting foul by P. Gasol (drawn by M. Morris),75,80
383,4,7:33.0,,M. Morris makes free throw 1 of 2,75,81
384,4,7:33.0,,M. Morris makes free throw 2 of 2,75,82
385,4,7:14.0,P. Gasol misses 2-pt hook shot from 4 ft,,75,82
386,4,7:13.0,,Defensive rebound by A. Len,75,82
387,4,7:07.0,,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),75,84
388,4,6:49.0,D. Rose makes 2-pt layup from 2 ft,,77,84
389,4,6:35.0,,Shooting foul by A. Brooks (drawn by I. Thomas),77,84
390,4,6:35.0,,I. Thomas makes free throw 1 of 2,77,85
391,4,6:35.0,J. Butler enters the game for N. Mirotić,,77,85
392,4,6:35.0,,I. Thomas misses free throw 2 of 2,77,85
393,4,6:34.0,Defensive rebound by J. Butler,,77,85
394,4,6:21.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Noah),,79,85
