,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,GOLDEN STATE_ACTION,CHARLOTTE_SCORE,GOLDEN STATE_SCORE
90,1,0:44.0,Defensive rebound by G. Neal,,22,28
91,1,0:37.0,G. Neal misses 2-pt jump shot from 7 ft,,22,28
92,1,0:35.0,,Defensive rebound by M. Speights,22,28
93,1,0:30.0,,H. Barnes misses 3-pt jump shot from 27 ft,22,28
94,1,0:29.0,Defensive rebound by B. Biyombo,,22,28
95,1,0:08.0,B. Roberts misses 2-pt jump shot from 18 ft,,22,28
96,1,0:08.0,Offensive rebound by C. Zeller,,22,28
97,1,0:07.0,Shooting foul by L. Barbosa (drawn by C. Zeller),,22,28
98,1,0:07.0,C. Zeller makes free throw 1 of 2,,23,28
99,1,0:07.0,C. Zeller misses free throw 2 of 2,,23,28
100,1,0:06.0,,Defensive rebound by A. Iguodala,23,28
101,1,0:01.0,,Turnover by A. Iguodala (lost ball; steal by G. Henderson),23,28
102,2,11:45.0,G. Neal misses 2-pt jump shot from 21 ft,,23,28
103,2,11:44.0,,Defensive rebound by M. Speights,23,28
104,2,11:30.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by H. Barnes),23,30
105,2,11:07.0,Shooting foul by H. Barnes (drawn by B. Biyombo),,23,30
106,2,11:07.0,B. Biyombo makes free throw 1 of 2,,24,30
107,2,11:07.0,B. Biyombo makes free throw 2 of 2,,25,30
108,2,10:54.0,,H. Barnes misses 2-pt jump shot from 20 ft,25,30
109,2,10:53.0,Defensive rebound by G. Neal,,25,30
110,2,10:45.0,G. Neal misses 2-pt layup from 1 ft (block by S. Livingston),,25,30
111,2,10:41.0,,Defensive rebound by M. Speights,25,30
112,2,10:35.0,,M. Speights misses 2-pt jump shot from 3 ft (block by B. Biyombo),25,30
113,2,10:33.0,Defensive rebound by B. Roberts,,25,30
114,2,10:30.0,Shooting foul by L. Barbosa (drawn by B. Roberts),,25,30
115,2,10:30.0,B. Roberts makes free throw 1 of 2,,26,30
116,2,10:30.0,B. Roberts makes free throw 2 of 2,,27,30
117,2,10:23.0,,A. Iguodala misses 3-pt jump shot from 26 ft,27,30
118,2,10:21.0,Defensive rebound by C. Zeller,,27,30
119,2,10:14.0,B. Roberts misses 2-pt jump shot from 3 ft,,27,30
120,2,10:12.0,,Defensive rebound by M. Speights,27,30
121,2,9:57.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by A. Iguodala),27,32
122,2,9:45.0,L. Stephenson misses 2-pt jump shot from 16 ft,,27,32
123,2,9:44.0,,Defensive rebound by A. Iguodala,27,32
124,2,9:30.0,,M. Speights misses 2-pt jump shot from 19 ft,27,32
125,2,9:29.0,,Offensive rebound by L. Barbosa,27,32
126,2,9:17.0,,H. Barnes makes 2-pt jump shot from 14 ft (assist by M. Speights),27,34
127,2,8:57.0,Shooting foul by M. Speights (drawn by G. Neal),,27,34
128,2,8:57.0,Official timeout,,27,34
129,2,8:57.0,M. Williams enters the game for C. Zeller,,27,34
130,2,8:57.0,,K. Thompson enters the game for L. Barbosa,27,34
131,2,8:57.0,G. Neal makes free throw 1 of 2,,28,34
132,2,8:57.0,G. Neal makes free throw 2 of 2,,29,34
133,2,8:39.0,,S. Livingston makes 2-pt jump shot from 10 ft (assist by M. Speights),29,36
134,2,8:24.0,Personal foul by M. Speights (drawn by B. Biyombo),,29,36
135,2,8:16.0,L. Stephenson misses 2-pt jump shot from 17 ft,,29,36
136,2,8:15.0,Offensive rebound by B. Biyombo,,29,36
137,2,8:07.0,L. Stephenson makes 2-pt layup from 2 ft,,31,36
138,2,7:51.0,Offensive charge foul by K. Thompson (drawn by L. Stephenson),,31,36
139,2,7:51.0,,Turnover by K. Thompson (offensive foul),31,36
140,2,7:29.0,,Offensive charge foul by L. Stephenson (drawn by M. Speights),31,36
141,2,7:29.0,Turnover by L. Stephenson (offensive foul),,31,36
142,2,7:18.0,,K. Thompson makes 2-pt layup from 2 ft,31,38
143,2,7:18.0,,Shooting foul by L. Stephenson (drawn by K. Thompson),31,38
144,2,7:18.0,,K. Thompson makes free throw 1 of 1,31,39
145,2,7:09.0,B. Roberts makes 3-pt jump shot from 25 ft,,34,39
146,2,6:50.0,,S. Livingston makes 2-pt jump shot from 11 ft (assist by A. Iguodala),34,41
147,2,6:36.0,Turnover by M. Williams (lost ball),,34,41
148,2,6:29.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Livingston),34,44
149,2,6:21.0,Charlotte full timeout,,34,44
150,2,6:21.0,A. Jefferson enters the game for G. Neal,,34,44
151,2,6:21.0,P. Hairston enters the game for B. Biyombo,,34,44
152,2,6:21.0,,D. Green enters the game for H. Barnes,34,44
153,2,6:21.0,,A. Bogut enters the game for M. Speights,34,44
154,2,6:18.0,Offensive foul by A. Jefferson (drawn by S. Livingston),,34,44
155,2,6:18.0,Turnover by A. Jefferson (offensive foul),,34,44
156,2,6:01.0,,A. Iguodala misses 2-pt jump shot from 12 ft,34,44
157,2,6:00.0,Defensive rebound by M. Williams,,34,44
158,2,5:42.0,B. Roberts misses 2-pt jump shot from 19 ft,,34,44
159,2,5:41.0,,Defensive rebound by A. Bogut,34,44
160,2,5:32.0,,K. Thompson makes 2-pt layup from 1 ft,34,46
161,2,5:22.0,Personal foul by A. Bogut (drawn by A. Jefferson),,34,46
162,2,5:22.0,A. Jefferson misses free throw 1 of 2,,34,46
163,2,5:22.0,Offensive rebound by Team,,34,46
164,2,5:22.0,G. Neal enters the game for L. Stephenson,,34,46
165,2,5:22.0,K. Walker enters the game for B. Roberts,,34,46
166,2,5:22.0,,S. Curry enters the game for S. Livingston,34,46
167,2,5:22.0,A. Jefferson makes free throw 2 of 2,,35,46
168,2,5:13.0,,K. Thompson misses 2-pt hook shot from 9 ft,35,46
169,2,5:12.0,Defensive rebound by M. Williams,,35,46
170,2,4:59.0,Turnover by A. Jefferson (lost ball; steal by K. Thompson),,35,46
171,2,4:53.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),35,49
172,2,4:32.0,G. Neal makes 2-pt jump shot from 12 ft,,37,49
173,2,4:24.0,,S. Curry makes 2-pt layup from 1 ft,37,51
174,2,4:16.0,Charlotte full timeout,,37,51
175,2,4:16.0,,H. Barnes enters the game for A. Iguodala,37,51
176,2,4:11.0,K. Walker makes 2-pt jump shot from 16 ft,,39,51
177,2,3:53.0,,A. Bogut misses 2-pt hook shot from 6 ft,39,51
178,2,3:51.0,,Offensive rebound by S. Curry,39,51
179,2,3:48.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),39,53
180,2,3:23.0,G. Neal misses 2-pt jump shot from 6 ft (block by K. Thompson),,39,53
181,2,3:22.0,,Defensive rebound by A. Bogut,39,53
182,2,3:15.0,,D. Green misses 3-pt jump shot from 26 ft,39,53
183,2,3:14.0,,Offensive rebound by K. Thompson,39,53
184,2,3:12.0,,H. Barnes makes 2-pt dunk at rim (assist by K. Thompson),39,55
185,2,3:10.0,Charlotte full timeout,,39,55
186,2,3:10.0,C. Zeller enters the game for M. Williams,,39,55
187,2,3:10.0,G. Henderson enters the game for G. Neal,,39,55
188,2,2:56.0,K. Walker misses 2-pt jump shot from 10 ft,,39,55
189,2,2:48.0,Offensive rebound by C. Zeller,,39,55
190,2,2:48.0,C. Zeller misses 2-pt layup at rim,,39,55
191,2,2:46.0,,Defensive rebound by A. Bogut,39,55
192,2,2:42.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Bogut),39,58
193,2,2:20.0,A. Jefferson misses 2-pt jump shot from 16 ft,,39,58
194,2,2:19.0,,Defensive rebound by D. Green,39,58
195,2,2:07.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by K. Thompson),39,61
196,2,1:46.0,K. Walker misses 2-pt jump shot from 20 ft,,39,61
197,2,1:45.0,,Defensive rebound by K. Thompson,39,61
198,2,1:37.0,,Turnover by K. Thompson (bad pass; steal by K. Walker),39,61
199,2,1:29.0,K. Walker misses 2-pt jump shot from 5 ft,,39,61
200,2,1:28.0,,Defensive rebound by A. Bogut,39,61
201,2,1:23.0,,S. Curry makes 3-pt jump shot from 28 ft,39,64
202,2,1:00.0,K. Walker makes 2-pt layup from 1 ft (assist by P. Hairston),,41,64
203,2,1:00.0,Shooting foul by A. Bogut (drawn by K. Walker),,41,64
204,2,1:00.0,,M. Speights enters the game for A. Bogut,41,64
205,2,1:00.0,,A. Iguodala enters the game for H. Barnes,41,64
206,2,1:00.0,B. Biyombo enters the game for A. Jefferson,,41,64
207,2,1:00.0,K. Walker misses free throw 1 of 1,,41,64
208,2,0:59.0,,Defensive rebound by M. Speights,41,64
209,2,0:47.0,,M. Speights misses 2-pt jump shot from 8 ft,41,64
210,2,0:45.0,Defensive rebound by B. Biyombo,,41,64
211,2,0:32.0,K. Walker makes 2-pt layup from 1 ft,,43,64
212,2,0:14.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),43,67
213,2,0:01.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by K. Walker),,46,67
214,3,11:39.0,K. Walker misses 2-pt jump shot from 11 ft,,46,67
215,3,11:38.0,,Defensive rebound by A. Bogut,46,67
216,3,11:33.0,,S. Curry misses 2-pt jump shot from 18 ft,46,67
217,3,11:32.0,Defensive rebound by A. Jefferson,,46,67
218,3,11:25.0,Shooting foul by H. Barnes (drawn by A. Jefferson),,46,67
219,3,11:25.0,A. Jefferson misses free throw 1 of 2,,46,67
220,3,11:25.0,Offensive rebound by Team,,46,67
221,3,11:25.0,A. Jefferson makes free throw 2 of 2,,47,67
222,3,11:07.0,,A. Bogut makes 2-pt layup from 1 ft (assist by S. Curry),47,69
223,3,10:42.0,K. Walker misses 2-pt jump shot from 19 ft,,47,69
224,3,10:40.0,Offensive rebound by A. Jefferson,,47,69
225,3,10:39.0,Turnover by Team (shot clock),,47,69
226,3,10:16.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by K. Thompson),47,72
227,3,9:50.0,M. Williams misses 3-pt jump shot from 26 ft,,47,72
228,3,9:49.0,,Defensive rebound by S. Curry,47,72
229,3,9:37.0,,Shooting foul by L. Stephenson (drawn by K. Thompson),47,72
230,3,9:37.0,,K. Thompson makes free throw 1 of 2,47,73
231,3,9:37.0,C. Zeller enters the game for M. Williams,,47,73
232,3,9:37.0,,K. Thompson makes free throw 2 of 2,47,74
233,3,9:26.0,K. Walker misses 2-pt layup at rim,,47,74
234,3,9:25.0,Offensive rebound by C. Zeller,,47,74
235,3,9:24.0,Shooting foul by H. Barnes (drawn by C. Zeller),,47,74
236,3,9:24.0,C. Zeller misses free throw 1 of 2,,47,74
237,3,9:24.0,Offensive rebound by Team,,47,74
238,3,9:24.0,,A. Iguodala enters the game for H. Barnes,47,74
239,3,9:24.0,C. Zeller makes free throw 2 of 2,,48,74
240,3,9:13.0,,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),48,76
241,3,8:59.0,L. Stephenson makes 2-pt jump shot from 10 ft,,50,76
242,3,8:50.0,Offensive charge foul by A. Bogut (drawn by L. Stephenson),,50,76
243,3,8:50.0,,Turnover by A. Bogut (offensive foul),50,76
244,3,8:33.0,Turnover by K. Walker (bad pass; steal by A. Bogut),,50,76
245,3,8:25.0,,Turnover by S. Curry (lost ball),50,76
246,3,8:25.0,,M. Speights enters the game for A. Bogut,50,76
247,3,8:13.0,A. Jefferson makes 2-pt jump shot from 10 ft (assist by K. Walker),,52,76
248,3,7:54.0,,D. Green misses 3-pt jump shot from 26 ft,52,76
249,3,7:53.0,,Offensive rebound by S. Curry,52,76
250,3,7:46.0,,Shooting foul by A. Jefferson (drawn by M. Speights),52,76
251,3,7:46.0,,M. Speights makes free throw 1 of 2,52,77
252,3,7:46.0,,M. Speights makes free throw 2 of 2,52,78
253,3,7:27.0,K. Walker misses 2-pt jump shot from 3 ft,,52,78
254,3,7:25.0,Offensive rebound by A. Jefferson,,52,78
255,3,7:24.0,A. Jefferson misses 2-pt jump shot from 3 ft,,52,78
256,3,7:22.0,,Defensive rebound by M. Speights,52,78
257,3,7:14.0,,K. Thompson misses 3-pt jump shot from 25 ft,52,78
258,3,7:13.0,Defensive rebound by K. Walker,,52,78
259,3,6:52.0,K. Walker misses 3-pt jump shot from 22 ft,,52,78
260,3,6:51.0,Offensive rebound by C. Zeller,,52,78
261,3,6:46.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by K. Walker),,55,78
262,3,6:30.0,,S. Curry misses 2-pt jump shot from 19 ft,55,78
263,3,6:29.0,Defensive rebound by C. Zeller,,55,78
264,3,6:20.0,Turnover by P. Hairston (bad pass; steal by S. Curry),,55,78
265,3,6:16.0,,M. Speights makes 2-pt layup from 1 ft (assist by A. Iguodala),55,80
266,3,6:16.0,,Shooting foul by K. Walker (drawn by M. Speights),55,80
267,3,6:16.0,G. Henderson enters the game for P. Hairston,,55,80
268,3,6:16.0,,M. Speights makes free throw 1 of 1,55,81
269,3,6:07.0,Personal foul by S. Curry (drawn by K. Walker),,55,81
270,3,6:02.0,Turnover by L. Stephenson (bad pass; steal by K. Thompson),,55,81
271,3,5:58.0,,Turnover by D. Green (bad pass; steal by L. Stephenson),55,81
272,3,5:51.0,G. Henderson misses 2-pt jump shot from 6 ft,,55,81
273,3,5:50.0,,Defensive rebound by A. Iguodala,55,81
274,3,5:44.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),55,84
275,3,5:32.0,K. Walker misses 2-pt jump shot from 17 ft,,55,84
276,3,5:31.0,,Defensive rebound by K. Thompson,55,84
277,3,5:21.0,,M. Speights misses 3-pt jump shot from 25 ft,55,84
278,3,5:20.0,Defensive rebound by C. Zeller,,55,84
279,3,5:14.0,Personal foul by D. Green (drawn by C. Zeller),,55,84
280,3,5:14.0,,Golden State full timeout,55,84
281,3,5:14.0,C. Zeller misses free throw 1 of 2,,55,84
282,3,5:14.0,Offensive rebound by Team,,55,84
283,3,5:14.0,C. Zeller makes free throw 2 of 2,,56,84
284,3,4:59.0,,Shooting foul by A. Jefferson (drawn by S. Curry),56,84
285,3,4:59.0,,S. Curry makes 2-pt layup from 2 ft,56,86
286,3,4:59.0,,S. Curry misses free throw 1 of 1,56,86
287,3,4:57.0,Defensive rebound by C. Zeller,,56,86
288,3,4:43.0,A. Jefferson makes 2-pt jump shot from 15 ft,,58,86
289,3,4:43.0,Shooting foul by M. Speights (drawn by A. Jefferson),,58,86
290,3,4:43.0,A. Jefferson makes free throw 1 of 1,,59,86
291,3,4:23.0,,S. Curry misses 2-pt jump shot from 21 ft,59,86
292,3,4:22.0,Defensive rebound by A. Jefferson,,59,86
293,3,4:10.0,A. Jefferson makes 2-pt jump shot from 3 ft (assist by L. Stephenson),,61,86
294,3,4:03.0,,K. Thompson misses 2-pt jump shot from 16 ft,61,86
295,3,4:01.0,Defensive rebound by K. Walker,,61,86
296,3,3:53.0,Turnover by L. Stephenson (bad pass; steal by M. Speights),,61,86
297,3,3:30.0,,D. Green misses 3-pt jump shot from 27 ft,61,86
298,3,3:29.0,Defensive rebound by C. Zeller,,61,86
299,3,3:07.0,A. Jefferson misses 2-pt jump shot from 18 ft,,61,86
300,3,3:06.0,,Defensive rebound by D. Green,61,86
301,3,3:02.0,,Shooting foul by C. Zeller (drawn by M. Speights),61,86
302,3,3:02.0,,M. Speights makes free throw 1 of 2,61,87
303,3,3:02.0,,L. Barbosa enters the game for K. Thompson,61,87
304,3,3:02.0,B. Biyombo enters the game for A. Jefferson,,61,87
305,3,3:02.0,,M. Speights makes free throw 2 of 2,61,88
306,3,2:51.0,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),,63,88
307,3,2:51.0,Shooting foul by D. Green (drawn by C. Zeller),,63,88
308,3,2:51.0,Charlotte full timeout,,63,88
309,3,2:51.0,J. Pargo enters the game for L. Stephenson,,63,88
310,3,2:51.0,C. Zeller misses free throw 1 of 1,,63,88
311,3,2:49.0,Offensive rebound by G. Henderson,,63,88
312,3,2:39.0,C. Zeller misses 2-pt jump shot from 20 ft,,63,88
313,3,2:39.0,Offensive rebound by Team,,63,88
314,3,2:39.0,,Loose ball foul by M. Speights (drawn by B. Biyombo),63,88
315,3,2:39.0,B. Biyombo misses free throw 1 of 2,,63,88
316,3,2:39.0,Offensive rebound by Team,,63,88
317,3,2:39.0,,A. Bogut enters the game for M. Speights,63,88
318,3,2:39.0,B. Biyombo makes free throw 2 of 2,,64,88
319,3,2:21.0,,Turnover by D. Green (traveling),64,88
320,3,2:04.0,Shooting foul by S. Curry (drawn by K. Walker),,64,88
321,3,2:04.0,K. Walker makes free throw 1 of 2,,65,88
322,3,2:04.0,J. Maxiell enters the game for C. Zeller,,65,88
323,3,2:04.0,K. Walker misses free throw 2 of 2,,65,88
324,3,2:01.0,,Defensive rebound by S. Curry,65,88
325,3,1:48.0,,L. Barbosa misses 2-pt jump shot from 13 ft,65,88
326,3,1:47.0,Defensive rebound by J. Maxiell,,65,88
327,3,1:36.0,J. Pargo makes 2-pt jump shot from 16 ft,,67,88
328,3,1:24.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Barbosa),67,91
329,3,1:05.0,K. Walker misses 3-pt jump shot from 24 ft,,67,91
330,3,1:04.0,,Defensive rebound by D. Green,67,91
331,3,0:45.0,,L. Barbosa makes 2-pt jump shot from 3 ft (assist by S. Curry),67,93
332,3,0:35.0,J. Pargo misses 3-pt jump shot from 25 ft,,67,93
333,3,0:34.0,,Defensive rebound by Team,67,93
334,3,0:17.0,,D. Green misses 3-pt jump shot from 26 ft,67,93
335,3,0:16.0,Defensive rebound by Team,,67,93
336,3,0:04.0,Shooting foul by A. Iguodala (drawn by K. Walker),,67,93
337,3,0:04.0,K. Walker misses free throw 1 of 2,,67,93
338,3,0:04.0,Offensive rebound by Team,,67,93
339,3,0:04.0,K. Walker makes free throw 2 of 2,,68,93
340,3,0:01.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Bogut),68,96
341,4,11:40.0,,A. Iguodala misses 2-pt jump shot from 21 ft,68,96
342,4,11:39.0,Defensive rebound by J. Pargo,,68,96
343,4,11:33.0,,Violation by A. Iguodala (kicked ball),68,96
344,4,11:28.0,G. Henderson misses 2-pt jump shot from 20 ft,,68,96
345,4,11:27.0,,Defensive rebound by L. Barbosa,68,96
346,4,11:15.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by L. Barbosa),68,98
347,4,10:52.0,J. Pargo misses 3-pt jump shot from 25 ft,,68,98
348,4,10:51.0,,Defensive rebound by H. Barnes,68,98
349,4,10:35.0,,F. Ezeli makes 2-pt hook shot from 11 ft,68,100
350,4,10:35.0,,Shooting foul by B. Biyombo (drawn by F. Ezeli),68,100
351,4,10:35.0,,F. Ezeli makes free throw 1 of 1,68,101
352,4,10:24.0,B. Roberts makes 3-pt jump shot from 25 ft,,71,101
353,4,10:02.0,,H. Barnes misses 3-pt jump shot from 22 ft,71,101
354,4,10:00.0,,Offensive rebound by A. Iguodala,71,101
355,4,9:57.0,,L. Barbosa misses 3-pt jump shot from 27 ft,71,101
356,4,9:54.0,Defensive rebound by G. Henderson,,71,101
357,4,9:48.0,Shooting foul by A. Iguodala (drawn by J. Maxiell),,71,101
358,4,9:48.0,J. Maxiell misses free throw 1 of 2,,71,101
359,4,9:48.0,Offensive rebound by Team,,71,101
360,4,9:48.0,,J. Holiday enters the game for A. Iguodala,71,101
361,4,9:48.0,J. Maxiell misses free throw 2 of 2,,71,101
362,4,9:46.0,,Defensive rebound by F. Ezeli,71,101
363,4,9:34.0,,S. Livingston misses 2-pt jump shot from 3 ft (block by B. Biyombo),71,101
364,4,9:30.0,,Offensive rebound by L. Barbosa,71,101
365,4,9:26.0,,Shooting foul by J. Maxiell (drawn by F. Ezeli),71,101
366,4,9:26.0,,F. Ezeli makes free throw 1 of 2,71,102
367,4,9:26.0,,F. Ezeli misses free throw 2 of 2,71,102
368,4,9:25.0,Defensive rebound by G. Henderson,,71,102
369,4,9:07.0,B. Roberts misses 2-pt jump shot from 18 ft,,71,102
370,4,9:06.0,Offensive rebound by B. Roberts,,71,102
371,4,9:06.0,Personal foul by H. Barnes (drawn by B. Roberts),,71,102
372,4,9:01.0,G. Henderson misses 2-pt jump shot from 16 ft,,71,102
373,4,8:59.0,,Defensive rebound by H. Barnes,71,102
374,4,8:39.0,,S. Livingston misses 2-pt jump shot from 12 ft,71,102
375,4,8:38.0,,Offensive rebound by F. Ezeli,71,102
376,4,8:38.0,,F. Ezeli makes 2-pt dunk at rim,71,104
377,4,8:15.0,Personal foul by F. Ezeli (drawn by B. Biyombo),,71,104
378,4,8:15.0,Official timeout,,71,104
379,4,8:15.0,,B. Rush enters the game for H. Barnes,71,104
380,4,8:10.0,B. Roberts misses 3-pt jump shot from 25 ft,,71,104
381,4,8:09.0,Offensive rebound by J. Maxiell,,71,104
382,4,8:03.0,B. Roberts misses 3-pt jump shot from 24 ft,,71,104
383,4,8:02.0,,Defensive rebound by Team,71,104
384,4,7:52.0,,L. Barbosa misses 2-pt jump shot from 22 ft,71,104
385,4,7:51.0,Defensive rebound by G. Henderson,,71,104
