,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
192,2,1:59.0,,M. Beasley enters the game for H. Walker,41,31
193,2,1:59.0,,G. Dragić enters the game for L. Deng,41,31
194,2,1:46.0,,Turnover by G. Dragić (traveling),41,31
195,2,1:35.0,D. Schröder misses 2-pt layup from 3 ft,,41,31
196,2,1:34.0,Offensive rebound by D. Schröder,,41,31
197,2,1:24.0,Turnover by P. Millsap (lost ball; steal by D. Wade),,41,31
198,2,1:13.0,,M. Beasley makes 2-pt jump shot from 13 ft,41,33
199,2,1:06.0,Personal foul by M. Chalmers (drawn by K. Korver),,41,33
200,2,1:06.0,M. Scott enters the game for P. Millsap,,41,33
201,2,0:59.0,Turnover by K. Korver (bad pass; steal by D. Wade),,41,33
202,2,0:42.0,,Turnover by D. Wade (bad pass; steal by K. Korver),41,33
203,2,0:33.0,D. Schröder makes 2-pt layup from 1 ft,,43,33
204,2,0:15.0,,Turnover by M. Beasley (bad pass),43,33
205,2,0:15.0,Atlanta full timeout,,43,33
206,2,0:15.0,P. Millsap enters the game for M. Muscala,,43,33
207,2,0:15.0,,U. Haslem enters the game for H. Whiteside,43,33
208,2,0:04.0,Turnover by P. Millsap (lost ball; steal by M. Chalmers),,43,33
209,2,0:01.0,,M. Chalmers misses 3-pt jump shot from 25 ft,43,33
210,2,0:00.0,,Offensive rebound by Team,43,33
211,3,11:48.0,Offensive charge foul by H. Walker (drawn by E. Brand),,43,33
212,3,11:48.0,,Turnover by H. Walker (offensive foul),43,33
213,3,11:33.0,P. Millsap misses 2-pt layup from 2 ft,,43,33
214,3,11:32.0,Offensive rebound by E. Brand,,43,33
215,3,11:20.0,E. Brand makes 2-pt layup from 1 ft (assist by D. Schröder),,45,33
216,3,10:56.0,,L. Deng misses 2-pt jump shot from 9 ft,45,33
217,3,10:55.0,Defensive rebound by P. Millsap,,45,33
218,3,10:46.0,D. Schröder misses 2-pt layup from 1 ft,,45,33
219,3,10:45.0,,Defensive rebound by H. Whiteside,45,33
220,3,10:29.0,,Personal foul by K. Bazemore (drawn by H. Whiteside),45,33
221,3,10:16.0,,L. Deng misses 3-pt jump shot from 23 ft,45,33
222,3,10:13.0,Defensive rebound by Team,,45,33
223,3,10:00.0,K. Korver misses 3-pt jump shot from 24 ft,,45,33
224,3,9:59.0,,Defensive rebound by H. Whiteside,45,33
225,3,9:44.0,,H. Walker misses 3-pt jump shot from 24 ft,45,33
226,3,9:43.0,Defensive rebound by K. Korver,,45,33
227,3,9:26.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. Millsap),,48,33
228,3,9:11.0,,Turnover by L. Deng (bad pass; steal by K. Bazemore),48,33
229,3,9:07.0,K. Bazemore makes 2-pt dunk at rim,,50,33
230,3,9:05.0,,Miami full timeout,50,33
231,3,9:05.0,,Technical foul by L. Deng,50,33
232,3,9:05.0,K. Korver makes technical free throw,,51,33
233,3,8:54.0,,Personal foul by E. Brand (drawn by H. Whiteside),51,33
234,3,8:48.0,,H. Walker makes 3-pt jump shot from 23 ft (assist by G. Dragić),51,36
235,3,8:31.0,E. Brand misses 2-pt jump shot from 12 ft,,51,36
236,3,8:31.0,,Defensive rebound by D. Wade,51,36
237,3,8:25.0,,D. Wade makes 2-pt jump shot from 15 ft,51,38
238,3,8:08.0,P. Millsap makes 2-pt jump shot from 11 ft,,53,38
239,3,7:54.0,,D. Wade makes 2-pt jump shot from 8 ft,53,40
240,3,7:37.0,P. Millsap misses 2-pt hook shot from 4 ft,,53,40
241,3,7:36.0,,Defensive rebound by Team,53,40
242,3,7:25.0,,Personal block foul by P. Millsap (drawn by G. Dragić),53,40
243,3,7:17.0,,G. Dragić makes 2-pt jump shot from 16 ft,53,42
244,3,6:59.0,Shooting foul by G. Dragić (drawn by D. Schröder),,53,42
245,3,6:59.0,D. Schröder makes free throw 1 of 2,,54,42
246,3,6:59.0,D. Schröder makes free throw 2 of 2,,55,42
247,3,6:44.0,,H. Walker misses 3-pt jump shot from 24 ft,55,42
248,3,6:43.0,,Offensive rebound by H. Whiteside,55,42
249,3,6:42.0,,H. Whiteside makes 2-pt jump shot from 4 ft,55,44
250,3,6:42.0,,Shooting foul by K. Korver (drawn by H. Whiteside),55,44
251,3,6:42.0,,H. Whiteside makes free throw 1 of 1,55,45
252,3,6:28.0,D. Schröder misses 2-pt jump shot from 8 ft,,55,45
253,3,6:27.0,,Defensive rebound by H. Whiteside,55,45
254,3,6:19.0,,Shooting block foul by K. Bazemore (drawn by H. Walker),55,45
255,3,6:19.0,,H. Walker makes free throw 1 of 2,55,46
256,3,6:19.0,J. Jenkins enters the game for K. Bazemore,,55,46
257,3,6:19.0,,M. Chalmers enters the game for G. Dragić,55,46
258,3,6:19.0,,H. Walker makes free throw 2 of 2,55,47
259,3,5:57.0,P. Millsap misses 2-pt jump shot from 9 ft,,55,47
260,3,5:56.0,,Defensive rebound by D. Wade,55,47
261,3,5:46.0,,D. Wade misses 2-pt jump shot from 11 ft,55,47
262,3,5:45.0,Defensive rebound by K. Korver,,55,47
263,3,5:36.0,D. Schröder misses 2-pt jump shot from 17 ft,,55,47
264,3,5:35.0,,Defensive rebound by H. Whiteside,55,47
265,3,5:15.0,,H. Walker misses 3-pt jump shot from 25 ft,55,47
266,3,5:14.0,,Offensive rebound by L. Deng,55,47
267,3,4:53.0,,D. Wade misses 3-pt jump shot from 24 ft,55,47
268,3,4:52.0,Defensive rebound by K. Korver,,55,47
269,3,4:42.0,K. Korver misses 2-pt jump shot from 15 ft,,55,47
270,3,4:41.0,,Defensive rebound by H. Whiteside,55,47
271,3,4:29.0,,H. Walker misses 3-pt jump shot from 25 ft,55,47
272,3,4:28.0,Defensive rebound by E. Brand,,55,47
273,3,4:15.0,E. Brand misses 2-pt jump shot from 9 ft (block by H. Whiteside),,55,47
274,3,4:14.0,Offensive rebound by E. Brand,,55,47
275,3,4:12.0,Shooting foul by H. Whiteside (drawn by E. Brand),,55,47
276,3,4:12.0,E. Brand misses free throw 1 of 2,,55,47
277,3,4:12.0,Offensive rebound by Team,,55,47
278,3,4:12.0,S. Mack enters the game for D. Schröder,,55,47
279,3,4:12.0,,M. Beasley enters the game for L. Deng,55,47
280,3,4:12.0,,G. Dragić enters the game for D. Wade,55,47
281,3,4:12.0,E. Brand makes free throw 2 of 2,,56,47
282,3,4:00.0,,M. Chalmers makes 2-pt jump shot from 9 ft (assist by H. Walker),56,49
283,3,3:45.0,S. Mack misses 2-pt layup from 3 ft,,56,49
284,3,3:44.0,,Defensive rebound by H. Whiteside,56,49
285,3,3:28.0,,M. Beasley misses 2-pt jump shot from 11 ft,56,49
286,3,3:27.0,Defensive rebound by P. Millsap,,56,49
287,3,3:16.0,P. Millsap misses 3-pt jump shot from 25 ft,,56,49
288,3,3:15.0,,Defensive rebound by H. Whiteside,56,49
289,3,3:07.0,,M. Chalmers misses 2-pt layup from 2 ft,56,49
290,3,3:06.0,Defensive rebound by K. Korver,,56,49
291,3,2:59.0,Shooting foul by H. Whiteside (drawn by P. Millsap),,56,49
292,3,2:59.0,Atlanta full timeout,,56,49
293,3,2:59.0,K. Bazemore enters the game for E. Brand,,56,49
294,3,2:59.0,M. Muscala enters the game for K. Korver,,56,49
295,3,2:59.0,,U. Haslem enters the game for H. Whiteside,56,49
296,3,2:59.0,P. Millsap makes free throw 1 of 2,,57,49
297,3,2:59.0,P. Millsap makes free throw 2 of 2,,58,49
298,3,2:42.0,,Turnover by G. Dragić (bad pass),58,49
299,3,2:27.0,P. Millsap misses 2-pt jump shot from 15 ft,,58,49
300,3,2:26.0,Offensive rebound by M. Muscala,,58,49
301,3,2:23.0,M. Muscala makes 2-pt layup from 1 ft,,60,49
302,3,2:01.0,,M. Beasley misses 2-pt jump shot from 14 ft,60,49
303,3,2:00.0,Defensive rebound by S. Mack,,60,49
304,3,1:58.0,Turnover by S. Mack (bad pass),,60,49
305,3,1:43.0,,M. Beasley misses 2-pt jump shot from 13 ft,60,49
306,3,1:42.0,,Offensive rebound by M. Beasley,60,49
307,3,1:38.0,,M. Beasley makes 2-pt dunk at rim,60,51
308,3,1:38.0,,Technical foul by M. Beasley,60,51
309,3,1:38.0,J. Jenkins makes technical free throw,,61,51
310,3,1:27.0,S. Mack misses 3-pt jump shot from 25 ft,,61,51
311,3,1:26.0,,Defensive rebound by U. Haslem,61,51
312,3,1:17.0,,M. Beasley makes 2-pt jump shot from 4 ft,61,53
313,3,1:02.0,Turnover by K. Bazemore (lost ball; steal by M. Chalmers),,61,53
314,3,0:57.0,,Turnover by H. Walker (bad pass),61,53
315,3,0:57.0,K. Korver enters the game for K. Bazemore,,61,53
316,3,0:57.0,M. Scott enters the game for P. Millsap,,61,53
317,3,0:45.0,M. Muscala makes 2-pt jump shot from 12 ft (assist by M. Scott),,63,53
318,3,0:45.0,Shooting foul by M. Beasley (drawn by M. Muscala),,63,53
319,3,0:45.0,,L. Deng enters the game for H. Walker,63,53
320,3,0:45.0,M. Muscala makes free throw 1 of 1,,64,53
321,3,0:39.0,,Turnover by M. Chalmers (step out of bounds),64,53
322,3,0:31.0,S. Mack misses 2-pt layup from 2 ft (block by M. Chalmers),,64,53
323,3,0:30.0,,Defensive rebound by U. Haslem,64,53
324,3,0:23.0,,L. Deng misses 3-pt jump shot from 24 ft,64,53
325,3,0:22.0,Defensive rebound by K. Korver,,64,53
326,3,0:03.0,Turnover by S. Mack (bad pass; steal by G. Dragić),,64,53
327,3,0:00.0,,G. Dragić misses 2-pt layup from 2 ft,64,53
328,3,0:00.0,,Offensive rebound by Team,64,53
329,4,11:41.0,S. Mack misses 3-pt jump shot from 24 ft,,64,53
330,4,11:40.0,,Defensive rebound by G. Dragić,64,53
331,4,11:21.0,,Shooting foul by K. Korver (drawn by U. Haslem),64,53
332,4,11:21.0,,U. Haslem makes free throw 1 of 2,64,54
333,4,11:21.0,,U. Haslem makes free throw 2 of 2,64,55
334,4,11:07.0,J. Jenkins misses 2-pt jump shot from 20 ft,,64,55
335,4,11:06.0,,Defensive rebound by G. Dragić,64,55
336,4,10:58.0,,M. Chalmers makes 2-pt jump shot from 12 ft (assist by G. Dragić),64,57
337,4,10:44.0,Shooting foul by M. Chalmers (drawn by M. Scott),,64,57
338,4,10:44.0,M. Scott misses free throw 1 of 2,,64,57
339,4,10:44.0,Offensive rebound by Team,,64,57
340,4,10:44.0,K. Bazemore enters the game for J. Jenkins,,64,57
341,4,10:44.0,D. Schröder enters the game for S. Mack,,64,57
342,4,10:44.0,M. Scott makes free throw 2 of 2,,65,57
343,4,10:26.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by M. Chalmers),65,60
344,4,10:12.0,M. Scott misses 3-pt jump shot from 25 ft,,65,60
345,4,10:11.0,Offensive rebound by Team,,65,60
346,4,10:11.0,P. Millsap enters the game for M. Muscala,,65,60
347,4,10:02.0,Turnover by D. Schröder (bad pass; steal by M. Beasley),,65,60
348,4,9:58.0,,Shooting foul by K. Korver (drawn by G. Dragić),65,60
349,4,9:58.0,,G. Dragić makes free throw 1 of 2,65,61
350,4,9:58.0,,G. Dragić makes free throw 2 of 2,65,62
351,4,9:43.0,M. Scott makes 2-pt jump shot from 7 ft (assist by D. Schröder),,67,62
352,4,9:27.0,,Turnover by G. Dragić (bad pass; steal by D. Schröder),67,62
353,4,9:24.0,,Violation by M. Beasley (def goaltending),67,62
354,4,9:24.0,P. Millsap makes 2-pt layup from 1 ft,,69,62
355,4,9:15.0,,Personal foul by M. Scott (drawn by M. Beasley),69,62
356,4,9:07.0,,M. Chalmers misses 2-pt layup from 1 ft,69,62
357,4,9:06.0,,Offensive rebound by U. Haslem,69,62
358,4,9:05.0,,U. Haslem makes 2-pt tip-in at rim,69,64
359,4,8:49.0,Shooting foul by M. Beasley (drawn by K. Bazemore),,69,64
360,4,8:49.0,Official timeout,,69,64
361,4,8:49.0,E. Brand enters the game for M. Scott,,69,64
362,4,8:49.0,K. Bazemore misses free throw 1 of 2,,69,64
363,4,8:49.0,Offensive rebound by Team,,69,64
364,4,8:49.0,K. Bazemore makes free throw 2 of 2,,70,64
365,4,8:43.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by G. Dragić),70,66
366,4,8:24.0,K. Bazemore misses 2-pt jump shot from 15 ft,,70,66
367,4,8:23.0,,Defensive rebound by M. Beasley,70,66
368,4,8:04.0,,Turnover by M. Chalmers (bad pass; steal by P. Millsap),70,66
369,4,7:59.0,D. Schröder makes 2-pt layup at rim (assist by K. Bazemore),,72,66
370,4,7:32.0,,G. Dragić makes 2-pt jump shot from 17 ft,72,68
371,4,7:19.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,75,68
372,4,6:58.0,,M. Beasley misses 2-pt jump shot from 18 ft,75,68
373,4,6:57.0,Defensive rebound by E. Brand,,75,68
374,4,6:40.0,K. Bazemore misses 3-pt jump shot from 24 ft,,75,68
375,4,6:38.0,,Defensive rebound by L. Deng,75,68
376,4,6:29.0,,Miami full timeout,75,68
377,4,6:29.0,,H. Whiteside enters the game for G. Dragić,75,68
378,4,6:29.0,,D. Wade enters the game for U. Haslem,75,68
379,4,6:21.0,,Shooting foul by E. Brand (drawn by M. Chalmers),75,68
380,4,6:21.0,,M. Chalmers makes free throw 1 of 2,75,69
381,4,6:21.0,,M. Chalmers makes free throw 2 of 2,75,70
382,4,6:01.0,K. Bazemore makes 2-pt jump shot from 8 ft (assist by D. Schröder),,77,70
383,4,5:38.0,,Turnover by L. Deng (bad pass; steal by D. Schröder),77,70
384,4,5:30.0,K. Korver misses 3-pt jump shot from 25 ft,,77,70
385,4,5:29.0,,Defensive rebound by H. Whiteside,77,70
386,4,5:23.0,,D. Wade makes 2-pt jump shot from 7 ft (assist by M. Chalmers),77,72
387,4,5:04.0,Shooting foul by M. Beasley (drawn by D. Schröder),,77,72
388,4,5:04.0,D. Schröder makes free throw 1 of 2,,78,72
389,4,5:04.0,,H. Walker enters the game for M. Beasley,78,72
