,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
144,2,8:08.0,M. Plumlee enters the game for Z. Pachulia,,22,30
145,2,7:53.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Hill),22,32
146,2,7:34.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Plumlee),,24,32
147,2,7:21.0,,J. Lin misses 2-pt jump shot from 3 ft,24,32
148,2,7:17.0,,Offensive rebound by J. Hill,24,32
149,2,7:17.0,,J. Hill makes 2-pt tip-in at rim,24,34
150,2,7:10.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by T. Ennis),,27,34
151,2,6:49.0,,W. Ellington misses 3-pt jump shot from 25 ft,27,34
152,2,6:48.0,Defensive rebound by J. Dudley,,27,34
153,2,6:43.0,,Violation by E. Davis (def goaltending),27,34
154,2,6:43.0,M. Plumlee makes 2-pt layup from 2 ft (assist by T. Ennis),,29,34
155,2,6:27.0,,Turnover by W. Johnson (bad pass),29,34
156,2,6:27.0,,J. Clarkson enters the game for J. Lin,29,34
157,2,6:14.0,M. Plumlee misses 2-pt layup from 1 ft,,29,34
158,2,6:12.0,Offensive rebound by M. Plumlee,,29,34
159,2,6:09.0,M. Plumlee makes 2-pt hook shot from 4 ft,,31,34
160,2,5:49.0,,E. Davis misses 2-pt layup from 1 ft,31,34
161,2,5:48.0,Defensive rebound by G. Antetokounmpo,,31,34
162,2,5:43.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,33,34
163,2,5:43.0,,LA Lakers full timeout,33,34
164,2,5:43.0,,R. Sacre enters the game for E. Davis,33,34
165,2,5:43.0,,C. Boozer enters the game for J. Hill,33,34
166,2,5:27.0,,R. Sacre makes 2-pt jump shot from 16 ft (assist by W. Ellington),33,36
167,2,5:17.0,T. Ennis makes 3-pt jump shot from 24 ft,,36,36
168,2,4:58.0,,Turnover by W. Johnson (bad pass; steal by J. Dudley),36,36
169,2,4:52.0,J. Dudley misses 2-pt jump shot from 19 ft,,36,36
170,2,4:49.0,,Defensive rebound by W. Ellington,36,36
171,2,4:36.0,,W. Johnson misses 3-pt jump shot from 25 ft,36,36
172,2,4:35.0,Defensive rebound by J. Dudley,,36,36
173,2,4:27.0,J. Bayless makes 2-pt jump shot from 5 ft (assist by J. Dudley),,38,36
174,2,4:14.0,,Turnover by C. Boozer (bad pass; steal by J. Bayless),38,36
175,2,4:07.0,J. Bayless misses 3-pt jump shot from 23 ft,,38,36
176,2,4:06.0,Offensive rebound by J. Dudley,,38,36
177,2,4:01.0,M. Plumlee misses 2-pt jump shot from 11 ft,,38,36
178,2,3:58.0,,Defensive rebound by W. Ellington,38,36
179,2,3:41.0,,C. Boozer misses 2-pt jump shot from 14 ft,38,36
180,2,3:40.0,Defensive rebound by Team,,38,36
181,2,3:40.0,M. Carter-Williams enters the game for T. Ennis,,38,36
182,2,3:40.0,,R. Kelly enters the game for W. Johnson,38,36
183,2,3:26.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,41,36
184,2,3:06.0,,W. Ellington misses 2-pt jump shot from 3 ft (block by M. Plumlee),41,36
185,2,3:05.0,Defensive rebound by G. Antetokounmpo,,41,36
186,2,2:57.0,J. Bayless makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),,43,36
187,2,2:36.0,,J. Clarkson makes 2-pt jump shot from 18 ft,43,38
188,2,2:15.0,M. Plumlee misses 2-pt jump shot from 11 ft,,43,38
189,2,2:12.0,Offensive rebound by G. Antetokounmpo,,43,38
190,2,2:12.0,G. Antetokounmpo makes 2-pt tip-in from 1 ft,,45,38
191,2,2:01.0,Violation by M. Plumlee (def goaltending),,45,38
192,2,2:01.0,,R. Sacre makes 2-pt layup from 2 ft,45,40
193,2,1:45.0,J. Dudley misses 3-pt jump shot from 26 ft,,45,40
194,2,1:44.0,,Defensive rebound by J. Clarkson,45,40
195,2,1:28.0,,C. Boozer makes 2-pt dunk at rim (assist by W. Ellington),45,42
196,2,1:27.0,Milwaukee full timeout,,45,42
197,2,1:27.0,E. İlyasova enters the game for J. Bayless,,45,42
198,2,1:27.0,K. Middleton enters the game for J. Dudley,,45,42
199,2,1:08.0,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,47,42
200,2,0:52.0,,C. Boozer misses 2-pt jump shot from 10 ft,47,42
201,2,0:51.0,,Offensive rebound by R. Sacre,47,42
202,2,0:51.0,,Shooting foul by M. Carter-Williams (drawn by R. Sacre),47,42
203,2,0:51.0,,R. Sacre misses free throw 1 of 2,47,42
204,2,0:51.0,,Offensive rebound by Team,47,42
205,2,0:51.0,,R. Sacre makes free throw 2 of 2,47,43
206,2,0:44.0,Personal take foul by C. Boozer (drawn by K. Middleton),,47,43
207,2,0:33.0,E. İlyasova misses 2-pt layup from 2 ft,,47,43
208,2,0:31.0,,Defensive rebound by R. Sacre,47,43
209,2,0:16.0,,J. Clarkson makes 2-pt layup from 2 ft,47,45
210,2,0:03.0,Turnover by M. Carter-Williams (bad pass; steal by W. Ellington),,47,45
211,2,0:00.0,,Turnover by W. Ellington (lost ball; steal by M. Carter-Williams),47,45
212,3,11:40.0,,R. Sacre makes 2-pt layup from 1 ft,47,47
213,3,11:25.0,M. Carter-Williams makes 2-pt jump shot from 4 ft,,49,47
214,3,11:01.0,,R. Kelly misses 2-pt jump shot from 14 ft,49,47
215,3,11:00.0,Defensive rebound by E. İlyasova,,49,47
216,3,10:45.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,51,47
217,3,10:26.0,,R. Sacre misses 2-pt jump shot from 16 ft,51,47
218,3,10:25.0,Defensive rebound by K. Middleton,,51,47
219,3,10:15.0,Z. Pachulia misses 2-pt jump shot from 3 ft,,51,47
220,3,10:13.0,Offensive rebound by Z. Pachulia,,51,47
221,3,10:13.0,Z. Pachulia makes 2-pt tip-in at rim,,53,47
222,3,10:05.0,,Turnover by J. Clarkson (bad pass; steal by Z. Pachulia),53,47
223,3,9:59.0,Shooting foul by R. Kelly (drawn by G. Antetokounmpo),,53,47
224,3,9:59.0,G. Antetokounmpo makes free throw 1 of 2,,54,47
225,3,9:59.0,G. Antetokounmpo misses free throw 2 of 2,,54,47
226,3,9:58.0,,Defensive rebound by C. Boozer,54,47
227,3,9:36.0,,R. Kelly misses 2-pt jump shot from 11 ft,54,47
228,3,9:35.0,Defensive rebound by Z. Pachulia,,54,47
229,3,9:28.0,K. Middleton makes 2-pt jump shot from 18 ft,,56,47
230,3,9:03.0,,Turnover by R. Kelly (bad pass; steal by E. İlyasova),56,47
231,3,9:02.0,Turnover by E. İlyasova (bad pass; steal by R. Kelly),,56,47
232,3,9:02.0,,Shooting foul by E. İlyasova (drawn by R. Kelly),56,47
233,3,9:02.0,,R. Kelly makes free throw 1 of 2,56,48
234,3,9:02.0,,R. Kelly makes free throw 2 of 2,56,49
235,3,8:50.0,Z. Pachulia misses 2-pt hook shot from 5 ft,,56,49
236,3,8:49.0,,Defensive rebound by C. Boozer,56,49
237,3,8:31.0,,R. Sacre misses 2-pt jump shot from 13 ft,56,49
238,3,8:30.0,Defensive rebound by K. Middleton,,56,49
239,3,8:24.0,K. Middleton makes 2-pt layup from 2 ft,,58,49
240,3,8:23.0,,Technical foul by C. Boozer,58,49
241,3,8:23.0,K. Middleton makes technical free throw,,59,49
242,3,8:12.0,,Shooting foul by E. İlyasova (drawn by R. Sacre),59,49
243,3,8:12.0,,R. Sacre makes free throw 1 of 2,59,50
244,3,8:12.0,,R. Sacre makes free throw 2 of 2,59,51
245,3,8:02.0,E. İlyasova makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),,61,51
246,3,7:44.0,,R. Kelly misses 3-pt jump shot from 24 ft,61,51
247,3,7:43.0,Defensive rebound by Z. Pachulia,,61,51
248,3,7:37.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,61,51
249,3,7:35.0,,Defensive rebound by R. Kelly,61,51
250,3,7:30.0,,W. Ellington misses 2-pt jump shot from 15 ft (block by K. Middleton),61,51
251,3,7:27.0,Defensive rebound by Z. Pachulia,,61,51
252,3,7:25.0,Shooting foul by R. Sacre (drawn by K. Middleton),,61,51
253,3,7:25.0,K. Middleton misses free throw 1 of 2,,61,51
254,3,7:25.0,Offensive rebound by Team,,61,51
255,3,7:25.0,K. Middleton makes free throw 2 of 2,,62,51
256,3,7:06.0,,C. Boozer makes 2-pt jump shot from 14 ft,62,53
257,3,6:53.0,Z. Pachulia misses 2-pt jump shot from 9 ft,,62,53
258,3,6:52.0,,Defensive rebound by W. Ellington,62,53
259,3,6:46.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by W. Ellington),62,56
260,3,6:23.0,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),,64,56
261,3,6:06.0,,W. Ellington misses 3-pt jump shot from 24 ft,64,56
262,3,6:05.0,Defensive rebound by G. Antetokounmpo,,64,56
263,3,5:54.0,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,66,56
264,3,5:42.0,,Def 3 sec tech foul by Z. Pachulia,66,56
265,3,5:42.0,,LA Lakers full timeout,66,56
266,3,5:42.0,J. Henson enters the game for Z. Pachulia,,66,56
267,3,5:42.0,,J. Lin enters the game for R. Sacre,66,56
268,3,5:42.0,,E. Davis enters the game for W. Ellington,66,56
269,3,5:42.0,,R. Kelly makes technical free throw,66,57
270,3,5:29.0,,C. Boozer makes 2-pt jump shot from 17 ft,66,59
271,3,5:07.0,E. İlyasova misses 3-pt jump shot from 25 ft,,66,59
272,3,5:06.0,,Defensive rebound by C. Boozer,66,59
273,3,4:47.0,,J. Clarkson misses 2-pt layup from 1 ft (block by J. Henson),66,59
274,3,4:45.0,Defensive rebound by E. İlyasova,,66,59
275,3,4:41.0,J. Henson makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,68,59
276,3,4:24.0,Violation by J. Henson (def goaltending),,68,59
277,3,4:24.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Clarkson),68,61
278,3,4:12.0,J. Dudley enters the game for E. İlyasova,,68,61
279,3,4:12.0,J. Bayless enters the game for M. Carter-Williams,,68,61
280,3,4:12.0,,J. Hill enters the game for R. Kelly,68,61
281,3,4:12.0,,W. Johnson enters the game for C. Boozer,68,61
282,3,4:00.0,K. Middleton misses 2-pt jump shot from 14 ft,,68,61
283,3,3:59.0,,Defensive rebound by E. Davis,68,61
284,3,3:46.0,,Turnover by W. Johnson (traveling),68,61
285,3,3:33.0,Turnover by K. Middleton (bad pass),,68,61
286,3,3:15.0,,J. Lin misses 2-pt layup from 1 ft,68,61
287,3,3:14.0,,Offensive rebound by J. Hill,68,61
288,3,3:11.0,,J. Hill misses 2-pt dunk at rim,68,61
289,3,3:10.0,Defensive rebound by G. Antetokounmpo,,68,61
290,3,2:56.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft (assist by K. Middleton),,70,61
291,3,2:32.0,,J. Hill misses 2-pt jump shot from 4 ft (block by J. Henson),70,61
292,3,2:32.0,,Offensive rebound by Team,70,61
293,3,2:32.0,Milwaukee full timeout,,70,61
294,3,2:28.0,,W. Johnson misses 3-pt jump shot from 24 ft,70,61
295,3,2:27.0,Defensive rebound by J. Dudley,,70,61
296,3,2:09.0,J. Dudley makes 2-pt jump shot from 17 ft (assist by J. Bayless),,72,61
297,3,1:52.0,,Personal foul by J. Bayless (drawn by J. Clarkson),72,61
298,3,1:44.0,,J. Hill misses 2-pt jump shot from 19 ft,72,61
299,3,1:43.0,Defensive rebound by J. Henson,,72,61
300,3,1:33.0,J. Henson misses 2-pt hook shot from 4 ft,,72,61
301,3,1:31.0,,Defensive rebound by E. Davis,72,61
302,3,1:22.0,,J. Clarkson makes 2-pt jump shot from 16 ft,72,63
303,3,1:04.0,J. Dudley misses 2-pt jump shot from 21 ft,,72,63
304,3,1:03.0,,Defensive rebound by E. Davis,72,63
305,3,0:46.0,,J. Hill misses 2-pt dunk at rim,72,63
306,3,0:43.0,Defensive rebound by J. Henson,,72,63
307,3,0:29.0,J. Bayless misses 3-pt jump shot from 24 ft,,72,63
308,3,0:27.0,Offensive rebound by G. Antetokounmpo,,72,63
309,3,0:27.0,G. Antetokounmpo misses 2-pt tip-in from 2 ft,,72,63
310,3,0:27.0,,Defensive rebound by Team,72,63
311,3,0:27.0,Loose ball foul by G. Antetokounmpo (drawn by J. Hill),,72,63
312,3,0:27.0,,J. Hill makes free throw 1 of 2,72,64
313,3,0:27.0,T. Ennis enters the game for K. Middleton,,72,64
314,3,0:27.0,,J. Hill makes free throw 2 of 2,72,65
315,3,0:14.0,Personal take foul by J. Lin (drawn by T. Ennis),,72,65
316,3,0:04.0,J. Dudley misses 2-pt layup from 1 ft (block by E. Davis),,72,65
317,3,0:02.0,,Defensive rebound by E. Davis,72,65
318,3,0:01.0,,J. Lin misses 3-pt jump shot from 38 ft,72,65
319,3,0:00.0,,Offensive rebound by Team,72,65
320,4,11:47.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. Ennis),,75,65
321,4,11:29.0,,J. Hill misses 2-pt jump shot from 3 ft,75,65
322,4,11:28.0,Defensive rebound by J. Bayless,,75,65
323,4,11:28.0,Personal foul by W. Ellington (drawn by J. Bayless),,75,65
324,4,11:17.0,T. Ennis misses 2-pt layup from 1 ft,,75,65
325,4,11:15.0,Offensive rebound by J. Henson,,75,65
326,4,11:14.0,Shooting foul by J. Hill (drawn by J. Henson),,75,65
327,4,11:14.0,J. Henson makes free throw 1 of 2,,76,65
328,4,11:14.0,J. Henson misses free throw 2 of 2,,76,65
329,4,11:14.0,,Defensive rebound by E. Davis,76,65
330,4,11:02.0,,J. Hill makes 2-pt layup from 1 ft (assist by W. Johnson),76,67
331,4,10:36.0,Turnover by J. Henson (bad pass),,76,67
332,4,10:27.0,,Shooting block foul by E. İlyasova (drawn by J. Lin),76,67
333,4,10:27.0,,J. Lin makes free throw 1 of 2,76,68
334,4,10:27.0,,J. Lin makes free throw 2 of 2,76,69
335,4,10:13.0,J. Dudley misses 2-pt jump shot from 16 ft,,76,69
336,4,10:12.0,,Defensive rebound by W. Ellington,76,69
337,4,9:58.0,,J. Lin makes 2-pt jump shot from 14 ft,76,71
338,4,9:46.0,Shooting block foul by J. Lin (drawn by E. İlyasova),,76,71
339,4,9:46.0,E. İlyasova makes free throw 1 of 2,,77,71
340,4,9:46.0,E. İlyasova misses free throw 2 of 2,,77,71
341,4,9:44.0,,Defensive rebound by E. Davis,77,71
342,4,9:34.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Lin),77,73
343,4,9:25.0,T. Ennis misses 2-pt layup from 2 ft,,77,73
344,4,9:24.0,,Defensive rebound by W. Ellington,77,73
345,4,9:16.0,,W. Ellington makes 3-pt jump shot from 23 ft,77,76
346,4,9:15.0,Milwaukee full timeout,,77,76
347,4,9:15.0,M. Carter-Williams enters the game for J. Henson,,77,76
348,4,9:15.0,Z. Pachulia enters the game for T. Ennis,,77,76
349,4,9:02.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,77,76
350,4,9:01.0,,Defensive rebound by J. Hill,77,76
351,4,8:43.0,,W. Ellington misses 3-pt jump shot from 25 ft,77,76
352,4,8:42.0,Defensive rebound by E. İlyasova,,77,76
353,4,8:27.0,Shooting foul by J. Hill (drawn by Z. Pachulia),,77,76
354,4,8:27.0,Z. Pachulia makes free throw 1 of 2,,78,76
355,4,8:27.0,Z. Pachulia makes free throw 2 of 2,,79,76
356,4,8:13.0,,J. Lin misses 2-pt jump shot from 20 ft,79,76
357,4,8:12.0,Defensive rebound by E. İlyasova,,79,76
358,4,8:03.0,J. Bayless misses 2-pt jump shot from 20 ft,,79,76
359,4,8:02.0,,Defensive rebound by E. Davis,79,76
360,4,7:55.0,K. Middleton enters the game for J. Dudley,,79,76
361,4,7:46.0,,J. Hill misses 2-pt jump shot from 3 ft,79,76
362,4,7:44.0,Defensive rebound by E. İlyasova,,79,76
363,4,7:38.0,J. Bayless makes 2-pt layup from 1 ft (assist by K. Middleton),,81,76
364,4,7:20.0,,E. Davis misses 2-pt jump shot from 3 ft,81,76
365,4,7:18.0,,Offensive rebound by J. Hill,81,76
366,4,7:15.0,,J. Hill makes 2-pt dunk at rim,81,78
367,4,6:49.0,J. Bayless misses 2-pt layup from 1 ft,,81,78
368,4,6:47.0,,Defensive rebound by J. Lin,81,78
369,4,6:46.0,,Personal foul by E. İlyasova (drawn by J. Lin),81,78
370,4,6:34.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Lin),81,81
371,4,6:09.0,J. Bayless misses 2-pt jump shot from 20 ft,,81,81
372,4,6:06.0,,Defensive rebound by W. Ellington,81,81
373,4,6:02.0,,W. Ellington makes 2-pt layup from 1 ft,81,83
374,4,5:44.0,K. Middleton misses 2-pt layup from 2 ft (block by J. Hill),,81,83
375,4,5:42.0,Offensive rebound by E. İlyasova,,81,83
376,4,5:39.0,E. İlyasova makes 2-pt layup from 1 ft,,83,83
377,4,5:21.0,,J. Hill misses 2-pt jump shot from 18 ft,83,83
378,4,5:20.0,Defensive rebound by Z. Pachulia,,83,83
