,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
379,4,2:01.0,,A. Tolliver makes 2-pt jump shot from 6 ft (assist by D. Augustin),103,87
380,4,1:32.0,T. Evans misses 2-pt jump shot from 21 ft,,103,87
381,4,1:31.0,,Defensive rebound by G. Monroe,103,87
382,4,1:20.0,,A. Tolliver makes 2-pt layup at rim (assist by G. Monroe),103,89
383,4,1:02.0,T. Evans makes 2-pt layup from 1 ft,,105,89
384,4,0:43.0,,K. Caldwell-Pope makes 2-pt layup at rim,105,91
385,4,0:25.0,Turnover by Ö. Aşık (traveling),,105,91
386,4,0:25.0,,J. Anthony enters the game for G. Monroe,105,91
387,4,0:25.0,L. Babbitt enters the game for Ö. Aşık,,105,91
388,4,0:25.0,J. Withey enters the game for E. Gordon,,105,91
389,4,0:25.0,J. Fredette enters the game for T. Evans,,105,91
390,4,0:25.0,A. Ajinça enters the game for R. Anderson,,105,91
391,4,0:11.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by D. Augustin),105,94
