,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
384,4,6:20.0,,Loose ball foul by N. Robinson (drawn by A. Brooks),85,99
385,4,6:03.0,P. Gasol misses 2-pt hook shot from 4 ft (block by J. Hickson),,85,99
386,4,6:01.0,,Defensive rebound by W. Chandler,85,99
387,4,5:55.0,,Shooting foul by M. Dunleavy (drawn by A. Gee),85,99
388,4,5:55.0,,A. Gee makes free throw 1 of 2,85,100
389,4,5:55.0,,A. Gee makes free throw 2 of 2,85,101
390,4,5:40.0,P. Gasol misses 2-pt layup from 1 ft (block by A. Gee),,85,101
391,4,5:39.0,Offensive rebound by J. Butler,,85,101
392,4,5:38.0,Shooting foul by W. Chandler (drawn by J. Butler),,85,101
393,4,5:38.0,J. Butler makes free throw 1 of 2,,86,101
394,4,5:38.0,J. Butler makes free throw 2 of 2,,87,101
395,4,5:20.0,,Turnover by J. Hickson (bad pass; steal by K. Hinrich),87,101
396,4,5:09.0,Shooting foul by N. Robinson (drawn by A. Brooks),,87,101
397,4,5:09.0,A. Brooks makes free throw 1 of 2,,88,101
398,4,5:09.0,,T. Lawson enters the game for N. Robinson,88,101
399,4,5:09.0,A. Brooks makes free throw 2 of 2,,89,101
400,4,4:56.0,,J. Hickson misses 2-pt layup from 2 ft,89,101
401,4,4:51.0,Defensive rebound by J. Butler,,89,101
402,4,4:50.0,Turnover by J. Butler (bad pass; steal by T. Lawson),,89,101
403,4,4:50.0,,Denver full timeout,89,101
404,4,4:50.0,,T. Mozgov enters the game for J. Hickson,89,101
405,4,4:36.0,,D. Gallinari makes 2-pt jump shot from 4 ft (assist by T. Lawson),89,103
406,4,4:20.0,J. Butler makes 2-pt layup from 1 ft,,91,103
407,4,4:02.0,,T. Lawson makes 2-pt jump shot from 12 ft,91,105
408,4,3:46.0,P. Gasol makes 2-pt jump shot from 9 ft (assist by K. Hinrich),,93,105
409,4,3:17.0,,Turnover by T. Lawson (back court),93,105
410,4,3:04.0,P. Gasol misses 2-pt hook shot from 3 ft,,93,105
411,4,3:01.0,Offensive rebound by P. Gasol,,93,105
412,4,3:01.0,P. Gasol makes 2-pt tip-in from 1 ft,,95,105
413,4,2:40.0,,W. Chandler misses 3-pt jump shot from 25 ft,95,105
414,4,2:38.0,Defensive rebound by M. Dunleavy,,95,105
415,4,2:33.0,A. Brooks misses 3-pt jump shot from 26 ft,,95,105
416,4,2:31.0,,Defensive rebound by W. Chandler,95,105
417,4,2:14.0,,T. Mozgov misses 2-pt layup from 2 ft,95,105
418,4,2:12.0,,Offensive rebound by D. Gallinari,95,105
419,4,2:06.0,,Turnover by D. Gallinari (step out of bounds),95,105
420,4,1:59.0,P. Gasol makes 2-pt jump shot from 5 ft (assist by A. Brooks),,97,105
421,4,1:59.0,Shooting foul by T. Mozgov (drawn by P. Gasol),,97,105
422,4,1:59.0,,Denver full timeout,97,105
423,4,1:59.0,,A. Afflalo enters the game for W. Chandler,97,105
424,4,1:59.0,P. Gasol makes free throw 1 of 1,,98,105
425,4,1:39.0,,T. Lawson misses 2-pt jump shot from 17 ft,98,105
426,4,1:36.0,,Offensive rebound by T. Mozgov,98,105
427,4,1:36.0,,T. Mozgov makes 2-pt layup from 2 ft,98,107
428,4,1:21.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by K. Hinrich),,101,107
429,4,1:05.0,,Turnover by T. Mozgov (lost ball; steal by J. Butler),101,107
430,4,1:02.0,J. Butler makes 2-pt layup at rim,,103,107
431,4,0:40.0,,A. Afflalo makes 2-pt jump shot from 23 ft,103,109
432,4,0:40.0,Chicago full timeout,,103,109
433,4,0:32.0,A. Brooks misses 3-pt jump shot from 22 ft,,103,109
434,4,0:31.0,Offensive rebound by J. Butler,,103,109
435,4,0:31.0,J. Butler makes 2-pt layup from 2 ft,,105,109
436,4,0:31.0,Shooting foul by T. Mozgov (drawn by J. Butler),,105,109
437,4,0:31.0,,W. Chandler enters the game for T. Mozgov,105,109
438,4,0:31.0,J. Butler makes free throw 1 of 1,,106,109
439,4,0:24.0,,Denver full timeout,106,109
440,4,0:24.0,T. Snell enters the game for A. Brooks,,106,109
441,4,0:08.0,,T. Lawson makes 2-pt jump shot from 21 ft,106,111
442,4,0:08.0,Chicago full timeout,,106,111
443,4,0:08.0,A. Brooks enters the game for T. Snell,,106,111
444,4,0:08.0,Turnover by K. Hinrich (bad pass; steal by T. Lawson),,106,111
445,4,0:08.0,,Personal take foul by P. Gasol (drawn by T. Lawson),106,111
446,4,0:08.0,,T. Lawson makes free throw 1 of 2,106,112
447,4,0:08.0,,T. Lawson misses free throw 2 of 2,106,112
448,4,0:07.0,Defensive rebound by J. Butler,,106,112
449,4,0:07.0,Chicago full timeout,,106,112
450,4,0:05.0,Shooting foul by T. Lawson (drawn by M. Dunleavy),,106,112
451,4,0:05.0,M. Dunleavy makes free throw 1 of 3,,107,112
452,4,0:05.0,M. Dunleavy makes free throw 2 of 3,,108,112
453,4,0:05.0,M. Dunleavy makes free throw 3 of 3,,109,112
454,4,0:03.0,,Shooting foul by P. Gasol (drawn by D. Gallinari),109,112
455,4,0:03.0,,D. Gallinari makes free throw 1 of 2,109,113
456,4,0:03.0,,D. Gallinari makes free throw 2 of 2,109,114
457,4,0:00.0,A. Brooks misses 2-pt jump shot from 20 ft,,109,114
458,4,0:00.0,Offensive rebound by Team,,109,114
