,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
34,1,7:23.0,N. Vučević misses 2-pt jump shot from 12 ft,,13,6
35,1,7:22.0,,Defensive rebound by J. Butler,13,6
36,1,7:09.0,,J. Butler misses 2-pt layup from 3 ft (block by E. Payton),13,6
37,1,7:08.0,,Offensive rebound by J. Butler,13,6
38,1,7:08.0,,Turnover by J. Butler (traveling),13,6
39,1,6:51.0,Shooting foul by J. Butler (drawn by E. Payton),,13,6
40,1,6:51.0,E. Payton makes free throw 1 of 2,,14,6
41,1,6:51.0,E. Payton misses free throw 2 of 2,,14,6
42,1,6:50.0,,Defensive rebound by K. Hinrich,14,6
43,1,6:41.0,Violation by C. Frye (kicked ball),,14,6
44,1,6:37.0,,K. Hinrich misses 3-pt jump shot from 23 ft,14,6
45,1,6:37.0,Defensive rebound by E. Payton,,14,6
46,1,6:37.0,Personal foul by T. Gibson (drawn by E. Payton),,14,6
47,1,6:17.0,E. Fournier misses 3-pt jump shot from 24 ft,,14,6
48,1,6:16.0,,Defensive rebound by P. Gasol,14,6
49,1,6:08.0,,T. Gibson misses 2-pt layup from 2 ft,14,6
50,1,6:06.0,,Offensive rebound by P. Gasol,14,6
51,1,6:06.0,,P. Gasol makes 2-pt layup from 2 ft,14,8
52,1,5:55.0,T. Harris makes 2-pt dunk at rim (assist by C. Frye),,16,8
53,1,5:30.0,,J. Butler makes 2-pt jump shot from 11 ft,16,10
54,1,5:17.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),,18,10
55,1,4:54.0,,P. Gasol misses 2-pt jump shot from 11 ft,18,10
56,1,4:53.0,,Offensive rebound by T. Gibson,18,10
57,1,4:53.0,,T. Gibson makes 2-pt layup from 1 ft,18,12
58,1,4:30.0,N. Vučević misses 2-pt jump shot from 7 ft,,18,12
59,1,4:29.0,,Defensive rebound by P. Gasol,18,12
60,1,4:18.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by M. Dunleavy),18,14
61,1,4:02.0,E. Payton misses 2-pt jump shot from 21 ft,,18,14
62,1,4:02.0,,Defensive rebound by P. Gasol,18,14
63,1,3:53.0,,Offensive foul by J. Butler (drawn by T. Harris),18,14
64,1,3:53.0,,Turnover by J. Butler (offensive foul),18,14
65,1,3:53.0,,Chicago full timeout,18,14
66,1,3:53.0,L. Ridnour enters the game for E. Payton,,18,14
67,1,3:53.0,,A. Brooks enters the game for K. Hinrich,18,14
68,1,3:31.0,N. Vučević makes 2-pt hook shot from 5 ft,,20,14
69,1,3:12.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Butler),20,17
70,1,2:55.0,N. Vučević misses 2-pt hook shot from 2 ft,,20,17
71,1,2:54.0,,Defensive rebound by P. Gasol,20,17
72,1,2:48.0,,A. Brooks misses 2-pt jump shot from 6 ft,20,17
73,1,2:46.0,Defensive rebound by E. Fournier,,20,17
74,1,2:42.0,T. Harris makes 2-pt dunk at rim (assist by E. Fournier),,22,17
75,1,2:22.0,,J. Butler makes 2-pt layup from 1 ft (assist by A. Brooks),22,19
76,1,2:16.0,Orlando full timeout,,22,19
77,1,2:16.0,,D. McDermott enters the game for M. Dunleavy,22,19
78,1,2:16.0,A. Gordon enters the game for C. Frye,,22,19
79,1,2:11.0,Turnover by L. Ridnour (bad pass; steal by J. Butler),,22,19
80,1,1:48.0,,P. Gasol makes 2-pt layup from 2 ft,22,21
81,1,1:29.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),,24,21
82,1,1:14.0,,Personal block foul by N. Vučević (drawn by P. Gasol),24,21
83,1,1:14.0,D. Dedmon enters the game for N. Vučević,,24,21
84,1,1:14.0,B. Gordon enters the game for E. Fournier,,24,21
85,1,1:00.0,,P. Gasol misses 2-pt jump shot from 12 ft,24,21
86,1,1:00.0,,Offensive rebound by T. Gibson,24,21
87,1,0:59.0,,T. Gibson makes 2-pt layup from 2 ft,24,23
88,1,0:59.0,Violation by A. Gordon (def goaltending),,24,23
89,1,0:52.0,B. Gordon makes 2-pt jump shot from 11 ft (assist by T. Harris),,26,23
90,1,0:38.0,,T. Gibson misses 2-pt jump shot from 14 ft (block by T. Harris),26,23
91,1,0:36.0,,Offensive rebound by J. Butler,26,23
92,1,0:36.0,,Shooting foul by D. Dedmon (drawn by J. Butler),26,23
93,1,0:36.0,,J. Butler misses free throw 1 of 2,26,23
94,1,0:36.0,,Offensive rebound by Team,26,23
95,1,0:36.0,,J. Butler misses free throw 2 of 2,26,23
96,1,0:35.0,Defensive rebound by T. Harris,,26,23
97,1,0:27.0,L. Ridnour makes 2-pt jump shot from 22 ft,,28,23
98,1,0:07.0,,Shooting foul by A. Gordon (drawn by J. Butler),28,23
99,1,0:07.0,,J. Butler makes free throw 1 of 2,28,24
100,1,0:07.0,C. Frye enters the game for A. Gordon,,28,24
101,1,0:07.0,E. Fournier enters the game for D. Dedmon,,28,24
102,1,0:07.0,,T. Snell enters the game for A. Brooks,28,24
103,1,0:07.0,,E. Moore enters the game for D. McDermott,28,24
104,1,0:07.0,,J. Butler misses free throw 2 of 2,28,24
105,1,0:06.0,Defensive rebound by L. Ridnour,,28,24
106,1,0:00.0,B. Gordon misses 2-pt jump shot from 18 ft,,28,24
107,1,0:00.0,Offensive rebound by Team,,28,24
108,2,11:45.0,L. Ridnour makes 2-pt jump shot from 12 ft (assist by B. Gordon),,30,24
109,2,11:26.0,,A. Brooks makes 2-pt jump shot from 21 ft (assist by N. Mirotić),30,26
110,2,11:15.0,C. Frye makes 3-pt jump shot from 24 ft (assist by B. Gordon),,33,26
111,2,10:59.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by A. Brooks),33,29
112,2,10:54.0,Orlando full timeout,,33,29
113,2,10:45.0,B. Gordon misses 2-pt layup from 1 ft,,33,29
114,2,10:44.0,Offensive rebound by D. Dedmon,,33,29
115,2,10:44.0,Shooting foul by T. Gibson (drawn by D. Dedmon),,33,29
116,2,10:44.0,D. Dedmon makes free throw 1 of 2,,34,29
117,2,10:44.0,D. Dedmon misses free throw 2 of 2,,34,29
118,2,10:41.0,,Defensive rebound by N. Mirotić,34,29
119,2,10:36.0,,Offensive foul by T. Gibson (drawn by L. Ridnour),34,29
120,2,10:36.0,,Turnover by T. Gibson (offensive foul),34,29
121,2,10:36.0,,P. Gasol enters the game for T. Gibson,34,29
122,2,10:22.0,B. Gordon misses 2-pt jump shot from 22 ft,,34,29
123,2,10:21.0,Offensive rebound by B. Gordon,,34,29
124,2,10:11.0,A. Gordon misses 3-pt jump shot from 22 ft,,34,29
125,2,10:10.0,,Defensive rebound by P. Gasol,34,29
126,2,10:01.0,,Personal foul by A. Gordon (drawn by D. McDermott),34,29
127,2,9:48.0,,D. McDermott misses 3-pt jump shot from 24 ft (block by A. Gordon),34,29
128,2,9:46.0,Defensive rebound by L. Ridnour,,34,29
129,2,9:36.0,A. Gordon makes 2-pt jump shot from 19 ft (assist by L. Ridnour),,36,29
130,2,9:19.0,,N. Mirotić misses 3-pt jump shot from 25 ft,36,29
131,2,9:18.0,,Offensive rebound by T. Snell,36,29
132,2,9:14.0,,Personal foul by D. Dedmon (drawn by P. Gasol),36,29
133,2,9:02.0,,D. McDermott makes 2-pt jump shot from 5 ft,36,31
134,2,8:46.0,L. Ridnour misses 3-pt jump shot from 24 ft,,36,31
135,2,8:45.0,Offensive rebound by D. Dedmon,,36,31
136,2,8:41.0,A. Gordon misses 3-pt jump shot from 26 ft,,36,31
137,2,8:40.0,,Defensive rebound by N. Mirotić,36,31
138,2,8:30.0,,P. Gasol makes 2-pt layup from 2 ft (assist by A. Brooks),36,33
139,2,8:25.0,Orlando full timeout,,36,33
140,2,8:25.0,E. Fournier enters the game for L. Ridnour,,36,33
141,2,8:25.0,E. Payton enters the game for A. Gordon,,36,33
142,2,8:09.0,E. Fournier makes 2-pt jump shot from 11 ft (assist by B. Gordon),,38,33
143,2,8:09.0,Shooting block foul by A. Brooks (drawn by E. Fournier),,38,33
144,2,8:09.0,E. Fournier misses free throw 1 of 1,,38,33
145,2,8:07.0,,Defensive rebound by N. Mirotić,38,33
146,2,7:51.0,,A. Brooks makes 2-pt jump shot from 1 ft,38,35
147,2,7:26.0,E. Payton misses 2-pt jump shot from 14 ft,,38,35
148,2,7:23.0,Offensive rebound by D. Dedmon,,38,35
149,2,7:23.0,D. Dedmon misses 2-pt dunk at rim,,38,35
150,2,7:22.0,,Defensive rebound by A. Brooks,38,35
151,2,7:21.0,,Shooting foul by D. Dedmon (drawn by D. McDermott),38,35
152,2,7:21.0,,D. McDermott makes free throw 1 of 2,38,36
153,2,7:21.0,N. Vučević enters the game for D. Dedmon,,38,36
154,2,7:21.0,,D. McDermott makes free throw 2 of 2,38,37
155,2,7:16.0,E. Fournier misses 2-pt layup from 2 ft,,38,37
156,2,7:12.0,,Defensive rebound by D. McDermott,38,37
157,2,7:03.0,,P. Gasol makes 2-pt dunk at rim (assist by A. Brooks),38,39
158,2,6:45.0,N. Vučević misses 2-pt jump shot from 15 ft,,38,39
159,2,6:44.0,,Defensive rebound by T. Snell,38,39
160,2,6:33.0,,A. Brooks misses 2-pt layup from 3 ft,38,39
161,2,6:32.0,Defensive rebound by N. Vučević,,38,39
162,2,6:27.0,E. Payton misses 2-pt layup from 3 ft,,38,39
163,2,6:26.0,,Defensive rebound by N. Mirotić,38,39
164,2,6:16.0,,N. Mirotić misses 2-pt layup from 2 ft (block by C. Frye),38,39
165,2,6:14.0,Defensive rebound by C. Frye,,38,39
166,2,6:04.0,B. Gordon makes 2-pt jump shot from 11 ft (assist by N. Vučević),,40,39
167,2,5:46.0,,Chicago full timeout,40,39
168,2,5:46.0,T. Harris enters the game for C. Frye,,40,39
169,2,5:41.0,,D. McDermott makes 2-pt dunk at rim (assist by N. Mirotić),40,41
170,2,5:27.0,Shooting foul by P. Gasol (drawn by E. Payton),,40,41
171,2,5:27.0,E. Payton makes free throw 1 of 2,,41,41
172,2,5:27.0,E. Payton misses free throw 2 of 2,,41,41
173,2,5:27.0,,Defensive rebound by Team,41,41
174,2,5:27.0,Loose ball foul by T. Harris (drawn by D. McDermott),,41,41
175,2,5:09.0,,P. Gasol misses 2-pt jump shot from 9 ft,41,41
176,2,5:08.0,Defensive rebound by E. Payton,,41,41
177,2,4:58.0,Personal foul by A. Brooks (drawn by N. Vučević),,41,41
178,2,4:54.0,N. Vučević misses 2-pt jump shot from 18 ft,,41,41
179,2,4:53.0,,Defensive rebound by N. Mirotić,41,41
180,2,4:37.0,,D. McDermott misses 2-pt layup from 1 ft,41,41
181,2,4:36.0,Defensive rebound by N. Vučević,,41,41
182,2,4:18.0,N. Vučević makes 2-pt hook shot from 10 ft,,43,41
183,2,4:06.0,,D. McDermott makes 2-pt layup from 1 ft (assist by A. Brooks),43,43
184,2,4:06.0,,Shooting foul by E. Fournier (drawn by D. McDermott),43,43
185,2,4:06.0,,D. McDermott makes free throw 1 of 1,43,44
186,2,3:50.0,Shooting foul by N. Mirotić (drawn by T. Harris),,43,44
187,2,3:50.0,T. Harris makes free throw 1 of 2,,44,44
188,2,3:50.0,,J. Butler enters the game for D. McDermott,44,44
189,2,3:50.0,T. Harris makes free throw 2 of 2,,45,44
190,2,3:36.0,,P. Gasol misses 2-pt layup from 2 ft (block by N. Vučević),45,44
191,2,3:34.0,Defensive rebound by B. Gordon,,45,44
192,2,3:23.0,Turnover by N. Vučević (traveling),,45,44
193,2,3:23.0,,K. Hinrich enters the game for T. Snell,45,44
194,2,3:03.0,,J. Butler makes 2-pt layup from 1 ft (assist by A. Brooks),45,46
195,2,2:46.0,E. Fournier makes 2-pt jump shot from 8 ft,,47,46
196,2,2:22.0,,Shooting foul by B. Gordon (drawn by J. Butler),47,46
197,2,2:22.0,,J. Butler makes 2-pt layup from 1 ft,47,48
198,2,2:22.0,,Chicago full timeout,47,48
199,2,2:22.0,A. Gordon enters the game for E. Payton,,47,48
200,2,2:22.0,L. Ridnour enters the game for B. Gordon,,47,48
201,2,2:22.0,,J. Butler misses free throw 1 of 1,47,48
202,2,2:20.0,Defensive rebound by N. Vučević,,47,48
203,2,2:05.0,N. Vučević misses 2-pt layup from 2 ft,,47,48
204,2,2:04.0,,Defensive rebound by J. Butler,47,48
205,2,1:55.0,,Turnover by A. Brooks (lost ball; steal by T. Harris),47,48
206,2,1:52.0,T. Harris makes 2-pt layup from 2 ft,,49,48
207,2,1:52.0,Shooting foul by N. Mirotić (drawn by T. Harris),,49,48
208,2,1:52.0,,M. Dunleavy enters the game for A. Brooks,49,48
209,2,1:52.0,T. Harris makes free throw 1 of 1,,50,48
210,2,1:37.0,,Turnover by N. Mirotić (bad pass; steal by N. Vučević),50,48
211,2,1:20.0,T. Harris misses 2-pt jump shot from 6 ft (block by J. Butler),,50,48
212,2,1:18.0,Offensive rebound by T. Harris,,50,48
213,2,1:13.0,E. Fournier misses 3-pt jump shot from 26 ft,,50,48
214,2,1:13.0,Offensive rebound by Team,,50,48
215,2,1:13.0,Turnover by Team (shot clock),,50,48
216,2,0:57.0,,P. Gasol makes 2-pt layup from 2 ft,50,50
217,2,0:42.0,Turnover by N. Vučević (traveling),,50,50
218,2,0:36.0,,Personal foul by L. Ridnour (drawn by J. Butler),50,50
219,2,0:36.0,,J. Butler makes free throw 1 of 2,50,51
220,2,0:36.0,,J. Butler makes free throw 2 of 2,50,52
221,2,0:22.0,T. Harris makes 2-pt dunk at rim (assist by L. Ridnour),,52,52
222,2,0:01.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by K. Hinrich),52,54
223,3,11:46.0,C. Frye misses 3-pt jump shot from 24 ft,,52,54
224,3,11:45.0,,Defensive rebound by J. Butler,52,54
225,3,11:33.0,,J. Butler misses 2-pt layup from 2 ft,52,54
226,3,11:32.0,Defensive rebound by C. Frye,,52,54
227,3,11:19.0,N. Vučević misses 2-pt jump shot from 6 ft,,52,54
228,3,11:18.0,,Defensive rebound by P. Gasol,52,54
229,3,11:02.0,,T. Gibson misses 2-pt jump shot from 14 ft,52,54
230,3,11:01.0,Defensive rebound by N. Vučević,,52,54
231,3,10:45.0,Turnover by E. Payton (bad pass),,52,54
232,3,10:25.0,,P. Gasol misses 2-pt jump shot from 15 ft,52,54
233,3,10:24.0,Defensive rebound by T. Harris,,52,54
234,3,10:08.0,E. Fournier misses 2-pt jump shot from 22 ft,,52,54
235,3,10:07.0,,Defensive rebound by M. Dunleavy,52,54
236,3,9:54.0,,Shooting foul by C. Frye (drawn by T. Gibson),52,54
237,3,9:54.0,,T. Gibson makes free throw 1 of 2,52,55
238,3,9:54.0,,T. Gibson makes free throw 2 of 2,52,56
239,3,9:40.0,E. Payton misses 2-pt jump shot from 21 ft,,52,56
240,3,9:38.0,Offensive rebound by N. Vučević,,52,56
241,3,9:28.0,T. Harris makes 2-pt jump shot from 12 ft,,54,56
242,3,9:13.0,,Personal foul by T. Harris (drawn by J. Butler),54,56
243,3,9:01.0,,P. Gasol misses 2-pt jump shot from 6 ft,54,56
244,3,9:00.0,Defensive rebound by T. Harris,,54,56
245,3,8:52.0,T. Harris makes 2-pt jump shot from 12 ft,,56,56
246,3,8:35.0,,K. Hinrich misses 2-pt jump shot from 19 ft,56,56
247,3,8:33.0,Defensive rebound by C. Frye,,56,56
248,3,8:16.0,T. Harris misses 2-pt jump shot from 16 ft,,56,56
249,3,8:15.0,,Defensive rebound by P. Gasol,56,56
250,3,8:07.0,,T. Gibson misses 2-pt layup from 2 ft,56,56
251,3,8:06.0,Defensive rebound by C. Frye,,56,56
252,3,7:53.0,N. Vučević misses 2-pt layup from 1 ft (block by P. Gasol),,56,56
253,3,7:49.0,Offensive rebound by E. Payton,,56,56
254,3,7:48.0,E. Payton misses 2-pt layup from 1 ft (block by J. Butler),,56,56
255,3,7:46.0,,Defensive rebound by K. Hinrich,56,56
256,3,7:33.0,,P. Gasol misses 2-pt jump shot from 14 ft,56,56
257,3,7:32.0,Defensive rebound by T. Harris,,56,56
258,3,7:16.0,N. Vučević misses 2-pt layup at rim,,56,56
259,3,7:15.0,,Defensive rebound by J. Butler,56,56
260,3,7:15.0,,Personal foul by E. Payton (drawn by J. Butler),56,56
261,3,7:04.0,,Turnover by M. Dunleavy (lost ball),56,56
262,3,6:54.0,Personal foul by M. Dunleavy (drawn by E. Fournier),,56,56
263,3,6:50.0,E. Fournier misses 2-pt jump shot from 20 ft,,56,56
264,3,6:50.0,,Defensive rebound by Team,56,56
265,3,6:36.0,,J. Butler misses 2-pt jump shot from 9 ft,56,56
266,3,6:35.0,,Offensive rebound by J. Butler,56,56
267,3,6:34.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),56,58
268,3,6:11.0,T. Harris misses 3-pt jump shot from 25 ft,,56,58
269,3,6:09.0,,Defensive rebound by P. Gasol,56,58
270,3,5:59.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,56,58
271,3,5:58.0,Defensive rebound by C. Frye,,56,58
272,3,5:53.0,Orlando full timeout,,56,58
273,3,5:39.0,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),,59,58
274,3,5:18.0,,K. Hinrich makes 3-pt jump shot from 25 ft (assist by J. Butler),59,61
275,3,4:56.0,Turnover by N. Vučević (lost ball; steal by P. Gasol),,59,61
276,3,4:55.0,,Personal foul by C. Frye (drawn by K. Hinrich),59,61
277,3,4:43.0,,T. Gibson misses 2-pt layup from 2 ft,59,61
278,3,4:42.0,Defensive rebound by N. Vučević,,59,61
279,3,4:23.0,E. Payton misses 2-pt jump shot from 8 ft (block by P. Gasol),,59,61
280,3,4:21.0,Offensive rebound by E. Payton,,59,61
281,3,4:17.0,L. Ridnour enters the game for E. Payton,,59,61
282,3,4:17.0,,A. Brooks enters the game for K. Hinrich,59,61
283,3,4:06.0,L. Ridnour misses 2-pt jump shot from 15 ft,,59,61
284,3,4:04.0,,Defensive rebound by M. Dunleavy,59,61
285,3,3:53.0,,A. Brooks misses 2-pt jump shot from 3 ft,59,61
286,3,3:53.0,Defensive rebound by Team,,59,61
287,3,3:53.0,,Loose ball foul by T. Gibson (drawn by N. Vučević),59,61
288,3,3:53.0,,N. Mirotić enters the game for T. Gibson,59,61
289,3,3:35.0,Turnover by N. Vučević (bad pass; steal by N. Mirotić),,59,61
290,3,3:18.0,,P. Gasol misses 2-pt layup from 2 ft,59,61
291,3,3:17.0,Defensive rebound by T. Harris,,59,61
292,3,3:12.0,Turnover by T. Harris (bad pass),,59,61
293,3,2:58.0,,P. Gasol makes 2-pt dunk at rim (assist by N. Mirotić),59,63
294,3,2:53.0,Orlando full timeout,,59,63
295,3,2:53.0,B. Gordon enters the game for C. Frye,,59,63
296,3,2:53.0,A. Gordon enters the game for E. Fournier,,59,63
297,3,2:38.0,N. Vučević misses 2-pt layup from 3 ft,,59,63
298,3,2:37.0,Offensive rebound by A. Gordon,,59,63
299,3,2:36.0,A. Gordon makes 2-pt dunk at rim,,61,63
300,3,2:21.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by N. Mirotić),61,66
301,3,1:58.0,T. Harris makes 2-pt layup from 2 ft,,63,66
302,3,1:48.0,,A. Brooks misses 2-pt layup at rim,63,66
303,3,1:46.0,Defensive rebound by N. Vučević,,63,66
304,3,1:41.0,L. Ridnour misses 2-pt jump shot from 5 ft,,63,66
305,3,1:40.0,Offensive rebound by Team,,63,66
306,3,1:40.0,D. Dedmon enters the game for N. Vučević,,63,66
307,3,1:40.0,,D. McDermott enters the game for M. Dunleavy,63,66
308,3,1:17.0,T. Harris misses 2-pt jump shot from 15 ft,,63,66
309,3,1:16.0,Offensive rebound by D. Dedmon,,63,66
310,3,1:16.0,D. Dedmon makes 2-pt dunk at rim,,65,66
311,3,1:01.0,,Def 3 sec tech foul by D. Dedmon,65,66
312,3,1:01.0,,A. Brooks makes technical free throw,65,67
313,3,0:51.0,,J. Butler misses 2-pt layup from 1 ft,65,67
314,3,0:50.0,,Offensive rebound by P. Gasol,65,67
315,3,0:50.0,,Shooting foul by D. Dedmon (drawn by P. Gasol),65,67
316,3,0:50.0,,P. Gasol makes free throw 1 of 2,65,68
317,3,0:50.0,,P. Gasol misses free throw 2 of 2,65,68
318,3,0:49.0,Defensive rebound by T. Harris,,65,68
319,3,0:38.0,T. Harris makes 2-pt layup from 2 ft (assist by L. Ridnour),,67,68
320,3,0:20.0,,Personal foul by D. Dedmon (drawn by P. Gasol),67,68
321,3,0:20.0,,P. Gasol makes free throw 1 of 2,67,69
322,3,0:20.0,,T. Snell enters the game for D. McDermott,67,69
323,3,0:20.0,,E. Moore enters the game for A. Brooks,67,69
324,3,0:20.0,C. Frye enters the game for D. Dedmon,,67,69
325,3,0:20.0,,P. Gasol misses free throw 2 of 2,67,69
326,3,0:19.0,Defensive rebound by T. Harris,,67,69
327,3,0:00.0,B. Gordon makes 2-pt layup from 1 ft,,69,69
328,4,11:45.0,,Shooting foul by C. Frye (drawn by N. Mirotić),69,69
329,4,11:45.0,,N. Mirotić makes free throw 1 of 2,69,70
330,4,11:45.0,,N. Mirotić makes free throw 2 of 2,69,71
331,4,11:32.0,E. Payton makes 2-pt jump shot from 14 ft,,71,71
332,4,11:11.0,,Shooting foul by B. Gordon (drawn by T. Snell),71,71
333,4,11:11.0,,T. Snell makes free throw 1 of 2,71,72
334,4,11:11.0,,K. Hinrich enters the game for J. Butler,71,72
335,4,11:11.0,,T. Snell makes free throw 2 of 2,71,73
336,4,10:50.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by N. Vučević),,74,73
337,4,10:30.0,,T. Gibson makes 2-pt layup from 1 ft (assist by K. Hinrich),74,75
338,4,10:08.0,E. Payton misses 2-pt layup from 2 ft (block by A. Brooks),,74,75
339,4,10:06.0,Offensive rebound by E. Payton,,74,75
340,4,10:03.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Payton),,77,75
341,4,9:47.0,,A. Brooks misses 2-pt jump shot from 4 ft,77,75
342,4,9:46.0,Defensive rebound by N. Vučević,,77,75
343,4,9:24.0,N. Vučević misses 2-pt hook shot from 8 ft,,77,75
344,4,9:23.0,,Defensive rebound by K. Hinrich,77,75
345,4,9:07.0,,K. Hinrich misses 3-pt jump shot from 25 ft,77,75
346,4,9:06.0,,Offensive rebound by A. Brooks,77,75
347,4,8:57.0,,T. Snell makes 2-pt layup from 2 ft (assist by A. Brooks),77,77
348,4,8:42.0,E. Payton misses 2-pt layup from 4 ft (block by T. Gibson),,77,77
349,4,8:40.0,,Defensive rebound by T. Snell,77,77
350,4,8:26.0,,K. Hinrich makes 2-pt layup from 1 ft,77,79
351,4,8:24.0,Orlando full timeout,,77,79
352,4,8:24.0,A. Gordon enters the game for E. Payton,,77,79
353,4,8:24.0,L. Ridnour enters the game for B. Gordon,,77,79
354,4,8:09.0,Turnover by N. Vučević (lost ball; steal by T. Gibson),,77,79
355,4,7:51.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by T. Gibson),77,82
356,4,7:36.0,E. Fournier misses 2-pt jump shot from 9 ft (block by A. Brooks),,77,82
357,4,7:36.0,,Defensive rebound by Team,77,82
358,4,7:36.0,T. Harris enters the game for N. Vučević,,77,82
359,4,7:26.0,,A. Brooks misses 2-pt layup from 1 ft,77,82
360,4,7:24.0,Defensive rebound by T. Harris,,77,82
361,4,7:13.0,A. Gordon misses 2-pt layup from 2 ft,,77,82
362,4,7:13.0,Offensive rebound by L. Ridnour,,77,82
363,4,7:13.0,Turnover by L. Ridnour (lost ball; steal by K. Hinrich),,77,82
364,4,7:13.0,,Shooting foul by T. Harris (drawn by T. Gibson),77,82
365,4,7:13.0,,T. Gibson makes free throw 1 of 2,77,83
366,4,7:13.0,N. Vučević enters the game for C. Frye,,77,83
367,4,7:13.0,,T. Gibson makes free throw 2 of 2,77,84
368,4,6:53.0,A. Gordon makes 2-pt jump shot from 10 ft,,79,84
369,4,6:38.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),79,87
370,4,6:23.0,Personal foul by T. Gibson (drawn by N. Vučević),,79,87
371,4,6:23.0,,P. Gasol enters the game for T. Gibson,79,87
372,4,6:23.0,,J. Butler enters the game for T. Snell,79,87
373,4,6:23.0,E. Payton enters the game for L. Ridnour,,79,87
374,4,6:13.0,E. Fournier misses 2-pt jump shot from 22 ft,,79,87
375,4,6:12.0,,Defensive rebound by N. Mirotić,79,87
376,4,6:09.0,,Turnover by K. Hinrich (bad pass; steal by E. Payton),79,87
377,4,6:07.0,Shooting foul by K. Hinrich (drawn by E. Payton),,79,87
378,4,6:07.0,E. Payton makes free throw 1 of 2,,80,87
379,4,6:07.0,E. Payton misses free throw 2 of 2,,80,87
380,4,6:06.0,,Defensive rebound by P. Gasol,80,87
381,4,5:56.0,,N. Mirotić misses 3-pt jump shot from 24 ft,80,87
382,4,5:55.0,Defensive rebound by N. Vučević,,80,87
383,4,5:40.0,Personal foul by K. Hinrich (drawn by E. Fournier),,80,87
384,4,5:40.0,Orlando full timeout,,80,87
385,4,5:40.0,C. Frye enters the game for A. Gordon,,80,87
