,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
25,1,10:15.0,Turnover by M. Plumlee (bad pass; steal by P. Pierce),,2,6
26,1,10:11.0,,J. Wall makes 2-pt dunk from 1 ft (assist by P. Pierce),2,8
27,1,9:59.0,Brooklyn full timeout,,2,8
28,1,9:22.0,B. Lopez misses 2-pt layup from 2 ft (block by O. Porter),,2,8
29,1,9:21.0,,Defensive rebound by J. Wall,2,8
30,1,9:16.0,,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),2,10
31,1,8:55.0,Turnover by J. Johnson (bad pass),,2,10
32,1,8:55.0,J. Jordan enters the game for M. Plumlee,,2,10
33,1,8:35.0,,M. Gortat makes 2-pt layup from 1 ft (assist by N. Hilário),2,12
34,1,8:18.0,J. Jack makes 2-pt jump shot from 20 ft,,4,12
35,1,8:08.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),4,14
36,1,7:58.0,A. Anderson misses 3-pt jump shot from 24 ft,,4,14
37,1,7:57.0,,Defensive rebound by Team,4,14
38,1,7:57.0,Loose ball foul by B. Lopez (drawn by N. Hilário),,4,14
39,1,7:57.0,D. Williams enters the game for A. Anderson,,4,14
40,1,7:42.0,,P. Pierce misses 3-pt jump shot from 26 ft,4,14
41,1,7:42.0,Defensive rebound by D. Williams,,4,14
42,1,7:36.0,Personal foul by P. Pierce (drawn by D. Williams),,4,14
43,1,7:24.0,D. Williams misses 3-pt jump shot from 26 ft,,4,14
44,1,7:23.0,,Defensive rebound by P. Pierce,4,14
45,1,7:17.0,,J. Wall misses 2-pt layup at rim,4,14
46,1,7:16.0,,Offensive rebound by M. Gortat,4,14
47,1,7:16.0,,M. Gortat makes 2-pt tip-in from 1 ft,4,16
48,1,7:00.0,J. Johnson makes 2-pt jump shot from 12 ft (assist by B. Lopez),,6,16
49,1,6:38.0,,Personal foul by J. Jordan (drawn by N. Hilário),6,16
50,1,6:37.0,,Personal foul by J. Jordan (drawn by N. Hilário),6,16
51,1,6:37.0,,N. Hilário makes free throw 1 of 2,6,17
52,1,6:37.0,M. Plumlee enters the game for J. Jordan,,6,17
53,1,6:37.0,,N. Hilário misses free throw 2 of 2,6,17
54,1,6:37.0,Defensive rebound by M. Plumlee,,6,17
55,1,6:27.0,,Violation by O. Porter (kicked ball),6,17
56,1,6:18.0,B. Lopez makes 2-pt jump shot from 12 ft,,8,17
57,1,6:08.0,,J. Wall makes 3-pt jump shot from 26 ft,8,20
58,1,5:55.0,M. Plumlee makes 2-pt layup at rim (assist by J. Jack),,10,20
59,1,5:51.0,,Turnover by J. Wall (bad pass),10,20
60,1,5:51.0,,Washington full timeout,10,20
61,1,5:38.0,B. Lopez makes 2-pt layup at rim (assist by J. Jack),,12,20
62,1,5:12.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by M. Gortat),12,22
63,1,4:53.0,Turnover by J. Jack (bad pass; steal by O. Porter),,12,22
64,1,4:49.0,,O. Porter makes 2-pt dunk at rim,12,24
65,1,4:26.0,B. Lopez misses 2-pt jump shot from 19 ft,,12,24
66,1,4:25.0,,Defensive rebound by P. Pierce,12,24
67,1,4:17.0,,J. Wall misses 3-pt jump shot from 26 ft,12,24
68,1,4:17.0,Defensive rebound by M. Plumlee,,12,24
69,1,4:08.0,J. Jack misses 2-pt jump shot from 19 ft,,12,24
70,1,4:07.0,,Defensive rebound by J. Wall,12,24
71,1,4:00.0,,P. Pierce misses 3-pt jump shot from 27 ft,12,24
72,1,3:59.0,Defensive rebound by M. Plumlee,,12,24
73,1,3:52.0,D. Williams misses 2-pt jump shot from 9 ft,,12,24
74,1,3:52.0,,Defensive rebound by M. Gortat,12,24
75,1,3:40.0,,N. Hilário misses 2-pt layup from 2 ft,12,24
76,1,3:39.0,,Offensive rebound by N. Hilário,12,24
77,1,3:38.0,,N. Hilário makes 2-pt jump shot from 3 ft,12,26
78,1,3:14.0,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),,14,26
79,1,2:48.0,,Turnover by N. Hilário (lost ball; steal by M. Plumlee),14,26
80,1,2:36.0,B. Lopez makes 2-pt jump shot from 6 ft (assist by D. Williams),,16,26
81,1,2:23.0,,P. Pierce misses 2-pt layup from 2 ft (block by M. Plumlee),16,26
82,1,2:22.0,Defensive rebound by B. Lopez,,16,26
83,1,2:12.0,Brooklyn full timeout,,16,26
84,1,2:12.0,,R. Butler enters the game for P. Pierce,16,26
85,1,2:12.0,,G. Temple enters the game for N. Hilário,16,26
86,1,2:12.0,,K. Humphries enters the game for O. Porter,16,26
87,1,2:12.0,B. Bogdanović enters the game for J. Johnson,,16,26
88,1,2:12.0,A. Anderson enters the game for J. Jack,,16,26
89,1,2:08.0,B. Lopez makes 2-pt jump shot from 12 ft (assist by D. Williams),,18,26
90,1,1:42.0,,J. Wall makes 2-pt jump shot from 15 ft (assist by M. Gortat),18,28
91,1,1:17.0,Personal foul by J. Wall (drawn by A. Anderson),,18,28
92,1,1:17.0,,A. Miller enters the game for J. Wall,18,28
93,1,1:09.0,M. Plumlee misses 2-pt layup from 2 ft,,18,28
94,1,1:08.0,Offensive rebound by M. Plumlee,,18,28
95,1,1:06.0,Turnover by M. Plumlee (lost ball),,18,28
96,1,0:56.0,Violation by B. Bogdanović (kicked ball),,18,28
97,1,0:45.0,,M. Gortat misses 2-pt jump shot from 10 ft,18,28
98,1,0:43.0,Defensive rebound by B. Bogdanović,,18,28
99,1,0:30.0,Shooting foul by M. Gortat (drawn by B. Lopez),,18,28
100,1,0:30.0,B. Lopez misses free throw 1 of 2,,18,28
101,1,0:30.0,Offensive rebound by Team,,18,28
102,1,0:30.0,,K. Séraphin enters the game for M. Gortat,18,28
103,1,0:30.0,B. Lopez makes free throw 2 of 2,,19,28
104,1,0:16.0,,A. Miller misses 2-pt jump shot from 7 ft,19,28
105,1,0:15.0,Defensive rebound by D. Williams,,19,28
106,1,0:02.0,B. Lopez misses 2-pt jump shot from 6 ft,,19,28
107,1,0:01.0,,Defensive rebound by G. Temple,19,28
108,2,11:40.0,Shooting foul by G. Temple (drawn by D. Williams),,19,28
109,2,11:40.0,D. Williams misses free throw 1 of 2,,19,28
110,2,11:40.0,Offensive rebound by Team,,19,28
111,2,11:40.0,D. Williams makes free throw 2 of 2,,20,28
112,2,11:18.0,,K. Humphries makes 2-pt layup from 1 ft (assist by R. Butler),20,30
113,2,11:18.0,,Shooting foul by B. Lopez (drawn by K. Humphries),20,30
114,2,11:18.0,J. Johnson enters the game for B. Lopez,,20,30
115,2,11:18.0,,K. Humphries misses free throw 1 of 1,20,30
116,2,11:17.0,Defensive rebound by A. Anderson,,20,30
117,2,11:06.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,20,30
118,2,11:06.0,,Defensive rebound by R. Butler,20,30
119,2,10:57.0,,R. Butler makes 3-pt jump shot from 25 ft (assist by K. Humphries),20,33
120,2,10:45.0,J. Johnson makes 2-pt jump shot from 9 ft,,22,33
121,2,10:20.0,,Turnover by G. Temple (bad pass),22,33
122,2,10:20.0,J. Jack enters the game for B. Bogdanović,,22,33
123,2,10:08.0,J. Johnson misses 2-pt jump shot from 5 ft,,22,33
124,2,10:08.0,,Defensive rebound by K. Séraphin,22,33
125,2,10:03.0,,G. Temple makes 2-pt layup at rim (assist by A. Miller),22,35
126,2,10:00.0,Personal foul by A. Miller (drawn by D. Williams),,22,35
127,2,9:53.0,D. Williams misses 2-pt layup from 2 ft (block by K. Séraphin),,22,35
128,2,9:51.0,Offensive rebound by Team,,22,35
129,2,9:39.0,J. Jack makes 2-pt jump shot from 14 ft (assist by D. Williams),,24,35
130,2,9:28.0,,G. Temple makes 2-pt jump shot from 19 ft (assist by A. Miller),24,37
131,2,9:10.0,J. Jack misses 2-pt jump shot from 18 ft,,24,37
132,2,9:09.0,,Defensive rebound by K. Humphries,24,37
133,2,9:04.0,,K. Séraphin misses 2-pt layup from 2 ft,24,37
134,2,9:03.0,,Offensive rebound by G. Temple,24,37
135,2,8:54.0,,K. Séraphin misses 2-pt jump shot from 8 ft,24,37
136,2,8:51.0,,Offensive rebound by Team,24,37
137,2,8:51.0,Official timeout,,24,37
138,2,8:51.0,B. Bogdanović enters the game for D. Williams,,24,37
139,2,8:46.0,,R. Butler makes 3-pt jump shot from 26 ft (assist by A. Miller),24,40
140,2,8:29.0,A. Anderson misses 3-pt jump shot from 23 ft,,24,40
141,2,8:29.0,Offensive rebound by M. Plumlee,,24,40
142,2,8:22.0,J. Johnson misses 2-pt jump shot from 8 ft,,24,40
143,2,8:21.0,Offensive rebound by J. Jack,,24,40
144,2,8:08.0,Turnover by J. Jack (bad pass; steal by R. Butler),,24,40
145,2,8:03.0,,A. Miller makes 2-pt layup at rim (assist by R. Butler),24,42
146,2,7:37.0,M. Plumlee misses 2-pt jump shot from 4 ft,,24,42
147,2,7:36.0,,Defensive rebound by K. Séraphin,24,42
148,2,7:22.0,,K. Séraphin misses 2-pt jump shot from 11 ft,24,42
149,2,7:21.0,Defensive rebound by A. Anderson,,24,42
150,2,7:14.0,J. Jack misses 2-pt jump shot from 6 ft,,24,42
151,2,7:13.0,,Defensive rebound by K. Séraphin,24,42
152,2,7:07.0,,K. Humphries makes 2-pt dunk at rim (assist by R. Butler),24,44
153,2,6:50.0,Brooklyn full timeout,,24,44
154,2,6:35.0,B. Lopez enters the game for M. Plumlee,,24,44
155,2,6:31.0,J. Johnson misses 2-pt jump shot from 20 ft,,24,44
156,2,6:31.0,Offensive rebound by B. Lopez,,24,44
157,2,6:27.0,J. Jack misses 2-pt jump shot from 14 ft,,24,44
158,2,6:23.0,Offensive rebound by B. Lopez,,24,44
159,2,6:23.0,Personal foul by K. Humphries (drawn by B. Lopez),,24,44
160,2,6:21.0,Shooting foul by G. Temple (drawn by B. Lopez),,24,44
161,2,6:21.0,B. Lopez makes free throw 1 of 2,,25,44
162,2,6:21.0,B. Lopez makes free throw 2 of 2,,26,44
163,2,5:56.0,,K. Séraphin makes 2-pt hook shot from 5 ft,26,46
164,2,5:36.0,A. Anderson misses 3-pt jump shot from 26 ft,,26,46
165,2,5:35.0,,Defensive rebound by K. Humphries,26,46
166,2,5:22.0,,G. Temple misses 2-pt jump shot from 6 ft,26,46
167,2,5:22.0,Defensive rebound by J. Jack,,26,46
168,2,5:21.0,Turnover by J. Jack (bad pass; steal by K. Humphries),,26,46
169,2,5:20.0,,K. Humphries makes 2-pt layup from 1 ft,26,48
170,2,5:20.0,,Shooting foul by A. Anderson (drawn by K. Humphries),26,48
171,2,5:20.0,,K. Humphries makes free throw 1 of 1,26,49
172,2,5:00.0,,J. Wall enters the game for A. Miller,26,49
173,2,5:00.0,B. Bogdanović makes free throw 2 of 2,,27,49
174,2,5:00.0,,Turnover by J. Wall (bad pass),27,49
175,2,5:00.0,Shooting foul by K. Humphries (drawn by B. Bogdanović),,27,49
176,2,5:00.0,B. Bogdanović makes free throw 1 of 2,,28,49
177,2,5:00.0,C. Jefferson enters the game for A. Anderson,,28,49
178,2,4:59.0,J. Johnson misses 3-pt jump shot from 26 ft,,28,49
179,2,4:56.0,Offensive rebound by J. Jack,,28,49
180,2,4:42.0,,O. Porter enters the game for G. Temple,28,49
181,2,4:36.0,,J. Wall misses 2-pt jump shot from 19 ft,28,49
182,2,4:36.0,,Offensive rebound by Team,28,49
183,2,4:36.0,Loose ball foul by C. Jefferson (drawn by K. Séraphin),,28,49
184,2,4:27.0,,K. Humphries makes 2-pt jump shot from 4 ft (assist by K. Séraphin),28,51
185,2,4:07.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,28,51
186,2,4:06.0,,Defensive rebound by K. Humphries,28,51
187,2,3:58.0,,J. Wall makes 2-pt layup at rim,28,53
188,2,3:58.0,,Shooting foul by C. Jefferson (drawn by J. Wall),28,53
189,2,3:58.0,,J. Wall makes free throw 1 of 1,28,54
190,2,3:43.0,J. Johnson misses 2-pt jump shot from 18 ft,,28,54
191,2,3:41.0,Offensive rebound by B. Bogdanović,,28,54
192,2,3:29.0,C. Jefferson misses 2-pt jump shot from 8 ft,,28,54
193,2,3:29.0,Offensive rebound by J. Jack,,28,54
194,2,3:29.0,Shooting foul by O. Porter (drawn by J. Jack),,28,54
195,2,3:29.0,J. Jack makes free throw 1 of 2,,29,54
196,2,3:29.0,,M. Gortat enters the game for K. Séraphin,29,54
197,2,3:29.0,J. Jack makes free throw 2 of 2,,30,54
198,2,3:20.0,,N. Hilário enters the game for K. Humphries,30,54
199,2,3:20.0,D. Williams enters the game for J. Jack,,30,54
200,2,3:16.0,,R. Butler misses 3-pt jump shot from 27 ft,30,54
201,2,3:15.0,,Offensive rebound by O. Porter,30,54
202,2,3:06.0,,O. Porter misses 3-pt jump shot from 26 ft,30,54
203,2,3:05.0,,Offensive rebound by M. Gortat,30,54
204,2,2:52.0,,Turnover by M. Gortat (bad pass),30,54
205,2,2:52.0,,Washington full timeout,30,54
206,2,2:52.0,,P. Pierce enters the game for R. Butler,30,54
207,2,2:52.0,M. Plumlee enters the game for C. Jefferson,,30,54
208,2,2:37.0,B. Lopez misses 2-pt jump shot from 9 ft,,30,54
209,2,2:36.0,,Defensive rebound by O. Porter,30,54
210,2,2:29.0,,J. Wall misses 2-pt layup from 2 ft,30,54
211,2,2:27.0,Defensive rebound by M. Plumlee,,30,54
212,2,2:16.0,J. Johnson makes 2-pt jump shot from 20 ft,,32,54
213,2,2:03.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),32,56
214,2,1:45.0,B. Lopez makes 2-pt jump shot from 4 ft,,34,56
215,2,1:45.0,Shooting foul by M. Gortat (drawn by B. Lopez),,34,56
216,2,1:45.0,B. Lopez misses free throw 1 of 1,,34,56
217,2,1:44.0,,Defensive rebound by M. Gortat,34,56
218,2,1:27.0,,Turnover by P. Pierce (bad pass; steal by D. Williams),34,56
219,2,1:19.0,D. Williams misses 3-pt jump shot from 26 ft,,34,56
220,2,1:17.0,Offensive rebound by B. Lopez,,34,56
221,2,1:15.0,B. Lopez misses 2-pt jump shot from 9 ft,,34,56
222,2,1:14.0,Offensive rebound by B. Bogdanović,,34,56
223,2,1:10.0,B. Bogdanović makes 2-pt tip-in from 2 ft,,36,56
224,2,0:53.0,,Shooting foul by M. Plumlee (drawn by N. Hilário),36,56
225,2,0:53.0,,N. Hilário misses free throw 1 of 2,36,56
226,2,0:53.0,,Offensive rebound by Team,36,56
227,2,0:53.0,,N. Hilário makes free throw 2 of 2,36,57
228,2,0:35.0,J. Johnson misses 3-pt jump shot from 26 ft,,36,57
229,2,0:34.0,,Defensive rebound by N. Hilário,36,57
230,2,0:31.0,,Personal foul by D. Williams (drawn by J. Wall),36,57
231,2,0:31.0,,J. Wall misses free throw 1 of 2,36,57
232,2,0:31.0,,Offensive rebound by Team,36,57
233,2,0:31.0,A. Anderson enters the game for J. Johnson,,36,57
234,2,0:31.0,,K. Séraphin enters the game for M. Gortat,36,57
235,2,0:31.0,J. Jack enters the game for B. Lopez,,36,57
236,2,0:31.0,,R. Butler enters the game for N. Hilário,36,57
237,2,0:31.0,,J. Wall makes free throw 2 of 2,36,58
238,2,0:12.0,J. Jack makes 2-pt jump shot from 20 ft,,38,58
239,2,0:02.0,,Turnover by J. Wall (lost ball; steal by D. Williams),38,58
240,3,11:42.0,J. Jack misses 2-pt jump shot from 21 ft,,38,58
241,3,11:41.0,,Defensive rebound by O. Porter,38,58
242,3,11:24.0,,N. Hilário misses 2-pt jump shot from 13 ft,38,58
243,3,11:23.0,,Offensive rebound by M. Gortat,38,58
244,3,11:23.0,,Personal foul by J. Jack (drawn by M. Gortat),38,58
245,3,11:14.0,,Turnover by N. Hilário (bad pass; steal by M. Plumlee),38,58
246,3,11:02.0,Turnover by J. Jack (back court),,38,58
247,3,10:53.0,,N. Hilário makes 2-pt jump shot from 14 ft (assist by J. Wall),38,60
248,3,10:34.0,Personal foul by M. Gortat (drawn by M. Plumlee),,38,60
249,3,10:24.0,A. Anderson makes 3-pt jump shot from 26 ft,,41,60
250,3,10:06.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),41,62
251,3,9:53.0,Shooting foul by N. Hilário (drawn by M. Plumlee),,41,62
252,3,9:53.0,M. Plumlee misses free throw 1 of 2,,41,62
253,3,9:53.0,Offensive rebound by Team,,41,62
254,3,9:53.0,M. Plumlee misses free throw 2 of 2,,41,62
255,3,9:52.0,,Defensive rebound by P. Pierce,41,62
256,3,9:46.0,,O. Porter misses 3-pt jump shot from 26 ft,41,62
257,3,9:44.0,Defensive rebound by J. Johnson,,41,62
258,3,9:30.0,J. Johnson misses 2-pt jump shot from 10 ft,,41,62
259,3,9:29.0,,Defensive rebound by M. Gortat,41,62
260,3,9:21.0,,O. Porter makes 2-pt layup at rim (assist by N. Hilário),41,64
261,3,9:19.0,Brooklyn full timeout,,41,64
262,3,9:14.0,Shooting foul by M. Gortat (drawn by J. Jack),,41,64
263,3,9:14.0,J. Jack makes free throw 1 of 2,,42,64
264,3,9:14.0,,K. Séraphin enters the game for M. Gortat,42,64
265,3,9:14.0,J. Jack makes free throw 2 of 2,,43,64
266,3,8:59.0,,P. Pierce misses 3-pt jump shot from 26 ft,43,64
267,3,8:58.0,Defensive rebound by A. Anderson,,43,64
268,3,8:38.0,J. Jack misses 2-pt jump shot from 21 ft,,43,64
269,3,8:37.0,,Defensive rebound by Team,43,64
270,3,8:37.0,Loose ball foul by B. Lopez (drawn by J. Wall),,43,64
271,3,8:37.0,D. Williams enters the game for J. Johnson,,43,64
272,3,8:16.0,,P. Pierce misses 2-pt jump shot from 9 ft,43,64
273,3,8:16.0,,Offensive rebound by K. Séraphin,43,64
274,3,8:16.0,,Shooting foul by M. Plumlee (drawn by K. Séraphin),43,64
275,3,8:16.0,,K. Séraphin makes free throw 1 of 2,43,65
276,3,8:16.0,,K. Séraphin makes free throw 2 of 2,43,66
277,3,8:02.0,B. Lopez makes 2-pt jump shot from 13 ft (assist by D. Williams),,45,66
278,3,7:48.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by O. Porter),45,69
279,3,7:40.0,A. Anderson misses 2-pt jump shot from 18 ft,,45,69
280,3,7:39.0,,Defensive rebound by N. Hilário,45,69
281,3,7:29.0,,K. Séraphin makes 2-pt layup at rim,45,71
282,3,7:29.0,,Shooting foul by M. Plumlee (drawn by K. Séraphin),45,71
283,3,7:29.0,,K. Séraphin makes free throw 1 of 1,45,72
284,3,7:18.0,Shooting foul by K. Séraphin (drawn by M. Plumlee),,45,72
285,3,7:18.0,M. Plumlee makes free throw 1 of 2,,46,72
286,3,7:18.0,M. Plumlee makes free throw 2 of 2,,47,72
287,3,7:08.0,,N. Hilário makes 2-pt layup at rim,47,74
288,3,6:57.0,Personal foul by O. Porter (drawn by D. Williams),,47,74
289,3,6:57.0,D. Williams misses free throw 1 of 2,,47,74
290,3,6:57.0,Offensive rebound by Team,,47,74
291,3,6:57.0,J. Jordan enters the game for M. Plumlee,,47,74
292,3,6:57.0,D. Williams makes free throw 2 of 2,,48,74
293,3,6:41.0,,J. Wall makes 3-pt jump shot from 25 ft,48,77
294,3,6:26.0,J. Jack misses 3-pt jump shot from 23 ft,,48,77
295,3,6:26.0,Offensive rebound by Team,,48,77
296,3,6:26.0,,Loose ball foul by K. Séraphin (drawn by J. Jordan),48,77
297,3,6:26.0,J. Jordan makes free throw 1 of 2,,49,77
298,3,6:26.0,J. Jordan makes free throw 2 of 2,,50,77
299,3,6:09.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by N. Hilário),50,80
300,3,5:50.0,J. Jordan makes 2-pt layup from 1 ft (assist by J. Jack),,52,80
301,3,5:37.0,,K. Séraphin makes 2-pt dunk at rim (assist by J. Wall),52,82
302,3,5:20.0,J. Jordan makes 2-pt layup at rim (assist by D. Williams),,54,82
303,3,5:20.0,Shooting foul by N. Hilário (drawn by J. Jordan),,54,82
304,3,5:20.0,,G. Temple enters the game for O. Porter,54,82
305,3,5:20.0,J. Jordan makes free throw 1 of 1,,55,82
306,3,5:03.0,,P. Pierce misses 2-pt jump shot from 18 ft,55,82
307,3,5:02.0,,Offensive rebound by K. Séraphin,55,82
308,3,4:57.0,,J. Wall misses 3-pt jump shot from 27 ft,55,82
309,3,4:56.0,Defensive rebound by B. Lopez,,55,82
310,3,4:39.0,A. Anderson misses 3-pt jump shot from 26 ft,,55,82
311,3,4:38.0,,Defensive rebound by N. Hilário,55,82
312,3,4:32.0,,Turnover by J. Wall (bad pass; steal by A. Anderson),55,82
313,3,4:17.0,Personal foul by P. Pierce (drawn by J. Jack),,55,82
314,3,4:17.0,J. Jack makes free throw 1 of 2,,56,82
315,3,4:17.0,,K. Humphries enters the game for N. Hilário,56,82
316,3,4:17.0,B. Bogdanović enters the game for A. Anderson,,56,82
317,3,4:17.0,J. Jack misses free throw 2 of 2,,56,82
318,3,4:16.0,,Defensive rebound by K. Séraphin,56,82
319,3,3:58.0,,G. Temple misses 2-pt jump shot from 16 ft,56,82
320,3,3:57.0,Defensive rebound by B. Bogdanović,,56,82
321,3,3:42.0,J. Jack misses 2-pt jump shot from 12 ft,,56,82
322,3,3:42.0,Offensive rebound by Team,,56,82
323,3,3:29.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by D. Williams),,58,82
324,3,3:11.0,,P. Pierce misses 2-pt jump shot from 16 ft,58,82
325,3,3:10.0,Defensive rebound by D. Williams,,58,82
326,3,3:02.0,D. Williams misses 2-pt jump shot from 15 ft,,58,82
327,3,3:01.0,,Defensive rebound by K. Humphries,58,82
328,3,2:49.0,,K. Humphries misses 2-pt jump shot from 3 ft (block by B. Lopez),58,82
329,3,2:47.0,Defensive rebound by B. Lopez,,58,82
330,3,2:37.0,B. Lopez misses 2-pt jump shot from 16 ft,,58,82
331,3,2:36.0,,Defensive rebound by K. Humphries,58,82
332,3,2:31.0,,Washington full timeout,58,82
333,3,2:31.0,,R. Butler enters the game for P. Pierce,58,82
334,3,2:31.0,D. Morris enters the game for J. Jack,,58,82
335,3,2:22.0,,R. Butler makes 2-pt jump shot from 14 ft (assist by K. Humphries),58,84
336,3,2:09.0,Offensive foul by B. Lopez (drawn by G. Temple),,58,84
337,3,2:09.0,Turnover by B. Lopez (offensive foul),,58,84
338,3,1:56.0,,J. Wall misses 2-pt jump shot from 21 ft,58,84
339,3,1:55.0,,Offensive rebound by K. Humphries,58,84
340,3,1:42.0,,R. Butler misses 2-pt jump shot from 14 ft,58,84
341,3,1:41.0,,Offensive rebound by K. Humphries,58,84
342,3,1:29.0,,Turnover by K. Séraphin (traveling),58,84
343,3,1:29.0,,A. Miller enters the game for J. Wall,58,84
344,3,1:18.0,D. Williams misses 2-pt jump shot from 18 ft,,58,84
345,3,1:17.0,,Defensive rebound by K. Humphries,58,84
346,3,1:06.0,,Shooting foul by D. Morris (drawn by A. Miller),58,84
347,3,1:06.0,,A. Miller makes free throw 1 of 2,58,85
348,3,1:06.0,,A. Miller makes free throw 2 of 2,58,86
349,3,0:49.0,D. Morris makes 3-pt jump shot from 26 ft,,61,86
350,3,0:28.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by A. Miller),61,89
351,3,0:12.0,J. Jordan misses 2-pt jump shot from 14 ft,,61,89
352,3,0:10.0,,Defensive rebound by G. Temple,61,89
353,3,0:01.0,,K. Humphries misses 2-pt jump shot from 19 ft,61,89
354,3,0:00.0,,Offensive rebound by Team,61,89
355,4,11:41.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by R. Butler),61,91
356,4,11:27.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jordan),,64,91
357,4,11:00.0,,R. Butler makes 3-pt jump shot from 27 ft (assist by A. Miller),64,94
358,4,10:42.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,64,94
359,4,10:41.0,,Defensive rebound by K. Humphries,64,94
360,4,10:28.0,,K. Humphries misses 2-pt jump shot from 18 ft,64,94
361,4,10:27.0,Defensive rebound by D. Morris,,64,94
362,4,10:14.0,Turnover by D. Morris (bad pass; steal by G. Temple),,64,94
363,4,9:55.0,,K. Séraphin makes 2-pt dunk at rim,64,96
364,4,9:31.0,D. Williams misses 2-pt jump shot from 21 ft,,64,96
365,4,9:30.0,,Defensive rebound by R. Butler,64,96
366,4,9:15.0,,R. Butler misses 3-pt jump shot from 25 ft,64,96
367,4,9:14.0,Defensive rebound by D. Morris,,64,96
368,4,9:06.0,Shooting foul by G. Temple (drawn by D. Williams),,64,96
369,4,9:06.0,D. Williams makes free throw 1 of 2,,65,96
370,4,9:06.0,D. Williams misses free throw 2 of 2,,65,96
371,4,9:05.0,,Defensive rebound by K. Séraphin,65,96
372,4,8:53.0,,K. Séraphin misses 2-pt layup from 1 ft,65,96
373,4,8:51.0,,Offensive rebound by K. Humphries,65,96
374,4,8:50.0,,K. Humphries misses 2-pt layup from 1 ft,65,96
375,4,8:49.0,Defensive rebound by C. Jefferson,,65,96
376,4,8:34.0,Turnover by B. Bogdanović (bad pass),,65,96
377,4,8:34.0,Official timeout,,65,96
378,4,8:34.0,M. Brown enters the game for B. Bogdanović,,65,96
379,4,8:34.0,S. Karasev enters the game for D. Morris,,65,96
380,4,8:19.0,,Turnover by A. Miller (lost ball; steal by D. Williams),65,96
381,4,8:02.0,D. Williams misses 2-pt jump shot from 19 ft,,65,96
382,4,8:01.0,,Defensive rebound by K. Séraphin,65,96
383,4,7:49.0,,R. Butler makes 2-pt layup from 2 ft (assist by G. Temple),65,98
384,4,7:25.0,M. Brown makes 3-pt jump shot from 23 ft (assist by D. Williams),,68,98
385,4,7:04.0,,R. Butler makes 2-pt jump shot from 13 ft (assist by G. Temple),68,100
386,4,6:46.0,Turnover by M. Brown (bad pass; steal by R. Butler),,68,100
