,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
85,1,0:51.0,J. Holiday misses 2-pt jump shot from 12 ft,,28,23
86,1,0:50.0,,Defensive rebound by S. Marion,28,23
87,1,0:33.0,,Shooting foul by T. Evans (drawn by L. James),28,23
88,1,0:33.0,,L. James misses free throw 1 of 2,28,23
89,1,0:33.0,,Offensive rebound by Team,28,23
90,1,0:33.0,J. Salmons enters the game for T. Evans,,28,23
91,1,0:33.0,J. Fredette enters the game for J. Holiday,,28,23
92,1,0:33.0,,L. James makes free throw 2 of 2,28,24
93,1,0:13.0,A. Rivers misses 2-pt jump shot from 19 ft,,28,24
94,1,0:12.0,,Defensive rebound by S. Marion,28,24
95,1,0:00.0,,Turnover by T. Thompson (lost ball; steal by A. Davis),28,24
96,1,0:00.0,A. Davis misses 3-pt jump shot from 69 ft,,28,24
97,1,0:00.0,Offensive rebound by Team,,28,24
98,2,11:44.0,R. Anderson makes 3-pt jump shot from 28 ft (assist by J. Fredette),,31,24
99,2,11:23.0,,K. Love misses 2-pt hook shot from 7 ft (block by Ö. Aşık),31,24
100,2,11:22.0,Defensive rebound by Ö. Aşık,,31,24
101,2,11:10.0,R. Anderson misses 3-pt jump shot from 24 ft,,31,24
102,2,11:08.0,,Defensive rebound by K. Love,31,24
103,2,10:45.0,,K. Irving misses 2-pt layup from 1 ft,31,24
104,2,10:45.0,,Offensive rebound by K. Love,31,24
105,2,10:45.0,,Turnover by Team (shot clock),31,24
106,2,10:27.0,R. Anderson makes 2-pt jump shot from 14 ft (assist by J. Fredette),,33,24
107,2,10:12.0,,T. Thompson misses 2-pt layup from 2 ft,33,24
108,2,10:11.0,Defensive rebound by J. Salmons,,33,24
109,2,9:59.0,J. Fredette makes 2-pt jump shot from 18 ft,,35,24
110,2,9:55.0,,Cleveland full timeout,35,24
111,2,9:38.0,,K. Love misses 3-pt jump shot from 22 ft,35,24
112,2,9:37.0,,Offensive rebound by S. Marion,35,24
113,2,9:33.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Love),35,26
114,2,9:22.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by A. Rivers),,38,26
115,2,9:03.0,,K. Love makes 2-pt layup at rim (assist by K. Irving),38,28
116,2,8:44.0,A. Rivers misses 2-pt layup from 1 ft,,38,28
117,2,8:42.0,,Defensive rebound by M. Miller,38,28
118,2,8:41.0,,Personal foul by J. Fredette (drawn by K. Irving),38,28
119,2,8:41.0,,L. James enters the game for S. Marion,38,28
120,2,8:39.0,,Shooting foul by J. Salmons (drawn by K. Love),38,28
121,2,8:39.0,,K. Love makes free throw 1 of 2,38,29
122,2,8:39.0,,K. Love makes free throw 2 of 2,38,30
123,2,8:25.0,J. Fredette makes 2-pt jump shot from 18 ft (assist by Ö. Aşık),,40,30
124,2,8:09.0,,K. Love misses 2-pt jump shot from 18 ft,40,30
125,2,8:08.0,Defensive rebound by R. Anderson,,40,30
126,2,7:52.0,R. Anderson makes 2-pt jump shot from 18 ft,,42,30
127,2,7:36.0,,K. Irving makes 2-pt layup at rim,42,32
128,2,7:09.0,Ö. Aşık misses 2-pt jump shot from 6 ft,,42,32
129,2,7:08.0,Offensive rebound by Team,,42,32
130,2,7:08.0,,J. Harris enters the game for M. Miller,42,32
131,2,7:08.0,,A. Varejão enters the game for T. Thompson,42,32
132,2,6:55.0,R. Anderson misses 2-pt jump shot from 19 ft,,42,32
133,2,6:54.0,,Defensive rebound by L. James,42,32
134,2,6:41.0,,K. Irving misses 3-pt jump shot from 25 ft,42,32
135,2,6:40.0,Defensive rebound by Ö. Aşık,,42,32
136,2,6:30.0,J. Salmons misses 3-pt jump shot from 22 ft,,42,32
137,2,6:29.0,Offensive rebound by Team,,42,32
138,2,6:20.0,Ö. Aşık misses 2-pt layup from 2 ft (block by L. James),,42,32
139,2,6:20.0,,Defensive rebound by Team,42,32
140,2,6:20.0,,W. Cherry enters the game for K. Irving,42,32
141,2,6:01.0,,L. James makes 2-pt jump shot from 9 ft,42,34
142,2,5:40.0,R. Anderson misses 2-pt jump shot from 21 ft,,42,34
143,2,5:38.0,,Defensive rebound by K. Love,42,34
144,2,5:33.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by L. James),42,37
145,2,5:33.0,New Orleans full timeout,,42,37
146,2,5:33.0,E. Gordon enters the game for R. Anderson,,42,37
147,2,5:33.0,J. Holiday enters the game for A. Rivers,,42,37
148,2,5:33.0,A. Davis enters the game for J. Fredette,,42,37
149,2,5:16.0,A. Davis misses 3-pt jump shot from 23 ft,,42,37
150,2,5:15.0,,Defensive rebound by W. Cherry,42,37
151,2,5:06.0,,Shooting foul by Ö. Aşık (drawn by L. James),42,37
152,2,5:06.0,,L. James makes free throw 1 of 2,42,38
153,2,5:06.0,,L. James misses free throw 2 of 2,42,38
154,2,5:06.0,Defensive rebound by Team,,42,38
155,2,5:06.0,,Loose ball foul by A. Varejão (drawn by A. Davis),42,38
156,2,5:06.0,R. Anderson enters the game for Ö. Aşık,,42,38
157,2,4:51.0,J. Holiday misses 3-pt jump shot from 25 ft,,42,38
158,2,4:48.0,Offensive rebound by E. Gordon,,42,38
159,2,4:45.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by E. Gordon),,45,38
160,2,4:30.0,,A. Varejão misses 2-pt hook shot from 8 ft,45,38
161,2,4:27.0,Defensive rebound by A. Davis,,45,38
162,2,4:22.0,J. Holiday makes 2-pt layup from 1 ft (assist by A. Davis),,47,38
163,2,4:10.0,T. Evans enters the game for J. Salmons,,47,38
164,2,3:58.0,,A. Varejão makes 2-pt layup from 1 ft (assist by L. James),47,40
165,2,3:35.0,E. Gordon makes 2-pt layup at rim,,49,40
166,2,3:15.0,,W. Cherry misses 3-pt jump shot from 25 ft,49,40
167,2,3:14.0,Defensive rebound by T. Evans,,49,40
168,2,3:04.0,T. Evans misses 2-pt jump shot from 8 ft,,49,40
169,2,3:01.0,Offensive rebound by A. Davis,,49,40
170,2,3:01.0,R. Anderson misses 2-pt tip-in at rim,,49,40
171,2,2:58.0,,Defensive rebound by L. James,49,40
172,2,2:54.0,,W. Cherry makes 2-pt layup at rim (assist by L. James),49,42
173,2,2:40.0,Official timeout,,49,42
174,2,2:40.0,,K. Irving enters the game for W. Cherry,49,42
175,2,2:31.0,Turnover by Team (shot clock),,49,42
176,2,2:12.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),49,44
177,2,1:50.0,J. Holiday misses 3-pt jump shot from 23 ft,,49,44
178,2,1:49.0,,Defensive rebound by L. James,49,44
179,2,1:41.0,,L. James misses 2-pt layup from 1 ft,49,44
180,2,1:40.0,,Offensive rebound by L. James,49,44
181,2,1:40.0,,Shooting foul by T. Evans (drawn by L. James),49,44
182,2,1:40.0,,L. James makes free throw 1 of 2,49,45
183,2,1:40.0,A. Rivers enters the game for T. Evans,,49,45
184,2,1:40.0,,L. James makes free throw 2 of 2,49,46
185,2,1:28.0,E. Gordon makes 2-pt layup at rim,,51,46
186,2,1:28.0,Shooting foul by K. Love (drawn by E. Gordon),,51,46
187,2,1:28.0,E. Gordon misses free throw 1 of 1,,51,46
188,2,1:26.0,,Defensive rebound by A. Varejão,51,46
189,2,1:12.0,,K. Love misses 3-pt jump shot from 23 ft,51,46
190,2,1:11.0,Defensive rebound by J. Holiday,,51,46
191,2,1:01.0,R. Anderson misses 3-pt jump shot from 25 ft,,51,46
192,2,1:00.0,,Defensive rebound by K. Irving,51,46
193,2,0:51.0,,J. Harris misses 3-pt jump shot from 23 ft,51,46
194,2,0:50.0,Defensive rebound by A. Davis,,51,46
195,2,0:45.0,Shooting foul by J. Harris (drawn by J. Holiday),,51,46
196,2,0:45.0,J. Holiday makes free throw 1 of 2,,52,46
197,2,0:45.0,J. Holiday makes free throw 2 of 2,,53,46
198,2,0:45.0,,Cleveland full timeout,53,46
199,2,0:34.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),53,49
200,2,0:22.0,J. Holiday makes 2-pt layup at rim (assist by A. Rivers),,55,49
201,2,0:22.0,Shooting block foul by K. Irving (drawn by J. Holiday),,55,49
202,2,0:22.0,J. Holiday makes free throw 1 of 1,,56,49
203,2,0:00.0,,J. Harris makes 2-pt layup from 1 ft (assist by L. James),56,51
204,3,11:45.0,Shooting foul by K. Love (drawn by A. Davis),,56,51
205,3,11:45.0,A. Davis makes free throw 1 of 2,,57,51
206,3,11:45.0,A. Davis makes free throw 2 of 2,,58,51
207,3,11:27.0,,A. Varejão misses 2-pt hook shot from 7 ft,58,51
208,3,11:27.0,Defensive rebound by Team,,58,51
209,3,11:16.0,E. Gordon misses 3-pt jump shot from 24 ft,,58,51
210,3,11:15.0,,Defensive rebound by Team,58,51
211,3,10:56.0,,L. James makes 2-pt jump shot from 8 ft,58,53
212,3,10:40.0,E. Gordon makes 2-pt jump shot from 16 ft (assist by Ö. Aşık),,60,53
213,3,10:19.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),60,55
214,3,9:57.0,A. Davis makes 2-pt layup at rim (assist by T. Evans),,62,55
215,3,9:43.0,,K. Irving misses 2-pt jump shot from 12 ft,62,55
216,3,9:41.0,Defensive rebound by Ö. Aşık,,62,55
217,3,9:30.0,T. Evans misses 2-pt jump shot from 6 ft,,62,55
218,3,9:28.0,,Defensive rebound by A. Varejão,62,55
219,3,9:25.0,,L. James makes 2-pt layup at rim (assist by A. Varejão),62,57
220,3,9:22.0,,Violation by Team (delay of game),62,57
221,3,9:02.0,A. Davis misses 2-pt jump shot from 8 ft,,62,57
222,3,9:00.0,,Defensive rebound by A. Varejão,62,57
223,3,8:55.0,,L. James misses 2-pt layup from 1 ft,62,57
224,3,8:54.0,Defensive rebound by Ö. Aşık,,62,57
225,3,8:49.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,64,57
226,3,8:40.0,,Shooting foul by J. Holiday (drawn by L. James),64,57
227,3,8:40.0,,L. James makes free throw 1 of 3,64,58
228,3,8:40.0,,L. James makes free throw 2 of 3,64,59
229,3,8:40.0,,L. James makes free throw 3 of 3,64,60
230,3,8:27.0,J. Holiday makes 2-pt jump shot from 13 ft,,66,60
231,3,8:09.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),66,62
232,3,7:51.0,A. Davis misses 2-pt jump shot from 13 ft,,66,62
233,3,7:49.0,,Defensive rebound by A. Varejão,66,62
234,3,7:41.0,,A. Varejão makes 2-pt jump shot from 15 ft (assist by K. Irving),66,64
235,3,7:18.0,E. Gordon makes 3-pt jump shot from 22 ft (assist by T. Evans),,69,64
236,3,7:07.0,,K. Irving misses 2-pt jump shot from 6 ft,69,64
237,3,7:06.0,,Offensive rebound by A. Varejão,69,64
238,3,7:03.0,,Turnover by A. Varejão (lost ball; steal by A. Davis),69,64
239,3,6:59.0,Shooting foul by L. James (drawn by T. Evans),,69,64
240,3,6:59.0,T. Evans makes free throw 1 of 2,,70,64
241,3,6:59.0,,J. Harris enters the game for S. Marion,70,64
242,3,6:59.0,T. Evans makes free throw 2 of 2,,71,64
243,3,6:38.0,,L. James makes 3-pt jump shot from 24 ft,71,67
244,3,6:17.0,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Evans),,73,67
245,3,5:59.0,,K. Irving makes 2-pt layup at rim,73,69
246,3,5:35.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Davis),,76,69
247,3,5:12.0,,A. Varejão misses 2-pt jump shot from 6 ft,76,69
248,3,5:09.0,,Offensive rebound by Team,76,69
249,3,5:09.0,,Cleveland full timeout,76,69
250,3,5:06.0,,Personal foul by T. Evans (drawn by K. Love),76,69
251,3,5:06.0,,T. Thompson enters the game for A. Varejão,76,69
252,3,4:48.0,,Turnover by K. Love (lost ball; steal by J. Holiday),76,69
253,3,4:44.0,Personal foul by J. Harris (drawn by A. Davis),,76,69
254,3,4:38.0,T. Evans misses 2-pt layup from 1 ft,,76,69
255,3,4:38.0,Offensive rebound by Ö. Aşık,,76,69
256,3,4:38.0,Shooting foul by T. Thompson (drawn by Ö. Aşık),,76,69
257,3,4:38.0,Ö. Aşık makes free throw 1 of 2,,77,69
258,3,4:38.0,,S. Marion enters the game for K. Love,77,69
259,3,4:38.0,Ö. Aşık makes free throw 2 of 2,,78,69
260,3,4:17.0,,K. Irving makes 2-pt layup at rim,78,71
261,3,4:07.0,E. Gordon misses 3-pt jump shot from 22 ft,,78,71
262,3,4:06.0,,Defensive rebound by S. Marion,78,71
263,3,3:59.0,,K. Irving makes 2-pt jump shot from 17 ft,78,73
264,3,3:55.0,New Orleans full timeout,,78,73
265,3,3:55.0,R. Anderson enters the game for Ö. Aşık,,78,73
266,3,3:34.0,T. Evans misses 2-pt jump shot from 6 ft,,78,73
267,3,3:33.0,,Defensive rebound by L. James,78,73
268,3,3:27.0,,K. Irving makes 2-pt layup at rim (assist by L. James),78,75
269,3,3:05.0,T. Evans misses 2-pt jump shot from 5 ft,,78,75
270,3,3:04.0,Offensive rebound by A. Davis,,78,75
271,3,3:01.0,A. Davis misses 2-pt layup from 1 ft (block by T. Thompson),,78,75
272,3,2:58.0,,Defensive rebound by T. Thompson,78,75
273,3,2:46.0,,K. Irving makes 3-pt jump shot from 25 ft,78,78
274,3,2:30.0,Personal block foul by K. Irving (drawn by E. Gordon),,78,78
275,3,2:30.0,E. Gordon misses free throw 1 of 2,,78,78
276,3,2:30.0,Offensive rebound by Team,,78,78
277,3,2:30.0,A. Rivers enters the game for T. Evans,,78,78
278,3,2:30.0,E. Gordon makes free throw 2 of 2,,79,78
279,3,2:15.0,,J. Harris misses 2-pt jump shot from 17 ft,79,78
280,3,2:15.0,Defensive rebound by A. Davis,,79,78
281,3,1:59.0,R. Anderson misses 2-pt jump shot from 6 ft,,79,78
282,3,1:59.0,,Defensive rebound by Team,79,78
283,3,1:49.0,,Personal block foul by E. Gordon (drawn by L. James),79,78
284,3,1:49.0,J. Fredette enters the game for J. Holiday,,79,78
285,3,1:36.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),79,80
286,3,1:19.0,E. Gordon misses 2-pt layup from 2 ft,,79,80
287,3,1:17.0,,Defensive rebound by S. Marion,79,80
288,3,1:11.0,,J. Harris misses 3-pt jump shot from 23 ft,79,80
289,3,1:10.0,,Offensive rebound by T. Thompson,79,80
290,3,1:08.0,,T. Thompson misses 2-pt layup from 2 ft (block by A. Davis),79,80
291,3,1:05.0,,Offensive rebound by K. Irving,79,80
292,3,1:02.0,,K. Irving misses 3-pt jump shot from 25 ft,79,80
293,3,1:00.0,,Offensive rebound by S. Marion,79,80
294,3,1:00.0,,Shooting foul by R. Anderson (drawn by L. James),79,80
295,3,1:00.0,,L. James misses free throw 1 of 2,79,80
296,3,1:00.0,,Offensive rebound by Team,79,80
297,3,1:00.0,,M. Miller enters the game for K. Irving,79,80
298,3,1:00.0,Ö. Aşık enters the game for A. Davis,,79,80
299,3,1:00.0,J. Salmons enters the game for E. Gordon,,79,80
300,3,1:00.0,,L. James makes free throw 2 of 2,79,81
301,3,0:38.0,J. Fredette misses 3-pt jump shot from 28 ft,,79,81
302,3,0:37.0,,Defensive rebound by M. Miller,79,81
303,3,0:29.0,,Shooting foul by A. Rivers (drawn by L. James),79,81
304,3,0:29.0,,L. James makes free throw 1 of 2,79,82
305,3,0:29.0,,L. James makes free throw 2 of 2,79,83
306,3,0:12.0,J. Fredette misses 2-pt jump shot from 11 ft,,79,83
307,3,0:09.0,,Defensive rebound by T. Thompson,79,83
308,3,0:03.0,,L. James makes 2-pt dunk at rim,79,85
309,3,0:01.0,Turnover by A. Rivers (traveling),,79,85
310,3,0:00.0,,J. Harris misses 3-pt jump shot from 25 ft,79,85
311,3,0:00.0,,Offensive rebound by Team,79,85
312,4,11:46.0,,Turnover by L. James (bad pass; steal by Ö. Aşık),79,85
313,4,11:31.0,Shooting foul by S. Marion (drawn by Ö. Aşık),,79,85
314,4,11:31.0,Ö. Aşık makes free throw 1 of 2,,80,85
315,4,11:31.0,,K. Irving enters the game for L. James,80,85
316,4,11:31.0,,K. Love enters the game for J. Harris,80,85
317,4,11:31.0,Ö. Aşık makes free throw 2 of 2,,81,85
318,4,11:19.0,,Personal foul by R. Anderson (drawn by K. Love),81,85
319,4,11:19.0,A. Davis enters the game for J. Salmons,,81,85
320,4,11:13.0,,S. Marion misses 2-pt jump shot from 4 ft (block by A. Davis),81,85
321,4,11:13.0,Defensive rebound by Ö. Aşık,,81,85
322,4,11:13.0,Turnover by Ö. Aşık (traveling),,81,85
323,4,10:50.0,,K. Love makes 3-pt jump shot from 25 ft (assist by M. Miller),81,88
324,4,10:22.0,A. Rivers makes 2-pt jump shot from 6 ft,,83,88
325,4,10:10.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),83,91
326,4,9:50.0,J. Holiday enters the game for J. Fredette,,83,91
327,4,9:42.0,A. Rivers misses 2-pt jump shot from 18 ft,,83,91
328,4,9:42.0,Offensive rebound by Team,,83,91
329,4,9:42.0,Turnover by Team (shot clock),,83,91
330,4,9:26.0,,K. Love misses 3-pt jump shot from 26 ft,83,91
331,4,9:25.0,Defensive rebound by J. Holiday,,83,91
332,4,9:07.0,J. Holiday makes 2-pt jump shot from 9 ft (assist by R. Anderson),,85,91
333,4,8:48.0,,K. Irving misses 2-pt jump shot from 11 ft,85,91
334,4,8:47.0,,Offensive rebound by T. Thompson,85,91
335,4,8:43.0,,K. Love makes 3-pt jump shot from 25 ft (assist by T. Thompson),85,94
336,4,8:26.0,J. Holiday misses 3-pt jump shot from 23 ft,,85,94
337,4,8:25.0,,Defensive rebound by S. Marion,85,94
338,4,8:21.0,,Turnover by S. Marion (bad pass; steal by R. Anderson),85,94
339,4,8:13.0,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),,87,94
340,4,7:42.0,,K. Irving misses 2-pt jump shot from 19 ft,87,94
341,4,7:39.0,,Offensive rebound by T. Thompson,87,94
342,4,7:39.0,,T. Thompson misses 2-pt layup at rim,87,94
343,4,7:36.0,Defensive rebound by J. Holiday,,87,94
344,4,7:34.0,A. Davis misses 2-pt layup from 1 ft,,87,94
345,4,7:33.0,Offensive rebound by Ö. Aşık,,87,94
346,4,7:32.0,Ö. Aşık makes 2-pt layup from 1 ft,,89,94
347,4,7:28.0,,Cleveland full timeout,89,94
348,4,7:28.0,,L. James enters the game for K. Irving,89,94
349,4,7:28.0,E. Gordon enters the game for Ö. Aşık,,89,94
350,4,7:28.0,T. Evans enters the game for A. Rivers,,89,94
351,4,7:09.0,,L. James misses 3-pt jump shot from 25 ft,89,94
352,4,7:08.0,Defensive rebound by T. Evans,,89,94
353,4,7:02.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by T. Evans),,92,94
354,4,6:52.0,,Personal foul by T. Evans (drawn by K. Love),92,94
355,4,6:36.0,,S. Marion makes 2-pt layup at rim (assist by L. James),92,96
356,4,6:27.0,T. Evans misses 2-pt layup from 1 ft,,92,96
357,4,6:27.0,Offensive rebound by A. Davis,,92,96
358,4,6:27.0,Shooting foul by M. Miller (drawn by A. Davis),,92,96
359,4,6:27.0,A. Davis makes free throw 1 of 2,,93,96
360,4,6:27.0,,K. Irving enters the game for S. Marion,93,96
361,4,6:27.0,A. Davis misses free throw 2 of 2,,93,96
362,4,6:22.0,,Defensive rebound by T. Thompson,93,96
363,4,6:04.0,,M. Miller misses 3-pt jump shot from 25 ft (block by A. Davis),93,96
364,4,6:03.0,,Offensive rebound by L. James,93,96
365,4,5:59.0,,M. Miller misses 3-pt jump shot from 25 ft,93,96
366,4,5:58.0,Defensive rebound by A. Davis,,93,96
367,4,5:43.0,T. Evans misses 2-pt jump shot from 5 ft (block by T. Thompson),,93,96
368,4,5:42.0,Offensive rebound by T. Evans,,93,96
369,4,5:38.0,T. Evans misses 2-pt jump shot from 15 ft,,93,96
370,4,5:37.0,,Defensive rebound by K. Irving,93,96
371,4,5:35.0,,Shooting foul by E. Gordon (drawn by K. Irving),93,96
372,4,5:35.0,Official timeout,,93,96
373,4,5:35.0,,J. Harris enters the game for M. Miller,93,96
374,4,5:35.0,,K. Irving makes free throw 1 of 2,93,97
375,4,5:35.0,,K. Irving makes free throw 2 of 2,93,98
376,4,5:21.0,R. Anderson misses 3-pt jump shot from 25 ft,,93,98
377,4,5:20.0,,Defensive rebound by L. James,93,98
378,4,5:15.0,,Turnover by L. James (bad pass; steal by A. Davis),93,98
379,4,5:10.0,A. Davis makes 2-pt dunk at rim (assist by R. Anderson),,95,98
380,4,4:47.0,,K. Irving makes 3-pt jump shot from 22 ft (assist by J. Harris),95,101
381,4,4:33.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,97,101
382,4,4:13.0,,T. Thompson misses 2-pt jump shot from 10 ft,97,101
383,4,4:12.0,Defensive rebound by A. Davis,,97,101
384,4,3:56.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,99,101
385,4,3:29.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),99,104
386,4,3:21.0,E. Gordon misses 2-pt layup at rim,,99,104
387,4,3:20.0,,Defensive rebound by K. Love,99,104
388,4,2:59.0,,K. Irving makes 2-pt layup from 1 ft,99,106
389,4,2:59.0,,Shooting foul by E. Gordon (drawn by K. Irving),99,106
390,4,2:59.0,New Orleans full timeout,,99,106
391,4,2:59.0,,K. Irving makes free throw 1 of 1,99,107
392,4,2:39.0,T. Evans misses 2-pt jump shot from 8 ft,,99,107
393,4,2:37.0,,Defensive rebound by K. Irving,99,107
