,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
393,4,8:13.0,P. Tucker makes free throw 2 of 2,,74,86
394,4,7:59.0,,B. Lopez misses 2-pt jump shot from 10 ft,74,86
395,4,7:58.0,,Offensive rebound by B. Lopez,74,86
396,4,7:57.0,,B. Lopez misses 2-pt tip-in at rim,74,86
397,4,7:56.0,Defensive rebound by M. Thornton,,74,86
398,4,7:44.0,M. Thornton misses 2-pt layup at rim,,74,86
399,4,7:43.0,,Defensive rebound by B. Lopez,74,86
400,4,7:41.0,,Turnover by D. Williams (bad pass; steal by M. Morris),74,86
401,4,7:40.0,Personal foul by D. Williams (drawn by E. Bledsoe),,74,86
402,4,7:34.0,Personal foul by B. Lopez (drawn by M. Morris),,74,86
403,4,7:34.0,M. Morris makes free throw 1 of 2,,75,86
404,4,7:34.0,M. Morris makes free throw 2 of 2,,76,86
405,4,7:14.0,,D. Williams misses 3-pt jump shot from 24 ft,76,86
406,4,7:12.0,,Offensive rebound by Team,76,86
407,4,6:54.0,,C. Jefferson makes 2-pt jump shot from 19 ft (assist by D. Williams),76,88
408,4,6:29.0,M. Thornton misses 3-pt jump shot from 25 ft,,76,88
409,4,6:28.0,,Defensive rebound by Team,76,88
410,4,6:28.0,Loose ball foul by M. Morris (drawn by B. Bogdanović),,76,88
411,4,6:08.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,76,88
412,4,6:07.0,Defensive rebound by P. Tucker,,76,88
413,4,6:01.0,Turnover by M. Morris (bad pass),,76,88
414,4,6:01.0,B. Knight enters the game for M. Thornton,,76,88
415,4,6:01.0,,Brooklyn full timeout,76,88
416,4,5:45.0,,C. Jefferson makes 2-pt jump shot from 12 ft (assist by D. Williams),76,90
417,4,5:45.0,,Shooting foul by M. Morris (drawn by C. Jefferson),76,90
418,4,5:45.0,,C. Jefferson makes free throw 1 of 1,76,91
419,4,5:36.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,79,91
420,4,5:16.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,79,91
421,4,5:15.0,Defensive rebound by B. Knight,,79,91
422,4,5:03.0,Personal foul by J. Jack (drawn by B. Knight),,79,91
423,4,5:03.0,B. Knight makes free throw 1 of 2,,80,91
424,4,5:03.0,B. Knight makes free throw 2 of 2,,81,91
425,4,4:49.0,,J. Jack misses 2-pt jump shot from 13 ft,81,91
426,4,4:47.0,Defensive rebound by E. Bledsoe,,81,91
427,4,4:29.0,P. Tucker makes 2-pt hook shot from 7 ft,,83,91
428,4,4:14.0,,Turnover by D. Williams (lost ball; steal by M. Morris),83,91
429,4,4:07.0,Turnover by E. Bledsoe (bad pass; steal by D. Williams),,83,91
430,4,4:03.0,,Shooting foul by M. Morris (drawn by D. Williams),83,91
431,4,4:03.0,,D. Williams misses free throw 1 of 2,83,91
432,4,4:03.0,,Offensive rebound by Team,83,91
433,4,4:03.0,,D. Williams makes free throw 2 of 2,83,92
434,4,3:59.0,P. Tucker makes 2-pt jump shot from 19 ft (assist by B. Knight),,85,92
435,4,3:57.0,,Brooklyn full timeout,85,92
436,4,3:57.0,,T. Young enters the game for B. Lopez,85,92
437,4,3:41.0,,Offensive foul by J. Jack (drawn by B. Knight),85,92
438,4,3:41.0,,Turnover by J. Jack (offensive foul),85,92
439,4,3:22.0,Personal foul by C. Jefferson (drawn by E. Bledsoe),,85,92
440,4,3:22.0,E. Bledsoe makes free throw 1 of 2,,86,92
441,4,3:22.0,E. Bledsoe makes free throw 2 of 2,,87,92
442,4,3:00.0,,T. Young misses 2-pt jump shot from 8 ft,87,92
443,4,2:59.0,Defensive rebound by M. Morris,,87,92
444,4,2:51.0,M. Morris misses 3-pt jump shot from 24 ft,,87,92
445,4,2:50.0,,Defensive rebound by T. Young,87,92
446,4,2:33.0,,J. Jack misses 2-pt jump shot from 10 ft,87,92
447,4,2:32.0,,Offensive rebound by Team,87,92
448,4,2:32.0,Loose ball foul by M. Morris (drawn by C. Jefferson),,87,92
449,4,2:16.0,,J. Jack misses 2-pt jump shot from 20 ft,87,92
450,4,2:15.0,Defensive rebound by M. Morris,,87,92
451,4,2:15.0,Phoenix full timeout,,87,92
452,4,2:15.0,,A. Anderson enters the game for J. Jack,87,92
453,4,2:04.0,B. Knight misses 2-pt layup from 1 ft,,87,92
454,4,2:03.0,,Defensive rebound by B. Bogdanović,87,92
455,4,1:46.0,,Turnover by C. Jefferson (lost ball; steal by P. Tucker),87,92
456,4,1:37.0,Shooting foul by T. Young (drawn by B. Knight),,87,92
457,4,1:37.0,B. Knight makes free throw 1 of 2,,88,92
458,4,1:37.0,,J. Johnson enters the game for T. Young,88,92
459,4,1:37.0,,B. Lopez enters the game for C. Jefferson,88,92
460,4,1:37.0,,J. Jack enters the game for B. Bogdanović,88,92
461,4,1:37.0,B. Knight makes free throw 2 of 2,,89,92
462,4,1:14.0,,A. Anderson misses 2-pt jump shot from 17 ft,89,92
463,4,1:13.0,Defensive rebound by P. Tucker,,89,92
464,4,1:02.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Morris),,92,92
465,4,0:41.0,Offensive charge foul by D. Williams (drawn by M. Morris),,92,92
466,4,0:41.0,,Turnover by D. Williams (offensive foul),92,92
467,4,0:41.0,Phoenix full timeout,,92,92
468,4,0:41.0,,T. Young enters the game for J. Johnson,92,92
469,4,0:41.0,,C. Jefferson enters the game for B. Lopez,92,92
470,4,0:36.0,B. Knight misses 3-pt jump shot from 24 ft,,92,92
471,4,0:35.0,Offensive rebound by M. Morris,,92,92
472,4,0:15.0,M. Morris misses 2-pt jump shot from 10 ft,,92,92
473,4,0:14.0,,Defensive rebound by T. Young,92,92
474,4,0:11.0,,Brooklyn full timeout,92,92
475,4,0:11.0,,B. Bogdanović enters the game for C. Jefferson,92,92
476,4,0:03.0,,J. Jack misses 2-pt jump shot from 21 ft,92,92
477,4,0:00.0,,Offensive rebound by Team,92,92
478,1OT,4:37.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,92,92
479,1OT,4:36.0,Defensive rebound by M. Morris,,92,92
480,1OT,4:23.0,M. Morris misses 2-pt jump shot from 10 ft,,92,92
481,1OT,4:22.0,,Defensive rebound by J. Johnson,92,92
482,1OT,4:05.0,,J. Johnson makes 2-pt jump shot from 16 ft,92,94
483,1OT,3:53.0,B. Knight makes 2-pt layup from 1 ft,,94,94
484,1OT,3:39.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by J. Jack),94,96
485,1OT,3:23.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by B. Knight),,97,96
486,1OT,3:05.0,,J. Johnson misses 2-pt jump shot from 12 ft,97,96
487,1OT,3:04.0,Defensive rebound by E. Bledsoe,,97,96
488,1OT,3:01.0,Shooting foul by J. Jack (drawn by E. Bledsoe),,97,96
489,1OT,3:01.0,E. Bledsoe misses free throw 1 of 2,,97,96
490,1OT,3:01.0,Offensive rebound by Team,,97,96
491,1OT,3:01.0,E. Bledsoe makes free throw 2 of 2,,98,96
492,1OT,2:50.0,,B. Lopez misses 2-pt jump shot from 18 ft,98,96
493,1OT,2:49.0,Defensive rebound by M. Morris,,98,96
494,1OT,2:34.0,B. Knight misses 2-pt jump shot from 20 ft,,98,96
495,1OT,2:32.0,,Defensive rebound by B. Bogdanović,98,96
496,1OT,2:26.0,,J. Johnson makes 2-pt jump shot from 6 ft (assist by D. Williams),98,98
497,1OT,2:01.0,M. Morris makes 2-pt jump shot from 9 ft,,100,98
498,1OT,1:42.0,,Shooting block foul by M. Morris (drawn by J. Jack),100,98
499,1OT,1:42.0,B. Wright enters the game for M. Morris,,100,98
500,1OT,1:42.0,,J. Jack makes free throw 1 of 2,100,99
501,1OT,1:42.0,,J. Jack makes free throw 2 of 2,100,100
502,1OT,1:42.0,Phoenix full timeout,,100,100
503,1OT,1:30.0,M. Morris makes 2-pt jump shot from 8 ft,,102,100
504,1OT,1:17.0,,D. Williams misses 2-pt jump shot from 8 ft,102,100
505,1OT,1:16.0,,Offensive rebound by B. Lopez,102,100
506,1OT,1:15.0,,B. Lopez misses 2-pt tip-in from 2 ft,102,100
507,1OT,1:14.0,Defensive rebound by E. Bledsoe,,102,100
508,1OT,0:54.0,E. Bledsoe misses 2-pt jump shot from 6 ft,,102,100
509,1OT,0:53.0,,Defensive rebound by B. Lopez,102,100
510,1OT,0:42.0,,D. Williams misses 3-pt jump shot from 24 ft,102,100
511,1OT,0:41.0,Defensive rebound by B. Knight,,102,100
512,1OT,0:18.0,B. Knight makes 2-pt jump shot from 9 ft,,104,100
513,1OT,0:18.0,,Brooklyn full timeout,104,100
514,1OT,0:18.0,,Brooklyn full timeout,104,100
515,1OT,0:14.0,,Turnover by J. Johnson (lost ball),104,100
516,1OT,0:14.0,Personal foul by D. Williams (drawn by E. Bledsoe),,104,100
517,1OT,0:14.0,,A. Anderson enters the game for J. Jack,104,100
518,1OT,0:14.0,,C. Jefferson enters the game for B. Lopez,104,100
519,1OT,0:13.0,Personal foul by D. Williams (drawn by E. Bledsoe),,104,100
520,1OT,0:13.0,E. Bledsoe makes free throw 1 of 2,,105,100
521,1OT,0:13.0,,J. Jack enters the game for A. Anderson,105,100
522,1OT,0:13.0,,B. Lopez enters the game for C. Jefferson,105,100
523,1OT,0:13.0,E. Bledsoe makes free throw 2 of 2,,106,100
524,1OT,0:08.0,,J. Johnson misses 3-pt jump shot from 25 ft,106,100
525,1OT,0:06.0,Defensive rebound by B. Wright,,106,100
526,1OT,0:05.0,Personal foul by J. Jack (drawn by B. Wright),,106,100
527,1OT,0:05.0,,A. Anderson enters the game for J. Jack,106,100
528,1OT,0:05.0,B. Wright makes free throw 1 of 2,,107,100
529,1OT,0:05.0,B. Wright makes free throw 2 of 2,,108,100
530,1OT,0:00.0,,D. Williams misses 3-pt jump shot from 28 ft,108,100
531,1OT,0:00.0,,Offensive rebound by Team,108,100
