,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
137,2,5:48.0,,P. Mills misses 3-pt jump shot from 25 ft,51,43
138,2,5:47.0,,Offensive rebound by Team,51,43
139,2,5:47.0,,San Antonio full timeout,51,43
140,2,5:47.0,N. Hilário enters the game for K. Humphries,,51,43
141,2,5:38.0,,P. Mills misses 3-pt jump shot from 24 ft,51,43
142,2,5:37.0,,Offensive rebound by P. Mills,51,43
143,2,5:19.0,,P. Mills makes 2-pt jump shot from 9 ft,51,45
144,2,5:03.0,Turnover by R. Butler (bad pass; steal by K. Anderson),,51,45
145,2,4:57.0,,K. Anderson misses 2-pt layup at rim (block by R. Butler),51,45
146,2,4:57.0,,Offensive rebound by Team,51,45
147,2,4:57.0,B. Beal enters the game for R. Butler,,51,45
148,2,4:57.0,J. Wall enters the game for A. Miller,,51,45
149,2,4:53.0,,A. Baynes misses 2-pt jump shot from 11 ft,51,45
150,2,4:52.0,Defensive rebound by K. Séraphin,,51,45
151,2,4:38.0,Personal foul by B. Diaw (drawn by N. Hilário),,51,45
152,2,4:38.0,M. Gortat enters the game for K. Séraphin,,51,45
153,2,4:38.0,,D. Green enters the game for K. Anderson,51,45
154,2,4:38.0,,T. Duncan enters the game for B. Diaw,51,45
155,2,4:38.0,,M. Belinelli enters the game for M. Ginóbili,51,45
156,2,4:38.0,,T. Splitter enters the game for P. Mills,51,45
157,2,4:38.0,,C. Joseph enters the game for A. Baynes,51,45
158,2,4:29.0,N. Hilário misses 2-pt jump shot from 14 ft,,51,45
159,2,4:27.0,,Defensive rebound by M. Belinelli,51,45
160,2,4:06.0,,M. Belinelli misses 3-pt jump shot from 23 ft,51,45
161,2,4:05.0,,Offensive rebound by D. Green,51,45
162,2,3:53.0,,T. Splitter makes 2-pt jump shot from 6 ft (assist by C. Joseph),51,47
163,2,3:29.0,O. Porter makes 2-pt jump shot from 17 ft (assist by N. Hilário),,53,47
164,2,3:15.0,,Shooting block foul by N. Hilário (drawn by C. Joseph),53,47
165,2,3:15.0,,C. Joseph makes 2-pt layup from 1 ft,53,49
166,2,3:15.0,,C. Joseph makes free throw 1 of 1,53,50
167,2,3:03.0,Turnover by J. Wall (bad pass; steal by D. Green),,53,50
168,2,2:50.0,,Turnover by D. Green (step out of bounds),53,50
169,2,2:50.0,Washington full timeout,,53,50
170,2,2:50.0,,M. Ginóbili enters the game for M. Belinelli,53,50
171,2,2:36.0,O. Porter misses 3-pt jump shot from 25 ft,,53,50
172,2,2:35.0,,Defensive rebound by T. Duncan,53,50
173,2,2:27.0,,D. Green misses 3-pt jump shot from 27 ft,53,50
174,2,2:26.0,,Offensive rebound by D. Green,53,50
175,2,2:11.0,,T. Splitter makes 2-pt dunk at rim (assist by C. Joseph),53,52
176,2,1:45.0,Washington full timeout,,53,52
177,2,1:44.0,M. Gortat misses 3-pt jump shot from 28 ft,,53,52
178,2,1:44.0,Offensive rebound by Team,,53,52
179,2,1:44.0,Turnover by Team (shot clock),,53,52
180,2,1:31.0,,T. Duncan misses 2-pt layup from 2 ft,53,52
181,2,1:30.0,Defensive rebound by M. Gortat,,53,52
182,2,1:24.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,56,52
183,2,1:07.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,56,52
184,2,1:06.0,Defensive rebound by J. Wall,,56,52
185,2,0:58.0,M. Gortat misses 2-pt layup from 1 ft (block by T. Duncan),,56,52
186,2,0:57.0,,Defensive rebound by C. Joseph,56,52
187,2,0:51.0,,C. Joseph makes 2-pt layup from 2 ft,56,54
188,2,0:46.0,O. Porter makes 2-pt jump shot from 21 ft (assist by J. Wall),,58,54
189,2,0:31.0,,M. Ginóbili makes 2-pt jump shot from 6 ft,58,56
190,2,0:07.0,O. Porter misses 3-pt jump shot from 23 ft,,58,56
191,2,0:07.0,,Defensive rebound by Team,58,56
192,2,0:07.0,,M. Bonner enters the game for T. Splitter,58,56
193,2,0:07.0,R. Butler enters the game for N. Hilário,,58,56
194,2,0:00.0,,C. Joseph makes 2-pt jump shot from 19 ft,58,58
195,3,11:47.0,Turnover by N. Hilário (offensive foul),,58,58
196,3,11:47.0,Offensive foul by N. Hilário (drawn by D. Green),,58,58
197,3,11:39.0,,D. Green makes 2-pt layup from 1 ft (assist by T. Duncan),58,60
198,3,11:11.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by J. Wall),,60,60
199,3,10:49.0,,Turnover by T. Duncan (bad pass; steal by N. Hilário),60,60
200,3,10:41.0,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),,62,60
201,3,10:17.0,,T. Splitter makes 2-pt layup from 1 ft (assist by M. Ginóbili),62,62
202,3,9:49.0,J. Wall misses 3-pt jump shot from 24 ft,,62,62
203,3,9:48.0,,Defensive rebound by D. Green,62,62
204,3,9:42.0,,Offensive foul by T. Duncan (drawn by N. Hilário),62,62
205,3,9:42.0,,Turnover by T. Duncan (offensive foul),62,62
206,3,9:25.0,B. Beal misses 2-pt jump shot from 17 ft,,62,62
207,3,9:24.0,,Defensive rebound by T. Splitter,62,62
208,3,9:17.0,,C. Joseph misses 2-pt layup from 2 ft,62,62
209,3,9:15.0,,Offensive rebound by T. Duncan,62,62
210,3,9:12.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by T. Duncan),62,64
211,3,8:46.0,P. Pierce misses 3-pt jump shot from 24 ft,,62,64
212,3,8:45.0,,Defensive rebound by D. Green,62,64
213,3,8:39.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,62,64
214,3,8:38.0,Defensive rebound by M. Gortat,,62,64
215,3,8:34.0,Shooting foul by D. Green (drawn by B. Beal),,62,64
216,3,8:34.0,B. Beal makes free throw 1 of 2,,63,64
217,3,8:34.0,B. Beal misses free throw 2 of 2,,63,64
218,3,8:33.0,,Defensive rebound by T. Splitter,63,64
219,3,8:19.0,,T. Duncan makes 2-pt layup from 1 ft (assist by M. Ginóbili),63,66
220,3,8:00.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by B. Beal),,65,66
221,3,7:53.0,Violation by M. Gortat (kicked ball),,65,66
222,3,7:44.0,,D. Green misses 2-pt jump shot from 4 ft,65,66
223,3,7:43.0,Defensive rebound by M. Gortat,,65,66
224,3,7:40.0,Shooting foul by C. Joseph (drawn by P. Pierce),,65,66
225,3,7:40.0,P. Pierce makes free throw 1 of 2,,66,66
226,3,7:40.0,P. Pierce makes free throw 2 of 2,,67,66
227,3,7:20.0,,M. Ginóbili misses 2-pt jump shot from 17 ft,67,66
228,3,7:20.0,Defensive rebound by Team,,67,66
229,3,7:20.0,,B. Diaw enters the game for T. Splitter,67,66
230,3,7:05.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by B. Beal),,69,66
231,3,6:46.0,,T. Duncan misses 2-pt jump shot from 5 ft,69,66
232,3,6:45.0,Defensive rebound by J. Wall,,69,66
233,3,6:30.0,N. Hilário misses 2-pt jump shot from 13 ft,,69,66
234,3,6:29.0,,Defensive rebound by M. Ginóbili,69,66
235,3,6:24.0,,Turnover by M. Ginóbili (lost ball),69,66
236,3,6:24.0,,P. Mills enters the game for C. Joseph,69,66
237,3,6:08.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,71,66
238,3,6:04.0,,San Antonio full timeout,71,66
239,3,6:04.0,,M. Belinelli enters the game for M. Ginóbili,71,66
240,3,5:51.0,,San Antonio full timeout,71,66
241,3,5:43.0,Offensive charge foul by P. Mills (drawn by N. Hilário),,71,66
242,3,5:43.0,,Turnover by P. Mills (offensive foul),71,66
243,3,5:33.0,J. Wall makes 2-pt layup from 3 ft,,73,66
244,3,5:24.0,,Personal foul by J. Wall (drawn by M. Belinelli),73,66
245,3,5:13.0,,D. Green misses 3-pt jump shot from 24 ft,73,66
246,3,5:13.0,,Offensive rebound by Team,73,66
247,3,5:13.0,,Personal foul by N. Hilário (drawn by T. Duncan),73,66
248,3,5:13.0,K. Humphries enters the game for N. Hilário,,73,66
249,3,4:58.0,,B. Diaw makes 2-pt layup from 1 ft (assist by T. Duncan),73,68
250,3,4:34.0,Turnover by P. Pierce (lost ball),,73,68
251,3,4:18.0,,B. Diaw makes 2-pt hook shot from 6 ft,73,70
252,3,3:51.0,B. Beal misses 2-pt jump shot from 17 ft,,73,70
253,3,3:50.0,,Defensive rebound by T. Duncan,73,70
254,3,3:36.0,,B. Diaw makes 2-pt jump shot from 16 ft,73,72
255,3,3:20.0,M. Gortat misses 2-pt jump shot from 15 ft,,73,72
256,3,3:19.0,,Defensive rebound by T. Duncan,73,72
257,3,3:00.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by B. Diaw),73,74
258,3,2:52.0,Washington full timeout,,73,74
259,3,2:52.0,O. Porter enters the game for P. Pierce,,73,74
260,3,2:52.0,,M. Ginóbili enters the game for D. Green,73,74
261,3,2:52.0,,C. Joseph enters the game for P. Mills,73,74
262,3,2:32.0,Turnover by Team (shot clock),,73,74
263,3,2:32.0,,T. Splitter enters the game for T. Duncan,73,74
264,3,2:19.0,,Personal foul by K. Humphries (drawn by B. Diaw),73,74
265,3,2:05.0,,B. Diaw misses 2-pt layup from 1 ft (block by M. Gortat),73,74
266,3,2:04.0,Defensive rebound by K. Humphries,,73,74
267,3,1:58.0,B. Beal makes 2-pt layup at rim,,75,74
268,3,1:39.0,,T. Splitter makes 2-pt layup from 2 ft (assist by B. Diaw),75,76
269,3,1:27.0,K. Humphries makes 2-pt jump shot from 17 ft (assist by J. Wall),,77,76
270,3,1:05.0,,C. Joseph makes 2-pt layup from 2 ft,77,78
271,3,0:46.0,Turnover by B. Beal (lost ball; steal by M. Ginóbili),,77,78
272,3,0:41.0,,Turnover by M. Ginóbili (bad pass; steal by J. Wall),77,78
273,3,0:38.0,Shooting foul by M. Ginóbili (drawn by M. Gortat),,77,78
274,3,0:38.0,M. Gortat misses free throw 1 of 2,,77,78
275,3,0:38.0,Offensive rebound by Team,,77,78
276,3,0:38.0,R. Butler enters the game for B. Beal,,77,78
277,3,0:38.0,M. Gortat misses free throw 2 of 2,,77,78
278,3,0:37.0,,Defensive rebound by M. Belinelli,77,78
279,3,0:13.0,,M. Belinelli misses 2-pt jump shot from 21 ft,77,78
280,3,0:12.0,Defensive rebound by K. Humphries,,77,78
281,3,0:04.0,J. Wall misses 2-pt layup from 1 ft (block by C. Joseph),,77,78
282,3,0:03.0,Offensive rebound by Team,,77,78
283,3,0:03.0,K. Séraphin enters the game for M. Gortat,,77,78
284,3,0:01.0,R. Butler misses 2-pt jump shot from 15 ft,,77,78
285,3,0:00.0,Offensive rebound by Team,,77,78
286,4,11:49.0,,D. Green misses 3-pt jump shot from 23 ft,77,78
287,4,11:48.0,Defensive rebound by A. Miller,,77,78
288,4,11:32.0,O. Porter misses 2-pt jump shot from 8 ft,,77,78
289,4,11:32.0,,Defensive rebound by B. Diaw,77,78
290,4,11:14.0,,B. Diaw makes 2-pt jump shot from 16 ft (assist by T. Splitter),77,80
291,4,10:52.0,K. Séraphin makes 2-pt hook shot from 8 ft,,79,80
292,4,10:36.0,,T. Splitter makes 2-pt dunk at rim (assist by C. Joseph),79,82
293,4,10:11.0,K. Humphries misses 2-pt jump shot from 13 ft,,79,82
294,4,10:10.0,,Defensive rebound by B. Diaw,79,82
295,4,9:55.0,,B. Diaw makes 2-pt layup from 1 ft (assist by D. Green),79,84
296,4,9:55.0,Washington full timeout,,79,84
297,4,9:55.0,,P. Mills enters the game for C. Joseph,79,84
298,4,9:55.0,,M. Belinelli enters the game for M. Ginóbili,79,84
299,4,9:35.0,K. Séraphin misses 2-pt jump shot from 15 ft,,79,84
300,4,9:34.0,Offensive rebound by Team,,79,84
301,4,9:29.0,R. Butler misses 3-pt jump shot from 25 ft,,79,84
302,4,9:28.0,Offensive rebound by O. Porter,,79,84
303,4,9:23.0,Personal foul by M. Belinelli (drawn by O. Porter),,79,84
304,4,9:21.0,A. Miller misses 2-pt jump shot from 6 ft,,79,84
305,4,9:20.0,Offensive rebound by A. Miller,,79,84
306,4,9:19.0,A. Miller misses 2-pt jump shot from 3 ft,,79,84
307,4,9:17.0,Offensive rebound by K. Séraphin,,79,84
308,4,9:14.0,K. Séraphin misses 2-pt layup from 2 ft (block by T. Splitter),,79,84
309,4,9:11.0,Offensive rebound by R. Butler,,79,84
310,4,9:05.0,O. Porter makes 2-pt layup from 1 ft (assist by A. Miller),,81,84
311,4,8:45.0,,D. Green misses 2-pt layup at rim (block by R. Butler),81,84
312,4,8:44.0,,Offensive rebound by D. Green,81,84
313,4,8:40.0,,Turnover by Team (shot clock),81,84
314,4,8:26.0,K. Humphries makes 2-pt jump shot from 17 ft (assist by A. Miller),,83,84
315,4,8:13.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by T. Splitter),83,87
316,4,7:52.0,K. Humphries misses 2-pt layup from 2 ft,,83,87
317,4,7:51.0,,Defensive rebound by M. Belinelli,83,87
318,4,7:41.0,,M. Belinelli misses 2-pt jump shot from 5 ft,83,87
319,4,7:40.0,Defensive rebound by K. Humphries,,83,87
320,4,7:35.0,Personal foul by P. Mills (drawn by O. Porter),,83,87
321,4,7:35.0,N. Hilário enters the game for K. Humphries,,83,87
322,4,7:20.0,K. Séraphin misses 2-pt jump shot from 5 ft,,83,87
323,4,7:19.0,Offensive rebound by N. Hilário,,83,87
324,4,7:19.0,,T. Duncan enters the game for T. Splitter,83,87
325,4,7:19.0,,C. Joseph enters the game for P. Mills,83,87
326,4,7:01.0,A. Miller misses 2-pt layup from 2 ft,,83,87
327,4,7:00.0,,Defensive rebound by T. Duncan,83,87
328,4,6:45.0,,Personal foul by O. Porter (drawn by C. Joseph),83,87
329,4,6:45.0,,San Antonio full timeout,83,87
330,4,6:45.0,J. Wall enters the game for R. Butler,,83,87
331,4,6:45.0,B. Beal enters the game for A. Miller,,83,87
332,4,6:45.0,,M. Bonner enters the game for B. Diaw,83,87
333,4,6:36.0,,D. Green makes 2-pt layup from 1 ft,83,89
334,4,6:12.0,Shooting foul by T. Duncan (drawn by N. Hilário),,83,89
335,4,6:12.0,N. Hilário makes free throw 1 of 2,,84,89
336,4,6:12.0,N. Hilário makes free throw 2 of 2,,85,89
337,4,6:03.0,,M. Belinelli misses 2-pt jump shot from 3 ft (block by N. Hilário),85,89
338,4,6:03.0,,Offensive rebound by Team,85,89
339,4,5:59.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by M. Bonner),85,91
340,4,5:36.0,B. Beal makes 3-pt jump shot from 24 ft,,88,91
341,4,5:12.0,,C. Joseph misses 2-pt jump shot from 7 ft,88,91
342,4,5:11.0,Defensive rebound by K. Séraphin,,88,91
343,4,5:00.0,J. Wall misses 2-pt jump shot from 15 ft,,88,91
344,4,4:59.0,,Defensive rebound by M. Belinelli,88,91
345,4,4:48.0,,Shooting foul by B. Beal (drawn by M. Belinelli),88,91
346,4,4:48.0,,M. Belinelli makes free throw 1 of 2,88,92
347,4,4:48.0,,M. Ginóbili enters the game for D. Green,88,92
348,4,4:48.0,,B. Diaw enters the game for M. Bonner,88,92
349,4,4:48.0,,M. Belinelli makes free throw 2 of 2,88,93
350,4,4:32.0,B. Beal misses 2-pt jump shot from 20 ft,,88,93
351,4,4:31.0,,Defensive rebound by M. Belinelli,88,93
352,4,4:23.0,,Shooting foul by N. Hilário (drawn by M. Ginóbili),88,93
353,4,4:23.0,,M. Ginóbili misses free throw 1 of 2,88,93
354,4,4:23.0,,Offensive rebound by Team,88,93
355,4,4:23.0,,M. Ginóbili makes free throw 2 of 2,88,94
356,4,4:09.0,J. Wall misses 3-pt jump shot from 24 ft,,88,94
357,4,4:08.0,,Defensive rebound by M. Ginóbili,88,94
358,4,3:57.0,,Personal foul by N. Hilário (drawn by C. Joseph),88,94
359,4,3:48.0,,M. Belinelli misses 3-pt jump shot from 24 ft,88,94
360,4,3:47.0,,Offensive rebound by T. Duncan,88,94
361,4,3:44.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by M. Ginóbili),88,96
362,4,3:44.0,Washington full timeout,,88,96
363,4,3:44.0,M. Gortat enters the game for K. Séraphin,,88,96
364,4,3:44.0,,D. Green enters the game for M. Belinelli,88,96
365,4,3:34.0,Turnover by N. Hilário (lost ball; steal by T. Duncan),,88,96
366,4,3:14.0,,T. Duncan misses 2-pt jump shot from 12 ft,88,96
367,4,3:13.0,Defensive rebound by J. Wall,,88,96
368,4,2:58.0,N. Hilário misses 2-pt jump shot from 14 ft,,88,96
369,4,2:57.0,,Defensive rebound by D. Green,88,96
370,4,2:33.0,,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),88,98
371,4,2:15.0,,Violation by T. Duncan (kicked ball),88,98
372,4,2:01.0,Turnover by Team (shot clock),,88,98
373,4,1:45.0,,Shooting foul by B. Beal (drawn by T. Duncan),88,98
374,4,1:45.0,,T. Duncan misses free throw 1 of 2,88,98
375,4,1:45.0,,Offensive rebound by Team,88,98
376,4,1:45.0,R. Butler enters the game for N. Hilário,,88,98
377,4,1:45.0,,M. Belinelli enters the game for B. Diaw,88,98
378,4,1:45.0,,T. Duncan misses free throw 2 of 2,88,98
379,4,1:43.0,Defensive rebound by M. Gortat,,88,98
380,4,1:34.0,Personal foul by M. Ginóbili (drawn by M. Gortat),,88,98
381,4,1:22.0,B. Beal misses 2-pt layup from 2 ft (block by C. Joseph),,88,98
382,4,1:20.0,,Defensive rebound by M. Ginóbili,88,98
383,4,0:58.0,,T. Duncan misses 2-pt jump shot from 5 ft,88,98
