,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DENVER_ACTION,PHOENIX_SCORE,DENVER_SCORE
27,1,7:59.0,Shooting foul by A. Afflalo (drawn by G. Dragić),,4,10
28,1,7:59.0,G. Dragić misses free throw 1 of 2,,4,10
29,1,7:59.0,Offensive rebound by Team,,4,10
30,1,7:59.0,G. Dragić makes free throw 2 of 2,,5,10
31,1,7:42.0,Offensive charge foul by W. Chandler (drawn by M. Morris),,5,10
32,1,7:42.0,,Turnover by W. Chandler (offensive foul),5,10
33,1,7:32.0,Offensive foul by M. Plumlee (drawn by T. Lawson),,5,10
34,1,7:32.0,Turnover by M. Plumlee (offensive foul),,5,10
35,1,7:13.0,,A. Afflalo misses 2-pt jump shot from 8 ft,5,10
36,1,7:12.0,Defensive rebound by G. Dragić,,5,10
37,1,7:06.0,G. Dragić makes 2-pt layup at rim,,7,10
38,1,6:59.0,,T. Lawson misses 2-pt layup from 2 ft (block by M. Morris),7,10
39,1,6:58.0,,Offensive rebound by Team,7,10
40,1,6:58.0,,J. Hickson enters the game for K. Faried,7,10
41,1,6:50.0,,J. Hickson misses 2-pt jump shot from 5 ft,7,10
42,1,6:49.0,,Offensive rebound by J. Hickson,7,10
43,1,6:44.0,,J. Hickson makes 2-pt layup from 2 ft,7,12
44,1,6:32.0,M. Morris misses 2-pt jump shot from 10 ft,,7,12
45,1,6:31.0,,Defensive rebound by W. Chandler,7,12
46,1,6:18.0,,Personal foul by M. Morris (drawn by W. Chandler),7,12
47,1,6:15.0,Violation by M. Morris (kicked ball),,7,12
48,1,5:59.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Hickson),7,15
49,1,5:47.0,G. Dragić misses 3-pt jump shot from 22 ft,,7,15
50,1,5:45.0,,Defensive rebound by W. Chandler,7,15
51,1,5:44.0,,Personal foul by M. Morris (drawn by T. Mozgov),7,15
52,1,5:44.0,A. Len enters the game for M. Plumlee,,7,15
53,1,5:44.0,P. Tucker enters the game for M. Morris,,7,15
54,1,5:33.0,,T. Lawson misses 2-pt jump shot from 16 ft,7,15
55,1,5:31.0,Defensive rebound by P. Tucker,,7,15
56,1,5:25.0,Turnover by P. Tucker (step out of bounds),,7,15
57,1,5:14.0,,Shooting foul by G. Dragić (drawn by A. Afflalo),7,15
58,1,5:14.0,,A. Afflalo misses free throw 1 of 2,7,15
59,1,5:14.0,,Offensive rebound by Team,7,15
60,1,5:14.0,,A. Afflalo makes free throw 2 of 2,7,16
61,1,4:58.0,M. Morris misses 3-pt jump shot from 25 ft,,7,16
62,1,4:57.0,,Defensive rebound by T. Mozgov,7,16
63,1,4:48.0,,W. Chandler misses 3-pt jump shot from 24 ft,7,16
64,1,4:47.0,,Offensive rebound by W. Chandler,7,16
65,1,4:44.0,,W. Chandler misses 2-pt jump shot from 7 ft,7,16
66,1,4:43.0,Defensive rebound by A. Len,,7,16
67,1,4:23.0,E. Bledsoe makes 2-pt jump shot from 9 ft,,9,16
68,1,4:08.0,,T. Mozgov misses 2-pt jump shot from 17 ft,9,16
69,1,4:06.0,Defensive rebound by M. Morris,,9,16
70,1,3:55.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by M. Morris),,12,16
71,1,3:37.0,Violation by M. Morris (kicked ball),,12,16
72,1,3:37.0,,G. Harris enters the game for A. Afflalo,12,16
73,1,3:37.0,G. Green enters the game for G. Dragić,,12,16
74,1,3:36.0,,Personal foul by P. Tucker (drawn by T. Lawson),12,16
75,1,3:24.0,,T. Lawson makes 2-pt jump shot from 15 ft,12,18
76,1,3:13.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,15,18
77,1,3:02.0,,T. Lawson misses 3-pt jump shot from 25 ft,15,18
78,1,2:59.0,,Offensive rebound by J. Hickson,15,18
79,1,2:50.0,,J. Hickson makes 2-pt dunk at rim (assist by T. Lawson),15,20
80,1,2:30.0,M. Morris misses 2-pt layup from 2 ft,,15,20
81,1,2:28.0,,Defensive rebound by T. Lawson,15,20
82,1,2:26.0,,Shooting foul by A. Len (drawn by T. Mozgov),15,20
83,1,2:26.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by T. Lawson),15,22
84,1,2:26.0,,Denver full timeout,15,22
85,1,2:26.0,,D. Gallinari enters the game for W. Chandler,15,22
86,1,2:26.0,,T. Mozgov makes free throw 1 of 1,15,23
87,1,2:05.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,15,23
88,1,2:03.0,,Defensive rebound by G. Harris,15,23
89,1,1:57.0,,G. Harris misses 3-pt jump shot from 24 ft,15,23
90,1,1:55.0,Defensive rebound by A. Len,,15,23
91,1,1:41.0,G. Green misses 2-pt jump shot from 18 ft,,15,23
92,1,1:39.0,,Defensive rebound by D. Gallinari,15,23
93,1,1:31.0,,T. Mozgov makes 2-pt dunk at rim (assist by D. Gallinari),15,25
94,1,1:26.0,Turnover by G. Green (bad pass; steal by T. Lawson),,15,25
95,1,1:21.0,,T. Lawson makes 2-pt layup from 1 ft,15,27
96,1,1:20.0,Turnover by E. Bledsoe (bad pass; steal by G. Harris),,15,27
97,1,1:19.0,,Turnover by G. Harris (step out of bounds),15,27
98,1,1:05.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,15,27
99,1,1:04.0,Offensive rebound by A. Len,,15,27
100,1,1:03.0,A. Len misses 2-pt layup at rim (block by T. Mozgov),,15,27
101,1,1:02.0,Offensive rebound by Team,,15,27
102,1,0:55.0,Shooting foul by T. Mozgov (drawn by G. Green),,15,27
103,1,0:55.0,G. Green makes free throw 1 of 2,,16,27
104,1,0:55.0,T. Warren enters the game for M. Morris,,16,27
105,1,0:55.0,G. Green makes free throw 2 of 2,,17,27
106,1,0:42.0,,D. Gallinari misses 2-pt jump shot from 5 ft,17,27
107,1,0:41.0,,Offensive rebound by D. Gallinari,17,27
108,1,0:40.0,,D. Gallinari makes 2-pt jump shot from 4 ft,17,29
109,1,0:40.0,,Shooting foul by T. Warren (drawn by D. Gallinari),17,29
110,1,0:40.0,,D. Gallinari makes free throw 1 of 1,17,30
111,1,0:31.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,19,30
112,1,0:20.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by T. Mozgov),19,33
113,1,0:05.0,G. Green makes 3-pt jump shot from 26 ft,,22,33
114,1,0:00.0,,T. Lawson misses 3-pt jump shot from 27 ft (block by E. Bledsoe),22,33
115,1,0:00.0,,Offensive rebound by Team,22,33
116,2,11:47.0,,G. Harris misses 2-pt jump shot from 4 ft,22,33
117,2,11:46.0,Defensive rebound by A. Len,,22,33
118,2,11:35.0,G. Green misses 2-pt jump shot from 20 ft,,22,33
119,2,11:34.0,,Defensive rebound by J. Hickson,22,33
120,2,11:28.0,,N. Robinson misses 2-pt jump shot from 16 ft,22,33
121,2,11:27.0,,Offensive rebound by Team,22,33
122,2,11:27.0,M. Plumlee enters the game for A. Len,,22,33
123,2,11:20.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Hickson),22,36
124,2,11:02.0,Shooting foul by G. Harris (drawn by M. Plumlee),,22,36
125,2,11:02.0,M. Plumlee misses free throw 1 of 2,,22,36
126,2,11:02.0,Offensive rebound by Team,,22,36
127,2,11:02.0,M. Plumlee misses free throw 2 of 2,,22,36
128,2,11:00.0,,Defensive rebound by D. Gallinari,22,36
129,2,10:38.0,,D. Gallinari makes 2-pt jump shot from 22 ft,22,38
130,2,10:25.0,G. Dragić makes 2-pt layup at rim (assist by G. Green),,24,38
131,2,10:12.0,,N. Robinson makes 2-pt jump shot from 16 ft,24,40
132,2,10:06.0,Phoenix full timeout,,24,40
133,2,9:57.0,G. Green misses 3-pt jump shot from 24 ft,,24,40
134,2,9:55.0,,Defensive rebound by N. Robinson,24,40
135,2,9:41.0,,G. Harris makes 2-pt jump shot from 17 ft,24,42
136,2,9:22.0,G. Green makes 3-pt jump shot from 24 ft (assist by G. Dragić),,27,42
137,2,9:12.0,,Shooting foul by M. Plumlee (drawn by J. Hickson),27,42
138,2,9:12.0,,J. Hickson makes free throw 1 of 2,27,43
139,2,9:12.0,,J. Hickson makes free throw 2 of 2,27,44
140,2,8:52.0,T. Warren misses 2-pt jump shot from 22 ft,,27,44
141,2,8:50.0,,Defensive rebound by G. Harris,27,44
142,2,8:47.0,,Personal foul by T. Warren (drawn by D. Gallinari),27,44
143,2,8:37.0,,J. Hickson misses 2-pt jump shot from 4 ft,27,44
144,2,8:36.0,,Offensive rebound by D. Arthur,27,44
145,2,8:35.0,,D. Arthur makes 2-pt dunk at rim,27,46
146,2,8:19.0,Shooting foul by D. Arthur (drawn by P. Tucker),,27,46
147,2,8:19.0,P. Tucker makes free throw 1 of 2,,28,46
148,2,8:19.0,P. Tucker misses free throw 2 of 2,,28,46
149,2,8:17.0,,Defensive rebound by J. Hickson,28,46
150,2,7:58.0,,J. Hickson misses 2-pt jump shot from 12 ft,28,46
151,2,7:56.0,Defensive rebound by T. Warren,,28,46
152,2,7:49.0,Def 3 sec tech foul by J. Hickson,,28,46
153,2,7:49.0,G. Green makes technical free throw,,29,46
154,2,7:49.0,,K. Faried enters the game for J. Hickson,29,46
155,2,7:41.0,G. Green misses 2-pt jump shot from 20 ft,,29,46
156,2,7:40.0,,Defensive rebound by D. Arthur,29,46
157,2,7:28.0,,N. Robinson misses 2-pt layup from 2 ft,29,46
158,2,7:27.0,Defensive rebound by M. Plumlee,,29,46
159,2,7:18.0,T. Warren makes 3-pt jump shot from 24 ft (assist by P. Tucker),,32,46
160,2,7:05.0,,Offensive foul by N. Robinson (drawn by T. Warren),32,46
161,2,7:05.0,,Turnover by N. Robinson (offensive foul),32,46
162,2,6:48.0,G. Green misses 2-pt jump shot from 5 ft,,32,46
163,2,6:46.0,,Defensive rebound by K. Faried,32,46
164,2,6:37.0,,N. Robinson makes 2-pt jump shot from 15 ft,32,48
165,2,6:27.0,G. Dragić misses 2-pt layup from 1 ft,,32,48
166,2,6:25.0,,Defensive rebound by D. Arthur,32,48
167,2,6:21.0,,N. Robinson misses 3-pt jump shot from 25 ft,32,48
168,2,6:20.0,,Offensive rebound by K. Faried,32,48
169,2,6:18.0,,K. Faried makes 2-pt layup from 1 ft,32,50
170,2,6:09.0,,Offensive charge foul by T. Warren (drawn by D. Gallinari),32,50
171,2,6:09.0,Turnover by T. Warren (offensive foul),,32,50
172,2,6:09.0,M. Morris enters the game for M. Plumlee,,32,50
173,2,6:09.0,M. Morris enters the game for P. Tucker,,32,50
174,2,6:09.0,E. Bledsoe enters the game for T. Warren,,32,50
175,2,6:09.0,,T. Lawson enters the game for G. Harris,32,50
176,2,5:58.0,,Shooting foul by M. Morris (drawn by K. Faried),32,50
177,2,5:58.0,Official timeout,,32,50
178,2,5:58.0,P. Tucker enters the game for M. Morris,,32,50
179,2,5:58.0,,K. Faried makes free throw 1 of 2,32,51
180,2,5:58.0,,K. Faried makes free throw 2 of 2,32,52
181,2,5:40.0,G. Dragić misses 3-pt jump shot from 27 ft,,32,52
182,2,5:39.0,,Defensive rebound by D. Gallinari,32,52
183,2,5:18.0,,N. Robinson misses 2-pt jump shot from 12 ft,32,52
184,2,5:17.0,,Offensive rebound by K. Faried,32,52
185,2,5:16.0,,K. Faried misses 2-pt layup from 2 ft,32,52
186,2,5:15.0,Defensive rebound by P. Tucker,,32,52
187,2,5:15.0,Personal foul by T. Lawson (drawn by G. Dragić),,32,52
188,2,5:15.0,,A. Afflalo enters the game for D. Gallinari,32,52
189,2,5:15.0,,W. Chandler enters the game for D. Arthur,32,52
190,2,5:15.0,,T. Mozgov enters the game for N. Robinson,32,52
191,2,5:08.0,M. Morris misses 2-pt jump shot from 16 ft,,32,52
192,2,5:06.0,Offensive rebound by P. Tucker,,32,52
193,2,4:59.0,G. Green makes 2-pt layup at rim,,34,52
194,2,4:59.0,Shooting foul by T. Mozgov (drawn by G. Green),,34,52
195,2,4:59.0,G. Green makes free throw 1 of 1,,35,52
196,2,4:59.0,,Inbound foul by E. Bledsoe,35,52
197,2,4:59.0,,T. Lawson misses free throw 1 of 2,35,52
198,2,4:59.0,,Offensive rebound by Team,35,52
199,2,4:59.0,,T. Lawson makes free throw 2 of 2,35,53
200,2,4:45.0,E. Bledsoe makes 2-pt layup from 1 ft,,37,53
201,2,4:32.0,,Shooting foul by E. Bledsoe (drawn by T. Lawson),37,53
202,2,4:32.0,,T. Lawson makes free throw 1 of 2,37,54
203,2,4:32.0,,D. Arthur enters the game for T. Mozgov,37,54
204,2,4:32.0,,T. Lawson makes free throw 2 of 2,37,55
205,2,4:16.0,Turnover by E. Bledsoe (bad pass; steal by D. Arthur),,37,55
206,2,3:59.0,,T. Lawson misses 2-pt jump shot from 16 ft,37,55
207,2,3:58.0,,Offensive rebound by W. Chandler,37,55
208,2,3:58.0,,W. Chandler misses 2-pt tip-in from 1 ft,37,55
209,2,3:56.0,,Offensive rebound by W. Chandler,37,55
210,2,3:53.0,,Turnover by W. Chandler (bad pass; steal by M. Morris),37,55
211,2,3:47.0,Shooting foul by A. Afflalo (drawn by E. Bledsoe),,37,55
212,2,3:47.0,E. Bledsoe makes free throw 1 of 2,,38,55
213,2,3:47.0,E. Bledsoe makes free throw 2 of 2,,39,55
214,2,3:29.0,,Turnover by K. Faried (lost ball; steal by M. Morris),39,55
215,2,3:23.0,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),,41,55
216,2,3:19.0,,Denver full timeout,41,55
217,2,3:11.0,,Personal foul by G. Dragić (drawn by A. Afflalo),41,55
218,2,3:11.0,,A. Afflalo makes free throw 1 of 2,41,56
219,2,3:11.0,,A. Afflalo makes free throw 2 of 2,41,57
220,2,3:03.0,Offensive foul by M. Morris (drawn by A. Afflalo),,41,57
221,2,3:03.0,Turnover by M. Morris (offensive foul),,41,57
222,2,3:03.0,Technical foul by Team,,41,57
223,2,3:03.0,,A. Afflalo makes technical free throw,41,58
224,2,2:51.0,,A. Afflalo makes 2-pt jump shot from 7 ft (assist by T. Lawson),41,60
225,2,2:37.0,Inbound foul by D. Arthur,,41,60
226,2,2:37.0,P. Tucker misses free throw 1 of 2,,41,60
227,2,2:37.0,Offensive rebound by Team,,41,60
228,2,2:37.0,P. Tucker makes free throw 2 of 2,,42,60
229,2,2:37.0,Violation by Team (delay of game),,42,60
230,2,2:19.0,,D. Arthur makes 2-pt layup from 2 ft (assist by T. Lawson),42,62
231,2,1:59.0,G. Dragić misses 2-pt jump shot from 16 ft,,42,62
232,2,1:56.0,,Defensive rebound by K. Faried,42,62
233,2,1:41.0,,D. Arthur makes 2-pt layup at rim (assist by T. Lawson),42,64
234,2,1:25.0,Shooting block foul by D. Arthur (drawn by M. Morris),,42,64
235,2,1:25.0,M. Morris makes 2-pt jump shot from 6 ft (assist by E. Bledsoe),,44,64
236,2,1:25.0,,J. Hickson enters the game for D. Arthur,44,64
237,2,1:25.0,M. Morris makes free throw 1 of 1,,45,64
238,2,1:05.0,,A. Afflalo misses 2-pt jump shot from 8 ft (block by M. Morris),45,64
239,2,1:04.0,Defensive rebound by M. Morris,,45,64
240,2,1:00.0,Shooting foul by W. Chandler (drawn by E. Bledsoe),,45,64
241,2,1:00.0,E. Bledsoe makes free throw 1 of 2,,46,64
242,2,1:00.0,E. Bledsoe makes free throw 2 of 2,,47,64
243,2,0:36.0,,T. Lawson misses 3-pt jump shot from 25 ft,47,64
244,2,0:34.0,Defensive rebound by E. Bledsoe,,47,64
245,2,0:28.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,47,64
246,2,0:27.0,,Defensive rebound by K. Faried,47,64
247,2,0:26.0,,Personal foul by G. Dragić (drawn by K. Faried),47,64
248,2,0:26.0,,K. Faried makes free throw 1 of 2,47,65
249,2,0:26.0,,K. Faried makes free throw 2 of 2,47,66
250,2,0:02.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,47,66
251,2,0:01.0,,Defensive rebound by J. Hickson,47,66
252,3,11:37.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by A. Afflalo),47,69
253,3,11:07.0,M. Morris makes 2-pt jump shot from 22 ft,,49,69
254,3,10:51.0,,A. Afflalo makes 2-pt jump shot from 18 ft (assist by T. Lawson),49,71
255,3,10:35.0,E. Bledsoe makes 2-pt jump shot from 8 ft (assist by G. Dragić),,51,71
256,3,10:07.0,,T. Mozgov makes 2-pt jump shot from 19 ft (assist by T. Lawson),51,73
257,3,10:07.0,,Away from play foul by M. Morris (drawn by K. Faried),51,73
258,3,10:07.0,,K. Faried makes free throw 1 of 1,51,74
259,3,9:54.0,M. Morris makes 2-pt layup at rim,,53,74
260,3,9:54.0,Technical foul by M. Morris,,53,74
261,3,9:54.0,,A. Afflalo makes technical free throw,53,75
262,3,9:35.0,,W. Chandler misses 3-pt jump shot from 26 ft,53,75
263,3,9:34.0,Defensive rebound by E. Bledsoe,,53,75
264,3,9:29.0,Turnover by G. Dragić (lost ball; steal by W. Chandler),,53,75
265,3,9:26.0,,Turnover by T. Lawson (traveling),53,75
266,3,9:11.0,M. Morris makes 2-pt jump shot from 11 ft (assist by M. Morris),,55,75
267,3,8:47.0,,A. Afflalo misses 2-pt jump shot from 4 ft,55,75
268,3,8:45.0,Defensive rebound by M. Morris,,55,75
269,3,8:35.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,55,75
270,3,8:34.0,,Defensive rebound by A. Afflalo,55,75
271,3,8:27.0,,Personal foul by M. Plumlee (drawn by T. Mozgov),55,75
272,3,8:21.0,,Personal foul by G. Dragić (drawn by T. Lawson),55,75
273,3,8:12.0,G. Green enters the game for G. Dragić,,55,75
274,3,8:10.0,,Shooting foul by M. Morris (drawn by T. Mozgov),55,75
275,3,8:10.0,,T. Mozgov makes free throw 1 of 2,55,76
276,3,8:10.0,,T. Mozgov makes free throw 2 of 2,55,77
277,3,8:03.0,Personal foul by W. Chandler (drawn by M. Morris),,55,77
278,3,7:48.0,Turnover by M. Plumlee (traveling),,55,77
279,3,7:35.0,,T. Lawson misses 2-pt jump shot from 16 ft,55,77
280,3,7:34.0,Defensive rebound by M. Morris,,55,77
281,3,7:33.0,Personal foul by K. Faried (drawn by M. Morris),,55,77
282,3,7:17.0,Personal foul by T. Lawson (drawn by M. Morris),,55,77
283,3,7:08.0,M. Plumlee misses 2-pt layup from 2 ft (block by T. Mozgov),,55,77
284,3,7:07.0,Offensive rebound by M. Morris,,55,77
285,3,7:06.0,Shooting foul by T. Mozgov (drawn by M. Morris),,55,77
286,3,7:06.0,M. Morris makes free throw 1 of 2,,56,77
287,3,7:06.0,M. Morris makes free throw 2 of 2,,57,77
288,3,6:55.0,,K. Faried misses 2-pt hook shot from 4 ft,57,77
289,3,6:54.0,,Offensive rebound by K. Faried,57,77
290,3,6:47.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by T. Lawson),57,80
291,3,6:36.0,E. Bledsoe misses 2-pt jump shot from 6 ft,,57,80
292,3,6:35.0,Offensive rebound by E. Bledsoe,,57,80
293,3,6:32.0,M. Morris misses 3-pt jump shot from 24 ft,,57,80
294,3,6:30.0,,Defensive rebound by A. Afflalo,57,80
295,3,6:17.0,,K. Faried makes 2-pt layup from 2 ft,57,82
296,3,6:16.0,Personal foul by T. Lawson (drawn by E. Bledsoe),,57,82
297,3,6:16.0,E. Bledsoe makes free throw 1 of 2,,58,82
298,3,6:16.0,A. Len enters the game for M. Plumlee,,58,82
299,3,6:16.0,E. Bledsoe makes free throw 2 of 2,,59,82
300,3,6:03.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),59,85
301,3,5:53.0,M. Morris misses 2-pt layup from 2 ft,,59,85
302,3,5:52.0,Offensive rebound by Team,,59,85
303,3,5:52.0,P. Tucker enters the game for M. Morris,,59,85
304,3,5:52.0,,Denver full timeout,59,85
305,3,5:49.0,G. Green misses 3-pt jump shot from 24 ft,,59,85
306,3,5:48.0,,Defensive rebound by K. Faried,59,85
307,3,5:36.0,,Shooting foul by G. Green (drawn by A. Afflalo),59,85
308,3,5:36.0,,A. Afflalo makes free throw 1 of 3,59,86
309,3,5:36.0,,A. Afflalo makes free throw 2 of 3,59,87
310,3,5:36.0,,A. Afflalo makes free throw 3 of 3,59,88
311,3,5:28.0,Personal block foul by K. Faried (drawn by E. Bledsoe),,59,88
312,3,5:28.0,E. Bledsoe makes free throw 1 of 2,,60,88
313,3,5:28.0,E. Bledsoe makes free throw 2 of 2,,61,88
314,3,5:11.0,,A. Afflalo makes 2-pt jump shot from 21 ft (assist by T. Lawson),61,90
315,3,4:59.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,61,90
316,3,4:57.0,,Defensive rebound by T. Lawson,61,90
317,3,4:46.0,,K. Faried misses 2-pt jump shot from 16 ft,61,90
318,3,4:45.0,Defensive rebound by M. Morris,,61,90
319,3,4:33.0,G. Green misses 3-pt jump shot from 24 ft,,61,90
320,3,4:32.0,,Defensive rebound by W. Chandler,61,90
321,3,4:23.0,,Turnover by T. Mozgov (bad pass),61,90
322,3,4:23.0,,J. Hickson enters the game for K. Faried,61,90
323,3,4:23.0,T. Warren enters the game for M. Morris,,61,90
324,3,4:08.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,64,90
325,3,3:55.0,,J. Hickson misses 2-pt layup from 2 ft,64,90
326,3,3:54.0,,Offensive rebound by T. Mozgov,64,90
327,3,3:53.0,,Shooting foul by T. Warren (drawn by T. Mozgov),64,90
328,3,3:53.0,,T. Mozgov makes free throw 1 of 2,64,91
329,3,3:53.0,,T. Mozgov makes free throw 2 of 2,64,92
330,3,3:41.0,E. Bledsoe misses 2-pt layup from 2 ft,,64,92
331,3,3:40.0,,Defensive rebound by J. Hickson,64,92
332,3,3:25.0,,Personal foul by G. Green (drawn by A. Afflalo),64,92
333,3,3:25.0,,A. Afflalo misses free throw 1 of 2,64,92
334,3,3:25.0,,Offensive rebound by Team,64,92
335,3,3:25.0,,D. Arthur enters the game for T. Mozgov,64,92
336,3,3:25.0,A. Goodwin enters the game for G. Green,,64,92
337,3,3:25.0,,A. Afflalo makes free throw 2 of 2,64,93
338,3,3:12.0,P. Tucker misses 3-pt jump shot from 24 ft,,64,93
339,3,3:11.0,,Defensive rebound by A. Afflalo,64,93
340,3,3:04.0,,Turnover by A. Afflalo (bad pass),64,93
341,3,3:00.0,Turnover by E. Bledsoe (bad pass; steal by W. Chandler),,64,93
342,3,2:59.0,,Personal foul by A. Goodwin (drawn by A. Afflalo),64,93
343,3,2:59.0,Phoenix full timeout,,64,93
344,3,2:59.0,A. Tolliver enters the game for E. Bledsoe,,64,93
345,3,2:59.0,T. Ennis enters the game for P. Tucker,,64,93
346,3,2:59.0,,A. Afflalo makes free throw 1 of 2,64,94
347,3,2:59.0,,A. Afflalo makes free throw 2 of 2,64,95
348,3,2:45.0,A. Goodwin misses 2-pt layup from 2 ft,,64,95
349,3,2:44.0,Offensive rebound by A. Goodwin,,64,95
350,3,2:44.0,A. Goodwin makes 2-pt tip-in from 2 ft,,66,95
351,3,2:30.0,,T. Lawson makes 2-pt jump shot from 13 ft,66,97
352,3,2:14.0,T. Warren makes 2-pt jump shot from 16 ft (assist by T. Ennis),,68,97
353,3,2:02.0,Offensive charge foul by J. Hickson (drawn by A. Tolliver),,68,97
354,3,2:02.0,,Turnover by J. Hickson (offensive foul),68,97
355,3,2:02.0,,G. Harris enters the game for A. Afflalo,68,97
356,3,2:02.0,,D. Gallinari enters the game for W. Chandler,68,97
357,3,1:52.0,A. Goodwin misses 2-pt layup from 2 ft,,68,97
358,3,1:51.0,,Defensive rebound by J. Hickson,68,97
359,3,1:51.0,,Personal foul by A. Len (drawn by J. Hickson),68,97
360,3,1:51.0,,J. Hickson makes free throw 1 of 2,68,98
361,3,1:51.0,,N. Robinson enters the game for T. Lawson,68,98
362,3,1:51.0,,J. Hickson makes free throw 2 of 2,68,99
363,3,1:38.0,Turnover by T. Ennis (bad pass; steal by J. Hickson),,68,99
364,3,1:25.0,,J. Hickson misses 2-pt hook shot from 5 ft,68,99
365,3,1:24.0,Defensive rebound by A. Len,,68,99
366,3,1:15.0,A. Tolliver misses 3-pt jump shot from 26 ft,,68,99
367,3,1:13.0,,Defensive rebound by J. Hickson,68,99
368,3,0:48.0,T. Warren misses 2-pt jump shot from 7 ft,,68,99
369,3,0:46.0,,Defensive rebound by J. Hickson,68,99
370,3,0:39.0,,G. Harris misses 2-pt jump shot from 15 ft,68,99
371,3,0:38.0,Defensive rebound by A. Len,,68,99
372,3,0:33.0,Shooting foul by J. Hickson (drawn by A. Goodwin),,68,99
373,3,0:33.0,A. Goodwin makes free throw 1 of 2,,69,99
374,3,0:33.0,A. Goodwin makes free throw 2 of 2,,70,99
375,3,0:10.0,,D. Gallinari misses 3-pt jump shot from 24 ft,70,99
376,3,0:09.0,Defensive rebound by A. Len,,70,99
377,3,0:01.0,A. Tolliver misses 3-pt jump shot from 23 ft,,70,99
378,3,0:00.0,Offensive rebound by Team,,70,99
379,4,11:39.0,A. Goodwin misses 2-pt jump shot from 7 ft,,70,99
380,4,11:37.0,,Defensive rebound by D. Gallinari,70,99
381,4,11:25.0,,Turnover by D. Arthur (bad pass; steal by A. Tolliver),70,99
382,4,11:11.0,T. Ennis misses 3-pt jump shot from 24 ft,,70,99
383,4,11:10.0,,Defensive rebound by J. Hickson,70,99
384,4,10:52.0,,J. Hickson misses 2-pt jump shot from 17 ft,70,99
385,4,10:50.0,Defensive rebound by T. Ennis,,70,99
386,4,10:46.0,T. Ennis makes 2-pt layup from 1 ft,,72,99
387,4,10:23.0,,J. Hickson makes 2-pt jump shot from 17 ft (assist by G. Harris),72,101
388,4,10:05.0,T. Warren makes 2-pt jump shot from 9 ft,,74,101
