,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
28,1,6:47.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by T. Duncan),16,18
29,1,6:31.0,K. Irving misses 2-pt jump shot from 13 ft,,16,18
30,1,6:30.0,,Defensive rebound by D. Green,16,18
31,1,6:25.0,,D. Green misses 3-pt jump shot from 25 ft,16,18
32,1,6:24.0,,Offensive rebound by K. Leonard,16,18
33,1,6:17.0,,T. Splitter misses 2-pt layup from 2 ft,16,18
34,1,6:16.0,,Offensive rebound by T. Duncan,16,18
35,1,6:16.0,,T. Duncan makes 2-pt dunk at rim,16,20
36,1,6:04.0,L. James makes 2-pt jump shot from 18 ft,,18,20
37,1,6:03.0,,San Antonio full timeout,18,20
38,1,6:03.0,,M. Ginóbili enters the game for D. Green,18,20
39,1,6:03.0,,B. Diaw enters the game for T. Splitter,18,20
40,1,5:36.0,,K. Leonard misses 3-pt jump shot from 23 ft,18,20
41,1,5:35.0,Defensive rebound by J. Smith,,18,20
42,1,5:28.0,L. James misses 3-pt jump shot from 25 ft,,18,20
43,1,5:27.0,,Defensive rebound by B. Diaw,18,20
44,1,5:20.0,,B. Diaw misses 3-pt jump shot from 24 ft,18,20
45,1,5:18.0,Defensive rebound by K. Irving,,18,20
46,1,4:59.0,T. Mozgov makes 2-pt layup from 1 ft (assist by L. James),,20,20
47,1,4:40.0,,B. Diaw misses 3-pt jump shot from 25 ft,20,20
48,1,4:39.0,Defensive rebound by J. Smith,,20,20
49,1,4:24.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,22,20
50,1,4:15.0,,T. Parker makes 2-pt layup from 4 ft,22,22
51,1,4:08.0,Cleveland full timeout,,22,22
52,1,4:08.0,I. Shumpert enters the game for L. James,,22,22
53,1,4:04.0,Shooting foul by T. Duncan (drawn by K. Love),,22,22
54,1,4:04.0,K. Love makes free throw 1 of 2,,23,22
55,1,4:04.0,,M. Belinelli enters the game for K. Leonard,23,22
56,1,4:04.0,K. Love makes free throw 2 of 2,,24,22
57,1,3:49.0,,T. Duncan makes 2-pt layup from 1 ft (assist by M. Ginóbili),24,24
58,1,3:36.0,K. Irving makes 2-pt jump shot from 6 ft,,26,24
59,1,3:18.0,,T. Parker misses 2-pt jump shot from 6 ft,26,24
60,1,3:17.0,Defensive rebound by T. Mozgov,,26,24
61,1,3:02.0,T. Mozgov misses 2-pt jump shot from 8 ft,,26,24
62,1,3:01.0,,Defensive rebound by M. Ginóbili,26,24
63,1,2:54.0,,Turnover by T. Parker (lost ball; steal by K. Irving),26,24
64,1,2:46.0,I. Shumpert misses 3-pt jump shot from 22 ft,,26,24
65,1,2:45.0,,Defensive rebound by T. Parker,26,24
66,1,2:40.0,,T. Parker misses 2-pt layup from 2 ft,26,24
67,1,2:39.0,,Offensive rebound by M. Belinelli,26,24
68,1,2:39.0,,M. Belinelli misses 2-pt layup from 1 ft,26,24
69,1,2:38.0,Defensive rebound by I. Shumpert,,26,24
70,1,2:23.0,K. Love misses 2-pt layup from 3 ft,,26,24
71,1,2:21.0,Offensive rebound by K. Love,,26,24
72,1,2:21.0,K. Love misses 2-pt tip-in from 1 ft,,26,24
73,1,2:20.0,,Defensive rebound by M. Ginóbili,26,24
74,1,2:08.0,,Shooting foul by I. Shumpert (drawn by T. Parker),26,24
75,1,2:08.0,,T. Parker makes free throw 1 of 2,26,25
76,1,2:08.0,T. Thompson enters the game for T. Mozgov,,26,25
77,1,2:08.0,J. Jones enters the game for K. Love,,26,25
78,1,2:08.0,,T. Splitter enters the game for T. Duncan,26,25
79,1,2:08.0,,T. Parker misses free throw 2 of 2,26,25
80,1,2:07.0,Defensive rebound by I. Shumpert,,26,25
81,1,1:55.0,K. Irving makes 2-pt layup from 2 ft,,28,25
82,1,1:37.0,,B. Diaw makes 2-pt hook shot from 5 ft,28,27
83,1,1:26.0,K. Irving misses 2-pt jump shot from 5 ft,,28,27
84,1,1:25.0,Offensive rebound by T. Thompson,,28,27
85,1,1:25.0,T. Thompson makes 2-pt dunk at rim,,30,27
86,1,1:09.0,,Turnover by T. Splitter (bad pass; steal by K. Irving),30,27
87,1,1:03.0,Turnover by K. Irving (bad pass; steal by T. Splitter),,30,27
88,1,0:55.0,,Shooting foul by T. Thompson (drawn by T. Splitter),30,27
89,1,0:55.0,,T. Splitter misses free throw 1 of 2,30,27
90,1,0:55.0,,Offensive rebound by Team,30,27
91,1,0:55.0,,P. Mills enters the game for T. Parker,30,27
92,1,0:55.0,,K. Leonard enters the game for M. Ginóbili,30,27
93,1,0:55.0,M. Dellavedova enters the game for K. Irving,,30,27
94,1,0:55.0,L. James enters the game for J. Smith,,30,27
95,1,0:55.0,Violation by M. Dellavedova (lane),,30,27
96,1,0:55.0,,T. Splitter makes free throw 2 of 2,30,28
97,1,0:31.0,L. James misses 2-pt jump shot from 20 ft,,30,28
98,1,0:30.0,,Defensive rebound by M. Belinelli,30,28
99,1,0:09.0,,P. Mills makes 3-pt jump shot from 24 ft,30,31
100,1,0:00.0,L. James misses 2-pt jump shot from 21 ft,,30,31
101,1,0:00.0,Offensive rebound by Team,,30,31
102,2,11:38.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,32,31
103,2,11:24.0,,T. Splitter makes 2-pt layup at rim (assist by B. Diaw),32,33
104,2,11:13.0,Shooting block foul by K. Leonard (drawn by L. James),,32,33
105,2,11:13.0,L. James makes 2-pt jump shot from 5 ft,,34,33
106,2,11:13.0,L. James makes free throw 1 of 1,,35,33
107,2,10:52.0,,M. Belinelli misses 3-pt jump shot from 24 ft,35,33
108,2,10:50.0,Defensive rebound by T. Thompson,,35,33
109,2,10:41.0,I. Shumpert misses 2-pt jump shot from 16 ft,,35,33
110,2,10:40.0,,Defensive rebound by K. Leonard,35,33
111,2,10:34.0,,K. Leonard misses 2-pt jump shot from 16 ft,35,33
112,2,10:33.0,Defensive rebound by Team,,35,33
113,2,10:21.0,Shooting foul by T. Splitter (drawn by L. James),,35,33
114,2,10:21.0,L. James makes free throw 1 of 2,,36,33
115,2,10:21.0,,M. Bonner enters the game for B. Diaw,36,33
116,2,10:21.0,L. James makes free throw 2 of 2,,37,33
117,2,10:04.0,,K. Leonard makes 2-pt dunk at rim (assist by P. Mills),37,35
118,2,10:00.0,Shooting foul by T. Splitter (drawn by L. James),,37,35
119,2,10:00.0,L. James makes free throw 1 of 2,,38,35
120,2,10:00.0,L. James makes free throw 2 of 2,,39,35
121,2,9:47.0,,M. Belinelli makes 2-pt jump shot from 16 ft,39,37
122,2,9:36.0,I. Shumpert makes 2-pt jump shot from 16 ft,,41,37
123,2,9:21.0,,K. Leonard makes 2-pt jump shot from 4 ft,41,39
124,2,9:04.0,L. James misses 2-pt jump shot from 16 ft,,41,39
125,2,9:03.0,,Defensive rebound by Team,41,39
126,2,9:03.0,K. Love enters the game for J. Jones,,41,39
127,2,8:48.0,,K. Leonard misses 2-pt jump shot from 17 ft,41,39
128,2,8:47.0,Defensive rebound by I. Shumpert,,41,39
129,2,8:41.0,,Offensive charge foul by I. Shumpert (drawn by T. Splitter),41,39
130,2,8:41.0,Turnover by I. Shumpert (offensive foul),,41,39
131,2,8:41.0,Official timeout,,41,39
132,2,8:41.0,J. Smith enters the game for L. James,,41,39
133,2,8:41.0,K. Irving enters the game for I. Shumpert,,41,39
134,2,8:27.0,,P. Mills makes 3-pt jump shot from 22 ft (assist by K. Leonard),41,42
135,2,8:09.0,K. Love misses 2-pt jump shot from 19 ft,,41,42
136,2,8:08.0,,Defensive rebound by P. Mills,41,42
137,2,8:00.0,,Shooting foul by J. Smith (drawn by K. Leonard),41,42
138,2,8:00.0,,K. Leonard makes free throw 1 of 2,41,43
139,2,8:00.0,,K. Leonard makes free throw 2 of 2,41,44
140,2,7:51.0,Offensive foul by J. Smith (drawn by T. Splitter),,41,44
141,2,7:51.0,Turnover by J. Smith (offensive foul),,41,44
142,2,7:51.0,,T. Duncan enters the game for T. Splitter,41,44
143,2,7:51.0,,T. Parker enters the game for M. Belinelli,41,44
144,2,7:51.0,T. Mozgov enters the game for T. Thompson,,41,44
145,2,7:34.0,,Turnover by K. Leonard (bad pass; steal by M. Dellavedova),41,44
146,2,7:25.0,Turnover by J. Smith (lost ball),,41,44
147,2,7:03.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by K. Leonard),41,46
148,2,6:48.0,K. Irving makes 2-pt jump shot from 17 ft,,43,46
149,2,6:30.0,,K. Leonard makes 2-pt jump shot from 7 ft (assist by T. Parker),43,48
150,2,6:16.0,Shooting foul by T. Parker (drawn by K. Irving),,43,48
151,2,6:16.0,K. Irving makes free throw 1 of 2,,44,48
152,2,6:16.0,L. James enters the game for J. Smith,,44,48
153,2,6:16.0,K. Irving makes free throw 2 of 2,,45,48
154,2,5:57.0,,T. Parker misses 2-pt layup from 4 ft,45,48
155,2,5:57.0,Defensive rebound by Team,,45,48
156,2,5:57.0,,San Antonio full timeout,45,48
157,2,5:57.0,,D. Green enters the game for K. Leonard,45,48
158,2,5:40.0,K. Love misses 2-pt layup from 1 ft (block by T. Duncan),,45,48
159,2,5:40.0,,Defensive rebound by T. Duncan,45,48
160,2,5:30.0,,T. Duncan makes 2-pt layup from 1 ft (assist by T. Parker),45,50
161,2,5:12.0,K. Irving makes 2-pt layup from 2 ft,,47,50
162,2,4:54.0,,T. Parker makes 2-pt jump shot from 4 ft,47,52
163,2,4:31.0,L. James misses 2-pt jump shot from 16 ft,,47,52
164,2,4:29.0,,Defensive rebound by T. Parker,47,52
165,2,4:28.0,,Personal foul by M. Dellavedova (drawn by T. Parker),47,52
166,2,4:28.0,J. Smith enters the game for M. Dellavedova,,47,52
167,2,4:28.0,,K. Leonard enters the game for P. Mills,47,52
168,2,4:07.0,,M. Bonner misses 3-pt jump shot from 24 ft,47,52
169,2,4:06.0,Defensive rebound by L. James,,47,52
170,2,3:56.0,K. Irving makes 2-pt layup from 4 ft,,49,52
171,2,3:44.0,,T. Parker makes 2-pt jump shot from 20 ft,49,54
172,2,3:36.0,K. Irving makes 2-pt layup from 2 ft,,51,54
173,2,3:36.0,Shooting block foul by T. Parker (drawn by K. Irving),,51,54
174,2,3:36.0,K. Irving makes free throw 1 of 1,,52,54
175,2,3:22.0,,T. Parker makes 2-pt jump shot from 7 ft,52,56
176,2,3:05.0,K. Irving makes 3-pt jump shot from 25 ft,,55,56
177,2,2:42.0,,Turnover by T. Parker (lost ball; steal by K. Irving),55,56
178,2,2:38.0,Turnover by L. James (bad pass),,55,56
179,2,2:38.0,Cleveland full timeout,,55,56
180,2,2:38.0,,B. Diaw enters the game for M. Bonner,55,56
181,2,2:26.0,,D. Green misses 3-pt jump shot from 24 ft,55,56
182,2,2:25.0,Defensive rebound by L. James,,55,56
183,2,2:16.0,T. Mozgov misses 2-pt layup from 2 ft (block by T. Duncan),,55,56
184,2,2:14.0,,Offensive rebound by T. Duncan,55,56
185,2,2:08.0,,San Antonio full timeout,55,56
186,2,1:57.0,,D. Green misses 3-pt jump shot from 24 ft,55,56
187,2,1:56.0,Defensive rebound by K. Love,,55,56
188,2,1:34.0,J. Smith makes 3-pt jump shot from 26 ft,,58,56
189,2,1:17.0,,K. Leonard makes 2-pt jump shot from 9 ft (assist by T. Parker),58,58
190,2,0:57.0,J. Smith misses 3-pt jump shot from 24 ft,,58,58
191,2,0:56.0,,Defensive rebound by D. Green,58,58
192,2,0:45.0,,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),58,60
193,2,0:45.0,,Shooting foul by K. Irving (drawn by T. Duncan),58,60
194,2,0:45.0,Technical foul by J. Smith,,58,60
195,2,0:45.0,,D. Green makes technical free throw,58,61
196,2,0:45.0,M. Dellavedova enters the game for J. Smith,,58,61
197,2,0:45.0,,T. Duncan makes free throw 1 of 1,58,62
198,2,0:37.0,K. Irving makes 2-pt layup from 4 ft,,60,62
199,2,0:28.0,,T. Parker makes 2-pt jump shot from 8 ft,60,64
200,2,0:06.0,K. Irving misses 2-pt layup from 2 ft (block by K. Leonard),,60,64
201,2,0:06.0,Offensive rebound by Team,,60,64
202,2,0:06.0,Cleveland full timeout,,60,64
203,2,0:04.0,T. Mozgov makes 2-pt layup from 1 ft (assist by L. James),,62,64
204,3,11:47.0,Personal foul by K. Leonard (drawn by L. James),,62,64
205,3,11:47.0,,Personal foul by L. James,62,64
206,3,11:30.0,K. Love misses 3-pt jump shot from 24 ft,,62,64
207,3,11:29.0,Offensive rebound by T. Mozgov,,62,64
208,3,11:27.0,Turnover by T. Mozgov (lost ball; steal by D. Green),,62,64
209,3,11:15.0,,T. Splitter makes 2-pt layup from 1 ft (assist by T. Duncan),62,66
210,3,10:37.0,K. Irving misses 2-pt jump shot from 21 ft,,62,66
211,3,10:36.0,,Defensive rebound by D. Green,62,66
212,3,10:13.0,,Turnover by T. Parker (lost ball; steal by K. Irving),62,66
213,3,10:06.0,K. Irving misses 2-pt layup at rim,,62,66
214,3,10:05.0,Offensive rebound by T. Mozgov,,62,66
215,3,10:05.0,T. Mozgov makes 2-pt tip-in from 1 ft,,64,66
216,3,9:50.0,,Personal foul by L. James (drawn by T. Duncan),64,66
217,3,9:50.0,,T. Duncan makes free throw 1 of 2,64,67
218,3,9:50.0,,T. Duncan misses free throw 2 of 2,64,67
219,3,9:49.0,Defensive rebound by L. James,,64,67
220,3,9:30.0,Turnover by J. Smith (bad pass; steal by T. Duncan),,64,67
221,3,9:26.0,Offensive charge foul by T. Splitter (drawn by L. James),,64,67
222,3,9:26.0,,Turnover by T. Splitter (offensive foul),64,67
223,3,9:13.0,L. James misses 3-pt jump shot from 26 ft,,64,67
224,3,9:12.0,,Defensive rebound by D. Green,64,67
225,3,8:59.0,,D. Green makes 2-pt layup from 2 ft (assist by T. Duncan),64,69
226,3,8:43.0,Personal foul by T. Duncan (drawn by T. Mozgov),,64,69
227,3,8:43.0,T. Mozgov misses free throw 1 of 2,,64,69
228,3,8:43.0,Offensive rebound by Team,,64,69
229,3,8:43.0,T. Mozgov makes free throw 2 of 2,,65,69
230,3,8:27.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by T. Duncan),65,71
231,3,8:03.0,J. Smith misses 3-pt jump shot from 24 ft (block by D. Green),,65,71
232,3,8:02.0,,Defensive rebound by K. Leonard,65,71
233,3,7:58.0,,Turnover by K. Leonard (bad pass),65,71
234,3,7:49.0,K. Love misses 2-pt layup from 1 ft (block by T. Duncan),,65,71
235,3,7:47.0,Offensive rebound by K. Love,,65,71
236,3,7:44.0,K. Love misses 2-pt layup from 2 ft (block by D. Green),,65,71
237,3,7:43.0,,Defensive rebound by K. Leonard,65,71
238,3,7:39.0,,Shooting foul by T. Mozgov (drawn by K. Leonard),65,71
239,3,7:39.0,,K. Leonard makes free throw 1 of 2,65,72
240,3,7:39.0,,K. Leonard makes free throw 2 of 2,65,73
241,3,7:23.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,68,73
242,3,6:59.0,,Turnover by T. Parker (bad pass; steal by L. James),68,73
243,3,6:46.0,Turnover by T. Mozgov (lost ball; steal by D. Green),,68,73
244,3,6:36.0,,T. Parker makes 2-pt layup at rim,68,75
245,3,6:20.0,K. Irving makes 3-pt jump shot from 25 ft,,71,75
246,3,6:20.0,,San Antonio full timeout,71,75
247,3,6:20.0,,B. Diaw enters the game for T. Splitter,71,75
248,3,6:20.0,T. Thompson enters the game for T. Mozgov,,71,75
249,3,6:04.0,,T. Duncan misses 2-pt dunk at rim (block by L. James),71,75
250,3,6:03.0,Defensive rebound by T. Thompson,,71,75
251,3,5:48.0,K. Irving misses 2-pt jump shot from 19 ft,,71,75
252,3,5:47.0,Offensive rebound by T. Thompson,,71,75
253,3,5:45.0,T. Thompson misses 2-pt layup from 1 ft (block by D. Green),,71,75
254,3,5:43.0,,Defensive rebound by T. Duncan,71,75
255,3,5:31.0,,B. Diaw misses 2-pt layup from 1 ft,71,75
256,3,5:30.0,Defensive rebound by K. Love,,71,75
257,3,5:18.0,J. Smith misses 2-pt jump shot from 4 ft,,71,75
258,3,5:18.0,,Defensive rebound by T. Duncan,71,75
259,3,5:18.0,,M. Ginóbili enters the game for D. Green,71,75
260,3,5:01.0,,K. Leonard makes 2-pt jump shot from 11 ft (assist by M. Ginóbili),71,77
261,3,4:31.0,L. James makes 2-pt jump shot from 20 ft,,73,77
262,3,4:13.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,73,77
263,3,4:12.0,Defensive rebound by L. James,,73,77
264,3,3:58.0,L. James misses 2-pt jump shot from 15 ft,,73,77
265,3,3:57.0,,Defensive rebound by T. Parker,73,77
266,3,3:49.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),73,80
267,3,3:39.0,Cleveland full timeout,,73,80
268,3,3:39.0,I. Shumpert enters the game for L. James,,73,80
269,3,3:39.0,,M. Belinelli enters the game for K. Leonard,73,80
270,3,3:21.0,I. Shumpert misses 3-pt jump shot from 23 ft,,73,80
271,3,3:21.0,Offensive rebound by Team,,73,80
272,3,3:21.0,,Loose ball foul by T. Duncan (drawn by T. Thompson),73,80
273,3,3:06.0,K. Irving misses 2-pt layup from 1 ft,,73,80
274,3,3:05.0,Offensive rebound by T. Thompson,,73,80
275,3,3:05.0,T. Thompson misses 2-pt tip-in from 1 ft,,73,80
276,3,3:04.0,,Defensive rebound by T. Duncan,73,80
277,3,2:54.0,,T. Duncan misses 2-pt layup from 2 ft,73,80
278,3,2:53.0,,Offensive rebound by Team,73,80
279,3,2:53.0,,Turnover by T. Duncan (traveling),73,80
280,3,2:36.0,T. Thompson makes 2-pt jump shot from 4 ft (assist by K. Irving),,75,80
281,3,2:26.0,,Personal foul by K. Irving (drawn by B. Diaw),75,80
282,3,2:11.0,,B. Diaw makes 2-pt jump shot from 10 ft,75,82
283,3,1:55.0,Offensive foul by I. Shumpert (drawn by M. Ginóbili),,75,82
284,3,1:55.0,Turnover by I. Shumpert (offensive foul),,75,82
285,3,1:35.0,,M. Belinelli misses 3-pt jump shot from 25 ft,75,82
286,3,1:33.0,Defensive rebound by J. Smith,,75,82
287,3,1:30.0,Personal foul by M. Ginóbili (drawn by J. Smith),,75,82
288,3,1:30.0,J. Jones enters the game for K. Love,,75,82
289,3,1:14.0,I. Shumpert misses 3-pt jump shot from 26 ft,,75,82
290,3,1:13.0,,Defensive rebound by T. Parker,75,82
291,3,1:08.0,,T. Parker misses 2-pt layup from 2 ft (block by I. Shumpert),75,82
292,3,1:07.0,Defensive rebound by Team,,75,82
293,3,0:56.0,K. Irving makes 2-pt jump shot from 10 ft,,77,82
294,3,0:44.0,,T. Parker misses 3-pt jump shot from 23 ft,77,82
295,3,0:44.0,Defensive rebound by Team,,77,82
296,3,0:44.0,,Loose ball foul by B. Diaw (drawn by J. Jones),77,82
297,3,0:44.0,J. Jones makes free throw 1 of 2,,78,82
298,3,0:44.0,,P. Mills enters the game for T. Parker,78,82
299,3,0:44.0,,D. Green enters the game for M. Ginóbili,78,82
300,3,0:44.0,J. Jones makes free throw 2 of 2,,79,82
301,3,0:29.0,,T. Duncan makes 2-pt layup at rim (assist by P. Mills),79,84
302,3,0:06.0,J. Smith misses 3-pt jump shot from 23 ft,,79,84
303,3,0:04.0,,Defensive rebound by B. Diaw,79,84
304,3,0:00.0,,B. Diaw misses 3-pt jump shot from 29 ft,79,84
305,3,0:00.0,,Offensive rebound by Team,79,84
306,4,11:45.0,,Personal foul by J. Jones (drawn by T. Splitter),79,84
307,4,11:31.0,,T. Splitter misses 2-pt layup from 1 ft,79,84
308,4,11:30.0,,Offensive rebound by K. Leonard,79,84
309,4,11:30.0,,Personal foul by T. Thompson (drawn by K. Leonard),79,84
310,4,11:15.0,,B. Diaw makes 2-pt hook shot from 7 ft,79,86
311,4,10:59.0,Shooting foul by B. Diaw (drawn by L. James),,79,86
312,4,10:59.0,L. James makes free throw 1 of 2,,80,86
313,4,10:59.0,L. James makes free throw 2 of 2,,81,86
314,4,10:38.0,,K. Leonard misses 2-pt jump shot from 14 ft,81,86
315,4,10:37.0,Defensive rebound by I. Shumpert,,81,86
316,4,10:18.0,L. James misses 3-pt jump shot from 24 ft,,81,86
317,4,10:17.0,,Defensive rebound by K. Leonard,81,86
318,4,10:06.0,,D. Green misses 3-pt jump shot from 25 ft,81,86
319,4,10:05.0,,Offensive rebound by T. Splitter,81,86
320,4,10:04.0,,Shooting foul by J. Jones (drawn by T. Splitter),81,86
321,4,10:04.0,,T. Splitter makes free throw 1 of 2,81,87
322,4,10:04.0,,M. Belinelli enters the game for B. Diaw,81,87
323,4,10:04.0,,T. Splitter makes free throw 2 of 2,81,88
324,4,9:48.0,Personal foul by T. Splitter (drawn by L. James),,81,88
325,4,9:48.0,K. Irving enters the game for M. Dellavedova,,81,88
326,4,9:34.0,L. James makes 3-pt jump shot from 25 ft (assist by K. Irving),,84,88
327,4,9:34.0,,San Antonio full timeout,84,88
328,4,9:13.0,,T. Splitter makes 2-pt layup from 1 ft (assist by D. Green),84,90
329,4,8:54.0,T. Thompson misses 2-pt jump shot from 3 ft,,84,90
330,4,8:52.0,,Defensive rebound by K. Leonard,84,90
331,4,8:43.0,,Turnover by K. Leonard (bad pass; steal by I. Shumpert),84,90
332,4,8:36.0,K. Irving makes 2-pt layup from 1 ft,,86,90
333,4,8:15.0,,T. Splitter misses 2-pt jump shot from 5 ft,86,90
334,4,8:14.0,Defensive rebound by I. Shumpert,,86,90
335,4,8:04.0,K. Irving makes 2-pt layup from 1 ft,,88,90
336,4,7:46.0,,P. Mills misses 3-pt jump shot from 24 ft,88,90
337,4,7:45.0,Defensive rebound by T. Thompson,,88,90
338,4,7:42.0,Offensive foul by K. Irving (drawn by D. Green),,88,90
339,4,7:42.0,Turnover by K. Irving (offensive foul),,88,90
340,4,7:42.0,,T. Duncan enters the game for T. Splitter,88,90
341,4,7:42.0,,T. Parker enters the game for P. Mills,88,90
342,4,7:30.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by T. Duncan),88,92
343,4,7:13.0,J. Jones misses 3-pt jump shot from 25 ft,,88,92
344,4,7:12.0,,Defensive rebound by T. Duncan,88,92
345,4,6:54.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),88,95
346,4,6:38.0,L. James makes 2-pt layup at rim,,90,95
347,4,6:38.0,Shooting foul by T. Duncan (drawn by L. James),,90,95
348,4,6:38.0,L. James misses free throw 1 of 1,,90,95
349,4,6:37.0,,Defensive rebound by M. Belinelli,90,95
350,4,6:24.0,,T. Duncan makes 2-pt layup from 1 ft (assist by K. Leonard),90,97
351,4,6:17.0,Cleveland full timeout,,90,97
352,4,6:08.0,Personal foul by M. Belinelli (drawn by K. Irving),,90,97
353,4,6:04.0,Personal foul by D. Green (drawn by K. Irving),,90,97
354,4,6:04.0,K. Irving makes free throw 1 of 3,,91,97
355,4,6:04.0,K. Irving makes free throw 2 of 3,,92,97
356,4,6:04.0,K. Irving makes free throw 3 of 3,,93,97
357,4,5:49.0,,T. Parker makes 2-pt jump shot from 17 ft,93,99
358,4,5:33.0,K. Irving misses 2-pt jump shot from 13 ft,,93,99
359,4,5:32.0,,Defensive rebound by M. Belinelli,93,99
360,4,5:19.0,,T. Parker misses 2-pt jump shot from 17 ft,93,99
361,4,5:18.0,Defensive rebound by I. Shumpert,,93,99
362,4,4:57.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,95,99
363,4,4:29.0,,M. Belinelli misses 3-pt jump shot from 25 ft,95,99
364,4,4:28.0,Defensive rebound by T. Thompson,,95,99
365,4,4:04.0,K. Irving misses 2-pt jump shot from 17 ft,,95,99
366,4,4:03.0,,Defensive rebound by T. Duncan,95,99
367,4,3:54.0,,Turnover by T. Duncan (bad pass),95,99
368,4,3:38.0,Turnover by L. James (bad pass; steal by K. Leonard),,95,99
369,4,3:28.0,,Shooting foul by I. Shumpert (drawn by T. Duncan),95,99
370,4,3:28.0,,T. Duncan makes free throw 1 of 2,95,100
371,4,3:28.0,,T. Duncan makes free throw 2 of 2,95,101
372,4,3:13.0,L. James misses 2-pt jump shot from 3 ft,,95,101
373,4,3:12.0,,Defensive rebound by M. Belinelli,95,101
374,4,3:05.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),95,104
375,4,3:05.0,Cleveland full timeout,,95,104
376,4,3:05.0,Technical foul by L. James,,95,104
377,4,3:05.0,,D. Green makes technical free throw,95,105
378,4,2:53.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,97,105
379,4,2:28.0,,T. Parker misses 2-pt jump shot from 15 ft,97,105
380,4,2:27.0,Defensive rebound by L. James,,97,105
381,4,2:18.0,L. James makes 2-pt jump shot from 9 ft,,99,105
382,4,2:00.0,,T. Duncan makes 2-pt jump shot from 10 ft (assist by K. Leonard),99,107
383,4,1:44.0,K. Irving misses 2-pt jump shot from 7 ft,,99,107
384,4,1:44.0,Offensive rebound by Team,,99,107
385,4,1:44.0,,Loose ball foul by T. Duncan (drawn by T. Thompson),99,107
386,4,1:44.0,T. Thompson makes free throw 1 of 2,,100,107
387,4,1:44.0,T. Thompson makes free throw 2 of 2,,101,107
388,4,1:37.0,,Offensive foul by D. Green (drawn by J. Jones),101,107
389,4,1:37.0,,Turnover by D. Green (offensive foul),101,107
390,4,1:27.0,Turnover by L. James (lost ball; steal by T. Parker),,101,107
