,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
399,4,4:07.0,,M. Chalmers misses 3-pt jump shot from 23 ft,91,74
400,4,4:06.0,Defensive rebound by E. Freedom,,91,74
401,4,3:53.0,Turnover by D. Favors (bad pass; steal by C. Andersen),,91,74
402,4,3:49.0,,Shooting foul by E. Freedom (drawn by D. Wade),91,74
403,4,3:49.0,,D. Wade makes free throw 1 of 2,91,75
404,4,3:49.0,,D. Wade makes free throw 2 of 2,91,76
405,4,3:36.0,Shooting foul by C. Andersen (drawn by D. Favors),,91,76
406,4,3:36.0,D. Favors makes free throw 1 of 2,,92,76
407,4,3:36.0,D. Favors misses free throw 2 of 2,,92,76
408,4,3:34.0,,Defensive rebound by L. Deng,92,76
409,4,3:15.0,,D. Wade makes 3-pt jump shot from 24 ft,92,79
410,4,2:55.0,D. Favors misses 2-pt jump shot from 16 ft,,92,79
411,4,2:54.0,,Defensive rebound by C. Andersen,92,79
412,4,2:40.0,Utah full timeout,,92,79
413,4,2:31.0,D. Favors makes 2-pt layup from 1 ft (assist by G. Hayward),,94,79
414,4,2:31.0,Shooting block foul by S. Williams (drawn by D. Favors),,94,79
415,4,2:31.0,D. Favors makes free throw 1 of 1,,95,79
416,4,2:26.0,,Personal foul by G. Hayward (drawn by D. Wade),95,79
417,4,2:26.0,,D. Wade makes free throw 1 of 2,95,80
418,4,2:26.0,,D. Wade makes free throw 2 of 2,95,81
419,4,2:02.0,G. Hayward makes 2-pt jump shot from 12 ft,,97,81
420,4,1:48.0,,D. Wade makes 3-pt jump shot from 23 ft,97,84
421,4,1:29.0,Shooting foul by S. Williams (drawn by G. Hayward),,97,84
422,4,1:29.0,G. Hayward makes free throw 1 of 2,,98,84
423,4,1:29.0,,S. Napier enters the game for D. Wade,98,84
424,4,1:29.0,G. Hayward makes free throw 2 of 2,,99,84
425,4,1:19.0,,C. Andersen misses 2-pt layup from 2 ft,99,84
426,4,1:18.0,Defensive rebound by G. Hayward,,99,84
427,4,0:59.0,Turnover by E. Freedom (bad pass; steal by S. Napier),,99,84
428,4,0:54.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by S. Napier),99,87
429,4,0:33.0,T. Burke makes 3-pt jump shot from 24 ft (assist by E. Freedom),,102,87
430,4,0:25.0,,M. Chalmers misses 3-pt jump shot from 24 ft,102,87
431,4,0:24.0,Defensive rebound by E. Freedom,,102,87
432,4,0:04.0,A. Burks makes 3-pt jump shot from 28 ft,,105,87
433,4,0:00.0,,S. Napier misses 3-pt jump shot from 25 ft,105,87
434,4,0:00.0,,Offensive rebound by Team,105,87
