,QUARTER,TIME_REMAINING,NEW YORK_ACTION,GOLDEN STATE_ACTION,NEW YORK_SCORE,GOLDEN STATE_SCORE
382,4,5:11.0,Defensive rebound by C. Aldrich,,84,123
383,4,4:57.0,C. Early makes 2-pt jump shot from 5 ft (assist by C. Aldrich),,86,123
384,4,4:57.0,Shooting foul by F. Ezeli (drawn by C. Early),,86,123
385,4,4:57.0,C. Early misses free throw 1 of 1,,86,123
386,4,4:56.0,,Defensive rebound by F. Ezeli,86,123
387,4,4:40.0,,F. Ezeli misses 2-pt jump shot from 7 ft (block by C. Aldrich),86,123
388,4,4:38.0,Defensive rebound by T. Wear,,86,123
389,4,4:36.0,Shooting foul by B. Rush (drawn by T. Wear),,86,123
390,4,4:36.0,T. Wear misses free throw 1 of 2,,86,123
391,4,4:36.0,Offensive rebound by Team,,86,123
392,4,4:36.0,T. Wear makes free throw 2 of 2,,87,123
393,4,4:25.0,,J. Holiday misses 2-pt jump shot from 20 ft,87,123
394,4,4:23.0,Defensive rebound by T. Wear,,87,123
395,4,4:17.0,T. Wear misses 2-pt jump shot from 17 ft,,87,123
396,4,4:16.0,Offensive rebound by C. Early,,87,123
397,4,4:14.0,C. Early misses 2-pt jump shot from 6 ft,,87,123
398,4,4:12.0,,Defensive rebound by J. Holiday,87,123
399,4,4:02.0,,L. Barbosa misses 2-pt jump shot from 13 ft,87,123
400,4,4:02.0,Defensive rebound by Q. Acy,,87,123
401,4,4:02.0,,Loose ball foul by L. Barbosa (drawn by Q. Acy),87,123
402,4,3:45.0,T. Wear makes 2-pt jump shot from 14 ft (assist by C. Aldrich),,89,123
403,4,3:27.0,,Personal foul by Q. Acy (drawn by L. Barbosa),89,123
404,4,3:27.0,,L. Barbosa makes free throw 1 of 2,89,124
405,4,3:27.0,,L. Barbosa makes free throw 2 of 2,89,125
406,4,3:13.0,Turnover by C. Early (bad pass; steal by J. Holiday),,89,125
407,4,3:00.0,,J. Holiday misses 2-pt jump shot from 5 ft (block by C. Aldrich),89,125
408,4,2:59.0,,Offensive rebound by Team,89,125
409,4,2:59.0,,Golden State full timeout,89,125
410,4,2:51.0,,L. Barbosa misses 3-pt jump shot from 25 ft,89,125
411,4,2:48.0,Defensive rebound by C. Aldrich,,89,125
412,4,2:33.0,Q. Acy misses 2-pt layup from 2 ft,,89,125
413,4,2:31.0,Offensive rebound by T. Wear,,89,125
414,4,2:31.0,T. Wear misses 2-pt tip-in at rim,,89,125
415,4,2:29.0,,Defensive rebound by B. Rush,89,125
416,4,2:14.0,,J. Holiday misses 3-pt jump shot from 26 ft,89,125
417,4,2:13.0,Defensive rebound by Q. Acy,,89,125
418,4,2:01.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Larkin),,92,125
419,4,1:38.0,,F. Ezeli misses 2-pt layup from 2 ft (block by T. Wear),92,125
420,4,1:38.0,Defensive rebound by Team,,92,125
421,4,1:28.0,C. Early makes 2-pt dunk at rim,,94,125
422,4,1:14.0,,J. Holiday misses 3-pt jump shot from 23 ft,94,125
423,4,1:13.0,,Offensive rebound by L. Barbosa,94,125
424,4,1:07.0,,D. Lee misses 2-pt jump shot from 12 ft,94,125
425,4,1:06.0,Defensive rebound by T. Wear,,94,125
426,4,0:54.0,C. Early misses 3-pt jump shot from 26 ft,,94,125
427,4,0:52.0,,Defensive rebound by B. Rush,94,125
428,4,0:41.0,,F. Ezeli misses 2-pt jump shot from 14 ft,94,125
429,4,0:39.0,Defensive rebound by C. Aldrich,,94,125
430,4,0:21.0,C. Early misses 2-pt jump shot from 21 ft (block by J. Holiday),,94,125
431,4,0:20.0,Offensive rebound by Team,,94,125
432,4,0:17.0,T. Wear misses 2-pt jump shot from 16 ft (block by B. Rush),,94,125
433,4,0:15.0,,Defensive rebound by J. Holiday,94,125
