,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
250,3,8:14.0,D. Favors makes 2-pt dunk at rim (assist by T. Burke),,47,37
251,3,7:53.0,,P. Gasol misses 2-pt layup from 3 ft,47,37
252,3,7:52.0,Defensive rebound by D. Favors,,47,37
253,3,7:38.0,T. Burke makes 2-pt layup from 1 ft,,49,37
254,3,7:30.0,,Chicago full timeout,49,37
255,3,7:22.0,,Personal foul by D. Favors (drawn by J. Butler),49,37
256,3,7:17.0,,P. Gasol makes 3-pt jump shot from 23 ft (assist by D. Rose),49,40
257,3,7:01.0,D. Favors misses 2-pt jump shot from 18 ft,,49,40
258,3,7:00.0,,Defensive rebound by P. Gasol,49,40
259,3,6:55.0,,D. Rose makes 2-pt layup from 1 ft,49,42
260,3,6:34.0,G. Hayward misses 2-pt jump shot from 4 ft (block by J. Noah),,49,42
261,3,6:34.0,,Defensive rebound by Team,49,42
262,3,6:21.0,,D. Rose makes 2-pt layup from 2 ft (assist by J. Butler),49,44
263,3,6:06.0,Turnover by T. Burke (bad pass; steal by J. Butler),,49,44
264,3,6:02.0,,J. Butler makes 2-pt dunk at rim,49,46
265,3,6:02.0,Utah full timeout,,49,46
266,3,5:47.0,,Offensive charge foul by J. Ingles (drawn by D. Rose),49,46
267,3,5:47.0,Turnover by J. Ingles (offensive foul),,49,46
268,3,5:37.0,,Turnover by D. Rose (bad pass),49,46
269,3,5:37.0,D. Exum enters the game for T. Burke,,49,46
270,3,5:19.0,G. Hayward misses 3-pt jump shot from 23 ft,,49,46
271,3,5:18.0,,Defensive rebound by J. Butler,49,46
272,3,5:08.0,,Turnover by J. Noah (bad pass),49,46
273,3,4:53.0,Shooting foul by K. Hinrich (drawn by D. Favors),,49,46
274,3,4:53.0,D. Favors makes free throw 1 of 2,,50,46
275,3,4:53.0,,T. Gibson enters the game for J. Noah,50,46
276,3,4:53.0,D. Favors makes free throw 2 of 2,,51,46
277,3,4:40.0,,P. Gasol misses 2-pt jump shot from 21 ft,51,46
278,3,4:39.0,Defensive rebound by J. Ingles,,51,46
279,3,4:27.0,G. Hayward makes 2-pt layup from 3 ft (assist by D. Favors),,53,46
280,3,4:27.0,Shooting foul by K. Hinrich (drawn by G. Hayward),,53,46
281,3,4:27.0,G. Hayward misses free throw 1 of 1,,53,46
282,3,4:25.0,,Defensive rebound by P. Gasol,53,46
283,3,4:13.0,,K. Hinrich misses 3-pt jump shot from 23 ft,53,46
284,3,4:11.0,,Offensive rebound by T. Gibson,53,46
285,3,4:11.0,,T. Gibson makes 2-pt dunk at rim,53,48
286,3,3:49.0,D. Favors misses 2-pt jump shot from 14 ft,,53,48
287,3,3:48.0,,Defensive rebound by J. Butler,53,48
288,3,3:42.0,,T. Snell enters the game for K. Hinrich,53,48
289,3,3:39.0,,Turnover by J. Butler (lost ball; steal by D. Favors),53,48
290,3,3:27.0,J. Ingles makes 2-pt jump shot from 8 ft,,55,48
291,3,3:07.0,,D. Rose misses 2-pt layup from 2 ft,55,48
292,3,3:06.0,,Offensive rebound by T. Gibson,55,48
293,3,3:06.0,,T. Gibson misses 2-pt tip-in from 1 ft,55,48
294,3,3:05.0,Defensive rebound by G. Hayward,,55,48
295,3,2:54.0,D. Exum misses 3-pt jump shot from 24 ft,,55,48
296,3,2:53.0,,Defensive rebound by D. Rose,55,48
297,3,2:44.0,,T. Gibson misses 2-pt jump shot from 5 ft (block by R. Gobert),55,48
298,3,2:44.0,,Offensive rebound by Team,55,48
299,3,2:44.0,T. Booker enters the game for R. Gobert,,55,48
300,3,2:44.0,E. Millsap enters the game for J. Ingles,,55,48
301,3,2:44.0,,A. Brooks enters the game for P. Gasol,55,48
302,3,2:44.0,,N. Mirotić enters the game for D. Rose,55,48
303,3,2:28.0,,A. Brooks misses 2-pt jump shot from 10 ft,55,48
304,3,2:27.0,Defensive rebound by G. Hayward,,55,48
305,3,2:18.0,Shooting foul by A. Brooks (drawn by G. Hayward),,55,48
306,3,2:18.0,G. Hayward makes free throw 1 of 2,,56,48
307,3,2:18.0,G. Hayward makes free throw 2 of 2,,57,48
308,3,2:04.0,,N. Mirotić misses 3-pt jump shot from 22 ft,57,48
309,3,2:03.0,,Offensive rebound by J. Butler,57,48
310,3,2:02.0,,J. Butler misses 2-pt layup from 2 ft (block by G. Hayward),57,48
311,3,2:00.0,,Offensive rebound by T. Snell,57,48
312,3,1:59.0,,T. Snell makes 2-pt layup from 2 ft,57,50
313,3,1:38.0,D. Favors makes 2-pt jump shot from 14 ft,,59,50
314,3,1:24.0,,Turnover by N. Mirotić (traveling),59,50
315,3,1:11.0,Personal foul by T. Gibson (drawn by D. Favors),,59,50
316,3,1:11.0,D. Favors makes free throw 1 of 2,,60,50
317,3,1:11.0,D. Favors makes free throw 2 of 2,,61,50
318,3,1:00.0,,N. Mirotić misses 3-pt jump shot from 24 ft,61,50
319,3,1:00.0,,Offensive rebound by T. Gibson,61,50
320,3,1:00.0,,Shooting foul by E. Millsap (drawn by T. Gibson),61,50
321,3,1:00.0,,T. Gibson makes free throw 1 of 2,61,51
322,3,1:00.0,,T. Gibson misses free throw 2 of 2,61,51
323,3,0:58.0,Defensive rebound by T. Booker,,61,51
324,3,0:43.0,D. Favors makes 2-pt layup from 1 ft (assist by T. Booker),,63,51
325,3,0:31.0,,Turnover by T. Snell (bad pass; steal by G. Hayward),63,51
326,3,0:06.0,E. Millsap misses 2-pt layup from 1 ft,,63,51
327,3,0:04.0,Offensive rebound by T. Booker,,63,51
328,3,0:02.0,Turnover by E. Millsap (3 sec),,63,51
329,3,0:00.0,,J. Butler misses 3-pt jump shot from 49 ft,63,51
330,3,0:00.0,,Offensive rebound by Team,63,51
331,4,11:46.0,D. Exum makes 2-pt layup at rim,,65,51
332,4,11:28.0,,N. Mirotić misses 3-pt jump shot from 22 ft,65,51
333,4,11:27.0,Defensive rebound by R. Gobert,,65,51
334,4,11:07.0,T. Booker makes 2-pt jump shot from 17 ft (assist by T. Burke),,67,51
335,4,10:57.0,,A. Brooks misses 2-pt layup from 3 ft,67,51
336,4,10:56.0,Defensive rebound by R. Gobert,,67,51
337,4,10:56.0,Personal foul by J. Noah (drawn by R. Gobert),,67,51
338,4,10:37.0,T. Burke misses 2-pt jump shot from 22 ft,,67,51
339,4,10:36.0,Offensive rebound by T. Booker,,67,51
340,4,10:36.0,T. Booker makes 2-pt layup from 1 ft,,69,51
341,4,10:36.0,Shooting foul by N. Mirotić (drawn by T. Booker),,69,51
342,4,10:36.0,T. Booker makes free throw 1 of 1,,70,51
343,4,10:24.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by D. Rose),70,54
344,4,10:03.0,T. Burke makes 3-pt jump shot from 23 ft (assist by E. Millsap),,73,54
345,4,9:47.0,,Turnover by J. Noah (bad pass; steal by E. Millsap),73,54
346,4,9:45.0,E. Millsap makes 2-pt dunk at rim,,75,54
347,4,9:31.0,,D. Rose misses 2-pt jump shot from 17 ft,75,54
348,4,9:30.0,Defensive rebound by T. Booker,,75,54
349,4,9:13.0,Shooting foul by A. Brooks (drawn by T. Burke),,75,54
350,4,9:13.0,T. Burke makes free throw 1 of 2,,76,54
351,4,9:13.0,J. Ingles enters the game for D. Exum,,76,54
352,4,9:13.0,T. Burke makes free throw 2 of 2,,77,54
353,4,9:04.0,,Turnover by A. Brooks (lost ball),77,54
354,4,8:51.0,J. Ingles misses 2-pt layup from 2 ft (block by J. Noah),,77,54
355,4,8:50.0,,Defensive rebound by J. Noah,77,54
356,4,8:45.0,,Personal foul by T. Burke (drawn by A. Brooks),77,54
357,4,8:45.0,,Chicago full timeout,77,54
358,4,8:38.0,,Offensive foul by J. Noah (drawn by R. Gobert),77,54
359,4,8:38.0,,Turnover by J. Noah (offensive foul),77,54
360,4,8:17.0,J. Ingles makes 2-pt jump shot from 20 ft,,79,54
361,4,8:01.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by N. Mirotić),79,57
362,4,7:42.0,R. Gobert makes 2-pt dunk at rim (assist by T. Burke),,81,57
363,4,7:26.0,,Shooting foul by T. Burke (drawn by A. Brooks),81,57
364,4,7:26.0,,A. Brooks makes free throw 1 of 2,81,58
365,4,7:26.0,D. Favors enters the game for R. Gobert,,81,58
366,4,7:26.0,,A. Brooks makes free throw 2 of 2,81,59
367,4,7:19.0,Personal foul by A. Brooks (drawn by T. Burke),,81,59
368,4,7:01.0,T. Booker makes 2-pt jump shot from 21 ft (assist by J. Ingles),,83,59
369,4,6:48.0,,A. Brooks misses 3-pt jump shot from 22 ft,83,59
370,4,6:47.0,Defensive rebound by D. Favors,,83,59
371,4,6:43.0,Shooting foul by D. Rose (drawn by T. Booker),,83,59
372,4,6:43.0,T. Booker makes free throw 1 of 2,,84,59
373,4,6:43.0,T. Booker makes free throw 2 of 2,,85,59
374,4,6:32.0,,J. Noah misses 2-pt layup from 2 ft,85,59
375,4,6:31.0,Defensive rebound by J. Ingles,,85,59
376,4,6:17.0,J. Ingles misses 3-pt jump shot from 23 ft,,85,59
377,4,6:14.0,,Defensive rebound by J. Noah,85,59
378,4,6:11.0,,Shooting foul by E. Millsap (drawn by T. Gibson),85,59
379,4,6:11.0,,T. Gibson makes free throw 1 of 2,85,60
380,4,6:11.0,,J. Butler enters the game for J. Noah,85,60
381,4,6:11.0,,K. Hinrich enters the game for D. Rose,85,60
382,4,6:11.0,G. Hayward enters the game for E. Millsap,,85,60
383,4,6:11.0,,T. Gibson makes free throw 2 of 2,85,61
384,4,5:53.0,T. Burke makes 2-pt jump shot from 19 ft,,87,61
385,4,5:31.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by K. Hinrich),87,64
386,4,5:08.0,T. Booker misses 2-pt jump shot from 9 ft,,87,64
387,4,5:07.0,,Defensive rebound by J. Butler,87,64
388,4,5:00.0,,J. Butler misses 3-pt jump shot from 25 ft,87,64
389,4,4:59.0,Defensive rebound by G. Hayward,,87,64
390,4,4:42.0,Shooting foul by N. Mirotić (drawn by T. Booker),,87,64
391,4,4:42.0,,Chicago full timeout,87,64
392,4,4:42.0,D. Exum enters the game for T. Burke,,87,64
393,4,4:42.0,T. Booker makes free throw 1 of 2,,88,64
