,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA CLIPPERS_ACTION,ATLANTA_SCORE,LA CLIPPERS_SCORE
80,1,1:45.0,Defensive rebound by T. Sefolosha,,21,23
81,1,1:38.0,D. Schröder misses 2-pt jump shot from 20 ft,,21,23
82,1,1:38.0,,Defensive rebound by Team,21,23
83,1,1:38.0,,J. Farmar enters the game for D. Jordan,21,23
84,1,1:38.0,,B. Griffin enters the game for C. Paul,21,23
85,1,1:38.0,M. Scott enters the game for D. Carroll,,21,23
86,1,1:38.0,A. Horford enters the game for P. Millsap,,21,23
87,1,1:38.0,K. Korver enters the game for P. Antić,,21,23
88,1,1:21.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by J. Crawford),21,26
89,1,1:00.0,M. Scott misses 2-pt jump shot from 17 ft,,21,26
90,1,0:56.0,,Defensive rebound by R. Bullock,21,26
91,1,0:42.0,,S. Hawes misses 3-pt jump shot from 25 ft,21,26
92,1,0:41.0,Defensive rebound by K. Korver,,21,26
93,1,0:29.0,D. Schröder misses 2-pt layup at rim,,21,26
94,1,0:28.0,Offensive rebound by A. Horford,,21,26
95,1,0:22.0,M. Scott misses 3-pt jump shot from 23 ft,,21,26
96,1,0:20.0,,Defensive rebound by R. Bullock,21,26
97,1,0:03.0,,J. Farmar misses 2-pt layup from 1 ft,21,26
98,1,0:01.0,Defensive rebound by D. Schröder,,21,26
99,1,0:01.0,D. Schröder misses 3-pt jump shot from 36 ft,,21,26
100,1,0:00.0,Offensive rebound by Team,,21,26
101,2,11:46.0,Turnover by D. Schröder (bad pass; steal by R. Bullock),,21,26
102,2,11:27.0,,Turnover by J. Farmar (bad pass; steal by D. Schröder),21,26
103,2,11:27.0,Personal take foul by S. Hawes (drawn by T. Sefolosha),,21,26
104,2,11:16.0,Shooting foul by R. Bullock (drawn by M. Scott),,21,26
105,2,11:16.0,M. Scott makes free throw 1 of 2,,22,26
106,2,11:16.0,M. Scott makes free throw 2 of 2,,23,26
107,2,11:03.0,,J. Farmar misses 3-pt jump shot from 26 ft,23,26
108,2,11:02.0,,Offensive rebound by B. Griffin,23,26
109,2,11:02.0,,Shooting foul by M. Scott (drawn by B. Griffin),23,26
110,2,11:02.0,,B. Griffin makes free throw 1 of 2,23,27
111,2,11:02.0,,B. Griffin makes free throw 2 of 2,23,28
112,2,10:44.0,M. Scott misses 3-pt jump shot from 26 ft,,23,28
113,2,10:43.0,,Defensive rebound by J. Farmar,23,28
114,2,10:25.0,,S. Hawes misses 2-pt jump shot from 7 ft,23,28
115,2,10:21.0,Defensive rebound by M. Scott,,23,28
116,2,10:16.0,D. Schröder misses 2-pt jump shot from 4 ft,,23,28
117,2,10:15.0,,Defensive rebound by S. Hawes,23,28
118,2,10:07.0,,J. Farmar misses 2-pt jump shot from 13 ft,23,28
119,2,10:03.0,Defensive rebound by A. Horford,,23,28
120,2,9:52.0,K. Korver makes 3-pt jump shot from 25 ft (assist by M. Scott),,26,28
121,2,9:34.0,,S. Hawes makes 2-pt hook shot from 6 ft,26,30
122,2,9:18.0,M. Scott misses 2-pt jump shot from 9 ft,,26,30
123,2,9:14.0,Offensive rebound by A. Horford,,26,30
124,2,9:14.0,A. Horford misses 2-pt tip-in from 1 ft,,26,30
125,2,9:11.0,,Defensive rebound by B. Griffin,26,30
126,2,9:11.0,,Shooting foul by M. Scott (drawn by B. Griffin),26,30
127,2,9:11.0,,B. Griffin makes free throw 1 of 2,26,31
128,2,9:11.0,,M. Barnes enters the game for R. Bullock,26,31
129,2,9:11.0,K. Bazemore enters the game for T. Sefolosha,,26,31
130,2,9:11.0,,B. Griffin makes free throw 2 of 2,26,32
131,2,8:55.0,A. Horford misses 2-pt jump shot from 3 ft,,26,32
132,2,8:53.0,Offensive rebound by M. Scott,,26,32
133,2,8:50.0,K. Korver misses 3-pt jump shot from 25 ft,,26,32
134,2,8:50.0,,Defensive rebound by B. Griffin,26,32
135,2,8:37.0,,B. Griffin misses 2-pt jump shot from 16 ft,26,32
136,2,8:37.0,Defensive rebound by K. Korver,,26,32
137,2,8:18.0,K. Korver misses 2-pt jump shot from 9 ft,,26,32
138,2,8:17.0,Offensive rebound by M. Scott,,26,32
139,2,8:17.0,Turnover by M. Scott (step out of bounds),,26,32
140,2,8:17.0,Official timeout,,26,32
141,2,8:17.0,J. Teague enters the game for D. Schröder,,26,32
142,2,8:03.0,,J. Farmar misses 3-pt jump shot from 23 ft,26,32
143,2,8:02.0,Defensive rebound by K. Korver,,26,32
144,2,7:40.0,Turnover by J. Teague (traveling),,26,32
145,2,7:40.0,,C. Paul enters the game for J. Farmar,26,32
146,2,7:27.0,,S. Hawes misses 2-pt jump shot from 17 ft,26,32
147,2,7:26.0,Defensive rebound by J. Teague,,26,32
148,2,7:18.0,M. Scott misses 2-pt layup from 2 ft,,26,32
149,2,7:16.0,,Defensive rebound by S. Hawes,26,32
150,2,7:10.0,,M. Barnes misses 3-pt jump shot from 24 ft,26,32
151,2,7:09.0,,Offensive rebound by B. Griffin,26,32
152,2,7:05.0,,S. Hawes misses 3-pt jump shot from 25 ft,26,32
153,2,7:03.0,Defensive rebound by M. Scott,,26,32
154,2,6:50.0,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),,28,32
155,2,6:35.0,,J. Crawford misses 3-pt jump shot from 25 ft,28,32
156,2,6:34.0,Defensive rebound by M. Scott,,28,32
157,2,6:29.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),,31,32
158,2,6:29.0,,LA Clippers full timeout,31,32
159,2,6:29.0,P. Antić enters the game for A. Horford,,31,32
160,2,6:29.0,P. Millsap enters the game for M. Scott,,31,32
161,2,6:29.0,D. Carroll enters the game for K. Bazemore,,31,32
162,2,6:29.0,,D. Jordan enters the game for S. Hawes,31,32
163,2,6:29.0,,J. Redick enters the game for J. Crawford,31,32
164,2,6:15.0,,B. Griffin misses 2-pt layup from 2 ft,31,32
165,2,6:15.0,,Offensive rebound by Team,31,32
166,2,6:13.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by C. Paul),31,35
167,2,6:03.0,Personal foul by J. Redick (drawn by K. Korver),,31,35
168,2,6:03.0,K. Bazemore enters the game for K. Korver,,31,35
169,2,5:55.0,J. Teague misses 2-pt layup at rim,,31,35
170,2,5:55.0,Offensive rebound by Team,,31,35
171,2,5:44.0,Personal foul by M. Barnes (drawn by P. Antić),,31,35
172,2,5:34.0,K. Bazemore misses 2-pt dunk from 1 ft,,31,35
173,2,5:31.0,,Defensive rebound by C. Paul,31,35
174,2,5:11.0,,B. Griffin misses 2-pt jump shot from 19 ft,31,35
175,2,5:10.0,,Offensive rebound by D. Jordan,31,35
176,2,5:07.0,,C. Paul misses 3-pt jump shot from 25 ft,31,35
177,2,5:07.0,Defensive rebound by Team,,31,35
178,2,5:07.0,,Loose ball foul by M. Barnes (drawn by K. Bazemore),31,35
179,2,5:07.0,K. Bazemore misses free throw 1 of 2,,31,35
180,2,5:07.0,Offensive rebound by Team,,31,35
181,2,5:07.0,K. Bazemore misses free throw 2 of 2,,31,35
182,2,5:05.0,,Defensive rebound by D. Jordan,31,35
183,2,4:53.0,,B. Griffin misses 2-pt jump shot from 3 ft (block by P. Millsap),31,35
184,2,4:51.0,Defensive rebound by P. Antić,,31,35
185,2,4:49.0,,Offensive charge foul by J. Teague (drawn by J. Redick),31,35
186,2,4:49.0,Turnover by J. Teague (offensive foul),,31,35
187,2,4:39.0,,Personal foul by J. Teague (drawn by B. Griffin),31,35
188,2,4:33.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),31,38
189,2,4:19.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),,33,38
190,2,4:04.0,,B. Griffin makes 2-pt layup from 1 ft,33,40
191,2,4:04.0,,Shooting foul by P. Millsap (drawn by B. Griffin),33,40
192,2,4:04.0,,B. Griffin misses free throw 1 of 1,33,40
193,2,4:02.0,Defensive rebound by D. Carroll,,33,40
194,2,3:50.0,P. Millsap makes 2-pt jump shot from 8 ft,,35,40
195,2,3:29.0,,J. Redick misses 3-pt jump shot from 26 ft,35,40
196,2,3:28.0,Defensive rebound by P. Millsap,,35,40
197,2,3:19.0,Shooting foul by C. Paul (drawn by J. Teague),,35,40
198,2,3:19.0,J. Teague misses free throw 1 of 2,,35,40
199,2,3:19.0,Offensive rebound by Team,,35,40
200,2,3:19.0,J. Teague makes free throw 2 of 2,,36,40
201,2,3:07.0,,B. Griffin misses 2-pt jump shot from 16 ft,36,40
202,2,3:06.0,Defensive rebound by D. Carroll,,36,40
203,2,3:00.0,D. Carroll misses 3-pt jump shot from 25 ft,,36,40
204,2,2:57.0,,Defensive rebound by C. Paul,36,40
205,2,2:53.0,,Turnover by B. Griffin (lost ball; steal by J. Teague),36,40
206,2,2:47.0,J. Teague misses 3-pt jump shot from 25 ft,,36,40
207,2,2:45.0,,Defensive rebound by D. Jordan,36,40
208,2,2:37.0,,C. Paul misses 2-pt layup from 2 ft,36,40
209,2,2:34.0,Defensive rebound by P. Antić,,36,40
210,2,2:34.0,Turnover by P. Antić (bad pass),,36,40
211,2,2:34.0,Atlanta full timeout,,36,40
212,2,2:34.0,,J. Crawford enters the game for M. Barnes,36,40
213,2,2:34.0,A. Horford enters the game for K. Bazemore,,36,40
214,2,2:34.0,K. Korver enters the game for P. Millsap,,36,40
215,2,2:27.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),36,42
216,2,2:27.0,,Shooting foul by K. Korver (drawn by D. Jordan),36,42
217,2,2:27.0,,D. Jordan misses free throw 1 of 1,36,42
218,2,2:24.0,Defensive rebound by D. Carroll,,36,42
219,2,2:10.0,Turnover by P. Antić (bad pass; steal by J. Redick),,36,42
220,2,2:01.0,,Shooting foul by A. Horford (drawn by B. Griffin),36,42
221,2,2:01.0,,B. Griffin makes free throw 1 of 2,36,43
222,2,2:01.0,P. Millsap enters the game for P. Antić,,36,43
223,2,2:01.0,,B. Griffin makes free throw 2 of 2,36,44
224,2,1:48.0,Personal foul by B. Griffin (drawn by P. Millsap),,36,44
225,2,1:48.0,P. Millsap makes free throw 1 of 2,,37,44
226,2,1:48.0,P. Millsap makes free throw 2 of 2,,38,44
227,2,1:39.0,,B. Griffin misses 2-pt jump shot from 18 ft,38,44
228,2,1:37.0,Defensive rebound by P. Millsap,,38,44
229,2,1:20.0,K. Korver makes 3-pt jump shot from 27 ft (assist by J. Teague),,41,44
230,2,1:03.0,,J. Crawford misses 3-pt jump shot from 25 ft,41,44
231,2,1:02.0,Defensive rebound by P. Millsap,,41,44
232,2,0:52.0,J. Teague makes 3-pt jump shot from 25 ft,,44,44
233,2,0:36.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),44,46
234,2,0:28.0,Turnover by K. Korver (bad pass; steal by J. Redick),,44,46
235,2,0:23.0,,Turnover by B. Griffin (lost ball; steal by J. Teague),44,46
236,2,0:16.0,Atlanta full timeout,,44,46
237,2,0:16.0,,M. Barnes enters the game for B. Griffin,44,46
238,2,0:05.0,K. Korver misses 3-pt jump shot from 23 ft,,44,46
239,2,0:04.0,,Defensive rebound by D. Jordan,44,46
240,2,0:01.0,Offensive charge foul by J. Crawford (drawn by K. Korver),,44,46
241,2,0:01.0,,Turnover by J. Crawford (offensive foul),44,46
242,2,0:01.0,,S. Hawes enters the game for J. Crawford,44,46
243,3,11:39.0,D. Carroll makes 2-pt layup at rim (assist by P. Millsap),,46,46
244,3,11:23.0,,Shooting foul by K. Korver (drawn by J. Redick),46,46
245,3,11:23.0,,J. Redick makes free throw 1 of 2,46,47
246,3,11:23.0,,J. Redick makes free throw 2 of 2,46,48
247,3,11:04.0,J. Teague makes 2-pt layup from 1 ft,,48,48
248,3,10:54.0,,Turnover by J. Redick (bad pass; steal by K. Korver),48,48
249,3,10:54.0,,Loose ball foul by C. Paul (drawn by J. Teague),48,48
250,3,10:41.0,Turnover by D. Carroll (traveling),,48,48
251,3,10:32.0,,B. Griffin misses 2-pt layup from 1 ft (block by A. Horford),48,48
252,3,10:32.0,,Offensive rebound by Team,48,48
253,3,10:23.0,,Shooting foul by A. Horford (drawn by B. Griffin),48,48
254,3,10:23.0,,B. Griffin misses free throw 1 of 2,48,48
255,3,10:23.0,,Offensive rebound by Team,48,48
256,3,10:23.0,,B. Griffin makes free throw 2 of 2,48,49
257,3,10:05.0,A. Horford makes 2-pt hook shot at rim,,50,49
258,3,9:54.0,,Turnover by C. Paul (bad pass; steal by A. Horford),50,49
259,3,9:47.0,J. Teague makes 3-pt jump shot from 26 ft (assist by K. Korver),,53,49
260,3,9:34.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),53,51
261,3,9:20.0,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),,55,51
262,3,9:03.0,,J. Redick misses 2-pt jump shot from 18 ft,55,51
263,3,9:02.0,Defensive rebound by J. Teague,,55,51
264,3,8:54.0,A. Horford misses 2-pt jump shot from 16 ft,,55,51
265,3,8:53.0,,Defensive rebound by D. Jordan,55,51
266,3,8:49.0,,B. Griffin makes 2-pt layup from 1 ft (assist by M. Barnes),55,53
267,3,8:49.0,,Shooting foul by A. Horford (drawn by B. Griffin),55,53
268,3,8:49.0,,B. Griffin makes free throw 1 of 1,55,54
269,3,8:29.0,J. Teague makes 3-pt jump shot from 25 ft (assist by D. Carroll),,58,54
270,3,8:17.0,,Personal foul by D. Carroll (drawn by C. Paul),58,54
271,3,8:04.0,,M. Barnes makes 2-pt jump shot from 7 ft (assist by B. Griffin),58,56
272,3,7:51.0,K. Korver misses 3-pt jump shot from 26 ft,,58,56
273,3,7:49.0,,Defensive rebound by C. Paul,58,56
274,3,7:47.0,,Shooting foul by J. Teague (drawn by C. Paul),58,56
275,3,7:47.0,,C. Paul makes free throw 1 of 2,58,57
276,3,7:47.0,,C. Paul makes free throw 2 of 2,58,58
277,3,7:32.0,Personal block foul by C. Paul (drawn by J. Teague),,58,58
278,3,7:22.0,A. Horford makes 2-pt hook shot from 4 ft (assist by J. Teague),,60,58
279,3,7:08.0,Offensive charge foul by C. Paul (drawn by J. Teague),,60,58
280,3,7:08.0,,Turnover by C. Paul (offensive foul),60,58
281,3,7:08.0,,J. Farmar enters the game for C. Paul,60,58
282,3,7:00.0,Shooting block foul by J. Farmar (drawn by J. Teague),,60,58
283,3,7:00.0,J. Teague makes free throw 1 of 2,,61,58
284,3,7:00.0,J. Teague makes free throw 2 of 2,,62,58
285,3,6:48.0,,Def 3 sec tech foul by A. Horford,62,58
286,3,6:48.0,,J. Redick makes technical free throw,62,59
287,3,6:39.0,,B. Griffin makes 2-pt layup from 2 ft,62,61
288,3,6:22.0,P. Millsap makes 2-pt jump shot from 9 ft,,64,61
289,3,5:59.0,,Shooting foul by P. Millsap (drawn by B. Griffin),64,61
290,3,5:59.0,,LA Clippers full timeout,64,61
291,3,5:59.0,P. Antić enters the game for A. Horford,,64,61
292,3,5:59.0,,B. Griffin makes free throw 1 of 2,64,62
293,3,5:59.0,,B. Griffin misses free throw 2 of 2,64,62
294,3,5:57.0,Defensive rebound by D. Carroll,,64,62
295,3,5:41.0,Shooting foul by D. Jordan (drawn by P. Millsap),,64,62
296,3,5:41.0,P. Millsap misses free throw 1 of 2,,64,62
297,3,5:41.0,Offensive rebound by Team,,64,62
298,3,5:41.0,T. Sefolosha enters the game for K. Korver,,64,62
299,3,5:41.0,P. Millsap makes free throw 2 of 2,,65,62
300,3,5:17.0,,M. Barnes makes 2-pt jump shot from 18 ft (assist by J. Farmar),65,64
301,3,5:06.0,Personal foul by J. Farmar (drawn by P. Antić),,65,64
302,3,5:06.0,P. Antić makes free throw 1 of 2,,66,64
303,3,5:06.0,P. Antić makes free throw 2 of 2,,67,64
304,3,4:51.0,,B. Griffin misses 2-pt layup from 2 ft,67,64
305,3,4:49.0,,Offensive rebound by M. Barnes,67,64
306,3,4:46.0,,Turnover by J. Redick (back court),67,64
307,3,4:36.0,Turnover by J. Teague (lost ball),,67,64
308,3,4:26.0,,J. Redick misses 3-pt jump shot from 22 ft,67,64
309,3,4:26.0,,Offensive rebound by Team,67,64
310,3,4:26.0,,LA Clippers full timeout,67,64
311,3,4:09.0,,Turnover by M. Barnes (lost ball; steal by T. Sefolosha),67,64
312,3,4:05.0,J. Teague misses 2-pt layup from 2 ft (block by M. Barnes),,67,64
313,3,4:04.0,,Defensive rebound by D. Jordan,67,64
314,3,3:58.0,,J. Farmar misses 3-pt jump shot from 25 ft,67,64
315,3,3:55.0,Defensive rebound by P. Millsap,,67,64
316,3,3:33.0,P. Millsap misses 2-pt jump shot from 15 ft,,67,64
317,3,3:31.0,,Defensive rebound by J. Farmar,67,64
318,3,3:20.0,,J. Redick makes 2-pt jump shot from 14 ft (assist by B. Griffin),67,66
319,3,3:10.0,J. Teague misses 2-pt layup from 2 ft (block by D. Jordan),,67,66
320,3,3:08.0,,Defensive rebound by B. Griffin,67,66
321,3,3:08.0,,Shooting foul by D. Carroll (drawn by B. Griffin),67,66
322,3,3:08.0,,B. Griffin makes free throw 1 of 2,67,67
323,3,3:08.0,,J. Crawford enters the game for M. Barnes,67,67
324,3,3:08.0,,S. Hawes enters the game for D. Jordan,67,67
325,3,3:08.0,,B. Griffin misses free throw 2 of 2,67,67
326,3,3:05.0,Defensive rebound by D. Carroll,,67,67
327,3,2:58.0,D. Carroll makes 2-pt layup from 1 ft (assist by J. Teague),,69,67
328,3,2:46.0,,Turnover by S. Hawes (bad pass; steal by J. Teague),69,67
329,3,2:39.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by J. Teague),,72,67
330,3,2:20.0,,J. Crawford misses 2-pt jump shot from 19 ft,72,67
331,3,2:18.0,Defensive rebound by P. Millsap,,72,67
332,3,2:12.0,J. Teague makes 2-pt layup from 2 ft,,74,67
333,3,1:52.0,,Turnover by B. Griffin (3 sec),74,67
334,3,1:52.0,,R. Bullock enters the game for J. Redick,74,67
335,3,1:33.0,J. Teague misses 3-pt jump shot from 26 ft,,74,67
336,3,1:32.0,Offensive rebound by J. Teague,,74,67
337,3,1:27.0,J. Teague misses 2-pt layup from 2 ft,,74,67
338,3,1:25.0,,Defensive rebound by B. Griffin,74,67
339,3,1:10.0,,Turnover by J. Crawford (bad pass; steal by T. Sefolosha),74,67
340,3,1:10.0,Shooting foul by B. Griffin (drawn by D. Carroll),,74,67
341,3,1:10.0,D. Schröder enters the game for J. Teague,,74,67
342,3,1:10.0,D. Carroll makes free throw 1 of 2,,75,67
343,3,1:10.0,A. Horford enters the game for P. Millsap,,75,67
344,3,1:10.0,D. Carroll misses free throw 2 of 2,,75,67
345,3,1:08.0,,Defensive rebound by R. Bullock,75,67
346,3,0:47.0,,B. Griffin misses 2-pt hook shot from 4 ft,75,67
347,3,0:45.0,Defensive rebound by T. Sefolosha,,75,67
348,3,0:33.0,A. Horford misses 2-pt hook shot from 5 ft,,75,67
349,3,0:33.0,Offensive rebound by Team,,75,67
350,3,0:33.0,,Loose ball foul by B. Griffin (drawn by P. Antić),75,67
351,3,0:33.0,P. Antić misses free throw 1 of 2,,75,67
352,3,0:33.0,Offensive rebound by Team,,75,67
353,3,0:33.0,K. Bazemore enters the game for D. Carroll,,75,67
354,3,0:33.0,,D. Jordan enters the game for B. Griffin,75,67
355,3,0:33.0,P. Antić misses free throw 2 of 2,,75,67
356,3,0:29.0,,Defensive rebound by S. Hawes,75,67
357,3,0:13.0,,J. Crawford makes 2-pt jump shot from 16 ft (assist by J. Farmar),75,69
358,3,0:10.0,Atlanta full timeout,,75,69
359,3,0:10.0,,M. Barnes enters the game for J. Crawford,75,69
360,3,0:10.0,K. Korver enters the game for K. Bazemore,,75,69
361,3,0:01.0,P. Antić makes 2-pt layup from 1 ft (assist by K. Korver),,77,69
362,4,11:37.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by C. Paul),77,72
363,4,11:20.0,P. Antić makes 3-pt jump shot from 24 ft (assist by D. Schröder),,80,72
364,4,11:03.0,,S. Hawes misses 3-pt jump shot from 23 ft,80,72
365,4,11:02.0,Defensive rebound by T. Sefolosha,,80,72
366,4,10:45.0,D. Schröder makes 2-pt layup from 1 ft,,82,72
367,4,10:38.0,,LA Clippers full timeout,82,72
368,4,10:38.0,,J. Redick enters the game for R. Bullock,82,72
369,4,10:30.0,,C. Paul makes 2-pt jump shot from 13 ft,82,74
370,4,10:17.0,P. Antić misses 3-pt jump shot from 25 ft,,82,74
371,4,10:14.0,,Defensive rebound by D. Jordan,82,74
372,4,10:08.0,,D. Jordan makes 2-pt layup from 1 ft (assist by C. Paul),82,76
373,4,10:08.0,,Shooting foul by P. Antić (drawn by D. Jordan),82,76
374,4,10:08.0,,D. Jordan misses free throw 1 of 1,82,76
375,4,10:06.0,Defensive rebound by T. Sefolosha,,82,76
376,4,9:46.0,A. Horford misses 2-pt jump shot from 18 ft,,82,76
377,4,9:44.0,Offensive rebound by D. Schröder,,82,76
378,4,9:33.0,D. Schröder makes 2-pt jump shot from 14 ft,,84,76
379,4,9:23.0,,Personal foul by D. Schröder (drawn by C. Paul),84,76
380,4,9:12.0,,Turnover by S. Hawes (bad pass),84,76
381,4,8:55.0,Shooting foul by S. Hawes (drawn by P. Antić),,84,76
382,4,8:55.0,Official timeout,,84,76
383,4,8:55.0,,B. Griffin enters the game for S. Hawes,84,76
384,4,8:55.0,P. Millsap enters the game for A. Horford,,84,76
385,4,8:55.0,P. Antić makes free throw 1 of 2,,85,76
386,4,8:55.0,P. Antić makes free throw 2 of 2,,86,76
387,4,8:39.0,,Shooting foul by T. Sefolosha (drawn by J. Crawford),86,76
388,4,8:39.0,,J. Crawford makes free throw 1 of 2,86,77
389,4,8:39.0,A. Horford enters the game for P. Antić,,86,77
390,4,8:39.0,,J. Crawford makes free throw 2 of 2,86,78
391,4,8:30.0,D. Schröder makes 3-pt jump shot from 25 ft,,89,78
