,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
96,1,2:31.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,21,21
97,1,2:30.0,,Offensive rebound by A. Stoudemire,21,21
98,1,2:30.0,,A. Stoudemire makes 2-pt tip-in from 1 ft,21,23
99,1,2:29.0,Cleveland full timeout,,21,23
100,1,2:29.0,L. James enters the game for K. Irving,,21,23
101,1,2:29.0,T. Mozgov enters the game for T. Thompson,,21,23
102,1,2:18.0,L. James makes 2-pt layup from 2 ft,,23,23
103,1,2:18.0,Shooting foul by D. Nowitzki (drawn by L. James),,23,23
104,1,2:18.0,,R. Jefferson enters the game for D. Nowitzki,23,23
105,1,2:18.0,L. James makes free throw 1 of 1,,24,23
106,1,1:58.0,,A. Stoudemire makes 2-pt hook shot from 4 ft,24,25
107,1,1:36.0,Shooting foul by R. Jefferson (drawn by L. James),,24,25
108,1,1:36.0,L. James misses free throw 1 of 2,,24,25
109,1,1:36.0,Offensive rebound by Team,,24,25
110,1,1:36.0,L. James misses free throw 2 of 2,,24,25
111,1,1:35.0,,Defensive rebound by R. Jefferson,24,25
112,1,1:21.0,,D. Harris misses 3-pt jump shot from 24 ft,24,25
113,1,1:19.0,,Offensive rebound by A. Aminu,24,25
114,1,1:12.0,,Personal foul by M. Dellavedova (drawn by D. Harris),24,25
115,1,1:12.0,,D. Harris makes free throw 1 of 2,24,26
116,1,1:12.0,J. Jones enters the game for T. Mozgov,,24,26
117,1,1:12.0,,D. Harris makes free throw 2 of 2,24,27
118,1,0:57.0,L. James misses 2-pt jump shot from 13 ft,,24,27
119,1,0:56.0,,Defensive rebound by Team,24,27
120,1,0:30.0,,M. Ellis misses 3-pt jump shot from 26 ft,24,27
121,1,0:29.0,Defensive rebound by L. James,,24,27
122,1,0:10.0,Shooting foul by A. Aminu (drawn by M. Dellavedova),,24,27
123,1,0:10.0,M. Dellavedova makes free throw 1 of 2,,25,27
124,1,0:10.0,,C. Parsons enters the game for A. Aminu,25,27
125,1,0:10.0,M. Dellavedova makes free throw 2 of 2,,26,27
126,1,0:04.0,,D. Harris makes 2-pt layup from 1 ft,26,29
127,1,0:02.0,Turnover by J. Jones (bad pass; steal by M. Ellis),,26,29
128,1,0:01.0,Violation by L. James (def goaltending),,26,29
129,1,0:01.0,,M. Ellis makes 2-pt layup at rim,26,31
130,2,11:44.0,,Turnover by A. Stoudemire (offensive foul),26,31
131,2,11:44.0,,Offensive foul by A. Stoudemire (drawn by T. Thompson),26,31
132,2,11:29.0,L. James makes 3-pt jump shot from 26 ft,,29,31
133,2,11:06.0,,Shooting foul by M. Dellavedova (drawn by J. Barea),29,31
134,2,11:06.0,,J. Barea makes free throw 1 of 2,29,32
135,2,11:06.0,K. Irving enters the game for M. Dellavedova,,29,32
136,2,11:06.0,,J. Barea makes free throw 2 of 2,29,33
137,2,10:48.0,L. James makes 3-pt jump shot from 24 ft,,32,33
138,2,10:32.0,,A. Stoudemire makes 2-pt jump shot from 3 ft,32,35
139,2,10:24.0,Personal foul by D. Harris (drawn by K. Irving),,32,35
140,2,10:14.0,J. Jones makes 3-pt jump shot from 22 ft (assist by L. James),,35,35
141,2,9:50.0,,C. Parsons misses 2-pt jump shot from 21 ft,35,35
142,2,9:48.0,Defensive rebound by L. James,,35,35
143,2,9:37.0,L. James misses 2-pt jump shot from 21 ft,,35,35
144,2,9:36.0,Offensive rebound by J. Jones,,35,35
145,2,9:18.0,Offensive foul by T. Thompson (drawn by J. Barea),,35,35
146,2,9:18.0,Turnover by T. Thompson (offensive foul),,35,35
147,2,9:18.0,T. Mozgov enters the game for T. Thompson,,35,35
148,2,9:06.0,,A. Stoudemire makes 2-pt jump shot from 3 ft (assist by J. Barea),35,37
149,2,8:52.0,K. Irving makes 2-pt dunk at rim,,37,37
150,2,8:40.0,,Shooting foul by J. Jones (drawn by D. Nowitzki),37,37
151,2,8:40.0,Official timeout,,37,37
152,2,8:40.0,,D. Nowitzki misses free throw 1 of 2,37,37
153,2,8:40.0,,Offensive rebound by Team,37,37
154,2,8:40.0,,D. Nowitzki makes free throw 2 of 2,37,38
155,2,8:23.0,K. Irving misses 2-pt jump shot from 20 ft,,37,38
156,2,8:22.0,,Defensive rebound by J. Barea,37,38
157,2,8:14.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,37,38
158,2,8:13.0,,Offensive rebound by C. Parsons,37,38
159,2,8:07.0,,Turnover by C. Parsons (bad pass; steal by I. Shumpert),37,38
160,2,8:03.0,L. James makes 2-pt layup from 2 ft (assist by I. Shumpert),,39,38
161,2,7:46.0,,A. Stoudemire misses 2-pt jump shot from 19 ft,39,38
162,2,7:45.0,Defensive rebound by L. James,,39,38
163,2,7:39.0,J. Jones misses 3-pt jump shot from 23 ft,,39,38
164,2,7:37.0,,Defensive rebound by A. Stoudemire,39,38
165,2,7:23.0,,J. Barea misses 2-pt jump shot from 20 ft,39,38
166,2,7:21.0,Defensive rebound by K. Irving,,39,38
167,2,7:15.0,K. Irving makes 2-pt layup from 1 ft,,41,38
168,2,7:15.0,,Dallas full timeout,41,38
169,2,7:15.0,J. Smith enters the game for I. Shumpert,,41,38
170,2,7:09.0,,Personal foul by L. James (drawn by D. Harris),41,38
171,2,6:57.0,,Shooting foul by L. James (drawn by A. Stoudemire),41,38
172,2,6:57.0,,A. Stoudemire makes free throw 1 of 2,41,39
173,2,6:57.0,,R. Rondo enters the game for D. Harris,41,39
174,2,6:57.0,,M. Ellis enters the game for J. Barea,41,39
175,2,6:57.0,,A. Stoudemire misses free throw 2 of 2,41,39
176,2,6:56.0,Defensive rebound by L. James,,41,39
177,2,6:46.0,K. Irving misses 2-pt jump shot from 17 ft,,41,39
178,2,6:44.0,,Defensive rebound by M. Ellis,41,39
179,2,6:38.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,41,39
180,2,6:36.0,Defensive rebound by L. James,,41,39
181,2,6:21.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,44,39
182,2,6:08.0,,M. Ellis makes 2-pt layup from 2 ft (assist by D. Nowitzki),44,41
183,2,6:00.0,L. James makes 2-pt dunk at rim,,46,41
184,2,5:41.0,,Shooting foul by J. Jones (drawn by C. Parsons),46,41
185,2,5:41.0,,C. Parsons makes free throw 1 of 2,46,42
186,2,5:41.0,,T. Chandler enters the game for A. Stoudemire,46,42
187,2,5:41.0,K. Love enters the game for L. James,,46,42
188,2,5:41.0,I. Shumpert enters the game for J. Jones,,46,42
189,2,5:41.0,,R. Jefferson enters the game for D. Nowitzki,46,42
190,2,5:41.0,,C. Parsons misses free throw 2 of 2,46,42
191,2,5:40.0,Defensive rebound by K. Love,,46,42
192,2,5:27.0,K. Irving makes 2-pt jump shot from 2 ft,,48,42
193,2,5:10.0,,T. Chandler misses 2-pt hook shot from 3 ft,48,42
194,2,5:07.0,Defensive rebound by T. Mozgov,,48,42
195,2,5:03.0,,Offensive charge foul by K. Irving (drawn by R. Rondo),48,42
196,2,5:03.0,Turnover by K. Irving (offensive foul),,48,42
197,2,4:54.0,,M. Ellis misses 3-pt jump shot from 27 ft,48,42
198,2,4:52.0,Defensive rebound by I. Shumpert,,48,42
199,2,4:49.0,I. Shumpert misses 2-pt layup from 2 ft (block by C. Parsons),,48,42
200,2,4:46.0,Offensive rebound by K. Love,,48,42
201,2,4:40.0,I. Shumpert misses 3-pt jump shot from 23 ft,,48,42
202,2,4:39.0,,Defensive rebound by R. Jefferson,48,42
203,2,4:32.0,,Personal foul by T. Mozgov (drawn by T. Chandler),48,42
204,2,4:32.0,,T. Chandler makes free throw 1 of 2,48,43
205,2,4:32.0,,T. Chandler makes free throw 2 of 2,48,44
206,2,4:20.0,Shooting foul by R. Jefferson (drawn by I. Shumpert),,48,44
207,2,4:20.0,I. Shumpert makes free throw 1 of 2,,49,44
208,2,4:20.0,,C. Villanueva enters the game for C. Parsons,49,44
209,2,4:20.0,I. Shumpert makes free throw 2 of 2,,50,44
210,2,4:05.0,,Turnover by R. Jefferson (bad pass; steal by K. Irving),50,44
211,2,4:03.0,Turnover by K. Irving (step out of bounds),,50,44
212,2,3:57.0,,Turnover by R. Jefferson (bad pass; steal by I. Shumpert),50,44
213,2,3:53.0,J. Smith makes 2-pt dunk at rim (assist by I. Shumpert),,52,44
214,2,3:41.0,,Personal foul by T. Mozgov (drawn by M. Ellis),52,44
215,2,3:41.0,,M. Ellis makes free throw 1 of 2,52,45
216,2,3:41.0,,C. Parsons enters the game for R. Jefferson,52,45
217,2,3:41.0,T. Thompson enters the game for T. Mozgov,,52,45
218,2,3:41.0,,D. Nowitzki enters the game for C. Villanueva,52,45
219,2,3:41.0,,M. Ellis misses free throw 2 of 2,52,45
220,2,3:40.0,Defensive rebound by K. Love,,52,45
221,2,3:26.0,J. Smith misses 2-pt jump shot from 13 ft,,52,45
222,2,3:24.0,Offensive rebound by K. Love,,52,45
223,2,3:24.0,K. Love makes 2-pt dunk at rim,,54,45
224,2,3:13.0,,C. Parsons makes 2-pt layup at rim,54,47
225,2,2:53.0,K. Love makes 2-pt hook shot from 5 ft (assist by I. Shumpert),,56,47
226,2,2:44.0,,T. Chandler misses 2-pt layup from 2 ft,56,47
227,2,2:42.0,,Offensive rebound by T. Chandler,56,47
228,2,2:40.0,,T. Chandler misses 2-pt jump shot from 3 ft (block by T. Thompson),56,47
229,2,2:37.0,,Offensive rebound by M. Ellis,56,47
230,2,2:37.0,,M. Ellis makes 2-pt layup from 1 ft,56,49
231,2,2:36.0,Cleveland full timeout,,56,49
232,2,2:19.0,,Violation by T. Chandler (kicked ball),56,49
233,2,2:08.0,J. Smith makes 3-pt jump shot from 28 ft,,59,49
234,2,1:43.0,,C. Parsons misses 2-pt jump shot from 6 ft,59,49
235,2,1:40.0,Defensive rebound by K. Irving,,59,49
236,2,1:35.0,Shooting foul by R. Rondo (drawn by K. Irving),,59,49
237,2,1:35.0,K. Irving makes free throw 1 of 2,,60,49
238,2,1:35.0,,D. Harris enters the game for R. Rondo,60,49
239,2,1:35.0,K. Irving makes free throw 2 of 2,,61,49
240,2,1:24.0,,Shooting block foul by T. Thompson (drawn by T. Chandler),61,49
241,2,1:24.0,,T. Chandler makes free throw 1 of 2,61,50
242,2,1:24.0,K. Perkins enters the game for T. Thompson,,61,50
243,2,1:24.0,,T. Chandler makes free throw 2 of 2,61,51
244,2,1:12.0,K. Irving misses 2-pt layup from 1 ft,,61,51
245,2,1:10.0,,Defensive rebound by T. Chandler,61,51
246,2,1:00.0,,M. Ellis misses 2-pt jump shot from 3 ft,61,51
247,2,0:57.0,Defensive rebound by K. Perkins,,61,51
248,2,0:43.0,J. Smith makes 3-pt jump shot from 25 ft,,64,51
249,2,0:34.0,,C. Parsons makes 2-pt dunk at rim,64,53
250,2,0:25.0,K. Irving makes 2-pt layup from 1 ft,,66,53
251,2,0:25.0,Shooting foul by T. Chandler (drawn by K. Irving),,66,53
252,2,0:25.0,M. Dellavedova enters the game for J. Smith,,66,53
253,2,0:25.0,,A. Stoudemire enters the game for T. Chandler,66,53
254,2,0:25.0,K. Irving makes free throw 1 of 1,,67,53
255,2,0:04.0,,M. Ellis misses 3-pt jump shot from 25 ft,67,53
256,2,0:02.0,Defensive rebound by I. Shumpert,,67,53
257,3,11:46.0,,M. Ellis misses 2-pt jump shot from 21 ft,67,53
258,3,11:45.0,Defensive rebound by K. Love,,67,53
259,3,11:29.0,K. Love misses 2-pt jump shot from 7 ft,,67,53
260,3,11:27.0,,Defensive rebound by D. Nowitzki,67,53
261,3,11:20.0,,R. Rondo makes 2-pt layup from 1 ft,67,55
262,3,11:02.0,J. Smith misses 3-pt jump shot from 24 ft,,67,55
263,3,11:02.0,,Defensive rebound by T. Chandler,67,55
264,3,10:52.0,,C. Parsons misses 2-pt jump shot from 4 ft,67,55
265,3,10:50.0,Defensive rebound by J. Smith,,67,55
266,3,10:48.0,Shooting foul by D. Nowitzki (drawn by L. James),,67,55
267,3,10:48.0,L. James makes free throw 1 of 2,,68,55
268,3,10:48.0,L. James makes free throw 2 of 2,,69,55
269,3,10:34.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,69,55
270,3,10:32.0,Defensive rebound by J. Smith,,69,55
271,3,10:17.0,K. Irving misses 2-pt layup from 2 ft,,69,55
272,3,10:15.0,,Defensive rebound by C. Parsons,69,55
273,3,10:05.0,,Turnover by T. Chandler (3 sec),69,55
274,3,9:45.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),,72,55
275,3,9:35.0,,Shooting foul by J. Smith (drawn by T. Chandler),72,55
276,3,9:35.0,,T. Chandler makes free throw 1 of 2,72,56
277,3,9:35.0,,T. Chandler misses free throw 2 of 2,72,56
278,3,9:35.0,Defensive rebound by K. Love,,72,56
279,3,9:20.0,Turnover by K. Love (bad pass; steal by M. Ellis),,72,56
280,3,9:15.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by C. Parsons),72,59
281,3,9:00.0,K. Love makes 2-pt dunk at rim (assist by L. James),,74,59
282,3,8:56.0,,Dallas full timeout,74,59
283,3,8:46.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,74,59
284,3,8:44.0,Defensive rebound by J. Smith,,74,59
285,3,8:40.0,T. Mozgov makes 2-pt dunk at rim (assist by L. James),,76,59
286,3,8:25.0,,M. Ellis makes 2-pt jump shot from 16 ft,76,61
287,3,8:08.0,Personal block foul by C. Parsons (drawn by L. James),,76,61
288,3,7:56.0,Shooting foul by M. Ellis (drawn by T. Mozgov),,76,61
289,3,7:56.0,T. Mozgov makes free throw 1 of 2,,77,61
290,3,7:56.0,T. Mozgov makes free throw 2 of 2,,78,61
291,3,7:44.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by M. Ellis),78,64
292,3,7:22.0,T. Mozgov misses 2-pt layup from 3 ft (block by T. Chandler),,78,64
293,3,7:21.0,Offensive rebound by Team,,78,64
294,3,7:18.0,K. Love makes 2-pt jump shot from 16 ft (assist by L. James),,80,64
295,3,7:06.0,,R. Rondo misses 2-pt layup from 2 ft,80,64
296,3,7:03.0,,Offensive rebound by T. Chandler,80,64
297,3,7:03.0,,T. Chandler makes 2-pt layup from 2 ft,80,66
298,3,6:39.0,K. Irving misses 3-pt jump shot from 25 ft,,80,66
299,3,6:38.0,,Defensive rebound by C. Parsons,80,66
300,3,6:29.0,,Turnover by C. Parsons (lost ball; steal by T. Mozgov),80,66
301,3,6:22.0,,R. Jefferson enters the game for C. Parsons,80,66
302,3,6:22.0,,D. Harris enters the game for R. Rondo,80,66
303,3,6:09.0,Personal block foul by D. Harris (drawn by L. James),,80,66
304,3,6:02.0,Shooting foul by D. Nowitzki (drawn by K. Irving),,80,66
305,3,6:02.0,K. Irving makes free throw 1 of 2,,81,66
306,3,6:02.0,K. Irving makes free throw 2 of 2,,82,66
307,3,5:43.0,,M. Ellis misses 2-pt layup from 2 ft,82,66
308,3,5:41.0,,Offensive rebound by D. Nowitzki,82,66
309,3,5:41.0,,Shooting foul by T. Mozgov (drawn by D. Nowitzki),82,66
310,3,5:41.0,,D. Nowitzki makes free throw 1 of 2,82,67
311,3,5:41.0,,D. Nowitzki makes free throw 2 of 2,82,68
312,3,5:29.0,Personal foul by R. Jefferson (drawn by T. Mozgov),,82,68
313,3,5:29.0,,Technical foul by Team,82,68
314,3,5:29.0,K. Irving makes technical free throw,,83,68
315,3,5:29.0,T. Mozgov makes free throw 1 of 2,,84,68
316,3,5:29.0,,C. Parsons enters the game for D. Nowitzki,84,68
317,3,5:29.0,T. Mozgov makes free throw 2 of 2,,85,68
318,3,5:19.0,,Turnover by C. Parsons (lost ball; steal by L. James),85,68
319,3,5:15.0,J. Smith makes 2-pt layup from 2 ft (assist by L. James),,87,68
320,3,4:51.0,,M. Ellis misses 3-pt jump shot from 24 ft,87,68
321,3,4:49.0,Defensive rebound by K. Love,,87,68
322,3,4:39.0,K. Love misses 3-pt jump shot from 22 ft,,87,68
323,3,4:37.0,Offensive rebound by Team,,87,68
324,3,4:37.0,,A. Stoudemire enters the game for T. Chandler,87,68
325,3,4:18.0,L. James makes 2-pt layup from 1 ft (assist by T. Mozgov),,89,68
326,3,4:00.0,,A. Stoudemire misses 2-pt layup from 1 ft (block by K. Love),89,68
327,3,3:59.0,Defensive rebound by J. Smith,,89,68
328,3,3:55.0,T. Mozgov makes 2-pt layup from 1 ft (assist by J. Smith),,91,68
329,3,3:54.0,,Dallas full timeout,91,68
330,3,3:54.0,I. Shumpert enters the game for L. James,,91,68
331,3,3:36.0,,A. Stoudemire misses 2-pt layup from 1 ft (block by T. Mozgov),91,68
332,3,3:34.0,,Offensive rebound by R. Jefferson,91,68
333,3,3:33.0,,A. Stoudemire makes 2-pt dunk at rim (assist by R. Jefferson),91,70
334,3,3:16.0,Shooting foul by R. Jefferson (drawn by K. Love),,91,70
335,3,3:16.0,K. Love makes free throw 1 of 2,,92,70
336,3,3:16.0,K. Love misses free throw 2 of 2,,92,70
337,3,3:15.0,,Defensive rebound by R. Jefferson,92,70
338,3,3:04.0,,A. Stoudemire makes 2-pt jump shot from 18 ft (assist by D. Harris),92,72
339,3,2:43.0,K. Love makes 2-pt hook shot from 4 ft,,94,72
340,3,2:33.0,,M. Ellis makes 2-pt dunk at rim (assist by D. Harris),94,74
341,3,2:12.0,K. Love misses 2-pt jump shot from 15 ft,,94,74
342,3,2:10.0,,Defensive rebound by C. Parsons,94,74
343,3,2:05.0,,D. Harris misses 2-pt layup from 1 ft,94,74
344,3,2:03.0,Defensive rebound by K. Irving,,94,74
345,3,2:00.0,Cleveland full timeout,,94,74
346,3,2:00.0,,J. Barea enters the game for C. Parsons,94,74
347,3,2:00.0,,D. Nowitzki enters the game for M. Ellis,94,74
348,3,2:00.0,T. Thompson enters the game for T. Mozgov,,94,74
349,3,1:49.0,K. Love makes 2-pt jump shot from 4 ft (assist by K. Irving),,96,74
350,3,1:27.0,,Turnover by J. Barea (bad pass; steal by I. Shumpert),96,74
351,3,1:25.0,Personal take foul by R. Jefferson (drawn by K. Irving),,96,74
352,3,1:25.0,K. Irving misses free throw 1 of 2,,96,74
353,3,1:25.0,Offensive rebound by Team,,96,74
354,3,1:25.0,T. Mozgov enters the game for K. Love,,96,74
355,3,1:25.0,K. Irving makes free throw 2 of 2,,97,74
356,3,1:13.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,97,74
357,3,1:11.0,Defensive rebound by K. Irving,,97,74
358,3,0:55.0,T. Mozgov misses 2-pt jump shot from 17 ft,,97,74
359,3,0:53.0,,Defensive rebound by J. Barea,97,74
360,3,0:37.0,,J. Barea misses 2-pt layup from 1 ft,97,74
361,3,0:36.0,,Offensive rebound by A. Stoudemire,97,74
362,3,0:36.0,Loose ball foul by T. Thompson (drawn by A. Stoudemire),,97,74
363,3,0:23.0,,R. Jefferson misses 3-pt jump shot from 24 ft,97,74
364,3,0:22.0,,Offensive rebound by D. Harris,97,74
365,3,0:16.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by J. Barea),97,76
366,3,0:03.0,K. Irving makes 2-pt layup from 1 ft,,99,76
367,3,0:02.0,,Turnover by D. Nowitzki (bad pass; steal by J. Smith),99,76
368,3,0:02.0,J. Smith misses 3-pt jump shot from 25 ft,,99,76
369,3,0:00.0,Offensive rebound by Team,,99,76
370,4,11:44.0,L. James makes 3-pt jump shot from 26 ft (assist by K. Irving),,102,76
371,4,11:26.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),102,79
372,4,11:07.0,,Offensive charge foul by I. Shumpert (drawn by D. Harris),102,79
373,4,11:07.0,Turnover by I. Shumpert (offensive foul),,102,79
374,4,10:48.0,,R. Jefferson makes 2-pt jump shot from 16 ft (assist by J. Barea),102,81
375,4,10:24.0,L. James misses 3-pt jump shot from 23 ft,,102,81
376,4,10:23.0,,Defensive rebound by R. Jefferson,102,81
377,4,10:11.0,,R. Jefferson misses 2-pt layup from 3 ft,102,81
378,4,10:07.0,Defensive rebound by T. Thompson,,102,81
379,4,9:57.0,Turnover by L. James (lost ball; steal by D. Harris),,102,81
380,4,9:48.0,,Shooting foul by I. Shumpert (drawn by D. Nowitzki),102,81
381,4,9:48.0,,D. Nowitzki makes free throw 1 of 2,102,82
382,4,9:48.0,M. Dellavedova enters the game for K. Irving,,102,82
383,4,9:48.0,K. Love enters the game for T. Thompson,,102,82
384,4,9:48.0,,D. Nowitzki makes free throw 2 of 2,102,83
385,4,9:32.0,L. James makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,105,83
386,4,9:12.0,,A. Stoudemire misses 2-pt jump shot from 18 ft,105,83
387,4,9:11.0,Defensive rebound by K. Love,,105,83
